Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Air Temperature (degC),Relative Humidity (percent),Nitric Oxide (NO) (ppm),Nitrogen Dioxide (NO2) (ppm),Total Oxides of Nitrogen (NOx) (ppm),Sulfur Dioxide (SO2) (ppm),Carbon Monoxide (CO) (ppm),PM10 (µg/m^3),PM2.5 (µg/m^3),Visibility-reducing particles (Mm^-1)
25/03/2012,23:00,163,1.7,12,0.5,21.9,81.2,0.001,0,0.001,0,0,15,4,12
26/03/2012,0:00,169,1.8,12.2,0.5,21.7,80.6,,,,,,14.6,3.4,
26/03/2012,1:00,166,1.9,11.7,0.5,21.5,80.5,0.001,0.001,0.002,0.001,0,12.7,1.5,12
26/03/2012,2:00,166,2,11,0.5,21.2,80.3,0,0.001,0.001,0.001,0,15,3.6,12
26/03/2012,3:00,170,1.8,12.6,0.5,21.1,80,0.001,0.001,0.001,0.001,0,13.8,2.5,12
26/03/2012,4:00,181,1.8,12.6,0.4,20.9,79.7,0.001,0.001,0.002,0.001,0,13.3,2.5,12
26/03/2012,5:00,172,2.4,12.2,0.6,20.9,78.1,0.001,0.001,0.002,0,0,14.8,3.4,12
26/03/2012,6:00,170,2.6,12.4,0.7,21.7,74.7,0.001,0.001,0.002,0.001,0,13.5,2.4,11
26/03/2012,7:00,168,2.8,14.6,0.8,24,66.6,0.001,0.001,0.002,0,0,16.8,5.9,11
26/03/2012,8:00,159,3.2,15.7,1.1,25.8,63.9,0.001,0.001,0.002,0.001,0,15.6,4.7,11
26/03/2012,9:00,150,2.8,20.5,1,27.4,62.1,0.001,0.001,0.002,0,0,13.8,4.9,11
26/03/2012,10:00,146,3.3,18.1,1.3,28.6,58.3,0.001,0.001,0.002,0.001,0,15.3,5.1,11
26/03/2012,11:00,131,2.8,26.4,1.2,28.7,57.2,0.001,0.001,0.002,0.001,0,13.6,2.5,12
26/03/2012,12:00,120,3,26,1.2,29,55.2,0.001,0.001,0.002,0.001,0,18.9,6.1,12
26/03/2012,13:00,106,3.2,22.9,1.4,28.7,56.8,0.001,0,0.001,0.001,0,20.1,6.3,11
26/03/2012,14:00,99,4,18.5,1.6,28.5,57.4,0.001,0.001,0.002,0.001,0,15.5,3.7,10
26/03/2012,15:00,101,4,20.6,1.7,28.3,59.2,0.001,0.001,0.002,0.001,0,14,4.2,12
26/03/2012,16:00,104,3.8,18.9,1.5,27.1,65.9,0.001,0.001,0.002,0.001,0,13.1,1.9,11
26/03/2012,17:00,128,2.9,18.9,1.3,25.6,66.3,0.001,0.001,0.002,0,0,11.5,1.2,8
26/03/2012,18:00,135,2.4,18.3,1,24.2,70.5,0.001,0.002,0.003,0,0,6.1,-0.4,7
26/03/2012,19:00,140,2.8,17.2,1.1,23.6,73.9,0.001,0.001,0.002,0,0,4.8,-1,8
26/03/2012,20:00,148,2.8,14.5,1,23.2,75.6,0.001,0,0.001,0,0,6.7,0.9,7
26/03/2012,21:00,141,2.2,19.4,0.9,23.2,72.1,0.001,0.001,0.001,0,0,5.2,-0.4,7
26/03/2012,22:00,155,2.3,23.4,0.9,23.3,70.3,0.001,0,0.001,0,0,5.9,-1.6,8
26/03/2012,23:00,173,2.5,13.4,0.7,22.7,69.9,0.001,0.001,0.002,0,0,6.8,-0.7,7
27/03/2012,0:00,173,2.7,11.6,0.7,22.2,69.4,,,,,,7.5,0,
27/03/2012,1:00,171,2.4,11.9,0.6,21.8,69.7,0.001,0.001,0.001,0,0,11,4.3,7
27/03/2012,2:00,170,2.4,11.8,0.7,21.5,72.3,0.001,0,0.001,0,0,8.3,1.2,7
27/03/2012,3:00,169,2.6,11.9,0.8,21.1,73.9,0.001,0,0.001,0,0,8.1,1.2,7
27/03/2012,4:00,169,2.9,12,0.8,21,75.1,0.001,0.001,0.002,0,0,7.9,0.4,7
27/03/2012,5:00,166,3.1,12.7,0.8,20.9,76.5,0.001,0.002,0.002,0,0,6.5,-1.3,8
27/03/2012,6:00,167,3.4,12.7,1,21.8,74.4,0.001,0.002,0.002,0,0,7.1,-0.9,8
27/03/2012,7:00,162,3,15.1,1,24.1,66.1,0.002,0.002,0.004,0,0,9,0.7,8
27/03/2012,8:00,154,3.7,15,1.3,25.7,58.9,0.002,0.002,0.003,0,0,9.4,0.5,8
27/03/2012,9:00,143,3.1,20.7,1.2,27.3,53,0.001,0.001,0.002,0,0,10.8,2.7,6
27/03/2012,10:00,143,3.6,19.5,1.3,28.1,47.7,0.001,0.001,0.002,0,0,10.8,3.6,6
27/03/2012,11:00,142,3,24.7,1.4,29.2,46.6,0.001,0.001,0.002,0,0,9.1,1.1,7
27/03/2012,12:00,112,3.3,27.9,1.6,29,51.4,0.001,0.001,0.002,0,0,15.9,5.4,8
27/03/2012,13:00,101,4,19.3,1.6,27.9,56.1,0.001,0.001,0.002,0,0,16.8,3.9,9
27/03/2012,14:00,101,3.7,20.5,1.6,27.7,56.4,0.001,0.001,0.002,0,0,14.6,2.1,9
27/03/2012,15:00,101,4.2,21.6,1.7,27.7,58.3,0.001,0.001,0.002,0,0,12.2,-0.2,11
27/03/2012,16:00,113,3.4,22.9,1.5,27.4,57.2,0.001,0.001,0.002,0,0,14.2,0.9,10
27/03/2012,17:00,127,2.9,18.9,1.3,25.8,60.5,0.001,0.002,0.003,0,0,13.4,1.6,10
27/03/2012,18:00,133,2.5,17.8,0.9,24.5,62.3,0.001,0.002,0.003,0,0,13.5,3.4,9
27/03/2012,19:00,139,1.9,17.9,0.8,23.8,67.4,0.001,0.001,0.002,0,0,13,3.2,10
27/03/2012,20:00,152,2.1,14.4,0.6,23.3,69.5,0.001,0.001,0.002,0,0,13.3,3.1,10
27/03/2012,21:00,163,2.1,13.8,0.7,22.8,70.7,0.001,0.001,0.002,0,0,8.4,-1.3,9
27/03/2012,22:00,160,2.2,11.6,0.7,22.3,72.5,0.001,0.001,0.001,0,0,11.4,3,8
27/03/2012,23:00,158,2.3,12.9,0.7,22,74.9,0,0.002,0.002,0,0,9.1,1.6,8
28/03/2012,0:00,168,2.9,14.6,0.9,22.1,75.7,,,,,,8.9,2.2,
28/03/2012,1:00,178,2.6,13.4,0.8,21.9,77.9,0,0.001,0.001,0,0,8.7,2.4,7
28/03/2012,2:00,172,2.9,12.2,0.8,21.5,78.7,0.001,0.001,0.002,0,0,7.7,1.8,7
28/03/2012,3:00,171,3.2,13.3,0.9,21.4,78.5,0.001,0.001,0.002,0,0,5.3,0.1,6
28/03/2012,4:00,164,3.4,12.3,1,21.2,80.9,0.001,0,0.001,0,0,5.6,0.9,6
28/03/2012,5:00,165,3.2,13.1,1,21.4,80.7,0.001,0.002,0.002,0,0,6.2,1.5,7
28/03/2012,6:00,169,3.4,13.5,1.1,21.9,77.6,0.001,0.002,0.003,0,0,8.4,3.4,8
28/03/2012,7:00,164,4,14,1.3,23.8,70.2,0.001,0.001,0.002,,0,9.8,2.8,8
28/03/2012,8:00,155,3.4,16.5,1.1,25.6,64.6,0.001,0.001,0.002,0,0,9.6,1.5,9
28/03/2012,9:00,146,3.4,20.2,1.3,27.4,54.7,0.001,0.001,0.002,0,0,13.6,4.2,9
28/03/2012,10:00,137,3.6,22.2,1.5,27.9,52.1,0.001,0.001,0.002,0,0,13.9,4.4,9
28/03/2012,11:00,129,3.7,25.9,1.3,28.6,48,0.001,0.001,0.002,0,0,14.1,2.7,8
28/03/2012,12:00,121,3.5,24.6,1.7,28.9,49.4,0.001,0.001,0.002,0,0,13.3,4.2,9
28/03/2012,13:00,112,3.3,25.5,1.6,29,49.3,0.001,0.001,0.002,0,0,14.4,4.4,9
28/03/2012,14:00,145,2.7,20.9,1.1,30.8,41.6,0.001,0.001,0.002,0,0,15.4,4,7
28/03/2012,15:00,114,2.6,25.1,1.1,29.1,50.2,,,,,,,,9
28/03/2012,16:00,105,3.1,20.5,1.3,27.2,58.4,0.001,0.001,0.002,0,0,,,12
28/03/2012,17:00,119,2.9,20.9,1.3,25.9,60.2,0.001,0.002,0.003,0,0,18.9,5.3,11
28/03/2012,18:00,134,1.9,17.4,0.8,24.6,63.8,0.001,0.003,0.004,0,0,16,5.1,10
28/03/2012,19:00,139,1.8,16.1,0.7,23.7,68.9,0.001,0.001,0.002,0,0,10.8,1.3,10
28/03/2012,20:00,173,1.6,15.4,0.4,23,71,0.001,0.001,0.002,0,0,12.8,3.8,10
28/03/2012,21:00,174,1.6,12.6,0.5,22.5,70.4,0.001,0.001,0.002,0,0,9.4,1.7,8
28/03/2012,22:00,166,2,14.9,0.6,22.2,70.5,0.001,0.002,0.002,0,0,8.6,1.7,7
28/03/2012,23:00,168,2.8,13.4,0.8,22.1,72.5,0.001,0.001,0.002,0,0,7.3,0.8,7
29/03/2012,0:00,170,2.5,14.6,0.8,21.8,74.1,,,,,,6.6,0.1,
29/03/2012,1:00,166,2.6,13.5,0.9,21.8,75.6,0.001,0,0.001,0,0,,,7
29/03/2012,2:00,166,2.7,13.7,0.8,21.6,76.7,0.001,0.001,0.002,0,0,7,0.9,7
29/03/2012,3:00,166,3,13.8,0.9,21.4,77.7,0.001,0.001,0.001,0,0,7.6,1.5,7
29/03/2012,4:00,168,2.5,14.2,0.9,21.2,79.8,0.001,0.001,0.002,0,0,7.4,1.3,8
29/03/2012,5:00,172,2.6,13.6,0.7,21,80.1,0.001,0.002,0.003,0,0,7.4,1.4,8
29/03/2012,6:00,164,2.9,13.9,0.9,22,76.2,0.001,0.002,0.003,0,0,8.2,1.5,8
29/03/2012,7:00,159,3.2,13.6,1.1,24.4,67.9,0.001,0.001,0.002,0,0,9.3,2.4,8
29/03/2012,8:00,158,3.4,14.3,1,25.7,64.1,0.001,0.002,0.003,0,0,8.1,0.3,8
29/03/2012,9:00,157,3.2,17.2,1,27.2,59.8,0.001,0.001,0.002,0,0,9.2,1.3,8
29/03/2012,10:00,139,2.3,26.2,0.9,28.7,54.3,0.001,0.001,0.002,0,0,8.3,0.3,7
29/03/2012,11:00,136,2.4,24,1,29,51.1,0.001,0.001,0.002,0,0,11.6,4.2,7
29/03/2012,12:00,114,2.3,30.1,1.2,29.1,51.7,0.001,0.001,0.002,0,0,10.4,4.5,8
29/03/2012,13:00,108,2.2,28.8,1.1,29.2,52.9,0.001,0.001,0.002,0,0,12.7,5,8
29/03/2012,14:00,97,3.1,19.3,1.2,27.7,60.5,0.001,0.001,0.002,0,0,15.3,6.5,10
29/03/2012,15:00,98,3.6,20.2,1.4,27.2,62.3,0.001,0,0.001,0,0,13.6,5.1,10
29/03/2012,16:00,100,3.3,22.2,1.3,27.3,63.8,0.001,0.001,0.002,0,0,14.8,2.3,12
29/03/2012,17:00,111,2.1,22.4,1,25.9,70.6,0.001,0.002,0.003,0,0,16.1,2.3,14
29/03/2012,18:00,132,1.8,17.3,0.8,24.9,72.2,0.001,0.002,0.003,0,0,15.8,2.9,13
29/03/2012,19:00,139,1.8,17,0.7,24.1,75.2,0.001,0.002,0.002,0,0,12.2,2.2,12
29/03/2012,20:00,157,1.5,16.5,0.5,23.4,76.6,0.001,0.001,0.002,0,0,10.7,2.9,10
29/03/2012,21:00,184,1.6,18.9,0.5,22.9,77,0,0.002,0.002,0,0,7.3,-0.1,9
29/03/2012,22:00,181,1.6,13.7,0.4,22.5,76.7,0.001,0.002,0.002,0,0,8.2,1.9,9
29/03/2012,23:00,170,1.4,13.1,0.4,21.9,78.8,0,0.002,0.002,0,0,8.2,2.8,9
30/03/2012,0:00,175,1.8,13,0.5,21.6,79.1,,,,,,8,3.2,
30/03/2012,1:00,184,1.6,17.5,0.5,21.4,79.8,0.001,0.002,0.002,0,0,5.5,0.2,7
30/03/2012,2:00,197,1.5,16.5,0.5,21.2,81.5,0.001,0.001,0.002,0,0,6.8,0.2,8
30/03/2012,3:00,176,1.5,12.5,0.4,20.8,83.6,0.001,0.001,0.002,0,0,8,0.9,8
30/03/2012,4:00,187,1.7,13.2,0.4,20.8,83.9,0.001,0.002,0.002,0,0,7.5,0.2,9
30/03/2012,5:00,188,1.4,13.9,0.4,20.7,83.3,0.001,0.003,0.004,0,0,10.8,3.2,10
30/03/2012,6:00,182,1.7,14.1,0.4,22,77.2,0.001,0.003,0.004,0,0,12.9,3.7,10
30/03/2012,7:00,172,2.1,17.7,0.8,24.8,67.9,0.001,0.002,0.003,0,0,13.8,3.5,11
30/03/2012,8:00,163,3.2,15.7,1.2,26.5,60.7,0.001,0.001,0.002,0,0,13.8,3.5,9
30/03/2012,9:00,157,3.1,16.9,1.1,27.5,58.1,0.001,0.001,0.002,0,0,12,3.2,9
30/03/2012,10:00,156,2.7,22.4,1.1,28.5,54.3,0.001,0.001,0.002,0,0,10.7,2.1,8
30/03/2012,11:00,149,2.4,25.8,0.9,29.7,50.2,0.001,0.001,0.002,0,0,9.5,1.7,8
30/03/2012,12:00,153,2.8,19.5,0.9,30.4,46.4,0.001,0.001,0.002,0,0,11.4,4.6,7
30/03/2012,13:00,151,2.2,25.8,0.9,31.2,44.7,0.001,0.001,0.002,0,0,11,3.7,7
30/03/2012,14:00,149,2.7,20.9,1,31.6,40.5,0.001,0.001,0.002,0,0,8.5,3.5,7
30/03/2012,15:00,148,2.6,28.9,0.9,31.6,42.8,0.001,0.001,0.002,0,0,8.2,4.2,7
30/03/2012,16:00,80,3.1,20.2,1.1,27.7,69.9,0.001,0.001,0.002,0,0,12.4,3.9,14
30/03/2012,17:00,93,2.7,23.5,1.2,26.2,74.2,0.001,0.002,0.002,0,0,16.7,3.7,14
30/03/2012,18:00,125,2.1,21.3,1,25.5,74.1,0.001,0.002,0.003,0,0,15.6,3.8,13
30/03/2012,19:00,132,1.9,15.9,0.7,24.7,73.9,0.001,0.002,0.002,0,0,13.9,4.2,11
30/03/2012,20:00,141,1.7,15.3,0.6,24.1,77.6,0.001,0.001,0.002,0,0,10.5,2.8,11
30/03/2012,21:00,148,1.6,16,0.5,23.7,79.9,0.001,0.001,0.002,0,0,9.3,1.2,11
30/03/2012,22:00,159,2,15.8,0.7,23.2,78.5,0.001,0.002,0.002,0,0,10.2,1.8,10
30/03/2012,23:00,169,1.8,16.3,0.6,22.7,79.2,0.001,0.001,0.001,0,0,8.5,0.8,10
31/03/2012,0:00,173,1.8,15.7,0.6,22.5,80,,,,,,9,1.4,
31/03/2012,1:00,174,2,13.6,0.6,22.1,80.7,0,0.001,0.001,0,0,6.9,-1.5,9
31/03/2012,2:00,176,1.4,17.6,0.4,21.7,82.1,0.001,0.001,0.001,0,0,7.4,-0.6,10
31/03/2012,3:00,182,1.5,17.1,0.5,21.5,81.9,0.001,0.001,0.002,0,0,9.9,2.2,10
31/03/2012,4:00,190,1.3,16.4,0.4,21.3,81.4,0.001,0.001,0.002,0,0,11.2,3.2,10
31/03/2012,5:00,188,1,17.7,0.4,20.8,83.6,0.001,0.003,0.004,0,0,11.2,3.6,9
31/03/2012,6:00,200,1,20.5,0.5,21.4,81.6,0.001,0.002,0.003,0,0,8.5,0.7,10
31/03/2012,7:00,180,1.7,19.1,0.6,24.6,70.7,0.001,0.001,0.002,0,0,10.7,1.4,10
31/03/2012,8:00,161,2.9,16,1,26.7,63.6,0.001,0.001,0.002,0,0,8.8,-1.2,10
31/03/2012,9:00,155,3,17.3,1,27.8,59.3,0.001,0.001,0.002,0,0,13.9,5.2,9
31/03/2012,10:00,162,2.7,18.7,1,28.9,54,0.001,0.001,0.002,0,0,14.6,7.8,9
31/03/2012,11:00,144,2.1,26.9,0.8,30.2,49.5,0.001,0.001,0.002,0,0,9.7,2.7,8
31/03/2012,12:00,143,2.2,30.6,0.9,30.5,48.5,0.001,0.001,0.002,0,0,10.9,3.3,8
31/03/2012,13:00,120,2.1,39.5,1.1,30.7,50.2,0.001,0.001,0.002,0,0,11.4,3.6,10
31/03/2012,14:00,126,2.1,40.5,1.2,30.5,51.1,0.001,0.001,0.002,0,0,9.2,1.3,10
31/03/2012,15:00,78,3.6,18,1.3,28,66.8,0.001,0.001,0.001,0,0,10.3,3.3,12
31/03/2012,16:00,84,3.4,18.1,1.2,27.2,69.9,0.001,0.001,0.002,0,0,13,2.1,12
31/03/2012,17:00,97,2.6,21.3,0.9,26.3,71.8,0.001,0.001,0.001,0,0,12.7,1.1,12
31/03/2012,18:00,114,1.7,24.3,1,25.5,74.3,0.001,0.001,0.002,0,0,12.6,1.1,13
31/03/2012,19:00,127,2,21.3,1,24.9,74,0.001,0.002,0.002,0,0,12.2,1.2,13
31/03/2012,20:00,138,1.4,17.5,0.5,24.1,75.7,0,0.002,0.002,0,0,11.5,2.7,12
31/03/2012,21:00,152,1.4,13.4,0.5,23.5,79.4,0.001,0.001,0.002,0,0,10.9,2.2,12
31/03/2012,22:00,164,1.3,18.3,0.4,23,80.4,0,0.002,0.002,0,0,10.9,2.5,11
31/03/2012,23:00,186,1.4,16.8,0.4,22.6,78.7,0.001,0.001,0.002,0,0,9.7,2.1,14
1/04/2012,0:00,193,1.1,14.4,0.4,22.1,79.6,,,,,,7.1,-0.4,
1/04/2012,1:00,201,1.6,16.7,0.5,21.8,80.2,0.001,0.001,0.002,0,0.1,14.1,6.8,24
1/04/2012,2:00,201,1.6,15.9,0.5,21.8,81,0.001,0,0.001,0,0,13.2,5.5,17
1/04/2012,3:00,191,1.5,13.1,0.4,21.4,83.1,0.001,0.001,0.002,0,0.1,15.1,6.7,34
1/04/2012,4:00,177,1.4,13.2,0.4,21.1,84.1,0.001,0.001,0.001,0,0,13.5,4.7,12
1/04/2012,5:00,184,0.9,15.4,0.3,20.7,85.4,0.001,0.002,0.003,0,0,10.1,1.4,12
1/04/2012,6:00,196,1.2,17.8,0.4,21.7,81.5,0.001,0.001,0.002,0,0,11,2.5,15
1/04/2012,7:00,181,2,15.3,0.6,24.3,72.3,0,0.002,0.002,0,0,9.1,0.3,15
1/04/2012,8:00,158,2.6,20.3,0.9,26.6,63.5,0.001,0.001,0.002,0,0,11.1,2.2,9
1/04/2012,9:00,151,2.8,16.7,0.8,28.3,56.7,0.001,0.001,0.002,0,0,11.8,3.8,9
1/04/2012,10:00,155,2.3,23.2,0.9,29.2,52.8,0.001,0.001,0.002,0,0,11.4,4.6,10
1/04/2012,11:00,140,2.1,24.6,0.9,30.6,46.9,0.001,0.001,0.002,0,0,10.5,3.6,9
1/04/2012,12:00,132,1.6,35.7,0.8,30.2,46.7,0.001,0.002,0.002,0,0,9.5,3,11
1/04/2012,13:00,63,2.7,20.9,1.1,27.2,62.9,0.001,0.001,0.002,0,0,10.2,-0.1,10
1/04/2012,14:00,46,2.6,20,0.9,26.8,66.3,0.001,0.001,0.002,0.001,0,14.5,2.9,11
1/04/2012,15:00,59,3.3,17.3,1,26.9,67.4,0.001,0.001,0.002,0.001,0,14.8,2.2,11
1/04/2012,16:00,66,3.3,16.4,1.1,26.3,70.6,0.001,0.001,0.002,0,0,13.9,3.5,12
1/04/2012,17:00,77,2.9,18.3,1,25.3,73.6,0.001,0,0.001,0,0,14.3,2.4,13
1/04/2012,18:00,94,2.2,19.1,0.9,25,72.1,0.001,0.001,0.001,0,0,15.8,3.9,12
1/04/2012,19:00,102,2.1,19.7,0.9,24.7,74.7,0.001,0,0.001,0,0,11.7,0.3,13
1/04/2012,20:00,145,0.9,19.9,0.4,23.7,78.5,0,0.002,0.002,0,0,14.2,2.5,13
1/04/2012,21:00,170,1,11.3,0.2,22.9,79.8,0.001,0.002,0.002,0,0,13.2,3.4,12
1/04/2012,22:00,178,0.7,15.9,0.2,22,82.5,0.001,0.002,0.002,0,0,11.6,2.8,13
1/04/2012,23:00,181,1.1,11.4,0.3,21.8,82.9,0.001,0.001,0.002,0,0,11.7,3.2,16
2/04/2012,0:00,195,0.9,15,0.3,21.7,82.6,,,,,,11.9,3.5,
2/04/2012,1:00,193,1,17.7,0.3,21.4,82.9,0.001,0.001,0.001,0,0,8.3,1.3,10
2/04/2012,2:00,195,1.3,16.4,0.4,21.6,85.2,0.001,0.001,0.002,0,0,9.1,1.7,11
2/04/2012,3:00,202,1.2,17.6,0.5,21.4,84.4,0,0.001,0.001,0,0,7.3,1.1,9
2/04/2012,4:00,207,0.8,18.2,0.3,20.8,85.7,0,0.002,0.002,0,0,9.5,3,11
2/04/2012,5:00,186,0.9,19.1,0.4,19.9,89.5,0.002,0.003,0.004,0,0,5,-1.3,11
2/04/2012,6:00,200,1.6,16.2,0.6,22,80.9,0.001,0.003,0.004,0,0,7.3,0.2,10
2/04/2012,7:00,208,1.5,18.5,0.5,24.2,73,0.001,0.002,0.003,0,0,9.7,3,10
2/04/2012,8:00,221,1.6,24.7,0.7,25.6,67.3,0.001,0.002,0.003,0,0,8.1,1.9,9
2/04/2012,9:00,185,2,25.5,0.9,27.6,57.7,0.001,0.001,0.002,0,0,8.6,1.8,9
2/04/2012,10:00,192,1.8,35.8,1,28.8,53.3,0.001,0.001,0.002,0,0,11.5,5.8,8
2/04/2012,11:00,195,1.4,47.1,0.9,30,48,0.001,0.001,0.002,0,0,11,5.3,7
2/04/2012,12:00,187,2.6,24.3,1.2,30.7,41.6,0.001,0.001,0.002,0,0,9.3,2.9,6
2/04/2012,13:00,174,2.3,44.7,1.4,31.2,39.4,0.001,0.001,0.002,0,0,10.3,4.1,6
2/04/2012,14:00,44,2.8,23.5,1,27.9,65,0.001,0.002,0.003,0.001,0,12.7,6.6,9
2/04/2012,15:00,50,2.7,20.7,0.9,27.5,66.9,0.001,0.001,0.002,0.001,0,9.8,2.6,8
2/04/2012,16:00,53,2.5,20.1,1,26.7,70.6,0.001,0.002,0.003,0.001,0,9.2,1.7,9
2/04/2012,17:00,50,1.7,19.9,0.7,25.3,76.5,0.001,0.002,0.003,0.001,0,11.3,2.8,10
2/04/2012,18:00,64,1.3,19.3,0.6,24.9,78.3,0,0.004,0.004,0.001,0,9.3,0,11
2/04/2012,19:00,71,1.1,18.3,0.4,24.6,80.6,0.001,0.003,0.003,0.001,0,11,2,11
2/04/2012,20:00,79,0.7,25.2,0.4,24.1,82.4,0.001,0.002,0.002,0.001,0,9.9,1.5,12
2/04/2012,21:00,107,0.2,71.7,0.2,23.3,85.3,0,0.003,0.003,0.001,0,10,1.5,13
2/04/2012,22:00,228,0.4,50,0.3,21.6,90.7,0.001,0.002,0.003,0.001,0,9.2,1.2,12
2/04/2012,23:00,182,0.3,32.3,0.1,21.2,92.1,0.001,0.002,0.003,0,0,6.6,0.3,13
3/04/2012,0:00,174,0.3,38.7,0.1,20.8,92.7,,,,,,7.5,1.4,
3/04/2012,1:00,183,0.4,40.2,0.2,20.5,92.9,0.001,0.006,0.007,0,0.1,8.4,2.9,16
3/04/2012,2:00,164,0.3,62.3,0.4,20.4,92.8,0.001,0.004,0.004,0,0,8.4,2.6,10
3/04/2012,3:00,156,0.3,54.7,0.3,20.4,93.5,0.001,0.003,0.004,0,0,7.2,1.7,13
3/04/2012,4:00,158,0.5,29.2,0.3,20.1,94,0.001,0.003,0.004,0,0,8.1,2.8,12
3/04/2012,5:00,174,1.2,15.5,0.4,20.1,93.6,0.001,0.003,0.004,0,0,8.2,2.9,11
3/04/2012,6:00,183,0.7,37.8,0.5,21.1,92.2,0.001,0.003,0.004,0,0,7.4,2.3,10
3/04/2012,7:00,173,1,17.7,0.4,24,82.2,0.002,0.004,0.006,0,0,9,3.5,13
3/04/2012,8:00,183,1,25.6,0.4,26.2,74.7,0.002,0.003,0.005,0.001,0,14.3,7,13
3/04/2012,9:00,68,1.1,54,0.7,27.5,69.4,0.002,0.003,0.004,0.006,0,14.6,3.4,15
3/04/2012,10:00,43,2,23.4,0.6,27.2,70.2,0.002,0.003,0.004,0.007,0.1,16.8,4.9,18
3/04/2012,11:00,49,2.3,23.4,0.6,27.3,70.3,0.002,0.005,0.007,0.014,0.1,23.3,10.9,23
3/04/2012,12:00,51,2.7,20.5,0.8,27.4,70.6,0.002,0.004,0.005,0.008,0,23.2,9.7,23
3/04/2012,13:00,48,2.6,22.6,0.8,27.8,69,0.002,0.004,0.005,0.006,0,21.2,9.5,29
3/04/2012,14:00,54,2.5,20.7,0.8,28.3,67.5,0.001,0.002,0.003,0.005,0,26.2,14.2,34
3/04/2012,15:00,47,2.4,21,0.8,27.7,69.6,0.001,0.004,0.005,0.005,0,25.3,14,32
3/04/2012,16:00,50,2.1,20.8,0.7,26.9,71.2,0.001,0.005,0.006,0.006,0,17.9,8.7,31
3/04/2012,17:00,67,1.9,17.8,0.6,25.7,74.3,0.001,0.002,0.003,0.003,0,18.6,9.6,26
3/04/2012,18:00,77,1.7,18.2,0.7,25,77.5,0.001,0.001,0.002,0.001,0,13.8,5.3,15
3/04/2012,19:00,70,1.9,15.7,0.7,24.9,78.4,0.001,0.002,0.003,0.001,0,8.9,0.1,11
3/04/2012,20:00,76,1.8,17.3,0.7,24.8,76.1,0.001,0.002,0.003,0.001,0,9.3,1.6,11
3/04/2012,21:00,93,0.9,43.2,0.7,24.4,76.8,0.001,0.001,0.002,0.001,0,8.7,2.3,9
3/04/2012,22:00,184,0.9,12.4,0.2,23,82.3,0.001,0.002,0.002,0.001,0,7.3,2,10
3/04/2012,23:00,186,1.1,11.4,0.3,22.5,82.6,0.001,0.001,0.002,0.001,0,6.8,0.9,11
4/04/2012,0:00,186,1.1,10.9,0.3,22.3,82.3,,,,,,9,3.3,
4/04/2012,1:00,180,0.9,13.2,0.2,21.6,84.5,0.001,0.002,0.002,0,0,3.8,-2,10
4/04/2012,2:00,186,1,14.9,0.3,21.2,88.6,0.001,0.002,0.002,0,0,3.4,-2.1,12
4/04/2012,3:00,185,1.2,10.1,0.3,21.3,87.6,0,0.002,0.002,0,0,7.8,2,12
4/04/2012,4:00,197,0.9,16,0.3,21.1,86.1,0.001,0.001,0.002,0,0,8.2,3.2,11
4/04/2012,5:00,202,1.1,16.1,0.4,20.7,88.8,0.001,0.004,0.005,0,0,8.3,3.3,12
4/04/2012,6:00,194,1.4,17.3,0.5,21.6,84.3,0.001,0.002,0.003,0.001,0,8.7,3.6,12
4/04/2012,7:00,183,1.7,13.3,0.5,24.2,76,0.001,0.002,0.003,0,0,9.5,3.1,13
4/04/2012,8:00,170,1.5,24.4,0.6,26.6,69,0.001,0.003,0.004,0,0,10.6,1.6,15
4/04/2012,9:00,149,1.8,17.9,0.7,29.2,56.4,0.001,0.001,0.002,0,0,18.3,5.7,14
4/04/2012,10:00,124,1.6,34.4,0.8,29.5,54.7,0.002,0.002,0.004,0.001,0,17.5,7.3,13
4/04/2012,11:00,63,2.7,23.6,0.9,28,61.7,0.001,0.001,0.002,0,0,21.3,10.3,13
4/04/2012,12:00,60,3.2,18.7,1,28,62,0.001,0,0.001,0.001,0,18,7.8,12
4/04/2012,13:00,70,3.6,17.2,1,27.8,62.1,0.001,0.001,0.002,0.001,0,18.7,7,12
4/04/2012,14:00,71,3.5,18,1.1,27.8,61.4,0.001,0.001,0.002,0.001,0,16.7,6,11
4/04/2012,15:00,74,3.7,17.3,1.2,27.6,59.4,0.001,0.001,0.002,0.001,0,13.1,2.9,10
4/04/2012,16:00,70,3.1,15.7,1,27,62.8,0.001,0,0.001,0.001,0,13.6,3.9,11
4/04/2012,17:00,70,2.8,16.7,1,25.8,69.4,0.001,0,0.001,0.001,0,13.7,3.1,12
4/04/2012,18:00,96,2.3,25.7,1.1,25.4,70.7,0.001,0.001,0.002,0,0,13.8,1.6,13
4/04/2012,19:00,115,2.2,23.3,1.2,25,75.6,0.001,0.001,0.002,0,0,16.1,4.5,14
4/04/2012,20:00,144,1.2,13.8,0.4,24.1,79.5,0.001,0.002,0.002,0,0,14.3,3.2,14
4/04/2012,21:00,166,1.3,10.7,0.3,23.4,81,0.001,0.001,0.002,0,0,14.8,4.8,14
4/04/2012,22:00,172,1.1,12.4,0.2,22.7,83.5,0,0.002,0.002,0,0,9.4,-0.5,14
