Date ,Time ,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Air Temperature (degC),Relative Humidity (percent),PM10 (µg/m^3),PM2.5 (µg/m^3)
9/02/2012,22:00,127,1,39.7,0.6,23.9,79.7,22.2,4.8
9/02/2012,23:00,127,0.7,46.5,0.5,23.5,79.3,23.2,6.8
10/02/2012,0:00,122,0.7,39,0.5,23.1,78.6,22.6,7.6
10/02/2012,1:00,146,0.4,62.6,0.4,22.8,77.8,17.3,3.3
10/02/2012,2:00,258,0.3,65.4,0.3,22.5,79.1,16.4,3.4
10/02/2012,3:00,218,0.2,85.9,0.3,22.3,79.8,19.8,5.2
10/02/2012,4:00,245,0.2,82.8,0.3,21.8,81.2,19,5.5
10/02/2012,5:00,236,0.2,98.6,0.3,21.6,82.7,21.7,7.2
10/02/2012,6:00,230,0.3,80.3,0.4,22.8,79.5,22.8,7.3
10/02/2012,7:00,167,0.6,77.7,0.6,26.1,66.3,27.9,9.8
10/02/2012,8:00,132,1.4,41.4,0.8,27.4,60.9,29.3,10.3
10/02/2012,9:00,129,1.2,45.9,0.8,27.9,59.6,25.9,9.3
10/02/2012,10:00,131,0.8,59.9,0.7,28.5,56,21.6,6
10/02/2012,11:00,109,1,55.3,0.7,29.2,55,26.5,8.7
10/02/2012,12:00,99,1.6,43.8,1,30.3,54.5,29.9,7.8
10/02/2012,13:00,92,1.2,59.7,0.8,30.9,51.7,26,5.5
10/02/2012,14:00,77,1.1,58.4,0.8,30.9,51.1,27.3,7.3
10/02/2012,15:00,91,1.4,46.6,0.9,30.6,52.1,28.6,7.8
10/02/2012,16:00,70,1.2,56.9,0.9,29.8,55.8,27.2,8.9
10/02/2012,17:00,67,1.1,57.5,0.8,28.1,60.5,27.9,9.9
10/02/2012,18:00,61,0.8,52.4,0.6,26.3,65.9,23.7,7.1
10/02/2012,19:00,73,0.6,50.8,0.5,25.4,69.4,21.5,4.2
10/02/2012,20:00,75,0.6,42.2,0.4,24.8,72.4,19.1,3.3
10/02/2012,21:00,98,0.2,69.8,0.2,24.4,74.7,21.1,7.6
10/02/2012,22:00,127,0.5,27.7,0.2,24,76.7,20.7,7.6
10/02/2012,23:00,144,0.4,20.9,0.1,23.9,77.9,19.5,6.1
11/02/2012,0:00,253,0.3,65.3,0.3,23.8,79,18.8,3.4
11/02/2012,1:00,288,0.3,51.4,0.2,23.2,81.4,20.9,4.7
11/02/2012,2:00,218,0.1,98.8,0.3,22.6,83.3,20.4,7.1
11/02/2012,3:00,261,0.4,54,0.3,22.2,85.1,21.4,7.7
11/02/2012,4:00,273,0.2,77.2,0.2,22.1,85.7,21.5,6.5
11/02/2012,5:00,271,0.4,61.1,0.4,21.8,86.8,18.2,5.3
11/02/2012,6:00,252,0.3,86.8,0.5,23.5,82.3,22.1,5.2
11/02/2012,7:00,209,0.3,87.9,0.6,24.7,77.2,23.2,5.6
11/02/2012,8:00,273,0.5,79.6,0.6,26.9,70.3,25.2,6.8
11/02/2012,9:00,175,0.2,120.6,0.5,27.8,66,30.4,8.4
11/02/2012,10:00,134,0.6,72.1,0.6,28,65.9,27.4,10.2
11/02/2012,11:00,123,0.8,57.9,0.6,29.4,60.8,24.1,6.6
11/02/2012,12:00,111,1.1,62.3,0.9,31,56.3,30,9
11/02/2012,13:00,64,1,64.3,0.8,31.8,54.2,29.3,10.8
11/02/2012,14:00,30,0.9,65.3,0.7,32.3,51.6,17.5,6
11/02/2012,15:00,54,0.8,68.4,0.7,32,53.9,21.7,10
11/02/2012,16:00,25,1,57.7,0.7,29.7,63.9,27.8,11.8
11/02/2012,17:00,16,1.3,47.9,0.9,28.5,68.5,17.8,3.7
11/02/2012,18:00,24,1.1,56.2,0.8,27.4,69.5,15.7,4.2
11/02/2012,19:00,20,0.8,49.5,0.6,26.6,72.1,17.8,5.7
11/02/2012,20:00,4,0.7,175.1,0.5,26.5,73.4,12.3,3.7
11/02/2012,21:00,297,1.9,40.5,1.5,24.5,82.1,21.8,5
11/02/2012,22:00,322,1,43.7,0.6,22.1,91.7,18.5,6.2
11/02/2012,23:00,291,0.8,40.6,0.5,22.7,91.1,9.4,2.5
12/02/2012,0:00,273,0.5,72.1,0.6,22.9,91.7,7.4,3.1
12/02/2012,1:00,125,0.2,83.8,0.2,22.7,92.7,7.5,1.8
12/02/2012,2:00,183,0.1,79,0.2,22.5,93,11.2,5.5
12/02/2012,3:00,272,0.4,59.1,0.4,22.1,92.4,11.6,5.5
12/02/2012,4:00,274,0.6,31.2,0.2,21.9,92.3,10.9,4.7
12/02/2012,5:00,253,0.3,60.3,0.2,21.7,92.7,12,5.7
12/02/2012,6:00,270,0.7,38.4,0.3,22.6,91.2,10.1,2.1
12/02/2012,7:00,256,0.3,75,0.4,26,80.1,11,2.4
12/02/2012,8:00,291,0.9,48.8,0.6,28.6,70.7,14.2,2.1
12/02/2012,9:00,277,0.5,84.9,0.6,29.9,65.5,15.7,6
12/02/2012,10:00,297,0.7,92.2,0.9,31.6,59.7,14.6,5.9
12/02/2012,11:00,350,0.6,73.7,0.6,32.3,56.1,13,5.3
12/02/2012,12:00,19,0.9,177.7,0.7,33.7,53.7,14.2,7
12/02/2012,13:00,46,0.9,66.7,0.8,33.6,55.3,16.8,8.8
12/02/2012,14:00,33,1,61.2,0.8,33.6,53.6,15.5,7.3
12/02/2012,15:00,27,1.1,59.3,0.9,32.9,57.4,14.3,5.5
12/02/2012,16:00,7,1,178.6,0.8,29.5,71.4,17.8,6.2
12/02/2012,17:00,143,0.7,89.4,1,24.7,86.7,15.1,4.7
12/02/2012,18:00,108,0.1,155,0.3,23.9,91.1,13.2,7.7
12/02/2012,19:00,130,0.5,47.1,0.3,24.1,91.9,10.5,4.9
12/02/2012,20:00,80,0.3,71.2,0.3,23.9,92.7,12.8,6
12/02/2012,21:00,300,1.1,41.7,0.8,24.2,92.8,15,8
12/02/2012,22:00,299,1.3,24.4,0.6,24.1,92.1,13.8,6.8
12/02/2012,23:00,277,0.6,74.8,0.6,23.6,91.2,13.8,5
13/02/2012,0:00,190,0.2,83.9,0.2,23.4,91.3,10.4,4.7
13/02/2012,1:00,248,0.1,108,0.4,23.5,91.9,9.1,2
13/02/2012,2:00,241,0.1,119.2,0.2,23.6,91.7,17.4,7.6
13/02/2012,3:00,224,0.2,86.7,0.3,23.3,92.1,16.3,5.9
13/02/2012,4:00,269,0.3,81.6,0.4,23,91.6,12,3.8
13/02/2012,5:00,274,0.6,51.8,0.4,22.9,91.5,17,5.6
13/02/2012,6:00,272,0.5,54.1,0.3,23.5,89.8,26.1,11.3
13/02/2012,7:00,260,0.4,85,0.5,26,80.3,24.1,10.9
13/02/2012,8:00,261,0.3,97.7,0.4,28.6,69.3,26,9.9
13/02/2012,9:00,98,0.5,80.8,0.6,30.1,60.5,20.7,11.4
13/02/2012,10:00,20,0.1,159.4,0.5,30.9,55,13.8,8.2
13/02/2012,11:00,76,1,59,0.8,31.6,57.1,15.8,9.4
13/02/2012,12:00,63,1.2,60.5,0.9,32.1,54,13.5,7.6
13/02/2012,13:00,80,1.3,57.3,1,30.8,61.9,15.9,7.9
13/02/2012,14:00,85,1.4,52.1,1,30.2,64.4,15.9,9.2
13/02/2012,15:00,87,1.4,54.4,0.9,30,65.2,16,7.9
13/02/2012,16:00,124,1.7,30.6,1.2,24.4,79.8,11.5,4.9
13/02/2012,17:00,310,0.4,116.8,0.9,23,87,10.5,5.9
13/02/2012,18:00,289,0.7,97.7,0.8,22.9,89.7,12.6,3.4
13/02/2012,19:00,264,0.5,73.3,0.5,22.8,91.6,9.8,3.2
13/02/2012,20:00,241,0.4,75.1,0.4,22.6,91.6,13.3,7.3
13/02/2012,21:00,191,0.2,97.4,0.3,22.3,91.1,13.6,5.1
13/02/2012,22:00,241,0.1,100.2,0.3,22.2,90.6,12.6,4.8
13/02/2012,23:00,286,0.6,38.6,0.3,22.2,91.5,18.6,8
14/02/2012,0:00,274,0.5,52.6,0.3,22.3,91.5,19.7,7
14/02/2012,1:00,274,0.3,68.3,0.3,22.5,90.7,19.8,8.7
14/02/2012,2:00,220,0.1,91,0.2,22.3,90.7,18,8.9
14/02/2012,3:00,191,0.1,132.2,0.2,22.2,90.4,18.4,9.7
14/02/2012,4:00,189,0.1,119.6,0.3,22.1,89.9,17.1,6
14/02/2012,5:00,234,0.1,147.5,0.3,21.9,89.7,16.7,4.9
14/02/2012,6:00,254,0.3,92.2,0.4,23.3,83.7,20.7,7.9
14/02/2012,7:00,158,0.4,85.8,0.5,26.2,72.9,18.3,5.6
14/02/2012,8:00,130,1.3,36.1,0.8,27.5,67,15.9,9.4
14/02/2012,9:00,133,1.6,40.8,1,28.9,60.9,11.9,5.7
14/02/2012,10:00,124,1.7,35.9,1,30,56.3,8.8,2.2
14/02/2012,11:00,119,1.8,36.2,1.1,30.8,54,9.3,3.1
14/02/2012,12:00,117,1.7,37.9,1,31.2,52.1,11.8,4
14/02/2012,13:00,115,1.9,38.1,1,31.2,53.6,17.3,8.1
14/02/2012,14:00,124,2.3,33.8,1.3,30.5,56.2,14.6,4.4
14/02/2012,15:00,118,2,33.1,1,29.3,58.8,13.3,2.3
14/02/2012,16:00,121,1.9,32.6,1.1,28.1,60.6,15.4,5.3
14/02/2012,17:00,122,1.9,31.4,1.1,26.7,63,13.4,5.3
14/02/2012,18:00,124,2,36,1.2,25.9,66.9,15.2,4.5
14/02/2012,19:00,123,1.9,35.1,1.1,25.4,67.2,8.1,-1.5
14/02/2012,20:00,127,1.4,34.9,0.8,25,69.1,8.9,2.2
14/02/2012,21:00,127,1.1,42.2,0.7,24.4,71.6,10.6,3.1
14/02/2012,22:00,135,1,43.6,0.6,24,72.1,12,4.8
14/02/2012,23:00,159,0.4,73,0.5,23.9,71.6,12,2.6
15/02/2012,0:00,239,0.1,118.8,0.4,23.7,71.3,12.4,2.9
15/02/2012,1:00,208,0.2,95.5,0.4,23.1,72.8,12.9,4
15/02/2012,2:00,262,0.3,74.9,0.3,22.6,73.8,16.2,6.9
15/02/2012,3:00,259,0.4,68.2,0.4,22,76.1,16.6,7.1
15/02/2012,4:00,245,0.3,90.5,0.4,21.7,77.8,14.9,5.8
15/02/2012,5:00,257,0.5,61.1,0.4,21.4,79.1,20.3,9.1
15/02/2012,6:00,234,0.3,83.2,0.5,22.6,75.1,17.3,6.7
15/02/2012,7:00,192,0.4,87.8,0.6,25.7,65.9,19.7,8.5
15/02/2012,8:00,129,1.5,44.8,0.9,27.2,61.9,17.2,7.3
15/02/2012,9:00,125,1.9,35.6,1.1,28.8,56.2,11.9,3.6
15/02/2012,10:00,126,2,35.5,1.2,29.8,51.5,14.3,6.4
15/02/2012,11:00,125,2.1,31.4,1.1,30.4,47,13.3,5
15/02/2012,12:00,116,1.5,43.2,0.9,31.3,42.5,10.6,4.7
15/02/2012,13:00,119,1.6,39.1,0.9,31.4,44.2,11.5,4.4
15/02/2012,14:00,112,1.9,32.8,0.9,30.4,48.8,15.5,4
15/02/2012,15:00,120,1.9,32,1.1,29.2,51.9,14.3,2.4
15/02/2012,16:00,122,2.2,32.9,1.3,28.5,53,10,3.2
15/02/2012,17:00,123,2.2,32.7,1.3,27.4,58.2,10.5,4.5
15/02/2012,18:00,124,1.9,32.9,1.2,25.9,64.3,9.5,3.2
15/02/2012,19:00,125,1.5,33.5,1,25.1,68.8,19.2,3.8
15/02/2012,20:00,117,1,40,0.7,24.5,71.1,12.9,3.8
15/02/2012,21:00,132,0.7,43.6,0.5,24.1,73,4.8,1.4
15/02/2012,22:00,141,0.6,59.2,0.5,24,73.4,13.9,3.8
15/02/2012,23:00,151,0.5,68.3,0.5,23.9,73,9.4,5.2
16/02/2012,0:00,248,0.3,80.5,0.4,23.3,74.1,12.7,5.7
16/02/2012,1:00,254,0.4,75.1,0.5,23,73.6,10.2,4.6
16/02/2012,2:00,258,0.4,74.5,0.5,22.7,73.7,12.4,5.6
16/02/2012,3:00,234,0.3,88.5,0.5,22.3,75.5,12.3,4.4
16/02/2012,4:00,257,0.2,93.9,0.4,21.9,76.8,8.9,0
16/02/2012,5:00,257,0.5,71.3,0.5,21.5,78.3,9.3,0.7
16/02/2012,6:00,252,0.6,68.4,0.6,22.5,74.7,17.4,7.9
16/02/2012,7:00,180,0.4,104.9,0.7,25.3,65,17.9,5.5
16/02/2012,8:00,139,1.2,57.1,0.9,27,60,21.4,5.2
16/02/2012,9:00,125,2,33.2,1,28.3,56.1,14.3,5.6
16/02/2012,10:00,125,1.6,39.6,1,29.4,51.5,14,4.1
16/02/2012,11:00,123,1.8,34.7,1,29.1,52,13.1,3.9
16/02/2012,12:00,125,1.6,41.4,1,30.2,49.8,12.4,3.7
16/02/2012,13:00,125,2.1,34.3,1.3,30.7,48.8,12,2.9
16/02/2012,14:00,117,1.9,37.9,1,30.8,49.1,15.2,3.3
16/02/2012,15:00,122,1.9,34.7,1,30.5,50.8,15.8,4
16/02/2012,16:00,120,1.8,32.6,1,30,51,18.7,6.7
16/02/2012,17:00,123,1.8,33.7,1,28.2,56.9,14.2,1.8
16/02/2012,18:00,122,1.8,32.8,1.1,26,63.9,15.7,2.4
16/02/2012,19:00,124,2,34.2,1.2,25,68.6,5,0.9
16/02/2012,20:00,123,1.8,33.5,1.1,24.6,73.5,10.3,2.7
16/02/2012,21:00,128,0.8,49.7,0.6,24.2,74.4,10,-0.3
16/02/2012,22:00,144,0.7,53,0.5,23.8,75.5,8.8,3.7
16/02/2012,23:00,172,0.3,85.3,0.5,23.7,75.9,11.1,4
17/02/2012,0:00,229,0.3,77.8,0.5,23.3,76.1,11.9,3
17/02/2012,1:00,252,0.6,68,0.6,22.6,75.9,10.2,4.2
17/02/2012,2:00,256,0.4,80.6,0.5,22.1,75.9,10.6,5.5
17/02/2012,3:00,241,0.3,95.9,0.5,21.8,76.4,8,1.8
17/02/2012,4:00,208,0.3,90.6,0.6,21.7,77.9,11.7,5.2
17/02/2012,5:00,224,0.2,98.7,0.5,21.9,77.9,11.3,4.6
17/02/2012,6:00,256,0.5,72.1,0.5,22.6,76.2,11.9,5.1
17/02/2012,7:00,247,0.5,81.2,0.6,25.2,68.6,18.6,6.8
17/02/2012,8:00,161,0.7,77.6,0.8,27.4,63.2,23.5,8.7
17/02/2012,9:00,134,1.5,41.1,0.9,28.5,59.7,14.5,4.2
17/02/2012,10:00,125,1.5,40.9,0.9,29.5,56.3,13.9,5.4
17/02/2012,11:00,125,1.9,33.2,1.1,30.2,53.2,12.9,4.8
17/02/2012,12:00,125,2,34.4,1.1,31,50.9,13.1,3.5
17/02/2012,13:00,120,1.9,37.8,1.1,31.4,49.9,15.4,6.2
17/02/2012,14:00,122,2,34.8,1,31.4,48.8,13.3,4.3
17/02/2012,15:00,123,2.1,29.8,1.1,31.2,49.2,9.6,1.2
17/02/2012,16:00,122,1.9,31.2,1,29.9,57.2,9.6,2.1
17/02/2012,17:00,121,1.8,32.4,1,28.2,62.2,14.2,3
17/02/2012,18:00,122,1.5,39.3,1,26.6,66.6,13.6,3.3
17/02/2012,19:00,128,1.2,35.1,0.8,25.8,70.1,9.3,3.2
17/02/2012,20:00,123,0.9,38.6,0.5,25.3,73.3,8.9,1.4
17/02/2012,21:00,134,0.8,35.7,0.5,24.8,74.9,9.6,1.3
17/02/2012,22:00,135,0.5,58,0.5,24.4,75.3,7.5,0.3
17/02/2012,23:00,149,0.4,65.9,0.3,24,76.3,9.7,1.1
18/02/2012,0:00,268,0.4,60.3,0.3,23.8,77.7,10.6,1.9
18/02/2012,1:00,259,0.5,56.4,0.4,23.2,78.1,15.8,5
18/02/2012,2:00,235,0.3,86.9,0.5,22.9,77.4,9.5,2.6
18/02/2012,3:00,250,0.4,74.6,0.4,22.4,79.2,8.3,1.8
18/02/2012,4:00,223,0.2,96.3,0.4,22.1,80,9.6,4.3
18/02/2012,5:00,238,0.3,80,0.4,21.9,80.4,15,8.3
18/02/2012,6:00,211,0.4,89.3,0.5,23.1,76.1,11.9,7
18/02/2012,7:00,208,0.3,96,0.6,25.3,68.8,9.8,5
18/02/2012,8:00,137,0.9,60.5,0.8,27.5,63.8,17.7,9.4
18/02/2012,9:00,131,1.5,40.4,0.9,28.9,62.2,14.9,6.9
18/02/2012,10:00,117,1.4,37.8,0.8,29.1,63.4,9.8,4.2
18/02/2012,11:00,117,1.4,39.1,0.8,29.1,65.2,7.1,2
18/02/2012,12:00,114,1.5,46.9,0.9,30.9,60.5,7.4,1.1
18/02/2012,13:00,111,1.4,48.2,1,31.5,58.1,4.5,-0.9
18/02/2012,14:00,97,1.6,40.8,0.9,31,57.9,5.8,1.4
18/02/2012,15:00,89,1.3,52.3,0.9,31.4,57,14.1,8.3
18/02/2012,16:00,102,1.1,54.7,0.8,30.8,59.1,12.8,5.5
18/02/2012,17:00,101,0.9,52.2,0.6,29.4,64.6,10.8,4.3
18/02/2012,18:00,112,0.9,30.7,0.5,27.4,72.7,9.3,2.9
18/02/2012,19:00,114,0.8,32,0.4,26.5,77,8.4,1.6
18/02/2012,20:00,114,0.8,30.1,0.4,25.9,80.9,8.8,0.1
18/02/2012,21:00,124,0.7,37.1,0.4,25.7,82.7,3.4,-0.3
18/02/2012,22:00,120,0.6,41.1,0.4,25.3,84.8,8.3,1.8
18/02/2012,23:00,136,0.3,68.4,0.4,25,86.2,7.1,0.6
19/02/2012,0:00,149,0.3,55.3,0.3,24.6,87.3,7.8,4.6
19/02/2012,1:00,187,0.2,78.5,0.3,24.4,86.8,8,0.8
19/02/2012,2:00,248,0.2,91,0.3,24.1,86.8,10,4.1
19/02/2012,3:00,256,0.3,69.9,0.3,23.7,87.7,8.3,2.5
19/02/2012,4:00,268,0.4,54.9,0.3,23.4,87.9,7.6,1.6
19/02/2012,5:00,252,0.4,65.3,0.4,23.2,86.9,11.1,6.2
19/02/2012,6:00,259,0.7,52,0.5,24.1,82.9,10.4,5.5
19/02/2012,7:00,273,0.6,67.4,0.5,26.8,74.4,10.1,5.7
19/02/2012,8:00,278,0.4,82,0.5,29.2,66.8,13.3,7.1
19/02/2012,9:00,136,0.8,67,0.6,30.3,61.7,12.6,7.7
19/02/2012,10:00,137,0.7,68.2,0.7,31.5,57.1,8.6,3.7
19/02/2012,11:00,128,0.8,67,0.8,32.6,52.6,7.1,3.1
19/02/2012,12:00,89,0.9,58.4,0.7,32.3,56.7,12.1,8.3
19/02/2012,13:00,102,1.1,59.7,0.8,33,55.5,12,3.6
19/02/2012,14:00,85,1.2,58.5,0.9,33.1,53.7,14.8,7.2
19/02/2012,15:00,102,1.3,52.9,0.9,32.4,56.4,12.4,4.2
19/02/2012,16:00,98,1.5,44.2,0.9,31,61.1,12.1,5.2
19/02/2012,17:00,92,1.4,43.3,0.8,29.3,67.1,12.6,4.6
19/02/2012,18:00,106,1.4,33.3,0.7,27.6,73.6,10.1,2.6
19/02/2012,19:00,114,1,31.7,0.6,27,76.3,10.2,3.9
19/02/2012,20:00,117,0.7,35.9,0.4,26.6,78.9,10.8,3.6
19/02/2012,21:00,108,0.5,42.8,0.3,26.3,80.8,10.5,3.2
19/02/2012,22:00,121,0.4,27.4,0.2,26.2,81.2,12.4,5.6
19/02/2012,23:00,40,0.3,64.5,0.3,26.1,81.3,11.6,5.7
20/02/2012,0:00,318,0.4,141.1,0.3,25.7,81.8,8.4,2.4
20/02/2012,1:00,265,0.4,71.2,0.3,25,85.3,7.1,5.1
20/02/2012,2:00,292,0.4,49.8,0.3,24.6,86.7,10.9,3.9
20/02/2012,3:00,286,0.6,34.1,0.3,24.2,87.9,11,5.1
20/02/2012,4:00,292,0.7,24.3,0.3,23.6,89,12.8,5.3
20/02/2012,5:00,288,0.8,26.2,0.3,23.4,89.4,14.4,6
20/02/2012,6:00,276,0.6,39.5,0.3,24.5,86.8,13.8,4
20/02/2012,7:00,280,0.7,57.8,0.5,28,75.2,25.4,9.5
20/02/2012,8:00,284,0.7,63.3,0.7,29.5,65.4,20.9,5.2
20/02/2012,9:00,307,1,65.5,0.8,31.3,54.9,20.2,6.3
20/02/2012,10:00,301,1.6,43,1,33.1,46.9,37.2,13.1
20/02/2012,11:00,300,1.5,49.5,1,34.3,44.2,42.4,12.6
20/02/2012,12:00,14,1,188.9,0.9,34.1,51.1,25.6,8.6
20/02/2012,13:00,17,1.5,48.9,1,32.7,57.3,12.1,4.1
20/02/2012,14:00,32,1.2,61.1,0.9,32.8,56.1,14.9,6.4
20/02/2012,15:00,27,1.1,57.3,0.8,31.4,61,13.4,4.6
20/02/2012,16:00,16,1.3,182.8,0.9,31.7,60.4,11.1,2.7
20/02/2012,17:00,6,1.3,182.2,1,30.4,64.6,14.5,4.2
20/02/2012,18:00,6,1.1,51,0.8,28.4,72,10.8,3.3
20/02/2012,19:00,349,1.1,49.3,0.7,27.7,76.5,13.5,5.7
20/02/2012,20:00,354,0.9,48,0.6,27.4,78.4,11.3,4.7
20/02/2012,21:00,2,0.8,45.8,0.5,27.1,79.6,8.1,1.9
20/02/2012,22:00,330,0.9,49.7,0.5,27,79.9,6,-0.2
20/02/2012,23:00,308,1.3,51.2,1,26.9,79.8,12.9,3.5
21/02/2012,0:00,3,0.8,178.1,0.6,26.4,81.3,9.4,0.7
21/02/2012,1:00,302,0.7,61.1,0.5,26.3,81.7,9.3,4.3
21/02/2012,2:00,248,0.3,83.9,0.3,25.8,85.4,10.5,5
21/02/2012,3:00,272,0.7,45.4,0.4,25.2,90.2,12.3,6.4
21/02/2012,4:00,142,0.5,78.6,0.5,24.6,92.5,9.2,3.1
21/02/2012,5:00,139,0.5,57.9,0.4,24,92.9,5.8,4.1
21/02/2012,6:00,159,0.2,84,0.3,23.8,92.4,3.6,1.7
21/02/2012,7:00,68,0.3,82.3,0.4,25,87.3,5.1,3.3
21/02/2012,8:00,3,0.7,58.1,0.5,26.3,82.4,7.9,2.9
21/02/2012,9:00,18,0.7,180.9,0.6,28.1,76.9,23,12.7
21/02/2012,10:00,335,0.7,155.1,0.7,28.4,77,20.1,6.9
21/02/2012,11:00,325,0.7,155.7,0.8,31,69.6,34.6,9.1
21/02/2012,12:00,340,0.6,76.2,0.6,33,63,34.8,15.8
21/02/2012,13:00,136,0.3,103.6,0.5,31.8,65.6,39.7,21.2
21/02/2012,14:00,30,0.6,65.4,0.5,29.1,76,24.8,10.2
21/02/2012,15:00,345,1.1,165.9,0.9,29,73.9,21.4,8.3
21/02/2012,16:00,300,1.8,39.5,1,30,64.5,26.6,8.5
21/02/2012,17:00,332,0.8,57.6,0.6,29.2,65.4,34.1,10.7
21/02/2012,18:00,337,0.6,47.5,0.4,27.4,71.3,16.7,6
21/02/2012,19:00,328,0.3,163.5,0.4,26.7,75.9,15.4,5.7
21/02/2012,20:00,65,0.3,61.7,0.2,25.9,79.3,11.6,4.8
21/02/2012,21:00,124,1.5,39.1,1,25.9,78.8,10,4.5
21/02/2012,22:00,123,1.4,34.7,0.9,25.3,80.9,8.6,2.4
21/02/2012,23:00,127,1.1,39.1,0.8,24.7,80.8,12.3,2.3
22/02/2012,0:00,129,0.8,45.1,0.6,24.7,76.7,11.3,1.2
22/02/2012,1:00,131,0.8,46.5,0.6,24.7,74.2,13.1,2.8
22/02/2012,2:00,147,0.4,76,0.5,24.6,72.9,11.7,3.1
22/02/2012,3:00,114,0.6,39.4,0.4,24.5,73.8,10.2,3.1
22/02/2012,4:00,123,0.8,39.5,0.5,24.4,73.4,12.4,2.6
22/02/2012,5:00,125,1.1,36.3,0.7,24.3,75.4,10.8,0.9
22/02/2012,6:00,127,1,39.7,0.6,24.4,76.4,10.9,1
22/02/2012,7:00,134,1.4,38.1,0.8,26,72.4,14.2,3.7
22/02/2012,8:00,133,1.5,36.6,0.9,27.7,65.9,12.6,1.6
22/02/2012,9:00,128,1.3,42.5,0.8,29.3,59.5,11.9,1.5
22/02/2012,10:00,125,1.6,38,0.9,30.5,54.6,17.1,8.5
22/02/2012,11:00,116,1.4,42.3,0.9,30.7,53.9,19.4,9.8
22/02/2012,12:00,105,1.5,43.2,0.9,30.3,56.9,16.1,6.3
22/02/2012,13:00,97,1.9,42.3,1.2,30.5,57.8,16.3,3.4
22/02/2012,14:00,93,1.8,47.3,1.2,31,57.3,19.7,3.5
22/02/2012,15:00,95,1.9,41.4,1.2,29.9,61.2,25.8,6.7
22/02/2012,16:00,116,1.7,32.1,1,28.2,67.3,24.5,6.1
22/02/2012,17:00,121,1.6,33.9,1,26.3,78.8,21.1,5.8
22/02/2012,18:00,121,1.7,30.6,1.1,24,87.5,11.7,4.2
22/02/2012,19:00,117,0.8,34.7,0.5,23.6,91.5,5.8,2.2
22/02/2012,20:00,133,0.6,33.8,0.4,24,91.2,8.4,1.7
22/02/2012,21:00,144,0.3,79.5,0.3,23.9,91.8,8.5,0.2
22/02/2012,22:00,138,0.4,42.8,0.3,23.9,91.9,,
22/02/2012,23:00,147,0.4,43.9,0.3,23.4,92.5,4.4,-2.7
23/02/2012,0:00,139,0.7,34.4,0.4,23.3,92.8,5,-0.7
23/02/2012,1:00,130,0.8,41.5,0.6,23.1,92.7,8.9,3
23/02/2012,2:00,130,0.7,42.9,0.5,22.8,92.5,7.6,3.5
23/02/2012,3:00,130,0.7,45.1,0.4,22.8,93.1,6.9,3.2
23/02/2012,4:00,128,1.3,34.5,0.9,22.3,92.3,4.7,0.8
23/02/2012,5:00,201,0.2,84.2,0.4,22.2,93.1,5.3,2.3
23/02/2012,6:00,151,0.2,87.5,0.4,22.2,92.7,8.7,3.5
23/02/2012,7:00,130,0.7,41.6,0.5,22.6,91,9.6,4.1
23/02/2012,8:00,151,0.5,65.1,0.5,23.4,87.5,10.1,2.3
23/02/2012,9:00,130,0.7,48.1,0.6,24.1,85,14.2,2.2
23/02/2012,10:00,125,1,40.2,0.7,24.2,85.2,14.7,5.3
23/02/2012,11:00,131,0.8,46.6,0.6,23.2,90.5,9.2,3
23/02/2012,12:00,119,1.1,37.4,0.7,22.8,92,5.2,0
23/02/2012,13:00,127,1.5,28.8,0.8,23.1,90.2,6.5,1.8
23/02/2012,14:00,118,0.9,37.4,0.6,22.7,91.4,2.5,-2.1
23/02/2012,15:00,125,0.9,42.8,0.7,22.3,92.3,4,-1.7
23/02/2012,16:00,120,1,42,0.7,22.6,89.6,8.4,3
23/02/2012,17:00,129,0.8,39.2,0.5,22.5,87.9,10.8,4.9
23/02/2012,18:00,143,0.4,70.4,0.5,22.3,87.5,9.3,3.2
23/02/2012,19:00,143,0.3,70.3,0.3,22.1,87.4,11.5,4.7
23/02/2012,20:00,152,0.4,65.9,0.4,22.3,85.1,8.4,2.2
23/02/2012,21:00,145,0.7,52.9,0.5,22.5,82.8,6.2,-0.1
23/02/2012,22:00,144,0.4,65.1,0.4,22.4,81.8,5.7,0.3
23/02/2012,23:00,148,0.6,56.6,0.5,22.1,82,4.1,-0.4
24/02/2012,0:00,146,0.5,61.6,0.4,22.3,82.3,5.7,-0.1
24/02/2012,1:00,250,0.3,68.6,0.3,22.2,82.6,8,2.7
24/02/2012,2:00,236,0.2,88.3,0.3,21.8,85.2,9.3,4.3
24/02/2012,3:00,268,0.4,61.6,0.4,21.5,84.7,8.3,2.2
24/02/2012,4:00,275,0.4,64.8,0.3,21.4,85.4,12.7,2.9
24/02/2012,5:00,158,0.4,69.4,0.4,21.4,86.1,15.5,5.3
24/02/2012,6:00,151,0.4,71.4,0.4,21.9,85.3,9.4,2.1
24/02/2012,7:00,137,0.8,50.2,0.6,23.2,81.3,9.7,1.5
24/02/2012,8:00,133,0.8,42.6,0.6,23.2,82.1,10.3,2.7
24/02/2012,9:00,131,0.7,57,0.6,22.6,89.1,11.9,5.1
24/02/2012,10:00,150,0.6,72.7,0.6,23.3,87.5,13.1,8
