Date ,Time ,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Air Temperature (degC),Relative Humidity (percent),Rainfall (mm),Barometric Pressure (hPa),Nitric Oxide (NO) (ppm),Nitrogen Dioxide (NO2) (ppm),Total Oxides of Nitrogen (NOx) (ppm),Sulfur Dioxide (SO2) (ppm),PM10 (µg/m^3),PM2.5 (µg/m^3),Visibility-reducing particles (Mm^-1)
1/01/2012,0:00,151,0.6,46.8,0.5,21.9,68.7,0,1010,,,,,33.9,21.7,
1/01/2012,1:00,148,0.6,46.1,0.5,21.4,69.1,0,1009,0.001,0.001,0.001,0.001,17.4,6.4,11
1/01/2012,2:00,172,0.8,46.5,0.7,21.4,67.9,0,1009,0.001,0.001,0.001,0.001,14.1,2.3,10
1/01/2012,3:00,157,0.7,48.3,0.6,21.2,68.4,0,1009,0,0.001,0.001,0.001,11.3,-0.7,11
1/01/2012,4:00,153,0.7,46.3,0.6,20.8,69.2,0,1009,0,0.001,0.001,0.001,15.9,3.7,11
1/01/2012,5:00,147,0.8,41.1,0.6,20.9,68,0,1010,0,0.001,0.001,0,14.4,1.6,11
1/01/2012,6:00,158,1,40.1,0.7,22.4,61.6,0,1010,0.001,0.001,0.002,0.001,15.9,2.9,12
1/01/2012,7:00,123,1.8,32.9,1.2,24,54.8,0,1011,0.002,0.002,0.003,0.001,17.2,3.8,21
1/01/2012,8:00,113,3.2,17.6,1.3,25.1,46,0,1011,0.005,0.007,0.012,0.006,24.9,13,53
1/01/2012,9:00,103,3.5,18.8,1.5,25.8,44.5,0,1011,0.008,0.009,0.017,0.011,24.4,14.8,29
1/01/2012,10:00,87,4.5,17.5,1.4,25.8,49.2,0,1010,0.003,0.004,0.007,0.005,21.5,9.2,13
1/01/2012,11:00,97,3.6,15.7,1.2,25.8,50.2,0,1010,0.001,0.002,0.003,0.002,19.9,6.8,18
1/01/2012,12:00,91,3.6,16.6,1.3,26.1,50.1,0,1009,0.001,0.001,0.001,0.001,19.6,6.3,16
1/01/2012,13:00,101,3.9,15.1,1.2,26.6,49.8,0,1008,0.001,0.001,0.001,0.001,18.9,5.8,12
1/01/2012,14:00,88,4.1,20.4,1.4,26.7,48.7,0,1008,0.001,0,0.001,0.001,20.2,6,11
1/01/2012,15:00,92,4.4,16.4,1.3,26.3,50.2,0,1008,0.001,0,0.001,0.001,21.1,5.6,11
1/01/2012,16:00,95,4.3,15,1.3,26,50.5,0,1008,0.001,0.001,0.001,0.001,19.2,3.6,10
1/01/2012,17:00,94,4.6,12,1.4,25.6,50.8,0,1008,0.001,0.001,0.001,0.001,18.5,3.9,9
1/01/2012,18:00,101,4.3,11.9,1.2,24.8,55.5,0,1009,0.001,0,0.001,0.001,17.4,2.4,10
1/01/2012,19:00,106,4.1,11.8,1.2,24.5,59.2,0,1010,0.002,0.006,0.008,0.002,19.4,3.8,11
1/01/2012,20:00,111,3.2,11.2,1.2,24.2,58.2,0,1011,0.001,0.006,0.007,0.002,19.5,3.3,11
1/01/2012,21:00,121,1.8,16.9,0.8,23.6,59.8,0,1011,0.006,0.015,0.021,0.012,20.8,6,11
1/01/2012,22:00,126,1.5,21.2,0.6,23.2,61.5,0,1011,0.035,0.021,0.056,0.03,19.9,5.5,11
1/01/2012,23:00,125,1.2,25.3,0.6,22.6,62.7,0,1011,0.005,0.013,0.018,0.01,19.5,4.9,68
2/01/2012,0:00,142,0.7,36.3,0.5,21.8,63.7,0,1010,,,,,56.8,41.4,
2/01/2012,1:00,147,0.5,48.7,0.5,21.4,64.2,0,1010,0,0.002,0.002,0.001,41,27.1,24
2/01/2012,2:00,162,0.7,51.3,0.7,21.1,65.9,0,1010,0,0.001,0.001,0.001,16.1,3.9,11
2/01/2012,3:00,168,1,42.1,0.7,21,66.8,0,1009,0,0.001,0.001,0.001,14,2.8,10
2/01/2012,4:00,170,1,40.2,0.8,20.8,68.1,0,1010,0,0.001,0.001,0.001,14.8,3.9,9
2/01/2012,5:00,159,0.8,45,0.7,20.7,67.1,0,1011,0.001,0.001,0.001,0.001,13.4,2.8,10
2/01/2012,6:00,159,0.9,42.2,0.7,21.9,63.1,0,1011,0.001,0.001,0.001,0,13.8,3.8,12
2/01/2012,7:00,159,1.2,44.8,0.9,23.3,58.5,0,1012,0.001,0.001,0.001,0.001,11.9,0.7,13
2/01/2012,8:00,114,2.6,36.5,1.7,25,50.6,0,1012,0.007,0.007,0.014,0.006,16.6,5,49
2/01/2012,9:00,99,4.4,19.6,1.7,26,46.5,0,1012,0.01,0.008,0.018,0.008,26.4,13.9,13
2/01/2012,10:00,88,5.7,12.5,1.3,26.1,46.1,0,1011,0.002,0.002,0.004,0.002,18.7,5.6,8
2/01/2012,11:00,90,5.3,16.1,1.5,26.8,43.8,0,1011,0.001,0,0.001,0.001,13.4,4.2,7
2/01/2012,12:00,95,4.8,16.1,1.5,27,46.2,0,1011,0.001,0,0.001,0.001,12,2.6,7
2/01/2012,13:00,93,4.8,15.9,1.3,27.3,42.7,0,1010,0.001,0.001,0.001,0.001,16,5.1,7
2/01/2012,14:00,92,4.9,16.8,1.5,27.2,43.9,0,1010,0.001,0,0.001,0.001,15.4,4.3,7
2/01/2012,15:00,88,4.8,16.2,1.5,27.2,41.5,0,1009,0.001,0,0.001,0.001,15.3,4,7
2/01/2012,16:00,94,4.7,14.9,1.4,26.5,49.1,0,1010,0.001,0,0.001,0.001,12.8,1.7,8
2/01/2012,17:00,96,4.5,13.1,1.5,25.6,54.5,0,1010,0.001,0,0.001,0.001,17.3,3.8,9
2/01/2012,18:00,99,3.7,13.4,1.2,24.9,57.6,0,1011,0.001,0,0.001,0.001,16.9,2.9,9
2/01/2012,19:00,102,3.6,12.2,1.4,24.6,56.8,0,1011,0.002,0.005,0.006,0.001,16.3,2.4,9
2/01/2012,20:00,109,3.1,15.3,1.2,24.4,56,0,1012,0.004,0.01,0.014,0.001,17.6,2.3,8
2/01/2012,21:00,115,2.1,19.5,1.2,24,59.7,0,1013,0.003,0.008,0.011,0.004,18.1,3.3,9
2/01/2012,22:00,123,1.5,24.2,0.8,23.4,63.2,0,1013,0.007,0.016,0.022,0.01,16.1,2.3,10
2/01/2012,23:00,124,1.1,32,0.8,22.8,62.7,0,1012,0.022,0.017,0.039,0.022,17.5,4.5,33
3/01/2012,0:00,136,0.8,44.3,0.6,22.2,62.1,0,1012,,,,,28,13.3,
3/01/2012,1:00,154,0.7,44.3,0.6,21.6,63.6,0,1011,0.001,0.002,0.002,0.001,18.9,6.8,12
3/01/2012,2:00,133,0.8,38.7,0.5,21.1,65,0,1011,0,0.001,0.001,0,8.5,0.3,8
3/01/2012,3:00,145,0.7,41.2,0.5,20.9,65.8,0,1011,0,0.002,0.002,0.001,6.9,-0.8,7
3/01/2012,4:00,140,0.7,41,0.4,20.9,66.6,0,1011,0.001,0.001,0.001,0.001,6.4,-0.5,6
3/01/2012,5:00,155,0.8,44.2,0.6,21.1,65.9,0,1012,0.001,0.001,0.001,0.001,3.1,-4,6
3/01/2012,6:00,167,1.1,40.3,0.8,22.7,59.7,0,1013,0.001,0,0.001,0,5,-3.6,6
3/01/2012,7:00,156,1,46.1,0.7,23.7,56.8,0,1013,0.001,0.001,0.002,0.001,7.7,-1.3,7
3/01/2012,8:00,110,2.4,23.8,1.2,25.5,51.3,0,1013,0.013,0.012,0.025,0.011,17.9,6.3,16
3/01/2012,9:00,97,3.8,16.7,1.3,26.3,47.1,0,1013,0.007,0.005,0.012,0.004,22.9,8,8
3/01/2012,10:00,86,4.3,16.6,1.3,26.5,46.4,0,1013,0.001,0.002,0.003,0.002,24,6.5,8
3/01/2012,11:00,94,4.8,13.8,1.3,26.9,46.9,0,1013,0.002,0.001,0.002,0.001,19.4,5.9,8
3/01/2012,12:00,91,4.5,16.1,1.3,27.5,46.2,0,1012,0.002,0.001,0.002,0.001,16.8,5.3,7
3/01/2012,13:00,94,4.5,16.7,1.6,27.6,46.3,0,1011,0.001,0.001,0.001,0.001,14.7,3.2,7
3/01/2012,14:00,92,4.9,16.6,1.5,27.6,43.1,0,1011,0.001,0.001,0.002,0.001,14.1,1.5,7
3/01/2012,15:00,90,4.7,16.5,1.3,27.6,43,0,1011,0.001,0.002,0.003,0.002,15,2.5,7
3/01/2012,16:00,95,4.1,14.6,1.2,27.1,45.4,0,1011,0.001,0.001,0.002,0.001,20.4,5.7,7
3/01/2012,17:00,94,4.4,13.4,1.3,26.1,53,0,1011,0.001,0.002,0.003,0.002,19.3,7.4,7
3/01/2012,18:00,92,3.6,12.9,1.2,25,60.9,0,1011,0.001,0.002,0.003,0.002,16.4,3.9,8
3/01/2012,19:00,91,2.8,11.4,0.9,24.5,65.4,0,1012,0.001,0.005,0.006,0.003,15.3,3.1,9
3/01/2012,20:00,96,2.9,13,1.1,24.5,63,0,1012,0.001,0.001,0.002,0.001,14.6,3.1,8
3/01/2012,21:00,114,2.1,17.8,1.1,24.4,63.5,0,1013,0.001,0.003,0.004,0.001,14.3,1.8,9
3/01/2012,22:00,118,1.5,18.1,0.8,23.9,65.2,0,1013,0,0.003,0.003,0.001,14.6,1.3,8
3/01/2012,23:00,130,0.8,35.2,0.5,23.2,67.8,0,1012,0.003,0.014,0.017,0.005,12.8,1,8
4/01/2012,0:00,140,0.6,43,0.5,22.7,69,0,1012,,,,,13.4,1.3,
4/01/2012,1:00,157,0.5,52.2,0.4,22.4,69.8,0,1011,0.01,0.018,0.028,0.015,23.7,7.1,27
4/01/2012,2:00,173,0.7,39.7,0.6,22.2,69.8,0,1011,0.001,0.005,0.006,0.006,17.2,4.2,12
4/01/2012,3:00,177,1,38.2,0.7,21.8,70.6,0,1010,0.001,0.001,0.001,0.003,11.9,1.9,9
4/01/2012,4:00,166,0.9,40.3,0.7,21.5,71.8,0,1011,0,0.001,0.001,0.001,11.3,2.1,8
4/01/2012,5:00,168,0.7,44,0.6,21.1,73.4,0,1012,0.001,0.001,0.002,0.001,11.4,2.1,8
4/01/2012,6:00,172,1,39.6,0.7,22.2,68.7,0,1012,0.001,0,0.001,0.001,11.3,0.1,11
4/01/2012,7:00,171,1.4,37.3,0.9,23.7,62.7,0,1013,0.001,0.001,0.002,0.001,28.6,2,16
4/01/2012,8:00,140,1.1,55.4,0.9,25.4,54.2,0,1013,0.007,0.005,0.011,0.003,21.2,2.7,19
4/01/2012,9:00,93,2.4,33.9,1.4,26.6,49.4,0,1012,0.016,0.012,0.028,0.012,36.5,6.2,22
4/01/2012,10:00,90,2.8,31.1,1.3,27.3,46.2,0,1012,0.012,0.011,0.023,0.007,94.1,15.8,22
4/01/2012,11:00,73,3.6,18.4,1.3,27.5,41.9,0,1011,0.002,0.003,0.005,0.002,48.7,8.4,12
4/01/2012,12:00,80,3.7,20.9,1.3,28,43.4,0,1010,0.002,0.002,0.004,0.002,64.1,6.3,13
4/01/2012,13:00,83,3.7,23.4,1.3,28.1,47.9,0,1009,0.001,0.002,0.003,0.002,116.9,14.4,36
4/01/2012,14:00,78,3.8,18.7,1.3,27.8,48.1,0,1009,0.002,0.001,0.003,0.001,100.4,11.9,22
4/01/2012,15:00,95,3.4,23.1,1.2,27.4,47.6,0,1008,0.002,0.003,0.005,0.002,64.2,9,14
4/01/2012,16:00,91,3.7,17,1.1,27.1,46.5,0,1008,0.002,0.001,0.003,0.001,41.9,6.2,18
4/01/2012,17:00,62,2.9,19.3,1.1,26.3,49.7,0,1009,0.001,0,0.001,0.001,35.4,6.7,11
4/01/2012,18:00,73,2.7,14,0.8,25,58.9,0,1010,0.001,0.001,0.001,0.001,20.5,6,8
4/01/2012,19:00,95,1.3,16.3,0.6,24.2,66.1,0,1010,0.001,0,0.001,0.001,15.8,2.9,8
4/01/2012,20:00,164,0.5,32.9,0.2,23.2,72,0,1011,0,0.001,0.001,0.001,11.5,0.5,8
4/01/2012,21:00,198,0.4,40.1,0.2,22.6,75.1,0,1011,0.001,0.002,0.003,0.001,9.7,-0.4,9
4/01/2012,22:00,233,0.2,61.3,0.2,21.1,80.4,0,1011,0.001,0.004,0.005,0.001,13.4,3.2,9
4/01/2012,23:00,257,0.2,60.1,0.2,20.2,84.5,0,1010,0.001,0.003,0.004,0.001,11.4,2,8
5/01/2012,0:00,256,0.3,41.2,0.1,19.5,86.2,0,1009,,,,,7.7,0.6,
5/01/2012,1:00,231,0.1,80.1,0.2,19,87.8,0,1008,0.001,0.002,0.002,0.001,7.9,-2.7,8
5/01/2012,2:00,249,0.4,55.4,0.3,18.9,88.4,0,1008,0.001,0.003,0.004,0.001,28.3,1.3,12
5/01/2012,3:00,241,0.2,54.1,0.2,18.9,88.9,0,1007,0.001,0.003,0.004,0.001,25.9,0.9,8
5/01/2012,4:00,242,0.3,60.9,0.2,18.8,89.4,0,1008,0.001,0.003,0.004,0.001,6.4,1.4,8
5/01/2012,5:00,246,0.3,50.6,0.3,19,89.7,0,1008,0.001,0.002,0.003,0.001,7.8,2.7,7
5/01/2012,6:00,282,0.3,79.6,0.3,21.5,83.5,0,1009,0.002,0.003,0.005,0.001,15.4,0.3,14
5/01/2012,7:00,134,0.5,55.1,0.4,24.8,64,0,1009,0.008,0.008,0.015,0.001,17.1,1.9,17
5/01/2012,8:00,125,0.4,80.8,0.7,25.2,59.5,0,1010,0.005,0.007,0.012,0.001,20.3,5.4,26
5/01/2012,9:00,82,2.8,22.7,1.1,26.5,51.7,0,1010,0.008,0.009,0.017,0.002,42.1,10.5,27
5/01/2012,10:00,67,2.4,30.2,1.1,27.1,51.3,0,1010,0.025,0.019,0.043,0.014,219,25.7,40
5/01/2012,11:00,62,2.2,31.8,1.2,27.7,50.1,0,1009,0.012,0.014,0.026,0.01,120.9,20.9,44
5/01/2012,12:00,89,3.2,21.7,1.3,28.1,50.5,0,1009,0.004,0.007,0.01,0.005,56.6,16.3,39
5/01/2012,13:00,92,4.5,13.3,1.3,28.1,50.2,0,1008,0.003,0.003,0.005,0.003,166.5,25,40
5/01/2012,14:00,95,4.6,15.2,1.4,27.7,51.2,0,1008,0.002,0.002,0.004,0.002,141.9,16.3,18
5/01/2012,15:00,94,4.3,16.8,1.3,27.3,52,0,1008,0.001,0.001,0.002,0.001,71.1,9.2,17
5/01/2012,16:00,92,4,16.8,1.1,27,52.8,0,1008,0.002,0.002,0.003,0.001,49.2,7.7,15
5/01/2012,17:00,72,3.6,13.6,1.1,26.4,55.2,0,1008,0.001,0,0.001,0.001,58.7,6.4,14
5/01/2012,18:00,71,3.1,12.6,0.9,25.2,61.8,0,1008,0.001,0,0.001,0.001,25.1,2.9,11
5/01/2012,19:00,83,2,14.6,0.8,24.5,66.8,0,1009,0,0.002,0.002,0.001,20.7,4.9,12
5/01/2012,20:00,99,1.5,12.4,0.6,24.3,68.9,0,1009,0.001,0.001,0.002,0.001,19.6,2.6,11
5/01/2012,21:00,90,2.3,12.7,0.9,24.8,65,0,1010,0.001,0.002,0.002,0.001,15.7,3.1,11
5/01/2012,22:00,89,2.6,12.4,0.8,25,63.7,0,1009,0.001,0.001,0.002,0.001,16.2,4.6,11
5/01/2012,23:00,100,2.4,12.8,0.9,24.8,59.8,0,1009,0,0.002,0.002,0.001,14.4,3.1,9
6/01/2012,0:00,116,0.9,24.3,0.6,23.9,64.2,0,1009,,,,,18,3.3,
6/01/2012,1:00,136,0.5,39.1,0.3,23.1,68,0,1008,0.001,0.006,0.007,0.003,16.3,4.1,19
6/01/2012,2:00,144,0.4,46,0.4,22.5,69.8,0,1007,0.001,0.009,0.01,0.004,18.4,6.3,24
6/01/2012,3:00,179,0.6,45,0.4,22.4,68.9,0,1007,0.001,0.007,0.008,0.004,15.7,4.6,23
6/01/2012,4:00,179,0.3,66.2,0.4,21.9,69.9,0,1007,0,0.002,0.002,0.002,14.2,3.3,12
6/01/2012,5:00,280,0.3,51.7,0.2,20.9,75.5,0,1008,0.002,0.006,0.007,0.002,15,4.7,17
6/01/2012,6:00,155,0.3,97.9,0.5,23.3,67.7,0,1008,0.003,0.005,0.008,0.003,23.6,4.9,20
6/01/2012,7:00,123,0.6,64.8,0.6,25.2,58.2,0,1008,0.009,0.009,0.018,0.005,31.5,4.3,13
6/01/2012,8:00,63,1.1,54.7,0.8,25.8,55,0,1008,0.003,0.001,0.004,0.002,41.1,5.6,14
6/01/2012,9:00,46,1.3,58.8,0.9,27.1,49.8,0,1008,0.005,0.006,0.01,0.003,48.2,4.8,19
6/01/2012,10:00,64,2.3,32.8,1.1,27.8,45.9,0,1007,0.008,0.009,0.017,0.006,55.7,6.7,39
6/01/2012,11:00,72,2.5,29.3,1.1,29,44.3,0,1007,0.004,0.006,0.01,0.004,59.7,10.5,21
6/01/2012,12:00,64,2,46.3,1.3,29.5,46.3,0,1006,0.002,0.004,0.006,0.003,69.9,11.9,28
6/01/2012,13:00,38,2.4,30.7,1.2,29.1,48.5,0,1006,0.001,0.002,0.003,0.001,86.7,14.1,37
6/01/2012,14:00,72,3.8,21.9,1.4,28.9,47.7,0,1005,0.002,0.001,0.003,0.001,51.3,9.2,25
6/01/2012,15:00,79,3.9,17.8,1.1,28.2,49.4,0,1005,0.003,0,0.003,0.001,55.9,8.2,48
6/01/2012,16:00,71,3.7,15.3,1.1,27.3,52.5,0,1005,0.001,0.001,0.002,0.001,151.6,17.3,26
6/01/2012,17:00,63,3.3,15.6,1.2,26.2,59.5,0,1006,0.001,0,0.001,0.001,24.9,3.8,10
6/01/2012,18:00,74,2.5,15.7,0.9,25.2,63.8,0,1007,0.001,0,0.001,0.001,17.3,2.8,9
6/01/2012,19:00,102,1,40.2,0.7,24.7,68.1,0,1007,0,0.001,0.001,0.001,16.1,3.1,8
6/01/2012,20:00,158,0.4,45.6,0.3,24.3,69.9,0,1008,0.001,0.002,0.003,0.001,17.8,3.6,10
6/01/2012,21:00,204,0.3,37.4,0.2,23.9,71.3,0,1009,0,0.003,0.003,0.001,18.9,3.3,10
6/01/2012,22:00,199,0.5,41.5,0.3,23.4,73.7,0,1009,0.001,0.003,0.003,0.001,17.5,5,10
6/01/2012,23:00,184,0.4,42.4,0.3,23,75.7,0,1008,0.001,0.002,0.003,0.001,15.9,1.5,9
7/01/2012,0:00,193,0.3,45.4,0.2,22.6,77.3,0,1008,,,,,15.1,2.1,
7/01/2012,1:00,199,0.3,42.5,0.2,21.8,80.7,0,1008,0.001,0.004,0.005,0.001,21,2.6,9
7/01/2012,2:00,199,0.3,41.6,0.2,21.9,80.8,0,1008,0.001,0.004,0.004,0.001,10.3,-0.1,7
7/01/2012,3:00,143,0.3,58.2,0.3,21.8,81.3,0,1008,0.001,0.004,0.005,0.001,10.7,2.3,12
7/01/2012,4:00,132,0.4,42.6,0.3,22.2,79.9,0,1008,0.001,0.01,0.011,0.002,16.8,4.4,25
7/01/2012,5:00,126,0.6,32,0.4,22.7,77.2,0,1009,0.002,0.01,0.012,0.005,24.4,3.4,15
7/01/2012,6:00,122,1.1,29.7,0.8,24.3,69.4,0,1010,0.008,0.011,0.019,0.012,24.5,3.2,15
7/01/2012,7:00,107,2.3,21.6,1.2,25.4,64.2,0,1010,0.015,0.012,0.027,0.014,39.1,6.8,24
7/01/2012,8:00,86,3.6,19.6,1.3,25.9,58.5,0,1010,0.001,0.002,0.003,0.002,53,10.2,10
7/01/2012,9:00,96,3.3,17.2,1.1,26.4,57,0,1010,0.003,0.002,0.004,0.001,39,5.4,17
7/01/2012,10:00,94,3.8,15.2,1.2,26.7,55.7,0,1010,0.003,0.002,0.005,0.001,71.6,6.7,32
7/01/2012,11:00,94,3,29.8,1.4,27.3,53.1,0,1009,0.004,0.003,0.006,0.001,45.2,4.2,17
7/01/2012,12:00,92,3.1,21.5,1.3,28,50,0,1009,0.001,0.002,0.003,0.001,64.5,9.7,10
7/01/2012,13:00,68,3.7,23.8,1.5,28.2,50.8,0,1008,0.001,0,0.001,0.001,23.2,5.1,9
7/01/2012,14:00,70,3.8,19.6,1.3,28.1,50.9,0,1008,0.001,0,0.001,0.001,21.5,6.4,7
7/01/2012,15:00,63,3.5,19.5,1.4,27.8,51.6,0,1008,0.001,0,0.001,0.001,19.6,5.4,7
7/01/2012,16:00,65,3.8,19.9,1.1,27,55.9,0,1008,0.001,0.001,0.002,0.001,30.8,6.3,10
7/01/2012,17:00,68,3.1,18,1,26.2,60.5,0,1008,0.001,0.001,0.001,0.001,26.1,6.8,6
7/01/2012,18:00,75,2.3,17,0.8,25.2,66.4,0,1009,0.001,0,0.001,0.001,12.5,1.3,7
7/01/2012,19:00,85,1.4,24.8,0.8,24.6,70,0,1009,0.001,0.001,0.002,0.001,13.7,3.3,7
7/01/2012,20:00,172,0.3,38.8,0.2,23.8,73.9,0,1010,0.001,0.002,0.003,0.001,10.4,-0.2,8
7/01/2012,21:00,195,0.4,25.5,0.2,23,77.6,0,1010,0,0.003,0.003,0.001,11.7,-0.1,8
7/01/2012,22:00,193,0.4,26.4,0.2,22.9,78.8,0,1010,0.001,0.004,0.004,0.001,11.1,2.8,8
7/01/2012,23:00,206,0.4,29.5,0.2,22.1,81,0,1009,0.001,0.005,0.006,0.001,13.3,1.8,8
8/01/2012,0:00,193,0.3,37.4,0.2,21.6,82,0,1009,,,,,12.6,0.9,
8/01/2012,1:00,197,0.5,32.1,0.3,21.8,82.6,0,1008,0.001,0.004,0.004,0.001,15.2,3.5,8
8/01/2012,2:00,234,0.5,45.2,0.3,21.5,83.2,0,1008,0.001,0.003,0.004,0.001,11.3,2.7,8
8/01/2012,3:00,248,0.3,68.4,0.3,20.9,85.1,0,1008,0.001,0.003,0.004,0.001,8.4,0.7,7
8/01/2012,4:00,212,0.1,121.3,0.2,20.3,87.2,0,1008,0.001,0.003,0.004,0.001,8.9,3.8,7
8/01/2012,5:00,252,0.2,48.6,0.2,20.3,88.5,0,1009,0.001,0.003,0.004,0.001,11.1,6.5,8
8/01/2012,6:00,100,0.1,108.3,0.3,22.7,82.6,0,1010,0.002,0.003,0.005,0.001,12.4,5,12
8/01/2012,7:00,63,1.2,44.8,0.8,25.9,64.8,0,1010,0.002,0.003,0.004,0.002,17.7,4,10
8/01/2012,8:00,49,1.1,62,1,26.4,60.2,0,1010,0.001,0.001,0.002,0.001,14.4,2.3,10
8/01/2012,9:00,53,1.6,35.7,0.9,27.1,56.9,0,1010,0,0.001,0.001,0.001,17.6,4.7,11
8/01/2012,10:00,61,2.3,40.8,1.3,28.4,50.3,0,1009,0.001,0.001,0.002,0.001,15.9,3.9,9
8/01/2012,11:00,55,2.6,34.8,1.4,29.2,48.4,0,1009,0.002,0.001,0.002,0.001,17,4.2,10
8/01/2012,12:00,73,3.5,23,1.4,29.2,50.9,0,1008,0.001,0.001,0.002,0.001,17.3,5.3,11
8/01/2012,13:00,66,3,30.4,1.5,29.3,52.2,0,1007,0.001,0.001,0.002,0.001,17.4,5.1,10
8/01/2012,14:00,45,2.9,21.4,1.2,30,49.4,0,1006,0.001,0,0.001,0.001,18.1,3.7,9
8/01/2012,15:00,49,3.5,16.4,1.1,29.5,49.7,0,1005,0.001,0,0.001,0.001,19.8,6.3,10
8/01/2012,16:00,44,3.1,16.3,1.1,28.7,51.2,0,1005,0.001,0.001,0.002,0.001,37.8,6.5,11
8/01/2012,17:00,41,2.6,18.5,0.9,27.6,56.4,0,1006,0.001,0,0.001,0.001,33.5,5.1,8
8/01/2012,18:00,31,1.7,16.7,0.7,26.2,63.1,0,1006,0.001,0,0.001,0.001,23.2,4.1,8
8/01/2012,19:00,315,0.4,50.3,0.4,25.3,67.2,0,1006,0.001,0,0.001,0.001,70.4,6.3,36
8/01/2012,20:00,223,0.7,27.4,0.2,24.4,71.5,0,1007,0.001,0.001,0.001,0.001,84.2,8.4,6
8/01/2012,21:00,227,0.5,53,0.4,24,74.3,0,1007,0.001,0.001,0.002,0.001,28.2,2.3,16
8/01/2012,22:00,215,0.2,63.9,0.2,22.8,79.3,0,1007,0.001,0.001,0.002,0.001,43.9,3.7,6
8/01/2012,23:00,278,0.4,54.7,0.3,22,82.3,0,1007,0.001,0.001,0.002,0.001,8,0.2,7
9/01/2012,0:00,280,0.1,76.9,0.2,21.5,84.2,0,1006,,,,,13.8,2,
9/01/2012,1:00,279,0.3,40.5,0.2,21.9,85.2,0,1006,0.001,0.002,0.002,0.001,11.6,2.5,6
9/01/2012,2:00,291,0.8,28.4,0.5,22.5,83,0,1005,0.001,0.001,0.002,0.001,11.7,4.4,7
9/01/2012,3:00,298,1,22.9,0.6,23.7,78.2,0,1005,0.001,0.001,0.002,0.001,9.7,1.1,6
9/01/2012,4:00,302,0.9,23.7,0.4,23.7,79,0,1005,0.001,0.001,0.001,0.001,10.1,2.9,6
9/01/2012,5:00,301,0.9,27.7,0.6,24,77.8,0,1006,0.001,0.001,0.001,0.001,10.4,3.2,8
9/01/2012,6:00,300,1.2,23.7,0.8,24.6,76.9,0,1006,0.001,0.001,0.002,0.001,34.1,1.7,14
9/01/2012,7:00,301,1.6,27.7,1,26.1,69.5,0,1007,0.001,0,0.001,0.001,34.2,3.6,9
9/01/2012,8:00,318,1.8,33.4,1.2,27.7,58.9,0,1007,0.001,0,0.001,0.001,15.7,2.9,9
9/01/2012,9:00,340,1.6,43.1,1.2,29,52.3,0,1007,0.001,0.001,0.002,0.001,18.4,4.7,8
9/01/2012,10:00,357,1.6,37.7,1,30,49.4,0,1006,0.001,0.001,0.002,0.001,20,5.6,11
9/01/2012,11:00,358,1.5,43,1,31.3,46,0,1005,0.001,0,0.001,0.001,27.9,6.9,14
9/01/2012,12:00,291,2,37.1,1.2,32.7,41.8,0,1005,0.001,0,0.001,0.001,20.1,9.3,14
9/01/2012,13:00,282,2.2,39.8,1.3,33.5,39.3,0,1004,0,0.001,0.001,0.001,29.4,17.5,14
9/01/2012,14:00,336,1.5,48.2,1.2,34,41.5,0,1003,0.001,0.001,0.002,0.001,32.6,18.9,16
9/01/2012,15:00,18,2.9,22.2,1.2,31.6,50.7,0,1002,0.002,0.001,0.003,0.001,47,12.6,20
9/01/2012,16:00,16,2.8,19.6,1.2,30.4,54.7,0,1002,0.002,0.001,0.002,0.001,47.7,10.5,14
9/01/2012,17:00,15,2.2,23,1,29.4,58.9,0,1002,0.001,0,0.001,0.001,20.6,3.6,11
9/01/2012,18:00,17,1.6,22.4,0.7,28,65.4,0,1003,0.001,0.001,0.001,0.001,15.1,3.1,11
9/01/2012,19:00,348,0.6,33,0.4,27.1,70.3,0,1004,0,0.001,0.001,0.001,15,2.2,11
9/01/2012,20:00,306,0.4,27.9,0.3,26.4,73.6,0,1004,0,0.001,0.001,0.001,15.2,3.6,11
9/01/2012,21:00,290,0.7,26,0.3,25.9,75.7,0,1004,0.001,0.001,0.001,0.001,14.7,3.2,10
9/01/2012,22:00,283,0.9,22.3,0.4,25.7,77.4,0,1005,0,0.001,0.001,0.001,11.9,0.7,10
9/01/2012,23:00,305,0.5,27,0.3,25.5,78.7,0,1004,0.001,0.001,0.001,0.001,12.9,2.3,10
10/01/2012,0:00,288,0.8,23.5,0.4,25.3,78.9,0,1004,,,,,12.1,1.6,
10/01/2012,1:00,296,0.9,29.1,0.5,25.3,78,0,1003,0,0.001,0.001,0.001,10.3,0.5,9
10/01/2012,2:00,288,1,18,0.4,25.1,79.1,0,1003,0.001,0.001,0.001,0.001,8.4,-1,11
10/01/2012,3:00,311,0.3,47.7,0.3,24.7,79.5,0,1003,0,0.001,0.001,0.001,11.5,2.7,16
10/01/2012,4:00,239,0.3,59.8,0.3,24,81.7,0,1004,0.001,0.002,0.002,0.001,13.3,5.8,18
10/01/2012,5:00,8,0.3,174.5,0.2,23.3,84.8,0,1004,0.002,0.003,0.004,0.001,10.8,3.3,17
10/01/2012,6:00,299,1.6,27.2,1,25.3,77.6,0,1005,0.001,0.002,0.003,0.001,17.1,6.3,14
