Date ,Time ,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Air Temperature (degC),Relative Humidity (percent),Rainfall (mm),Solar Radiation (w/m^2),Barometric Pressure (hPa),Nitric Oxide (NO) (ppm),Nitrogen Dioxide (NO2) (ppm),Total Oxides of Nitrogen (NOx) (ppm),Sulfur Dioxide (SO2) (ppm),PM10 (µg/m^3),PM2.5 (µg/m^3),Visibility-reducing particles (Mm^-1)
1/01/2012,1:00,165,2,17.7,0.7,21.8,68,0,0,1012,,,,,57.6,48.1,
1/01/2012,0:00,156,2.1,14,0.7,21.5,67.1,0,0,1011,0.001,0.002,0.003,0,17.6,7.4,13
1/01/2012,2:00,154,1.8,14.9,0.7,21.2,68.4,0,0,1011,0,0.004,0.004,0,17.4,5.6,28
1/01/2012,3:00,158,2.7,14.4,0.8,21,68.8,0,0,1011,0,0.002,0.002,0,19.8,8.8,33
1/01/2012,4:00,156,2.4,12.5,0.7,20.8,69.2,0,0,1011,0,0.001,0.001,0,13.8,2.7,17
1/01/2012,5:00,145,2.3,14.2,0.7,20.6,68.8,0,23,1012,0.001,0.003,0.004,0,19.4,8.4,29
1/01/2012,6:00,151,2.8,16.4,1,21.7,64.2,0,212,1012,0.001,0.003,0.004,0,29.6,17.1,86
1/01/2012,7:00,132,3.4,17.1,1.4,23.6,55.1,0,469,1013,0.002,0.003,0.005,0.004,45.6,32.9,67
1/01/2012,8:00,122,3.9,17.5,1.3,24.6,51.3,0,713,1013,0.004,0.003,0.007,0.006,23.1,11.2,14
1/01/2012,9:00,107,4.4,15.4,1.3,25.6,48.6,0,915,1013,0.002,0.002,0.004,0.001,11.9,1,11
1/01/2012,10:00,94,4.1,14.8,1.2,26.1,48.3,0,775,1012,0.036,0.008,0.043,0.012,9.6,-1.5,13
1/01/2012,11:00,82,4,15.9,1.3,26.2,49.2,0,574,1012,0.069,0.014,0.082,0.026,16.2,4.1,13
1/01/2012,12:00,74,4.4,13.4,1.3,26.1,51.8,0,602,1011,0.018,0.005,0.023,0.009,22.1,7,13
1/01/2012,13:00,70,5.5,12.5,1.7,26.4,50.3,0,832,1010,0.003,0.002,0.004,0.002,23.3,6,13
1/01/2012,14:00,77,4.7,11.9,1.4,26.4,50.5,0,570,1010,0.017,0.006,0.023,0.005,26.9,6.8,13
1/01/2012,15:00,78,5.5,12.4,1.6,26.3,49.6,0,624,1009,0.034,0.009,0.042,0.014,25.4,3.2,13
1/01/2012,16:00,79,5.6,12.5,1.6,26.2,49.4,0,434,1010,0.044,0.011,0.055,0.017,24.2,0.9,13
1/01/2012,17:00,92,5.3,11,1.7,26,51,0,183,1010,0.046,0.015,0.061,0.022,28.5,5,14
1/01/2012,18:00,99,5.4,9.9,1.6,25.1,55.9,0,22,1011,0.004,0.002,0.006,0.003,18.2,0.4,14
1/01/2012,19:00,106,5.1,9.1,1.3,24.6,58.5,0,0,1012,0.001,0,0.001,0.001,20.1,6.5,13
1/01/2012,20:00,116,3.6,10.3,1,24.1,58.4,0,0,1013,0.001,0.001,0.002,0,16.4,3.1,12
1/01/2012,21:00,122,3.7,10.6,1.1,23.7,59.9,0,0,1013,0.001,0,0.001,0,11.6,0.4,11
1/01/2012,22:00,124,3,13.3,1,23.2,61.7,0,0,1013,0.001,0.002,0.003,0.002,11.4,-0.4,12
1/01/2012,23:00,136,2.1,14.8,0.8,22.6,62.7,0,0,1013,0.01,0.01,0.02,0.007,19.6,7.7,141
2/01/2012,0:00,151,2,15.1,0.7,21.8,62.9,0,0,1013,,,,,112.7,99,
2/01/2012,1:00,158,1.8,16.7,0.6,21.2,65.3,0,0,1012,0,0.004,0.004,0.001,122.7,110.6,125
2/01/2012,2:00,160,2.1,14.1,0.8,21,65.9,0,0,1012,0,0.001,0.001,0,25.1,14.8,11
2/01/2012,3:00,156,2.5,16.1,0.9,20.8,66.8,0,0,1012,0,0.002,0.002,0,15,5.4,13
2/01/2012,4:00,166,2,15.3,0.8,20.7,68.4,0,0,1012,0,0.001,0.001,0,10.4,0.7,12
2/01/2012,5:00,184,1.4,18,0.6,20.5,70.4,0,22,1013,0.001,0.002,0.003,0,14.7,5.1,11
2/01/2012,6:00,156,2.4,22.3,1.1,21.8,66.4,0,214,1013,0.001,0.001,0.002,0,,,14
2/01/2012,7:00,141,3.1,18.8,1.2,23.3,59.8,0,452,1014,0.001,0.004,0.005,0.001,30.8,20.9,208
2/01/2012,8:00,118,4.1,15.2,1.4,25,51.4,0,732,1014,0.002,0.002,0.004,0.007,63.4,53.3,20
2/01/2012,9:00,104,4.4,12.9,1.3,25.7,48,0,880,1014,0.002,0.001,0.003,0.001,15.8,6.8,9
2/01/2012,10:00,89,4.3,13.9,1.2,26.6,44.5,0,1029,1013,0.031,0.009,0.039,0.008,10.7,1.8,8
2/01/2012,11:00,86,4.5,15.8,1.4,27.1,46,0,1080,1013,0.033,0.01,0.042,0.013,10.7,-0.5,10
2/01/2012,12:00,75,5.5,13.3,1.7,27.1,46.5,0,1008,1012,0.015,0.006,0.02,0.007,23,4.8,10
2/01/2012,13:00,76,5.8,12.6,1.7,27.7,43.3,0,975,1012,0.014,0.006,0.02,0.006,30.7,3.6,11
2/01/2012,14:00,76,5.9,10.9,1.7,27.6,43.5,0,834,1011,0.011,0.005,0.016,0.003,42.5,1.3,13
2/01/2012,15:00,72,6.4,10.5,1.6,27,46.8,0,666,1011,0.002,0.001,0.003,0.001,53.2,5.3,10
2/01/2012,16:00,82,5.7,11.6,1.7,26.5,52.3,0,436,1011,0.043,0.011,0.054,0.014,38.3,6,14
2/01/2012,17:00,85,5.2,12.3,1.7,26,54.8,0,193,1012,0.069,0.015,0.084,0.023,37.2,4.3,14
2/01/2012,18:00,100,5.2,12.7,1.5,25.4,55.2,0,23,1013,0.02,0.007,0.026,0.01,25.6,3.6,12
2/01/2012,19:00,109,4.5,9.9,1.3,24.8,55.2,0,0,1013,0.001,0.002,0.002,0.001,18.6,6.7,9
2/01/2012,20:00,109,4.7,10.4,1.6,24.4,57.9,0,0,1014,0.001,0,0.001,0,22.4,12.2,10
2/01/2012,21:00,119,3.6,11.7,1.1,23.9,61.6,0,0,1015,0,0.001,0.001,0,13,1,10
2/01/2012,22:00,127,2.7,13.7,1,23.3,62.6,0,0,1015,0.009,0.004,0.013,0.004,11.2,0.7,23
2/01/2012,23:00,146,2.2,16.5,0.7,22.5,64.3,0,0,1014,0,0.006,0.006,0.005,25.5,15.4,147
3/01/2012,0:00,164,2,14.5,0.6,21.7,65,0,0,1014,,,,,49.3,39.2,
3/01/2012,1:00,157,2.5,15.7,0.9,21.5,62.9,0,0,1013,0,0.002,0.002,0,28.2,20.6,25
3/01/2012,2:00,156,2.3,14.8,0.8,21.3,63.9,0,0,1013,0,0.001,0.001,0,12.1,4.9,11
3/01/2012,3:00,150,2.3,14.1,0.8,21,65.6,0,0,1013,0.001,0.002,0.002,0,12.7,6.1,12
3/01/2012,4:00,162,1.8,13.2,0.6,20.5,68.3,0,0,1014,0.001,0.003,0.003,0,9.8,3.7,12
3/01/2012,5:00,159,2.1,14.9,0.8,20.5,68.9,0,20,1014,0.005,0.008,0.012,0,10.4,3.7,24
3/01/2012,6:00,150,3,16.1,1.1,22,62.9,0,211,1015,0.006,0.006,0.012,0,16.6,9.2,22
3/01/2012,7:00,140,3.6,15.3,1.3,23.7,57.2,0,388,1015,0.005,0.005,0.01,0.001,23.3,15.9,54
3/01/2012,8:00,115,3.8,16.7,1.3,25.5,50.9,0,690,1015,0.006,0.005,0.01,0.004,26,15.6,16
3/01/2012,9:00,109,3.8,16.5,1.3,26.1,48.4,0,838,1015,0.007,0.004,0.011,0,11.8,2.3,11
3/01/2012,10:00,100,3.8,17,1.2,26.5,48.6,0,901,1015,0.015,0.006,0.021,0.004,14.7,5,11
3/01/2012,11:00,99,3.7,19.4,1.3,27.2,46.8,0,943,1015,0.026,0.011,0.036,0.007,16.9,6.6,11
3/01/2012,12:00,76,4.6,15.9,1.6,27.9,46,0,1004,1014,0.016,0.007,0.023,0.007,17.4,6,9
3/01/2012,13:00,77,5.2,12.2,1.6,27.9,44.6,0,991,1013,0.017,0.008,0.025,0.006,18.6,3.6,10
3/01/2012,14:00,78,5.3,12.8,1.5,27.9,41.3,0,864,1013,0.024,0.01,0.034,0.009,22.8,5,9
3/01/2012,15:00,70,5.6,11.2,1.6,27.4,46.2,0,673,1013,0.006,0.004,0.009,0.001,25.7,7,9
3/01/2012,16:00,71,5.6,10.2,1.5,26.9,49.7,0,444,1012,0.006,0.004,0.01,0,22.3,6.8,9
3/01/2012,17:00,79,5.2,11.4,1.7,26,56.6,0,198,1013,0.04,0.011,0.051,0.011,21.9,2,13
3/01/2012,18:00,86,4.5,12,1.5,25.3,61.6,0,23,1013,0.038,0.014,0.052,0.016,22.9,2.8,12
3/01/2012,19:00,102,4.3,13.9,1.2,25.1,59.7,0,0,1014,0.021,0.007,0.028,0.011,,,11
3/01/2012,20:00,109,4.4,10.2,1.2,24.6,62.1,0,0,1014,0.001,0.002,0.003,0.001,17.4,6.2,9
3/01/2012,21:00,109,4.3,9.5,1.3,24.4,63.7,0,0,1015,0.001,0.001,0.001,0,13.7,4.4,9
3/01/2012,22:00,117,3.1,12.6,1,23.9,66.4,0,0,1015,0.001,0.002,0.002,0,,,9
3/01/2012,23:00,131,2.2,13.9,0.7,23.1,66.9,0,0,1014,0.001,0.002,0.002,0,11.7,2.5,8
4/01/2012,0:00,156,1.7,25.2,0.6,22.3,69,0,0,1014,,,,,13,4.7,
4/01/2012,1:00,165,1.8,12.8,0.5,21.6,69.6,0,0,1013,0.001,0.004,0.005,0.001,32,23.1,56
4/01/2012,2:00,167,1.9,14.3,0.6,21.3,71.2,0,0,1013,0,0.002,0.002,0,21.5,12.5,28
4/01/2012,3:00,165,1.9,11.6,0.7,21.1,73.4,0,0,1013,0,0.002,0.002,0,11.6,4,12
4/01/2012,4:00,164,1.9,13.3,0.5,21.2,73.3,0,0,1013,0.001,0.003,0.003,0,11.8,3.7,9
4/01/2012,5:00,172,1.6,19.4,0.7,21.3,72.9,0,24,1014,0.006,0.006,0.012,0,12.3,2.9,10
4/01/2012,6:00,163,2.4,20.4,1,22.7,67.4,0,227,1014,0.005,0.004,0.009,0,13.1,4,10
4/01/2012,7:00,153,3.1,16.3,1.2,23.8,63.3,0,444,1015,0.006,0.006,0.011,0,13.4,2.9,11
4/01/2012,8:00,147,2.1,27.1,1,24.9,57.6,0,522,1015,0.012,0.005,0.017,0.003,14.4,4.5,16
4/01/2012,9:00,118,2.3,30,1.1,26.3,50.9,0,926,1014,0.014,0.007,0.02,0.005,16.5,5.6,12
4/01/2012,10:00,72,3,22.6,1.2,27.1,46.9,0,1016,1014,0.02,0.008,0.028,0.006,13.7,4.2,10
4/01/2012,11:00,51,3.9,19.5,1.3,27.1,49.7,0,1082,1013,0.01,0.004,0.014,0.005,16.7,3.4,11
4/01/2012,12:00,49,4.1,15.4,1.4,26.9,52.7,0,1076,1012,0.004,0.003,0.007,0.001,16.9,3.1,11
4/01/2012,13:00,51,4,14.9,1.3,26.8,49.9,0,1002,1012,0.004,0.003,0.007,0,15.3,3.3,9
4/01/2012,14:00,55,3.6,16.4,1.2,26.8,50.6,0,866,1011,0.005,0.003,0.008,0,16.4,5.3,10
4/01/2012,15:00,55,3.3,16.2,1.2,26.7,50.5,0,675,1011,0.005,0.002,0.006,0,16.4,2.3,9
4/01/2012,16:00,56,3.9,14.1,1.4,26.2,52.8,0,442,1011,0.005,0.003,0.008,0,11.1,1,9
4/01/2012,17:00,59,4.2,10.7,1.2,25.7,56.7,0,194,1011,0.005,0.004,0.009,0,15.7,5.6,9
4/01/2012,18:00,62,3.5,10.3,0.8,25,62.4,0,23,1012,0.003,0.004,0.006,0,15,5,10
4/01/2012,19:00,62,2.9,10.6,0.8,24.6,65,0,0,1012,0.004,0.004,0.008,0,15.4,1.6,12
4/01/2012,20:00,63,2.3,11.5,0.6,24.4,66.6,0,0,1013,0.003,0.004,0.007,0.001,26.4,8.8,11
4/01/2012,21:00,63,2.1,10.4,0.6,24.3,66.3,0,0,1013,0.003,0.003,0.005,0,13.2,-2,11
4/01/2012,22:00,67,1.4,20.5,0.6,24,66.6,0,0,1012,0.002,0.003,0.005,0,20.3,5.6,10
4/01/2012,23:00,122,0.6,50.2,0.5,23.5,68.4,0,0,1012,0.001,0.005,0.006,0,,,10
5/01/2012,0:00,203,0.7,21.4,0.3,22.5,72.7,0,0,1011,,,,,10.3,0,
5/01/2012,1:00,217,0.5,19.8,0.2,21.7,76.3,0,0,1010,0.001,0.004,0.005,0,16.3,7.5,63
5/01/2012,2:00,218,0.7,14.2,0.2,21.5,76.1,0,0,1010,0.004,0.006,0.009,0,26.4,18.7,82
5/01/2012,3:00,227,0.8,15.5,0.3,21.2,77.1,0,0,1009,0.005,0.007,0.011,0,28.3,19.8,60
5/01/2012,4:00,225,1,12.3,0.3,20.8,79,0,0,1010,0.005,0.007,0.012,0,17.8,9.6,38
5/01/2012,5:00,222,1.9,9.1,0.6,20.8,79.5,0,23,1010,0.01,0.006,0.016,0,17.1,9.1,24
5/01/2012,6:00,217,0.9,20.5,0.5,22.7,72.3,0,193,1011,0.01,0.008,0.018,0,15.5,6.4,16
5/01/2012,7:00,200,0.8,27.5,0.4,24.1,66.1,0,189,1011,0.006,0.005,0.011,0.008,14.8,6.5,13
5/01/2012,8:00,6,0.6,158.6,0.6,25.3,58.9,0,483,1012,0.008,0.006,0.014,0.005,12.3,2,12
5/01/2012,9:00,69,1.5,53.7,1.1,26.3,53.7,0,704,1012,0.005,0.003,0.008,0.002,12,0.5,11
5/01/2012,10:00,44,3.1,24.1,1.2,26.8,54.4,0,1054,1012,0.004,0.004,0.008,0.001,15.7,6.3,15
5/01/2012,11:00,44,3.5,17.9,1.3,26.9,55.3,0,1081,1011,0.005,0.003,0.008,0.001,17.8,6.9,11
5/01/2012,12:00,46,3.2,19,1.2,27.2,54.7,0,1170,1011,0.003,0.004,0.007,0,14.1,3.8,11
5/01/2012,13:00,50,3.8,16.5,1.3,27.2,53,0,1015,1011,0.003,0.002,0.005,0,15.8,6.8,10
5/01/2012,14:00,55,4.1,16.6,1.3,27.2,53.3,0,847,1010,0.005,0.004,0.009,0.001,15.3,7.6,11
5/01/2012,15:00,61,4.5,12.7,1.3,26.8,56.3,0,654,1010,0.005,0.003,0.008,0.001,13.7,3.1,11
5/01/2012,16:00,58,4.5,12.4,1.3,26.4,58.2,0,419,1010,0.003,0.003,0.006,0.001,11.4,2.1,12
5/01/2012,17:00,62,4.3,12.6,1.2,26,59.8,0,182,1010,0.007,0.004,0.011,0.001,13.2,3.7,13
5/01/2012,18:00,63,3.6,12.4,1.1,25.2,65,0,22,1010,0.005,0.003,0.008,0.001,17,6.2,13
5/01/2012,19:00,67,3.3,11.7,0.9,24.9,66.2,0,0,1011,0.003,0.004,0.006,0.001,13.6,3.4,12
5/01/2012,20:00,75,3.4,13.2,1,25,64.3,0,0,1011,0.009,0.005,0.014,0.001,15.5,3.7,12
5/01/2012,21:00,98,2.9,22.5,1.1,25.2,62.4,0,0,1011,0.004,0.005,0.009,0.003,17.6,4.8,13
5/01/2012,22:00,124,2.6,17.1,1.1,24.9,63.2,0,0,1011,0.002,0.003,0.004,0,12.6,2.8,12
5/01/2012,23:00,127,2.3,13.7,0.8,24.5,62.8,0,0,1011,0.001,0.002,0.003,0,10.6,1.6,11
6/01/2012,0:00,150,1.8,13.1,0.4,23.6,65.5,0,0,1011,,,,,14,5.8,
6/01/2012,1:00,159,1.7,15.6,0.5,23,67.7,0,0,1010,0.001,0.003,0.003,0.002,22.8,15.1,56
6/01/2012,2:00,175,1.6,13,0.5,22.3,69.4,0,0,1009,0.001,0.004,0.005,0.001,26.9,19.5,55
6/01/2012,3:00,178,1.4,16.5,0.6,22.1,68.7,0,0,1009,0.001,0.002,0.003,0,16.2,8.9,17
6/01/2012,4:00,188,1.1,16,0.5,22.1,68.5,0,0,1009,0.002,0.003,0.005,0,9.6,2.3,13
6/01/2012,5:00,189,1,15.9,0.5,22,69.2,0,20,1010,0.008,0.007,0.015,0,10.5,2.9,12
6/01/2012,6:00,158,2,19.6,1,23.2,65.2,0,198,1010,0.006,0.007,0.013,0,10.1,1.1,11
6/01/2012,7:00,133,1,58.8,0.8,24.7,60.2,0,411,1010,0.005,0.005,0.01,0.004,17.1,6.2,12
6/01/2012,8:00,53,1.2,54.5,0.8,25,60.4,0,304,1010,0.006,0.005,0.011,0.002,16,5.2,12
6/01/2012,9:00,35,2.1,19.6,0.8,25.4,59.5,0,696,1010,0.006,0.004,0.01,0.001,18.2,5.1,20
6/01/2012,10:00,33,2.4,24.2,1,26.1,57.5,0,990,1010,0.004,0.004,0.007,0,17.7,6.2,14
6/01/2012,11:00,39,2.7,19.3,1,26.6,56.6,0,1051,1009,0.003,0.003,0.006,0,17.8,7.6,14
6/01/2012,12:00,42,3.1,21,1.1,27.3,51.6,0,1038,1008,0.006,0.004,0.009,0,14.1,4.8,13
6/01/2012,13:00,34,3.2,20.3,1.2,27.5,50.7,0,961,1008,0.004,0.002,0.005,0,8.4,-0.1,11
6/01/2012,14:00,21,3.2,20.4,1.3,27,54.3,0,832,1007,0.003,0.003,0.006,0,13.7,5.6,10
6/01/2012,15:00,33,3.2,18.9,1.3,26.7,57.2,0,637,1007,0.004,0.004,0.008,0.001,14.5,6.3,11
6/01/2012,16:00,41,2.9,17.2,1.1,26.2,61,0,413,1008,0.004,0.003,0.007,0,13.8,5.3,10
6/01/2012,17:00,55,3.2,13.8,1,25.8,61.7,0,179,1008,0.005,0.004,0.009,0,13.5,5,11
6/01/2012,18:00,51,2.6,16.9,0.9,25.3,63.5,0,17,1009,0.005,0.004,0.009,0,7.8,1,9
6/01/2012,19:00,56,2.3,15.1,0.8,25,64.7,0,0,1009,0.004,0.003,0.007,0,7.8,0.7,9
6/01/2012,20:00,63,2.6,11.2,0.7,24.9,65.5,0,0,1010,0.002,0.002,0.004,0,15,8,9
6/01/2012,21:00,61,1.9,13.7,0.6,24.8,66.6,0,0,1011,0.003,0.003,0.005,0,11.5,3.2,9
6/01/2012,22:00,61,1.7,16,0.6,24.8,67.9,0,0,1011,0.003,0.003,0.006,0,,,9
6/01/2012,23:00,66,2.3,11.2,0.7,24.7,67.7,0,0,1011,0.002,0.003,0.005,0,15.1,6.1,9
7/01/2012,0:00,63,2.3,15.4,0.8,24.6,68.6,0,0,1010,,,,,8.3,-0.4,
7/01/2012,1:00,83,1.2,41.6,0.8,24.2,71.3,0,0,1010,0,0.002,0.002,0,9.4,0.6,28
7/01/2012,2:00,171,0.3,75.6,0.4,23,76,0,0,1010,0,0.004,0.004,0,22.4,14.4,105
7/01/2012,3:00,162,1.8,13.8,0.6,22.7,75,0,0,1010,0.001,0.005,0.005,0.001,31,23.7,29
7/01/2012,4:00,164,1.9,12.8,0.6,22.3,76.6,0,0,1010,0.002,0.005,0.007,0.001,15.7,9.4,21
7/01/2012,5:00,159,1.9,15.2,0.7,22.2,77,0,22,1011,0.003,0.007,0.009,0.001,12,5,20
7/01/2012,6:00,145,2.3,20.1,0.9,23.3,72.7,0,196,1012,0.003,0.006,0.009,0.002,14.3,6.4,55
7/01/2012,7:00,119,3,19.2,1.2,25.1,64.7,0,428,1012,0.003,0.002,0.005,0.005,20.8,12.4,15
7/01/2012,8:00,109,3.2,18.6,1.2,25.7,59.6,0,689,1012,0.006,0.003,0.009,0.001,13.2,5.7,10
7/01/2012,9:00,104,3.4,18.8,1.3,26.2,56.9,0,861,1012,0.01,0.004,0.014,0.002,10.1,2.5,8
7/01/2012,10:00,74,3.5,22.3,1.2,26.9,54.4,0,994,1012,0.014,0.005,0.019,0.003,7.2,0.5,8
7/01/2012,11:00,47,3.5,18.1,1.2,27,55.9,0,1060,1011,0.004,0.003,0.006,0.001,12.3,4.8,8
7/01/2012,12:00,49,4.2,15.3,1.4,26.9,58.6,0,1062,1011,0.005,0.002,0.007,0,8,1.1,9
7/01/2012,13:00,55,4.4,14,1.5,26.9,59,0,993,1011,0.002,0.001,0.003,0,7.4,0.1,8
7/01/2012,14:00,55,4.2,14.1,1.4,26.9,58.2,0,862,1010,0.003,0.001,0.004,0,7.7,0.8,7
7/01/2012,15:00,55,4.3,13.9,1.2,26.5,60.3,0,646,1010,0.004,0.001,0.005,0,9.9,4.2,8
7/01/2012,16:00,59,3.9,13.4,1.3,26.3,61.3,0,436,1010,0.003,0.002,0.004,0,8.2,2.7,8
7/01/2012,17:00,58,3.4,12.3,1.1,25.9,63.5,0,191,1010,0.004,0.002,0.006,0,7.2,1,8
7/01/2012,18:00,62,3.1,11.7,1,25.3,66.6,0,22,1011,0.005,0.003,0.008,0,10,4,8
7/01/2012,19:00,62,3,10.8,0.9,25,68.7,0,0,1011,0.002,0.002,0.004,0,6.4,0.3,9
7/01/2012,20:00,59,2.3,13,0.7,24.9,70,0,0,1012,0.002,0.002,0.004,0,2.2,-3.8,8
7/01/2012,21:00,61,2,11.3,0.5,24.8,68.8,0,0,1012,0.001,0.001,0.002,0,11.9,3.5,8
7/01/2012,22:00,64,2.3,11.3,0.7,24.8,69.5,0,0,1012,0.002,0.003,0.005,0,7,-1.5,8
7/01/2012,23:00,62,2.3,11.5,0.7,24.7,70.5,0,0,1011,0.002,0.002,0.004,0,6.8,-0.5,9
8/01/2012,0:00,65,1.9,12.7,0.6,24.5,70.6,0,0,1011,,,,,17.4,5.5,
8/01/2012,1:00,67,2.2,11.7,0.7,24.4,71.6,0,0,1010,0,0.003,0.003,0,11.7,-0.5,9
8/01/2012,2:00,60,2,13.6,0.7,24.3,71.1,0,0,1010,0,0.002,0.002,0,13.6,5.9,8
8/01/2012,3:00,104,0.2,82.1,0.4,23.7,73.4,0,0,1010,0.001,0.001,0.002,0,11.2,5.3,13
8/01/2012,4:00,184,0.5,29.3,0.4,22.5,79.1,0,0,1010,0.001,0.003,0.004,0,9.1,4.1,24
8/01/2012,5:00,184,0.7,21.4,0.4,22.4,79.3,0,26,1011,0.002,0.003,0.005,0,9.4,4.5,15
8/01/2012,6:00,145,0.8,38.8,0.4,24.2,72.4,0,229,1011,0.008,0.004,0.011,0.001,9,2.5,14
8/01/2012,7:00,42,1.9,26.6,0.8,25.7,64.8,0,359,1012,0.001,0.002,0.003,0.001,13.9,4,10
8/01/2012,8:00,17,1.8,31,0.8,26.4,59.8,0,702,1012,0.002,0.001,0.003,0,11.1,2.3,9
8/01/2012,9:00,37,2.1,23.7,0.9,26.7,58.2,0,875,1012,0.002,0.002,0.003,0,6.9,-0.1,9
8/01/2012,10:00,35,2.6,22.8,1,26.8,60,0,999,1011,0.002,0.001,0.003,0,7.8,-0.2,10
8/01/2012,11:00,34,3,18.2,1.1,27.2,57.8,0,1041,1011,0.001,0.001,0.002,0,6.8,-1,9
8/01/2012,12:00,30,3.2,22.1,1.4,27.4,58.5,0,1053,1010,0.002,0.002,0.004,0,12,3.6,9
8/01/2012,13:00,30,3,20.3,1.3,27.7,57.1,0,981,1010,0.002,0.001,0.003,0,10.6,2,9
8/01/2012,14:00,29,2.9,21.1,1.4,27.6,56.7,0,846,1009,0.001,0.002,0.003,0,11.4,3.1,10
8/01/2012,15:00,31,3.1,20,1.3,27.3,58.1,0,660,1008,0.003,0.002,0.004,0,12.3,3.8,9
8/01/2012,16:00,21,3.5,17.2,1.2,26.8,60.5,0,436,1008,0.001,0.002,0.003,0,13.4,5.9,9
8/01/2012,17:00,26,3,14.4,1.2,26.5,62.7,0,193,1008,0.002,0.002,0.003,0,10.5,3.5,8
8/01/2012,18:00,17,2.4,19.8,1.1,25.9,66.2,0,21,1008,0.003,0.003,0.005,0,12.2,5,9
8/01/2012,19:00,351,1.9,19,0.8,25.6,68.2,0,0,1008,0.003,0.005,0.008,0,13.1,4.6,8
8/01/2012,20:00,355,2,19,0.7,25.4,70.3,0,0,1009,0.002,0.008,0.009,0,13.3,4.4,9
8/01/2012,21:00,358,1.9,19.7,0.9,25.3,71.8,0,0,1009,0.002,0.007,0.009,0,15.2,3,8
8/01/2012,22:00,346,1.3,23.2,0.5,25.2,73.2,0,0,1009,0.001,0.006,0.006,0,16.5,4.7,8
8/01/2012,23:00,334,1.2,24.3,0.4,25,73.2,0,0,1009,0,0.003,0.003,0,9.1,0.9,10
9/01/2012,0:00,333,1.4,22,0.6,24.9,74.4,0,0,1009,,,,,11.5,2,
9/01/2012,1:00,321,1.1,19,0.5,24.7,76.1,0,0,1008,0,0.002,0.002,0,14.1,4,10
9/01/2012,2:00,338,1.1,24.1,0.6,24.6,76.3,0,0,1007,0,0.002,0.002,0,9.9,0,9
9/01/2012,3:00,312,1.6,20.5,0.6,24.6,75.9,0,0,1007,0,0.002,0.002,0,9.5,1.7,9
9/01/2012,4:00,326,1.8,17.7,0.6,24.7,75.2,0,0,1007,0,0.001,0.001,0,5.8,-1.1,8
9/01/2012,5:00,321,1.6,19.2,0.7,24.8,74.7,0,15,1008,0.001,0.005,0.005,0,4.7,-1.4,8
9/01/2012,6:00,320,2.3,18.1,0.8,25.3,72.8,0,138,1008,0.001,0.005,0.006,0,8.5,1.3,9
9/01/2012,7:00,294,2,28.6,1,26.2,70.1,0,282,1009,0.004,0.007,0.011,0,14.4,5.3,10
9/01/2012,8:00,314,3.1,25.6,1.6,26.9,65.9,0,463,1009,0.001,0.003,0.004,0,18,8.2,9
9/01/2012,9:00,310,3.6,23.6,1.3,28,57.5,0,804,1009,0.001,0.002,0.003,0,12.2,2.8,8
9/01/2012,10:00,310,3,27.5,1.2,29,51.7,0,911,1008,0.001,0.001,0.002,0,15.7,5.5,9
9/01/2012,11:00,356,2.8,30.2,1.4,29.9,50.2,0,1027,1008,0.002,0.002,0.004,0,19.3,7.3,11
9/01/2012,12:00,28,3.9,15.1,1.6,28.9,61.6,0,1008,1007,0.003,0.002,0.005,0,17.8,3.8,11
9/01/2012,13:00,20,4.8,12.8,1.6,28.5,63.9,0,946,1006,0.001,0.002,0.003,0,18,8.2,12
9/01/2012,14:00,23,4.5,13.8,1.8,28.8,63.4,0,809,1005,0.003,0.001,0.004,0,14.3,4.4,12
9/01/2012,15:00,14,4.1,15.5,1.4,28.9,63.1,0,570,1004,0.002,0.002,0.004,0,15.5,5.1,12
9/01/2012,16:00,2,3.6,16.5,1.5,29.1,60.2,0,430,1004,0.002,0.003,0.005,0,14.5,4.1,12
9/01/2012,17:00,5,3.4,16,1.3,28.4,65.6,0,180,1004,0.003,0.002,0.005,0,13.8,2.6,12
9/01/2012,18:00,353,2.5,17.2,1,27.7,69.3,0,22,1005,0.003,0.006,0.009,0,14.4,4.3,13
9/01/2012,19:00,347,2,17.7,0.9,27.2,71.1,0,0,1006,0.001,0.005,0.006,0,16.5,6.8,14
9/01/2012,20:00,330,1.9,22.4,0.8,26.6,73.4,0,0,1006,0,0.005,0.005,0,15.2,5.6,14
9/01/2012,21:00,337,1.9,18.5,0.9,26.4,74.6,0,0,1006,0,0.007,0.007,0.001,15.2,4.3,14
9/01/2012,22:00,318,2.1,17.4,0.7,26.2,76.4,0,0,1007,0,0.003,0.003,0.001,14,2.8,13
9/01/2012,23:00,321,2.5,16,0.8,26.1,76.8,0,0,1006,0,0.002,0.002,0,10.8,1.5,13
10/01/2012,0:00,318,2,18.5,0.8,25.9,78.2,0,0,1006,,,,,11.4,2.1,
10/01/2012,1:00,312,2,20.4,0.7,25.7,77.7,0,0,1005,0,0.004,0.004,0,13.7,3.9,12
10/01/2012,2:00,312,1.5,22.3,0.7,25.7,77.5,0,0,1005,0,0.006,0.006,0,9.8,-1,12
10/01/2012,3:00,309,1.3,22.2,0.5,25.5,78.2,0,0,1005,0,0.006,0.006,0,14.5,4.1,12
