Date ,Time ,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (degrees),Wind Speed Std Dev (m/s),Air Temperature (degC),PM10 (µg/m^3)
19/01/2012,3:00,157,0.1,85.3,0.2,20.3,12.3
19/01/2012,4:00,159,0.1,83.2,0.1,20.3,22.4
19/01/2012,5:00,162,0.9,25.2,0.3,20.7,33.7
19/01/2012,6:00,160,1.2,15.8,0.3,21.8,48.4
19/01/2012,7:00,141,1.6,13.5,0.5,25.4,42.6
19/01/2012,8:00,153,1.3,43,0.6,28.3,6.9
19/01/2012,9:00,158,0.9,58.1,0.6,30.4,7.3
19/01/2012,10:00,166,0.7,76.1,0.8,31.3,11.8
19/01/2012,11:00,128,1,72.3,0.8,32.2,
19/01/2012,12:00,103,1.9,34.4,1,33.5,
19/01/2012,13:00,132,2.7,32,1.2,34.3,
19/01/2012,14:00,139,3.1,26.1,1.3,35,3.3
19/01/2012,15:00,134,3.2,21.1,1.2,36,
19/01/2012,16:00,101,2.9,18.6,1,36.3,
19/01/2012,17:00,114,2.5,18.7,0.8,35.7,21.5
19/01/2012,18:00,98,1.8,35.8,0.9,32.9,54.2
19/01/2012,19:00,47,1.7,20.7,0.7,28.9,33.8
19/01/2012,20:00,15,0.9,165.8,0.4,27.1,39.5
19/01/2012,21:00,107,0.7,48.9,0.4,26.1,24.4
19/01/2012,22:00,131,1,50.5,0.8,25.6,27.9
19/01/2012,23:00,74,0.4,57.2,0.2,24.2,21.6
20/01/2012,0:00,109,0.9,19.9,0.3,23.5,19.6
20/01/2012,1:00,133,0.7,38.1,0.5,23.1,16
20/01/2012,2:00,146,1.3,20.1,0.5,22.9,20.4
20/01/2012,3:00,152,1.5,19.9,0.6,22.5,20.2
20/01/2012,4:00,145,2,7.4,0.4,22.4,14
20/01/2012,5:00,141,1.7,9.9,0.4,22.1,15
20/01/2012,6:00,143,1.8,14.5,0.6,22.9,21.2
20/01/2012,7:00,124,2.6,18.5,0.8,25.8,13
20/01/2012,8:00,110,2.7,20.2,0.8,27.3,3.3
20/01/2012,9:00,110,2,32.4,0.9,29.6,7
20/01/2012,10:00,116,2,34.4,1,30.9,7
20/01/2012,11:00,100,1.8,39.2,0.9,32.1,
20/01/2012,12:00,109,2.5,30.4,1,32.5,
20/01/2012,13:00,131,2.9,31.4,1.2,33.2,2
20/01/2012,14:00,116,2.6,26.1,1.1,34.4,
20/01/2012,15:00,121,3.6,22.3,1.2,34.8,5.4
20/01/2012,16:00,121,4.3,20.3,1.2,34.3,13.4
20/01/2012,17:00,87,3.7,16,1.2,31.3,47.9
20/01/2012,18:00,79,2.3,19.2,0.9,29.2,32.8
20/01/2012,19:00,68,1.7,16.5,0.7,27.5,10.6
20/01/2012,20:00,68,1.4,17.7,0.5,26.3,42.2
20/01/2012,21:00,60,1.7,21.1,1,25.6,33.9
20/01/2012,22:00,73,0.8,45.1,0.5,24.5,30.2
20/01/2012,23:00,96,0.8,31.3,0.4,23.7,9
21/01/2012,0:00,131,1.3,18.2,0.6,23,7.4
21/01/2012,1:00,139,2.2,11.1,0.4,22.4,13.6
21/01/2012,2:00,130,1.7,10,0.5,21.8,19.7
21/01/2012,3:00,146,2,8.7,0.4,21.6,15.1
21/01/2012,4:00,131,1.6,14.3,0.6,21.6,8.3
21/01/2012,5:00,135,2,8.1,0.4,21.2,7.1
21/01/2012,6:00,132,2.7,9.9,0.5,22.1,16.7
21/01/2012,7:00,121,3.1,15.7,0.8,24.9,9.1
21/01/2012,8:00,108,3.5,17.2,1,26.8,6.6
21/01/2012,9:00,98,2.9,22.1,1,28.5,9.2
21/01/2012,10:00,90,3.4,19.7,1.2,29.4,9.7
21/01/2012,11:00,117,3.1,27.2,1.1,30.3,13.1
21/01/2012,12:00,97,2.9,27.7,1,30.9,18.3
21/01/2012,13:00,85,2.8,24.1,1.1,31.7,15.3
21/01/2012,14:00,92,2.3,28.2,1.1,33.3,19
21/01/2012,15:00,107,2.7,25.6,1.1,34,21.2
21/01/2012,16:00,87,2.5,20.2,1,33.7,19
21/01/2012,17:00,84,2.3,19.3,0.9,32.1,27.7
21/01/2012,18:00,77,1.7,15.7,0.7,29.8,51.4
21/01/2012,19:00,63,1.3,16.7,0.5,28,36
21/01/2012,20:00,63,1.9,16.6,0.7,27.2,37.9
21/01/2012,21:00,70,2.3,15.8,0.8,26.1,29.4
21/01/2012,22:00,87,2.4,24.2,0.9,24.9,14.1
21/01/2012,23:00,116,1.7,20.9,0.6,24.2,10.6
22/01/2012,0:00,103,1.8,14.4,0.7,23.6,15.2
22/01/2012,1:00,105,1.2,14,0.4,22.7,20.7
22/01/2012,2:00,120,1.4,12.7,0.5,22.4,23.8
22/01/2012,3:00,127,1.5,10,0.4,21.9,21.1
22/01/2012,4:00,124,1.6,15.5,0.6,21.5,19.4
22/01/2012,5:00,133,1.6,9.1,0.4,21.2,23.2
22/01/2012,6:00,137,2.5,8.7,0.5,21.9,24.6
22/01/2012,7:00,132,3,14.5,0.8,23.3,13.7
22/01/2012,8:00,119,3.1,17.8,1,25.5,16.5
22/01/2012,9:00,99,2.8,24.6,1.2,28.2,7.4
22/01/2012,10:00,112,3,26.3,1.2,29.4,3.7
22/01/2012,11:00,108,2.6,26.5,1.2,30.6,15.7
22/01/2012,12:00,106,2.9,34,1.2,31.6,7.4
22/01/2012,13:00,100,3.2,26.1,1.2,32.4,19
22/01/2012,14:00,101,3.4,21.9,1.2,33.4,20.9
22/01/2012,15:00,102,3.2,19.8,1.3,33.3,24.6
22/01/2012,16:00,102,2.8,22.6,0.9,32.8,26.3
22/01/2012,17:00,84,2.6,16.8,0.9,31,28.6
22/01/2012,18:00,74,3.1,15.9,1.1,29.2,25.9
22/01/2012,19:00,67,2.8,17.4,1.1,27.7,18.2
22/01/2012,20:00,68,2.6,16.8,0.9,26.6,17.7
22/01/2012,21:00,75,2,17.7,0.9,25.6,28.5
22/01/2012,22:00,54,1.1,30.7,0.7,24.9,28.7
22/01/2012,23:00,76,0.5,79.7,0.6,23.4,41
23/01/2012,0:00,89,0.6,52.4,0.4,22.4,28.4
23/01/2012,1:00,83,1.1,22.8,0.4,22.2,13.3
23/01/2012,2:00,131,1.2,16,0.5,22.2,15
23/01/2012,3:00,150,1.6,18.3,0.4,22.1,19.9
23/01/2012,4:00,146,1.7,8.3,0.4,21.7,12.5
23/01/2012,5:00,133,1.2,12.2,0.4,21.6,11.6
23/01/2012,6:00,127,1.3,15.9,0.6,22,15.6
23/01/2012,7:00,128,2.4,14.2,0.7,23.4,17.5
23/01/2012,8:00,125,2.4,18.1,0.7,25.3,16.2
23/01/2012,9:00,89,2.6,21.4,1,28.3,15.8
23/01/2012,10:00,97,2.3,28.2,1.1,30,10.6
23/01/2012,11:00,71,1.8,36.9,0.8,31.5,16.8
23/01/2012,12:00,75,1.4,54.1,0.8,32,13.3
23/01/2012,13:00,83,2.4,35.6,1.2,31.4,22
23/01/2012,14:00,63,1.3,62.7,1.4,27.5,48.7
23/01/2012,15:00,120,1.6,60.1,1.3,24.6,34.9
23/01/2012,16:00,131,3.4,16.5,1,24.7,17.3
23/01/2012,17:00,90,2.4,17.6,0.9,23.4,
23/01/2012,18:00,82,2.6,17,1,22.2,
23/01/2012,19:00,62,1.9,28.8,0.8,22.2,14.4
23/01/2012,20:00,100,1.6,29.1,0.7,22,13.4
23/01/2012,21:00,121,1,40.1,0.6,22,8.5
23/01/2012,22:00,86,1.5,25.5,0.6,21.9,5
23/01/2012,23:00,132,2.3,14.5,0.6,21.8,7.7
24/01/2012,0:00,106,1.6,16.7,0.6,22,14.2
24/01/2012,1:00,124,1.4,19.5,0.5,21.9,7.5
24/01/2012,2:00,135,2.9,11.9,0.9,21.7,4.5
24/01/2012,3:00,129,1.8,14.1,0.7,21.5,7.1
24/01/2012,4:00,115,1.1,23.8,0.4,21.7,12.9
24/01/2012,5:00,136,1.2,34.6,0.6,21.7,11.6
24/01/2012,6:00,124,1.2,23.8,0.5,21.6,10.9
24/01/2012,7:00,137,1.6,28.1,1,22,13.9
24/01/2012,8:00,124,2.1,14.9,0.6,22.3,9.8
24/01/2012,9:00,117,1.8,20.2,0.6,22.8,11.1
24/01/2012,10:00,127,1.5,38,0.6,24.1,
24/01/2012,11:00,105,1.6,38.6,0.8,25,
24/01/2012,12:00,45,1.6,37.5,0.7,26.7,5.7
24/01/2012,13:00,14,1.6,33.6,0.8,28.4,
24/01/2012,14:00,352,0.4,153.5,0.4,29.1,
24/01/2012,15:00,254,0.9,44,0.5,29.2,
24/01/2012,16:00,157,0.4,113.7,0.7,31,2
24/01/2012,17:00,117,0.7,65.4,0.7,31.2,4.2
24/01/2012,18:00,90,1,23.9,0.5,27.2,11.3
24/01/2012,19:00,56,1.4,20.5,0.5,25.6,18.5
24/01/2012,20:00,69,1.1,20.8,0.6,24.5,8.3
24/01/2012,21:00,57,0.7,26.1,0.4,23.3,7
24/01/2012,22:00,45,1.1,23.1,0.4,22.9,15.9
24/01/2012,23:00,42,0.7,66.6,0.5,22.7,12.7
25/01/2012,0:00,186,0.8,56.3,0.6,22.4,12.8
25/01/2012,1:00,157,0.9,28.1,0.5,22,11.8
25/01/2012,2:00,169,0.7,41.9,0.5,21.6,14.1
25/01/2012,3:00,163,0.2,67.2,0.2,21.2,17.5
25/01/2012,4:00,161,0.9,12.7,0.3,21.1,19.8
25/01/2012,5:00,181,1.2,14,0.3,21.1,20.7
25/01/2012,6:00,182,1.3,14.4,0.3,21.3,16.3
25/01/2012,7:00,149,1.8,20.1,1,22.7,12.3
25/01/2012,8:00,146,2,16.8,0.5,25,7.3
25/01/2012,9:00,120,1,70.6,0.9,28,10.3
25/01/2012,10:00,357,0.9,53.3,0.6,27.9,6.9
25/01/2012,11:00,42,1,54.9,0.7,29.8,7.3
25/01/2012,12:00,66,1.1,55.6,2.9,28.9,12.4
25/01/2012,13:00,80,1.8,35.1,1,28.8,3.1
25/01/2012,14:00,45,1.1,56.8,0.7,31.8,5.6
25/01/2012,15:00,63,1,67.4,0.7,33.7,4.3
25/01/2012,16:00,49,1,54.8,0.7,33.9,5.7
25/01/2012,17:00,56,1,36.2,0.4,33.5,8.5
25/01/2012,18:00,73,0.8,20.7,0.2,30.4,9.9
25/01/2012,19:00,33,0.6,31,0.2,28.1,23.1
25/01/2012,20:00,67,1.4,25.8,0.7,27.2,17.8
25/01/2012,21:00,68,0.9,38.1,0.4,25.9,13.9
25/01/2012,22:00,60,1,40.8,0.6,25.3,12.4
25/01/2012,23:00,7,0.7,131,0.7,24.6,5.9
26/01/2012,0:00,125,0.1,148.4,0.2,23.9,11.1
26/01/2012,1:00,163,0.9,38.3,0.6,23.4,11
26/01/2012,2:00,165,1,26.9,0.5,23.3,19
26/01/2012,3:00,233,0.2,74.9,0.3,23.3,21.6
26/01/2012,4:00,254,0.5,77.5,0.5,23.1,19.6
26/01/2012,5:00,114,0.6,48.1,0.4,22.5,17.8
26/01/2012,6:00,112,0.6,42.2,0.5,23.2,21.5
26/01/2012,7:00,129,1,15.8,0.3,24.5,20.1
26/01/2012,8:00,73,1,35.2,0.5,26.8,16.8
26/01/2012,9:00,48,1.1,48.3,0.7,30,19
26/01/2012,10:00,3,1.4,165.4,0.9,31.1,16.8
26/01/2012,11:00,274,0.8,69.4,0.8,32,8.6
26/01/2012,12:00,298,0.5,76.4,0.7,33.1,18.3
26/01/2012,13:00,36,1,38.4,0.5,32.8,10.9
26/01/2012,14:00,247,3,47.5,1.5,29.9,16.7
26/01/2012,15:00,193,2,31.9,0.6,30.7,6.6
26/01/2012,16:00,108,0.9,46.6,0.5,32.5,17.3
26/01/2012,17:00,57,0.5,77.4,0.5,34,11.6
26/01/2012,18:00,95,2.9,27.1,1.1,28,17.4
26/01/2012,19:00,134,3.2,17.9,1.1,24.2,21.5
26/01/2012,20:00,121,3.1,16.8,1,23.5,10.2
26/01/2012,21:00,116,2.9,28,1,22.8,4.4
26/01/2012,22:00,99,1.7,33.7,1,22.4,4.1
26/01/2012,23:00,12,0.3,112.4,0.4,22.6,10.6
27/01/2012,0:00,291,0.5,59.7,0.4,22.9,8.1
27/01/2012,1:00,55,0.5,50.7,0.3,22.9,7.5
27/01/2012,2:00,307,0.1,102.6,0.2,22.8,8.2
27/01/2012,3:00,208,0.9,39.8,0.4,22.7,11.5
27/01/2012,4:00,194,1,28.6,0.4,22.6,10.2
27/01/2012,5:00,175,1.3,16.8,0.4,22.7,15.1
27/01/2012,6:00,191,1.1,14.9,0.3,23.1,13.5
27/01/2012,7:00,122,0.5,66.8,0.4,25.5,8.5
27/01/2012,8:00,127,1.1,41.9,0.6,26.4,7.7
27/01/2012,9:00,91,1.3,52.2,0.8,28.2,7.6
27/01/2012,10:00,78,0.7,69.2,0.7,29.4,4.8
27/01/2012,11:00,115,1.1,56.4,0.7,31.2,4.5
27/01/2012,12:00,142,1.4,45.4,0.8,31.6,4
27/01/2012,13:00,173,1.3,23.6,0.5,29.4,8
27/01/2012,14:00,184,1.4,21.8,0.4,28.9,7.1
27/01/2012,15:00,153,1.3,38.8,0.6,31.7,3.7
27/01/2012,16:00,153,1,54,0.6,32.3,
27/01/2012,17:00,135,1.5,26.4,0.6,30.9,7.7
27/01/2012,18:00,135,1.8,10.4,0.6,28.7,9.9
27/01/2012,19:00,120,0.5,53.4,0.4,26.3,17.8
27/01/2012,20:00,94,1.2,17,0.4,26,12
27/01/2012,21:00,106,1.4,15.7,0.5,25.8,9.6
27/01/2012,22:00,98,0.8,21.5,0.4,25.6,12.2
27/01/2012,23:00,99,0.5,32.5,0.2,25.2,11.7
28/01/2012,0:00,119,0.3,59.3,0.4,24.9,11.5
28/01/2012,1:00,99,0.5,38.5,0.3,24.4,9.8
28/01/2012,2:00,136,1.5,9.9,0.4,24.2,10.6
28/01/2012,3:00,130,1.9,11.6,0.6,23.8,17.7
28/01/2012,4:00,139,1.4,20.7,0.5,23.5,17.6
28/01/2012,5:00,133,1.7,16.2,0.4,23.5,17.3
28/01/2012,6:00,124,1.5,18.7,0.6,24.4,20.5
28/01/2012,7:00,127,2.6,14.9,0.7,26.4,16.1
28/01/2012,8:00,104,2.6,22.7,0.8,28.9,13.3
28/01/2012,9:00,87,2.5,28.4,0.9,30.3,13.4
28/01/2012,10:00,66,2.9,20.7,1,31.8,10.3
28/01/2012,11:00,67,2.8,24,1,32.5,10.6
28/01/2012,12:00,62,2.7,21.6,1,33,11.1
28/01/2012,13:00,80,2.4,31.1,1,34.1,14.2
28/01/2012,14:00,19,1.7,147.9,2,30.3,18.9
28/01/2012,15:00,69,2,23.9,0.9,24.6,19.5
28/01/2012,16:00,76,1.5,27.3,0.6,25.1,14.6
28/01/2012,17:00,67,1.2,34,0.5,25,9.6
28/01/2012,18:00,337,1.1,34.2,0.4,25,13.7
28/01/2012,19:00,109,1.2,37.3,0.5,24.7,8.2
28/01/2012,20:00,118,0.8,40.2,0.5,24.8,12.3
28/01/2012,21:00,79,0.7,53.8,0.5,24.8,14.3
28/01/2012,22:00,99,0.8,21.8,0.3,24.9,15.8
28/01/2012,23:00,69,0.9,24,0.4,24.6,13.7
29/01/2012,0:00,38,0.9,18.4,0.4,24.3,16.1
29/01/2012,1:00,360,0.5,161.7,0.3,24,17.8
29/01/2012,2:00,167,0.5,61.8,0.4,23.7,20.3
29/01/2012,3:00,170,0.8,17.4,0.3,23.5,18.5
29/01/2012,4:00,184,1,7.8,0.2,23.3,16.8
29/01/2012,5:00,184,1.2,10,0.3,23.2,15.5
29/01/2012,6:00,170,1,13.9,0.3,23.6,16.5
29/01/2012,7:00,136,0.9,25.8,0.4,26.4,193.9
29/01/2012,8:00,333,1.4,52.1,1.1,27.5,12.7
29/01/2012,9:00,331,1.8,29.1,0.7,29.1,14.5
29/01/2012,10:00,326,1.7,35,0.7,31.6,10.9
29/01/2012,11:00,349,1.2,164.1,0.8,33.7,6.6
29/01/2012,12:00,282,0.9,81.5,0.8,34.9,3.6
29/01/2012,13:00,307,1.6,42,0.9,34.9,5.5
29/01/2012,14:00,344,0.3,191.1,0.6,36.8,9
29/01/2012,15:00,87,1.4,43.1,0.6,38.3,8.7
29/01/2012,16:00,58,1.9,33.1,1,36.5,15.6
29/01/2012,17:00,46,2.8,19.3,1,32.2,23.8
29/01/2012,18:00,20,1.8,150.3,1.5,29.1,27.4
29/01/2012,19:00,219,1.6,37.8,0.5,26.1,21
29/01/2012,20:00,142,2.8,13.5,0.9,25.9,16.7
29/01/2012,21:00,136,1.9,14.8,0.5,25.8,16.8
29/01/2012,22:00,122,1.4,28.2,0.8,25.4,21.6
29/01/2012,23:00,115,1.1,23.8,0.4,24.9,19.9
30/01/2012,0:00,128,1.2,20,0.4,25,19.2
30/01/2012,1:00,137,0.9,11.1,0.3,25.2,19.6
30/01/2012,2:00,105,0.6,20,0.2,25,19
30/01/2012,3:00,136,0.5,58.2,0.4,25,21
30/01/2012,4:00,136,1.7,9.8,0.4,24.6,18.1
30/01/2012,5:00,133,1.5,8.8,0.4,24.3,21.9
30/01/2012,6:00,118,1.6,15.2,0.5,25,24.1
30/01/2012,7:00,99,1.9,17.6,0.7,26.9,22.5
30/01/2012,8:00,100,1.7,20.1,0.6,28.1,16.5
30/01/2012,9:00,94,1.2,32.9,0.6,30.1,17.1
30/01/2012,10:00,70,0.8,60.9,0.6,32,16.2
30/01/2012,11:00,116,1.3,89.9,1.4,33.2,11.7
30/01/2012,12:00,104,1.4,58.3,1.2,33.1,7.6
30/01/2012,13:00,343,0.8,102.2,1.2,32.4,93.4
30/01/2012,14:00,322,1.3,55.7,1,28,22.9
30/01/2012,15:00,90,2.7,36.6,1.7,30.6,14.8
30/01/2012,16:00,94,2,28.5,1,29.3,11.4
30/01/2012,17:00,30,1.9,42.6,0.9,26.7,15.9
30/01/2012,18:00,88,1.8,22.9,0.8,24.5,14.2
30/01/2012,19:00,102,1.5,27.7,0.6,24.9,15.5
30/01/2012,20:00,92,1.3,20.3,0.5,24.9,11.2
30/01/2012,21:00,106,2,16,0.7,24.6,9.8
30/01/2012,22:00,110,1.6,17.5,0.6,24.2,7.6
30/01/2012,23:00,109,1.9,14.5,0.7,23.8,7.4
31/01/2012,0:00,104,1.9,15.1,0.6,23.6,8.5
31/01/2012,1:00,89,1.3,17.3,0.5,23.5,11.1
31/01/2012,2:00,98,1.2,21.1,0.5,23.5,14.5
31/01/2012,3:00,138,1.7,10.9,0.4,23.6,15.2
31/01/2012,4:00,153,1.8,18.6,0.4,23.6,17.7
31/01/2012,5:00,155,2,23,0.4,23.7,15.9
31/01/2012,6:00,141,2.6,11,0.5,23.9,15.7
31/01/2012,7:00,131,2.2,11.3,0.5,23.9,17.3
31/01/2012,8:00,126,1.6,12.9,0.5,24.3,15.7
31/01/2012,9:00,126,2.4,14.3,0.8,24.8,10.7
31/01/2012,10:00,122,2.9,19.2,0.8,27.1,12.4
31/01/2012,11:00,119,2.4,25.1,0.8,29.1,12.1
31/01/2012,12:00,114,3,23.7,0.9,30.7,9.2
31/01/2012,13:00,110,3.2,18.8,0.9,32,13.7
31/01/2012,14:00,86,1.6,46,0.9,31.8,14.4
31/01/2012,15:00,353,2.1,27.4,1,27,18.5
31/01/2012,16:00,319,1.4,15.9,0.5,26.3,19.3
31/01/2012,17:00,351,0.6,145.3,0.5,27.2,17.7
31/01/2012,18:00,61,1.8,20.4,0.9,27.1,5.7
31/01/2012,19:00,70,1.5,20.1,0.6,26.1,11.1
31/01/2012,20:00,58,1.2,18.3,0.4,25.4,13.2
31/01/2012,21:00,20,0.6,171.8,0.3,24.6,19.5
31/01/2012,22:00,66,0.6,37,0.4,24.3,18.8
31/01/2012,23:00,101,0.7,42.3,0.4,23.8,18
1/02/2012,0:00,141,1.2,17.6,0.3,23.4,17.4
1/02/2012,1:00,178,1.5,13.6,0.3,23,20.8
1/02/2012,2:00,155,1.6,14.6,0.4,22.6,21.6
1/02/2012,3:00,138,1.7,7.2,0.3,22.4,19.2
1/02/2012,4:00,143,1.9,9.9,0.5,22.1,17.7
1/02/2012,5:00,127,1.1,15.2,0.4,21.6,17.3
1/02/2012,6:00,111,1.7,14.2,0.7,22.7,20.3
1/02/2012,7:00,115,2.4,14.6,0.7,24.7,19.7
1/02/2012,8:00,89,2.4,21.2,0.9,27.3,19.3
1/02/2012,9:00,86,2.8,20.4,1,28.5,15
1/02/2012,10:00,91,2.1,23.5,0.7,29.3,12.7
1/02/2012,11:00,117,2.7,20.9,0.9,30.5,10.7
1/02/2012,12:00,120,2.2,37.6,1.1,32.1,7.5
1/02/2012,13:00,72,2,34.5,0.8,33.1,12.4
1/02/2012,14:00,114,3.4,20.7,1.2,33.1,15.7
1/02/2012,15:00,64,2.7,33.1,1.3,31.1,21.9
1/02/2012,16:00,63,2.9,26.6,1.3,32.2,15.6
1/02/2012,17:00,45,3.3,19.6,1.1,30.1,12
1/02/2012,18:00,57,1.8,19.8,0.8,28.4,7.9
1/02/2012,19:00,65,1.6,17.7,0.6,26.4,9.1
1/02/2012,20:00,72,1.4,17.1,0.5,25.5,13.2
1/02/2012,21:00,86,1.4,21.1,0.6,25.2,17
1/02/2012,22:00,96,1,17,0.4,24.2,17.8
1/02/2012,23:00,108,1.3,18.4,0.5,23.7,16.5
2/02/2012,0:00,97,2,19.8,0.7,24,12.7
2/02/2012,1:00,132,1.8,16.6,0.6,23.7,14.5
2/02/2012,2:00,128,1.6,14.5,0.4,23.3,13.6
2/02/2012,3:00,137,2.2,10.5,0.4,23.3,11.7
2/02/2012,4:00,114,1.9,16.4,0.7,23.3,12
2/02/2012,5:00,108,2,20.4,0.7,23.3,10.1
2/02/2012,6:00,111,1.8,26.5,0.7,23.7,7.2
2/02/2012,7:00,103,2.6,17,1,24.1,5.5
2/02/2012,8:00,114,3.6,15.3,1.1,24.9,4.7
2/02/2012,9:00,108,3.9,16.1,1.3,25.5,3.5
2/02/2012,10:00,101,3.4,19.7,1,27.2,6.6
2/02/2012,11:00,94,2.5,27.5,0.9,27.4,11.3
2/02/2012,12:00,102,3.2,19.6,1,28.9,14.7
2/02/2012,13:00,90,3,28.1,1.1,30.5,11.5
2/02/2012,14:00,74,3.2,24.1,1.4,29.7,11.2
2/02/2012,15:00,87,3.6,22.7,1.5,29.1,15
2/02/2012,16:00,81,3.7,20.1,1.3,30.8,13.2
2/02/2012,17:00,76,3.4,18.2,1.4,29.4,13.3
2/02/2012,18:00,79,2.9,17,1.1,27.4,19.9
2/02/2012,19:00,88,2,16.3,0.8,25.7,16.6
2/02/2012,20:00,79,2.5,16,0.9,25.8,27.3
2/02/2012,21:00,77,2.6,16.8,0.9,25.4,20.5
2/02/2012,22:00,89,2.3,15.3,0.8,25.1,17.5
2/02/2012,23:00,94,1.9,13.9,0.7,23.7,20.7
3/02/2012,0:00,127,1.6,14.2,0.6,23.1,25.4
3/02/2012,1:00,132,2,10.8,0.5,22.9,16.7
3/02/2012,2:00,147,2.1,14.8,0.6,22.8,16.6
3/02/2012,3:00,148,2.7,7.5,0.6,22.8,18.1
3/02/2012,4:00,138,2.7,9.4,0.6,22.9,19.8
3/02/2012,5:00,133,3,9.6,0.7,23,19.9
3/02/2012,6:00,125,2.6,13.1,0.7,22.9,17.8
3/02/2012,7:00,136,2.7,11.7,0.7,23.1,11.4
3/02/2012,8:00,119,2.9,15.3,0.9,23.7,12.8
3/02/2012,9:00,101,3.2,19.7,1.1,25.7,14.2
3/02/2012,10:00,104,3.8,16.4,1.2,26.2,13.8
3/02/2012,11:00,111,3.8,15.5,1.5,25.2,12.1
3/02/2012,12:00,96,4.1,15.4,1.3,25.8,2.6
3/02/2012,13:00,94,4.2,17.4,1.4,27.7,10.8
3/02/2012,14:00,88,4.3,15.7,1.3,28.1,14.8
3/02/2012,15:00,94,4.6,17.5,1.5,27.8,12.8
3/02/2012,16:00,94,4.2,16.6,1.5,27.3,14.4
3/02/2012,17:00,91,4.2,17.5,1.3,26.9,11.5
3/02/2012,18:00,92,3.4,17.6,1.3,25.8,13.9
3/02/2012,19:00,107,2.9,14.9,0.9,25.2,19.6
3/02/2012,20:00,109,2.6,15.2,0.9,24.6,18.9
3/02/2012,21:00,103,2.6,16.8,0.9,24.7,20.7
3/02/2012,22:00,98,2.9,14.7,1,24.4,18.1
3/02/2012,23:00,116,2.7,15.5,0.9,24,18.2
4/02/2012,0:00,114,2.7,13.6,0.8,23.5,18.5
4/02/2012,1:00,124,2.4,14.3,0.7,23.4,17.9
4/02/2012,2:00,136,2.7,12,0.7,22.6,12.7
4/02/2012,3:00,141,3.3,7.8,0.7,21.8,12.3
4/02/2012,4:00,145,2.8,7.1,0.5,21.4,20.1
4/02/2012,5:00,143,2.7,7.4,0.5,21.3,20.9
4/02/2012,6:00,129,2.7,13.9,0.8,22.3,17.3
4/02/2012,7:00,126,4.2,13.2,1.2,24.9,19.7
4/02/2012,8:00,119,4.2,14.1,1.1,26.5,18.1
4/02/2012,9:00,116,4,17.6,1.2,27.9,17.5
4/02/2012,10:00,114,3.9,18.4,1.1,29.1,18.1
4/02/2012,11:00,107,3.2,25.1,1.1,30.3,15.8
4/02/2012,12:00,114,3.1,23,1.1,31.1,15.3
4/02/2012,13:00,117,2.9,19.5,0.9,31.5,15.4
4/02/2012,14:00,122,3,24.2,1.1,31.9,15.5
4/02/2012,15:00,129,3.7,18.3,1.2,31.4,14.3
4/02/2012,16:00,126,3.2,16,1,30.8,13.6
4/02/2012,17:00,126,3,13.5,0.8,29.5,13.7
4/02/2012,18:00,116,1.9,13.6,0.6,28.4,15.4
4/02/2012,19:00,103,1.8,22.8,0.6,27.6,18.7
4/02/2012,20:00,74,1.4,20.4,0.6,26.3,20.2
4/02/2012,21:00,105,1.5,16.2,0.5,25.7,17.1
4/02/2012,22:00,122,1.3,17.9,0.4,24.8,16.7
4/02/2012,23:00,80,1,22.4,0.4,24.3,16.1
5/02/2012,0:00,151,0.7,29.2,0.3,23.6,14.7
5/02/2012,1:00,171,1.5,12.4,0.4,23.5,21.2
5/02/2012,2:00,159,1.3,10.5,0.3,23.5,15.1
5/02/2012,3:00,133,0.9,12.5,0.2,23.2,14
5/02/2012,4:00,123,0.7,28.4,0.4,23,14.6
5/02/2012,5:00,146,0.3,77.8,0.4,23,14.3
5/02/2012,6:00,127,0.9,26.6,0.5,23.7,17.2
5/02/2012,7:00,118,1.8,16,0.5,25.2,25.9
5/02/2012,8:00,92,2.5,24.7,0.9,27.8,11.9
5/02/2012,9:00,85,1.9,28.2,0.8,29.7,8.6
5/02/2012,10:00,92,1.1,56.7,0.7,31,11.2
5/02/2012,11:00,167,0.6,80.3,0.7,31.4,13
5/02/2012,12:00,188,1.2,43.1,0.6,31.2,10.4
5/02/2012,13:00,270,0.6,88.7,0.8,30.9,16
5/02/2012,14:00,155,0.6,83,0.6,33.1,11.5
5/02/2012,15:00,352,1.5,45.4,0.6,33.3,8
5/02/2012,16:00,169,0.4,99.6,0.8,35.6,8.5
5/02/2012,17:00,121,1.9,21.5,0.8,32.1,12.6
5/02/2012,18:00,49,0.3,138.7,0.3,29.7,24
5/02/2012,19:00,321,0.8,15.1,0.3,26.9,21.5
5/02/2012,20:00,321,0.6,49.1,0.6,26.5,17.3
5/02/2012,21:00,328,2,25.8,0.7,26.8,14.6
5/02/2012,22:00,353,1.2,20.9,0.4,25.6,12.2
5/02/2012,23:00,14,0.8,21.9,0.3,24.3,10.4
6/02/2012,0:00,330,1.3,11.4,0.3,24,8.8
6/02/2012,1:00,331,1.7,12.9,0.4,23.9,9.2
6/02/2012,2:00,340,1.6,16.5,0.5,23.7,10.7
6/02/2012,3:00,334,1.4,14.3,0.4,23.3,10.5
6/02/2012,4:00,329,1.3,14.4,0.5,22.8,11
6/02/2012,5:00,337,1.5,14.5,0.4,22.4,10.6
