Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Air Temperature (degC),Relative Humidity (%),Rainfall (mm),Barometric Pressure (hPa),Ozone (ppm),Nitrogen Oxide (ppm),Nitrogen Dioxide (ppm),Nitrogen Oxides (ppm)
01/01/2016,00:00,270,0.9,45.3,0.5,17.0,74.9,0.0,1010,,,,
01/01/2016,01:00,218,1.5,10.5,0.3,17.5,73.9,0.0,1009,0.003,0.000,0.006,0.006
01/01/2016,02:00,241,1.4,19.9,0.4,17.5,74.8,0.0,1009,0.006,0.001,0.005,0.006
01/01/2016,03:00,219,1.7,20.4,0.4,18.7,71.1,0.0,1009,0.013,0.000,0.002,0.002
01/01/2016,04:00,215,0.8,36.5,0.6,18.5,72.5,0.0,1009,0.012,0.000,0.001,0.001
01/01/2016,05:00,266,0.7,36.9,0.4,18.4,74.6,0.0,1009,0.009,0.001,0.002,0.003
01/01/2016,06:00,217,2.7,12.0,1.0,20.6,65.9,0.0,1009,0.014,0.000,0.001,0.001
01/01/2016,07:00,209,3.3,16.1,1.0,22.0,58.2,0.0,1010,0.018,0.000,0.000,0.000
01/01/2016,08:00,207,2.5,30.0,1.1,23.1,53.4,0.0,1010,0.019,0.000,0.000,0.000
01/01/2016,09:00,233,1.6,44.5,1.0,24.4,49.5,0.0,1009,0.020,0.000,0.000,0.000
01/01/2016,10:00,223,2.8,32.1,1.3,25.7,44.2,0.0,1009,0.021,0.000,0.000,0.000
01/01/2016,11:00,226,3.1,21.9,1.2,26.0,44.8,0.0,1008,0.021,0.000,0.000,0.000
01/01/2016,12:00,207,2.0,46.3,1.3,26.7,42.1,0.0,1008,0.022,0.000,0.000,0.000
01/01/2016,13:00,213,1.8,49.4,1.2,27.5,38.9,0.0,1007,0.023,0.000,0.000,0.000
01/01/2016,14:00,217,1.9,42.1,1.1,28.2,38.4,0.0,1006,0.023,0.000,0.000,0.000
01/01/2016,15:00,86,0.4,96.3,1.3,28.0,40.6,0.0,1006,0.026,0.000,0.000,0.000
01/01/2016,16:00,80,3.9,13.3,1.1,26.2,46.5,0.0,1006,0.027,0.000,0.000,0.000
01/01/2016,17:00,82,3.6,11.0,0.9,25.3,49.0,0.0,1006,0.025,0.000,0.001,0.001
01/01/2016,18:00,78,2.7,9.0,0.6,23.7,52.8,0.0,1007,0.022,0.000,0.001,0.001
01/01/2016,19:00,82,2.6,9.4,0.6,22.4,56.6,0.0,1007,0.019,0.000,0.002,0.002
01/01/2016,20:00,96,1.3,15.9,0.5,21.4,59.4,0.0,1008,0.018,0.000,0.001,0.001
01/01/2016,21:00,131,1.3,17.8,0.6,21.2,58.2,0.0,1009,0.019,0.000,0.001,0.001
01/01/2016,22:00,223,0.7,44.0,0.3,20.0,62.7,0.0,1009,0.015,0.000,0.002,0.002
01/01/2016,23:00,255,0.6,45.2,0.3,18.0,73.6,0.0,1008,0.009,0.000,0.005,0.005
02/01/2016,00:00,244,0.9,28.5,0.3,17.1,77.9,0.0,1008,,,,
02/01/2016,01:00,241,0.8,28.8,0.2,17.2,78.0,0.0,1007,0.005,0.000,0.006,0.006
02/01/2016,02:00,253,0.4,68.4,0.4,16.2,82.9,0.0,1007,0.003,0.000,0.004,0.004
02/01/2016,03:00,272,0.5,54.1,0.3,15.2,86.3,0.0,1007,0.004,0.000,0.004,0.004
02/01/2016,04:00,231,0.6,28.4,0.3,14.9,87.7,0.0,1007,0.002,0.000,0.004,0.004
02/01/2016,05:00,251,0.6,58.8,0.5,14.8,88.6,0.0,1007,0.003,0.002,0.003,0.005
02/01/2016,06:00,90,0.3,87.6,0.5,17.9,80.4,0.0,1008,0.007,0.001,0.003,0.004
02/01/2016,07:00,227,1.1,60.7,0.9,21.3,66.1,0.0,1008,0.015,0.001,0.001,0.002
02/01/2016,08:00,189,0.7,87.5,0.8,23.6,53.6,0.0,1008,0.021,0.000,0.000,0.000
02/01/2016,09:00,77,0.5,101.2,0.9,24.9,46.9,0.0,1007,0.023,0.000,0.000,0.000
02/01/2016,10:00,101,0.7,70.6,0.7,26.3,40.9,0.0,1007,0.024,0.000,0.000,0.000
02/01/2016,11:00,62,1.1,68.0,0.9,27.1,36.9,0.0,1006,0.026,0.000,0.000,0.000
02/01/2016,12:00,61,1.8,38.1,1.0,27.9,34.6,0.0,1005,0.027,0.000,0.000,0.000
02/01/2016,13:00,228,0.4,100.8,1.0,29.2,29.5,0.0,1004,0.027,0.000,0.000,0.000
02/01/2016,14:00,78,4.8,15.3,1.8,27.6,43.7,0.0,1004,0.031,0.000,0.001,0.001
02/01/2016,15:00,75,4.8,15.8,1.2,26.5,47.8,0.0,1003,0.030,0.000,0.001,0.001
02/01/2016,16:00,82,4.6,12.7,1.3,25.8,52.5,0.0,1003,0.028,0.000,0.000,0.000
02/01/2016,17:00,92,3.4,16.6,1.5,24.8,55.7,0.0,1004,0.025,0.000,0.001,0.001
02/01/2016,18:00,84,3.6,10.9,1.0,23.6,60.0,0.0,1005,0.022,0.000,0.001,0.001
02/01/2016,19:00,85,2.3,10.9,0.6,22.7,64.0,0.0,1006,0.020,0.000,0.001,0.001
02/01/2016,20:00,93,1.5,20.1,0.6,22.1,65.7,0.0,1006,0.019,0.000,0.001,0.001
02/01/2016,21:00,110,1.3,23.5,0.7,22.0,64.0,0.0,1007,0.019,0.000,0.001,0.001
02/01/2016,22:00,116,1.2,32.2,0.7,22.0,61.9,0.0,1006,0.020,0.000,0.001,0.001
02/01/2016,23:00,149,0.7,26.3,0.4,21.9,61.1,0.0,1006,0.020,0.000,0.001,0.001
03/01/2016,00:00,132,0.9,38.8,0.6,21.7,62.1,0.0,1006,,,,
03/01/2016,01:00,237,0.8,31.8,0.3,21.1,66.2,0.0,1006,0.015,0.000,0.002,0.002
03/01/2016,02:00,191,1.2,13.2,0.4,20.5,71.2,0.0,1006,0.014,0.000,0.001,0.001
03/01/2016,03:00,228,0.7,31.9,0.3,20.1,72.6,0.0,1005,0.013,0.000,0.001,0.001
03/01/2016,04:00,269,0.8,38.1,0.3,19.7,76.6,0.0,1006,0.009,0.000,0.003,0.003
03/01/2016,05:00,220,1.4,10.6,0.3,19.8,75.9,0.0,1006,0.010,0.000,0.002,0.002
03/01/2016,06:00,220,1.6,17.2,0.5,20.4,72.8,0.0,1007,0.014,0.000,0.002,0.002
03/01/2016,07:00,209,1.9,19.0,0.6,21.1,70.2,0.0,1007,0.016,0.000,0.001,0.001
03/01/2016,08:00,219,1.9,30.3,0.8,22.3,65.7,0.0,1007,0.018,0.000,0.001,0.001
03/01/2016,09:00,235,1.0,45.9,0.6,23.3,62.8,0.0,1007,0.020,0.000,0.001,0.001
03/01/2016,10:00,198,0.4,80.9,0.5,24.0,60.9,0.0,1007,0.020,0.000,0.000,0.000
03/01/2016,11:00,116,1.1,51.1,0.8,24.2,62.8,0.0,1007,0.022,0.000,0.000,0.000
03/01/2016,12:00,109,1.6,32.2,0.7,24.8,60.9,0.0,1006,0.025,0.000,0.001,0.001
03/01/2016,13:00,145,1.6,41.0,0.7,25.5,57.2,0.0,1006,0.025,0.000,0.000,0.000
03/01/2016,14:00,233,1.3,47.8,0.6,24.9,62.9,0.0,1006,0.023,0.000,0.001,0.001
03/01/2016,15:00,149,1.7,30.2,0.8,23.9,69.6,0.0,1006,0.022,0.000,0.001,0.001
03/01/2016,16:00,176,2.1,20.2,0.8,22.8,77.3,0.0,1006,0.019,0.000,0.001,0.001
03/01/2016,17:00,183,1.4,29.0,0.8,21.7,85.8,0.3,1007,0.015,0.000,0.001,0.001
03/01/2016,18:00,193,1.1,39.9,0.6,21.2,87.2,0.0,1007,0.013,0.000,0.001,0.001
03/01/2016,19:00,231,1.7,18.9,0.5,20.7,88.0,0.0,1008,0.013,0.000,0.002,0.002
03/01/2016,20:00,217,2.3,13.2,0.6,20.1,88.0,0.3,1009,0.013,0.000,0.002,0.002
03/01/2016,21:00,210,1.8,19.5,0.7,19.7,88.2,2.2,1009,0.015,0.000,0.002,0.002
03/01/2016,22:00,187,0.9,33.2,0.4,19.5,89.6,2.6,1009,0.014,0.000,0.001,0.001
03/01/2016,23:00,251,1.1,26.7,0.4,19.5,90.0,0.0,1008,0.012,0.000,0.002,0.002
04/01/2016,00:00,223,1.7,22.0,0.7,19.0,89.3,0.0,1008,,,,
04/01/2016,01:00,222,2.0,16.8,0.6,18.3,87.4,0.0,1007,0.017,0.000,0.000,0.000
04/01/2016,02:00,216,2.1,13.6,0.5,18.3,86.4,0.0,1007,0.017,0.000,0.000,0.000
04/01/2016,03:00,217,1.9,12.4,0.5,18.3,84.4,0.0,1007,0.018,0.000,0.000,0.000
04/01/2016,04:00,210,2.2,16.4,1.0,18.4,82.4,0.0,1007,0.019,0.000,0.000,0.000
04/01/2016,05:00,215,2.1,16.0,0.6,18.7,81.1,0.0,1007,0.018,0.000,0.001,0.001
04/01/2016,06:00,209,1.9,15.6,0.6,19.3,78.5,0.0,1008,0.017,0.000,0.001,0.001
04/01/2016,07:00,221,2.1,15.6,0.7,20.2,75.4,0.0,1009,0.018,0.000,0.001,0.001
04/01/2016,08:00,220,2.4,21.3,0.8,21.5,72.4,0.0,1009,0.018,0.000,0.001,0.001
04/01/2016,09:00,207,1.9,22.2,0.7,23.3,66.9,0.0,1009,0.020,0.000,0.001,0.001
04/01/2016,10:00,205,1.0,64.4,0.9,25.0,63.2,0.0,1008,0.022,0.000,0.001,0.001
04/01/2016,11:00,124,1.1,50.9,0.8,26.3,59.8,0.0,1007,0.022,0.000,0.000,0.000
04/01/2016,12:00,62,1.9,22.3,0.8,26.2,61.4,0.0,1006,0.031,0.000,0.002,0.002
04/01/2016,13:00,106,0.9,55.3,0.8,26.1,62.5,0.0,1006,0.029,0.000,0.002,0.002
04/01/2016,14:00,311,0.9,58.7,0.6,24.5,71.6,3.2,1006,0.022,0.000,0.002,0.002
04/01/2016,15:00,255,1.4,45.2,0.8,23.2,81.2,0.0,1006,0.017,0.000,0.004,0.004
04/01/2016,16:00,229,1.3,32.0,0.8,22.6,85.2,0.0,1006,0.017,0.000,0.003,0.003
04/01/2016,17:00,230,0.4,61.1,0.4,22.6,87.4,0.2,1006,0.015,0.000,0.002,0.002
04/01/2016,18:00,309,0.1,131.8,0.2,22.6,89.0,0.0,1007,0.012,0.000,0.002,0.002
04/01/2016,19:00,184,0.3,78.9,0.3,22.5,90.0,0.0,1008,0.008,0.000,0.002,0.002
04/01/2016,20:00,53,0.8,42.0,0.6,22.2,89.8,0.0,1008,0.007,0.000,0.002,0.002
04/01/2016,21:00,213,0.3,74.6,0.4,21.7,88.2,0.0,1008,0.011,0.000,0.001,0.001
04/01/2016,22:00,197,0.8,55.0,0.7,21.8,89.6,1.0,1008,0.008,0.000,0.002,0.002
04/01/2016,23:00,148,0.4,62.1,0.5,21.7,89.9,0.0,1008,0.009,0.000,0.001,0.001
05/01/2016,00:00,162,0.6,42.6,0.3,21.4,89.7,0.0,1007,,,,
05/01/2016,01:00,232,0.7,54.9,0.4,21.3,90.2,0.1,1006,0.008,0.000,0.001,0.001
05/01/2016,02:00,85,0.1,104.2,0.4,21.1,90.7,0.8,1005,0.008,0.000,0.001,0.001
05/01/2016,03:00,166,0.4,48.5,0.2,21.1,91.1,0.1,1005,0.007,0.000,0.001,0.001
05/01/2016,04:00,202,0.6,28.9,0.2,21.1,91.2,0.0,1005,0.006,0.000,0.001,0.001
05/01/2016,05:00,237,0.8,29.1,0.4,21.0,91.0,0.3,1006,0.007,0.000,0.002,0.002
05/01/2016,06:00,184,0.7,42.4,0.4,21.0,90.9,4.3,1007,0.007,0.000,0.002,0.002
05/01/2016,07:00,80,1.7,58.1,1.4,21.0,90.9,4.3,1007,0.010,0.000,0.003,0.003
05/01/2016,08:00,70,0.6,68.7,0.6,21.1,90.0,1.8,1007,0.015,0.000,0.002,0.002
05/01/2016,09:00,89,2.3,16.3,1.0,21.5,87.9,0.0,1007,0.017,0.000,0.002,0.002
05/01/2016,10:00,99,2.3,20.9,1.1,22.1,85.9,0.0,1006,0.017,0.000,0.001,0.001
05/01/2016,11:00,85,2.8,14.7,1.0,22.4,82.7,0.0,1006,0.017,0.000,0.001,0.001
05/01/2016,12:00,99,1.7,22.9,0.8,22.7,80.0,0.0,1005,0.017,0.000,0.001,0.001
05/01/2016,13:00,98,1.7,27.2,0.8,23.2,77.8,0.0,1005,0.018,0.000,0.000,0.000
05/01/2016,14:00,100,2.1,23.1,1.0,22.8,83.1,0.0,1004,0.017,0.000,0.001,0.001
05/01/2016,15:00,79,3.4,13.6,1.0,22.0,85.8,0.1,1004,0.016,0.000,0.001,0.001
05/01/2016,16:00,81,1.7,19.3,0.7,21.5,88.5,0.9,1003,0.015,0.000,0.001,0.001
05/01/2016,17:00,72,1.8,20.7,0.9,21.6,89.3,0.1,1003,0.013,0.000,0.002,0.002
05/01/2016,18:00,109,1.0,62.7,0.8,21.6,89.6,0.0,1003,0.011,0.000,0.004,0.004
05/01/2016,19:00,180,0.5,57.8,0.4,21.6,89.9,0.0,1004,0.011,0.000,0.003,0.003
05/01/2016,20:00,223,0.9,31.0,0.4,21.7,90.2,0.0,1004,0.010,0.000,0.003,0.003
05/01/2016,21:00,227,1.5,11.6,0.4,21.6,90.8,0.0,1005,0.011,0.000,0.002,0.002
05/01/2016,22:00,224,1.8,15.5,0.5,21.5,91.0,0.0,1004,0.013,0.000,0.001,0.001
05/01/2016,23:00,242,1.3,15.9,0.4,21.4,91.0,0.0,1004,0.012,0.000,0.001,0.001
06/01/2016,00:00,250,1.1,22.1,0.4,21.4,91.1,0.0,1003,,,,
06/01/2016,01:00,214,0.8,40.8,0.4,21.3,91.2,0.0,1002,0.012,0.000,0.001,0.001
06/01/2016,02:00,91,1.2,27.0,0.6,21.1,91.5,0.0,1001,0.009,0.000,0.001,0.001
06/01/2016,03:00,291,1.4,33.1,0.7,21.0,91.6,0.0,1001,0.009,0.000,0.001,0.001
06/01/2016,04:00,22,0.2,117.3,0.3,20.9,91.6,0.0,1001,0.007,0.000,0.001,0.001
06/01/2016,05:00,255,0.7,62.9,0.5,20.7,91.8,0.0,1002,0.006,0.001,0.001,0.002
06/01/2016,06:00,225,1.4,22.6,0.5,21.2,91.3,0.0,1002,0.008,0.001,0.002,0.003
06/01/2016,07:00,235,2.2,23.1,0.7,22.3,85.1,0.0,1003,0.014,0.001,0.001,0.002
06/01/2016,08:00,237,1.7,25.2,0.8,23.9,76.0,0.0,1002,0.018,0.000,0.000,0.000
06/01/2016,09:00,234,1.8,27.3,1.0,25.9,65.0,0.0,1002,0.022,0.000,0.000,0.000
06/01/2016,10:00,250,3.1,25.6,1.2,27.8,51.4,0.0,1002,0.029,0.000,0.001,0.001
06/01/2016,11:00,229,3.5,24.4,1.1,28.9,46.8,0.0,1001,0.032,0.000,0.001,0.001
06/01/2016,12:00,243,3.1,25.9,1.3,29.8,42.9,0.0,1001,0.035,0.000,0.000,0.000
06/01/2016,13:00,241,3.1,30.5,1.3,30.7,38.9,0.0,1000,0.037,0.000,0.001,0.001
06/01/2016,14:00,238,3.4,21.2,1.3,31.2,37.3,0.0,1000,0.039,0.000,0.001,0.001
06/01/2016,15:00,260,3.6,21.2,1.2,31.5,36.1,0.0,1000,0.038,0.001,0.000,0.001
06/01/2016,16:00,255,3.7,19.0,1.4,31.5,36.1,0.0,1000,0.038,0.000,0.001,0.001
06/01/2016,17:00,266,3.6,14.8,1.1,30.8,38.4,0.0,1000,0.036,0.000,0.001,0.001
06/01/2016,18:00,354,0.5,101.9,0.9,28.8,51.8,0.0,1001,0.031,0.000,0.002,0.002
06/01/2016,19:00,75,3.1,8.6,0.6,25.4,74.6,0.0,1002,0.026,0.000,0.002,0.002
06/01/2016,20:00,71,1.5,24.8,0.8,24.7,79.1,0.0,1003,0.021,0.000,0.001,0.001
06/01/2016,21:00,76,0.8,67.6,0.8,24.2,82.4,0.0,1004,0.016,0.000,0.002,0.002
06/01/2016,22:00,11,0.2,140.1,0.3,23.3,85.3,0.0,1004,0.010,0.000,0.002,0.002
06/01/2016,23:00,278,0.4,60.7,0.3,22.6,87.3,0.0,1004,0.008,0.000,0.004,0.004
07/01/2016,00:00,201,0.4,54.8,0.3,21.8,89.8,0.0,1004,,,,
07/01/2016,01:00,241,0.4,39.8,0.3,21.2,90.8,0.0,1004,0.001,0.001,0.004,0.005
07/01/2016,02:00,244,0.5,30.6,0.2,20.8,91.1,0.0,1004,0.000,0.002,0.004,0.006
07/01/2016,03:00,236,0.8,32.9,0.4,20.3,91.3,0.0,1004,0.001,0.003,0.003,0.006
07/01/2016,04:00,236,1.0,14.9,0.3,20.1,91.5,0.0,1004,0.001,0.002,0.003,0.005
07/01/2016,05:00,253,0.5,54.1,0.3,19.9,91.7,0.0,1005,0.002,0.002,0.003,0.005
07/01/2016,06:00,219,1.1,19.7,0.5,20.7,91.0,0.0,1006,0.006,0.002,0.003,0.005
07/01/2016,07:00,225,1.5,19.4,0.5,23.3,76.0,0.0,1006,0.016,0.001,0.003,0.004
07/01/2016,08:00,230,0.8,68.8,0.7,25.8,55.4,0.0,1007,0.024,0.000,0.001,0.001
07/01/2016,09:00,354,0.5,164.2,0.7,26.9,49.8,0.0,1007,0.027,0.000,0.001,0.001
07/01/2016,10:00,229,0.5,87.8,0.7,27.7,47.2,0.0,1006,0.029,0.000,0.001,0.001
07/01/2016,11:00,243,1.4,45.1,0.9,28.9,43.2,0.0,1006,0.030,0.000,0.001,0.001
07/01/2016,12:00,41,1.2,65.3,1.0,29.2,42.4,0.0,1006,0.033,0.000,0.001,0.001
07/01/2016,13:00,81,3.8,20.4,1.4,28.2,47.9,0.0,1006,0.036,0.000,0.002,0.002
07/01/2016,14:00,85,3.9,15.3,1.4,28.4,49.1,0.0,1005,0.037,0.000,0.002,0.002
07/01/2016,15:00,82,4.8,14.2,1.3,28.0,49.6,0.0,1005,0.034,0.000,0.001,0.001
07/01/2016,16:00,76,4.9,13.3,1.3,27.3,50.1,0.0,1006,0.030,0.000,0.001,0.001
07/01/2016,17:00,82,4.3,11.9,1.2,26.3,52.5,0.0,1007,0.027,0.000,0.001,0.001
07/01/2016,18:00,85,3.6,9.3,0.9,24.8,58.3,0.0,1008,0.024,0.000,0.001,0.001
07/01/2016,19:00,85,2.4,13.7,0.8,24.0,63.0,0.0,1009,0.021,0.000,0.002,0.002
07/01/2016,20:00,89,2.1,18.1,0.8,24.0,62.4,0.0,1011,0.021,0.000,0.001,0.001
07/01/2016,21:00,94,1.9,20.5,0.8,23.5,62.9,0.0,1012,0.022,0.000,0.000,0.000
07/01/2016,22:00,103,1.3,22.8,0.7,22.7,67.0,0.0,1012,0.021,0.000,0.001,0.001
07/01/2016,23:00,131,1.1,23.9,0.5,22.3,67.4,0.0,1012,0.020,0.000,0.001,0.001
08/01/2016,00:00,115,0.8,30.9,0.6,21.9,68.1,0.0,1012,,,,
08/01/2016,01:00,25,0.3,169.3,0.2,21.2,72.9,0.0,1012,0.016,0.000,0.001,0.001
08/01/2016,02:00,166,0.3,76.4,0.3,20.9,75.1,0.0,1012,0.012,0.000,0.001,0.001
08/01/2016,03:00,246,0.1,88.0,0.2,20.4,78.6,0.0,1012,0.010,0.000,0.002,0.002
08/01/2016,04:00,303,0.3,100.1,0.4,19.3,83.7,0.0,1012,0.006,0.000,0.004,0.004
08/01/2016,05:00,332,0.1,121.5,0.2,19.0,86.1,0.0,1013,0.003,0.001,0.004,0.005
08/01/2016,06:00,193,0.3,116.0,0.5,21.3,72.8,0.0,1014,0.009,0.004,0.004,0.008
08/01/2016,07:00,206,1.5,39.2,0.8,23.1,53.7,0.0,1014,0.017,0.001,0.001,0.002
08/01/2016,08:00,279,0.5,64.1,0.6,24.5,47.8,0.0,1015,0.020,0.000,0.001,0.001
08/01/2016,09:00,68,1.1,60.1,0.7,24.8,46.5,0.0,1015,0.024,0.000,0.001,0.001
08/01/2016,10:00,30,0.7,69.3,0.7,26.0,42.1,0.0,1015,0.027,0.000,0.001,0.001
08/01/2016,11:00,68,1.0,60.3,0.7,26.6,42.1,0.0,1014,0.028,0.000,0.001,0.001
08/01/2016,12:00,34,0.1,114.6,0.9,27.5,40.7,0.0,1013,0.029,0.000,0.001,0.001
08/01/2016,13:00,81,2.7,43.6,1.6,27.6,42.8,0.0,1013,0.032,0.000,0.001,0.001
08/01/2016,14:00,86,3.5,20.4,1.4,27.0,48.0,0.0,1013,0.032,0.000,0.001,0.001
08/01/2016,15:00,85,4.0,15.4,1.2,26.8,47.2,0.0,1012,0.031,0.000,0.001,0.001
08/01/2016,16:00,88,4.3,15.0,1.3,26.1,48.1,0.0,1012,0.028,0.000,0.000,0.000
08/01/2016,17:00,90,3.8,13.1,1.3,25.3,50.9,0.0,1013,0.025,0.000,0.001,0.001
08/01/2016,18:00,86,2.9,12.7,1.1,24.1,54.0,0.0,1014,0.023,0.000,0.002,0.002
08/01/2016,19:00,79,1.8,12.8,0.6,22.9,58.6,0.0,1015,0.021,0.000,0.002,0.002
08/01/2016,20:00,82,0.8,22.1,0.3,21.8,64.1,0.0,1016,0.017,0.000,0.003,0.003
08/01/2016,21:00,87,0.2,89.6,0.3,21.2,67.3,0.0,1016,0.014,0.000,0.004,0.004
08/01/2016,22:00,270,0.6,27.0,0.2,19.9,74.7,0.0,1016,0.008,0.000,0.007,0.007
08/01/2016,23:00,236,0.7,19.7,0.2,19.0,80.1,0.0,1016,0.005,0.000,0.007,0.007
09/01/2016,00:00,247,0.6,20.1,0.2,18.2,83.4,0.0,1016,,,,
09/01/2016,01:00,214,1.0,12.4,0.3,17.9,83.7,0.0,1016,0.002,0.001,0.005,0.006
09/01/2016,02:00,229,1.1,15.5,0.2,17.8,84.0,0.0,1015,0.002,0.001,0.005,0.006
09/01/2016,03:00,254,0.9,28.9,0.2,17.5,84.3,0.0,1015,0.003,0.001,0.005,0.006
09/01/2016,04:00,228,0.7,26.1,0.1,16.9,86.8,0.0,1016,0.001,0.001,0.005,0.006
09/01/2016,05:00,243,0.7,27.3,0.3,16.6,87.8,0.0,1016,0.003,0.002,0.004,0.006
09/01/2016,06:00,215,1.2,16.7,0.4,18.8,80.8,0.0,1017,0.009,0.002,0.002,0.004
09/01/2016,07:00,211,1.8,17.7,0.6,21.7,70.2,0.0,1017,0.015,0.001,0.001,0.002
09/01/2016,08:00,216,1.7,29.0,0.7,24.1,60.0,0.0,1017,0.020,0.000,0.000,0.000
09/01/2016,09:00,186,0.6,79.7,0.6,25.4,54.3,0.0,1017,0.021,0.000,0.000,0.000
09/01/2016,10:00,30,0.2,141.2,0.6,26.6,50.8,0.0,1016,0.022,0.000,0.000,0.000
09/01/2016,11:00,254,1.0,70.4,1.0,27.6,45.6,0.0,1015,0.024,0.000,0.000,0.000
09/01/2016,12:00,216,1.4,65.8,1.1,28.5,40.8,0.0,1015,0.026,0.000,0.000,0.000
09/01/2016,13:00,262,2.0,35.4,1.0,29.6,37.9,0.0,1014,0.027,0.000,0.000,0.000
09/01/2016,14:00,93,3.7,40.9,1.9,28.3,48.4,0.0,1013,0.030,0.000,0.001,0.001
09/01/2016,15:00,78,5.1,14.2,1.4,27.5,52.7,0.0,1012,0.028,0.000,0.001,0.001
09/01/2016,16:00,81,5.2,10.3,1.2,26.4,55.0,0.0,1013,0.027,0.000,0.000,0.000
09/01/2016,17:00,89,3.4,18.5,1.6,25.4,56.2,0.0,1014,0.026,0.000,0.001,0.001
09/01/2016,18:00,94,2.6,19.1,1.3,24.4,65.5,0.0,1014,0.022,0.000,0.000,0.000
09/01/2016,19:00,92,1.4,38.6,0.9,23.9,66.4,0.0,1015,0.022,0.000,0.002,0.002
09/01/2016,20:00,114,0.6,47.6,0.3,23.3,69.3,0.0,1016,0.020,0.000,0.002,0.002
09/01/2016,21:00,100,1.1,34.4,0.8,22.7,72.5,0.0,1016,0.017,0.000,0.002,0.002
09/01/2016,22:00,214,0.2,89.2,0.4,22.1,74.8,0.0,1016,0.015,0.000,0.002,0.002
09/01/2016,23:00,233,0.8,24.1,0.3,20.9,81.8,0.0,1016,0.009,0.000,0.003,0.003
10/01/2016,00:00,245,0.8,28.7,0.3,20.3,85.8,0.0,1015,,,,
10/01/2016,01:00,180,0.1,100.3,0.3,19.9,87.7,0.0,1014,0.005,0.000,0.004,0.004
10/01/2016,02:00,267,0.8,32.7,0.3,19.6,89.2,0.0,1014,0.004,0.000,0.005,0.005
10/01/2016,03:00,202,0.2,87.7,0.3,19.0,90.0,0.0,1013,0.002,0.001,0.002,0.003
10/01/2016,04:00,64,0.1,109.7,0.2,18.7,90.7,0.0,1014,0.001,0.001,0.003,0.004
10/01/2016,05:00,263,0.7,25.0,0.3,19.0,91.0,0.0,1015,0.002,0.001,0.003,0.004
10/01/2016,06:00,281,1.0,29.1,0.5,19.9,89.2,0.0,1015,0.007,0.001,0.003,0.004
10/01/2016,07:00,215,1.1,28.3,0.5,23.1,73.1,0.0,1015,0.016,0.000,0.002,0.002
10/01/2016,08:00,147,0.6,100.9,0.7,25.3,61.9,0.0,1015,0.021,0.000,0.001,0.001
10/01/2016,09:00,209,0.9,65.4,0.9,26.1,55.7,0.0,1015,0.026,0.000,0.000,0.000
10/01/2016,10:00,181,1.2,58.9,0.9,27.2,51.2,0.0,1015,0.027,0.000,0.001,0.001
10/01/2016,11:00,177,1.1,63.7,0.9,28.2,45.9,0.0,1014,0.029,0.000,0.000,0.000
10/01/2016,12:00,217,1.4,55.5,1.1,29.2,41.0,0.0,1013,0.030,0.000,0.000,0.000
10/01/2016,13:00,95,2.4,33.3,1.4,28.7,47.9,0.0,1013,0.033,0.000,0.001,0.001
10/01/2016,14:00,78,4.2,14.5,1.1,28.2,52.8,0.0,1012,0.035,0.000,0.001,0.001
10/01/2016,15:00,86,3.6,17.8,1.4,27.9,52.4,0.0,1012,0.032,0.000,0.001,0.001
10/01/2016,16:00,86,3.7,17.6,1.3,27.4,53.8,0.0,1012,0.030,0.000,0.001,0.001
10/01/2016,17:00,79,4.8,11.1,1.1,26.2,57.5,0.0,1012,0.026,0.000,0.001,0.001
10/01/2016,18:00,84,3.4,11.5,0.9,24.7,62.4,0.0,1013,0.021,0.000,0.001,0.001
10/01/2016,19:00,80,2.3,12.1,0.8,23.8,67.6,0.0,1014,0.020,0.000,0.001,0.001
10/01/2016,20:00,83,1.2,17.0,0.4,23.7,70.4,0.0,1014,0.019,0.000,0.001,0.001
10/01/2016,21:00,62,0.2,152.1,0.4,23.0,73.1,0.0,1015,0.015,0.000,0.001,0.001
10/01/2016,22:00,277,0.4,79.5,0.4,22.1,77.4,0.0,1014,0.013,0.000,0.002,0.002
10/01/2016,23:00,238,0.4,38.9,0.3,21.0,82.1,0.0,1014,0.007,0.000,0.003,0.003
11/01/2016,00:00,248,0.5,36.3,0.2,20.3,85.7,0.0,1013,,,,
11/01/2016,01:00,269,0.7,35.8,0.2,19.6,88.0,0.0,1013,0.003,0.000,0.005,0.005
11/01/2016,02:00,218,0.5,19.6,0.2,19.3,88.7,0.0,1012,0.002,0.000,0.005,0.005
11/01/2016,03:00,251,0.8,23.6,0.3,18.8,89.6,0.0,1012,0.002,0.001,0.004,0.005
11/01/2016,04:00,257,0.5,37.0,0.2,18.4,90.1,0.0,1012,0.001,0.001,0.005,0.006
11/01/2016,05:00,231,0.5,41.4,0.3,18.1,90.5,0.0,1013,0.002,0.003,0.003,0.006
11/01/2016,06:00,223,1.0,19.5,0.5,19.7,87.4,0.0,1013,0.007,0.003,0.003,0.006
11/01/2016,07:00,224,1.4,20.6,0.5,22.7,73.1,0.0,1014,0.014,0.001,0.003,0.004
11/01/2016,08:00,157,0.1,128.2,0.6,25.0,60.1,0.0,1014,0.017,0.000,0.001,0.001
