Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Air Temperature (degC),Relative Humidity (%),Barometric Pressure (hPa),Ozone (ppm),Nitrogen Oxide (ppm),Nitrogen Dioxide (ppm),Sulfur Dioxide (ppm),PM10 (ug/m^3),PM2.5 (ug/m^3),Benzene (ppb),Toluene (ppb),Xylenes (total) (ppb),Formaldehyde (ppb)
10/01/2016,09:00,252,2.0,27.6,27.9,,,0.023,,0.002,0.001,11.0,5.0,1.1,2.2,5.8,3.3
10/01/2016,10:00,240,1.2,54.3,28.1,,,0.026,,0.002,0.001,11.6,6.3,0.7,1.3,3.9,1.7
10/01/2016,11:00,191,0.9,70.3,29.1,,,0.027,,0.001,0.001,8.2,4.3,1.0,1.4,7.1,2.6
10/01/2016,12:00,151,0.4,84.1,28.2,,,0.028,,0.002,0.001,9.4,4.3,1.1,0.0,7.7,4.8
10/01/2016,13:00,44,2.7,25.6,25.4,,,0.024,,0.001,0.002,12.2,5.1,0.6,1.2,7.0,3.7
10/01/2016,14:00,80,3.8,20.6,26.3,,,0.022,,0.000,0.001,11.5,4.1,1.2,0.2,7.6,4.0
10/01/2016,15:00,103,4.1,16.3,26.1,,,0.020,,0.001,0.001,9.3,3.0,1.0,2.8,7.2,4.0
10/01/2016,16:00,95,3.9,15.8,25.1,,,0.018,,0.000,0.001,9.7,3.8,1.2,2.8,11.2,4.1
10/01/2016,17:00,86,4.0,7.2,23.9,,,0.017,,0.000,0.001,8.7,4.4,0.8,2.6,9.9,4.6
10/01/2016,18:00,84,3.5,7.9,22.8,,,0.018,,0.000,0.001,8.7,3.9,0.8,3.6,7.0,4.5
10/01/2016,19:00,81,1.9,15.0,22.3,,,0.016,,0.001,0.001,9.7,4.3,0.9,4.4,5.5,5.3
10/01/2016,20:00,86,1.3,10.9,21.8,,,0.012,,0.001,0.001,8.7,4.2,0.8,5.3,4.4,6.0
10/01/2016,21:00,70,0.7,107.7,21.3,,,0.010,,0.001,0.001,8.0,3.7,0.5,4.5,4.2,6.3
10/01/2016,22:00,87,0.7,84.7,20.9,,,0.010,,0.001,0.001,6.9,2.5,0.8,4.6,2.1,6.9
10/01/2016,23:00,100,0.7,20.8,19.9,,,0.008,,0.001,0.001,6.3,2.0,0.9,4.9,2.6,7.6
11/01/2016,00:00,149,0.4,45.2,19.6,,,0.008,,0.002,0.001,5.2,1.4,0.7,5.3,5.2,8.0
11/01/2016,01:00,129,0.4,90.5,19.5,,,0.004,,0.003,0.001,5.9,1.5,1.2,5.3,6.7,9.1
11/01/2016,02:00,208,0.4,29.1,19.4,,,0.003,,0.007,0.001,7.4,3.4,1.2,6.3,4.2,8.7
11/01/2016,03:00,211,0.5,17.1,18.9,,,0.004,,0.007,0.001,6.9,2.8,0.8,5.3,3.2,10.6
11/01/2016,04:00,190,0.5,23.7,18.5,,,0.002,,0.008,0.001,7.8,3.6,0.8,5.5,2.9,10.3
11/01/2016,05:00,178,1.0,16.1,18.9,,,0.006,,0.007,0.001,7.3,4.0,0.6,5.5,3.2,10.0
11/01/2016,06:00,192,1.6,9.0,23.2,,,0.005,,0.010,0.001,12.3,7.5,1.2,5.6,5.2,10.1
11/01/2016,07:00,177,1.3,23.1,25.4,,,0.008,,0.007,0.000,11.1,5.6,1.0,5.2,10.1,8.8
11/01/2016,08:00,179,0.9,64.0,26.0,,,0.012,,0.002,0.001,8.3,3.3,1.1,5.7,11.1,8.5
11/01/2016,09:00,342,0.8,184.1,26.2,,,0.014,,0.002,0.002,4.0,0.5,0.8,4.5,9.9,5.6
11/01/2016,10:00,30,1.3,169.4,27.8,,,0.018,,0.001,0.000,10.6,1.9,1.5,4.0,9.3,6.1
11/01/2016,11:00,41,2.3,22.7,28.0,,,0.020,,0.001,0.000,17.9,3.8,1.0,3.0,9.2,5.1
11/01/2016,12:00,35,3.0,113.2,28.6,,,0.022,,0.002,0.001,7.0,1.7,0.6,2.8,9.2,5.9
11/01/2016,13:00,22,3.2,115.8,28.3,,,0.021,,0.001,0.000,6.3,1.4,1.1,2.9,10.3,5.0
11/01/2016,14:00,37,3.5,86.1,27.8,,,0.019,,0.002,0.001,8.7,1.6,1.5,4.0,11.3,5.6
11/01/2016,15:00,53,3.5,16.1,27.0,,,0.016,,0.001,0.001,7.7,1.2,0.8,2.8,8.5,6.0
11/01/2016,16:00,51,3.6,11.6,25.8,,,0.012,,0.000,0.001,6.0,0.7,0.7,5.1,3.8,5.2
11/01/2016,17:00,44,3.0,10.5,24.4,,,0.008,,0.001,0.001,5.3,1.4,0.7,4.4,7.7,6.2
11/01/2016,18:00,50,2.6,6.7,23.0,,,0.009,,0.002,0.001,5.8,1.6,1.0,5.4,9.0,6.1
11/01/2016,19:00,57,1.5,10.1,22.1,,,0.008,,0.001,0.001,6.1,2.2,1.1,5.1,5.7,5.2
11/01/2016,20:00,79,1.2,8.8,21.6,,,0.005,,0.002,0.001,4.9,2.3,1.0,4.7,4.1,6.3
11/01/2016,21:00,83,0.9,9.8,21.0,,,0.005,,0.002,0.001,3.6,0.7,0.8,5.2,2.6,6.8
11/01/2016,22:00,96,0.8,18.7,20.4,,,0.004,,0.002,0.001,3.1,0.9,0.7,5.8,3.7,8.2
11/01/2016,23:00,89,0.6,11.4,19.9,,,0.003,,0.002,0.001,1.9,0.2,1.1,4.9,3.6,8.3
12/01/2016,00:00,88,0.6,12.3,19.4,,,0.003,,0.002,0.001,2.2,0.0,1.0,6.0,6.0,8.9
12/01/2016,01:00,84,0.3,143.0,19.2,,,0.002,,0.002,0.001,1.5,,1.2,5.6,3.5,9.7
12/01/2016,02:00,91,0.7,6.7,19.4,,,0.002,,0.003,0.001,2.9,0.4,1.3,5.8,7.2,9.0
12/01/2016,03:00,107,0.5,16.7,19.2,,,0.001,,0.003,0.001,1.9,0.6,1.1,5.2,10.7,10.6
12/01/2016,04:00,107,0.3,59.4,19.0,,,0.001,,0.005,0.000,3.4,1.0,0.8,5.4,7.3,11.1
12/01/2016,05:00,97,0.3,50.0,19.2,,,0.001,,0.006,0.001,4.8,2.4,0.9,6.1,4.6,11.1
12/01/2016,06:00,211,0.6,49.4,23.7,,,0.002,,0.010,0.001,9.3,7.2,0.7,6.2,4.4,11.3
12/01/2016,07:00,308,2.2,20.7,24.9,,,0.005,,0.006,0.001,8.1,4.2,0.8,4.7,3.7,8.0
12/01/2016,08:00,331,2.1,118.9,26.5,,,0.009,,0.003,0.001,5.2,0.2,1.1,5.0,8.0,7.2
12/01/2016,09:00,315,2.6,29.0,28.0,,,0.013,,0.003,0.001,5.2,1.0,1.2,4.5,5.9,6.1
12/01/2016,10:00,302,2.5,79.0,29.6,,,0.023,,0.004,0.002,8.1,2.0,1.2,0.8,4.6,5.4
12/01/2016,11:00,23,2.8,152.6,29.2,,,0.030,,0.003,0.002,11.3,3.1,0.6,1.0,8.4,5.3
12/01/2016,12:00,27,3.1,123.2,29.2,,,0.033,,0.002,0.002,14.7,5.2,1.0,2.1,10.8,7.1
12/01/2016,13:00,29,3.5,10.7,29.3,,,0.033,,0.003,0.003,16.1,6.2,0.7,2.1,8.3,7.2
12/01/2016,14:00,20,4.1,112.3,28.7,,,0.033,,0.002,0.003,14.1,4.2,0.6,2.5,6.4,7.8
12/01/2016,15:00,30,4.2,91.4,27.6,,,0.018,,0.002,0.002,19.7,3.6,1.1,1.4,6.0,4.3
12/01/2016,16:00,34,4.6,10.3,26.2,,,0.017,,0.003,0.001,10.0,1.8,1.3,2.9,10.6,7.7
12/01/2016,17:00,34,4.2,89.5,24.6,,,0.011,,0.002,0.002,9.2,3.5,0.8,5.0,5.2,7.9
12/01/2016,18:00,34,3.7,4.5,23.3,,,0.009,,0.002,0.001,7.4,2.3,0.7,5.4,9.2,15.0
12/01/2016,19:00,35,2.4,4.1,22.7,,,0.006,,0.003,0.002,8.3,2.0,1.3,4.9,9.7,7.1
12/01/2016,20:00,40,2.2,6.5,22.2,,,0.007,,0.002,0.001,7.8,2.0,1.3,4.9,3.9,7.7
12/01/2016,21:00,86,0.8,45.4,22.0,,,0.007,,0.001,0.001,7.1,2.4,0.7,5.0,5.3,7.7
12/01/2016,22:00,40,0.7,111.1,21.7,,,0.007,,0.002,0.001,4.7,,1.0,5.0,2.0,7.7
12/01/2016,23:00,32,1.3,74.6,21.8,,,0.006,,0.002,0.002,4.8,0.6,0.8,4.9,2.5,8.1
13/01/2016,00:00,58,0.5,103.1,21.3,,,0.005,,0.002,0.001,4.9,0.8,0.8,5.1,2.4,8.4
13/01/2016,01:00,89,0.4,63.5,20.7,,,0.004,,0.002,0.001,3.2,,0.7,5.0,1.9,9.1
13/01/2016,02:00,88,0.5,25.5,20.1,,,0.002,,0.003,0.001,3.1,0.0,1.1,5.2,1.0,8.7
13/01/2016,03:00,117,0.7,20.9,19.8,,,0.001,,0.005,0.002,4.7,0.7,0.9,5.7,2.7,10.3
13/01/2016,04:00,93,0.6,11.0,19.3,,,0.001,,0.004,0.001,5.0,1.5,0.4,5.6,5.9,11.1
13/01/2016,05:00,97,0.5,30.4,19.4,,,0.002,,0.004,0.001,5.8,2.5,0.9,6.1,3.1,11.1
13/01/2016,06:00,42,0.7,106.4,23.6,,,0.005,,0.004,0.002,12.4,7.1,0.9,5.1,9.1,12.7
13/01/2016,07:00,21,2.1,137.0,25.6,,,0.009,,0.003,0.002,9.1,3.0,0.9,5.9,9.6,11.2
13/01/2016,08:00,23,1.8,115.8,26.8,,,0.012,,0.004,0.002,9.0,2.7,1.0,4.4,5.3,9.8
13/01/2016,09:00,60,1.5,86.1,28.2,,,0.020,,0.003,0.003,13.1,3.7,0.4,2.7,6.4,8.9
13/01/2016,10:00,335,1.5,179.2,29.8,,,0.026,,0.002,0.003,10.8,4.0,1.0,1.1,5.7,7.3
13/01/2016,11:00,30,2.9,116.2,29.5,,,0.027,,0.002,0.002,12.1,3.8,0.8,,6.6,6.4
13/01/2016,12:00,48,3.2,17.5,29.5,,,0.022,,0.001,0.001,5.8,1.0,0.9,2.5,9.4,6.3
13/01/2016,13:00,62,3.5,16.5,29.2,,,0.020,,0.001,0.001,14.1,2.8,1.3,3.0,9.0,6.9
13/01/2016,14:00,43,3.6,10.8,28.5,,,0.019,,0.001,0.001,10.2,2.8,0.6,2.9,10.1,6.4
13/01/2016,15:00,47,3.3,12.5,27.5,,,0.018,,0.002,0.001,8.7,1.8,1.0,4.0,9.9,6.3
13/01/2016,16:00,54,3.4,15.2,25.8,,,0.014,,0.001,0.001,7.3,1.2,0.8,5.2,6.9,
13/01/2016,17:00,52,2.5,15.6,24.4,,,0.010,,0.001,0.001,8.1,2.0,0.8,5.6,4.3,5.1
13/01/2016,18:00,52,2.0,8.6,23.4,,,0.011,,0.001,0.001,9.2,3.0,1.0,5.1,7.0,4.4
13/01/2016,19:00,62,1.3,9.5,22.3,,,0.007,,0.002,0.001,7.9,3.3,0.9,5.2,3.5,4.7
13/01/2016,20:00,69,1.5,7.8,21.8,,,0.007,,0.001,0.001,5.5,1.0,1.0,5.7,3.3,5.7
13/01/2016,21:00,83,1.6,7.8,21.4,,,0.006,,0.001,0.001,5.2,1.3,0.6,4.8,4.3,5.9
13/01/2016,22:00,92,1.5,9.0,20.9,,,0.006,,0.001,0.001,3.7,0.3,1.1,4.9,4.6,6.7
13/01/2016,23:00,96,0.8,9.9,19.8,,,0.004,,0.001,0.000,2.3,,1.1,4.7,6.6,8.4
14/01/2016,00:00,90,0.8,14.1,19.2,,,0.003,,0.002,0.001,3.1,,1.2,5.1,8.3,9.0
14/01/2016,01:00,96,0.9,6.9,18.9,,,0.004,,0.001,0.001,2.2,,1.0,5.0,1.4,10.3
14/01/2016,02:00,179,0.3,44.8,19.0,,,0.003,,0.003,0.000,3.5,0.3,0.3,5.2,1.8,11.2
14/01/2016,03:00,178,0.3,75.2,19.0,,,0.002,,0.007,0.001,3.6,1.4,1.0,6.3,2.9,12.3
14/01/2016,04:00,148,0.3,50.6,18.9,,,0.001,,0.007,0.001,5.3,1.8,1.1,6.2,6.4,11.5
14/01/2016,05:00,153,0.3,76.4,19.0,,,0.001,,0.007,0.001,6.5,3.5,0.8,6.4,8.8,11.2
14/01/2016,06:00,198,0.9,10.3,23.8,,,0.003,,0.009,0.001,12.6,8.0,0.8,6.0,13.5,10.8
14/01/2016,07:00,14,0.9,163.9,25.5,,,0.008,,0.005,0.000,6.8,3.8,1.1,5.1,9.6,9.9
14/01/2016,08:00,27,1.9,141.8,26.3,,,0.011,,0.002,0.001,3.5,,1.0,4.7,10.6,9.5
14/01/2016,09:00,344,2.0,130.3,27.3,,,0.015,,0.004,0.002,8.7,3.0,1.0,3.9,10.3,6.3
14/01/2016,10:00,6,2.8,158.8,27.9,,,0.018,,0.002,0.002,12.2,5.1,1.4,3.1,8.1,6.6
14/01/2016,11:00,3,2.4,217.7,28.6,,,0.022,,0.001,0.002,9.2,3.2,0.9,2.9,6.6,5.9
14/01/2016,12:00,23,3.2,149.5,28.8,,,0.021,,0.001,0.002,8.7,2.4,0.4,1.2,8.0,6.1
14/01/2016,13:00,28,3.1,111.5,28.8,,,0.021,,0.001,0.002,6.3,1.2,0.8,4.4,8.7,6.8
14/01/2016,14:00,7,3.4,154.4,28.4,,,0.020,,0.001,0.002,7.8,1.6,0.6,4.5,11.6,8.6
14/01/2016,15:00,26,3.5,119.9,27.4,,,0.017,,0.001,0.002,6.5,1.6,0.8,4.7,9.0,5.8
14/01/2016,16:00,37,3.3,11.7,26.4,,,0.015,,0.001,0.001,6.3,1.2,1.3,4.0,10.1,10.5
14/01/2016,17:00,39,2.8,84.9,25.1,,,0.010,,0.001,0.001,7.6,1.8,1.0,5.7,8.5,6.2
14/01/2016,18:00,40,2.8,8.8,23.6,,,0.008,,0.002,0.001,8.0,2.4,1.2,5.0,8.0,6.8
14/01/2016,19:00,42,2.1,3.6,22.5,,,0.006,,0.001,0.001,8.2,2.2,0.6,5.2,2.5,6.7
14/01/2016,20:00,48,1.7,4.7,21.9,,,0.005,,0.002,0.001,9.4,2.6,0.7,4.8,2.6,7.1
14/01/2016,21:00,43,1.5,5.3,21.4,,,0.006,,0.001,0.001,7.5,1.4,1.1,5.3,4.2,7.9
14/01/2016,22:00,35,1.5,89.9,21.2,,,0.006,,0.001,0.001,6.3,0.7,0.9,4.6,5.9,7.9
14/01/2016,23:00,24,0.9,84.6,21.2,,,0.005,,0.001,0.001,6.8,1.2,1.0,4.5,3.7,8.2
15/01/2016,00:00,28,0.3,192.4,20.8,,,0.006,,0.001,0.001,5.1,0.2,1.1,4.6,4.3,7.8
15/01/2016,01:00,51,0.4,100.3,20.7,,,0.004,,0.002,0.001,5.1,,1.2,4.7,5.4,8.1
15/01/2016,02:00,72,0.5,19.2,20.2,,,0.004,,0.003,0.001,5.7,0.7,1.5,5.2,6.3,9.9
15/01/2016,03:00,51,0.4,151.9,19.7,,,0.003,,0.003,0.000,5.9,0.7,1.0,5.2,5.8,9.7
15/01/2016,04:00,97,0.7,9.6,19.0,,,0.002,,0.003,0.001,5.0,0.6,0.8,5.4,4.3,10.8
15/01/2016,05:00,170,0.3,52.8,19.2,,,0.002,,0.005,0.002,6.3,2.1,0.5,6.1,4.9,11.1
15/01/2016,06:00,200,0.8,16.9,24.2,,,0.003,,0.011,0.001,14.0,8.2,0.9,5.9,4.0,11.3
15/01/2016,07:00,208,1.4,13.2,26.8,,,0.007,,0.008,0.001,13.7,6.3,0.9,5.3,5.9,9.5
15/01/2016,08:00,219,1.7,30.3,27.9,,,0.012,,0.003,0.001,13.3,4.1,1.0,4.8,5.8,7.5
15/01/2016,09:00,256,1.3,65.1,27.9,,,0.019,,0.003,0.001,9.6,2.0,1.0,2.7,5.1,5.7
15/01/2016,10:00,155,1.6,43.4,30.2,,,0.027,,0.002,0.001,12.2,4.1,1.1,0.9,6.7,5.8
15/01/2016,11:00,205,1.9,29.7,31.8,,,0.031,,0.002,0.001,12.7,4.9,1.4,2.0,8.6,4.9
15/01/2016,12:00,85,2.4,34.5,29.4,,,0.038,,0.002,0.001,16.8,5.1,0.9,2.4,6.4,8.6
15/01/2016,13:00,94,5.1,18.6,27.1,,,0.031,,0.000,0.001,19.8,6.2,0.7,3.8,9.5,5.3
15/01/2016,14:00,82,5.7,13.6,27.1,,,0.026,,0.001,0.001,19.8,5.9,0.9,2.4,6.9,9.3
15/01/2016,15:00,97,4.6,10.6,27.1,,,0.025,,0.001,0.001,21.0,7.3,1.1,2.8,9.2,4.4
15/01/2016,16:00,110,5.1,18.4,25.7,,,0.023,,0.001,0.001,24.2,6.1,0.9,2.6,7.7,4.5
15/01/2016,17:00,126,4.6,7.5,24.4,,,0.019,,0.002,0.001,27.6,4.3,1.1,3.3,10.3,4.4
15/01/2016,18:00,142,5.4,7.1,23.0,,,0.019,,0.003,0.001,16.4,3.4,1.3,2.5,7.3,3.7
15/01/2016,19:00,142,4.3,9.8,21.9,,,0.017,,0.003,0.000,10.4,1.8,1.0,3.3,7.1,4.5
15/01/2016,20:00,143,4.8,8.1,21.0,,,0.018,,0.002,0.001,7.2,0.9,1.4,3.6,4.8,4.9
15/01/2016,21:00,154,4.0,7.4,20.5,,,0.020,,0.002,0.001,6.0,0.2,1.1,3.1,3.8,5.9
15/01/2016,22:00,159,3.8,14.8,20.4,,,0.020,,0.002,0.001,3.2,0.5,0.7,4.7,2.8,7.0
15/01/2016,23:00,155,4.1,6.9,20.1,,,0.019,,0.001,0.001,1.9,,0.9,2.5,4.5,6.1
16/01/2016,00:00,165,3.5,10.6,20.0,,,0.018,,0.001,0.000,1.0,,1.3,3.1,3.2,5.7
16/01/2016,01:00,170,2.3,12.3,19.8,,,0.017,,0.001,0.000,,,1.1,2.9,3.1,5.2
16/01/2016,02:00,199,1.5,10.3,19.5,,,0.014,,0.001,0.001,0.6,,1.1,4.6,2.4,4.5
16/01/2016,03:00,156,3.1,14.9,19.7,,,0.017,,0.001,0.001,1.2,,1.2,4.2,3.7,4.8
16/01/2016,04:00,153,3.4,15.1,19.3,,,0.016,,0.001,0.001,0.7,,0.9,5.3,4.9,4.6
16/01/2016,05:00,164,2.6,11.9,18.8,,,0.015,,0.002,0.001,4.6,1.5,1.1,3.5,2.7,5.3
16/01/2016,06:00,174,1.9,15.0,18.3,,,0.011,,0.004,0.001,9.1,3.3,0.9,4.9,2.7,6.2
16/01/2016,07:00,169,2.5,9.9,19.0,,,0.011,,0.004,0.000,4.9,3.0,0.8,4.9,1.8,6.9
16/01/2016,08:00,164,2.4,16.9,19.6,,,0.011,,0.003,0.001,7.2,2.9,0.7,5.2,2.7,7.6
16/01/2016,09:00,164,2.9,10.0,20.7,,,0.010,,0.003,0.000,8.1,1.7,1.1,4.9,1.5,6.2
16/01/2016,10:00,161,3.2,13.9,21.4,,,0.012,,0.002,0.001,13.1,3.4,0.9,4.8,3.0,5.7
16/01/2016,11:00,157,3.0,8.7,22.1,,,0.012,,0.003,0.002,10.6,2.2,1.0,3.9,4.5,4.9
16/01/2016,12:00,136,4.2,14.5,23.1,,,0.014,,0.002,0.001,12.2,2.7,1.2,3.0,6.9,4.3
16/01/2016,13:00,133,4.3,16.0,22.8,,,0.015,,0.002,0.000,13.6,3.1,1.1,3.1,5.3,4.1
16/01/2016,14:00,125,5.0,11.9,23.7,,,0.017,,0.001,0.001,12.5,2.0,1.0,4.4,4.5,4.7
16/01/2016,15:00,134,3.7,7.1,22.6,,,0.016,,0.001,0.001,18.2,4.2,0.6,4.4,6.6,4.3
16/01/2016,16:00,140,3.4,18.6,22.3,,,0.016,,0.002,0.001,19.0,3.7,0.7,4.4,5.8,4.4
16/01/2016,17:00,139,3.5,7.6,22.2,,,0.014,,0.002,0.001,15.6,3.1,1.0,3.9,4.5,4.0
16/01/2016,18:00,136,3.6,8.0,21.7,,,0.012,,0.002,0.001,17.8,4.2,1.0,5.4,6.5,4.2
16/01/2016,19:00,163,2.9,13.1,21.1,,,0.011,,0.002,0.001,19.3,4.2,1.1,5.2,4.3,4.7
16/01/2016,20:00,167,2.3,11.1,20.5,,,0.011,,0.001,0.001,15.3,4.6,1.2,5.9,3.1,4.8
16/01/2016,21:00,167,2.1,11.4,20.3,,,0.011,,0.001,0.001,6.8,2.9,1.0,5.9,3.6,4.7
16/01/2016,22:00,160,2.0,13.5,19.8,,,0.010,,0.001,0.000,13.1,2.3,1.4,5.8,8.7,5.3
16/01/2016,23:00,168,1.9,8.7,19.4,,,0.010,,0.001,0.001,11.9,1.5,1.1,5.5,5.2,5.1
17/01/2016,00:00,163,1.9,8.6,19.2,,,0.010,,0.001,0.001,9.3,0.6,0.6,4.8,2.8,5.7
17/01/2016,01:00,165,1.1,20.8,18.5,,,0.011,,0.002,0.001,9.2,0.5,0.6,4.8,4.8,5.5
17/01/2016,02:00,202,0.7,20.0,18.4,,,0.011,,0.003,0.002,8.9,1.6,0.8,5.5,2.6,5.0
17/01/2016,03:00,202,0.8,8.2,17.9,,,0.010,,0.003,0.001,10.2,2.8,1.1,6.1,10.4,5.3
17/01/2016,04:00,209,0.6,11.6,17.3,,,0.008,,0.004,0.001,9.5,3.1,1.3,5.9,5.4,5.0
17/01/2016,05:00,200,1.1,5.4,17.2,,,0.007,,0.005,0.001,9.9,3.1,1.3,7.1,9.2,5.1
17/01/2016,06:00,201,1.6,5.9,21.6,,,0.010,,0.004,,11.1,4.5,1.4,5.6,4.5,4.7
17/01/2016,07:00,163,2.7,15.8,23.8,,,0.012,,0.002,0.001,12.0,4.7,1.4,4.5,7.2,4.8
17/01/2016,08:00,129,5.0,17.2,24.5,,,0.014,,0.001,0.001,14.1,4.3,1.4,5.6,5.7,3.6
17/01/2016,09:00,129,4.1,12.3,24.1,,,0.017,,0.001,0.001,14.1,3.9,0.4,3.9,7.4,4.3
17/01/2016,10:00,127,4.9,20.4,24.7,,,0.017,,0.001,0.001,13.5,4.0,1.3,4.7,6.6,3.7
17/01/2016,11:00,127,5.0,17.1,25.7,,,0.018,,0.001,0.001,12.1,2.8,0.9,3.2,5.5,3.9
17/01/2016,12:00,118,4.8,17.9,25.9,,,0.021,,0.001,0.001,14.7,1.5,0.4,2.1,6.8,4.1
17/01/2016,13:00,113,5.5,11.1,25.2,,,0.019,,0.001,0.001,15.6,1.8,0.5,3.6,6.9,4.2
17/01/2016,14:00,116,5.3,12.7,24.5,,,0.019,,0.000,0.001,15.8,2.5,0.7,4.1,6.5,4.6
17/01/2016,15:00,112,6.0,7.9,23.4,,,0.017,,0.001,0.001,11.6,0.9,0.7,2.1,6.8,5.5
17/01/2016,16:00,113,5.0,9.5,23.1,,,0.015,,0.001,0.001,13.2,2.3,0.6,3.5,8.0,5.3
17/01/2016,17:00,110,4.8,8.5,22.2,,,0.017,,0.001,0.001,11.0,1.9,0.7,4.3,4.2,5.9
17/01/2016,18:00,116,3.9,7.6,21.5,,,0.016,,0.001,0.002,13.3,2.3,0.9,4.6,5.1,5.5
17/01/2016,19:00,120,2.1,8.4,20.5,,,0.013,,0.002,0.001,11.1,2.7,0.5,4.6,4.5,6.1
17/01/2016,20:00,122,2.2,27.6,20.5,,,0.010,,0.003,0.001,9.8,2.5,0.6,5.9,5.5,5.6
17/01/2016,21:00,121,1.9,17.2,20.2,,,0.011,,0.002,0.001,9.0,2.2,1.2,5.6,4.2,6.2
17/01/2016,22:00,165,1.6,14.4,20.3,,,0.010,,0.003,0.001,7.3,2.0,1.1,5.6,6.0,6.2
17/01/2016,23:00,180,1.5,14.8,20.1,,,0.011,,0.002,0.000,6.3,0.8,1.0,4.7,6.7,5.8
18/01/2016,00:00,187,1.2,8.2,19.9,,,0.011,,0.002,0.000,4.7,0.1,1.2,6.1,6.8,5.6
18/01/2016,01:00,189,1.3,5.7,19.6,,,0.011,,0.002,0.001,5.3,0.1,1.0,5.7,6.2,5.8
18/01/2016,02:00,189,0.9,18.6,19.4,,,0.010,,0.002,0.001,5.9,0.6,1.0,5.9,6.9,6.0
18/01/2016,03:00,209,1.1,7.3,19.1,,,0.010,,0.002,0.001,6.1,0.9,0.9,5.6,4.1,4.1
18/01/2016,04:00,199,1.1,15.0,18.7,,,0.009,,0.003,0.001,7.6,1.4,0.9,5.8,7.8,3.3
18/01/2016,05:00,202,0.9,8.0,18.3,,,0.008,,0.006,0.001,8.7,2.6,1.1,5.2,1.5,4.6
18/01/2016,06:00,209,1.0,9.6,19.3,,,0.005,,0.010,0.001,8.5,2.7,0.8,5.9,3.6,5.4
18/01/2016,07:00,194,1.8,11.1,22.8,,,0.007,,0.008,0.001,10.9,4.4,0.7,5.3,3.6,5.4
18/01/2016,08:00,147,2.2,37.4,25.3,,,0.013,,0.005,0.001,13.8,4.2,1.2,5.5,7.0,6.5
18/01/2016,09:00,142,3.1,16.2,25.8,,,0.018,,0.002,0.001,11.0,1.2,0.8,4.5,6.1,5.1
18/01/2016,10:00,114,4.3,20.6,26.5,,,0.020,,0.001,0.001,9.8,0.9,1.1,3.1,9.4,3.4
18/01/2016,11:00,114,3.9,19.9,26.7,,,0.020,,0.001,0.001,8.3,0.1,1.1,3.6,8.0,3.2
18/01/2016,12:00,98,4.0,19.7,27.1,,,0.019,,0.001,0.001,8.2,0.2,0.8,3.2,7.4,4.1
18/01/2016,13:00,103,4.1,16.6,27.2,,,0.019,,0.000,0.001,8.5,1.0,0.5,5.0,10.6,4.9
18/01/2016,14:00,95,4.5,15.7,26.2,,,0.019,,0.000,0.001,7.8,1.3,0.7,2.1,9.4,3.8
18/01/2016,15:00,99,4.4,13.4,25.6,,,0.017,,0.001,0.001,9.2,1.9,1.0,3.2,13.8,6.0
18/01/2016,16:00,87,4.5,10.3,24.4,,,0.016,,0.000,0.001,7.4,1.7,1.3,2.7,13.6,5.2
18/01/2016,17:00,85,4.0,5.9,23.4,,,0.017,,0.000,0.001,6.9,2.2,1.0,5.8,11.7,5.8
18/01/2016,18:00,85,2.7,7.3,22.2,,,0.015,,0.001,0.001,8.0,2.6,0.9,5.3,11.4,5.7
18/01/2016,19:00,81,1.8,6.0,21.2,,,0.014,,0.001,0.001,8.2,2.6,1.1,6.0,8.7,6.1
18/01/2016,20:00,54,0.9,88.1,20.2,,,0.014,,0.001,0.001,6.6,1.7,0.9,3.9,7.8,5.4
18/01/2016,21:00,78,0.6,19.3,19.2,,,0.012,,0.001,0.001,7.7,1.8,0.8,6.2,4.1,6.3
18/01/2016,22:00,88,0.7,9.6,18.3,,,0.009,,0.002,0.001,7.5,2.5,1.0,5.9,7.5,6.5
18/01/2016,23:00,98,0.7,21.5,17.8,,,0.007,,0.002,0.001,7.1,1.7,0.7,6.2,6.9,6.5
19/01/2016,00:00,127,0.5,37.5,18.4,,,0.005,,0.006,0.001,5.8,1.0,0.9,6.3,5.2,7.7
19/01/2016,01:00,182,0.7,26.3,19.5,,,0.003,,0.014,0.002,7.2,1.4,1.2,6.3,5.6,8.3
19/01/2016,02:00,193,1.1,7.9,19.4,,,0.007,,0.006,0.001,8.5,2.0,1.1,6.3,4.7,6.6
19/01/2016,03:00,194,1.3,5.9,19.2,,,0.008,,0.005,0.001,9.9,2.4,1.5,6.0,7.1,6.1
19/01/2016,04:00,195,1.4,6.9,19.0,,,0.006,,0.006,0.001,8.5,2.5,1.1,6.0,6.4,6.0
19/01/2016,05:00,189,1.1,13.6,19.2,,,0.005,,0.008,0.001,8.7,2.8,0.9,5.9,3.6,6.1
19/01/2016,06:00,199,1.0,9.7,23.3,,,0.006,,0.010,0.001,8.8,3.8,0.7,5.6,4.8,7.3
19/01/2016,07:00,199,1.6,11.3,25.7,,,0.009,,0.007,0.001,10.6,4.3,1.0,6.0,9.4,9.1
19/01/2016,08:00,207,1.4,49.8,26.9,,,0.015,,0.003,0.001,9.4,3.0,0.6,4.3,13.4,9.7
