Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Air Temperature (degC),Relative Humidity (%),Rainfall (mm),Barometric Pressure (hPa),Sulfur Dioxide (ppm)
01/01/2016,00:00,158,0.7,34.0,0.3,,,,,
01/01/2016,01:00,61,2.1,10.0,0.3,,,,,0.000
01/01/2016,02:00,59,2.2,13.5,0.4,,,,,0.000
01/01/2016,03:00,35,2.2,14.3,0.5,,,,,0.000
01/01/2016,04:00,23,3.1,8.4,0.5,,,,,0.000
01/01/2016,05:00,23,3.3,6.7,0.4,,,,,0.000
01/01/2016,06:00,18,3.1,10.3,0.5,,,,,0.000
01/01/2016,07:00,27,4.3,10.8,1.0,,,,,0.000
01/01/2016,08:00,28,4.4,14.4,1.0,,,,,0.000
01/01/2016,09:00,30,4.4,15.2,1.1,,,,,0.000
01/01/2016,10:00,40,4.1,19.1,1.3,,,,,0.000
01/01/2016,11:00,34,4.4,17.3,1.2,,,,,0.000
01/01/2016,12:00,34,5.1,15.2,1.1,,,,,0.000
01/01/2016,13:00,35,4.9,16.4,1.2,27.9,59.8,0.0,1008,0.000
01/01/2016,14:00,43,5.1,15.2,1.2,28.2,57.7,0.0,1007,0.000
01/01/2016,15:00,43,5.4,12.4,1.0,27.6,61.3,0.0,1007,0.000
01/01/2016,16:00,43,5.2,12.1,1.2,27.8,58.6,0.0,1007,0.000
01/01/2016,17:00,40,4.7,10.6,0.9,27.6,56.3,0.0,1007,0.000
01/01/2016,18:00,29,4.4,8.5,0.8,27.1,58.0,0.0,1008,0.000
01/01/2016,19:00,20,3.1,6.6,0.5,26.3,62.2,0.0,1008,0.000
01/01/2016,20:00,29,2.7,6.0,0.3,26.1,64.8,0.0,1009,0.000
01/01/2016,21:00,30,3.1,6.5,0.4,26.2,65.9,0.0,1009,0.000
01/01/2016,22:00,29,2.9,4.6,0.3,25.9,67.8,0.0,1009,0.000
01/01/2016,23:00,32,2.9,5.6,0.4,25.9,68.5,0.0,1009,0.000
02/01/2016,00:00,27,3.2,8.0,0.6,25.8,69.1,0.0,1008,
02/01/2016,01:00,19,3.5,5.4,0.4,25.8,68.9,0.0,1008,0.000
02/01/2016,02:00,19,2.7,5.8,0.5,25.5,68.2,0.0,1007,0.000
02/01/2016,03:00,11,2.5,175.0,0.4,24.7,63.9,0.0,1006,0.000
02/01/2016,04:00,359,3.0,13.6,0.4,,,,,0.000
02/01/2016,05:00,16,3.6,7.2,0.3,,,,,0.000
02/01/2016,06:00,30,3.4,9.9,0.7,,,,,0.000
02/01/2016,07:00,33,4.8,8.1,1.0,,,,,0.000
02/01/2016,08:00,42,5.2,11.7,1.2,,,,,0.000
02/01/2016,09:00,41,5.3,13.0,1.2,,,,,0.000
02/01/2016,10:00,46,5.8,12.9,1.3,28.0,61.2,0.0,1008,0.000
02/01/2016,11:00,45,5.9,12.3,1.2,27.7,62.3,0.0,1007,0.000
02/01/2016,12:00,42,5.6,10.2,1.1,27.7,63.0,0.0,1006,0.000
02/01/2016,13:00,43,6.0,10.7,1.2,28.1,62.6,0.0,1006,0.000
02/01/2016,14:00,46,6.1,11.5,1.2,27.9,64.7,0.0,1005,0.000
02/01/2016,15:00,51,6.2,10.1,1.2,27.9,66.4,0.0,1004,0.000
02/01/2016,16:00,60,6.1,9.6,1.3,27.4,70.0,0.0,1004,0.000
02/01/2016,17:00,63,5.7,7.0,1.2,27.2,72.4,0.0,1004,0.000
02/01/2016,18:00,63,5.6,8.2,1.2,26.6,76.8,0.0,1004,0.000
02/01/2016,19:00,64,5.6,8.9,1.3,26.8,76.5,0.4,1004,0.000
02/01/2016,20:00,57,6.1,7.9,1.4,,,,,0.000
02/01/2016,21:00,54,6.4,8.2,1.3,,,,,0.000
02/01/2016,22:00,37,6.7,6.0,1.2,,,,,0.000
02/01/2016,23:00,23,5.2,17.6,1.5,,,,,0.000
03/01/2016,00:00,10,5.2,7.8,1.2,,,,,
03/01/2016,01:00,5,4.1,176.4,0.6,,,,,0.000
03/01/2016,02:00,359,3.9,36.7,1.5,,,,,0.000
03/01/2016,03:00,7,3.8,12.1,1.4,,,,,0.000
03/01/2016,04:00,358,2.4,13.5,0.6,,,,,0.000
03/01/2016,05:00,317,0.9,47.6,0.7,,,,,0.000
03/01/2016,06:00,346,1.2,28.1,0.4,,,,,0.000
03/01/2016,07:00,334,1.5,38.2,0.6,,,,,0.000
03/01/2016,08:00,339,3.0,15.7,0.7,,,,,0.000
03/01/2016,09:00,336,4.6,12.2,1.0,29.0,66.6,0.0,1004,0.000
03/01/2016,10:00,358,5.3,12.3,1.2,29.1,66.1,0.0,1004,0.000
03/01/2016,11:00,354,6.1,10.0,1.0,29.3,63.9,0.0,1004,0.000
03/01/2016,12:00,357,6.6,9.4,1.1,29.9,59.8,0.0,1003,0.000
03/01/2016,13:00,8,5.8,166.9,1.1,30.3,59.5,0.0,1002,0.000
03/01/2016,14:00,22,6.5,11.0,1.2,30.2,65.2,0.0,1001,0.000
03/01/2016,15:00,23,6.5,9.3,1.0,30.0,65.9,0.0,1001,0.000
03/01/2016,16:00,9,6.5,168.8,0.9,29.7,67.8,0.0,1001,0.000
03/01/2016,17:00,351,6.0,8.2,0.9,29.1,71.1,0.0,1002,0.000
03/01/2016,18:00,352,5.2,6.6,1.0,28.5,74.8,0.0,1002,0.000
03/01/2016,19:00,354,5.9,5.8,0.9,,,,,0.000
03/01/2016,20:00,352,6.0,6.9,1.2,,,,,0.000
03/01/2016,21:00,341,2.5,17.6,1.1,,,,,0.000
03/01/2016,22:00,319,1.9,21.9,0.6,,,,,0.000
03/01/2016,23:00,3,1.0,31.7,0.2,,,,,0.000
04/01/2016,00:00,260,1.3,44.1,0.4,,,,,
04/01/2016,01:00,210,3.0,38.3,1.6,,,,,0.000
04/01/2016,02:00,304,1.7,41.9,0.9,,,,,0.000
04/01/2016,03:00,200,2.1,49.0,1.3,,,,,0.000
04/01/2016,04:00,,,,,,,,,0.000
04/01/2016,05:00,,,,,,,,,0.000
04/01/2016,06:00,268,3.2,20.9,0.5,,,,,0.001
04/01/2016,07:00,233,1.8,29.4,0.5,,,,,0.000
04/01/2016,08:00,190,3.1,19.7,1.0,,,,,0.000
04/01/2016,09:00,194,2.8,17.7,0.9,28.2,62.2,0.0,1005,0.000
04/01/2016,10:00,191,2.5,23.0,1.2,29.5,57.9,0.0,1005,0.000
04/01/2016,11:00,81,0.7,88.6,1.4,30.1,57.6,0.0,1004,0.000
04/01/2016,12:00,37,4.0,14.5,1.0,30.0,62.0,0.0,1004,0.000
04/01/2016,13:00,33,4.2,12.8,0.9,30.2,60.7,0.0,1003,0.000
04/01/2016,14:00,47,4.1,17.8,0.9,30.9,57.5,0.0,1002,
04/01/2016,15:00,32,4.3,12.3,0.9,30.7,58.8,0.0,1002,0.000
04/01/2016,16:00,27,4.1,12.1,0.8,30.4,61.5,0.0,1002,0.000
04/01/2016,17:00,16,3.3,168.5,0.7,30.4,62.0,0.0,1002,0.000
04/01/2016,18:00,345,3.1,11.0,0.6,29.6,63.2,0.0,1003,0.000
04/01/2016,19:00,340,3.5,6.6,0.6,28.4,74.4,0.0,1004,0.000
04/01/2016,20:00,343,2.1,8.4,0.7,27.9,78.6,0.0,1005,0.000
04/01/2016,21:00,339,1.9,8.5,0.4,27.9,81.5,0.0,1005,0.000
04/01/2016,22:00,336,2.5,12.2,0.6,,,,,0.000
04/01/2016,23:00,335,3.1,12.7,0.5,,,,,0.000
05/01/2016,00:00,347,2.1,23.0,0.5,,,,,
05/01/2016,01:00,345,2.7,15.8,0.6,,,,,0.000
05/01/2016,02:00,330,2.4,11.8,0.6,,,,,0.000
05/01/2016,03:00,225,1.0,40.6,0.5,,,,,0.000
05/01/2016,04:00,,,,,,,,,0.000
05/01/2016,05:00,,,,,,,,,0.000
05/01/2016,06:00,312,1.0,65.6,0.7,,,,,0.000
05/01/2016,07:00,247,0.9,63.2,0.8,,,,,0.000
05/01/2016,08:00,224,2.6,23.8,1.2,,,,,0.000
05/01/2016,09:00,205,4.9,12.6,1.2,,,,,0.000
05/01/2016,10:00,199,4.6,15.5,1.2,,,,,0.000
05/01/2016,11:00,202,3.9,25.8,1.5,33.3,33.6,0.0,1006,0.000
05/01/2016,12:00,213,3.9,24.5,1.4,34.2,30.7,0.0,1005,0.000
05/01/2016,13:00,207,4.5,19.4,1.6,34.7,28.0,0.0,1004,0.000
05/01/2016,14:00,210,4.5,19.7,1.9,35.5,23.8,0.0,1003,0.000
05/01/2016,15:00,222,4.2,19.1,1.6,36.2,20.4,0.0,1002,0.000
05/01/2016,16:00,217,4.8,11.8,1.4,36.4,20.1,0.0,1002,0.000
05/01/2016,17:00,219,3.9,12.9,1.3,36.2,21.5,0.0,1002,0.000
05/01/2016,18:00,228,2.6,14.4,0.9,35.6,21.9,0.0,1003,0.000
05/01/2016,19:00,243,2.0,13.6,0.6,,,,,0.000
05/01/2016,20:00,153,0.6,81.8,0.6,,,,,0.000
05/01/2016,21:00,348,0.6,104.3,1.0,,,,,0.000
05/01/2016,22:00,314,3.1,12.9,0.7,,,,,0.000
05/01/2016,23:00,300,3.0,10.6,1.1,,,,,0.000
06/01/2016,00:00,303,2.1,11.9,0.5,28.2,69.9,0.0,1005,
06/01/2016,01:00,274,0.4,76.4,0.5,27.4,72.7,0.0,1005,0.000
06/01/2016,02:00,199,1.6,10.7,0.3,26.3,67.5,0.0,1004,0.000
06/01/2016,03:00,196,1.9,8.4,0.4,25.2,64.2,0.0,1004,0.000
06/01/2016,04:00,225,1.0,21.8,0.3,25.5,62.8,0.0,1004,0.000
06/01/2016,05:00,199,1.9,14.4,0.7,24.3,64.5,0.0,1005,0.000
06/01/2016,06:00,173,1.0,56.7,0.8,25.0,61.8,0.0,1006,0.001
06/01/2016,07:00,293,0.4,85.9,0.4,27.5,56.2,0.0,1007,0.001
06/01/2016,08:00,334,1.0,39.1,0.5,30.8,44.6,0.0,1007,0.000
06/01/2016,09:00,314,0.6,65.6,0.5,34.0,26.5,0.0,1007,0.000
06/01/2016,10:00,40,1.4,61.5,1.2,35.1,26.1,0.0,1007,0.000
06/01/2016,11:00,52,3.9,19.3,1.1,35.3,25.2,0.0,1006,0.000
06/01/2016,12:00,29,4.8,12.9,0.9,,,,,0.000
06/01/2016,13:00,13,5.1,11.3,0.8,35.6,26.9,0.0,1005,0.000
06/01/2016,14:00,59,5.1,21.2,1.4,34.6,32.1,0.0,1004,0.000
06/01/2016,15:00,63,5.1,13.1,1.1,33.6,32.0,0.0,1004,0.000
06/01/2016,16:00,38,4.5,10.3,1.0,32.6,43.9,0.0,1004,0.000
06/01/2016,17:00,35,3.5,9.4,0.8,31.8,49.0,0.0,1004,0.000
06/01/2016,18:00,33,2.1,21.1,0.8,30.5,57.4,0.0,1005,0.000
06/01/2016,19:00,191,0.3,84.1,0.3,28.9,65.6,0.0,1006,0.000
06/01/2016,20:00,324,0.3,59.6,0.3,28.6,67.9,0.0,1006,0.000
06/01/2016,21:00,43,0.3,158.8,0.3,27.8,70.9,0.0,1007,0.001
06/01/2016,22:00,193,0.9,32.7,0.5,26.9,71.5,0.0,1007,0.000
06/01/2016,23:00,208,1.0,27.0,0.4,26.8,69.0,0.0,1007,0.001
07/01/2016,00:00,298,0.4,87.6,0.5,26.6,64.1,0.0,1007,
07/01/2016,01:00,158,0.9,37.5,0.5,26.4,63.1,0.0,1006,0.000
07/01/2016,02:00,190,2.1,7.1,0.5,25.7,65.1,0.0,1005,0.000
07/01/2016,03:00,194,2.4,4.0,0.5,25.3,64.3,0.0,1005,0.000
07/01/2016,04:00,193,2.3,4.2,0.3,25.1,62.4,0.0,1005,0.000
07/01/2016,05:00,189,2.3,6.5,0.4,24.2,65.2,0.0,1006,0.000
07/01/2016,06:00,199,1.6,11.7,0.7,24.8,67.4,0.0,1007,0.000
07/01/2016,07:00,200,1.6,9.4,0.3,27.1,57.6,0.0,1008,0.000
07/01/2016,08:00,193,1.5,20.3,0.4,30.7,41.6,0.0,1008,0.009
07/01/2016,09:00,184,1.6,37.1,0.7,33.2,32.3,0.0,1008,0.004
07/01/2016,10:00,37,4.4,11.7,0.9,32.3,48.3,0.0,1008,0.001
07/01/2016,11:00,30,4.4,10.8,0.8,31.6,56.7,0.0,1008,0.000
07/01/2016,12:00,38,4.7,11.5,1.0,31.8,58.4,0.0,1007,0.000
07/01/2016,13:00,38,5.6,8.7,1.0,31.8,59.7,0.0,1007,0.000
07/01/2016,14:00,35,6.1,9.9,1.2,31.5,60.0,0.0,1006,0.000
07/01/2016,15:00,37,5.4,9.4,1.0,31.7,56.8,0.0,1006,0.000
07/01/2016,16:00,38,5.4,9.3,1.1,,,,,0.000
07/01/2016,17:00,34,3.6,14.2,0.9,30.2,73.3,0.0,1006,0.000
07/01/2016,18:00,26,3.2,11.4,0.9,29.1,81.5,0.0,1007,0.000
07/01/2016,19:00,36,2.8,9.1,0.8,28.5,84.5,0.0,1008,0.000
07/01/2016,20:00,26,3.0,6.9,0.5,28.2,84.0,0.0,1009,0.000
07/01/2016,21:00,39,2.3,11.2,0.4,28.1,83.7,0.0,1010,0.000
07/01/2016,22:00,52,1.8,14.9,0.4,28.2,82.5,0.0,1010,0.000
07/01/2016,23:00,31,1.9,11.0,0.3,,,,,0.000
08/01/2016,00:00,348,1.6,161.5,0.4,,,,,
08/01/2016,01:00,336,2.4,17.5,0.2,,,,,0.000
08/01/2016,02:00,358,3.5,11.4,0.4,,,,,0.000
08/01/2016,03:00,352,3.5,12.7,0.3,,,,,0.000
08/01/2016,04:00,338,1.5,55.2,1.3,,,,,0.000
08/01/2016,05:00,190,1.8,7.9,0.5,,,,,0.000
08/01/2016,06:00,188,1.7,7.0,0.4,,,,,0.000
08/01/2016,07:00,86,2.4,38.8,0.8,28.4,76.9,0.0,1011,0.000
08/01/2016,08:00,60,3.2,17.2,0.9,29.2,69.6,0.0,1012,0.000
08/01/2016,09:00,50,3.3,18.1,1.0,30.1,63.0,0.0,1012,0.000
08/01/2016,10:00,41,4.3,16.4,1.0,30.2,62.3,0.0,1012,0.000
08/01/2016,11:00,42,4.4,16.5,1.2,30.5,61.1,0.0,1012,0.000
08/01/2016,12:00,38,5.6,10.9,1.1,30.6,60.7,0.0,1012,0.000
08/01/2016,13:00,36,6.0,11.4,1.1,30.5,62.9,0.0,1011,0.000
08/01/2016,14:00,42,6.1,11.6,1.3,30.6,64.4,0.0,1011,0.000
08/01/2016,15:00,44,6.5,11.1,1.2,30.3,65.6,0.0,1010,0.000
08/01/2016,16:00,38,6.0,10.0,1.1,29.8,68.3,0.0,1010,0.000
08/01/2016,17:00,47,5.2,10.1,1.0,29.5,70.0,0.0,1011,0.000
08/01/2016,18:00,53,4.5,8.3,1.0,29.1,71.3,0.0,1012,0.000
08/01/2016,19:00,56,4.0,8.0,0.9,,,,,0.000
08/01/2016,20:00,56,3.9,10.2,0.9,28.7,74.1,0.0,1013,0.000
08/01/2016,21:00,57,3.6,10.0,0.9,28.7,73.8,0.0,1014,0.000
08/01/2016,22:00,51,3.8,9.5,0.8,28.5,76.0,0.0,1014,0.000
08/01/2016,23:00,46,4.0,9.8,0.8,28.4,76.3,0.0,1014,0.000
09/01/2016,00:00,47,3.3,8.9,0.7,28.1,77.4,0.0,1013,
09/01/2016,01:00,57,3.1,8.5,0.8,,,,,0.000
09/01/2016,02:00,48,3.6,11.1,0.9,,,,,0.000
09/01/2016,03:00,38,3.7,12.1,0.8,,,,,0.000
09/01/2016,04:00,35,3.2,13.5,0.6,,,,,0.000
09/01/2016,05:00,24,3.0,13.6,0.5,,,,,0.000
09/01/2016,06:00,45,4.0,11.8,0.9,,,,,0.000
09/01/2016,07:00,47,4.6,11.5,1.0,,,,,0.000
09/01/2016,08:00,43,4.7,13.8,1.2,,,,,0.000
09/01/2016,09:00,37,4.8,15.6,1.1,,,,,0.000
09/01/2016,10:00,43,5.0,14.2,1.3,,,,,0.000
09/01/2016,11:00,43,5.7,15.3,1.2,,,,,0.000
09/01/2016,12:00,39,5.8,13.6,1.3,,,,,0.000
09/01/2016,13:00,39,6.2,13.4,1.5,,,,,0.000
09/01/2016,14:00,49,7.0,10.4,1.4,,,,,0.000
09/01/2016,15:00,41,6.5,12.1,1.3,,,,,0.000
09/01/2016,16:00,42,6.0,9.4,1.2,,,,,0.000
09/01/2016,17:00,48,5.9,9.2,1.3,,,,,0.000
09/01/2016,18:00,46,5.4,8.7,1.1,,,,,0.000
09/01/2016,19:00,49,4.9,8.2,1.1,,,,,0.000
09/01/2016,20:00,51,4.8,8.5,1.0,,,,,0.000
09/01/2016,21:00,53,5.0,9.4,1.2,,,,,0.000
09/01/2016,22:00,42,4.4,15.2,1.3,,,,,0.000
09/01/2016,23:00,27,3.6,19.4,0.9,,,,,0.000
10/01/2016,00:00,35,4.6,17.9,1.1,26.2,81.2,13.7,1014,
10/01/2016,01:00,303,1.9,47.5,0.6,24.4,83.3,1.4,1014,0.000
10/01/2016,02:00,217,0.8,58.5,0.5,24.2,81.8,0.0,1013,0.000
10/01/2016,03:00,155,0.3,129.1,0.5,24.3,84.9,0.0,1011,0.000
10/01/2016,04:00,,,,,,,,,0.000
10/01/2016,05:00,,,,,,,,,0.000
10/01/2016,06:00,,,,,,,,,0.000
10/01/2016,07:00,64,0.7,135.2,1.1,,,,,0.000
10/01/2016,08:00,24,3.1,38.7,1.9,,,,,0.000
10/01/2016,09:00,21,3.8,16.7,1.0,,,,,0.000
10/01/2016,10:00,57,2.8,19.6,0.9,,,,,0.000
10/01/2016,11:00,80,3.3,15.8,1.0,27.9,74.2,0.0,1015,0.000
10/01/2016,12:00,74,5.3,15.6,1.3,27.9,72.0,0.0,1014,0.000
10/01/2016,13:00,51,4.1,23.3,1.3,27.2,73.8,0.0,1014,0.000
10/01/2016,14:00,38,2.9,17.9,0.8,27.9,70.0,0.0,1013,0.000
10/01/2016,15:00,89,3.9,24.1,1.6,27.1,74.0,0.0,1012,0.000
10/01/2016,16:00,95,3.5,15.2,0.8,25.8,78.6,0.0,1012,0.000
10/01/2016,17:00,96,3.1,13.1,0.9,27.1,76.0,0.0,1012,0.000
10/01/2016,18:00,105,2.2,11.0,0.5,26.9,78.1,0.0,1013,0.000
10/01/2016,19:00,119,1.8,10.5,0.4,26.6,80.6,0.0,1013,0.000
10/01/2016,20:00,,,,,,,,,0.000
10/01/2016,21:00,,,,,,,,,0.000
10/01/2016,22:00,148,1.3,44.3,0.2,,,,,0.000
10/01/2016,23:00,85,0.5,84.9,0.4,,,,,0.000
11/01/2016,00:00,142,1.8,38.6,0.6,,,,,
11/01/2016,01:00,,,,,,,,,0.000
11/01/2016,02:00,,,,,,,,,0.000
11/01/2016,03:00,178,0.4,99.3,0.3,,,,,0.001
11/01/2016,04:00,302,1.6,24.4,0.1,,,,,0.001
11/01/2016,05:00,266,0.2,106.5,0.2,,,,,0.000
11/01/2016,06:00,162,1.3,47.3,0.3,,,,,0.000
11/01/2016,07:00,120,2.4,22.7,0.7,,,,,0.001
11/01/2016,08:00,111,2.6,30.2,0.8,,,,,0.002
11/01/2016,09:00,86,3.0,33.4,1.2,,,,,0.001
11/01/2016,10:00,71,4.1,25.4,1.5,,,,,0.000
11/01/2016,11:00,66,4.1,23.1,1.2,,,,,0.000
11/01/2016,12:00,52,4.7,16.6,1.3,,,,,0.000
11/01/2016,13:00,38,5.8,14.5,1.3,,,,,0.000
11/01/2016,14:00,40,5.8,14.8,1.2,,,,,0.000
11/01/2016,15:00,33,5.8,10.3,1.0,,,,,0.000
11/01/2016,16:00,23,4.8,13.5,1.0,,,,,0.000
11/01/2016,17:00,29,4.6,9.4,0.8,,,,,0.000
11/01/2016,18:00,30,3.4,8.3,0.6,27.6,62.9,0.0,1011,0.000
11/01/2016,19:00,30,2.2,8.3,0.6,26.7,68.2,0.0,1012,0.000
11/01/2016,20:00,31,1.3,19.1,0.3,26.4,70.6,0.0,1012,0.000
11/01/2016,21:00,136,0.6,48.6,0.5,25.9,71.5,0.0,1013,0.000
11/01/2016,22:00,125,0.9,27.5,0.4,25.9,70.3,0.0,1013,0.000
11/01/2016,23:00,164,1.0,16.6,0.3,25.3,73.9,0.0,1013,0.000
12/01/2016,00:00,160,1.1,11.4,0.2,25.1,74.6,0.0,1012,
12/01/2016,01:00,172,1.2,23.6,0.2,24.9,75.1,0.0,1012,0.000
12/01/2016,02:00,193,1.6,7.1,0.2,24.4,78.3,0.0,1011,0.000
12/01/2016,03:00,193,1.7,6.9,0.2,24.3,77.9,0.0,1011,0.000
12/01/2016,04:00,192,2.2,3.5,0.3,23.8,81.2,0.0,1012,0.001
12/01/2016,05:00,196,1.6,7.0,0.3,23.9,80.7,0.0,1012,0.001
12/01/2016,06:00,190,1.9,6.5,0.4,24.0,81.7,0.0,1013,0.001
12/01/2016,07:00,191,1.9,12.6,0.4,26.2,71.7,0.0,1014,0.001
12/01/2016,08:00,105,2.0,35.2,1.1,27.9,60.6,0.0,1014,0.001
12/01/2016,09:00,102,2.6,28.5,1.2,28.5,55.3,0.0,1014,0.002
12/01/2016,10:00,62,4.1,20.7,1.3,29.3,50.4,0.0,1013,0.001
12/01/2016,11:00,38,5.0,14.0,0.9,29.2,55.1,0.0,1013,0.000
12/01/2016,12:00,40,5.0,12.2,1.2,29.8,53.5,0.0,1012,0.000
12/01/2016,13:00,44,5.3,14.9,1.2,30.2,53.0,0.0,1012,0.000
12/01/2016,14:00,50,5.7,14.9,1.4,30.3,48.4,0.0,1011,0.000
12/01/2016,15:00,53,5.6,15.3,1.2,29.7,52.2,0.0,1011,0.000
12/01/2016,16:00,53,5.6,11.4,1.2,29.2,52.0,0.0,1011,0.000
12/01/2016,17:00,73,4.6,18.1,1.1,29.2,49.3,0.0,1011,0.000
12/01/2016,18:00,64,3.4,13.6,0.9,28.2,56.2,0.0,1011,0.000
12/01/2016,19:00,91,2.8,8.7,0.6,27.2,61.1,0.0,1012,0.000
12/01/2016,20:00,102,1.3,51.1,1.1,26.3,67.3,0.0,1012,0.000
12/01/2016,21:00,138,0.7,35.4,0.2,25.5,72.3,0.0,1013,0.000
12/01/2016,22:00,177,1.5,7.5,0.2,25.7,72.5,0.0,1013,0.001
12/01/2016,23:00,187,1.7,12.4,0.2,25.6,73.3,0.0,1013,0.000
13/01/2016,00:00,191,1.7,4.8,0.3,25.0,75.9,0.0,1013,
13/01/2016,01:00,188,1.8,7.6,0.2,24.7,77.0,0.0,1012,0.000
13/01/2016,02:00,182,1.8,10.9,0.3,24.1,80.4,0.0,1012,0.000
13/01/2016,03:00,196,2.0,6.9,0.3,23.8,80.2,0.0,1011,0.000
13/01/2016,04:00,186,2.3,8.0,0.3,23.9,79.8,0.0,1012,0.000
13/01/2016,05:00,176,3.7,7.9,0.6,23.4,81.2,0.0,1012,0.000
13/01/2016,06:00,178,4.0,8.3,0.5,23.6,81.3,0.0,1013,0.000
13/01/2016,07:00,180,3.5,9.8,0.5,25.4,75.3,0.0,1014,0.000
13/01/2016,08:00,189,2.6,17.0,0.7,27.1,65.3,0.0,1014,0.000
13/01/2016,09:00,139,1.5,59.9,0.9,28.4,56.1,0.0,1014,0.000
13/01/2016,10:00,84,2.5,36.2,1.3,29.3,48.7,0.0,1014,0.001
13/01/2016,11:00,56,3.9,32.6,1.7,29.8,48.8,0.0,1013,0.000
13/01/2016,12:00,46,4.5,14.5,1.1,30.2,46.1,0.0,1012,0.000
13/01/2016,13:00,34,4.6,14.8,1.1,30.4,44.9,0.0,1012,0.000
13/01/2016,14:00,36,5.1,13.9,1.2,30.2,52.3,0.0,1011,0.000
13/01/2016,15:00,44,4.7,15.9,1.2,29.9,53.9,0.0,1011,0.000
13/01/2016,16:00,65,5.5,14.6,1.3,29.8,52.0,0.0,1011,0.000
13/01/2016,17:00,76,5.4,11.3,0.9,29.2,55.6,0.0,1011,0.000
13/01/2016,18:00,88,5.3,9.2,0.9,28.2,59.3,0.0,1011,0.000
13/01/2016,19:00,87,4.1,7.1,0.8,27.4,63.9,0.0,1012,0.000
13/01/2016,20:00,73,2.6,7.4,0.5,27.0,66.3,0.0,1013,0.000
13/01/2016,21:00,96,1.7,14.6,0.4,26.7,68.2,0.0,1013,0.000
13/01/2016,22:00,106,1.4,21.0,0.5,26.6,69.4,0.0,1013,0.000
13/01/2016,23:00,156,0.7,23.0,0.3,26.2,71.4,0.0,1013,0.000
14/01/2016,00:00,189,1.5,16.4,0.4,25.7,73.1,,,
14/01/2016,01:00,185,1.7,8.4,0.4,25.7,73.1,,,0.000
14/01/2016,02:00,186,2.2,7.8,0.2,25.5,73.2,,,0.000
14/01/2016,03:00,187,2.3,10.5,0.5,25.4,73.5,,,0.000
14/01/2016,04:00,192,2.6,7.4,0.3,24.8,75.8,,,0.000
14/01/2016,05:00,196,2.5,7.4,0.5,24.9,74.3,,,0.000
14/01/2016,06:00,192,2.8,8.7,0.5,25.0,73.8,,,0.000
14/01/2016,07:00,185,2.8,10.5,0.5,26.3,69.1,,,0.000
14/01/2016,08:00,111,3.4,22.5,1.3,27.8,62.3,,,0.000
14/01/2016,09:00,,,,,,,,,0.001
14/01/2016,10:00,,,,,,,,,0.001
14/01/2016,11:00,,,,,,,,,0.000
14/01/2016,12:00,,,,,,,,,0.000
14/01/2016,13:00,,,,,,,,,0.000
14/01/2016,14:00,,,,,,,,,0.000
14/01/2016,15:00,,,,,,,,,0.000
14/01/2016,16:00,,,,,,,,,0.000
14/01/2016,17:00,,,,,,,,,0.000
14/01/2016,18:00,,,,,,,,,0.000
14/01/2016,19:00,,,,,,,,,0.000
14/01/2016,20:00,,,,,,,,,0.000
14/01/2016,21:00,,,,,,,,,0.000
14/01/2016,22:00,,,,,,,,,0.001
14/01/2016,23:00,,,,,,,,,0.000
15/01/2016,00:00,,,,,,,,,
15/01/2016,01:00,,,,,,,,,0.000
15/01/2016,02:00,,,,,,,,,0.000
15/01/2016,03:00,,,,,,,,,0.000
15/01/2016,04:00,,,,,,,,,0.000
15/01/2016,05:00,,,,,,,,,0.000
15/01/2016,06:00,,,,,,,,,0.000
15/01/2016,07:00,,,,,,,,,0.000
15/01/2016,08:00,,,,,,,,,0.000
15/01/2016,09:00,,,,,,,,,0.000
15/01/2016,10:00,,,,,,,,,0.000
15/01/2016,11:00,,,,,,,,,0.000
15/01/2016,12:00,,,,,,,,,0.000
15/01/2016,13:00,,,,,,,,,0.000
15/01/2016,14:00,,,,,,,,,0.000
15/01/2016,15:00,,,,,,,,,0.000
15/01/2016,16:00,,,,,,,,,0.000
15/01/2016,17:00,,,,,,,,,0.000
15/01/2016,18:00,,,,,,,,,0.000
15/01/2016,19:00,,,,,,,,,0.000
15/01/2016,20:00,,,,,,,,,0.000
15/01/2016,21:00,,,,,,,,,0.000
15/01/2016,22:00,,,,,,,,,0.000
15/01/2016,23:00,,,,,,,,,0.000
16/01/2016,00:00,,,,,,,,,
16/01/2016,01:00,,,,,,,,,0.001
16/01/2016,02:00,,,,,,,,,0.001
16/01/2016,03:00,,,,,,,,,0.001
16/01/2016,04:00,,,,,,,,,0.001
16/01/2016,05:00,,,,,,,,,0.001
16/01/2016,06:00,,,,,,,,,0.001
16/01/2016,07:00,,,,,,,,,0.001
16/01/2016,08:00,,,,,,,,,0.001
16/01/2016,09:00,,,,,,,,,0.001
16/01/2016,10:00,,,,,,,,,0.000
16/01/2016,11:00,,,,,,,,,0.000
16/01/2016,12:00,,,,,,,,,0.000
16/01/2016,13:00,,,,,,,,,0.000
16/01/2016,14:00,,,,,,,,,0.000
16/01/2016,15:00,,,,,,,,,0.000
16/01/2016,16:00,,,,,,,,,0.000
16/01/2016,17:00,,,,,,,,,0.000
16/01/2016,18:00,,,,,,,,,0.000
16/01/2016,19:00,,,,,,,,,0.000
