Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Air Temperature (degC),Relative Humidity (%),Rainfall (mm),Barometric Pressure (hPa),Nitrogen Oxide (ppm),Nitrogen Dioxide (ppm),Nitrogen Oxides (ppm),Sulfur Dioxide (ppm),PM10 (ug/m^3),PM2.5 (ug/m^3),Visibility-reducing Particles (Mm^-1)
01/01/2016,00:00,130,1.1,30.8,0.6,23.2,56.7,0.0,1009,,,,,20.9,4.8,
01/01/2016,01:00,138,0.5,55.2,0.5,22.5,58.5,0.0,1008,0.000,0.006,0.006,0.005,21.8,8.2,16
01/01/2016,02:00,160,0.6,57.9,0.5,22.0,60.3,0.0,1008,0.000,0.001,0.001,0.001,18.7,4.8,18
01/01/2016,03:00,155,0.6,60.7,0.5,21.8,60.6,0.0,1008,0.001,0.001,0.002,0.001,15.8,1.6,19
01/01/2016,04:00,152,0.6,65.3,0.6,22.0,61.7,0.0,1008,0.000,0.002,0.002,0.002,15.6,1.3,21
01/01/2016,05:00,141,0.7,57.0,0.6,22.0,62.7,0.0,1008,0.000,0.002,0.002,0.001,16.3,0.3,22
01/01/2016,06:00,149,0.8,50.8,0.6,22.7,61.3,0.0,1009,0.001,0.001,0.001,0.000,19.2,2.5,23
01/01/2016,07:00,119,1.5,39.7,1.1,24.4,54.3,0.0,1009,0.002,0.003,0.004,0.002,16.0,-0.5,19
01/01/2016,08:00,109,2.1,35.4,1.1,25.7,49.7,0.0,1009,0.002,0.003,0.005,0.003,18.7,1.8,16
01/01/2016,09:00,91,2.8,37.9,1.5,26.5,45.8,0.0,1008,0.007,0.009,0.016,0.009,19.9,3.0,15
01/01/2016,10:00,68,3.0,22.1,1.1,27.2,43.4,0.0,1008,0.005,0.007,0.012,0.008,20.9,4.6,15
01/01/2016,11:00,59,2.4,29.2,1.2,28.4,39.8,0.0,1007,0.004,0.006,0.009,0.006,20.3,4.6,15
01/01/2016,12:00,81,2.9,26.4,1.4,28.9,38.5,0.0,1006,0.002,0.004,0.006,0.004,23.8,7.7,16
01/01/2016,13:00,97,3.4,19.3,1.2,29.0,38.8,0.0,1005,0.001,0.002,0.003,0.002,22.5,7.3,16
01/01/2016,14:00,83,4.6,17.7,1.3,28.3,44.2,0.0,1005,0.001,0.001,0.002,0.000,17.7,3.6,20
01/01/2016,15:00,73,4.2,17.2,1.3,27.7,46.7,0.0,1005,0.001,0.001,0.002,0.000,18.5,5.5,20
01/01/2016,16:00,43,2.7,22.3,1.2,27.1,48.8,0.0,1005,0.000,0.001,0.001,0.000,18.3,4.3,15
01/01/2016,17:00,51,2.5,21.6,1.1,26.5,51.9,0.0,1005,0.000,0.001,0.001,0.000,17.5,3.6,16
01/01/2016,18:00,51,1.9,18.0,0.7,25.4,56.8,0.0,1006,0.001,0.001,0.001,0.000,14.0,0.1,17
01/01/2016,19:00,74,0.4,83.9,0.7,24.4,60.1,0.0,1007,0.000,0.001,0.001,0.000,15.5,1.9,17
01/01/2016,20:00,203,0.5,31.2,0.2,23.6,62.4,0.0,1007,0.000,0.002,0.002,0.000,16.4,3.7,16
01/01/2016,21:00,147,0.3,51.0,0.3,23.6,67.0,0.0,1008,0.000,0.002,0.002,0.000,12.7,-0.5,18
01/01/2016,22:00,96,1.2,17.0,0.6,24.5,67.8,0.0,1008,0.001,0.001,0.002,0.000,23.6,7.3,25
01/01/2016,23:00,92,1.0,16.5,0.4,24.5,66.0,0.0,1007,0.001,0.001,0.002,0.000,20.8,0.9,26
02/01/2016,00:00,79,1.0,27.0,0.4,24.4,66.7,0.0,1007,,,,,27.1,7.0,
02/01/2016,01:00,77,0.3,68.1,0.4,24.2,67.4,0.0,1007,0.000,0.001,0.001,0.000,27.2,7.0,22
02/01/2016,02:00,75,0.3,81.4,0.4,24.1,67.3,0.0,1006,0.000,0.001,0.001,0.000,21.3,1.7,27
02/01/2016,03:00,111,0.2,80.6,0.2,23.6,67.9,0.0,1006,0.000,0.001,0.001,0.000,20.1,0.9,27
02/01/2016,04:00,299,0.1,165.2,0.2,22.2,70.5,0.0,1006,0.001,0.003,0.004,0.001,20.3,2.7,29
02/01/2016,05:00,205,0.2,92.6,0.2,21.6,73.4,0.0,1007,0.002,0.005,0.007,0.001,23.4,6.7,28
02/01/2016,06:00,124,0.7,43.4,0.4,24.2,63.2,0.0,1008,0.001,0.005,0.006,0.002,22.7,4.2,31
02/01/2016,07:00,87,1.0,58.8,0.9,25.6,57.6,0.0,1008,0.003,0.005,0.007,0.002,27.0,5.8,27
02/01/2016,08:00,69,0.9,72.4,0.8,26.3,55.0,0.0,1007,0.001,0.002,0.003,0.001,26.7,6.7,22
02/01/2016,09:00,19,1.0,55.8,0.8,27.1,53.1,0.0,1007,0.001,0.001,0.002,0.001,27.3,7.9,28
02/01/2016,10:00,67,2.7,30.7,1.3,27.9,51.1,0.0,1006,0.000,0.002,0.002,0.001,26.9,8.2,28
02/01/2016,11:00,80,3.6,21.3,1.4,28.4,50.5,0.0,1005,0.000,0.001,0.001,0.001,26.6,8.5,35
02/01/2016,12:00,65,3.4,27.6,1.6,28.4,52.3,0.0,1005,0.001,0.001,0.001,0.000,30.2,10.6,29
02/01/2016,13:00,43,2.3,35.2,1.4,28.4,50.9,0.0,1004,0.000,0.001,0.001,0.000,22.9,5.1,22
02/01/2016,14:00,39,2.6,35.5,1.3,28.8,48.8,0.0,1004,0.000,0.001,0.001,0.000,21.9,3.9,19
02/01/2016,15:00,51,3.3,26.6,1.7,28.6,48.3,0.0,1003,0.000,0.001,0.001,0.000,21.0,4.7,19
02/01/2016,16:00,22,1.8,32.2,1.0,28.3,47.9,0.0,1003,0.000,0.001,0.001,0.000,20.2,4.2,21
02/01/2016,17:00,44,1.9,35.2,1.1,27.4,52.7,0.0,1003,0.000,0.001,0.001,0.000,22.2,6.3,21
02/01/2016,18:00,43,2.1,19.0,1.0,25.8,58.9,0.0,1004,0.001,0.000,0.001,0.000,17.9,2.4,21
02/01/2016,19:00,19,0.5,169.4,0.5,25.1,59.8,0.0,1004,0.001,0.001,0.001,0.000,21.4,1.6,20
02/01/2016,20:00,217,0.5,55.1,0.2,24.3,62.5,0.0,1005,0.000,0.001,0.001,0.000,18.8,1.8,20
02/01/2016,21:00,222,0.7,25.4,0.3,23.6,65.0,0.0,1005,0.000,0.001,0.001,0.000,15.5,2.2,19
02/01/2016,22:00,223,0.4,51.3,0.3,23.2,67.7,0.0,1005,0.000,0.002,0.002,0.000,14.5,1.6,19
02/01/2016,23:00,247,0.4,45.7,0.4,23.0,70.0,0.0,1005,0.000,0.002,0.002,0.000,14.6,2.5,19
03/01/2016,00:00,257,0.3,59.5,0.3,22.7,72.0,0.0,1004,,,,,11.3,-0.2,
03/01/2016,01:00,236,0.2,76.9,0.2,22.0,76.3,0.0,1004,0.001,0.003,0.003,0.000,14.9,3.6,18
03/01/2016,02:00,201,0.3,61.7,0.2,22.1,77.4,0.0,1003,0.001,0.003,0.003,0.000,15.0,4.6,20
03/01/2016,03:00,219,0.3,53.5,0.3,22.6,76.9,0.0,1003,0.001,0.002,0.002,0.000,13.5,2.0,18
03/01/2016,04:00,216,0.5,35.9,0.3,23.3,74.4,0.0,1003,0.000,0.001,0.001,0.000,15.9,5.1,17
03/01/2016,05:00,196,0.5,46.0,0.3,22.9,75.6,0.0,1004,0.000,0.002,0.002,0.000,14.0,4.4,16
03/01/2016,06:00,68,0.4,70.2,0.5,24.0,72.5,0.0,1005,0.001,0.001,0.002,0.000,15.9,4.9,16
03/01/2016,07:00,63,2.6,19.4,1.2,25.6,65.2,0.0,1006,0.001,0.001,0.001,0.000,12.1,2.2,14
03/01/2016,08:00,72,4.0,19.1,1.4,26.6,59.6,0.0,1006,0.000,0.001,0.001,0.000,9.1,-0.2,11
03/01/2016,09:00,71,4.3,17.9,1.5,27.2,54.7,0.0,1006,0.001,0.001,0.001,0.000,10.7,1.9,10
03/01/2016,10:00,76,4.8,17.7,1.5,27.5,54.1,0.0,1005,0.000,0.001,0.001,0.000,7.7,-0.3,10
03/01/2016,11:00,71,4.6,16.0,1.4,27.2,55.6,0.0,1005,0.001,0.001,0.001,0.000,7.8,0.0,11
03/01/2016,12:00,68,3.7,20.2,1.4,26.5,58.2,0.0,1004,0.001,0.001,0.001,0.000,10.6,2.5,13
03/01/2016,13:00,60,3.5,20.3,1.3,26.3,60.0,0.0,1004,0.001,0.001,0.001,0.000,28.5,6.6,14
03/01/2016,14:00,76,4.0,20.7,1.3,26.4,59.6,0.0,1004,0.000,0.001,0.001,0.000,15.7,1.5,14
03/01/2016,15:00,76,3.9,16.7,1.5,26.2,58.9,0.0,1003,0.000,0.000,0.000,0.000,9.0,0.2,14
03/01/2016,16:00,66,4.1,15.2,1.3,26.2,57.0,0.0,1003,0.000,0.001,0.001,0.000,13.5,5.4,13
03/01/2016,17:00,77,3.8,15.2,1.1,25.7,62.0,0.0,1003,0.000,0.001,0.001,0.000,10.4,2.9,14
03/01/2016,18:00,74,3.5,15.4,1.1,25.2,65.6,0.0,1004,0.001,0.000,0.001,0.000,7.2,-1.2,15
03/01/2016,19:00,79,3.6,14.5,1.1,25.3,66.8,0.0,1004,0.000,0.002,0.002,0.000,10.5,0.8,16
03/01/2016,20:00,88,3.4,12.9,1.0,25.4,67.0,0.0,1005,0.000,0.002,0.002,0.000,11.0,1.2,16
03/01/2016,21:00,89,3.6,12.5,1.1,25.6,67.1,0.0,1005,0.001,0.002,0.002,0.000,11.5,2.0,16
03/01/2016,22:00,96,2.4,13.8,0.8,25.4,69.6,0.0,1005,0.000,0.002,0.002,0.000,12.0,2.8,17
03/01/2016,23:00,95,1.1,58.7,1.1,23.2,85.6,0.3,1005,0.001,0.003,0.003,0.000,18.3,10.0,17
04/01/2016,00:00,88,1.3,53.9,1.1,22.7,89.1,0.1,1004,,,,,6.6,-0.6,
04/01/2016,01:00,87,1.7,27.1,0.8,22.3,90.8,0.0,1004,0.001,0.002,0.003,0.000,9.3,4.2,12
04/01/2016,02:00,119,1.3,30.4,0.8,22.2,91.3,0.0,1003,0.002,0.008,0.010,0.000,5.7,0.8,14
04/01/2016,03:00,112,1.9,20.5,1.0,22.5,89.2,0.2,1003,0.001,0.006,0.007,0.000,10.3,3.0,13
04/01/2016,04:00,107,2.4,14.4,0.9,22.8,89.3,0.2,1003,0.002,0.005,0.006,0.000,7.4,0.6,14
04/01/2016,05:00,107,2.4,14.9,0.9,23.0,89.8,0.0,1004,0.001,0.002,0.003,0.000,12.4,6.5,13
04/01/2016,06:00,105,2.8,12.0,1.0,23.2,89.8,0.0,1004,0.001,0.002,0.003,0.000,6.1,0.3,13
04/01/2016,07:00,106,3.0,13.2,1.1,23.5,89.5,0.0,1004,0.003,0.006,0.009,0.000,6.5,0.3,14
04/01/2016,08:00,105,3.4,12.3,1.2,23.8,89.5,0.0,1004,0.003,0.006,0.009,0.000,13.2,4.2,15
04/01/2016,09:00,107,3.0,13.8,1.1,24.0,89.1,1.2,1004,0.001,0.001,0.002,0.000,15.7,9.6,11
04/01/2016,10:00,109,3.3,14.0,1.1,23.9,91.4,0.7,1004,0.002,0.003,0.005,0.000,8.4,4.5,8
04/01/2016,11:00,111,3.1,13.5,1.1,24.0,91.2,0.0,1003,0.007,0.008,0.015,0.000,7.4,1.4,12
04/01/2016,12:00,106,3.4,14.1,1.2,24.3,90.3,0.0,1003,0.001,0.002,0.003,0.000,9.9,2.5,13
04/01/2016,13:00,109,3.5,12.9,1.2,24.6,88.8,0.0,1002,0.003,0.004,0.007,0.000,8.9,0.7,16
04/01/2016,14:00,112,2.9,15.5,1.3,24.3,90.5,0.2,1002,0.005,0.007,0.011,0.000,14.2,5.2,14
04/01/2016,15:00,116,2.4,18.4,1.3,24.4,91.8,0.8,1001,0.003,0.006,0.009,0.000,6.6,2.3,13
04/01/2016,16:00,115,1.8,21.4,1.0,24.4,91.9,0.0,1001,0.005,0.009,0.014,0.000,1.6,-4.0,20
04/01/2016,17:00,116,1.3,36.1,0.8,24.4,91.4,0.0,1002,0.006,0.012,0.018,0.001,1.0,-4.2,18
04/01/2016,18:00,113,1.0,45.2,0.8,24.4,91.8,4.5,1002,0.012,0.014,0.026,0.002,4.5,1.3,18
04/01/2016,19:00,102,0.9,49.2,0.8,24.2,91.7,1.1,1003,0.010,0.015,0.024,0.002,6.7,4.8,11
04/01/2016,20:00,114,0.9,31.0,0.5,24.0,92.0,0.1,1003,0.012,0.015,0.027,0.004,7.1,5.4,23
04/01/2016,21:00,168,0.4,56.3,0.4,23.7,92.1,1.4,1004,0.002,0.006,0.007,0.004,11.3,8.5,10
04/01/2016,22:00,149,0.5,44.8,0.4,23.3,92.2,0.0,1003,0.001,0.001,0.002,0.002,7.9,5.9,3
04/01/2016,23:00,162,0.7,41.5,0.6,22.9,91.9,0.1,1003,0.000,0.001,0.001,0.001,3.2,1.1,2
05/01/2016,00:00,147,0.6,49.4,0.5,22.5,92.1,0.0,1002,,,,,8.8,5.5,
05/01/2016,01:00,165,0.9,50.0,0.8,22.4,91.5,0.0,1001,0.001,0.001,0.002,0.000,4.3,0.6,3
05/01/2016,02:00,191,1.2,40.6,0.8,22.5,88.0,0.0,1000,0.001,0.000,0.001,0.000,0.5,-2.9,2
05/01/2016,03:00,184,0.8,63.5,0.8,22.6,85.5,0.0,1000,0.000,0.001,0.001,0.000,,,2
05/01/2016,04:00,182,1.0,46.2,0.8,22.6,83.8,0.0,1001,0.001,0.001,0.001,0.000,3.6,0.2,2
05/01/2016,05:00,211,1.0,49.1,0.8,23.0,82.1,0.0,1001,0.000,0.001,0.001,0.000,3.0,0.7,2
05/01/2016,06:00,256,0.6,55.0,0.5,23.5,83.3,0.0,1002,0.001,0.001,0.001,0.000,2.0,-2.0,3
05/01/2016,07:00,231,0.4,111.6,0.7,24.4,79.1,0.0,1002,0.001,0.000,0.001,0.000,1.4,-3.4,3
05/01/2016,08:00,126,0.4,93.3,0.6,26.1,72.8,0.0,1003,0.001,0.000,0.001,0.000,2.2,-1.5,3
05/01/2016,09:00,89,0.9,48.6,0.7,27.4,67.9,0.0,1002,0.000,0.001,0.001,0.000,2.6,-0.3,4
05/01/2016,10:00,253,1.3,60.8,1.0,28.5,64.0,0.0,1002,0.000,0.001,0.001,0.000,3.5,0.9,4
05/01/2016,11:00,251,1.9,34.7,1.0,29.6,59.6,0.0,1002,0.000,0.001,0.001,0.000,3.0,0.2,5
05/01/2016,12:00,240,1.8,35.1,1.1,30.2,57.4,0.0,1001,0.001,0.000,0.001,0.000,4.9,2.3,6
05/01/2016,13:00,220,1.2,65.8,1.1,30.8,55.8,0.0,1000,0.001,0.001,0.001,0.000,9.3,6.1,12
05/01/2016,14:00,251,1.4,48.9,1.0,31.3,52.7,0.0,1000,0.001,0.002,0.002,0.000,10.1,6.3,20
05/01/2016,15:00,249,2.3,34.1,1.1,32.1,48.8,0.0,999,0.001,0.001,0.002,0.001,8.0,4.0,13
05/01/2016,16:00,264,2.8,28.4,1.2,31.5,50.5,0.0,999,0.001,0.001,0.001,0.000,8.6,4.7,9
05/01/2016,17:00,276,3.7,17.0,1.3,31.3,50.9,0.0,1000,0.001,0.001,0.002,0.000,15.7,3.9,7
05/01/2016,18:00,264,1.0,81.3,1.4,29.5,54.5,0.0,1001,0.001,0.001,0.002,0.000,13.1,0.9,6
05/01/2016,19:00,11,0.2,134.6,0.4,28.4,58.3,0.0,1001,0.001,0.002,0.002,0.000,9.0,0.8,8
05/01/2016,20:00,290,0.4,70.8,0.5,27.6,61.4,0.0,1002,0.000,0.002,0.002,0.000,7.9,2.9,6
05/01/2016,21:00,122,0.1,109.0,0.4,26.6,68.8,0.0,1002,0.001,0.002,0.003,0.000,6.5,2.8,9
05/01/2016,22:00,202,0.4,58.4,0.3,25.6,79.4,0.0,1003,0.001,0.003,0.004,0.001,9.4,4.3,12
05/01/2016,23:00,155,0.3,49.8,0.2,25.0,82.9,0.0,1003,0.001,0.003,0.004,0.001,12.4,6.2,13
06/01/2016,00:00,243,0.3,54.2,0.2,23.9,84.8,0.0,1002,,,,,15.2,9.0,
06/01/2016,01:00,238,0.5,54.3,0.3,23.4,88.2,0.0,1002,0.003,0.008,0.011,0.001,7.6,0.5,16
06/01/2016,02:00,271,0.3,103.0,0.4,23.2,89.7,0.0,1002,0.009,0.007,0.016,0.001,8.8,1.7,18
06/01/2016,03:00,212,0.3,92.5,0.3,23.3,90.6,0.0,1002,0.010,0.007,0.017,0.001,11.7,3.3,20
06/01/2016,04:00,255,0.3,65.7,0.2,23.2,90.6,0.0,1002,0.008,0.007,0.015,0.001,8.8,-0.2,18
06/01/2016,05:00,250,0.1,94.6,0.3,23.2,90.9,0.0,1003,0.006,0.007,0.012,0.001,10.7,3.2,17
06/01/2016,06:00,255,1.3,35.8,0.8,24.9,80.4,0.0,1003,0.002,0.004,0.006,0.001,,,7
06/01/2016,07:00,222,1.3,33.4,0.7,27.0,67.7,0.0,1004,0.001,0.002,0.003,0.001,,,4
06/01/2016,08:00,145,0.4,83.6,0.6,28.2,60.9,0.0,1004,0.001,0.001,0.002,0.001,2.9,0.6,4
06/01/2016,09:00,285,1.7,54.2,1.2,29.7,55.1,0.0,1003,0.001,0.001,0.002,0.001,3.8,1.4,6
06/01/2016,10:00,262,1.6,57.5,1.3,31.0,48.6,0.0,1003,0.001,0.002,0.003,0.001,5.4,2.8,7
06/01/2016,11:00,272,1.0,89.4,1.3,32.7,40.8,0.0,1002,0.001,0.002,0.003,0.001,7.6,5.4,6
06/01/2016,12:00,254,1.1,79.3,1.3,33.8,34.9,0.0,1002,0.000,0.003,0.003,0.001,6.3,2.6,9
06/01/2016,13:00,242,1.4,63.6,1.2,34.8,30.6,0.0,1001,0.001,0.002,0.002,0.001,9.8,4.4,6
06/01/2016,14:00,69,2.8,44.0,1.8,32.3,47.8,0.0,1000,0.001,0.001,0.002,0.001,9.2,4.5,6
06/01/2016,15:00,79,2.3,29.6,1.0,32.1,52.1,0.0,1000,0.001,0.001,0.002,0.000,1.2,-2.6,5
06/01/2016,16:00,41,1.7,33.9,1.1,32.1,50.0,0.0,1001,0.001,0.001,0.002,0.000,4.4,1.1,5
06/01/2016,17:00,30,1.5,24.3,0.7,30.0,60.0,0.0,1001,0.000,0.001,0.001,0.000,8.4,4.7,6
06/01/2016,18:00,25,1.0,33.3,0.5,28.7,64.2,0.0,1002,0.000,0.002,0.002,0.001,9.3,5.0,7
06/01/2016,19:00,24,0.2,110.4,0.3,27.7,70.0,0.0,1003,0.000,0.002,0.002,0.001,7.6,3.5,7
06/01/2016,20:00,200,0.9,14.9,0.3,26.3,77.6,0.0,1004,0.000,0.003,0.003,0.000,8.8,3.8,8
06/01/2016,21:00,183,0.4,43.8,0.3,25.7,81.7,0.0,1005,0.000,0.002,0.002,0.000,7.5,2.0,8
06/01/2016,22:00,174,0.2,53.6,0.3,24.9,84.4,0.0,1005,0.001,0.003,0.004,0.000,8.6,3.6,9
06/01/2016,23:00,203,0.2,76.4,0.3,24.4,87.0,0.0,1005,0.000,0.003,0.003,0.000,8.3,2.3,11
07/01/2016,00:00,223,0.3,69.3,0.3,24.2,87.8,0.0,1005,,,,,9.0,3.3,
07/01/2016,01:00,262,0.4,37.1,0.2,23.7,88.8,0.0,1004,0.001,0.006,0.007,0.000,7.6,2.0,13
07/01/2016,02:00,263,0.4,58.3,0.2,23.2,90.2,0.0,1004,0.001,0.007,0.008,0.000,3.2,-2.0,13
07/01/2016,03:00,245,0.5,45.1,0.3,22.5,89.5,0.0,1004,0.001,0.005,0.006,0.000,7.5,2.1,12
07/01/2016,04:00,247,0.5,27.1,0.3,22.6,77.1,0.0,1004,0.000,0.003,0.003,0.000,7.3,1.4,9
07/01/2016,05:00,254,0.7,20.7,0.3,23.4,72.1,0.0,1005,0.001,0.003,0.003,0.000,7.1,2.1,8
07/01/2016,06:00,237,0.2,81.7,0.3,25.6,70.0,0.0,1006,0.001,0.004,0.005,0.001,7.9,2.7,10
07/01/2016,07:00,163,0.7,47.4,0.5,29.0,53.9,0.0,1007,0.001,0.003,0.004,0.001,10.0,4.4,13
07/01/2016,08:00,168,0.8,48.8,0.6,30.3,45.4,0.0,1007,0.001,0.002,0.003,0.001,10.8,3.6,8
07/01/2016,09:00,122,1.0,51.0,0.7,31.4,39.9,0.0,1007,0.001,0.001,0.002,0.000,8.7,4.3,8
07/01/2016,10:00,75,0.9,58.8,0.7,32.3,36.4,0.0,1006,0.001,0.002,0.003,0.001,7.9,3.4,7
07/01/2016,11:00,169,0.4,94.9,0.9,33.6,32.7,0.0,1006,0.001,0.003,0.004,0.001,7.3,2.8,7
07/01/2016,12:00,251,0.8,72.3,0.8,34.9,28.0,0.0,1005,0.000,0.001,0.001,0.000,6.9,2.5,13
07/01/2016,13:00,48,2.3,31.6,1.3,32.9,37.9,0.0,1004,0.001,0.002,0.002,0.001,10.5,5.9,9
07/01/2016,14:00,54,2.9,21.6,1.1,32.6,38.8,0.0,1004,0.001,0.001,0.002,0.001,11.7,5.1,8
07/01/2016,15:00,37,2.1,25.2,1.0,32.4,39.0,0.0,1004,0.000,0.001,0.001,0.001,11.2,7.5,8
07/01/2016,16:00,50,2.5,22.3,1.0,31.6,41.8,0.0,1004,0.000,0.001,0.001,0.001,8.1,4.8,8
07/01/2016,17:00,59,3.0,15.9,1.0,30.3,46.9,0.0,1005,0.001,0.000,0.001,0.001,8.3,4.7,7
07/01/2016,18:00,54,1.6,19.7,0.7,29.0,52.3,0.0,1006,0.001,0.001,0.002,0.000,5.6,1.7,7
07/01/2016,19:00,160,0.2,89.4,0.3,27.5,61.3,0.0,1007,0.000,0.002,0.002,0.000,5.7,1.4,8
07/01/2016,20:00,205,0.7,15.8,0.3,26.5,68.4,0.0,1009,0.000,0.002,0.002,0.000,7.0,1.5,9
07/01/2016,21:00,197,0.5,44.6,0.3,25.5,76.1,0.0,1009,0.001,0.004,0.004,0.000,10.3,5.5,9
07/01/2016,22:00,193,0.3,50.3,0.2,24.7,81.6,0.0,1010,0.000,0.004,0.004,0.000,7.8,3.2,10
07/01/2016,23:00,144,0.4,51.1,0.3,25.0,82.6,0.0,1010,0.001,0.003,0.004,0.000,11.1,6.1,11
08/01/2016,00:00,127,0.8,32.6,0.5,25.9,79.9,0.0,1009,,,,,16.3,10.1,
08/01/2016,01:00,130,0.8,36.1,0.5,25.9,80.4,0.0,1009,0.001,0.011,0.012,0.002,13.1,6.8,13
08/01/2016,02:00,141,0.7,43.2,0.5,25.7,81.7,0.0,1009,0.001,0.012,0.013,0.005,12.1,3.7,18
08/01/2016,03:00,141,0.6,47.3,0.4,25.3,82.4,0.0,1009,0.002,0.021,0.023,0.010,17.6,6.7,23
08/01/2016,04:00,137,1.0,38.1,0.5,25.0,82.2,0.0,1010,0.007,0.022,0.028,0.015,19.2,6.1,24
08/01/2016,05:00,141,0.9,42.4,0.6,24.8,81.1,0.0,1011,0.006,0.016,0.021,0.013,21.9,7.0,25
08/01/2016,06:00,119,1.4,28.9,0.8,25.1,79.1,0.0,1012,0.016,0.019,0.034,0.018,20.7,4.6,26
08/01/2016,07:00,107,3.0,19.9,1.4,26.5,72.7,0.0,1012,0.011,0.013,0.023,0.013,21.0,4.1,25
08/01/2016,08:00,99,4.5,12.2,1.5,27.2,67.8,0.0,1013,0.006,0.007,0.013,0.003,21.9,3.8,22
08/01/2016,09:00,101,4.4,14.7,1.4,27.6,64.3,0.0,1013,0.002,0.002,0.004,0.001,21.0,5.3,19
08/01/2016,10:00,94,4.8,16.2,1.5,27.8,60.6,0.0,1013,0.001,0.001,0.002,0.001,18.8,4.9,17
08/01/2016,11:00,93,4.3,17.0,1.6,28.3,56.3,0.0,1013,0.001,0.001,0.002,0.000,16.9,3.7,15
08/01/2016,12:00,90,3.9,17.9,1.3,28.5,55.6,0.0,1012,0.001,0.002,0.003,0.000,15.6,2.2,15
08/01/2016,13:00,79,4.2,20.0,1.5,28.3,57.4,0.0,1012,0.001,0.001,0.002,0.000,17.6,3.3,17
08/01/2016,14:00,72,4.0,18.9,1.2,28.1,57.8,0.0,1011,0.001,0.000,0.001,0.000,19.0,4.7,19
08/01/2016,15:00,77,3.8,19.9,1.2,27.7,61.2,0.0,1011,0.001,0.001,0.001,0.000,18.2,4.5,23
08/01/2016,16:00,82,3.4,17.1,1.0,27.3,61.9,0.0,1011,0.001,0.002,0.003,0.000,20.4,4.6,24
08/01/2016,17:00,84,3.4,16.3,1.0,26.9,64.2,0.0,1012,0.001,0.001,0.002,0.000,22.8,7.9,26
08/01/2016,18:00,73,3.0,14.5,0.9,26.4,67.0,0.0,1013,0.001,0.001,0.001,0.000,20.7,5.1,28
08/01/2016,19:00,71,2.3,36.4,1.1,26.0,71.2,2.4,1013,0.001,0.001,0.001,0.000,22.3,4.9,30
08/01/2016,20:00,85,1.4,41.9,1.0,25.1,76.9,0.0,1014,0.001,0.001,0.002,0.000,25.5,4.3,32
08/01/2016,21:00,91,2.1,18.1,0.7,25.4,73.5,0.0,1015,0.001,0.002,0.003,0.000,27.1,6.9,31
08/01/2016,22:00,109,1.5,23.4,0.9,25.1,74.7,0.0,1015,0.001,0.002,0.002,0.000,18.2,2.1,27
08/01/2016,23:00,99,1.7,12.4,0.6,25.5,72.1,0.0,1015,0.001,0.002,0.003,0.000,16.8,1.3,25
09/01/2016,00:00,99,1.7,12.3,0.6,25.4,70.8,0.0,1014,,,,,16.5,1.6,
09/01/2016,01:00,100,1.1,16.4,0.5,25.2,72.1,0.0,1014,0.001,0.002,0.003,0.000,16.8,2.9,21
09/01/2016,02:00,102,0.9,14.4,0.4,24.9,73.8,0.0,1014,0.001,0.002,0.003,0.000,16.9,3.4,21
09/01/2016,03:00,113,0.7,34.4,0.5,24.6,75.9,0.0,1013,0.001,0.004,0.005,0.001,14.6,0.7,23
09/01/2016,04:00,145,0.5,41.8,0.3,24.5,78.4,0.0,1014,0.001,0.003,0.004,0.001,21.5,10.7,23
09/01/2016,05:00,130,0.5,40.4,0.4,24.4,79.7,0.0,1014,0.001,0.004,0.005,0.001,21.0,9.4,22
09/01/2016,06:00,121,1.0,34.8,0.7,25.6,73.3,0.0,1015,0.005,0.007,0.012,0.002,16.1,2.2,23
09/01/2016,07:00,113,1.7,29.2,1.0,26.4,69.3,0.0,1015,0.014,0.010,0.023,0.006,19.5,3.5,23
09/01/2016,08:00,110,2.2,30.8,1.3,26.3,70.2,0.0,1016,0.017,0.011,0.028,0.012,20.5,7.1,21
09/01/2016,09:00,96,3.5,15.9,1.2,26.7,66.9,0.0,1016,0.004,0.004,0.008,0.002,19.6,6.8,19
09/01/2016,10:00,91,3.0,24.6,1.3,27.2,63.6,0.0,1016,0.002,0.003,0.005,0.001,14.9,3.8,18
09/01/2016,11:00,80,3.5,20.1,1.2,27.4,62.3,0.0,1015,0.001,0.001,0.002,0.001,13.7,3.1,19
09/01/2016,12:00,68,2.6,20.3,1.0,27.0,64.9,0.8,1014,0.001,0.000,0.001,0.000,16.8,3.7,21
09/01/2016,13:00,71,3.5,18.5,1.2,27.7,59.6,0.0,1014,0.001,0.000,0.001,0.000,21.9,7.7,20
09/01/2016,14:00,67,3.6,20.4,1.2,28.0,57.5,0.0,1013,0.001,0.000,0.001,0.000,19.8,6.1,19
09/01/2016,15:00,70,3.7,18.0,1.2,27.7,57.7,0.0,1012,0.001,0.001,0.001,0.000,18.4,5.3,19
09/01/2016,16:00,70,3.5,15.5,1.2,27.4,57.4,0.0,1012,0.001,0.001,0.001,0.000,17.1,4.1,19
09/01/2016,17:00,68,3.0,17.2,1.1,26.6,60.7,0.0,1013,0.001,0.001,0.002,0.000,15.3,1.4,20
