Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Nitrogen Oxide (ppm),Nitrogen Dioxide (ppm),Nitrogen Oxides (ppm),Carbon Monoxide (ppm)
25/02/2016,01:00,100,0.4,53.3,0.3,0.005,0.008,0.013,0.2
25/02/2016,02:00,178,0.6,23.5,0.2,0.003,0.009,0.012,0.1
25/02/2016,03:00,218,0.4,43.8,0.2,0.001,0.005,0.005,0.1
25/02/2016,04:00,280,0.5,35.5,0.3,0.018,0.010,0.027,0.2
25/02/2016,05:00,252,0.6,37.6,0.3,0.028,0.011,0.039,0.3
25/02/2016,06:00,214,0.7,34.4,0.4,0.032,0.011,0.043,0.4
25/02/2016,07:00,195,1.0,46.9,0.7,0.034,0.012,0.045,0.3
25/02/2016,08:00,219,0.4,78.8,0.6,0.032,0.013,0.045,0.3
25/02/2016,09:00,159,0.2,98.5,0.6,0.025,0.014,0.039,0.2
25/02/2016,10:00,106,0.3,110.0,0.7,0.025,0.017,0.042,0.2
25/02/2016,11:00,54,0.7,69.6,0.6,0.026,0.024,0.049,0.3
25/02/2016,12:00,57,1.6,52.3,1.0,0.036,0.023,0.059,0.4
25/02/2016,13:00,38,2.4,38.4,1.2,0.024,0.015,0.039,0.3
25/02/2016,14:00,47,2.8,33.0,1.1,0.034,0.019,0.053,0.4
25/02/2016,15:00,65,2.6,31.3,1.1,0.041,0.015,0.055,0.4
25/02/2016,16:00,61,2.6,28.7,1.0,0.044,0.017,0.061,0.5
25/02/2016,17:00,65,2.5,27.2,1.0,0.043,0.016,0.059,0.5
25/02/2016,18:00,68,2.3,25.3,0.9,0.029,0.016,0.044,0.4
25/02/2016,19:00,68,1.6,23.9,0.6,0.020,0.009,0.029,0.3
25/02/2016,20:00,75,1.4,18.4,0.4,0.020,0.011,0.031,0.3
25/02/2016,21:00,72,1.2,17.2,0.3,0.025,0.012,0.036,0.4
25/02/2016,22:00,118,0.8,26.1,0.3,0.022,0.013,0.035,0.3
25/02/2016,23:00,125,0.6,34.4,0.3,0.015,0.010,0.024,0.3
26/02/2016,00:00,191,0.3,46.7,0.2,,,,
26/02/2016,01:00,279,0.6,30.7,0.2,0.008,0.010,0.018,0.3
26/02/2016,02:00,241,0.6,35.0,0.3,0.014,0.010,0.024,0.2
26/02/2016,03:00,259,0.6,30.5,0.3,0.010,0.009,0.019,0.2
26/02/2016,04:00,228,0.6,40.3,0.3,0.011,0.010,0.020,0.2
26/02/2016,05:00,206,0.7,24.7,0.3,0.022,0.010,0.032,0.3
26/02/2016,06:00,207,0.5,43.2,0.3,0.050,0.011,0.061,0.5
26/02/2016,07:00,209,0.7,42.3,0.4,0.041,0.015,0.056,0.4
26/02/2016,08:00,246,0.2,90.1,0.5,0.033,0.011,0.044,0.3
26/02/2016,09:00,210,0.3,93.5,0.5,0.023,0.015,0.038,0.3
26/02/2016,10:00,170,0.8,75.0,0.7,0.026,0.021,0.047,0.3
26/02/2016,11:00,79,0.7,79.8,0.8,0.034,0.029,0.063,0.5
26/02/2016,12:00,42,1.5,48.8,1.0,0.031,0.036,0.067,0.5
26/02/2016,13:00,44,2.0,39.1,1.0,0.026,0.029,0.054,0.4
26/02/2016,14:00,67,2.0,34.3,0.9,0.030,0.034,0.064,0.5
26/02/2016,15:00,71,2.7,30.6,1.1,0.034,0.023,0.056,0.5
26/02/2016,16:00,79,2.4,32.7,1.1,0.046,0.021,0.067,0.6
26/02/2016,17:00,123,2.2,31.7,1.0,0.024,0.017,0.040,0.5
26/02/2016,18:00,105,2.0,27.1,0.9,0.022,0.015,0.036,0.5
26/02/2016,19:00,112,1.8,33.0,0.9,0.010,0.006,0.015,0.3
26/02/2016,20:00,134,1.6,36.7,0.9,0.010,0.005,0.015,0.3
26/02/2016,21:00,146,1.6,34.4,0.9,0.008,0.004,0.011,0.2
26/02/2016,22:00,158,1.7,31.6,0.9,0.008,0.006,0.014,0.3
26/02/2016,23:00,177,1.1,45.4,0.9,0.003,0.005,0.008,0.2
27/02/2016,00:00,239,0.3,61.6,0.2,,,,
27/02/2016,01:00,245,0.3,46.0,0.2,0.001,0.007,0.008,0.1
27/02/2016,02:00,256,0.4,52.9,0.2,0.001,0.008,0.008,0.1
27/02/2016,03:00,286,0.3,51.3,0.2,0.004,0.008,0.012,0.1
27/02/2016,04:00,279,0.4,46.6,0.3,0.004,0.008,0.012,0.1
27/02/2016,05:00,284,0.4,37.0,0.2,0.007,0.009,0.015,0.1
27/02/2016,06:00,230,0.4,56.7,0.3,0.007,0.006,0.012,0.2
27/02/2016,07:00,204,1.0,40.2,0.7,0.009,0.007,0.016,0.2
27/02/2016,08:00,169,2.2,30.6,1.1,0.010,0.006,0.016,0.1
27/02/2016,09:00,170,2.2,31.1,1.1,0.013,0.008,0.020,0.1
27/02/2016,10:00,178,2.0,34.8,1.0,0.010,0.007,0.017,0.2
27/02/2016,11:00,177,2.1,33.9,1.2,0.010,0.005,0.015,0.2
27/02/2016,12:00,174,2.5,30.4,1.2,0.010,0.006,0.016,0.1
27/02/2016,13:00,147,2.3,38.1,1.1,0.014,0.010,0.023,0.2
27/02/2016,14:00,133,2.8,30.4,1.2,0.012,0.006,0.018,0.2
27/02/2016,15:00,131,2.8,31.1,1.3,0.011,0.006,0.017,0.2
27/02/2016,16:00,129,2.7,32.7,1.3,0.012,0.007,0.019,0.2
27/02/2016,17:00,131,2.6,26.6,1.2,0.010,0.007,0.017,0.2
27/02/2016,18:00,133,2.4,27.5,1.1,0.010,0.006,0.016,0.2
27/02/2016,19:00,145,2.2,26.3,1.1,0.007,0.005,0.012,0.2
27/02/2016,20:00,158,1.7,25.1,0.8,0.008,0.006,0.013,0.1
27/02/2016,21:00,159,1.6,26.7,0.8,0.010,0.004,0.013,0.1
27/02/2016,22:00,199,1.3,33.3,0.7,0.003,0.004,0.006,0.1
27/02/2016,23:00,200,1.7,25.0,0.8,0.001,0.001,0.001,0.0
28/02/2016,00:00,200,1.7,26.4,0.8,,,,
28/02/2016,01:00,199,1.3,30.0,0.8,0.001,0.001,0.001,0.1
28/02/2016,02:00,200,1.7,21.5,0.7,0.000,0.000,0.000,0.0
28/02/2016,03:00,179,1.4,31.0,0.7,0.001,0.000,0.001,0.1
28/02/2016,04:00,216,1.0,42.0,0.6,0.000,0.000,0.000,0.1
28/02/2016,05:00,222,0.6,45.3,0.5,0.004,0.003,0.007,0.1
28/02/2016,06:00,194,1.0,33.6,0.5,0.004,0.002,0.006,0.1
28/02/2016,07:00,196,1.4,39.5,0.9,0.005,0.002,0.006,0.1
28/02/2016,08:00,192,1.7,27.3,0.9,0.004,0.001,0.004,0.1
28/02/2016,09:00,194,1.6,33.4,0.8,0.005,0.003,0.008,0.1
28/02/2016,10:00,172,1.7,41.0,1.1,0.007,0.004,0.011,0.1
28/02/2016,11:00,189,1.4,40.2,0.8,0.004,0.003,0.007,0.1
28/02/2016,12:00,162,1.2,50.8,0.8,0.008,0.007,0.014,0.2
28/02/2016,13:00,125,1.7,52.3,1.2,0.011,0.006,0.017,0.2
28/02/2016,14:00,124,2.4,30.2,1.1,0.010,0.004,0.014,0.3
28/02/2016,15:00,130,2.6,31.3,1.3,0.010,0.003,0.013,0.2
28/02/2016,16:00,151,3.1,27.0,1.4,0.008,0.003,0.011,0.2
28/02/2016,17:00,153,2.7,26.2,1.3,0.010,0.004,0.014,0.3
28/02/2016,18:00,147,2.2,28.3,1.0,0.009,0.004,0.013,0.2
28/02/2016,19:00,158,2.3,25.1,1.1,0.005,0.004,0.009,0.2
28/02/2016,20:00,155,2.2,25.4,1.2,0.005,0.003,0.008,0.2
28/02/2016,21:00,158,2.4,25.0,1.2,0.005,0.003,0.008,0.1
28/02/2016,22:00,170,1.7,31.2,0.9,0.002,0.002,0.004,0.1
28/02/2016,23:00,171,1.9,23.6,0.9,0.003,0.002,0.004,0.1
29/02/2016,00:00,193,1.4,31.5,0.7,,,,
29/02/2016,01:00,208,0.8,32.6,0.5,0.001,0.002,0.002,0.1
29/02/2016,02:00,209,0.8,40.6,0.6,0.001,0.000,0.001,0.1
29/02/2016,03:00,195,1.3,26.3,0.7,0.000,0.001,0.001,0.1
29/02/2016,04:00,197,1.6,22.4,0.7,0.001,0.003,0.004,0.1
29/02/2016,05:00,209,0.8,35.7,0.5,0.008,0.006,0.014,0.2
29/02/2016,06:00,196,1.0,30.3,0.5,0.017,0.008,0.025,0.2
29/02/2016,07:00,196,1.1,31.4,0.6,0.017,0.010,0.026,0.2
29/02/2016,08:00,196,0.9,45.8,0.6,0.023,0.013,0.035,0.2
29/02/2016,09:00,150,1.4,42.0,0.8,0.039,0.015,0.053,0.3
29/02/2016,10:00,159,2.7,30.7,1.4,0.021,0.008,0.029,0.2
29/02/2016,11:00,154,2.7,27.2,1.2,0.024,0.014,0.038,0.2
29/02/2016,12:00,145,2.7,31.2,1.2,0.023,0.013,0.035,0.3
29/02/2016,13:00,149,2.7,33.6,1.4,0.020,0.012,0.031,0.2
29/02/2016,14:00,145,2.9,26.0,1.4,0.024,0.014,0.037,0.3
29/02/2016,15:00,137,2.8,30.4,1.3,0.023,0.016,0.039,0.3
29/02/2016,16:00,138,2.8,30.1,1.3,0.021,0.014,0.034,0.3
29/02/2016,17:00,132,3.1,26.3,1.4,0.022,0.013,0.035,0.3
29/02/2016,18:00,138,2.4,25.9,1.1,0.012,0.009,0.021,0.2
29/02/2016,19:00,142,1.8,31.0,1.0,0.010,0.006,0.016,0.2
29/02/2016,20:00,155,1.8,30.3,1.0,0.009,0.006,0.015,0.2
29/02/2016,21:00,162,2.0,26.1,1.1,0.008,0.005,0.013,0.2
29/02/2016,22:00,176,1.7,28.5,0.9,0.003,0.003,0.006,0.1
29/02/2016,23:00,188,1.2,34.1,0.7,0.002,0.002,0.004,0.1
01/03/2016,00:00,213,0.9,42.3,0.6,,,,
01/03/2016,01:00,211,0.9,32.5,0.6,0.000,0.002,0.002,0.1
01/03/2016,02:00,209,1.4,24.4,0.7,0.000,0.001,0.001,0.1
01/03/2016,03:00,208,1.3,25.4,0.6,0.000,0.001,0.001,0.1
01/03/2016,04:00,202,1.5,27.4,0.8,0.001,0.001,0.002,0.1
01/03/2016,05:00,218,1.0,37.2,0.6,0.004,0.004,0.008,0.1
01/03/2016,06:00,214,0.8,39.0,0.5,0.016,0.010,0.026,0.2
01/03/2016,07:00,190,1.5,27.4,0.7,0.017,0.009,0.026,0.3
01/03/2016,08:00,167,1.8,25.1,0.9,0.029,0.010,0.039,0.3
01/03/2016,09:00,162,2.0,26.6,0.9,0.031,0.012,0.043,0.3
01/03/2016,10:00,160,2.2,34.5,1.1,0.022,0.010,0.032,0.3
01/03/2016,11:00,154,2.3,35.1,1.2,0.027,0.010,0.037,0.3
01/03/2016,12:00,169,2.6,22.5,1.2,0.023,0.011,0.034,0.3
01/03/2016,13:00,167,2.8,21.8,1.1,0.021,0.010,0.031,0.3
01/03/2016,14:00,167,2.2,23.4,0.9,0.035,0.013,0.048,0.5
01/03/2016,15:00,173,2.5,23.1,1.0,0.030,0.011,0.041,0.5
01/03/2016,16:00,160,2.3,27.1,1.1,0.033,0.012,0.045,0.5
01/03/2016,17:00,162,1.8,26.0,0.9,0.038,0.013,0.051,0.6
01/03/2016,18:00,161,1.8,27.0,0.8,0.023,0.013,0.035,0.4
01/03/2016,19:00,168,1.6,24.8,0.8,0.015,0.010,0.025,0.3
01/03/2016,20:00,196,1.0,39.9,0.6,0.007,0.007,0.014,0.2
01/03/2016,21:00,186,1.1,28.2,0.6,0.007,0.006,0.013,0.2
01/03/2016,22:00,195,0.9,32.8,0.5,0.004,0.005,0.008,0.1
01/03/2016,23:00,212,0.6,45.7,0.4,0.003,0.003,0.006,0.2
02/03/2016,00:00,220,0.5,40.9,0.3,,,,
02/03/2016,01:00,268,0.5,39.4,0.3,0.001,0.003,0.004,0.1
02/03/2016,02:00,260,0.5,37.9,0.3,0.002,0.005,0.006,0.1
02/03/2016,03:00,287,0.5,34.2,0.2,0.004,0.006,0.010,0.1
02/03/2016,04:00,232,0.6,45.4,0.4,0.006,0.006,0.012,0.1
02/03/2016,05:00,233,0.5,40.3,0.4,0.026,0.009,0.034,0.2
02/03/2016,06:00,253,0.6,39.4,0.3,0.040,0.012,0.051,0.4
02/03/2016,07:00,244,0.5,47.3,0.3,0.050,0.011,0.060,0.4
02/03/2016,08:00,198,0.8,63.4,0.8,0.036,0.013,0.049,0.3
02/03/2016,09:00,173,0.9,53.7,0.6,0.036,0.011,0.047,0.3
02/03/2016,10:00,65,1.2,52.1,1.1,0.056,0.018,0.074,0.4
02/03/2016,11:00,64,2.1,27.9,1.0,0.046,0.012,0.058,0.3
02/03/2016,12:00,73,2.6,35.4,1.1,0.039,0.010,0.048,0.3
02/03/2016,13:00,71,3.1,30.8,1.3,0.029,0.010,0.038,0.3
02/03/2016,14:00,76,2.8,36.6,1.3,0.038,0.009,0.047,0.3
02/03/2016,15:00,70,3.1,27.0,1.2,0.039,0.013,0.052,0.4
02/03/2016,16:00,77,2.8,30.6,1.1,0.044,0.018,0.061,0.5
02/03/2016,17:00,95,2.5,29.7,1.2,0.046,0.016,0.062,0.5
02/03/2016,18:00,105,2.2,29.0,1.0,0.030,0.012,0.042,0.4
02/03/2016,19:00,111,1.7,29.8,0.8,0.013,0.004,0.017,0.3
02/03/2016,20:00,120,1.2,26.2,0.5,0.016,0.007,0.023,0.2
02/03/2016,21:00,120,1.2,25.6,0.5,0.014,0.006,0.019,0.2
02/03/2016,22:00,122,1.2,24.9,0.5,0.014,0.006,0.020,0.2
02/03/2016,23:00,129,0.9,25.9,0.4,0.015,0.007,0.021,0.2
03/03/2016,00:00,153,0.6,31.0,0.3,,,,
03/03/2016,01:00,165,0.6,31.6,0.3,0.010,0.008,0.018,0.1
03/03/2016,02:00,185,0.7,27.1,0.3,0.004,0.007,0.011,0.1
03/03/2016,03:00,160,0.7,28.0,0.3,0.007,0.007,0.014,0.1
03/03/2016,04:00,248,0.3,66.6,0.3,0.010,0.007,0.017,0.1
03/03/2016,05:00,284,0.5,28.9,0.2,0.019,0.007,0.026,0.1
03/03/2016,06:00,236,0.4,45.5,0.2,0.039,0.010,0.049,0.3
03/03/2016,07:00,112,0.8,46.9,0.7,0.078,0.018,0.095,0.5
03/03/2016,08:00,107,1.5,36.9,0.8,0.050,0.017,0.067,0.3
03/03/2016,09:00,74,2.2,30.8,1.0,0.052,0.021,0.072,0.3
03/03/2016,10:00,69,2.5,30.9,1.2,0.037,0.014,0.051,0.1
03/03/2016,11:00,69,2.5,32.4,1.2,0.035,0.016,0.051,0.2
03/03/2016,12:00,66,2.6,34.7,1.2,0.031,0.011,0.042,0.2
03/03/2016,13:00,82,2.3,35.9,1.2,0.038,0.015,0.053,0.2
03/03/2016,14:00,75,2.4,35.6,1.2,0.047,0.015,0.062,0.3
03/03/2016,15:00,78,2.9,28.6,1.1,0.045,0.015,0.060,0.3
03/03/2016,16:00,95,2.6,31.8,1.2,0.038,0.014,0.051,0.3
03/03/2016,17:00,95,2.3,31.1,1.1,0.043,0.015,0.058,0.4
03/03/2016,18:00,98,2.4,25.7,0.9,0.026,0.010,0.036,0.3
03/03/2016,19:00,90,2.1,28.9,1.0,0.015,0.008,0.022,0.2
03/03/2016,20:00,94,1.6,30.1,0.8,0.014,0.008,0.021,0.2
03/03/2016,21:00,95,1.4,30.7,0.6,0.017,0.008,0.025,0.2
03/03/2016,22:00,99,1.2,30.5,0.5,0.015,0.009,0.024,0.2
03/03/2016,23:00,124,0.9,25.1,0.4,0.011,0.006,0.017,0.1
04/03/2016,00:00,130,0.7,26.8,0.3,,,,
04/03/2016,01:00,175,0.8,22.5,0.3,0.003,0.008,0.011,0.0
04/03/2016,02:00,208,0.4,42.2,0.3,0.001,0.005,0.006,0.0
04/03/2016,03:00,244,0.3,47.8,0.2,0.009,0.009,0.018,0.0
04/03/2016,04:00,250,0.3,46.0,0.2,0.012,0.009,0.021,0.0
04/03/2016,05:00,268,0.4,40.7,0.2,0.019,0.009,0.028,0.1
04/03/2016,06:00,292,0.6,25.6,0.2,0.036,0.011,0.047,0.2
04/03/2016,07:00,254,0.6,48.4,0.3,0.042,0.011,0.052,0.2
04/03/2016,08:00,140,0.5,93.6,0.7,0.044,0.016,0.060,0.3
04/03/2016,09:00,104,1.4,47.6,0.9,0.048,0.017,0.065,0.2
04/03/2016,10:00,104,1.9,46.6,1.1,0.034,0.013,0.047,0.1
04/03/2016,11:00,88,2.2,41.6,1.3,0.042,0.016,0.057,0.2
04/03/2016,12:00,103,2.2,40.7,1.2,0.038,0.017,0.055,0.2
04/03/2016,13:00,111,2.2,39.9,1.2,0.037,0.015,0.052,0.2
04/03/2016,14:00,116,2.2,37.1,1.1,0.035,0.015,0.050,0.3
04/03/2016,15:00,118,2.1,37.4,1.2,0.043,0.017,0.059,0.3
04/03/2016,16:00,123,2.4,30.5,1.2,0.039,0.016,0.055,0.3
04/03/2016,17:00,117,2.5,29.3,1.2,0.028,0.013,0.041,0.2
04/03/2016,18:00,120,2.1,27.5,1.1,0.020,0.011,0.030,0.2
04/03/2016,19:00,110,1.3,26.5,0.6,0.019,0.010,0.029,0.2
04/03/2016,20:00,132,0.8,35.8,0.5,0.013,0.009,0.021,0.2
04/03/2016,21:00,114,1.6,23.1,0.7,0.011,0.008,0.019,0.1
04/03/2016,22:00,142,0.8,28.5,0.4,0.014,0.010,0.024,0.1
04/03/2016,23:00,183,0.5,54.7,0.4,0.007,0.008,0.015,0.1
05/03/2016,00:00,272,0.6,32.4,0.3,,,,
05/03/2016,01:00,242,0.3,68.3,0.3,0.003,0.010,0.013,0.1
05/03/2016,02:00,277,0.6,31.6,0.3,0.001,0.008,0.009,0.1
05/03/2016,03:00,246,0.5,57.6,0.4,0.001,0.006,0.007,0.0
05/03/2016,04:00,255,0.4,49.4,0.3,0.006,0.009,0.015,0.0
05/03/2016,05:00,231,0.7,40.7,0.4,0.011,0.008,0.019,0.0
05/03/2016,06:00,206,0.7,49.2,0.5,0.018,0.008,0.025,0.1
05/03/2016,07:00,204,1.0,36.2,0.6,0.013,0.007,0.019,0.1
05/03/2016,08:00,187,1.3,36.8,0.7,0.013,0.005,0.017,0.0
05/03/2016,09:00,157,1.7,32.3,0.9,0.022,0.010,0.031,0.0
05/03/2016,10:00,135,1.8,35.1,0.9,0.024,0.011,0.035,0.0
05/03/2016,11:00,108,1.5,46.2,1.0,0.026,0.012,0.037,0.0
05/03/2016,12:00,128,1.3,46.0,0.8,0.030,0.013,0.043,0.1
05/03/2016,13:00,126,1.9,34.2,1.0,0.024,0.011,0.035,0.1
05/03/2016,14:00,131,2.2,30.2,1.1,0.014,0.006,0.020,0.0
05/03/2016,15:00,147,2.0,27.7,1.0,0.013,0.007,0.020,0.0
05/03/2016,16:00,154,2.3,24.4,1.0,0.010,0.006,0.016,0.0
05/03/2016,17:00,153,2.1,25.4,1.1,0.012,0.007,0.019,0.0
05/03/2016,18:00,113,1.2,38.5,0.6,0.021,0.011,0.031,0.2
05/03/2016,19:00,127,1.0,31.7,0.5,0.013,0.009,0.021,0.1
05/03/2016,20:00,125,0.9,30.6,0.5,0.013,0.007,0.020,0.0
05/03/2016,21:00,146,1.0,43.5,0.7,0.015,0.009,0.024,0.0
05/03/2016,22:00,247,0.4,52.3,0.3,0.004,0.008,0.012,0.0
05/03/2016,23:00,219,0.6,39.9,0.4,0.003,0.006,0.009,0.0
06/03/2016,00:00,265,0.4,39.1,0.3,,,,
06/03/2016,01:00,251,0.5,37.5,0.3,0.003,0.006,0.009,0.1
06/03/2016,02:00,204,0.6,30.1,0.4,0.003,0.006,0.009,0.0
06/03/2016,03:00,223,0.5,39.6,0.3,0.001,0.003,0.004,0.0
06/03/2016,04:00,224,0.4,44.5,0.3,0.003,0.005,0.007,0.0
06/03/2016,05:00,265,0.5,37.7,0.3,0.005,0.006,0.011,0.0
06/03/2016,06:00,242,0.4,51.0,0.3,0.014,0.006,0.019,0.1
06/03/2016,07:00,248,0.5,57.0,0.3,0.015,0.005,0.020,0.2
06/03/2016,08:00,287,0.3,76.0,0.3,0.009,0.004,0.013,0.0
06/03/2016,09:00,139,1.0,53.1,0.7,0.015,0.006,0.021,0.1
06/03/2016,10:00,147,1.5,37.0,0.8,0.011,0.005,0.016,0.1
06/03/2016,11:00,116,1.8,40.8,1.0,0.012,0.006,0.018,0.2
06/03/2016,12:00,64,2.2,37.5,1.0,0.015,0.006,0.020,0.2
06/03/2016,13:00,72,2.2,35.6,1.0,0.016,0.007,0.023,0.1
06/03/2016,14:00,109,2.3,38.0,1.0,0.012,0.006,0.017,0.1
06/03/2016,15:00,105,2.3,31.1,1.1,0.014,0.006,0.019,0.1
06/03/2016,16:00,111,2.5,33.0,1.2,0.014,0.004,0.018,0.2
06/03/2016,17:00,111,2.4,29.6,1.0,0.012,0.005,0.017,0.1
06/03/2016,18:00,110,1.8,24.9,0.9,0.012,0.006,0.018,0.2
06/03/2016,19:00,124,1.1,29.4,0.7,0.011,0.006,0.017,0.2
06/03/2016,20:00,128,1.2,29.6,0.6,0.009,0.005,0.014,0.2
06/03/2016,21:00,158,1.1,21.2,0.5,0.011,0.006,0.017,0.2
06/03/2016,22:00,186,1.3,25.2,0.6,0.004,0.005,0.008,0.1
06/03/2016,23:00,179,1.3,32.8,0.7,0.004,0.002,0.006,0.0
07/03/2016,00:00,188,1.0,38.4,0.5,,,,
07/03/2016,01:00,238,0.6,34.6,0.3,0.001,0.003,0.003,0.0
07/03/2016,02:00,254,0.5,38.2,0.3,0.000,0.002,0.002,0.0
07/03/2016,03:00,267,0.5,42.1,0.3,0.002,0.006,0.008,0.0
07/03/2016,04:00,253,0.5,42.6,0.4,0.010,0.006,0.016,0.0
07/03/2016,05:00,267,0.5,43.5,0.3,0.025,0.007,0.031,0.1
07/03/2016,06:00,190,0.9,47.7,0.7,0.040,0.012,0.052,0.2
07/03/2016,07:00,173,0.7,75.5,0.7,0.030,0.015,0.045,0.2
07/03/2016,08:00,197,1.0,27.5,0.5,0.023,0.011,0.034,0.2
07/03/2016,09:00,138,1.3,44.2,1.0,0.039,0.017,0.056,0.3
07/03/2016,10:00,120,2.4,28.8,1.2,0.027,0.010,0.037,0.1
07/03/2016,11:00,117,2.6,29.1,1.1,0.028,0.012,0.040,0.1
07/03/2016,12:00,113,2.7,30.8,1.3,0.029,0.010,0.039,0.1
07/03/2016,13:00,119,2.1,32.1,1.0,0.037,0.011,0.048,0.2
07/03/2016,14:00,105,2.4,34.5,1.2,0.035,0.015,0.050,0.3
07/03/2016,15:00,104,2.3,32.6,1.1,0.038,0.014,0.052,0.3
07/03/2016,16:00,107,2.2,30.4,0.9,0.039,0.014,0.052,0.4
07/03/2016,17:00,118,2.1,27.9,0.9,0.034,0.011,0.045,0.4
07/03/2016,18:00,132,1.2,34.5,0.7,0.026,0.012,0.038,0.3
07/03/2016,19:00,117,1.3,28.0,0.6,0.017,0.007,0.024,0.3
07/03/2016,20:00,148,0.8,35.2,0.4,0.014,0.009,0.023,0.2
07/03/2016,21:00,243,0.3,68.7,0.3,0.010,0.009,0.018,0.2
07/03/2016,22:00,255,0.5,36.2,0.3,0.003,0.006,0.008,0.1
07/03/2016,23:00,244,0.6,40.8,0.4,0.005,0.010,0.014,0.1
08/03/2016,00:00,250,0.4,42.8,0.3,,,,
08/03/2016,01:00,248,0.5,49.2,0.3,0.001,0.007,0.008,0.0
08/03/2016,02:00,227,0.5,49.8,0.5,0.005,0.007,0.011,0.0
08/03/2016,03:00,225,0.6,50.1,0.4,0.006,0.006,0.012,0.0
08/03/2016,04:00,221,0.6,47.3,0.4,0.009,0.007,0.016,0.0
08/03/2016,05:00,205,0.8,34.5,0.4,0.018,0.010,0.028,0.1
08/03/2016,06:00,219,0.7,41.6,0.4,0.041,0.011,0.051,0.3
08/03/2016,07:00,228,0.6,40.3,0.3,0.043,0.015,0.058,0.3
08/03/2016,08:00,206,0.7,44.3,0.5,0.033,0.012,0.045,0.2
08/03/2016,09:00,158,1.5,35.1,0.8,0.037,0.013,0.050,0.2
08/03/2016,10:00,102,1.7,46.9,1.0,0.037,0.016,0.052,0.2
08/03/2016,11:00,54,0.3,138.8,0.5,0.041,0.015,0.056,0.3
08/03/2016,12:00,82,1.4,45.6,0.9,0.035,0.018,0.052,0.3
08/03/2016,13:00,88,2.6,32.6,1.1,0.030,0.011,0.041,0.2
08/03/2016,14:00,86,2.7,32.2,1.2,0.038,0.014,0.052,0.3
08/03/2016,15:00,84,2.5,33.6,1.2,0.046,0.014,0.060,0.4
08/03/2016,16:00,100,2.5,29.9,1.2,0.045,0.018,0.063,0.4
08/03/2016,17:00,107,2.0,29.2,0.9,0.045,0.016,0.061,0.5
08/03/2016,18:00,120,1.8,25.1,0.8,0.026,0.011,0.036,0.3
08/03/2016,19:00,122,1.4,24.2,0.6,0.016,0.008,0.024,0.2
08/03/2016,20:00,117,1.0,24.7,0.5,0.018,0.007,0.025,0.3
08/03/2016,21:00,137,0.8,33.1,0.4,0.017,0.008,0.025,0.3
08/03/2016,22:00,103,1.2,36.1,0.6,0.008,0.005,0.013,0.2
08/03/2016,23:00,118,1.0,36.1,0.5,0.009,0.003,0.012,0.2
09/03/2016,00:00,139,0.9,29.8,0.4,,,,
09/03/2016,01:00,156,0.7,18.9,0.3,0.003,0.003,0.005,0.1
09/03/2016,02:00,167,0.4,37.1,0.3,0.004,0.004,0.007,0.1
09/03/2016,03:00,255,0.3,60.5,0.2,0.004,0.004,0.008,0.0
09/03/2016,04:00,283,0.4,51.4,0.3,0.014,0.005,0.019,0.1
09/03/2016,05:00,248,0.3,58.6,0.2,0.023,0.007,0.030,0.2
09/03/2016,06:00,240,0.4,44.5,0.2,0.041,0.011,0.051,0.3
09/03/2016,07:00,196,0.1,108.6,0.4,0.055,0.014,0.069,0.5
09/03/2016,08:00,114,1.6,34.8,0.8,0.050,0.013,0.063,0.4
09/03/2016,09:00,103,2.4,27.1,1.0,0.040,0.013,0.053,0.2
09/03/2016,10:00,105,1.6,35.6,0.8,0.052,0.011,0.063,0.3
09/03/2016,11:00,93,1.6,35.5,0.8,0.050,0.012,0.062,0.3
09/03/2016,12:00,87,2.1,37.0,1.0,0.042,0.012,0.054,0.3
09/03/2016,13:00,83,2.3,32.6,1.0,0.041,0.013,0.054,0.3
09/03/2016,14:00,83,2.9,29.9,1.2,0.034,0.010,0.043,0.3
09/03/2016,15:00,96,2.4,31.6,1.1,0.044,0.014,0.057,0.4
09/03/2016,16:00,98,2.3,27.9,1.0,0.053,0.018,0.070,0.5
09/03/2016,17:00,108,1.5,35.8,0.8,0.055,0.018,0.073,0.6
09/03/2016,18:00,116,1.3,23.6,0.5,0.032,0.012,0.044,0.4
09/03/2016,19:00,140,1.1,27.1,0.6,0.020,0.008,0.028,0.2
09/03/2016,20:00,149,0.9,25.5,0.5,0.019,0.007,0.026,0.3
09/03/2016,21:00,152,0.7,32.2,0.4,0.017,0.007,0.024,0.2
09/03/2016,22:00,155,0.4,49.2,0.3,0.018,0.008,0.026,0.2
09/03/2016,23:00,223,0.3,61.0,0.3,0.009,0.007,0.016,0.2
10/03/2016,00:00,288,0.3,61.7,0.2,,,,
10/03/2016,01:00,273,0.6,43.2,0.3,0.016,0.007,0.023,0.1
10/03/2016,02:00,274,0.6,33.8,0.3,0.021,0.006,0.027,0.1
10/03/2016,03:00,261,0.6,38.1,0.4,0.010,0.006,0.016,0.1
10/03/2016,04:00,265,0.6,36.1,0.3,0.011,0.007,0.018,0.0
10/03/2016,05:00,236,0.7,45.3,0.4,0.026,0.008,0.034,0.2
10/03/2016,06:00,202,0.9,35.0,0.5,0.045,0.009,0.054,0.2
