Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Air Temperature (degC),Relative Humidity (%),Rainfall (mm),Barometric Pressure (hPa),Ozone (ppm),Nitrogen Oxide (ppm),Nitrogen Dioxide (ppm),Nitrogen Oxides (ppm),Sulfur Dioxide (ppm),PM10 (ug/m^3),Visibility-reducing Particles (Mm^-1)
27/03/2016,16:00,90,0.9,28.0,0.4,24.0,72.3,,,0.026,0.001,0.005,0.006,0.000,15.3,19
27/03/2016,17:00,93,1.3,17.2,0.5,23.0,80.1,,,0.018,0.001,0.009,0.010,0.000,11.4,29
27/03/2016,18:00,101,0.9,24.3,0.6,22.2,84.2,,,0.016,0.001,0.009,0.010,0.000,12.6,30
27/03/2016,19:00,96,0.6,32.1,0.3,21.7,89.6,,,0.012,0.001,0.010,0.011,0.000,13.1,34
27/03/2016,20:00,120,0.5,33.3,0.3,21.4,91.3,,,0.008,0.001,0.010,0.011,0.000,12.6,39
27/03/2016,21:00,127,0.5,28.2,0.3,20.9,93.1,,,0.010,0.001,0.007,0.008,0.000,8.9,38
27/03/2016,22:00,145,0.3,43.8,0.3,20.2,93.9,,,0.006,0.002,0.010,0.011,0.000,7.8,31
27/03/2016,23:00,165,0.2,73.1,0.3,19.6,94.6,,,0.002,0.004,0.011,0.014,0.000,5.9,27
28/03/2016,00:00,310,0.2,92.8,0.3,19.4,95.2,,,,,,,,8.8,
28/03/2016,01:00,71,0.2,66.4,0.2,19.1,95.4,,,0.001,0.008,0.008,0.016,0.000,6.6,29
28/03/2016,02:00,214,0.3,115.1,0.4,18.6,95.7,,,0.000,0.008,0.008,0.016,0.000,7.4,27
28/03/2016,03:00,215,0.1,112.6,0.3,18.5,96.0,,,0.002,0.005,0.006,0.011,0.000,4.6,24
28/03/2016,04:00,246,0.3,53.5,0.2,18.0,96.1,,,0.001,0.009,0.005,0.014,0.000,8.1,23
28/03/2016,05:00,353,0.1,118.2,0.2,17.7,96.2,,,0.000,0.014,0.006,0.020,0.000,6.0,25
28/03/2016,06:00,19,0.2,161.3,0.2,18.1,96.5,,,0.002,0.007,0.005,0.012,0.000,13.3,21
28/03/2016,07:00,244,1.0,19.1,0.3,18.8,96.7,,,0.005,0.004,0.004,0.007,0.000,9.4,27
28/03/2016,08:00,259,0.8,35.3,0.4,22.3,87.0,,,0.012,0.003,0.003,0.005,0.000,11.1,35
28/03/2016,09:00,276,0.6,57.3,0.5,26.2,64.6,,,0.023,0.002,0.002,0.004,0.000,3.2,20
28/03/2016,10:00,44,0.2,105.3,0.6,27.9,55.2,,,0.029,0.002,0.002,0.003,0.000,3.4,15
28/03/2016,11:00,238,0.4,90.7,0.6,27.7,53.2,,,0.031,0.001,0.002,0.003,0.000,,14
28/03/2016,12:00,312,0.3,117.6,0.7,29.7,43.9,,,0.035,0.001,0.001,0.002,0.000,0.1,13
28/03/2016,13:00,77,1.5,39.6,1.1,28.2,49.7,,,0.034,0.002,0.004,0.005,0.000,13.0,14
28/03/2016,14:00,60,3.5,17.9,1.0,28.2,54.8,,,0.032,0.002,0.003,0.005,0.000,10.3,14
28/03/2016,15:00,51,3.4,17.7,1.0,28.0,54.1,,,0.033,0.002,0.002,0.004,0.000,8.4,13
28/03/2016,16:00,59,3.2,19.5,1.0,27.4,54.5,,,0.030,0.002,0.003,0.005,0.000,8.8,14
28/03/2016,17:00,53,2.6,16.2,0.8,26.3,58.1,,,0.028,0.002,0.005,0.007,0.000,9.0,15
28/03/2016,18:00,59,1.7,13.1,0.5,24.8,64.8,,,0.020,0.002,0.008,0.010,0.000,12.6,15
28/03/2016,19:00,69,1.3,14.7,0.5,23.9,69.3,,,0.016,0.002,0.011,0.013,0.001,11.1,17
28/03/2016,20:00,92,1.0,18.2,0.4,22.8,74.1,,,0.010,0.003,0.014,0.017,0.000,11.0,19
28/03/2016,21:00,103,0.7,20.4,0.3,21.4,80.4,,,0.004,0.006,0.019,0.025,0.000,8.1,19
28/03/2016,22:00,112,0.6,21.8,0.2,20.5,85.0,,,0.004,0.006,0.017,0.023,0.000,8.0,21
28/03/2016,23:00,265,0.2,60.8,0.1,20.1,88.0,,,0.003,0.004,0.014,0.018,0.000,6.7,22
29/03/2016,00:00,168,0.3,54.4,0.4,19.4,90.0,,,,,,,,7.4,
29/03/2016,01:00,120,0.6,18.8,0.3,18.6,92.5,,,0.004,0.005,0.009,0.014,0.000,4.7,18
29/03/2016,02:00,118,0.2,108.1,0.4,18.4,93.1,,,0.003,0.003,0.008,0.010,0.000,3.7,18
29/03/2016,03:00,242,0.3,47.3,0.1,18.0,93.5,,,0.001,0.004,0.009,0.013,0.000,6.5,18
29/03/2016,04:00,189,0.1,91.2,0.3,17.6,94.1,,,0.000,0.023,0.010,0.033,0.000,7.5,19
29/03/2016,05:00,234,0.3,42.6,0.2,17.5,94.6,,,0.000,0.036,0.011,0.047,0.001,11.6,30
29/03/2016,06:00,356,0.1,138.5,0.2,18.0,94.8,,,0.001,0.105,0.018,0.122,0.002,23.4,33
29/03/2016,07:00,257,0.9,26.7,0.3,21.1,83.0,,,0.004,0.022,0.010,0.031,0.001,14.9,31
29/03/2016,08:00,260,0.9,37.5,0.5,24.6,67.4,,,0.013,0.008,0.007,0.015,0.000,12.3,27
29/03/2016,09:00,235,1.2,40.9,0.7,26.5,59.5,,,0.025,0.002,0.003,0.005,0.000,8.1,16
29/03/2016,10:00,243,0.8,74.5,0.7,28.6,48.8,,,0.029,0.001,0.002,0.003,0.000,,15
29/03/2016,11:00,266,0.9,66.3,0.6,30.0,42.4,,,0.035,0.002,0.002,0.004,0.000,3.6,15
29/03/2016,12:00,277,1.2,44.3,0.7,31.1,39.2,,,0.041,0.001,0.003,0.004,0.000,7.5,15
29/03/2016,13:00,334,1.1,65.7,0.8,31.9,34.6,,,0.046,0.001,0.004,0.005,0.000,9.4,17
29/03/2016,14:00,250,0.1,107.1,0.6,32.2,34.1,,,0.040,0.001,0.002,0.003,0.000,,15
29/03/2016,15:00,42,1.4,152.8,0.9,32.4,35.2,,,0.057,0.001,0.006,0.007,0.000,18.3,20
29/03/2016,16:00,56,3.6,16.3,1.2,30.0,44.7,,,0.048,0.003,0.011,0.013,0.002,27.1,25
29/03/2016,17:00,51,3.9,13.4,1.1,27.3,55.7,,,0.033,0.002,0.008,0.010,0.001,20.5,19
29/03/2016,18:00,53,3.2,14.4,0.9,25.6,64.1,,,0.025,0.002,0.008,0.009,0.001,15.0,17
29/03/2016,19:00,59,3.0,14.8,0.8,24.8,67.1,,,0.016,0.002,0.006,0.007,0.000,9.0,11
29/03/2016,20:00,63,2.5,13.7,0.8,24.3,67.8,,,0.015,0.004,0.006,0.010,0.000,6.9,10
29/03/2016,21:00,63,2.3,14.4,0.7,23.9,69.7,,,0.015,0.001,0.005,0.006,0.000,7.4,9
29/03/2016,22:00,49,1.9,15.8,0.7,23.6,72.0,,,0.016,0.001,0.003,0.004,0.000,7.0,9
29/03/2016,23:00,63,1.3,23.3,0.5,22.9,74.9,,,0.013,0.001,0.004,0.005,0.000,6.9,10
30/03/2016,00:00,89,0.7,127.7,0.8,22.1,79.3,,,,,,,,7.7,
30/03/2016,01:00,148,0.2,44.4,0.2,22.0,80.4,,,0.005,0.002,0.009,0.011,0.000,7.4,12
30/03/2016,02:00,246,0.3,49.9,0.2,21.0,85.5,,,0.002,0.002,0.010,0.012,0.000,5.7,12
30/03/2016,03:00,168,0.2,83.5,0.3,20.4,89.7,,,0.001,0.008,0.012,0.019,0.000,6.7,12
30/03/2016,04:00,325,0.3,62.2,0.2,20.1,90.4,,,0.000,0.009,0.010,0.019,0.000,6.1,15
30/03/2016,05:00,271,0.2,86.1,0.2,19.7,92.4,,,0.000,0.013,0.010,0.023,0.000,10.5,16
30/03/2016,06:00,295,0.2,88.0,0.2,20.6,91.6,,,0.001,0.049,0.013,0.062,0.001,15.3,22
30/03/2016,07:00,282,0.7,41.5,0.4,24.7,70.6,,,0.007,0.011,0.009,0.020,0.001,11.5,18
30/03/2016,08:00,249,1.2,38.6,0.7,25.7,64.9,,,0.016,0.003,0.004,0.006,0.001,9.1,16
30/03/2016,09:00,269,1.4,43.9,0.7,26.7,60.4,,,0.020,0.002,0.003,0.005,0.000,6.1,13
30/03/2016,10:00,327,1.5,39.0,0.8,28.6,52.6,,,0.024,0.002,0.003,0.005,0.000,7.6,20
30/03/2016,11:00,289,1.5,45.6,0.8,29.6,49.4,,,0.028,0.001,0.003,0.004,0.000,6.8,14
30/03/2016,12:00,,,,,,,,,,,,,,,
30/03/2016,13:00,212,1.4,63.4,1.3,29.9,48.0,,,0.033,0.001,0.003,0.004,0.000,,21
30/03/2016,14:00,196,1.8,25.3,1.0,29.0,51.9,,,0.029,0.001,0.002,0.003,0.000,,16
30/03/2016,15:00,187,1.5,22.8,0.8,28.0,55.6,,,0.024,0.001,0.003,0.004,0.000,,17
30/03/2016,16:00,215,0.7,39.5,0.5,27.6,57.4,,,0.025,0.001,0.003,0.004,0.000,,20
30/03/2016,17:00,34,0.8,81.4,1.2,26.2,63.3,,,0.021,0.002,0.010,0.011,0.001,,20
30/03/2016,18:00,52,2.0,12.8,0.6,24.4,78.9,,,0.014,0.002,0.014,0.016,0.000,,27
30/03/2016,19:00,67,1.7,14.5,0.5,23.4,81.2,,,0.013,0.002,0.017,0.019,0.001,,19
30/03/2016,20:00,96,1.2,17.2,0.5,22.8,85.3,,,0.010,0.001,0.017,0.018,0.000,,18
30/03/2016,21:00,104,1.1,14.7,0.4,21.9,89.8,,,0.004,0.003,0.021,0.024,0.000,,26
30/03/2016,22:00,75,0.8,24.4,0.4,21.5,91.7,,,0.003,0.005,0.020,0.024,0.000,,30
30/03/2016,23:00,198,0.1,123.7,0.2,20.8,92.7,,,0.000,0.017,0.019,0.036,0.001,0.7,27
31/03/2016,00:00,255,0.6,41.3,0.2,20.4,94.0,,,,,,,,1.2,
31/03/2016,01:00,230,0.4,38.8,0.3,19.9,94.2,,,0.001,0.011,0.015,0.025,0.000,1.6,31
31/03/2016,02:00,266,0.6,38.2,0.2,19.7,94.7,,,0.000,0.004,0.014,0.018,0.000,2.7,43
31/03/2016,03:00,279,0.3,50.8,0.2,19.7,94.9,,,0.000,0.010,0.014,0.024,0.000,3.6,34
31/03/2016,04:00,244,0.3,47.6,0.2,20.0,94.2,,,0.003,0.002,0.011,0.013,0.000,3.0,35
31/03/2016,05:00,315,0.7,21.2,0.3,20.6,91.7,,,0.003,0.007,0.012,0.018,0.000,3.6,33
31/03/2016,06:00,324,0.7,30.1,0.3,20.8,88.2,,,0.002,0.012,0.013,0.025,0.001,7.2,26
31/03/2016,07:00,333,0.8,31.3,0.3,22.8,78.0,,,0.009,0.009,0.010,0.019,0.000,5.9,28
31/03/2016,08:00,314,0.9,40.9,0.5,25.6,65.8,,,0.018,0.005,0.006,0.010,0.000,6.8,36
31/03/2016,09:00,267,0.9,59.1,0.6,27.1,58.9,,,0.026,0.002,0.004,0.006,0.001,3.6,31
31/03/2016,10:00,247,1.1,61.4,0.9,29.0,47.2,,,0.034,0.002,0.003,0.004,0.001,1.9,17
31/03/2016,11:00,240,1.3,57.7,1.0,30.2,36.9,,,0.039,0.001,0.002,0.003,0.000,,11
31/03/2016,12:00,270,1.2,66.6,0.9,31.2,32.3,,,0.040,0.001,0.001,0.002,0.000,,9
31/03/2016,13:00,244,0.9,63.5,0.8,30.7,32.0,,,0.041,0.001,0.002,0.003,0.000,,9
31/03/2016,14:00,264,1.5,47.0,0.8,32.2,28.9,,,0.041,0.001,0.002,0.003,0.000,0.0,9
31/03/2016,15:00,231,1.1,53.5,0.8,31.3,29.5,,,0.040,0.001,0.002,0.003,0.000,1.0,8
31/03/2016,16:00,74,1.5,118.8,1.7,30.7,37.1,,,0.037,0.002,0.005,0.007,0.000,5.0,10
31/03/2016,17:00,83,3.2,17.4,1.1,26.8,52.7,,,0.032,0.002,0.009,0.011,0.000,8.3,12
31/03/2016,18:00,73,2.8,13.4,0.9,25.2,55.0,,,0.029,0.002,0.009,0.011,0.000,8.8,13
31/03/2016,19:00,71,2.8,12.8,0.8,24.3,60.4,,,0.029,0.001,0.009,0.010,0.000,9.0,14
31/03/2016,20:00,77,1.5,27.3,0.8,23.4,64.9,,,0.023,0.001,0.013,0.014,0.001,9.9,15
31/03/2016,21:00,190,0.3,22.4,0.2,21.8,71.0,,,0.013,0.002,0.019,0.021,0.001,7.7,15
31/03/2016,22:00,188,0.3,35.7,0.2,20.9,74.4,,,0.007,0.005,0.025,0.030,0.001,8.5,17
31/03/2016,23:00,106,0.5,22.5,0.3,20.6,75.0,,,0.010,0.005,0.018,0.023,0.000,7.5,16
01/04/2016,00:00,123,0.5,23.6,0.2,19.6,78.4,,,,,,,,7.7,
01/04/2016,01:00,135,0.3,26.9,0.2,19.0,80.5,,,0.010,0.002,0.015,0.016,0.000,5.9,14
01/04/2016,02:00,298,0.2,99.6,0.2,18.8,80.4,,,0.010,0.001,0.012,0.013,0.000,5.2,14
01/04/2016,03:00,319,0.4,22.4,0.2,18.5,83.2,,,0.005,0.001,0.010,0.011,0.000,6.0,20
01/04/2016,04:00,282,0.4,35.1,0.2,17.6,89.4,,,0.002,0.004,0.012,0.016,0.000,7.1,21
01/04/2016,05:00,277,0.5,23.2,0.2,17.4,90.8,,,0.000,0.019,0.013,0.032,0.000,8.9,22
01/04/2016,06:00,256,0.4,28.8,0.2,18.1,87.4,,,0.002,0.017,0.015,0.032,0.000,8.1,18
01/04/2016,07:00,326,0.4,56.4,0.4,21.4,70.2,,,0.007,0.017,0.015,0.032,0.000,11.0,20
01/04/2016,08:00,306,1.1,29.7,0.5,26.3,53.3,,,0.016,0.009,0.011,0.020,0.000,15.9,23
01/04/2016,09:00,51,0.9,148.5,1.1,28.4,45.0,,,0.029,0.003,0.005,0.008,0.001,11.8,18
01/04/2016,10:00,54,1.5,44.6,1.0,28.7,41.5,,,0.035,0.002,0.003,0.005,0.000,8.6,13
01/04/2016,11:00,22,1.3,174.5,1.0,30.1,38.2,,,0.041,0.002,0.005,0.007,0.000,9.6,16
01/04/2016,12:00,21,1.1,65.3,0.8,30.9,34.3,,,0.049,0.002,0.003,0.005,0.000,8.1,16
01/04/2016,13:00,66,1.2,47.0,0.7,31.3,31.3,,,0.053,0.002,0.004,0.005,0.000,9.8,16
01/04/2016,14:00,,0.0,141.9,0.7,31.1,31.4,,,0.058,0.001,0.004,0.005,0.000,11.3,18
01/04/2016,15:00,59,3.1,22.7,1.2,30.0,39.6,,,0.050,0.003,0.009,0.012,0.001,17.3,21
01/04/2016,16:00,56,3.4,14.1,0.9,28.5,46.7,,,0.039,0.003,0.009,0.011,0.002,16.5,20
01/04/2016,17:00,61,3.2,19.3,1.0,26.7,55.6,,,0.030,0.002,0.008,0.010,0.001,13.7,19
01/04/2016,18:00,73,2.8,14.4,0.9,25.2,63.2,,,0.024,0.002,0.010,0.012,0.001,11.5,19
01/04/2016,19:00,84,2.3,16.2,0.8,24.2,67.8,,,0.021,0.002,0.009,0.010,0.000,11.6,20
01/04/2016,20:00,78,1.7,14.9,0.7,23.4,72.4,,,0.017,0.001,0.010,0.011,0.000,10.8,20
01/04/2016,21:00,108,0.7,30.4,0.5,22.1,78.3,,,0.011,0.001,0.013,0.014,0.000,10.0,21
01/04/2016,22:00,129,0.5,21.3,0.3,21.0,83.6,,,0.010,0.001,0.013,0.014,0.000,8.6,21
01/04/2016,23:00,138,0.4,37.1,0.3,20.3,88.7,,,0.008,0.002,0.012,0.014,0.000,8.8,21
02/04/2016,00:00,246,0.3,40.9,0.1,19.8,90.2,,,,,,,,6.0,
02/04/2016,01:00,293,0.2,61.3,0.1,19.7,90.4,,,0.002,0.002,0.012,0.013,0.000,6.3,21
02/04/2016,02:00,231,0.2,95.5,0.2,19.0,92.0,,,0.000,0.012,0.012,0.023,0.000,5.2,19
02/04/2016,03:00,281,0.2,72.4,0.2,18.6,92.8,,,0.001,0.006,0.010,0.016,0.000,5.6,20
02/04/2016,04:00,240,0.1,74.5,0.2,18.1,93.7,,,0.001,0.009,0.009,0.018,0.000,5.1,20
02/04/2016,05:00,251,0.5,39.9,0.2,17.8,94.2,,,0.001,0.009,0.008,0.017,0.000,5.9,18
02/04/2016,06:00,318,0.4,63.4,0.3,18.2,94.4,,,0.002,0.009,0.008,0.017,0.000,6.3,18
02/04/2016,07:00,292,0.6,42.2,0.3,21.7,81.1,,,0.007,0.008,0.006,0.013,0.000,9.8,25
02/04/2016,08:00,258,0.7,48.3,0.5,24.8,67.1,,,0.014,0.004,0.005,0.009,0.000,9.9,20
02/04/2016,09:00,245,1.0,56.9,0.7,26.9,57.8,,,0.025,0.001,0.002,0.003,0.000,8.2,16
02/04/2016,10:00,335,1.1,57.2,0.8,29.2,48.6,,,0.030,0.002,0.002,0.004,0.000,8.6,15
02/04/2016,11:00,337,0.8,65.5,0.7,30.3,44.8,,,0.036,0.001,0.003,0.004,0.000,7.2,17
02/04/2016,12:00,298,1.0,64.8,0.8,31.3,39.8,,,0.041,0.001,0.002,0.003,0.000,7.7,18
02/04/2016,13:00,262,0.6,118.0,0.8,32.2,35.3,,,0.044,0.001,0.002,0.003,0.000,9.1,19
02/04/2016,14:00,3,1.0,56.7,0.7,32.7,32.4,,,0.048,0.001,0.003,0.004,0.001,10.3,19
02/04/2016,15:00,329,1.0,59.1,0.7,33.1,31.0,,,0.050,0.001,0.003,0.004,0.000,10.4,19
02/04/2016,16:00,50,3.1,28.0,1.3,31.0,41.1,,,0.051,0.001,0.005,0.006,0.000,14.9,19
02/04/2016,17:00,48,3.0,16.3,0.9,28.1,52.6,,,0.042,0.002,0.005,0.007,0.000,15.9,20
02/04/2016,18:00,63,2.9,13.5,1.1,26.2,61.0,,,0.035,0.001,0.007,0.008,0.001,12.9,20
02/04/2016,19:00,69,2.7,14.1,0.8,25.1,65.5,,,0.023,0.001,0.006,0.007,0.001,7.6,13
02/04/2016,20:00,76,2.4,15.0,0.8,24.4,65.3,,,0.021,0.001,0.005,0.006,0.001,6.2,10
02/04/2016,21:00,77,2.0,14.5,0.6,23.9,67.2,,,0.020,0.001,0.006,0.007,0.001,5.4,10
02/04/2016,22:00,88,1.3,13.8,0.3,22.9,72.1,,,0.016,0.001,0.009,0.010,0.001,5.6,11
02/04/2016,23:00,100,1.3,12.0,0.3,21.7,77.2,,,0.013,0.001,0.009,0.010,0.001,5.7,13
03/04/2016,00:00,105,0.8,18.9,0.4,20.7,81.8,,,,,,,,5.3,
03/04/2016,01:00,217,0.2,67.6,0.1,19.8,87.1,,,0.004,0.001,0.012,0.013,0.000,5.8,18
03/04/2016,02:00,350,0.2,151.6,0.1,19.2,89.8,,,0.001,0.004,0.013,0.016,0.000,5.1,18
03/04/2016,03:00,91,0.2,44.6,0.1,18.5,91.7,,,0.000,0.011,0.012,0.023,0.000,5.3,16
03/04/2016,04:00,182,0.1,71.1,0.1,18.1,93.2,,,0.003,0.005,0.009,0.013,0.000,6.6,16
03/04/2016,05:00,300,0.3,26.5,0.1,17.9,93.6,,,0.000,0.007,0.009,0.016,0.000,6.3,17
03/04/2016,06:00,313,0.4,25.1,0.2,18.4,92.9,,,0.002,0.009,0.008,0.017,0.000,7.1,17
03/04/2016,07:00,220,0.9,26.1,0.3,21.0,83.3,,,0.009,0.004,0.004,0.008,0.000,7.9,17
03/04/2016,08:00,260,0.5,63.2,0.4,25.0,66.8,,,0.017,0.003,0.004,0.006,0.000,8.1,16
03/04/2016,09:00,287,0.7,60.6,0.5,27.6,57.4,,,0.025,0.001,0.003,0.004,0.000,8.2,16
03/04/2016,10:00,259,0.5,80.4,0.7,29.2,49.5,,,0.033,0.001,0.002,0.003,0.000,5.5,12
03/04/2016,11:00,104,1.2,56.7,0.9,31.3,40.8,,,0.034,0.001,0.002,0.003,0.000,5.5,12
03/04/2016,12:00,105,1.8,41.4,1.2,32.3,32.3,,,0.038,0.001,0.002,0.003,0.001,5.1,13
03/04/2016,13:00,70,2.8,27.2,1.4,32.4,31.8,,,0.043,0.001,0.003,0.004,0.001,8.0,13
03/04/2016,14:00,76,3.6,22.8,1.3,31.3,38.4,,,0.045,0.001,0.004,0.005,0.000,13.4,14
03/04/2016,15:00,62,4.2,16.7,1.3,30.0,44.0,,,0.039,0.002,0.003,0.005,0.000,12.3,13
03/04/2016,16:00,83,3.4,19.3,1.1,28.9,47.6,,,0.034,0.001,0.004,0.005,0.000,13.3,13
03/04/2016,17:00,73,3.5,14.8,1.0,27.0,54.8,,,0.030,0.002,0.005,0.006,0.000,12.0,13
03/04/2016,18:00,72,2.8,14.9,0.9,25.5,61.1,,,0.027,0.002,0.005,0.007,0.000,9.9,14
03/04/2016,19:00,67,2.0,14.3,0.6,24.6,66.1,,,0.023,0.001,0.006,0.007,0.000,10.1,14
03/04/2016,20:00,67,0.9,16.4,0.4,23.6,71.8,,,0.017,0.001,0.009,0.010,0.001,10.8,16
03/04/2016,21:00,116,0.3,53.5,0.3,22.2,78.2,,,0.010,0.001,0.015,0.016,0.000,10.3,17
03/04/2016,22:00,168,0.6,30.8,0.4,21.4,81.8,,,0.016,0.001,0.009,0.010,0.000,7.9,17
03/04/2016,23:00,149,0.2,63.9,0.2,20.8,82.3,,,0.007,0.005,0.016,0.021,0.000,7.3,18
04/04/2016,00:00,178,0.4,21.3,0.2,20.1,85.0,,,,,,,,6.7,
04/04/2016,01:00,151,0.3,32.1,0.3,19.4,87.6,,,0.017,0.001,0.009,0.010,0.000,7.7,20
04/04/2016,02:00,168,0.1,76.1,0.2,18.8,88.8,,,0.010,0.001,0.012,0.013,0.000,7.6,22
04/04/2016,03:00,152,0.2,67.3,0.2,18.6,90.3,,,0.008,0.001,0.014,0.015,0.000,9.8,25
04/04/2016,04:00,3,0.3,173.3,0.4,18.7,89.3,,,0.003,0.006,0.010,0.016,0.000,9.1,27
04/04/2016,05:00,18,0.2,153.8,0.3,18.3,90.5,,,0.002,0.024,0.014,0.038,0.001,11.6,33
04/04/2016,06:00,,0.0,87.1,0.1,18.4,90.3,,,0.001,0.097,0.021,0.118,0.002,17.7,38
04/04/2016,07:00,199,0.5,48.2,0.3,21.7,75.9,,,0.011,0.040,0.017,0.057,0.001,17.4,35
04/04/2016,08:00,125,1.3,38.0,1.0,26.2,56.0,,,0.031,0.001,0.003,0.004,0.000,15.7,27
04/04/2016,09:00,116,2.1,35.7,1.3,27.4,49.8,,,0.033,0.001,0.002,0.003,0.000,17.5,28
04/04/2016,10:00,122,1.6,36.2,1.3,28.1,45.0,,,0.033,0.001,0.003,0.004,0.000,14.3,27
04/04/2016,11:00,116,2.1,34.2,1.3,29.9,32.5,,,0.032,0.001,0.003,0.004,0.000,14.0,22
04/04/2016,12:00,130,1.6,36.6,1.1,30.1,33.1,,,0.033,0.001,0.002,0.003,0.000,13.7,22
04/04/2016,13:00,117,1.8,39.6,1.2,30.8,29.0,,,0.033,0.001,0.002,0.003,0.000,11.6,20
04/04/2016,14:00,97,2.7,26.6,1.3,31.2,27.9,,,0.032,0.002,0.003,0.005,0.000,14.3,19
04/04/2016,15:00,96,2.8,31.2,1.4,30.4,27.2,,,0.032,0.002,0.004,0.005,0.000,13.4,17
04/04/2016,16:00,102,2.4,25.5,1.3,29.0,30.9,,,0.030,0.001,0.005,0.006,0.000,15.8,18
04/04/2016,17:00,103,1.9,23.1,1.1,26.6,37.8,,,0.028,0.001,0.005,0.006,0.000,17.0,20
04/04/2016,18:00,103,1.3,24.5,0.7,24.6,47.4,,,0.022,0.001,0.008,0.009,0.000,17.5,24
04/04/2016,19:00,100,1.9,25.0,0.9,23.7,53.7,,,0.026,0.001,0.003,0.004,0.000,15.4,24
04/04/2016,20:00,105,1.2,27.7,0.7,22.9,58.7,,,0.025,0.000,0.004,0.004,0.000,15.4,25
04/04/2016,21:00,125,0.7,37.6,0.5,22.4,62.3,,,0.022,0.001,0.005,0.005,0.000,14.9,26
04/04/2016,22:00,172,0.5,28.7,0.4,21.8,66.0,,,0.017,0.001,0.009,0.009,0.000,13.5,26
04/04/2016,23:00,199,1.1,12.2,0.3,20.9,68.9,,,0.013,0.003,0.012,0.015,0.000,13.0,25
05/04/2016,00:00,200,1.0,10.6,0.2,19.8,72.6,,,,,,,,11.4,
05/04/2016,01:00,189,1.2,10.9,0.4,19.1,74.2,,,0.013,0.002,0.009,0.011,0.000,10.8,22
05/04/2016,02:00,186,1.2,15.1,0.5,19.2,72.7,,,0.020,0.000,0.004,0.004,0.000,10.7,22
05/04/2016,03:00,197,0.4,54.9,0.5,18.1,76.7,,,0.017,0.001,0.005,0.005,0.000,10.1,22
05/04/2016,04:00,236,0.5,41.9,0.2,16.8,81.9,,,0.008,0.002,0.009,0.010,0.000,10.7,23
05/04/2016,05:00,289,0.3,42.1,0.1,16.3,84.3,,,0.003,0.015,0.015,0.029,0.000,11.0,25
05/04/2016,06:00,293,0.3,53.2,0.2,16.7,84.1,,,0.002,0.044,0.017,0.061,0.001,15.6,29
05/04/2016,07:00,320,0.6,30.8,0.2,21.5,66.3,,,0.005,0.032,0.015,0.047,0.001,20.5,29
05/04/2016,08:00,174,0.4,90.3,0.7,25.2,52.6,,,0.017,0.006,0.007,0.012,0.000,15.5,19
05/04/2016,09:00,136,1.7,38.9,1.1,26.8,45.1,,,0.025,0.001,0.002,0.003,0.000,20.9,16
05/04/2016,10:00,128,1.7,36.6,1.0,28.2,40.1,,,0.026,0.001,0.002,0.003,0.000,11.7,12
05/04/2016,11:00,125,1.7,41.7,1.3,28.9,36.1,,,0.027,0.001,0.002,0.003,0.000,9.9,12
05/04/2016,12:00,96,2.0,40.9,1.2,30.0,31.6,,,0.027,0.002,0.002,0.004,0.000,8.0,11
05/04/2016,13:00,90,2.2,35.8,1.2,30.3,29.6,,,0.028,0.004,0.003,0.006,0.000,9.6,11
05/04/2016,14:00,75,2.9,26.5,1.3,29.4,34.9,,,0.030,0.004,0.005,0.009,0.000,16.2,14
05/04/2016,15:00,80,3.4,20.7,1.2,28.7,35.9,,,0.030,0.004,0.007,0.011,0.000,19.9,14
05/04/2016,16:00,80,3.4,19.7,1.2,27.3,40.2,,,0.028,0.003,0.007,0.010,0.000,19.7,13
05/04/2016,17:00,88,2.9,17.4,1.0,25.4,49.2,,,0.022,0.003,0.008,0.011,0.000,18.5,14
05/04/2016,18:00,96,1.8,15.7,0.6,23.7,55.8,,,0.016,0.003,0.011,0.014,0.000,14.5,14
05/04/2016,19:00,93,1.4,16.8,0.5,22.2,60.2,,,0.014,0.002,0.012,0.014,0.000,13.6,14
05/04/2016,20:00,213,0.3,81.6,0.3,20.7,65.2,,,0.009,0.003,0.014,0.017,0.000,12.3,16
05/04/2016,21:00,195,0.2,94.6,0.3,19.1,70.7,,,0.001,0.030,0.024,0.054,0.001,10.9,16
05/04/2016,22:00,208,0.8,26.9,0.4,18.5,71.9,,,0.005,0.012,0.020,0.031,0.000,8.3,15
05/04/2016,23:00,228,0.6,34.4,0.2,18.8,69.3,,,0.013,0.001,0.010,0.011,0.000,7.3,13
06/04/2016,00:00,279,0.4,49.3,0.3,17.8,74.0,,,,,,,,6.8,
06/04/2016,01:00,248,0.8,25.5,0.4,17.1,77.2,,,0.008,0.001,0.010,0.010,0.000,7.1,13
06/04/2016,02:00,259,0.7,25.5,0.3,17.2,76.3,,,0.013,0.000,0.004,0.004,0.000,5.8,11
06/04/2016,03:00,304,0.7,17.2,0.2,16.4,79.4,,,0.006,0.001,0.008,0.009,0.000,7.2,14
06/04/2016,04:00,265,0.9,20.0,0.3,15.6,83.1,,,0.003,0.003,0.011,0.014,0.000,8.2,15
06/04/2016,05:00,260,0.5,47.9,0.4,15.3,86.0,,,0.002,0.012,0.012,0.024,0.000,7.8,14
