Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Air Temperature (degC),Sulfur Dioxide (ppm),PM10 (ug/m^3)
01/01/2016,00:00,29,0.9,25.0,0.4,23.0,,4.3
01/01/2016,01:00,28,1.0,22.6,0.4,22.7,0.000,5.1
01/01/2016,02:00,6,1.0,179.4,0.5,22.4,0.000,9.1
01/01/2016,03:00,14,1.2,19.4,0.5,22.4,0.000,10.8
01/01/2016,04:00,10,1.1,22.7,0.5,22.6,0.000,9.2
01/01/2016,05:00,351,1.6,19.5,0.6,22.6,0.000,10.6
01/01/2016,06:00,10,1.5,19.7,0.8,22.7,0.000,7.4
01/01/2016,07:00,2,1.9,22.4,0.9,23.5,0.000,6.0
01/01/2016,08:00,354,2.9,20.8,1.0,24.1,0.000,7.0
01/01/2016,09:00,340,2.6,24.7,1.0,27.0,0.000,9.8
01/01/2016,10:00,353,2.7,18.8,1.0,27.3,0.000,7.7
01/01/2016,11:00,357,3.5,21.7,1.6,29.9,0.000,9.2
01/01/2016,12:00,7,3.4,176.2,1.7,30.5,0.000,7.7
01/01/2016,13:00,0,3.4,176.2,1.6,31.0,0.000,9.9
01/01/2016,14:00,3,3.0,23.0,1.3,30.3,0.000,9.7
01/01/2016,15:00,282,3.7,31.3,2.0,25.0,0.054,22.2
01/01/2016,16:00,326,2.6,24.9,1.1,27.2,0.002,12.1
01/01/2016,17:00,321,2.1,27.0,1.3,26.5,0.001,13.0
01/01/2016,18:00,296,0.4,126.3,0.5,26.6,0.033,23.0
01/01/2016,19:00,236,1.5,51.8,1.1,25.8,0.171,3.7
01/01/2016,20:00,237,2.1,25.8,1.0,25.5,0.284,7.8
01/01/2016,21:00,226,2.6,20.5,1.0,24.7,0.073,5.6
01/01/2016,22:00,219,2.6,17.6,1.0,23.7,0.002,4.1
01/01/2016,23:00,220,2.1,16.1,0.7,22.8,0.001,3.1
02/01/2016,00:00,209,0.9,24.2,0.5,21.8,,2.1
02/01/2016,01:00,188,0.7,24.5,0.3,21.0,0.001,2.2
02/01/2016,02:00,273,0.5,79.7,0.8,21.1,0.002,5.8
02/01/2016,03:00,275,2.1,23.7,0.8,21.1,0.037,10.9
02/01/2016,04:00,274,1.9,19.3,0.7,20.6,0.020,13.5
02/01/2016,05:00,299,1.3,27.0,0.5,20.3,0.011,14.7
02/01/2016,06:00,319,1.6,14.7,0.5,20.6,0.001,10.4
02/01/2016,07:00,319,1.9,14.6,0.5,21.0,0.000,12.7
02/01/2016,08:00,339,1.3,159.9,0.6,21.3,0.000,10.0
02/01/2016,09:00,11,1.1,175.0,0.5,23.3,0.000,6.1
02/01/2016,10:00,13,0.9,159.2,0.5,24.1,0.000,7.1
02/01/2016,11:00,29,0.5,163.3,0.7,25.1,0.000,7.7
02/01/2016,12:00,321,1.1,53.3,0.8,27.2,0.000,2.8
02/01/2016,13:00,306,1.1,52.8,0.8,28.5,0.062,8.5
02/01/2016,14:00,317,1.3,82.4,1.3,26.2,0.021,16.6
02/01/2016,15:00,36,0.1,131.7,0.5,29.3,0.231,29.5
02/01/2016,16:00,215,2.7,28.1,1.2,26.2,0.005,4.6
02/01/2016,17:00,201,2.6,25.1,1.1,26.3,0.001,5.6
02/01/2016,18:00,188,2.2,24.3,1.0,26.7,0.004,12.6
02/01/2016,19:00,196,2.5,20.7,1.4,24.9,0.001,9.1
02/01/2016,20:00,196,2.9,20.9,1.3,22.0,0.000,7.9
02/01/2016,21:00,196,2.8,21.3,1.2,21.6,0.000,4.3
02/01/2016,22:00,193,2.9,20.8,1.3,21.6,0.000,3.6
02/01/2016,23:00,190,2.6,21.6,1.2,21.6,0.000,4.0
03/01/2016,00:00,179,3.0,20.2,1.4,21.4,,3.2
03/01/2016,01:00,173,3.3,18.0,1.3,21.4,0.000,5.5
03/01/2016,02:00,168,3.1,18.6,1.2,21.4,0.000,9.0
03/01/2016,03:00,178,1.8,20.0,0.8,20.7,0.000,15.6
03/01/2016,04:00,189,1.9,21.6,0.8,20.1,0.000,8.2
03/01/2016,05:00,177,2.1,19.3,0.9,19.4,0.000,7.8
03/01/2016,06:00,174,2.1,19.4,0.9,19.8,0.000,9.2
03/01/2016,07:00,173,3.1,19.7,1.3,21.4,0.000,6.5
03/01/2016,08:00,172,3.7,18.8,1.5,22.6,0.000,8.8
03/01/2016,09:00,174,3.4,21.0,1.4,24.7,0.000,6.6
03/01/2016,10:00,169,3.8,20.4,1.6,27.2,0.000,
03/01/2016,11:00,163,5.3,17.2,1.9,28.6,0.000,8.8
03/01/2016,12:00,164,5.6,16.3,2.0,29.8,0.000,17.6
03/01/2016,13:00,166,5.8,17.9,2.0,30.5,0.000,14.3
03/01/2016,14:00,165,5.9,16.3,2.1,31.3,0.000,14.9
03/01/2016,15:00,172,4.9,19.8,2.1,32.3,0.000,26.7
03/01/2016,16:00,164,5.1,16.8,1.8,32.3,0.000,34.8
03/01/2016,17:00,166,4.6,19.2,1.8,32.2,0.000,52.9
03/01/2016,18:00,162,4.5,14.6,1.7,31.6,0.000,63.5
03/01/2016,19:00,160,2.8,15.0,1.1,29.4,0.000,58.6
03/01/2016,20:00,172,1.6,16.5,0.7,27.9,0.000,43.0
03/01/2016,21:00,170,1.1,16.8,0.4,26.2,0.000,33.7
03/01/2016,22:00,164,1.4,13.7,0.5,25.5,0.000,26.4
03/01/2016,23:00,158,2.1,15.0,0.9,25.5,0.000,23.3
04/01/2016,00:00,163,2.0,15.4,0.8,24.6,,19.9
04/01/2016,01:00,164,1.9,16.6,0.7,24.0,0.000,17.0
04/01/2016,02:00,165,1.2,23.5,0.8,22.8,0.000,15.2
04/01/2016,03:00,141,1.5,13.5,0.5,22.6,0.000,13.5
04/01/2016,04:00,171,0.8,13.3,0.2,20.9,0.000,13.7
04/01/2016,05:00,165,0.8,10.1,0.2,19.8,0.000,17.8
04/01/2016,06:00,165,0.8,11.4,0.2,20.8,0.000,19.1
04/01/2016,07:00,171,0.9,22.3,0.3,24.9,0.000,19.6
04/01/2016,08:00,156,2.2,21.4,1.2,27.1,0.000,7.8
04/01/2016,09:00,149,4.0,16.2,1.3,28.8,0.000,5.4
04/01/2016,10:00,148,3.6,18.7,1.5,30.5,0.005,3.4
04/01/2016,11:00,158,4.3,16.2,1.6,31.6,0.000,
04/01/2016,12:00,150,3.3,24.6,1.4,32.8,0.000,
04/01/2016,13:00,154,3.4,27.4,1.5,34.0,0.000,7.5
04/01/2016,14:00,165,2.7,27.4,1.3,34.4,0.000,8.3
04/01/2016,15:00,172,3.1,25.5,1.4,34.8,0.000,8.2
04/01/2016,16:00,170,3.0,22.4,1.3,34.0,0.000,8.7
04/01/2016,17:00,171,2.7,25.3,1.2,34.7,0.000,11.8
04/01/2016,18:00,179,1.6,27.8,0.8,34.6,0.000,11.4
04/01/2016,19:00,183,1.3,25.5,0.9,31.1,0.000,13.6
04/01/2016,20:00,157,0.3,39.9,0.2,28.7,0.000,19.2
04/01/2016,21:00,190,0.6,26.9,0.2,27.5,0.000,21.1
04/01/2016,22:00,153,0.5,26.3,0.2,26.5,0.000,15.8
04/01/2016,23:00,158,0.5,32.1,0.2,25.2,0.000,11.9
05/01/2016,00:00,147,0.6,17.0,0.2,24.0,,11.9
05/01/2016,01:00,115,0.2,64.3,0.3,23.1,0.000,10.9
05/01/2016,02:00,133,0.3,54.0,0.2,22.2,0.000,10.1
05/01/2016,03:00,163,0.7,47.0,0.6,21.4,0.000,11.4
05/01/2016,04:00,163,0.6,27.7,0.2,20.9,0.000,10.5
05/01/2016,05:00,120,0.2,106.3,0.3,20.6,0.000,16.5
05/01/2016,06:00,119,0.3,61.4,0.3,21.8,0.000,22.6
05/01/2016,07:00,165,0.6,41.9,0.4,26.9,0.000,18.7
05/01/2016,08:00,197,0.2,91.8,0.3,30.9,0.000,20.0
05/01/2016,09:00,256,0.3,92.0,0.6,33.9,0.000,25.4
05/01/2016,10:00,161,2.0,28.7,1.0,34.9,0.000,14.7
05/01/2016,11:00,176,1.6,48.7,1.0,36.0,0.000,12.0
05/01/2016,12:00,202,2.2,32.6,1.2,36.4,0.009,12.1
05/01/2016,13:00,219,3.0,31.1,1.4,36.6,0.000,13.7
05/01/2016,14:00,198,3.3,28.2,1.5,36.7,0.000,15.2
05/01/2016,15:00,200,3.4,25.8,1.5,36.3,0.000,12.7
05/01/2016,16:00,203,3.3,33.1,1.5,36.7,0.000,14.8
05/01/2016,17:00,201,3.5,25.3,1.6,36.3,0.000,16.3
05/01/2016,18:00,184,2.7,21.2,1.1,35.3,0.000,16.5
05/01/2016,19:00,178,1.8,18.2,0.9,32.3,0.000,14.8
05/01/2016,20:00,160,0.8,18.8,0.4,29.8,0.000,20.1
05/01/2016,21:00,156,0.6,17.1,0.2,27.9,0.000,20.5
05/01/2016,22:00,160,0.7,18.5,0.2,26.7,0.000,20.2
05/01/2016,23:00,144,0.6,25.4,0.2,25.8,0.000,15.4
06/01/2016,00:00,146,0.6,37.3,0.6,24.8,,15.3
06/01/2016,01:00,177,0.8,16.5,0.2,23.8,0.000,13.6
06/01/2016,02:00,153,0.8,17.6,0.2,22.8,0.000,12.9
06/01/2016,03:00,174,1.3,16.0,0.5,23.2,0.000,15.6
06/01/2016,04:00,178,1.2,21.5,0.5,23.4,0.000,19.5
06/01/2016,05:00,162,1.0,17.0,0.3,22.4,0.000,21.3
06/01/2016,06:00,154,1.7,13.8,0.6,23.8,0.000,21.6
06/01/2016,07:00,158,2.4,13.2,0.8,26.8,0.000,22.4
06/01/2016,08:00,146,4.3,14.9,1.6,28.5,0.000,20.2
06/01/2016,09:00,144,3.8,17.6,1.4,30.3,0.000,18.0
06/01/2016,10:00,146,2.6,25.6,1.1,32.4,0.000,16.8
06/01/2016,11:00,166,1.9,36.5,1.1,34.0,0.000,15.2
06/01/2016,12:00,179,1.9,48.8,1.4,34.7,0.000,14.4
06/01/2016,13:00,208,2.6,33.6,1.3,35.6,0.001,13.8
06/01/2016,14:00,198,2.7,33.8,1.4,36.0,0.000,11.1
06/01/2016,15:00,200,2.8,27.3,1.3,36.5,0.002,8.9
06/01/2016,16:00,203,2.6,29.2,1.1,36.4,0.003,9.5
06/01/2016,17:00,195,2.0,30.0,1.0,36.8,0.000,10.4
06/01/2016,18:00,189,1.7,26.8,0.8,36.4,0.000,12.0
06/01/2016,19:00,179,0.9,23.2,0.5,32.3,0.000,24.3
06/01/2016,20:00,159,0.6,20.6,0.2,29.5,0.000,21.8
06/01/2016,21:00,155,0.7,12.8,0.2,28.0,0.000,18.6
06/01/2016,22:00,157,0.8,10.4,0.2,27.1,0.000,20.1
06/01/2016,23:00,166,1.0,11.2,0.2,26.0,0.000,22.1
07/01/2016,00:00,150,0.8,16.5,0.2,25.1,,15.0
07/01/2016,01:00,156,0.9,11.4,0.1,24.6,0.000,11.0
07/01/2016,02:00,168,1.1,16.5,0.3,24.3,0.000,8.8
07/01/2016,03:00,162,0.8,26.6,0.3,23.8,0.000,8.6
07/01/2016,04:00,168,1.0,8.0,0.3,22.6,0.000,9.6
07/01/2016,05:00,168,1.3,8.8,0.3,22.3,0.000,11.2
07/01/2016,06:00,161,1.2,8.5,0.2,23.6,0.000,13.3
07/01/2016,07:00,170,1.3,22.7,0.6,28.8,0.000,15.9
07/01/2016,08:00,116,2.7,23.1,1.3,31.5,0.000,11.4
07/01/2016,09:00,107,3.1,25.8,1.3,33.4,0.000,12.6
07/01/2016,10:00,103,3.0,28.7,1.4,34.9,0.000,12.4
07/01/2016,11:00,110,2.5,32.1,1.2,35.9,0.000,11.1
07/01/2016,12:00,132,2.1,37.7,1.2,36.8,0.000,8.5
07/01/2016,13:00,147,0.9,87.5,1.2,38.5,0.000,8.7
07/01/2016,14:00,166,1.5,61.6,1.2,38.3,0.000,9.3
07/01/2016,15:00,152,1.5,57.8,1.2,38.8,0.000,8.2
07/01/2016,16:00,162,1.9,37.7,1.2,38.5,0.000,9.2
07/01/2016,17:00,161,2.6,22.7,1.2,37.3,0.000,9.0
07/01/2016,18:00,160,2.3,17.0,0.8,35.2,0.000,12.0
07/01/2016,19:00,150,1.9,14.2,0.7,33.6,0.000,13.2
07/01/2016,20:00,151,1.2,19.0,0.5,32.0,0.000,15.6
07/01/2016,21:00,171,0.8,11.9,0.2,29.6,0.000,21.4
07/01/2016,22:00,174,0.8,14.7,0.2,28.1,0.000,20.6
07/01/2016,23:00,164,1.1,8.9,0.2,27.0,0.000,17.9
08/01/2016,00:00,154,1.6,11.2,0.5,27.3,,12.8
08/01/2016,01:00,153,2.4,12.7,0.7,29.0,0.000,9.7
08/01/2016,02:00,141,2.5,15.4,0.9,29.2,0.000,11.5
08/01/2016,03:00,126,2.3,17.8,0.9,29.2,0.000,13.4
08/01/2016,04:00,118,2.0,20.3,1.0,28.7,0.000,12.0
08/01/2016,05:00,113,1.1,19.3,0.4,27.1,0.000,12.2
08/01/2016,06:00,113,0.2,87.8,0.2,25.4,0.000,23.1
08/01/2016,07:00,140,0.5,51.6,0.4,30.0,0.000,19.8
08/01/2016,08:00,119,1.4,47.8,1.1,32.6,0.000,20.4
08/01/2016,09:00,109,2.9,26.2,1.3,33.8,0.000,14.5
08/01/2016,10:00,114,3.0,23.9,1.3,35.6,0.000,14.3
08/01/2016,11:00,120,2.5,28.7,1.2,36.5,0.000,11.5
08/01/2016,12:00,117,1.5,51.2,1.1,37.8,0.000,12.2
08/01/2016,13:00,116,1.4,68.3,1.1,38.7,0.000,10.6
08/01/2016,14:00,147,2.3,40.4,1.4,38.6,0.000,10.3
08/01/2016,15:00,114,1.2,76.4,1.2,39.9,0.000,9.9
08/01/2016,16:00,153,1.6,49.8,1.0,39.5,0.000,10.5
08/01/2016,17:00,163,1.9,38.6,1.3,39.1,0.000,9.6
08/01/2016,18:00,130,1.6,27.9,0.8,38.6,0.000,11.8
08/01/2016,19:00,151,1.1,16.9,0.7,34.5,0.000,15.1
08/01/2016,20:00,155,0.6,21.6,0.2,31.5,0.000,32.6
08/01/2016,21:00,178,0.7,29.7,0.3,29.8,0.000,30.7
08/01/2016,22:00,160,0.6,37.7,0.3,28.5,0.000,32.0
08/01/2016,23:00,118,0.5,42.5,0.3,27.6,0.000,28.8
09/01/2016,00:00,215,0.1,88.0,0.3,27.1,,19.5
09/01/2016,01:00,175,0.7,27.6,0.3,25.9,0.000,19.8
09/01/2016,02:00,174,0.8,26.1,0.4,25.2,0.000,14.8
09/01/2016,03:00,162,0.6,22.9,0.3,24.7,0.000,10.5
09/01/2016,04:00,167,0.7,28.7,0.5,24.3,0.000,10.9
09/01/2016,05:00,182,0.3,66.6,0.3,23.9,0.000,10.5
09/01/2016,06:00,272,0.3,78.2,0.3,25.9,0.000,18.3
09/01/2016,07:00,330,0.4,160.4,0.4,31.6,0.000,28.7
09/01/2016,08:00,100,1.3,42.5,0.8,34.0,0.000,12.0
09/01/2016,09:00,87,1.4,39.2,0.8,36.4,0.000,31.8
09/01/2016,10:00,82,1.7,37.5,0.9,38.4,0.000,
09/01/2016,11:00,115,1.0,59.1,0.7,39.0,0.000,9.3
09/01/2016,12:00,107,0.4,100.6,0.9,40.1,0.000,9.0
09/01/2016,13:00,13,0.9,182.7,0.8,41.8,0.019,13.5
09/01/2016,14:00,327,0.4,146.2,0.8,41.7,0.073,33.8
09/01/2016,15:00,237,0.8,81.4,1.0,41.3,0.056,28.8
09/01/2016,16:00,177,1.5,49.4,0.9,40.8,0.005,13.5
09/01/2016,17:00,108,0.4,82.3,0.6,42.4,0.016,15.4
09/01/2016,18:00,187,1.1,44.9,0.7,40.5,0.000,9.7
09/01/2016,19:00,217,1.0,18.8,0.4,36.5,0.000,12.2
09/01/2016,20:00,187,0.5,27.6,0.2,33.6,0.000,24.0
09/01/2016,21:00,77,0.4,48.9,0.3,32.2,0.002,25.5
09/01/2016,22:00,86,0.3,76.5,0.4,31.1,0.004,31.0
09/01/2016,23:00,50,0.4,68.9,0.4,29.7,0.002,54.4
10/01/2016,00:00,350,1.1,28.2,0.6,29.8,,32.5
10/01/2016,01:00,28,0.3,125.9,0.4,28.8,0.000,22.4
10/01/2016,02:00,166,0.9,34.1,0.4,27.5,0.008,23.4
10/01/2016,03:00,115,0.4,60.4,0.2,27.3,0.042,33.8
10/01/2016,04:00,312,0.1,119.8,0.3,26.9,0.112,47.1
10/01/2016,05:00,355,1.1,19.8,0.4,27.4,0.017,24.6
10/01/2016,06:00,352,1.4,20.6,0.6,28.3,0.001,18.2
10/01/2016,07:00,343,1.6,24.3,0.6,31.5,0.001,32.9
10/01/2016,08:00,304,1.7,27.0,0.7,33.9,0.047,79.5
10/01/2016,09:00,286,1.3,47.4,0.8,36.0,0.328,58.8
10/01/2016,10:00,320,1.1,56.7,0.9,38.9,0.101,52.5
10/01/2016,11:00,170,1.0,61.0,0.9,38.9,0.189,60.2
10/01/2016,12:00,156,0.4,128.9,0.7,40.2,0.053,33.9
10/01/2016,13:00,267,0.6,88.3,0.9,41.5,0.005,13.1
10/01/2016,14:00,169,1.2,64.7,1.0,42.0,0.001,15.2
10/01/2016,15:00,160,1.5,60.8,1.1,42.1,0.014,10.9
10/01/2016,16:00,255,1.7,47.4,1.1,42.4,0.092,18.7
10/01/2016,17:00,219,1.7,44.4,1.0,41.3,0.037,16.8
10/01/2016,18:00,182,0.9,57.9,0.6,41.2,0.000,12.1
10/01/2016,19:00,192,1.0,26.4,0.5,37.1,0.000,22.5
10/01/2016,20:00,157,0.6,11.9,0.2,34.3,0.000,28.4
10/01/2016,21:00,16,0.9,147.5,0.9,33.7,0.001,26.0
10/01/2016,22:00,7,1.2,173.6,0.9,33.6,0.000,20.8
10/01/2016,23:00,3,0.9,165.2,0.6,32.1,0.000,20.0
11/01/2016,00:00,343,1.4,17.6,0.5,31.4,,18.3
11/01/2016,01:00,349,0.9,26.2,0.5,30.3,0.000,18.0
11/01/2016,02:00,347,1.7,16.3,0.6,29.7,0.000,18.4
11/01/2016,03:00,359,1.5,17.6,0.7,29.1,0.000,20.6
11/01/2016,04:00,0,1.4,17.0,0.5,28.4,0.000,22.4
11/01/2016,05:00,21,0.9,25.0,0.5,27.8,0.000,38.2
11/01/2016,06:00,10,0.8,165.7,0.4,28.4,0.000,28.7
11/01/2016,07:00,10,1.1,161.7,0.6,32.0,0.000,29.1
11/01/2016,08:00,351,2.2,21.8,0.9,33.0,0.000,24.6
11/01/2016,09:00,11,1.8,168.0,0.9,35.7,0.000,23.5
11/01/2016,10:00,11,2.0,174.3,1.1,37.6,0.000,20.6
11/01/2016,11:00,360,2.3,28.2,1.1,39.5,0.000,21.0
11/01/2016,12:00,350,2.8,25.2,1.3,40.5,0.000,18.5
11/01/2016,13:00,11,1.9,168.6,1.2,42.4,0.000,18.5
11/01/2016,14:00,34,1.7,42.4,1.0,43.5,0.000,13.0
11/01/2016,15:00,28,1.5,45.3,0.9,42.9,0.000,15.9
11/01/2016,16:00,140,2.9,53.0,2.2,37.9,0.001,64.6
11/01/2016,17:00,102,2.7,26.6,1.3,35.0,0.001,25.9
11/01/2016,18:00,74,2.6,31.4,1.3,33.7,0.000,22.5
11/01/2016,19:00,43,2.4,25.0,1.3,31.6,0.000,20.2
11/01/2016,20:00,37,2.0,25.6,1.4,30.3,0.000,13.6
11/01/2016,21:00,6,1.0,161.4,0.5,30.1,0.000,15.5
11/01/2016,22:00,343,1.5,20.8,0.6,29.5,0.000,18.8
11/01/2016,23:00,6,1.1,173.6,0.5,29.5,0.000,19.6
12/01/2016,00:00,8,1.4,170.2,0.5,29.5,,18.5
12/01/2016,01:00,354,1.7,18.7,0.7,29.3,0.000,18.0
12/01/2016,02:00,1,1.3,22.8,0.6,29.3,0.000,18.5
12/01/2016,03:00,346,1.6,17.7,0.7,29.0,0.000,17.9
12/01/2016,04:00,340,1.5,20.0,0.6,28.8,0.000,15.5
12/01/2016,05:00,346,1.2,19.6,0.4,28.4,0.000,17.1
12/01/2016,06:00,359,0.6,41.8,0.4,29.1,0.000,29.4
12/01/2016,07:00,289,1.5,29.2,0.8,30.8,0.091,32.8
12/01/2016,08:00,293,2.6,31.7,1.1,33.3,0.135,44.1
12/01/2016,09:00,285,3.3,21.4,1.2,34.1,0.029,46.7
12/01/2016,10:00,302,2.9,30.4,1.4,35.6,0.010,30.1
12/01/2016,11:00,331,2.4,35.7,1.1,38.4,0.000,16.5
12/01/2016,12:00,354,2.3,30.9,1.1,40.5,0.000,13.2
12/01/2016,13:00,359,2.1,37.7,1.2,41.6,0.000,15.3
12/01/2016,14:00,25,1.6,38.6,1.0,42.2,0.000,12.9
12/01/2016,15:00,27,1.6,26.6,0.9,39.1,0.000,11.7
12/01/2016,16:00,27,1.7,26.5,0.8,39.1,0.000,14.8
12/01/2016,17:00,331,3.3,24.7,1.2,39.7,0.000,28.3
12/01/2016,18:00,13,1.9,172.5,0.8,37.5,0.000,15.9
12/01/2016,19:00,26,1.4,20.7,0.6,34.7,0.000,19.4
12/01/2016,20:00,340,1.5,160.3,0.7,33.4,0.000,32.1
12/01/2016,21:00,338,1.3,24.9,0.6,32.1,0.000,27.1
12/01/2016,22:00,352,0.8,38.9,0.5,31.3,0.000,18.4
12/01/2016,23:00,323,1.6,20.1,0.6,31.0,0.000,25.8
13/01/2016,00:00,351,1.1,24.5,0.5,30.1,,18.2
13/01/2016,01:00,27,0.6,21.6,0.2,29.4,0.000,16.6
13/01/2016,02:00,100,0.5,60.4,0.6,29.1,0.000,20.1
13/01/2016,03:00,154,2.2,17.7,1.0,27.4,0.005,85.5
13/01/2016,04:00,164,1.9,18.9,0.8,26.8,0.000,22.9
13/01/2016,05:00,175,1.3,27.3,0.7,26.6,0.000,16.6
13/01/2016,06:00,158,1.1,25.5,0.5,26.4,0.000,18.7
13/01/2016,07:00,167,1.3,21.8,0.6,28.0,0.000,25.2
13/01/2016,08:00,149,1.8,24.0,0.7,30.0,0.000,13.0
13/01/2016,09:00,181,1.1,52.5,0.7,32.4,0.002,15.0
13/01/2016,10:00,177,1.1,47.6,0.7,34.2,0.025,28.2
13/01/2016,11:00,77,0.1,114.2,0.7,36.5,0.019,29.6
13/01/2016,12:00,25,0.8,94.5,1.1,39.5,0.009,24.9
13/01/2016,13:00,12,1.1,161.6,0.9,40.4,0.005,20.9
13/01/2016,14:00,63,0.3,111.0,0.9,40.1,0.001,13.7
13/01/2016,15:00,43,1.3,58.8,1.0,40.8,0.000,14.3
13/01/2016,16:00,55,1.7,45.7,1.2,40.5,0.000,13.0
13/01/2016,17:00,52,2.0,32.5,1.2,39.2,0.000,15.4
13/01/2016,18:00,49,1.9,26.4,0.9,36.6,0.000,16.3
13/01/2016,19:00,54,2.6,19.9,1.1,35.2,0.000,10.0
13/01/2016,20:00,58,1.6,23.7,0.8,33.9,0.000,12.5
13/01/2016,21:00,65,1.2,24.0,0.6,32.8,0.000,11.9
13/01/2016,22:00,66,0.9,30.6,0.5,31.5,0.000,12.2
13/01/2016,23:00,57,0.1,96.2,0.1,29.9,0.000,14.1
14/01/2016,00:00,161,0.3,61.1,0.3,28.7,,13.8
14/01/2016,01:00,145,0.4,73.0,0.4,28.3,0.000,14.1
14/01/2016,02:00,320,0.1,141.3,0.5,28.0,0.000,15.6
14/01/2016,03:00,135,0.4,46.1,0.3,27.3,0.000,16.0
14/01/2016,04:00,120,0.3,74.7,0.3,26.6,0.000,30.8
14/01/2016,05:00,129,0.4,48.8,0.2,26.1,0.003,38.0
14/01/2016,06:00,178,0.7,22.4,0.3,26.4,0.001,31.0
14/01/2016,07:00,160,1.1,20.2,0.6,29.9,0.001,29.9
14/01/2016,08:00,162,1.2,23.9,0.5,32.2,0.000,24.5
14/01/2016,09:00,127,0.4,83.7,0.6,35.4,0.000,12.7
14/01/2016,10:00,77,0.3,140.6,0.8,38.1,0.000,8.7
14/01/2016,11:00,109,1.3,61.9,0.9,38.9,0.000,7.9
14/01/2016,12:00,96,1.8,48.5,1.2,40.1,0.000,9.1
14/01/2016,13:00,109,1.9,45.0,1.3,40.6,0.000,10.7
14/01/2016,14:00,121,2.3,45.6,1.5,41.0,0.000,12.4
14/01/2016,15:00,139,2.6,37.8,1.4,40.4,0.000,14.1
14/01/2016,16:00,125,3.1,28.4,1.3,39.9,0.000,17.6
14/01/2016,17:00,111,2.7,26.5,1.2,39.2,0.000,11.1
14/01/2016,18:00,108,2.3,25.8,1.1,38.2,0.000,11.8
14/01/2016,19:00,101,1.6,26.1,0.7,35.5,0.000,15.2
14/01/2016,20:00,104,1.4,23.4,0.7,34.5,0.000,17.3
14/01/2016,21:00,57,1.3,23.8,0.6,33.4,0.000,16.2
14/01/2016,22:00,59,1.6,21.5,0.7,32.6,0.000,13.8
14/01/2016,23:00,59,1.6,22.6,0.7,32.0,0.000,9.7
15/01/2016,00:00,9,0.8,148.0,0.6,31.2,,13.6
15/01/2016,01:00,159,2.1,20.2,1.0,30.9,0.000,12.1
15/01/2016,02:00,155,3.4,18.0,1.4,29.7,0.000,157.9
15/01/2016,03:00,156,3.5,16.3,1.3,28.4,0.000,328.5
15/01/2016,04:00,152,3.4,15.0,1.2,27.5,0.000,521.2
15/01/2016,05:00,152,3.0,16.4,1.2,27.0,0.000,833.2
15/01/2016,06:00,155,2.6,16.1,0.9,26.9,0.000,1186.8
15/01/2016,07:00,163,2.4,18.5,0.9,27.8,0.000,1240.8
15/01/2016,08:00,167,3.4,17.9,1.2,29.2,0.000,1025.0
15/01/2016,09:00,163,3.0,22.1,1.2,31.2,0.000,771.1
15/01/2016,10:00,165,3.4,20.4,1.3,33.0,0.000,616.2
15/01/2016,11:00,168,3.2,22.9,1.1,34.7,0.000,459.1
15/01/2016,12:00,165,2.8,29.1,1.3,36.5,0.000,260.4
15/01/2016,13:00,181,2.8,31.1,1.2,37.4,0.000,149.2
15/01/2016,14:00,165,2.8,29.0,1.4,38.3,0.000,113.9
15/01/2016,15:00,154,3.1,26.1,1.3,38.0,0.000,98.9
15/01/2016,16:00,150,3.3,24.9,1.5,38.1,0.000,94.2
15/01/2016,17:00,153,3.4,23.1,1.4,36.9,0.000,107.8
15/01/2016,18:00,163,3.9,19.0,1.4,36.3,0.000,104.6
15/01/2016,19:00,157,3.6,14.8,1.2,34.3,0.000,74.5
15/01/2016,20:00,157,3.7,14.9,1.3,33.1,0.000,60.2
15/01/2016,21:00,152,4.0,13.4,1.5,32.2,0.000,64.6
15/01/2016,22:00,135,2.2,22.3,1.0,31.0,0.000,73.0
15/01/2016,23:00,166,3.7,16.5,1.6,30.6,0.000,52.3
16/01/2016,00:00,163,4.1,15.0,1.4,30.1,,77.0
16/01/2016,01:00,162,3.8,14.5,1.3,29.3,0.000,61.5
16/01/2016,02:00,162,3.4,15.6,1.3,28.9,0.000,56.7
16/01/2016,03:00,167,3.6,14.6,1.2,28.5,0.000,50.6
16/01/2016,04:00,164,3.6,14.3,1.1,27.7,0.000,47.6
16/01/2016,05:00,151,3.2,16.4,1.1,27.0,0.000,65.9
16/01/2016,06:00,149,3.1,14.4,1.1,26.6,0.000,58.7
16/01/2016,07:00,156,3.1,16.3,1.1,26.8,0.000,51.8
16/01/2016,08:00,157,3.2,16.4,1.1,28.3,0.000,44.3
16/01/2016,09:00,168,2.5,23.6,1.2,30.6,0.000,40.5
16/01/2016,10:00,168,2.3,24.4,1.1,33.0,0.000,35.6
16/01/2016,11:00,150,2.6,29.1,1.1,34.7,0.000,33.9
16/01/2016,12:00,173,2.7,28.9,1.2,35.3,0.000,27.2
16/01/2016,13:00,162,2.7,27.1,1.0,35.3,0.000,26.9
16/01/2016,14:00,148,1.7,41.2,1.1,36.6,0.000,25.9
16/01/2016,15:00,141,1.2,58.7,0.9,38.6,0.000,21.2
16/01/2016,16:00,212,1.3,45.5,0.7,38.3,0.000,24.1
