Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Air Temperature (degC),Relative Humidity (%),Nitrogen Oxide (ppm),Nitrogen Dioxide (ppm),Nitrogen Oxides (ppm),Sulfur Dioxide (ppm),Carbon Monoxide (ppm),PM10 (ug/m^3),PM2.5 (ug/m^3),Visibility-reducing Particles (Mm^-1)
17/01/2016,03:00,161,3.3,14.7,1.1,23.6,68.9,0.000,0.000,0.000,0.000,0.1,17.4,3.8,23
17/01/2016,04:00,165,2.9,16.1,0.9,23.5,69.3,0.000,0.000,0.000,0.000,0.1,17.6,3.9,24
17/01/2016,05:00,160,3.1,14.3,1.0,23.4,68.8,0.000,0.000,0.000,0.000,0.0,19.1,4.9,24
17/01/2016,06:00,166,3.4,14.6,1.1,23.6,66.4,0.000,0.000,0.000,0.000,0.0,14.3,-0.1,23
17/01/2016,07:00,166,3.2,15.1,1.0,24.0,63.8,0.000,0.000,0.000,0.000,0.0,19.1,4.8,20
17/01/2016,08:00,156,3.3,15.4,1.0,24.6,61.7,0.000,0.001,0.001,0.000,0.0,20.2,5.9,19
17/01/2016,09:00,151,3.5,17.3,1.1,26.5,58.4,0.000,0.000,0.000,0.000,0.1,15.8,2.2,19
17/01/2016,10:00,148,3.5,18.5,1.2,28.8,54.5,0.000,0.000,0.000,0.000,0.1,22.6,8.8,18
17/01/2016,11:00,138,2.7,20.0,1.1,28.6,56.5,0.000,0.000,0.000,0.000,0.1,19.5,6.7,19
17/01/2016,12:00,132,2.8,27.7,1.2,29.6,55.0,0.000,0.000,0.000,0.000,0.1,12.4,0.1,16
17/01/2016,13:00,96,4.0,20.7,1.6,29.3,60.2,0.000,0.000,0.000,0.000,0.1,14.3,2.4,17
17/01/2016,14:00,101,5.0,16.7,1.8,28.8,64.7,0.000,0.000,0.000,0.000,0.1,18.4,6.4,16
17/01/2016,15:00,105,4.5,19.2,1.9,28.7,65.6,0.000,0.000,0.000,0.000,0.1,18.0,4.9,19
17/01/2016,16:00,103,4.7,18.9,1.8,27.9,67.8,0.000,0.000,0.000,0.000,0.1,18.7,4.2,23
17/01/2016,17:00,109,4.3,21.1,1.7,26.9,69.5,0.000,0.000,0.000,0.000,0.1,15.4,0.3,22
17/01/2016,18:00,112,3.9,20.8,1.6,26.2,73.1,0.000,0.000,0.000,0.000,0.1,20.7,4.6,27
17/01/2016,19:00,121,4.1,20.3,1.7,26.0,72.0,0.000,0.000,0.000,0.000,0.1,18.9,3.2,28
17/01/2016,20:00,131,3.3,19.9,1.4,25.6,72.2,0.000,0.000,0.000,0.000,0.1,17.1,0.6,26
17/01/2016,21:00,134,2.4,18.2,1.0,25.1,72.7,0.000,0.000,0.000,0.000,0.1,15.1,0.2,25
17/01/2016,22:00,138,3.0,16.9,1.1,24.6,73.1,0.000,0.000,0.000,0.000,0.1,14.6,1.7,20
17/01/2016,23:00,145,2.2,15.6,0.9,24.1,74.7,0.000,0.000,0.000,0.000,0.1,17.5,7.0,22
18/01/2016,00:00,162,2.3,13.4,0.7,23.3,75.6,,,,,,15.8,5.0,
18/01/2016,01:00,165,2.1,13.7,0.7,22.8,75.0,0.000,0.000,0.000,0.000,0.1,11.0,0.1,14
18/01/2016,02:00,162,2.1,14.4,0.6,22.6,75.0,0.000,0.000,0.000,0.000,0.1,11.4,0.5,18
18/01/2016,03:00,165,2.4,13.1,0.7,22.6,74.5,0.000,0.000,0.000,0.000,0.1,11.2,0.1,18
18/01/2016,04:00,167,2.2,14.4,0.6,22.1,75.3,0.000,0.000,0.000,0.000,0.1,12.2,0.4,18
18/01/2016,05:00,167,2.5,14.0,0.8,22.1,74.8,0.000,0.000,0.000,0.000,0.1,11.5,0.1,17
18/01/2016,06:00,160,3.0,14.2,0.9,24.3,66.9,0.000,0.000,0.000,0.000,0.1,12.2,1.8,16
18/01/2016,07:00,153,3.3,14.2,1.0,26.8,57.9,0.000,0.000,0.000,0.000,0.1,11.3,0.8,13
18/01/2016,08:00,146,2.9,19.5,1.0,28.2,53.5,0.000,0.000,0.000,0.000,0.1,13.4,2.7,11
18/01/2016,09:00,105,3.1,26.0,1.2,28.7,53.0,0.000,0.000,0.000,0.000,0.1,16.1,6.2,10
18/01/2016,10:00,86,2.9,27.1,1.1,28.9,55.2,0.000,0.000,0.000,0.000,0.1,16.3,5.3,12
18/01/2016,11:00,74,4.4,17.2,1.5,27.7,61.7,0.000,0.000,0.000,0.000,0.1,18.3,5.6,17
18/01/2016,12:00,74,4.4,17.7,1.5,28.3,60.1,0.000,0.000,0.000,0.000,0.1,19.3,4.1,17
18/01/2016,13:00,77,4.1,19.6,1.5,28.4,58.1,0.000,0.000,0.000,0.000,0.1,21.3,4.4,13
18/01/2016,14:00,81,4.4,17.0,1.5,28.8,57.3,0.000,0.000,0.000,0.000,0.1,17.2,1.7,15
18/01/2016,15:00,74,4.7,17.0,1.5,28.4,58.2,0.000,0.000,0.000,0.000,0.1,14.3,0.6,13
18/01/2016,16:00,85,5.1,17.1,1.8,28.0,61.5,0.001,0.001,0.002,0.001,0.1,14.0,0.3,13
18/01/2016,17:00,88,5.2,18.8,1.9,27.3,64.1,0.000,0.000,0.000,0.000,0.1,12.2,1.9,14
18/01/2016,18:00,103,4.2,19.6,1.5,26.0,71.4,0.000,0.000,0.000,0.000,0.1,17.6,7.1,19
18/01/2016,19:00,107,3.4,20.5,1.5,25.7,70.0,0.000,0.000,0.000,0.000,0.1,15.5,5.2,15
18/01/2016,20:00,109,3.2,21.2,1.4,25.4,72.5,0.000,0.000,0.000,0.000,0.1,12.1,2.0,15
18/01/2016,21:00,140,1.8,20.3,0.7,24.8,73.9,0.000,0.000,0.000,0.000,0.1,11.8,2.5,12
18/01/2016,22:00,151,1.7,17.3,0.5,24.3,74.6,0.000,0.000,0.000,0.000,0.1,12.2,3.8,13
18/01/2016,23:00,165,1.5,14.6,0.4,23.7,77.0,0.000,0.000,0.000,0.000,0.1,15.7,7.2,12
19/01/2016,00:00,169,1.2,19.4,0.3,23.1,78.9,,,,,,10.0,2.9,
19/01/2016,01:00,184,1.4,11.6,0.4,22.4,81.5,0.000,0.000,0.000,0.000,0.1,12.0,5.2,9
19/01/2016,02:00,185,1.4,10.2,0.4,21.9,82.5,0.000,0.001,0.001,0.000,0.1,13.6,7.1,11
19/01/2016,03:00,185,1.5,11.3,0.3,21.6,83.3,0.000,0.001,0.001,0.000,0.1,11.6,5.0,11
19/01/2016,04:00,188,1.4,12.0,0.4,21.3,83.7,0.000,0.001,0.001,0.000,0.1,5.9,-0.5,11
19/01/2016,05:00,187,1.7,12.1,0.4,21.5,82.4,0.000,0.002,0.002,0.000,0.1,7.5,1.0,11
19/01/2016,06:00,177,2.0,14.5,0.6,24.1,72.7,0.000,0.001,0.001,0.000,0.1,8.0,0.5,10
19/01/2016,07:00,153,2.6,16.0,0.7,27.1,62.2,0.000,0.000,0.000,0.000,0.1,9.5,1.4,9
19/01/2016,08:00,145,2.2,26.0,0.8,29.1,56.5,0.000,0.000,0.000,0.000,0.1,,,8
19/01/2016,09:00,98,1.8,41.0,1.0,29.6,53.7,,,,,,,,
19/01/2016,10:00,64,3.5,21.6,1.4,28.6,59.3,,,,,,,,
19/01/2016,11:00,73,5.0,15.7,1.5,27.6,67.1,0.000,0.001,0.001,0.000,0.1,,,11
19/01/2016,12:00,72,4.8,17.5,1.5,28.0,61.2,0.000,0.001,0.001,0.001,0.1,,,7
19/01/2016,13:00,74,4.9,16.3,1.3,28.1,61.2,0.000,0.000,0.000,0.000,0.1,20.0,4.9,8
19/01/2016,14:00,67,4.4,16.1,1.4,28.2,58.3,0.000,0.000,0.000,0.000,0.1,19.1,2.8,7
19/01/2016,15:00,66,4.2,17.3,1.3,28.1,61.4,0.000,0.000,0.000,0.000,0.1,24.5,5.0,9
19/01/2016,16:00,71,4.2,15.6,1.3,27.9,63.3,0.000,0.001,0.001,0.000,0.1,25.1,8.2,10
19/01/2016,17:00,74,3.9,16.1,1.2,27.3,64.1,0.000,0.000,0.000,0.000,0.1,26.7,11.9,9
19/01/2016,18:00,77,3.2,15.9,1.1,26.4,65.6,0.000,0.000,0.000,0.000,0.1,18.7,2.0,10
19/01/2016,19:00,79,2.7,17.8,1.0,26.2,65.6,0.000,0.000,0.000,0.000,0.1,14.2,-0.7,9
19/01/2016,20:00,86,2.4,19.4,0.9,26.1,66.2,0.000,0.000,0.000,0.000,0.1,15.7,0.3,9
19/01/2016,21:00,97,2.4,20.2,0.9,26.0,66.4,0.000,0.000,0.000,0.000,0.1,12.1,-0.5,8
19/01/2016,22:00,166,1.2,13.8,0.3,24.5,72.1,0.000,0.000,0.000,0.000,0.1,18.8,7.4,11
19/01/2016,23:00,168,1.2,12.0,0.3,23.4,75.4,0.000,0.000,0.000,0.000,0.0,11.4,0.2,9
20/01/2016,00:00,176,1.4,12.0,0.3,22.9,76.6,,,,,,11.7,1.0,
20/01/2016,01:00,177,1.3,12.6,0.3,22.7,76.1,0.000,0.000,0.000,0.000,0.0,9.8,-0.4,6
20/01/2016,02:00,176,1.4,12.3,0.3,22.2,77.5,0.000,0.001,0.001,0.000,0.0,7.8,-1.8,7
20/01/2016,03:00,176,1.6,10.7,0.4,21.8,79.5,0.000,0.001,0.001,0.000,0.0,9.7,0.3,7
20/01/2016,04:00,179,1.4,12.4,0.3,21.4,80.6,0.000,0.002,0.002,0.000,0.0,6.8,-2.3,7
20/01/2016,05:00,185,1.4,10.9,0.3,22.0,77.7,0.000,0.002,0.002,0.000,0.0,6.8,-3.3,7
20/01/2016,06:00,173,1.6,14.1,0.4,25.0,69.0,0.000,0.001,0.001,0.000,0.0,10.3,-0.2,7
20/01/2016,07:00,142,1.5,25.9,0.6,28.4,58.8,0.001,0.002,0.002,0.000,0.0,14.3,1.8,7
20/01/2016,08:00,106,2.1,28.9,0.9,28.9,56.8,0.001,0.001,0.001,0.000,0.0,25.6,9.0,6
20/01/2016,09:00,76,2.5,30.7,1.0,28.5,57.9,0.001,0.000,0.001,0.000,0.0,18.2,6.1,6
20/01/2016,10:00,56,3.0,20.1,0.9,28.2,59.1,0.000,0.000,0.000,0.000,0.0,18.1,4.7,6
20/01/2016,11:00,55,3.3,21.4,1.1,28.4,59.7,0.000,0.000,0.000,0.000,0.0,20.6,8.0,6
20/01/2016,12:00,48,3.4,19.3,1.2,28.3,56.9,0.000,0.000,0.000,0.000,0.0,20.3,8.9,5
20/01/2016,13:00,49,3.4,18.0,1.1,28.3,56.6,0.000,0.000,0.000,0.001,0.0,19.8,6.7,5
20/01/2016,14:00,51,3.3,20.2,1.1,28.4,58.0,0.000,0.000,0.000,0.001,0.0,19.6,5.6,6
20/01/2016,15:00,57,3.4,18.0,1.1,28.3,59.3,0.000,0.001,0.001,0.000,0.0,20.7,8.7,6
20/01/2016,16:00,56,3.2,17.4,1.0,28.1,61.6,0.000,0.000,0.000,0.000,0.0,13.6,4.3,5
20/01/2016,17:00,54,3.0,19.9,1.2,27.5,62.6,0.000,0.000,0.000,0.000,0.0,10.6,3.1,6
20/01/2016,18:00,50,2.4,20.8,0.9,26.5,63.5,0.000,0.000,0.000,0.000,0.0,13.7,5.6,7
20/01/2016,19:00,54,1.9,20.7,0.8,26.1,66.3,0.000,0.000,0.000,0.000,0.0,14.1,5.6,7
20/01/2016,20:00,48,2.1,19.2,0.8,26.0,68.3,0.000,0.000,0.000,0.000,0.0,12.7,5.3,7
20/01/2016,21:00,55,2.0,20.8,0.8,25.9,68.2,0.000,0.000,0.000,0.000,0.0,9.1,0.3,6
20/01/2016,22:00,49,1.8,22.3,0.7,25.7,68.6,0.000,0.000,0.000,0.000,0.0,14.3,6.3,6
20/01/2016,23:00,49,1.5,24.7,0.7,25.4,68.5,0.000,0.000,0.000,0.000,0.0,13.2,4.9,6
21/01/2016,00:00,57,1.3,23.9,0.6,25.2,70.1,,,,,,5.4,-2.6,
21/01/2016,01:00,111,0.4,73.8,0.4,24.4,72.3,0.000,0.001,0.001,0.000,0.1,3.4,-3.9,5
21/01/2016,02:00,202,0.5,38.3,0.2,22.2,79.0,0.000,0.001,0.001,0.000,0.1,3.0,-4.2,6
21/01/2016,03:00,179,0.8,16.3,0.3,21.7,81.7,0.000,0.001,0.001,0.000,0.1,3.9,-1.8,9
21/01/2016,04:00,184,1.2,12.4,0.3,22.1,80.3,0.000,0.001,0.001,0.000,0.1,8.8,2.3,14
21/01/2016,05:00,184,1.4,11.5,0.3,22.2,79.9,0.000,0.001,0.001,0.000,0.1,7.5,0.8,13
21/01/2016,06:00,176,1.4,13.0,0.4,24.0,74.2,0.000,0.002,0.002,0.000,0.1,6.9,0.0,10
21/01/2016,07:00,104,0.8,54.1,0.5,27.5,64.6,0.001,0.001,0.002,0.000,0.1,6.9,-1.4,9
21/01/2016,08:00,62,1.7,27.0,0.8,27.8,61.4,0.000,0.000,0.000,0.001,0.1,10.3,2.5,6
21/01/2016,09:00,58,2.3,22.1,0.8,28.3,58.3,0.000,0.000,0.000,0.001,0.1,10.2,1.8,6
21/01/2016,10:00,60,2.9,19.4,0.9,28.1,59.4,0.000,0.001,0.001,0.001,0.1,9.5,3.1,6
21/01/2016,11:00,52,2.9,20.2,0.9,28.1,59.5,0.000,0.000,0.000,0.000,0.1,13.0,4.2,6
21/01/2016,12:00,47,2.9,21.7,1.0,28.3,59.9,0.000,0.000,0.000,0.000,0.1,14.2,5.7,5
21/01/2016,13:00,49,3.0,19.9,1.0,28.5,58.0,0.000,0.000,0.000,0.001,0.1,16.3,8.1,5
21/01/2016,14:00,53,3.2,18.3,1.0,28.5,57.3,0.000,0.000,0.000,0.001,0.1,13.7,9.0,5
21/01/2016,15:00,57,3.3,19.6,1.1,28.4,58.3,0.000,0.000,0.000,0.001,0.1,13.7,5.6,5
21/01/2016,16:00,58,3.4,17.8,1.2,28.0,60.0,0.000,0.000,0.000,0.000,0.1,7.4,-0.8,5
21/01/2016,17:00,55,2.8,18.8,1.0,27.5,62.7,0.000,0.000,0.000,0.000,0.1,8.9,0.2,6
21/01/2016,18:00,60,2.7,19.4,1.0,26.5,66.5,0.000,0.000,0.000,0.000,0.1,16.5,9.6,6
21/01/2016,19:00,61,2.5,18.6,0.9,26.1,68.4,0.000,0.000,0.000,0.000,0.1,7.4,1.1,6
21/01/2016,20:00,59,2.5,15.6,0.9,26.1,69.3,0.000,0.000,0.000,0.000,0.1,9.2,2.3,7
21/01/2016,21:00,66,2.7,16.2,1.0,26.0,69.3,0.000,0.000,0.000,0.000,0.1,9.0,0.9,7
21/01/2016,22:00,64,2.6,16.0,0.9,26.0,68.5,0.000,0.000,0.000,0.000,0.1,7.6,1.5,6
21/01/2016,23:00,63,2.1,20.9,0.9,25.8,67.8,0.000,0.000,0.000,0.001,0.1,7.4,1.4,6
22/01/2016,00:00,48,1.5,25.0,0.7,25.6,66.8,,,,,,4.7,-0.2,
22/01/2016,01:00,37,1.5,24.6,0.6,25.3,68.4,0.000,0.000,0.000,0.000,0.1,2.8,-2.7,6
22/01/2016,02:00,64,0.8,60.9,0.8,24.9,70.6,0.000,0.001,0.001,0.000,0.1,6.8,0.6,6
22/01/2016,03:00,194,0.5,40.8,0.3,23.4,76.1,0.000,0.001,0.001,0.000,0.1,8.1,2.5,7
22/01/2016,04:00,186,0.6,32.3,0.2,22.4,79.6,0.000,0.001,0.001,0.000,0.1,6.0,0.9,8
22/01/2016,05:00,173,0.9,22.6,0.4,22.1,82.5,0.000,0.003,0.003,0.000,0.1,13.8,8.7,9
22/01/2016,06:00,171,1.0,26.9,0.4,26.0,72.0,0.000,0.002,0.002,0.000,0.1,14.3,7.9,9
22/01/2016,07:00,108,0.9,53.7,0.5,28.7,61.0,0.000,0.001,0.001,0.000,0.1,7.7,2.0,9
22/01/2016,08:00,54,1.8,28.8,0.8,29.0,56.8,0.000,0.000,0.000,0.001,0.1,5.1,-1.7,6
22/01/2016,09:00,57,2.0,34.1,0.8,29.2,54.9,0.000,0.000,0.000,0.000,0.1,16.4,6.8,5
22/01/2016,10:00,62,2.4,18.6,0.8,29.0,56.9,0.000,0.001,0.001,0.001,0.1,12.3,4.2,6
22/01/2016,11:00,56,2.9,18.0,1.0,29.2,57.7,0.000,0.000,0.000,0.000,0.1,9.3,0.5,5
22/01/2016,12:00,50,3.4,18.7,1.2,29.2,58.4,0.000,0.000,0.000,0.001,0.1,10.6,2.3,6
22/01/2016,13:00,49,3.6,16.7,1.2,29.1,59.1,0.000,0.001,0.001,0.002,0.1,18.2,9.6,7
22/01/2016,14:00,48,3.5,18.1,1.1,29.1,59.8,0.000,0.000,0.000,0.001,0.1,14.6,5.9,6
22/01/2016,15:00,49,3.4,17.9,1.1,29.0,60.0,0.000,0.000,0.000,0.000,0.1,20.0,11.7,5
22/01/2016,16:00,46,3.2,17.8,1.1,28.8,61.7,0.000,0.001,0.001,0.001,0.1,15.1,6.1,6
22/01/2016,17:00,38,2.9,21.7,1.0,28.1,65.3,0.000,0.001,0.001,0.001,0.1,12.3,3.2,7
22/01/2016,18:00,34,2.5,19.2,0.9,27.0,67.9,0.000,0.000,0.000,0.000,0.1,7.7,-0.3,7
22/01/2016,19:00,31,1.9,21.2,0.8,26.6,69.6,0.000,0.000,0.000,0.000,0.1,8.2,1.4,7
22/01/2016,20:00,35,1.8,22.0,0.7,26.4,70.1,0.000,0.000,0.000,0.000,0.1,9.1,1.4,7
22/01/2016,21:00,23,1.5,23.7,0.7,26.1,71.3,0.000,0.000,0.000,0.001,0.1,6.0,-1.1,7
22/01/2016,22:00,5,1.1,171.5,0.5,25.6,72.2,0.000,0.000,0.000,0.000,0.1,10.0,3.1,7
22/01/2016,23:00,360,1.4,23.9,0.6,25.5,73.2,0.000,0.000,0.000,0.001,0.1,5.4,-1.5,8
23/01/2016,00:00,5,1.6,20.3,0.7,25.5,74.2,,,,,,10.9,5.7,
23/01/2016,01:00,360,1.4,23.6,0.7,25.4,74.1,0.000,0.000,0.000,0.001,0.1,6.1,0.8,4
23/01/2016,02:00,354,1.4,22.6,0.7,25.3,73.6,0.000,0.000,0.000,0.000,0.1,4.3,-0.8,6
23/01/2016,03:00,346,1.4,22.3,0.6,25.3,73.8,0.000,0.000,0.000,0.000,0.1,5.8,-0.4,6
23/01/2016,04:00,327,1.0,44.7,0.6,25.1,74.8,0.000,0.001,0.001,0.002,0.1,9.9,1.8,9
23/01/2016,05:00,298,0.7,41.3,0.5,24.7,76.2,0.000,0.003,0.003,0.005,0.2,10.7,2.1,9
23/01/2016,06:00,324,0.7,59.4,0.7,26.1,73.0,0.000,0.003,0.003,0.009,0.2,7.4,-1.2,10
23/01/2016,07:00,354,2.3,25.6,1.0,28.6,61.5,0.000,0.001,0.001,0.004,0.1,16.9,4.1,9
23/01/2016,08:00,12,2.6,25.6,1.2,29.0,62.1,0.000,0.001,0.001,0.001,0.1,22.3,5.9,9
23/01/2016,09:00,22,3.3,18.7,1.2,29.1,63.5,0.000,0.001,0.001,0.001,0.0,24.2,5.7,8
23/01/2016,10:00,19,3.5,18.8,1.2,29.5,63.4,0.000,0.000,0.000,0.000,0.0,17.8,4.8,7
23/01/2016,11:00,14,3.9,20.2,1.5,30.1,60.8,0.000,0.000,0.000,0.000,0.0,21.1,5.4,7
23/01/2016,12:00,14,4.1,16.9,1.5,30.1,62.6,0.000,0.000,0.000,0.001,0.0,16.7,3.2,8
