Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Air Temperature (degC),Ozone (ppm),Nitrogen Oxide (ppm),Nitrogen Dioxide (ppm),Nitrogen Oxides (ppm),Sulfur Dioxide (ppm),PM10 (ug/m^3)
22/01/2016,17:00,42,3.2,18.5,1.1,29.4,0.019,0.000,0.002,0.002,0.000,7.6
22/01/2016,18:00,45,2.5,21.3,1.0,28.3,0.018,0.000,0.002,0.002,0.000,9.1
22/01/2016,19:00,51,1.7,23.3,0.7,27.5,0.017,0.000,0.002,0.002,0.000,16.8
22/01/2016,20:00,47,1.3,23.2,0.7,27.4,0.018,0.000,0.003,0.003,0.000,13.8
22/01/2016,21:00,48,0.9,22.0,0.5,26.9,0.016,0.000,0.004,0.004,0.000,12.7
22/01/2016,22:00,67,0.7,29.9,0.5,26.7,0.016,0.000,0.003,0.003,0.000,9.8
22/01/2016,23:00,122,0.4,42.0,0.3,26.3,0.013,0.000,0.005,0.005,0.000,14.5
23/01/2016,00:00,142,0.3,37.1,0.3,25.6,,,,,,8.3
23/01/2016,01:00,148,0.4,34.4,0.3,25.4,0.011,0.000,0.005,0.005,0.000,9.1
23/01/2016,02:00,350,0.2,102.9,0.4,25.1,0.011,0.000,0.005,0.005,0.000,4.3
23/01/2016,03:00,16,1.0,13.6,0.4,25.9,0.018,0.000,0.001,0.001,0.000,
23/01/2016,04:00,26,0.5,16.2,0.2,25.1,0.016,0.000,0.004,0.003,0.000,9.1
23/01/2016,05:00,149,0.2,83.3,0.3,24.9,0.010,0.000,0.006,0.006,0.000,16.9
23/01/2016,06:00,169,0.4,30.4,0.2,24.9,0.007,0.002,0.010,0.012,0.000,18.3
23/01/2016,07:00,7,1.0,108.0,1.1,27.7,0.017,0.001,0.004,0.005,0.000,
23/01/2016,08:00,14,2.2,174.7,0.9,29.6,0.021,0.000,0.000,0.000,0.000,10.7
23/01/2016,09:00,3,1.9,35.5,0.9,30.6,0.022,0.000,0.000,0.000,0.000,9.7
23/01/2016,10:00,348,2.0,33.7,1.0,31.4,0.023,0.000,0.001,0.000,0.000,10.9
23/01/2016,11:00,351,2.2,41.8,1.2,31.9,0.023,0.000,0.000,0.000,0.000,14.9
23/01/2016,12:00,26,2.3,35.3,0.9,32.1,0.023,0.000,0.001,0.001,0.000,11.1
23/01/2016,13:00,16,2.9,23.0,0.9,32.3,0.023,0.000,0.000,0.000,0.000,12.0
23/01/2016,14:00,18,2.5,27.5,1.0,32.4,0.024,0.000,0.000,0.000,0.000,9.5
23/01/2016,15:00,28,2.1,27.9,0.9,32.7,0.023,0.000,0.001,0.001,0.000,20.6
23/01/2016,16:00,28,2.1,30.1,0.9,32.2,0.022,0.000,0.001,0.001,0.000,13.2
23/01/2016,17:00,18,1.7,26.6,0.7,31.2,0.022,0.000,0.000,0.000,0.000,12.7
23/01/2016,18:00,31,2.1,18.4,0.7,29.6,0.020,0.000,0.002,0.002,0.000,8.3
23/01/2016,19:00,360,1.4,160.3,0.6,28.7,0.017,0.000,0.002,0.002,0.000,10.5
23/01/2016,20:00,347,2.0,18.9,0.7,28.3,0.017,0.000,0.002,0.001,0.000,15.7
23/01/2016,21:00,347,1.7,19.2,0.6,28.1,0.017,0.000,0.002,0.001,0.000,14.9
23/01/2016,22:00,359,1.7,19.4,0.6,28.0,0.016,0.000,0.002,0.001,0.000,8.3
23/01/2016,23:00,1,1.7,14.6,0.5,27.9,0.016,0.000,0.002,0.001,0.000,9.1
24/01/2016,00:00,5,1.4,176.2,0.4,27.7,,,,,,8.2
24/01/2016,01:00,357,1.9,18.2,0.7,27.8,0.018,0.000,0.001,0.001,0.000,11.2
24/01/2016,02:00,358,1.9,18.0,0.6,27.8,0.018,0.000,0.001,0.000,0.000,15.2
24/01/2016,03:00,359,2.5,17.8,0.7,28.0,0.018,0.000,0.001,0.000,0.000,12.5
24/01/2016,04:00,356,2.1,17.3,0.7,27.8,0.018,0.000,0.000,0.000,0.000,11.1
24/01/2016,05:00,352,1.3,17.2,0.5,27.8,0.018,0.000,0.000,0.000,0.000,16.3
24/01/2016,06:00,350,0.9,29.0,0.5,28.0,0.017,0.000,0.001,0.001,0.000,16.7
24/01/2016,07:00,353,2.1,21.9,0.7,29.0,0.019,0.000,0.000,0.000,0.000,13.1
24/01/2016,08:00,329,1.9,32.1,0.8,29.7,0.018,0.000,0.001,0.000,0.000,26.1
24/01/2016,09:00,332,2.1,28.6,1.0,30.4,0.020,0.000,0.000,0.000,0.000,9.8
24/01/2016,10:00,7,2.1,165.0,0.8,31.4,0.023,0.000,0.000,0.000,0.000,3.7
24/01/2016,11:00,28,2.2,20.3,0.7,31.5,0.023,0.000,0.001,0.001,0.000,
24/01/2016,12:00,15,1.7,45.9,1.0,33.3,0.024,0.000,0.000,0.000,0.000,19.9
24/01/2016,13:00,43,2.3,28.4,0.9,33.2,0.024,0.000,0.001,0.001,0.000,37.7
24/01/2016,14:00,49,3.5,20.8,1.3,32.4,0.019,0.000,0.001,0.001,0.000,17.5
24/01/2016,15:00,44,3.4,18.6,1.2,31.3,0.018,0.000,0.001,0.001,0.000,14.7
24/01/2016,16:00,24,3.1,18.4,0.8,31.1,0.018,0.000,0.000,0.000,0.000,4.8
24/01/2016,17:00,3,3.7,176.5,0.9,29.8,0.017,0.000,0.001,0.001,0.000,13.0
24/01/2016,18:00,4,3.5,17.9,1.0,29.1,0.015,0.000,0.001,0.001,0.000,5.1
24/01/2016,19:00,2,2.7,16.9,0.8,28.9,0.015,0.000,0.001,0.001,0.000,8.7
24/01/2016,20:00,360,2.4,17.6,0.7,28.8,0.016,0.000,0.001,0.001,0.000,
24/01/2016,21:00,355,1.9,18.6,0.7,28.8,0.016,0.000,0.000,0.000,0.000,9.0
24/01/2016,22:00,7,1.4,179.2,0.5,28.7,0.016,0.000,0.001,0.001,0.000,12.8
24/01/2016,23:00,11,2.2,17.5,0.7,28.8,0.016,0.000,0.001,0.001,0.000,18.6
25/01/2016,00:00,360,2.4,18.2,0.8,28.9,,,,,,10.8
25/01/2016,01:00,6,2.5,176.8,0.6,28.8,0.017,0.000,0.001,0.000,0.000,4.7
25/01/2016,02:00,10,2.3,17.0,0.7,28.6,0.018,0.000,0.000,0.000,0.000,11.8
25/01/2016,03:00,9,2.4,17.6,0.7,28.5,0.017,0.000,0.000,0.000,0.000,9.1
25/01/2016,04:00,8,2.7,179.4,0.8,28.5,0.016,0.000,0.000,0.000,0.000,8.5
25/01/2016,05:00,10,2.2,16.6,0.7,28.4,0.015,0.000,0.001,0.001,0.000,11.6
25/01/2016,06:00,10,2.3,178.3,0.7,28.7,0.015,0.000,0.002,0.001,0.000,21.4
25/01/2016,07:00,9,3.1,174.3,0.8,29.7,0.016,0.000,0.002,0.002,0.000,14.6
25/01/2016,08:00,3,3.2,21.6,0.8,30.5,0.017,0.000,0.002,0.002,0.000,10.8
25/01/2016,09:00,18,4.1,17.3,1.0,31.4,0.017,0.000,0.001,0.001,0.000,8.4
25/01/2016,10:00,21,3.6,19.1,0.9,32.0,0.018,0.000,0.001,0.001,0.000,12.7
25/01/2016,11:00,21,3.7,18.4,0.9,32.3,0.018,0.000,0.001,0.001,0.000,11.0
25/01/2016,12:00,13,3.6,175.9,1.0,32.7,0.017,0.000,0.001,0.001,0.000,12.4
25/01/2016,13:00,27,3.3,26.8,1.0,32.8,0.017,0.000,0.001,0.001,0.000,18.7
25/01/2016,14:00,41,2.8,24.8,1.1,31.8,0.016,0.000,0.002,0.002,0.000,12.3
25/01/2016,15:00,51,3.0,21.1,1.1,31.6,0.015,0.000,0.002,0.002,0.000,
25/01/2016,16:00,46,3.1,17.2,1.1,30.8,0.015,0.000,0.002,0.002,0.000,7.1
25/01/2016,17:00,11,2.9,172.1,0.8,30.4,0.015,0.000,0.002,0.002,0.000,12.1
25/01/2016,18:00,9,3.6,175.4,1.0,29.8,0.015,0.000,0.001,0.001,0.000,
25/01/2016,19:00,12,3.3,176.7,0.8,29.6,0.015,0.000,0.002,0.001,0.000,15.1
25/01/2016,20:00,8,3.2,179.7,1.0,29.5,0.014,0.000,0.001,0.001,0.000,20.5
25/01/2016,21:00,13,2.3,19.1,0.8,29.3,0.014,0.000,0.001,0.001,0.000,15.5
25/01/2016,22:00,19,1.8,19.6,0.6,29.2,0.014,0.000,0.001,0.001,0.000,
25/01/2016,23:00,5,1.6,176.7,0.7,29.2,0.015,0.000,0.000,0.000,0.000,15.6
26/01/2016,00:00,9,1.6,179.8,0.8,29.0,,,,,,13.2
26/01/2016,01:00,12,1.5,30.2,0.8,28.9,0.014,0.000,0.000,0.000,0.000,8.4
26/01/2016,02:00,0,1.7,172.7,0.5,28.9,0.014,0.000,0.001,0.000,0.000,13.1
26/01/2016,03:00,31,1.8,18.2,0.6,28.8,0.014,0.000,0.000,0.000,0.000,11.9
26/01/2016,04:00,2,1.8,153.7,0.9,27.5,0.018,0.000,0.001,0.000,0.000,13.3
26/01/2016,05:00,52,2.0,30.3,1.0,25.2,0.020,0.000,0.001,0.001,0.000,
26/01/2016,06:00,135,0.7,42.9,0.5,24.6,0.014,0.001,0.005,0.005,0.000,30.1
26/01/2016,07:00,47,1.9,29.3,1.1,27.1,0.011,0.001,0.003,0.004,0.000,28.4
26/01/2016,08:00,25,2.4,25.8,1.0,28.5,0.013,0.001,0.001,0.002,0.000,13.3
26/01/2016,09:00,333,2.0,30.8,1.0,27.5,0.026,0.000,0.002,0.002,0.000,11.1
26/01/2016,10:00,350,1.5,164.9,0.6,29.1,0.027,0.000,0.002,0.002,0.000,8.5
26/01/2016,11:00,63,1.3,42.0,0.8,29.1,0.022,0.001,0.002,0.003,0.000,22.0
26/01/2016,12:00,53,2.0,28.1,0.8,31.4,0.025,0.001,0.002,0.003,0.000,
26/01/2016,13:00,53,2.2,29.3,1.0,32.5,0.027,0.000,0.002,0.002,0.000,15.4
26/01/2016,14:00,48,2.6,23.7,0.9,32.3,0.032,0.000,0.002,0.002,0.000,
26/01/2016,15:00,40,2.9,19.5,0.9,31.3,0.027,0.000,0.001,0.001,0.000,15.6
26/01/2016,16:00,58,1.9,28.8,0.8,31.0,0.029,0.001,0.001,0.002,0.000,10.1
26/01/2016,17:00,51,2.5,23.8,1.0,30.7,0.026,0.001,0.002,0.002,0.000,
26/01/2016,18:00,44,2.6,19.7,1.0,29.5,0.019,0.000,0.002,0.002,0.000,13.3
26/01/2016,19:00,39,2.2,20.1,0.8,29.0,0.021,0.000,0.002,0.002,0.000,15.3
26/01/2016,20:00,39,1.9,17.9,0.7,28.9,0.019,0.000,0.002,0.002,0.000,9.8
26/01/2016,21:00,46,2.2,20.8,0.9,28.7,0.017,0.000,0.002,0.002,0.000,13.7
26/01/2016,22:00,42,2.5,18.1,0.9,28.7,0.017,0.000,0.002,0.002,0.000,8.6
26/01/2016,23:00,33,2.3,17.9,0.8,28.6,0.018,0.000,0.001,0.001,0.000,6.8
27/01/2016,00:00,20,1.8,18.7,0.6,28.6,,,,,,6.0
27/01/2016,01:00,42,1.4,19.5,0.5,28.5,0.014,0.000,0.002,0.002,0.000,3.8
27/01/2016,02:00,33,1.4,17.4,0.5,28.4,0.012,0.000,0.001,0.001,0.000,3.1
27/01/2016,03:00,48,1.1,18.1,0.6,28.3,0.012,0.000,0.002,0.002,0.000,3.3
27/01/2016,04:00,61,1.4,22.3,0.6,28.3,0.012,0.000,0.003,0.003,0.000,8.0
27/01/2016,05:00,55,1.4,24.0,0.7,28.3,0.012,0.000,0.003,0.003,0.000,
27/01/2016,06:00,45,1.9,20.3,0.8,28.8,0.012,0.001,0.002,0.003,0.000,21.5
27/01/2016,07:00,44,2.2,18.7,0.7,29.5,0.011,0.001,0.002,0.003,0.000,18.6
27/01/2016,08:00,36,2.5,17.7,0.8,29.7,0.011,0.001,0.003,0.004,0.000,16.6
27/01/2016,09:00,39,2.7,18.5,0.8,30.6,0.013,0.002,0.002,0.003,0.000,11.9
27/01/2016,10:00,43,2.8,19.8,0.9,31.5,0.014,0.001,0.002,0.003,0.000,18.4
27/01/2016,11:00,40,2.8,20.4,1.0,32.0,0.015,0.001,0.002,0.003,0.000,
27/01/2016,12:00,33,3.1,18.9,1.0,32.7,0.014,0.001,0.001,0.002,0.000,
27/01/2016,13:00,38,3.2,19.5,1.1,32.3,0.014,0.001,0.001,0.002,0.000,
27/01/2016,14:00,40,3.7,19.3,1.2,32.6,0.014,0.001,0.001,0.002,0.000,
27/01/2016,15:00,39,3.7,18.7,1.2,32.0,0.013,0.002,0.002,0.004,0.000,20.5
27/01/2016,16:00,42,3.4,17.4,1.1,31.5,0.013,0.001,0.001,0.002,0.000,13.3
27/01/2016,17:00,42,3.0,20.3,1.2,30.6,0.011,0.001,0.002,0.003,0.000,10.8
27/01/2016,18:00,44,2.7,17.1,1.0,29.5,0.010,0.000,0.002,0.002,0.000,7.6
27/01/2016,19:00,37,2.3,20.4,0.9,29.2,0.010,0.000,0.001,0.001,0.000,11.5
27/01/2016,20:00,27,2.1,16.9,0.8,29.1,0.010,0.000,0.002,0.002,0.000,
27/01/2016,21:00,26,1.7,20.1,0.7,28.9,0.009,0.000,0.002,0.002,0.000,16.8
27/01/2016,22:00,23,1.9,19.7,0.7,29.1,0.010,0.000,0.001,0.001,0.000,10.4
27/01/2016,23:00,23,2.5,18.5,0.9,29.2,0.011,0.000,0.001,0.001,0.000,
28/01/2016,00:00,24,2.4,18.7,0.7,29.1,,,,,,7.4
28/01/2016,01:00,27,2.4,17.2,0.8,29.0,0.012,0.000,0.000,0.000,0.000,
28/01/2016,02:00,8,1.4,169.6,0.6,28.8,0.012,0.000,0.001,0.001,0.000,5.7
28/01/2016,03:00,18,1.8,17.7,0.7,28.7,0.012,0.000,0.001,0.001,0.000,11.0
28/01/2016,04:00,351,1.3,34.0,0.9,28.3,0.012,0.000,0.001,0.001,0.000,
28/01/2016,05:00,360,0.9,167.4,0.3,27.7,0.009,0.000,0.002,0.002,0.000,
28/01/2016,06:00,352,0.6,157.3,0.3,28.3,0.008,0.001,0.005,0.005,0.000,
28/01/2016,07:00,10,1.3,168.0,0.8,29.2,0.009,0.001,0.003,0.004,0.000,
28/01/2016,08:00,29,2.0,23.3,0.6,30.2,0.012,0.002,0.002,0.003,0.000,12.1
28/01/2016,09:00,19,2.5,24.8,0.8,30.8,0.012,0.001,0.001,0.002,0.000,20.3
28/01/2016,10:00,5,2.8,175.8,0.8,31.2,0.013,0.000,0.001,0.001,0.000,9.2
28/01/2016,11:00,13,3.4,172.2,0.9,31.6,0.013,0.000,0.001,0.001,0.000,16.9
28/01/2016,12:00,12,3.7,177.4,1.0,32.1,0.013,0.000,0.001,0.001,0.000,13.6
28/01/2016,13:00,23,3.6,15.7,0.9,31.6,0.012,0.000,0.001,0.001,0.000,3.6
28/01/2016,14:00,10,3.2,17.1,0.9,31.8,0.012,0.000,0.001,0.001,0.000,11.7
28/01/2016,15:00,35,2.6,19.2,0.8,31.2,0.009,0.003,0.002,0.005,0.000,16.3
28/01/2016,16:00,16,2.4,171.4,0.7,30.7,0.010,0.001,0.002,0.002,0.000,
28/01/2016,17:00,356,2.7,18.5,0.7,30.1,0.009,0.000,0.002,0.002,0.000,
28/01/2016,18:00,356,2.9,18.1,0.8,29.7,0.009,0.000,0.001,0.001,0.000,
28/01/2016,19:00,360,3.0,16.8,1.0,29.6,0.009,0.000,0.001,0.001,0.000,
28/01/2016,20:00,357,3.0,15.4,0.9,29.7,0.010,0.000,0.001,0.000,0.000,
28/01/2016,21:00,357,2.9,15.6,0.8,29.7,0.011,0.000,0.001,0.000,0.000,
28/01/2016,22:00,350,2.8,16.0,0.9,29.7,0.012,0.000,0.001,0.000,0.000,8.0
28/01/2016,23:00,359,2.4,15.2,0.7,29.4,0.011,0.000,0.000,0.000,0.000,9.3
29/01/2016,00:00,357,1.8,16.9,0.7,29.2,,,,,,10.9
29/01/2016,01:00,359,1.9,17.6,0.6,29.0,0.010,0.000,0.001,0.001,0.000,8.6
29/01/2016,02:00,2,1.9,17.3,0.6,29.2,0.010,0.000,0.000,0.000,0.000,10.9
29/01/2016,03:00,4,2.7,16.0,0.8,29.2,0.010,0.000,0.000,0.000,0.000,9.6
29/01/2016,04:00,12,2.5,175.7,0.7,29.2,0.010,0.000,0.001,0.000,0.000,7.2
29/01/2016,05:00,17,2.2,18.1,0.7,29.1,0.010,0.000,0.001,0.001,0.000,8.2
29/01/2016,06:00,15,2.5,16.2,0.7,29.2,0.010,0.000,0.002,0.002,0.000,18.6
29/01/2016,07:00,7,2.8,177.3,0.7,29.8,0.009,0.001,0.002,0.002,0.000,13.7
29/01/2016,08:00,3,3.0,17.1,0.8,30.5,0.010,0.001,0.002,0.003,0.000,14.7
29/01/2016,09:00,21,3.2,17.4,0.8,31.4,0.011,0.001,0.001,0.002,0.000,12.4
29/01/2016,10:00,17,3.8,15.6,1.0,31.7,0.013,0.000,0.001,0.001,0.000,10.4
29/01/2016,11:00,15,4.5,15.9,1.0,32.7,0.013,0.000,0.002,0.002,0.000,18.6
29/01/2016,12:00,17,4.7,17.9,1.2,32.9,0.012,0.000,0.002,0.002,0.000,9.6
29/01/2016,13:00,8,4.2,171.3,1.1,32.3,0.012,0.000,0.001,0.001,0.000,
29/01/2016,14:00,360,3.6,17.0,1.2,30.3,0.011,0.000,0.001,0.001,0.000,4.7
29/01/2016,15:00,6,3.2,177.2,1.0,29.9,0.008,0.002,0.002,0.003,0.000,8.5
29/01/2016,16:00,9,2.7,176.0,0.8,29.9,0.008,0.001,0.002,0.003,0.000,13.2
29/01/2016,17:00,357,2.7,16.8,0.8,29.9,0.010,0.000,0.002,0.002,0.000,10.7
29/01/2016,18:00,359,3.1,17.7,0.9,29.8,0.009,0.000,0.001,0.001,0.000,17.5
29/01/2016,19:00,356,2.9,15.3,0.9,29.6,0.009,0.000,0.000,0.000,0.000,18.1
29/01/2016,20:00,2,2.9,15.6,0.9,29.8,0.009,0.000,0.000,0.000,0.000,15.7
29/01/2016,21:00,2,2.4,15.7,0.9,29.8,0.009,0.000,0.001,0.001,0.000,13.7
29/01/2016,22:00,357,2.4,15.2,0.7,29.8,0.009,0.000,0.001,0.001,0.000,13.8
29/01/2016,23:00,357,2.2,18.8,0.7,29.7,0.009,0.000,0.001,0.000,0.000,9.7
30/01/2016,00:00,333,1.4,55.6,1.4,28.5,,,,,,13.0
30/01/2016,01:00,8,1.7,184.1,1.4,26.9,0.016,0.000,0.001,0.001,0.000,
30/01/2016,02:00,187,0.3,83.8,0.4,25.6,0.017,0.000,0.002,0.002,0.000,13.1
30/01/2016,03:00,,,,,26.5,0.008,0.001,0.004,0.005,0.000,20.2
30/01/2016,04:00,192,0.2,73.1,0.3,26.8,0.005,0.001,0.005,0.005,0.000,10.2
30/01/2016,05:00,87,0.3,31.5,0.2,26.9,0.003,0.001,0.006,0.007,0.000,6.8
30/01/2016,06:00,108,0.1,76.5,0.2,27.0,0.002,0.004,0.007,0.011,0.000,15.8
30/01/2016,07:00,157,0.1,83.3,0.2,28.0,0.003,0.008,0.008,0.015,0.000,38.1
30/01/2016,08:00,319,0.8,44.5,0.6,29.9,0.011,0.001,0.003,0.004,0.000,22.6
30/01/2016,09:00,2,2.4,28.6,1.4,30.6,0.014,0.001,0.002,0.002,0.000,29.4
30/01/2016,10:00,8,4.1,180.5,1.1,31.4,0.012,0.000,0.001,0.001,0.000,
30/01/2016,11:00,6,3.9,178.4,1.0,31.7,0.013,0.000,0.002,0.002,0.000,
30/01/2016,12:00,5,4.6,175.7,1.1,31.9,0.011,0.000,0.001,0.001,0.000,
30/01/2016,13:00,7,5.0,178.5,1.2,32.4,0.011,0.000,0.001,0.001,0.000,
30/01/2016,14:00,11,4.6,177.7,1.1,32.4,0.011,0.000,0.001,0.001,0.000,
30/01/2016,15:00,8,3.8,180.3,1.0,32.6,0.012,0.000,0.001,0.001,0.000,
30/01/2016,16:00,3,3.9,17.8,1.0,32.4,0.012,0.000,0.001,0.001,0.000,
30/01/2016,17:00,23,2.8,19.0,0.8,31.7,0.012,0.000,0.001,0.001,0.000,4.8
30/01/2016,18:00,26,2.6,16.2,0.7,30.5,0.011,0.000,0.002,0.002,0.000,5.4
30/01/2016,19:00,15,2.3,166.7,0.7,29.8,0.010,0.000,0.003,0.003,0.000,18.6
30/01/2016,20:00,359,2.4,16.3,0.8,29.6,0.010,0.000,0.001,0.001,0.000,18.6
30/01/2016,21:00,9,2.4,179.2,0.8,29.5,0.009,0.000,0.002,0.002,0.000,14.5
30/01/2016,22:00,14,2.3,14.6,0.7,29.5,0.009,0.000,0.002,0.002,0.000,11.6
30/01/2016,23:00,7,2.5,176.8,0.8,29.5,0.010,0.000,0.001,0.001,0.000,5.7
31/01/2016,00:00,9,2.4,178.6,0.7,29.4,,,,,,
31/01/2016,01:00,16,2.2,15.5,0.7,29.3,0.010,0.001,0.001,0.002,0.000,8.9
31/01/2016,02:00,24,1.7,19.4,0.6,29.2,0.011,0.000,0.001,0.001,0.000,6.0
31/01/2016,03:00,15,2.5,14.3,0.9,29.2,0.011,0.000,0.000,0.000,0.000,9.9
31/01/2016,04:00,9,2.7,14.6,0.7,29.2,0.011,0.000,0.000,0.000,0.000,7.9
31/01/2016,05:00,18,2.5,16.6,0.8,29.2,0.011,0.000,0.001,0.001,0.000,7.2
31/01/2016,06:00,17,2.7,15.9,0.7,29.5,0.011,0.000,0.001,0.001,0.000,12.7
31/01/2016,07:00,17,3.3,14.3,0.8,30.3,0.012,0.000,0.001,0.001,0.000,17.0
31/01/2016,08:00,17,3.7,19.0,1.0,31.5,0.012,0.000,0.001,0.001,0.000,10.7
31/01/2016,09:00,340,2.1,41.9,1.4,29.1,0.014,0.000,0.001,0.001,0.000,8.6
31/01/2016,10:00,19,1.4,150.5,1.2,26.8,0.014,0.000,0.002,0.002,0.000,
31/01/2016,11:00,20,1.4,63.3,1.4,30.4,0.012,0.001,0.002,0.003,0.000,
31/01/2016,12:00,9,3.2,178.5,1.0,32.4,0.014,0.000,0.001,0.001,0.000,
31/01/2016,13:00,9,3.1,179.7,0.8,32.1,0.012,0.000,0.001,0.001,0.000,
31/01/2016,14:00,8,3.1,178.5,0.9,30.7,0.012,0.000,0.001,0.001,0.000,
31/01/2016,15:00,13,2.3,16.8,0.7,30.2,0.011,0.000,0.001,0.001,0.000,26.0
31/01/2016,16:00,4,2.5,15.0,0.8,30.1,0.011,0.000,0.001,0.001,0.000,9.7
31/01/2016,17:00,5,2.9,16.7,0.8,30.2,0.011,0.000,0.001,0.001,0.000,11.4
31/01/2016,18:00,2,2.6,18.2,0.8,30.0,0.011,0.000,0.001,0.001,0.000,11.2
31/01/2016,19:00,359,1.8,18.2,0.7,29.7,0.010,0.001,0.001,0.001,0.000,9.6
31/01/2016,20:00,3,0.8,19.2,0.3,29.4,0.009,0.001,0.002,0.003,0.000,6.7
31/01/2016,21:00,0,1.1,16.8,0.5,29.3,0.009,0.001,0.002,0.003,0.000,14.5
31/01/2016,22:00,6,1.2,178.1,0.4,29.3,0.009,0.001,0.002,0.003,0.000,10.5
31/01/2016,23:00,352,1.1,21.9,0.5,29.4,0.009,0.001,0.001,0.002,0.000,10.8
01/02/2016,00:00,357,1.2,19.5,0.5,29.2,,,,,,11.9
01/02/2016,01:00,359,1.7,18.6,0.6,29.4,0.010,,,,0.000,9.9
01/02/2016,02:00,354,1.3,19.6,0.6,29.3,0.009,,,,0.000,11.5
01/02/2016,03:00,7,1.7,176.5,0.6,29.1,0.009,,,,0.000,13.7
01/02/2016,04:00,357,1.7,18.2,0.8,29.0,0.010,,,,0.000,7.4
01/02/2016,05:00,306,0.2,76.3,0.3,28.1,0.007,,,,0.000,
01/02/2016,06:00,348,0.9,144.2,1.1,28.1,0.006,,,,0.000,18.1
01/02/2016,07:00,354,1.6,41.3,1.1,29.1,0.009,,,,0.000,22.1
01/02/2016,08:00,350,1.8,28.1,0.9,30.0,0.010,,,,0.000,22.3
01/02/2016,09:00,339,2.5,25.4,1.3,31.2,0.011,,,,0.000,9.2
01/02/2016,10:00,342,3.0,20.6,1.0,31.8,0.014,,,,0.000,
01/02/2016,11:00,344,3.0,22.3,1.1,32.9,0.013,,,,0.000,
01/02/2016,12:00,2,3.5,172.6,1.1,33.2,0.014,,,,0.000,
01/02/2016,13:00,19,4.1,17.4,1.1,32.7,0.014,,,,0.000,
01/02/2016,14:00,12,4.0,176.4,1.0,32.9,0.011,,,,0.000,
01/02/2016,15:00,14,3.6,19.1,1.0,32.7,0.013,,,,0.000,
01/02/2016,16:00,3,3.3,17.8,0.9,32.1,0.012,,,,0.000,
01/02/2016,17:00,356,3.2,17.5,1.0,31.4,0.011,,,,0.000,14.3
01/02/2016,18:00,357,3.0,15.7,0.9,30.4,0.010,,,,0.000,16.5
01/02/2016,19:00,1,2.7,14.7,0.7,30.0,0.009,,,,0.000,15.5
01/02/2016,20:00,359,2.7,14.5,0.8,29.9,0.009,,,,0.000,6.2
01/02/2016,21:00,357,2.6,15.1,0.8,29.8,0.009,,,,0.000,9.4
01/02/2016,22:00,358,2.5,13.7,0.7,29.7,0.010,,,,0.000,9.5
01/02/2016,23:00,354,2.6,14.6,0.8,29.6,0.009,,,,0.000,4.2
02/02/2016,00:00,354,2.0,17.2,0.7,29.4,,,,,,8.9
02/02/2016,01:00,350,1.5,18.5,0.6,29.3,0.009,,,,0.000,11.1
02/02/2016,02:00,356,1.5,20.6,0.5,29.2,0.009,,,,0.000,11.9
02/02/2016,03:00,339,1.3,28.1,0.6,29.3,0.009,,,,0.000,7.1
02/02/2016,04:00,335,1.4,17.9,0.6,29.1,0.009,,,,0.000,15.7
02/02/2016,05:00,330,1.1,26.1,0.6,29.0,0.009,,,,0.000,
02/02/2016,06:00,341,0.5,38.5,0.3,28.9,0.006,,,,0.000,13.7
02/02/2016,07:00,347,1.5,24.4,0.9,30.3,0.009,,,,0.000,18.8
02/02/2016,08:00,334,2.0,28.9,0.9,31.3,0.010,,,,0.000,9.3
02/02/2016,09:00,334,2.2,29.3,1.1,31.8,0.012,,,,0.000,0.3
02/02/2016,10:00,351,2.7,24.3,1.0,32.5,0.012,,,,0.000,1.8
02/02/2016,11:00,0,3.3,21.7,1.0,33.0,0.013,,,,0.000,10.4
02/02/2016,12:00,11,3.5,21.0,1.0,33.0,0.013,,,,0.000,
02/02/2016,13:00,10,3.6,176.4,0.9,32.9,0.012,,,,0.000,10.3
02/02/2016,14:00,3,3.9,16.6,0.9,32.0,0.010,,,,0.003,19.5
02/02/2016,15:00,9,3.7,18.2,1.0,32.7,0.011,,,,0.000,
02/02/2016,16:00,2,3.4,18.2,0.9,32.6,0.011,,,,0.000,12.6
02/02/2016,17:00,357,3.0,18.9,0.9,31.9,0.011,,,,0.000,10.0
02/02/2016,18:00,0,3.1,15.4,0.9,30.5,0.009,,,,0.000,26.2
02/02/2016,19:00,3,2.5,14.5,0.7,30.1,0.009,,,,0.000,
02/02/2016,20:00,356,1.8,17.8,0.5,29.9,0.010,,,,0.000,24.6
02/02/2016,21:00,2,1.9,18.3,0.7,29.8,0.010,,,,0.000,
02/02/2016,22:00,358,1.8,16.6,0.6,29.8,0.010,,,,0.000,14.2
02/02/2016,23:00,2,2.2,15.2,0.7,29.7,0.011,,,,0.000,10.6
03/02/2016,00:00,358,2.0,15.8,0.7,29.7,,,,,,9.1
03/02/2016,01:00,359,2.8,15.2,0.8,29.7,0.011,,,,0.000,8.9
03/02/2016,02:00,356,3.0,15.5,0.9,29.8,0.010,,,,0.000,15.5
03/02/2016,03:00,356,2.3,17.7,0.8,29.3,0.010,,,,0.000,17.6
03/02/2016,04:00,345,0.5,37.4,0.4,28.7,0.009,,,,0.000,9.3
