Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Air Temperature (degC),Relative Humidity (%),Rainfall (mm),Barometric Pressure (hPa),RAD (w/m^2),Nitrogen Oxide (ppm),Nitrogen Dioxide (ppm),Nitrogen Oxides (ppm),Sulfur Dioxide (ppm),PM10 (ug/m^3),PM2.5 (ug/m^3),Visibility-reducing Particles (Mm^-1)
09/01/2016,14:00,54,3.5,17.2,1.1,28.0,53.0,0.0,1015,898,0.001,0.001,0.002,0.000,19.8,6.5,18
09/01/2016,15:00,57,3.8,13.9,1.2,27.7,53.4,0.0,1014,630,0.002,0.001,0.003,0.000,17.3,3.9,17
09/01/2016,16:00,66,3.7,13.1,1.1,27.0,56.2,0.0,1015,303,0.002,0.001,0.003,0.000,21.4,7.7,19
09/01/2016,17:00,62,3.5,13.7,1.3,26.8,56.9,0.0,1015,178,0.003,0.002,0.004,0.000,17.2,3.4,20
09/01/2016,18:00,56,3.1,13.4,0.9,26.2,59.3,0.0,1015,25,0.002,0.002,0.003,0.000,16.0,3.2,20
09/01/2016,19:00,59,2.5,13.4,0.8,25.9,62.0,0.0,1016,0,0.002,0.002,0.004,0.000,17.2,5.1,21
09/01/2016,20:00,59,2.6,12.5,0.8,25.8,60.6,0.0,1017,0,0.001,0.001,0.002,0.000,16.1,3.8,19
09/01/2016,21:00,55,2.4,13.4,0.8,25.7,62.4,0.0,1017,0,0.001,0.002,0.002,0.000,16.8,6.0,20
09/01/2016,22:00,56,2.0,14.7,0.7,25.6,63.5,0.0,1017,0,0.001,0.001,0.001,0.000,17.3,6.3,20
09/01/2016,23:00,55,2.1,14.2,0.6,25.4,64.4,0.0,1017,0,0.002,0.001,0.002,0.000,17.8,6.9,20
10/01/2016,00:00,44,1.3,18.0,0.5,25.3,66.5,0.0,1016,0,,,,,15.6,4.2,
10/01/2016,01:00,47,1.3,17.3,0.6,25.3,67.7,0.0,1016,0,0.000,0.001,0.001,0.000,16.0,4.8,15
10/01/2016,02:00,113,0.9,54.6,0.6,24.6,69.2,0.0,1015,0,0.000,0.001,0.001,0.000,17.1,5.4,18
10/01/2016,03:00,251,0.3,90.0,0.3,23.5,73.4,0.0,1015,0,0.000,0.003,0.003,0.000,16.6,6.2,20
10/01/2016,04:00,209,0.7,23.3,0.3,23.2,74.1,0.0,1016,0,0.000,0.002,0.002,0.000,16.3,6.0,19
10/01/2016,05:00,186,0.7,54.5,0.5,23.4,72.9,0.0,1016,18,0.001,0.002,0.003,0.000,13.2,3.8,19
10/01/2016,06:00,137,0.7,61.2,0.6,24.2,70.1,0.0,1016,143,0.001,0.003,0.003,0.001,12.0,2.6,18
10/01/2016,07:00,116,1.4,40.3,0.8,26.2,61.7,0.0,1017,448,0.003,0.003,0.006,0.001,13.6,4.0,17
10/01/2016,08:00,45,1.5,39.3,0.9,26.5,60.7,0.0,1017,346,0.003,0.004,0.006,0.001,12.4,2.4,16
10/01/2016,09:00,37,2.2,20.5,0.9,26.6,60.5,0.0,1017,465,0.001,0.003,0.004,0.001,13.6,2.0,17
10/01/2016,10:00,46,2.4,22.2,1.0,27.2,57.5,0.0,1016,882,0.002,0.002,0.004,0.000,28.1,13.7,16
10/01/2016,11:00,41,2.7,21.4,1.0,27.8,54.8,0.0,1016,1119,0.002,0.002,0.004,0.000,24.0,12.8,16
10/01/2016,12:00,34,3.0,18.3,1.1,28.1,52.9,0.0,1015,1032,0.001,0.001,0.002,0.000,13.8,4.8,15
10/01/2016,13:00,41,3.2,15.7,1.1,27.5,56.3,0.0,1015,428,0.002,0.002,0.003,0.000,15.3,6.9,14
10/01/2016,14:00,46,3.3,17.2,1.1,27.5,56.8,0.0,1014,643,0.002,0.001,0.003,0.000,15.9,8.5,14
10/01/2016,15:00,53,3.4,15.1,1.1,27.4,57.0,0.0,1013,698,0.001,0.001,0.002,0.000,21.4,12.8,12
10/01/2016,16:00,50,2.7,18.4,0.9,27.0,58.4,0.0,1013,307,0.002,0.001,0.003,0.000,10.3,2.2,13
10/01/2016,17:00,56,2.5,15.6,0.8,26.8,58.6,0.0,1013,158,0.002,0.003,0.005,0.000,19.1,9.1,13
10/01/2016,18:00,62,2.6,12.2,0.9,26.3,61.7,0.0,1014,26,0.003,0.003,0.005,0.000,17.3,6.7,15
10/01/2016,19:00,63,2.3,12.4,0.7,25.9,63.2,0.0,1014,0,0.002,0.004,0.006,0.001,19.8,6.3,23
10/01/2016,20:00,70,2.3,11.0,0.7,25.8,64.4,0.0,1015,0,0.001,0.003,0.004,0.000,18.9,4.9,16
10/01/2016,21:00,66,2.9,9.7,0.8,25.8,63.9,0.0,1015,0,0.000,0.001,0.001,0.000,17.5,5.3,15
10/01/2016,22:00,63,2.8,11.9,0.7,25.6,65.2,0.0,1015,0,0.001,0.002,0.002,0.000,15.8,5.9,15
10/01/2016,23:00,56,2.3,11.5,0.6,25.5,67.4,0.0,1015,0,0.000,0.001,0.001,0.000,16.3,6.0,15
11/01/2016,00:00,120,1.1,57.1,0.8,24.9,69.8,0.0,1014,0,,,,,15.6,5.5,
11/01/2016,01:00,156,1.9,14.5,0.6,23.8,72.2,0.0,1014,0,0.000,0.002,0.002,0.001,14.5,6.9,13
11/01/2016,02:00,146,2.0,12.0,0.6,23.5,74.1,0.0,1013,0,0.000,0.001,0.001,0.002,12.7,5.2,19
11/01/2016,03:00,147,1.8,14.1,0.6,23.2,75.2,0.0,1013,0,0.000,0.003,0.003,0.004,15.5,7.4,37
11/01/2016,04:00,156,1.9,12.8,0.6,23.1,75.2,0.0,1014,0,0.002,0.005,0.006,0.002,23.4,15.7,103
11/01/2016,05:00,153,1.8,15.3,0.6,23.0,75.3,0.0,1014,17,0.004,0.007,0.011,0.000,28.9,21.1,48
11/01/2016,06:00,153,2.0,19.9,0.8,24.4,68.8,0.0,1015,185,0.007,0.007,0.013,0.001,16.7,9.3,24
11/01/2016,07:00,127,1.7,27.5,0.8,25.9,61.5,0.0,1015,430,0.006,0.004,0.010,0.005,15.7,7.2,17
11/01/2016,08:00,116,1.9,38.8,1.0,26.7,56.5,0.0,1015,695,0.005,0.004,0.009,0.001,18.3,10.0,14
11/01/2016,09:00,88,1.9,38.6,1.0,27.2,54.4,0.0,1015,882,0.007,0.004,0.011,0.001,23.6,14.6,16
11/01/2016,10:00,41,2.9,17.5,1.0,27.4,55.4,0.0,1014,902,0.005,0.004,0.008,0.001,20.5,9.0,15
11/01/2016,11:00,42,3.1,15.7,0.9,27.7,54.7,0.0,1014,1095,0.003,0.002,0.005,0.000,17.7,8.7,14
11/01/2016,12:00,48,3.0,17.9,1.1,28.0,53.6,0.0,1013,1129,0.004,0.003,0.007,0.000,12.5,5.7,13
11/01/2016,13:00,51,3.5,15.6,1.1,28.1,55.6,0.0,1013,1055,0.003,0.002,0.005,0.000,15.8,8.5,15
11/01/2016,14:00,53,4.1,13.7,1.2,27.8,58.3,0.0,1012,910,0.002,0.002,0.004,0.000,11.6,4.1,12
11/01/2016,15:00,54,3.9,15.0,1.2,27.7,56.6,0.0,1011,710,0.004,0.002,0.006,0.000,13.2,5.6,12
11/01/2016,16:00,48,3.4,14.2,1.0,27.6,56.6,0.0,1011,470,0.006,0.003,0.009,0.000,12.2,5.8,11
11/01/2016,17:00,56,3.2,13.9,1.0,27.2,57.8,0.0,1011,215,0.006,0.003,0.009,0.000,10.9,4.9,10
11/01/2016,18:00,61,3.0,12.3,0.9,26.4,63.1,0.0,1012,25,0.004,0.002,0.006,0.000,7.8,2.2,12
11/01/2016,19:00,62,2.8,11.7,0.9,26.0,64.5,0.0,1013,0,0.003,0.002,0.005,0.000,16.5,2.3,12
11/01/2016,20:00,67,2.6,11.7,0.8,25.9,65.9,0.0,1013,0,0.001,0.001,0.002,0.000,15.1,3.8,12
11/01/2016,21:00,67,2.7,10.8,0.8,25.8,65.3,0.0,1014,0,0.001,0.001,0.002,0.000,14.3,3.6,11
11/01/2016,22:00,64,2.5,11.2,0.7,25.6,65.4,0.0,1014,0,0.001,0.002,0.002,0.000,12.5,2.0,11
11/01/2016,23:00,64,2.2,11.0,0.7,25.5,66.6,0.0,1014,0,0.001,0.000,0.001,0.000,16.7,5.7,11
12/01/2016,00:00,61,2.0,11.9,0.6,25.4,67.6,0.0,1013,0,,,,,12.5,2.3,
12/01/2016,01:00,58,1.6,13.0,0.5,25.3,67.8,0.0,1013,0,0.000,0.001,0.001,0.000,15.2,7.2,9
12/01/2016,02:00,130,0.7,56.5,0.5,24.8,70.3,0.0,1012,0,0.002,0.004,0.005,0.000,15.3,4.3,12
12/01/2016,03:00,189,1.0,19.3,0.4,23.9,73.2,0.0,1012,0,0.002,0.002,0.003,0.000,9.9,2.6,11
12/01/2016,04:00,184,0.6,45.1,0.4,23.7,74.0,0.0,1013,0,0.001,0.003,0.004,0.000,9.3,3.5,10
12/01/2016,05:00,193,0.5,49.5,0.4,23.6,74.2,0.0,1014,21,0.005,0.007,0.012,0.000,10.4,4.6,11
12/01/2016,06:00,147,0.9,36.9,0.6,25.1,68.0,0.0,1014,189,0.008,0.007,0.014,0.001,10.4,4.3,12
12/01/2016,07:00,115,1.7,23.8,0.8,26.5,62.6,0.0,1015,439,0.011,0.005,0.015,0.001,9.1,2.8,10
12/01/2016,08:00,90,1.9,30.1,0.9,27.0,58.0,0.0,1015,665,0.006,0.004,0.009,0.001,5.4,0.3,9
12/01/2016,09:00,69,2.2,27.1,1.0,27.4,56.7,0.0,1015,789,0.014,0.006,0.020,0.004,15.7,9.1,10
12/01/2016,10:00,52,2.4,27.2,1.1,27.7,53.1,0.0,1015,1001,0.010,0.004,0.014,0.003,11.4,4.3,11
12/01/2016,11:00,38,3.0,20.9,1.1,28.0,49.8,0.0,1014,1135,0.003,0.002,0.004,0.001,16.0,3.8,7
12/01/2016,12:00,45,3.0,20.2,1.1,28.6,47.6,0.0,1013,1135,0.004,0.002,0.006,0.000,10.2,3.4,6
12/01/2016,13:00,35,3.3,17.7,1.3,28.4,50.4,0.0,1013,1060,0.007,0.003,0.009,0.000,17.0,7.3,8
12/01/2016,14:00,52,3.7,14.4,1.1,28.2,53.1,0.0,1012,915,0.004,0.002,0.005,0.000,15.3,3.4,7
12/01/2016,15:00,55,3.9,13.7,1.2,28.0,52.4,0.0,1012,714,0.004,0.003,0.007,0.000,28.4,8.6,5
12/01/2016,16:00,53,3.5,16.3,1.2,27.8,55.3,0.0,1012,472,0.007,0.004,0.010,0.000,8.2,3.0,5
12/01/2016,17:00,54,3.2,15.0,1.1,27.1,59.1,0.0,1012,213,0.007,0.002,0.009,0.000,6.8,1.5,5
12/01/2016,18:00,56,2.5,12.9,0.8,26.4,61.2,0.0,1013,24,0.004,0.001,0.005,0.000,4.4,0.2,5
12/01/2016,19:00,62,2.2,12.8,0.8,25.9,62.7,0.0,1013,0,0.003,0.002,0.005,0.000,5.8,1.8,5
12/01/2016,20:00,64,2.2,13.0,0.8,25.8,63.0,0.0,1014,0,0.003,0.002,0.005,0.001,7.9,4.5,6
12/01/2016,21:00,61,1.8,13.6,0.6,25.6,63.4,0.0,1015,0,0.002,0.001,0.003,0.001,7.2,2.7,6
12/01/2016,22:00,62,2.0,11.5,0.6,25.4,63.8,0.0,1015,0,0.001,0.002,0.003,0.001,8.4,2.8,6
12/01/2016,23:00,61,1.6,13.4,0.5,25.2,64.4,0.0,1015,0,0.001,0.001,0.001,0.000,6.5,3.5,5
13/01/2016,00:00,61,1.3,20.8,0.5,24.8,65.1,0.0,1014,0,,,,,7.1,2.9,
13/01/2016,01:00,152,0.6,47.6,0.4,24.0,69.2,0.0,1013,0,0.001,0.003,0.003,0.000,10.9,5.2,4
13/01/2016,02:00,206,0.5,33.3,0.3,23.1,73.4,0.0,1013,0,0.000,0.004,0.004,0.000,5.7,2.1,6
13/01/2016,03:00,218,0.6,20.1,0.2,22.6,75.9,0.0,1013,0,0.002,0.004,0.006,0.000,4.0,1.2,7
13/01/2016,04:00,209,0.8,15.1,0.3,22.7,75.5,0.0,1014,0,0.004,0.005,0.009,0.000,8.9,5.7,7
13/01/2016,05:00,194,0.7,25.9,0.3,22.7,74.5,0.0,1014,14,0.006,0.007,0.013,0.001,7.8,4.1,8
13/01/2016,06:00,157,1.1,49.5,0.9,24.2,68.1,0.0,1015,190,0.010,0.008,0.017,0.003,7.3,3.3,8
13/01/2016,07:00,147,1.5,40.8,0.8,25.8,62.0,0.0,1016,427,0.008,0.005,0.012,0.015,10.1,4.4,8
13/01/2016,08:00,83,1.9,31.4,0.9,26.9,55.5,0.0,1016,714,0.018,0.006,0.023,0.006,22.6,8.9,25
13/01/2016,09:00,117,2.1,26.2,1.0,27.3,51.8,0.0,1016,924,0.009,0.003,0.012,0.001,45.6,11.3,26
13/01/2016,10:00,82,2.2,29.9,1.1,27.8,50.1,0.0,1016,1019,0.033,0.007,0.040,0.008,24.4,4.9,7
13/01/2016,11:00,42,3.3,16.4,1.2,28.0,49.6,0.0,1015,1126,0.006,0.003,0.009,0.002,19.1,1.7,9
13/01/2016,12:00,47,3.3,16.3,1.1,28.1,50.4,0.0,1015,1127,0.004,0.004,0.007,0.001,16.5,4.4,18
13/01/2016,13:00,51,3.4,16.8,1.1,28.2,50.6,0.0,1014,1046,0.003,0.002,0.005,0.000,7.3,3.2,14
13/01/2016,14:00,51,3.5,16.4,1.2,28.3,50.3,0.0,1014,896,0.004,0.002,0.006,0.000,9.6,5.2,7
13/01/2016,15:00,53,3.7,16.8,1.2,27.9,52.4,0.0,1013,703,0.004,0.002,0.006,0.000,8.3,3.1,7
13/01/2016,16:00,59,3.8,15.9,1.1,27.7,52.7,0.0,1013,469,0.004,0.003,0.007,0.001,10.2,5.2,5
13/01/2016,17:00,65,3.4,13.9,1.1,27.1,56.3,0.0,1014,222,0.006,0.005,0.011,0.001,11.5,5.3,6
13/01/2016,18:00,68,3.1,12.5,1.0,26.4,59.0,0.0,1014,20,0.003,0.003,0.006,0.001,11.2,6.1,6
13/01/2016,19:00,65,3.4,8.9,0.9,25.8,61.3,0.0,1015,0,0.003,0.003,0.005,0.000,9.0,2.8,6
13/01/2016,20:00,68,3.1,11.3,0.9,25.6,62.4,0.0,1015,0,0.001,0.002,0.003,0.000,9.4,2.7,7
13/01/2016,21:00,69,3.2,9.6,0.9,25.5,63.4,0.0,1016,0,0.001,0.001,0.002,0.000,8.4,0.8,6
13/01/2016,22:00,70,3.3,10.7,0.9,25.5,62.5,0.0,1015,0,0.002,0.002,0.004,0.001,8.7,0.6,7
13/01/2016,23:00,70,3.3,9.2,0.9,25.4,61.5,0.0,1015,0,0.001,0.001,0.001,0.000,9.5,1.7,7
14/01/2016,00:00,69,3.1,10.0,0.8,25.4,61.6,0.0,1014,0,,,,,8.0,0.6,
14/01/2016,01:00,76,2.1,33.0,1.2,25.1,64.0,0.0,1014,0,0.000,0.002,0.002,0.000,13.0,2.6,7
14/01/2016,02:00,161,0.9,44.3,0.6,23.8,70.6,0.0,1014,0,0.001,0.001,0.002,0.002,10.2,2.2,8
14/01/2016,03:00,160,1.7,16.7,0.7,23.3,71.1,0.0,1013,0,0.001,0.002,0.002,0.002,11.7,6.7,10
14/01/2016,04:00,173,1.5,13.8,0.5,23.1,71.3,0.0,1014,0,0.003,0.003,0.005,0.002,11.4,6.7,11
14/01/2016,05:00,162,1.7,15.5,0.5,23.1,70.4,0.0,1014,13,0.007,0.008,0.015,0.001,9.7,5.5,12
14/01/2016,06:00,147,2.3,17.8,0.8,24.2,66.6,0.0,1015,165,0.011,0.008,0.019,0.004,11.5,6.1,13
14/01/2016,07:00,124,2.4,19.2,0.9,26.2,61.8,0.0,1015,411,0.010,0.005,0.015,0.008,11.6,4.2,13
14/01/2016,08:00,107,3.0,16.7,1.0,27.3,55.7,0.0,1016,629,0.007,0.003,0.009,0.001,17.9,7.5,10
14/01/2016,09:00,102,3.1,19.1,1.2,27.7,53.1,0.0,1015,911,0.013,0.004,0.017,0.003,22.2,12.4,14
14/01/2016,10:00,103,3.5,15.2,1.2,28.3,49.9,0.0,1015,1074,0.036,0.007,0.043,0.013,16.3,6.4,13
14/01/2016,11:00,85,3.7,18.7,1.2,28.7,51.6,0.0,1015,916,0.048,0.012,0.060,0.023,26.6,6.7,18
14/01/2016,12:00,62,4.5,13.6,1.3,28.8,51.3,0.0,1014,1119,0.004,0.003,0.007,0.002,101.7,11.5,8
14/01/2016,13:00,52,4.3,14.1,1.3,28.6,53.2,0.0,1014,1063,0.003,0.003,0.005,0.001,18.2,5.1,8
14/01/2016,14:00,58,5.1,12.0,1.5,28.6,52.8,0.0,1013,944,0.004,0.001,0.005,0.000,24.3,6.0,8
14/01/2016,15:00,57,4.2,16.1,1.2,28.3,54.4,0.0,1013,720,0.005,0.001,0.006,0.000,20.6,7.5,9
14/01/2016,16:00,57,3.9,14.9,1.3,28.1,57.6,0.0,1013,461,0.006,0.004,0.010,0.001,21.2,9.6,11
14/01/2016,17:00,60,3.7,12.0,1.1,27.6,60.5,0.0,1013,221,0.005,0.003,0.008,0.001,15.2,4.3,11
14/01/2016,18:00,61,3.4,11.4,1.0,26.9,62.1,0.0,1013,22,0.003,0.002,0.005,0.000,8.5,-0.6,11
14/01/2016,19:00,67,2.8,11.7,0.9,26.5,63.9,0.0,1014,0,0.002,0.003,0.005,0.001,14.2,2.5,13
14/01/2016,20:00,66,2.5,11.5,0.8,26.4,65.9,0.0,1014,0,0.001,0.003,0.004,0.001,22.2,4.1,14
14/01/2016,21:00,67,2.3,11.8,0.7,26.3,67.1,0.0,1015,0,0.001,0.002,0.003,0.001,21.1,4.6,12
14/01/2016,22:00,67,2.0,12.5,0.6,26.2,67.7,0.0,1015,0,0.002,0.002,0.003,0.000,20.6,4.2,13
14/01/2016,23:00,65,2.0,12.7,0.6,26.2,67.4,0.0,1014,0,0.001,0.002,0.002,,22.1,2.9,13
15/01/2016,00:00,68,1.8,12.6,0.6,26.2,67.8,0.0,1014,0,,,,,18.5,3.0,
15/01/2016,01:00,110,1.0,51.4,0.6,25.8,70.5,0.0,1013,0,0.000,0.003,0.003,,15.3,2.4,11
15/01/2016,02:00,166,1.1,20.9,0.5,24.7,74.0,0.0,1012,0,0.001,0.003,0.003,,18.4,6.4,13
15/01/2016,03:00,178,0.9,21.5,0.4,24.3,76.1,0.0,1012,0,0.001,0.005,0.006,,14.0,6.0,13
15/01/2016,04:00,177,0.8,21.0,0.4,24.2,76.6,0.0,1012,0,0.002,0.004,0.006,,13.9,5.9,13
15/01/2016,05:00,178,1.0,17.5,0.4,24.3,76.3,0.0,1013,14,0.006,0.008,0.014,,12.0,3.8,14
15/01/2016,06:00,162,1.8,20.3,0.9,25.0,74.3,0.0,1013,156,0.006,0.006,0.012,,14.5,5.9,16
15/01/2016,07:00,147,0.9,47.7,0.6,26.2,72.0,0.1,1014,157,0.008,0.006,0.014,,19.9,9.4,21
15/01/2016,08:00,61,1.6,45.9,0.9,27.2,68.8,0.0,1014,424,0.014,0.008,0.022,,19.2,9.0,17
15/01/2016,09:00,57,2.0,33.0,1.1,28.4,63.1,0.0,1014,828,0.014,0.005,0.019,,25.3,13.8,18
15/01/2016,10:00,43,2.2,25.7,1.0,28.5,61.9,0.0,1013,547,0.005,0.003,0.008,,15.6,6.8,15
15/01/2016,11:00,45,2.9,18.7,1.0,29.0,59.7,0.0,1013,1169,0.004,0.001,0.005,,13.8,5.7,14
15/01/2016,12:00,53,3.1,19.3,1.2,29.3,59.7,0.0,1012,1117,0.004,0.002,0.006,,7.4,0.9,14
15/01/2016,13:00,47,3.8,16.8,1.2,29.3,61.5,0.0,1011,1044,0.006,0.003,0.008,,10.9,5.0,14
15/01/2016,14:00,40,3.7,14.5,1.1,29.3,60.2,0.0,1010,905,0.004,0.001,0.005,,12.1,6.7,16
15/01/2016,15:00,38,3.5,16.6,1.1,29.1,61.4,0.0,1010,706,0.005,0.003,0.007,,3.8,-0.1,17
15/01/2016,16:00,39,3.5,15.2,1.1,28.7,64.5,0.0,1010,464,0.004,0.001,0.005,,3.8,-0.1,19
15/01/2016,17:00,41,3.0,14.3,1.1,28.3,67.1,0.0,1010,214,0.005,0.002,0.007,,14.8,10.4,24
15/01/2016,18:00,54,2.5,14.8,0.9,27.7,69.3,0.0,1011,22,0.005,0.002,0.007,,8.8,4.3,27
15/01/2016,19:00,60,2.4,11.9,0.8,27.3,72.1,0.0,1012,0,0.003,0.002,0.005,,7.1,2.3,35
15/01/2016,20:00,56,2.6,12.7,0.8,27.1,73.8,0.0,1012,0,0.001,0.000,0.001,,17.0,8.1,36
15/01/2016,21:00,69,2.7,11.5,0.8,27.2,74.0,0.0,1013,0,0.001,0.001,0.001,,15.9,6.4,47
15/01/2016,22:00,72,3.5,10.4,0.9,27.3,73.2,0.0,1013,0,0.006,0.003,0.009,,25.1,11.3,50
15/01/2016,23:00,77,3.5,12.7,1.0,27.2,74.0,0.0,1013,0,0.011,0.004,0.015,,22.4,9.7,42
16/01/2016,00:00,84,3.5,11.1,1.1,27.3,74.5,0.0,1013,0,,,,,26.1,7.5,
16/01/2016,01:00,112,4.1,25.8,1.6,25.5,76.4,0.5,1013,0,0.013,0.004,0.017,,31.4,12.4,21
16/01/2016,02:00,135,2.6,17.4,1.0,23.1,84.0,1.0,1012,0,0.000,0.001,0.001,,21.0,8.2,15
16/01/2016,03:00,128,3.4,12.8,1.3,24.0,81.3,0.0,1012,0,0.001,0.001,0.002,,12.6,6.2,13
16/01/2016,04:00,135,2.8,15.9,1.2,24.0,78.4,0.0,1013,0,0.002,0.002,0.004,,12.1,4.8,16
16/01/2016,05:00,134,2.9,15.6,1.1,24.0,75.5,0.0,1014,11,0.002,0.002,0.003,,12.2,4.8,17
16/01/2016,06:00,127,2.8,18.3,1.2,24.3,73.8,0.0,1014,155,0.002,0.003,0.005,,11.3,4.9,15
16/01/2016,07:00,138,3.8,16.1,1.5,25.1,69.1,0.0,1015,310,0.002,0.001,0.003,,10.1,5.2,10
16/01/2016,08:00,135,3.4,19.1,1.3,26.2,64.0,0.0,1015,466,0.003,0.003,0.006,,4.4,1.0,10
16/01/2016,09:00,125,3.7,18.2,1.3,26.9,60.5,0.0,1015,695,0.003,0.002,0.005,,17.7,11.0,12
16/01/2016,10:00,101,4.0,14.9,1.3,28.0,56.0,0.0,1015,1035,0.003,0.003,0.006,,20.5,13.4,11
16/01/2016,11:00,99,4.3,14.0,1.3,28.5,54.5,0.0,1014,1104,0.012,0.004,0.016,,8.7,3.5,12
16/01/2016,12:00,88,5.7,10.4,1.3,28.8,53.2,0.0,1014,1065,0.058,0.017,0.075,,15.8,5.0,75
16/01/2016,13:00,93,5.5,12.1,1.6,28.6,53.2,0.0,1013,867,0.055,0.011,0.066,,45.4,22.9,83
16/01/2016,14:00,86,5.4,12.4,1.6,28.5,57.1,0.0,1013,783,0.057,0.009,0.066,,28.3,15.4,29
16/01/2016,15:00,74,6.3,9.7,1.8,27.6,62.2,0.0,1012,696,0.010,0.003,0.012,,30.5,9.2,15
16/01/2016,16:00,101,5.3,24.6,1.8,27.1,64.7,0.0,1012,293,0.057,0.012,0.069,,33.5,6.3,18
16/01/2016,17:00,120,5.4,13.0,2.0,25.6,68.9,0.0,1013,99,0.004,0.003,0.007,,16.4,0.3,9
16/01/2016,18:00,118,4.9,12.4,1.7,25.1,67.2,0.0,1014,22,0.002,0.002,0.004,,7.0,3.0,7
16/01/2016,19:00,130,4.2,15.9,1.7,24.3,69.2,0.0,1015,0,0.002,0.002,0.003,,9.6,5.8,9
16/01/2016,20:00,133,4.1,14.7,1.7,23.7,68.6,0.0,1015,0,0.001,0.001,0.002,,9.7,4.2,18
16/01/2016,21:00,129,4.4,15.0,1.7,23.9,62.6,0.0,1016,0,0.001,0.002,0.003,,15.6,3.7,23
16/01/2016,22:00,130,4.2,14.5,1.6,24.0,59.5,0.0,1016,0,0.001,0.001,0.002,,18.4,4.3,23
16/01/2016,23:00,140,3.5,17.2,1.5,23.9,58.7,0.0,1015,0,0.001,0.001,0.001,,19.3,5.5,23
17/01/2016,00:00,142,3.8,16.0,1.4,23.8,57.0,0.0,1015,0,,,,,19.0,5.0,
17/01/2016,01:00,142,3.2,16.5,1.3,23.6,56.7,0.0,1014,0,0.001,0.001,0.002,,19.4,5.2,16
17/01/2016,02:00,139,3.5,15.2,1.2,23.4,58.3,0.0,1014,0,0.001,0.002,0.003,,20.1,4.9,20
17/01/2016,03:00,144,3.7,15.5,1.3,23.4,60.2,0.0,1014,0,0.001,0.001,0.002,,17.9,4.6,23
17/01/2016,04:00,147,3.4,16.0,1.3,23.3,61.1,0.0,1014,0,0.001,0.002,0.002,,18.0,4.0,26
17/01/2016,05:00,143,3.5,15.0,1.3,23.2,60.2,0.0,1014,4,0.003,0.003,0.005,,21.2,5.7,27
17/01/2016,06:00,143,3.5,15.6,1.4,23.2,58.5,0.0,1015,33,0.001,0.001,0.002,,19.7,4.6,25
17/01/2016,07:00,145,3.7,15.6,1.3,23.4,56.2,0.0,1016,114,0.001,0.001,0.002,,18.2,3.8,23
17/01/2016,08:00,140,3.9,16.8,1.4,24.0,54.1,0.0,1016,283,0.002,0.001,0.002,,17.8,3.3,21
17/01/2016,09:00,130,4.1,16.3,1.6,24.9,53.2,0.0,1015,346,0.003,0.003,0.005,,22.0,7.7,21
17/01/2016,10:00,119,3.9,15.5,1.4,26.3,51.8,0.0,1015,507,0.003,0.002,0.004,,18.1,3.0,20
17/01/2016,11:00,120,3.3,17.9,1.3,26.4,54.1,0.0,1015,351,0.003,0.002,0.005,,23.3,8.2,20
17/01/2016,12:00,104,3.7,12.9,1.1,26.7,56.1,0.0,1014,458,0.002,0.002,0.004,,22.0,9.8,20
17/01/2016,13:00,92,4.6,14.8,1.3,28.1,52.2,0.0,1013,986,0.034,0.008,0.042,,17.3,7.0,18
17/01/2016,14:00,95,5.8,11.2,1.5,28.1,55.3,0.0,1013,874,0.037,0.010,0.047,,30.7,14.7,60
17/01/2016,15:00,96,5.6,11.5,1.7,28.0,57.1,0.0,1012,575,0.058,0.014,0.071,,32.0,16.0,52
17/01/2016,16:00,96,6.0,10.1,1.8,27.1,60.0,0.0,1012,296,0.009,0.005,0.014,,33.2,12.6,47
17/01/2016,17:00,104,6.5,8.5,1.8,26.6,59.7,0.0,1013,262,0.002,0.001,0.003,,28.4,13.2,29
17/01/2016,18:00,106,5.9,9.3,1.7,25.9,63.7,0.0,1013,30,0.001,0.002,0.003,,18.0,5.0,33
17/01/2016,19:00,105,5.6,11.1,1.6,25.6,63.2,0.0,1014,0,0.001,0.001,0.002,,21.2,6.5,31
17/01/2016,20:00,107,5.3,10.7,1.6,25.5,62.7,0.0,1015,0,0.001,0.000,0.001,,21.5,6.0,30
17/01/2016,21:00,115,4.2,13.8,1.5,25.1,63.9,0.0,1015,0,0.000,0.001,0.001,,23.8,7.4,27
17/01/2016,22:00,123,3.3,13.0,1.2,24.4,64.4,0.0,1015,0,0.000,0.000,0.000,,21.2,6.8,23
17/01/2016,23:00,124,3.6,12.5,1.2,24.0,65.4,0.0,1014,0,0.000,0.001,0.001,,17.8,6.1,21
18/01/2016,00:00,141,2.2,18.8,0.9,23.4,66.7,0.0,1014,0,,,,,18.7,6.0,
18/01/2016,01:00,155,2.5,14.4,0.8,22.8,66.6,0.0,1013,0,0.000,0.000,0.000,,14.7,2.7,15
18/01/2016,02:00,155,2.1,16.9,0.7,22.4,67.1,0.0,1013,0,0.000,0.001,0.001,,12.7,1.4,18
18/01/2016,03:00,152,2.2,15.1,0.9,22.3,66.8,0.0,1013,0,0.000,0.001,0.001,,15.4,4.2,18
18/01/2016,04:00,155,2.1,15.7,0.8,22.1,66.8,0.0,1013,0,0.001,0.002,0.003,,17.4,5.6,19
