Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Air Temperature (degC),Relative Humidity (%),Nitrogen Oxide (ppm),Nitrogen Dioxide (ppm),Nitrogen Oxides (ppm),Sulfur Dioxide (ppm),PM10 (ug/m^3),PM2.5 (ug/m^3),Bsp (Mm^-1)
01/01/2015,00:00,75,1.5,19.8,0.6,27.2,87.5,,,,,12.9,5.4,
01/01/2015,01:00,66,0.9,28.1,0.6,26.6,88.0,0.001,0.002,0.003,0.000,4.3,-1.4,10
01/01/2015,02:00,78,2.2,15.4,0.8,27.0,86.8,0.001,0.000,0.001,0.000,13.3,6.7,11
01/01/2015,03:00,77,1.8,15.2,0.7,26.9,84.4,0.001,0.001,0.002,0.000,17.5,11.2,12
01/01/2015,04:00,68,1.1,27.4,0.6,26.5,85.7,0.001,0.001,0.001,0.000,4.4,-0.2,11
01/01/2015,05:00,85,1.0,36.3,0.5,26.3,87.5,0.002,0.002,0.003,0.000,2.1,-2.6,11
01/01/2015,06:00,100,1.1,98.0,1.4,27.3,85.8,0.004,0.003,0.007,0.000,10.7,4.1,12
01/01/2015,07:00,98,2.8,18.5,0.9,29.6,76.6,0.001,0.001,0.002,0.000,10.5,4.5,14
01/01/2015,08:00,107,2.0,32.6,0.9,29.2,77.7,0.009,0.006,0.015,0.000,8.1,2.6,15
01/01/2015,09:00,96,2.9,30.0,1.1,30.9,70.9,0.004,0.004,0.008,0.003,8.6,2.1,13
01/01/2015,10:00,77,3.8,20.5,1.1,32.0,66.4,0.001,0.000,0.001,0.000,12.4,7.6,10
01/01/2015,11:00,70,3.9,19.9,1.0,32.1,67.1,0.001,0.000,0.001,0.000,9.9,5.9,11
01/01/2015,12:00,77,4.0,21.0,1.2,32.2,64.5,0.001,0.000,0.001,0.000,9.9,5.8,11
01/01/2015,13:00,75,4.2,20.2,1.2,32.2,64.3,0.001,0.000,0.001,0.000,8.2,3.9,10
01/01/2015,14:00,84,4.4,18.1,1.3,31.8,65.8,0.001,0.000,0.001,0.000,9.4,4.0,11
01/01/2015,15:00,84,4.1,20.4,1.3,31.6,67.6,0.001,0.000,0.001,0.000,12.1,6.2,12
01/01/2015,16:00,86,3.9,18.8,1.2,30.6,69.4,0.001,0.000,0.001,0.000,12.4,5.7,12
01/01/2015,17:00,87,4.1,16.4,1.4,29.0,76.0,0.001,0.001,0.001,0.000,11.4,4.5,14
01/01/2015,18:00,92,3.9,17.1,1.1,28.4,78.5,0.001,0.001,0.001,0.000,14.0,5.6,14
01/01/2015,19:00,93,3.8,15.7,1.2,28.0,78.4,0.001,0.001,0.002,0.000,9.8,2.2,13
01/01/2015,20:00,89,3.6,15.1,1.0,27.8,78.3,0.001,0.000,0.001,0.000,12.2,4.8,13
01/01/2015,21:00,91,3.8,15.6,1.1,27.8,79.1,0.001,0.001,0.001,0.000,13.1,5.1,13
01/01/2015,22:00,96,3.6,15.5,1.1,27.6,79.9,0.001,0.000,0.001,0.000,,,13
01/01/2015,23:00,100,3.1,15.9,1.1,27.5,80.1,0.001,0.001,0.002,0.000,,,12
02/01/2015,00:00,98,3.3,15.9,1.2,27.2,81.9,,,,,14.7,2.8,
02/01/2015,01:00,99,3.0,15.4,1.0,27.2,81.4,0.001,0.002,0.003,0.000,,,9
02/01/2015,02:00,98,2.6,15.9,0.9,27.1,81.8,0.001,0.000,0.001,0.000,17.4,7.5,11
02/01/2015,03:00,130,1.3,29.2,0.7,26.3,85.4,0.001,0.006,0.007,0.000,17.7,6.9,13
02/01/2015,04:00,156,1.6,21.9,0.7,26.0,86.3,0.002,0.005,0.007,0.000,,,15
02/01/2015,05:00,162,1.8,18.4,0.6,25.7,86.3,0.003,0.004,0.007,0.000,12.6,1.2,12
02/01/2015,06:00,164,1.6,24.9,0.7,26.5,84.5,0.008,0.006,0.014,0.001,9.2,-0.2,14
02/01/2015,07:00,148,1.9,28.9,0.9,27.6,81.9,0.008,0.007,0.015,0.002,21.6,11.8,15
02/01/2015,08:00,78,3.9,18.1,1.2,30.3,72.0,0.001,0.001,0.002,0.001,19.5,9.3,16
02/01/2015,09:00,82,4.6,17.0,1.4,30.9,68.2,0.001,0.000,0.001,0.000,25.6,13.9,16
02/01/2015,10:00,87,4.6,19.1,1.4,31.6,64.9,0.001,0.000,0.001,0.000,19.3,7.6,15
02/01/2015,11:00,85,4.9,17.3,1.4,31.7,65.7,0.000,0.001,0.001,0.000,20.5,7.8,16
02/01/2015,12:00,80,4.6,18.3,1.3,31.8,65.2,0.001,0.001,0.001,0.000,23.6,9.8,17
02/01/2015,13:00,77,4.7,19.4,1.4,31.7,65.4,0.001,0.000,0.001,0.000,18.5,5.0,18
02/01/2015,14:00,80,4.6,18.2,1.4,31.5,65.9,0.001,0.000,0.001,0.000,17.8,4.7,17
02/01/2015,15:00,79,4.2,20.1,1.5,31.0,66.1,0.001,0.000,0.001,0.000,20.1,6.6,17
02/01/2015,16:00,84,4.1,19.2,1.3,30.8,67.5,0.001,0.000,0.001,0.000,18.5,6.1,17
02/01/2015,17:00,90,3.8,17.2,1.4,29.1,73.4,0.001,0.001,0.001,0.000,19.3,6.0,18
02/01/2015,18:00,95,4.1,15.6,1.3,28.0,78.1,0.001,0.001,0.001,0.000,24.9,10.0,19
02/01/2015,19:00,91,4.4,16.3,1.4,27.7,79.5,0.001,0.001,0.001,0.000,22.0,8.5,19
02/01/2015,20:00,98,4.2,14.1,1.2,27.7,78.9,0.001,0.001,0.002,0.000,20.1,5.6,19
02/01/2015,21:00,100,3.9,15.2,1.3,27.4,79.7,0.001,0.002,0.003,0.000,,,18
02/01/2015,22:00,100,4.1,15.0,1.3,27.6,78.8,0.001,0.002,0.003,0.000,,,18
02/01/2015,23:00,101,4.3,14.5,1.3,27.5,78.1,0.001,0.002,0.003,0.000,,,18
03/01/2015,00:00,96,3.8,16.1,1.2,27.2,78.2,,,,,12.4,-1.3,
03/01/2015,01:00,93,3.8,14.9,1.1,27.1,77.8,0.001,0.001,0.002,0.000,11.2,-0.9,13
03/01/2015,02:00,92,3.5,14.9,1.1,27.0,77.5,0.001,0.001,0.002,0.000,,,16
03/01/2015,03:00,93,3.5,14.4,1.0,26.9,78.1,0.001,0.001,0.002,0.000,13.2,0.7,18
03/01/2015,04:00,93,3.4,14.4,1.1,27.1,78.2,0.001,0.002,0.002,0.000,22.7,8.7,18
03/01/2015,05:00,95,4.0,15.6,1.3,27.3,77.4,0.001,0.001,0.002,0.000,21.7,7.1,18
03/01/2015,06:00,93,4.5,14.7,1.3,28.0,74.3,0.001,0.001,0.002,0.000,16.7,2.5,17
03/01/2015,07:00,91,4.6,15.6,1.2,28.8,71.2,0.001,0.001,0.002,0.000,,,16
03/01/2015,08:00,86,4.2,18.1,1.2,29.6,68.9,0.001,0.000,0.001,0.000,15.3,1.9,16
03/01/2015,09:00,87,4.5,18.3,1.5,30.5,65.4,0.001,0.000,0.001,0.000,18.6,5.8,15
03/01/2015,10:00,84,4.5,19.2,1.3,30.9,63.8,0.001,0.000,0.001,0.000,16.5,4.2,14
03/01/2015,11:00,82,4.5,20.3,1.4,31.5,61.8,0.001,0.001,0.002,0.000,18.5,6.8,13
03/01/2015,12:00,86,4.4,19.8,1.4,31.5,60.9,0.001,0.000,0.001,0.000,20.5,9.1,12
03/01/2015,13:00,85,4.4,20.5,1.4,31.2,61.6,0.001,0.000,0.001,0.000,16.2,5.3,12
03/01/2015,14:00,88,4.7,18.2,1.3,30.8,63.3,0.001,0.000,0.001,0.000,19.5,7.6,13
03/01/2015,15:00,77,4.2,19.6,1.4,30.7,63.9,0.001,0.000,0.001,0.000,20.0,7.5,14
03/01/2015,16:00,87,4.0,17.0,1.3,30.1,66.5,0.001,0.001,0.001,0.000,18.9,7.2,15
03/01/2015,17:00,94,4.6,15.9,1.4,28.8,72.3,0.001,0.001,0.002,0.000,19.2,6.0,17
03/01/2015,18:00,94,4.5,14.7,1.5,28.0,73.5,0.001,0.001,0.002,0.000,20.4,5.7,17
03/01/2015,19:00,99,4.9,15.3,1.3,27.5,77.2,0.001,0.001,0.002,0.000,15.7,0.6,22
03/01/2015,20:00,92,4.6,16.6,1.4,27.0,78.3,0.001,0.002,0.002,0.000,13.1,-0.2,21
03/01/2015,21:00,98,4.2,14.5,1.1,27.2,78.6,0.001,0.001,0.002,0.000,13.3,-0.4,25
03/01/2015,22:00,94,4.0,15.3,1.3,27.3,77.7,0.001,0.002,0.002,0.000,24.4,7.4,25
03/01/2015,23:00,96,3.9,14.4,1.2,27.3,77.0,0.001,0.001,0.002,0.000,24.7,6.3,25
04/01/2015,00:00,95,3.7,15.7,1.2,27.2,75.5,,,,,33.4,12.7,
04/01/2015,01:00,95,3.4,15.1,1.1,27.0,75.1,0.001,0.001,0.002,0.000,26.2,6.3,18
04/01/2015,02:00,95,3.3,15.8,1.1,26.8,75.1,0.001,0.002,0.002,0.000,20.8,1.7,20
04/01/2015,03:00,103,2.8,14.5,0.9,26.8,76.4,0.001,0.002,0.003,0.000,26.4,7.6,21
04/01/2015,04:00,138,2.1,29.3,0.8,26.1,78.7,0.001,0.005,0.006,0.000,22.3,3.8,22
04/01/2015,05:00,145,2.3,16.6,0.9,25.3,81.9,0.003,0.008,0.011,0.002,22.1,6.1,20
04/01/2015,06:00,150,2.1,17.9,0.8,25.9,80.7,0.004,0.006,0.010,0.001,16.7,4.2,22
04/01/2015,07:00,131,3.0,20.5,1.1,27.5,75.5,0.007,0.006,0.013,0.001,23.8,9.1,20
04/01/2015,08:00,119,4.2,19.0,1.3,28.7,69.5,0.025,0.014,0.039,0.016,19.5,5.3,17
04/01/2015,09:00,98,5.1,17.5,1.5,30.1,62.1,0.003,0.003,0.006,0.004,19.3,5.3,14
04/01/2015,10:00,96,4.9,16.8,1.5,30.3,63.9,0.001,0.001,0.002,0.001,23.0,6.7,15
04/01/2015,11:00,77,5.0,18.6,1.7,30.8,63.0,0.001,0.000,0.001,0.000,23.0,7.6,14
04/01/2015,12:00,78,5.3,18.4,1.7,31.0,60.6,0.001,0.000,0.001,0.000,20.0,6.5,13
04/01/2015,13:00,86,5.4,16.8,1.7,31.2,57.3,0.001,0.000,0.001,0.000,25.4,9.1,11
04/01/2015,14:00,87,5.9,16.4,1.7,30.6,58.1,0.001,0.000,0.001,0.000,19.0,3.9,11
04/01/2015,15:00,91,5.6,15.2,1.6,30.2,58.2,0.001,0.000,0.001,0.000,20.1,5.3,10
04/01/2015,16:00,91,5.1,16.2,1.7,29.6,60.0,0.001,0.000,0.001,0.000,21.1,6.0,11
04/01/2015,17:00,93,4.8,16.2,1.3,28.8,65.1,0.001,0.001,0.002,0.000,20.6,7.7,12
04/01/2015,18:00,104,4.2,16.4,1.2,27.6,70.3,0.001,0.001,0.001,0.000,20.2,7.5,14
04/01/2015,19:00,103,3.6,15.9,1.2,26.9,73.8,0.000,0.001,0.001,0.000,22.1,9.7,15
04/01/2015,20:00,101,3.9,14.8,1.0,26.9,73.7,0.001,0.001,0.002,0.000,17.6,5.0,15
04/01/2015,21:00,108,3.2,17.0,1.0,26.8,72.4,0.002,0.004,0.006,0.001,11.6,-0.5,15
04/01/2015,22:00,103,3.7,15.3,1.3,27.0,71.0,0.001,0.002,0.003,0.000,17.3,4.4,15
04/01/2015,23:00,133,2.1,24.4,1.0,26.3,73.1,0.015,0.016,0.031,0.009,13.8,0.5,16
05/01/2015,00:00,158,1.5,16.3,0.5,25.3,77.8,,,,,14.3,0.9,
05/01/2015,01:00,156,1.8,17.8,0.7,24.7,79.7,0.001,0.001,0.002,0.000,16.5,2.7,14
05/01/2015,02:00,155,1.9,16.9,0.7,24.3,82.1,0.001,0.002,0.003,0.000,23.3,7.2,17
05/01/2015,03:00,152,1.7,14.6,0.6,24.1,82.7,0.001,0.002,0.003,0.000,17.9,2.2,17
05/01/2015,04:00,160,1.8,21.5,0.7,24.0,83.6,0.001,0.003,0.004,0.000,13.7,1.2,17
05/01/2015,05:00,160,1.4,18.1,0.5,24.1,83.6,0.004,0.008,0.012,0.000,16.8,5.6,17
05/01/2015,06:00,164,2.0,19.0,0.7,25.5,80.0,0.005,0.006,0.010,0.000,14.4,3.0,17
05/01/2015,07:00,137,2.9,20.2,1.0,27.3,74.5,0.014,0.010,0.024,0.005,9.9,-1.9,17
05/01/2015,08:00,116,3.7,23.9,1.2,29.1,67.8,0.027,0.012,0.039,0.017,15.0,3.9,13
05/01/2015,09:00,97,3.9,21.4,1.4,30.1,63.6,0.008,0.005,0.013,0.005,11.5,2.2,10
05/01/2015,10:00,94,4.1,21.4,1.3,30.9,61.6,0.003,0.002,0.005,0.002,11.5,2.9,10
05/01/2015,11:00,78,4.6,18.5,1.4,30.9,62.5,0.001,0.000,0.001,0.000,16.2,6.1,9
05/01/2015,12:00,78,4.3,18.0,1.5,30.0,66.3,0.001,0.000,0.001,0.000,15.4,5.8,11
05/01/2015,13:00,91,4.1,19.4,1.3,29.1,66.0,0.001,0.001,0.002,0.000,19.4,8.2,12
05/01/2015,14:00,88,3.7,19.0,1.1,29.5,66.3,0.001,0.001,0.002,0.000,18.6,5.3,13
05/01/2015,15:00,91,4.2,16.9,1.1,29.4,65.9,0.002,0.001,0.003,0.000,17.8,5.1,14
05/01/2015,16:00,105,3.9,17.2,1.1,28.5,66.9,0.001,0.000,0.001,0.000,21.9,9.2,13
05/01/2015,17:00,101,3.8,14.5,1.1,28.1,70.3,0.001,0.001,0.002,0.000,14.6,2.1,14
05/01/2015,18:00,104,3.8,16.4,1.2,27.5,73.8,0.001,0.000,0.001,0.000,8.8,-3.7,15
05/01/2015,19:00,117,3.2,17.7,1.0,27.3,73.2,0.037,0.014,0.050,0.010,18.5,4.5,15
05/01/2015,20:00,118,2.8,22.7,1.1,26.2,79.8,0.017,0.013,0.029,0.011,24.7,8.4,17
05/01/2015,21:00,133,2.8,17.1,0.9,26.6,76.5,0.014,0.013,0.027,0.013,16.0,2.3,16
05/01/2015,22:00,149,2.3,17.6,0.9,26.2,77.8,0.003,0.007,0.009,0.004,15.5,1.3,18
05/01/2015,23:00,155,1.8,20.2,0.8,25.6,79.6,0.002,0.006,0.007,0.001,16.2,1.8,17
06/01/2015,00:00,152,2.1,18.7,0.7,25.2,80.8,,,,,16.4,3.4,
06/01/2015,01:00,158,1.9,18.1,0.7,24.7,81.9,0.001,0.004,0.005,0.000,10.3,-1.2,11
06/01/2015,02:00,157,2.5,16.8,0.8,24.5,82.5,0.001,0.002,0.003,0.000,19.3,4.3,13
06/01/2015,03:00,154,2.1,16.3,0.6,24.4,84.3,0.002,0.004,0.005,0.000,18.0,5.1,14
06/01/2015,04:00,152,2.4,18.6,0.8,24.3,84.9,0.002,0.005,0.007,0.000,13.5,2.9,14
06/01/2015,05:00,147,1.8,30.5,0.9,23.7,88.2,0.005,0.008,0.012,0.000,10.0,3.5,14
06/01/2015,06:00,155,2.1,26.7,1.0,23.9,87.7,0.003,0.005,0.008,0.000,9.1,3.4,11
06/01/2015,07:00,150,1.5,27.5,0.7,24.6,87.0,0.007,0.007,0.014,0.000,5.5,-0.1,15
06/01/2015,08:00,129,2.3,21.1,0.8,26.3,80.3,0.004,0.004,0.008,0.000,11.7,4.2,15
06/01/2015,09:00,117,2.4,47.3,1.8,26.5,78.9,0.023,0.009,0.032,0.011,25.3,13.4,19
06/01/2015,10:00,124,2.6,30.7,1.6,27.3,75.9,0.017,0.008,0.025,0.005,29.4,14.5,16
06/01/2015,11:00,100,5.6,17.1,1.7,29.2,66.9,0.001,0.001,0.002,0.001,29.2,14.0,18
06/01/2015,12:00,129,3.4,29.6,1.4,28.2,71.8,0.011,0.007,0.018,0.004,17.7,2.5,19
06/01/2015,13:00,99,5.8,16.1,1.8,30.3,63.0,0.001,0.000,0.001,0.001,20.9,4.2,18
06/01/2015,14:00,102,5.9,16.9,1.7,30.3,62.6,0.001,0.000,0.001,0.000,27.8,10.8,16
06/01/2015,15:00,114,4.8,19.3,2.0,28.0,72.1,0.004,0.003,0.006,0.001,23.5,8.0,17
06/01/2015,16:00,108,4.7,17.3,1.6,28.0,72.2,0.031,0.009,0.039,0.011,26.6,11.4,17
06/01/2015,17:00,117,4.0,19.0,1.3,27.5,72.1,0.051,0.012,0.062,0.019,30.1,12.7,16
06/01/2015,18:00,109,4.9,14.6,1.5,27.0,73.7,0.013,0.008,0.021,0.008,28.5,12.4,18
06/01/2015,19:00,117,3.9,16.7,1.4,26.6,74.1,0.053,0.017,0.069,0.022,22.7,6.6,18
06/01/2015,20:00,138,2.3,17.8,0.9,26.1,77.2,0.005,0.009,0.014,0.006,17.8,1.3,23
06/01/2015,21:00,137,1.6,31.9,0.8,24.9,81.0,0.002,0.006,0.008,0.001,29.5,10.1,23
06/01/2015,22:00,150,2.1,17.2,0.9,25.0,79.5,0.004,0.009,0.012,0.000,24.1,6.3,30
06/01/2015,23:00,153,1.9,17.4,0.7,24.5,80.5,0.002,0.007,0.009,0.000,21.6,4.0,23
07/01/2015,00:00,154,2.0,15.8,0.7,23.9,82.0,,,,,22.2,7.2,
07/01/2015,01:00,157,2.4,17.4,0.8,23.8,82.1,0.001,0.002,0.003,0.000,10.4,-2.6,11
07/01/2015,02:00,156,2.6,16.3,0.9,23.6,83.0,0.001,0.002,0.003,0.000,18.4,5.2,13
07/01/2015,03:00,150,2.3,19.8,0.9,23.5,84.2,0.002,0.004,0.005,0.000,15.4,3.9,15
07/01/2015,04:00,158,2.1,17.0,0.7,23.2,84.4,0.002,0.004,0.006,0.000,14.7,3.9,14
07/01/2015,05:00,157,2.2,18.8,0.8,23.3,83.7,0.003,0.004,0.007,0.000,14.2,3.8,12
07/01/2015,06:00,155,2.4,20.5,1.0,24.3,81.2,0.004,0.004,0.008,0.000,13.0,3.6,13
07/01/2015,07:00,141,3.2,19.0,1.2,26.0,75.8,0.005,0.004,0.009,0.000,10.8,0.3,16
07/01/2015,08:00,121,3.2,26.5,1.3,25.8,77.7,0.006,0.005,0.010,0.000,7.6,-1.9,16
07/01/2015,09:00,135,2.7,25.3,1.2,26.6,76.6,0.005,0.005,0.010,0.003,10.7,0.4,15
07/01/2015,10:00,109,4.9,18.1,1.6,29.3,66.1,0.022,0.009,0.031,0.009,17.9,5.3,15
07/01/2015,11:00,98,5.4,17.0,1.5,29.7,64.5,0.005,0.004,0.009,0.003,19.2,6.1,15
07/01/2015,12:00,98,5.7,15.5,1.7,30.6,61.7,0.001,0.000,0.001,0.001,11.3,-2.8,12
07/01/2015,13:00,91,5.5,17.2,1.6,30.2,63.6,0.001,0.001,0.002,0.000,17.4,4.4,12
07/01/2015,14:00,96,5.0,17.6,1.4,29.9,63.1,0.002,0.001,0.002,0.000,18.4,6.1,12
07/01/2015,15:00,103,5.1,15.5,1.4,29.1,65.2,0.002,0.003,0.005,0.000,16.5,4.8,12
07/01/2015,16:00,112,4.9,16.4,1.4,28.1,69.1,0.038,0.013,0.050,0.015,15.4,3.7,15
07/01/2015,17:00,106,5.1,14.7,1.4,27.9,69.4,0.001,0.000,0.001,0.001,20.8,5.4,18
07/01/2015,18:00,107,4.4,15.5,1.3,27.1,70.6,0.001,0.000,0.001,0.000,24.6,7.0,19
07/01/2015,19:00,113,4.4,15.1,1.3,26.6,70.0,0.009,0.011,0.019,0.005,21.5,5.5,16
07/01/2015,20:00,116,3.8,15.1,1.2,26.4,70.6,0.030,0.018,0.048,0.014,20.0,3.5,16
07/01/2015,21:00,134,2.7,15.1,0.8,25.7,72.9,0.010,0.007,0.017,0.009,18.7,3.1,16
07/01/2015,22:00,137,2.4,14.6,0.7,25.1,72.8,0.001,0.002,0.003,0.001,16.8,1.8,15
07/01/2015,23:00,137,1.8,15.6,0.6,24.5,75.2,0.001,0.002,0.003,0.000,18.4,3.7,16
08/01/2015,00:00,167,1.7,18.7,0.6,24.2,75.9,,,,,19.4,3.5,
08/01/2015,01:00,160,1.7,18.3,0.6,23.6,76.6,0.001,0.004,0.005,0.000,25.9,3.4,13
08/01/2015,02:00,157,2.0,19.6,0.8,23.7,75.8,0.001,0.002,0.003,0.000,24.2,2.9,15
08/01/2015,03:00,160,2.5,18.6,0.9,23.7,75.5,0.001,0.002,0.003,0.000,20.0,1.2,15
08/01/2015,04:00,159,2.7,18.1,0.9,23.5,77.3,0.002,0.003,0.005,0.000,19.3,1.2,17
08/01/2015,05:00,160,2.8,17.8,1.0,23.5,79.0,0.006,0.007,0.012,0.000,18.2,1.6,19
08/01/2015,06:00,163,2.7,18.4,0.9,24.5,76.2,0.004,0.004,0.007,0.000,19.6,3.2,17
08/01/2015,07:00,153,3.0,23.5,1.1,25.8,73.2,0.004,0.004,0.007,0.000,21.4,4.6,15
08/01/2015,08:00,145,3.8,18.9,1.3,26.8,71.2,0.005,0.005,0.010,0.000,16.2,1.3,13
08/01/2015,09:00,145,3.0,24.8,1.1,27.6,70.8,0.005,0.004,0.009,0.000,13.9,3.9,13
08/01/2015,10:00,101,4.8,18.5,1.4,29.9,61.6,0.018,0.008,0.025,0.009,17.4,6.7,14
08/01/2015,11:00,106,4.6,20.5,1.4,30.1,61.5,0.010,0.005,0.015,0.005,17.7,5.9,15
08/01/2015,12:00,89,5.2,18.7,1.4,30.9,59.5,0.001,0.001,0.002,0.001,14.9,1.4,15
08/01/2015,13:00,86,4.9,19.8,1.5,30.8,59.9,0.001,0.000,0.001,0.000,22.6,7.2,15
08/01/2015,14:00,83,5.0,18.2,1.6,30.5,62.6,0.001,0.000,0.001,0.000,24.4,9.4,16
08/01/2015,15:00,84,5.1,16.7,1.5,29.8,65.5,0.001,0.000,0.001,0.000,23.9,9.6,17
08/01/2015,16:00,87,5.2,16.2,1.5,29.4,65.5,0.001,0.001,0.002,0.000,21.9,7.6,15
08/01/2015,17:00,95,4.2,16.3,1.3,28.3,69.7,0.001,0.001,0.002,0.000,19.5,6.8,15
08/01/2015,18:00,101,3.6,16.9,1.3,27.3,72.6,0.001,0.001,0.002,0.000,24.9,13.0,14
08/01/2015,19:00,102,4.1,15.8,1.5,26.7,75.5,0.001,0.002,0.003,0.000,19.6,7.8,16
08/01/2015,20:00,109,3.7,15.9,1.2,26.6,75.0,0.001,0.002,0.002,0.000,16.2,4.0,16
08/01/2015,21:00,106,3.6,15.0,1.2,26.7,75.2,0.002,0.002,0.003,0.000,18.0,3.7,17
08/01/2015,22:00,102,3.8,14.2,1.2,26.5,74.5,0.001,0.002,0.003,0.000,18.9,5.0,16
08/01/2015,23:00,108,3.0,15.2,1.1,26.2,73.7,0.001,0.001,0.001,0.000,18.3,4.9,16
09/01/2015,00:00,147,2.0,24.7,0.8,25.5,78.2,,,,,13.1,-0.4,
09/01/2015,01:00,138,1.5,30.1,0.7,24.4,82.3,0.002,0.008,0.009,0.000,17.3,1.2,15
09/01/2015,02:00,156,1.5,15.5,0.6,23.9,85.0,0.002,0.006,0.008,0.000,15.2,1.8,18
09/01/2015,03:00,158,1.7,16.8,0.6,23.6,84.7,0.001,0.003,0.004,0.000,19.0,3.2,18
09/01/2015,04:00,157,1.8,14.2,0.5,23.6,83.5,0.003,0.005,0.007,0.000,27.4,5.2,18
09/01/2015,05:00,163,1.4,21.0,0.5,23.7,83.1,0.005,0.006,0.011,0.000,24.7,3.0,18
09/01/2015,06:00,141,2.3,17.1,0.8,24.9,80.4,0.009,0.009,0.018,0.001,25.0,6.1,20
09/01/2015,07:00,121,3.0,20.1,0.9,26.7,75.2,0.028,0.010,0.038,0.016,12.4,-0.2,17
09/01/2015,08:00,113,4.1,18.0,1.2,28.5,69.2,0.013,0.007,0.020,0.008,11.4,-1.9,18
09/01/2015,09:00,102,4.5,17.2,1.4,29.1,66.4,0.003,0.003,0.006,0.004,13.6,-1.1,15
09/01/2015,10:00,96,5.2,16.9,1.5,29.2,64.7,0.001,0.001,0.002,0.001,19.4,5.5,15
09/01/2015,11:00,92,5.6,17.7,1.6,30.3,57.9,0.001,0.001,0.002,0.000,20.5,7.2,11
09/01/2015,12:00,86,5.4,17.4,1.6,30.8,60.5,0.001,0.001,0.002,0.000,20.9,7.6,14
09/01/2015,13:00,88,5.6,17.7,1.6,30.5,63.9,0.001,0.000,0.001,0.000,22.4,7.4,16
09/01/2015,14:00,88,5.5,17.5,1.6,30.5,59.3,0.001,0.001,0.002,0.000,19.7,5.7,14
09/01/2015,15:00,87,5.1,16.5,1.6,29.9,64.2,0.001,0.001,0.002,0.000,25.7,9.2,16
09/01/2015,16:00,90,5.4,15.2,1.3,29.1,66.7,0.001,0.000,0.001,0.000,25.8,8.7,16
09/01/2015,17:00,90,4.3,15.0,1.4,28.1,69.3,0.001,0.001,0.002,0.000,23.6,7.2,16
09/01/2015,18:00,92,3.8,15.0,1.1,27.3,71.8,0.001,0.001,0.002,0.000,22.6,6.1,16
09/01/2015,19:00,101,4.0,13.9,1.3,26.8,75.8,0.000,0.003,0.003,0.000,23.2,6.6,17
09/01/2015,20:00,101,4.0,14.4,1.2,26.7,75.0,0.001,0.002,0.003,0.000,21.6,5.5,17
09/01/2015,21:00,97,3.9,14.8,1.1,26.5,75.3,0.001,0.003,0.004,0.000,20.2,4.2,17
09/01/2015,22:00,98,3.9,14.0,1.2,26.4,74.1,0.001,0.004,0.005,0.000,18.4,2.6,16
09/01/2015,23:00,92,3.8,15.5,1.2,26.5,74.1,0.001,0.001,0.002,0.000,21.1,6.1,15
10/01/2015,00:00,87,3.5,15.3,1.1,26.4,73.8,,,,,16.1,1.1,
10/01/2015,01:00,93,3.4,15.4,1.1,26.1,74.2,0.001,0.002,0.002,0.000,16.6,2.0,10
10/01/2015,02:00,88,3.4,14.8,1.1,26.0,72.4,0.001,0.000,0.001,0.000,18.7,4.0,12
10/01/2015,03:00,92,2.7,16.1,1.0,25.8,73.2,0.001,0.001,0.001,0.000,14.4,0.4,13
10/01/2015,04:00,102,2.4,14.6,0.7,25.7,76.3,0.001,0.002,0.003,0.000,18.2,3.4,15
10/01/2015,05:00,107,2.1,23.1,0.7,25.5,75.5,0.002,0.003,0.004,0.000,17.7,2.4,15
10/01/2015,06:00,141,2.0,15.7,0.7,25.5,77.0,0.005,0.007,0.012,0.003,20.4,5.6,17
10/01/2015,07:00,117,2.5,27.9,1.2,27.8,71.1,0.011,0.008,0.018,0.007,25.2,9.9,15
10/01/2015,08:00,94,4.0,17.0,1.2,28.9,67.8,0.001,0.001,0.002,0.001,21.5,7.7,13
10/01/2015,09:00,82,4.6,17.9,1.4,30.0,62.6,0.001,0.000,0.001,0.000,13.3,0.6,13
10/01/2015,10:00,83,4.8,20.6,1.5,30.5,61.3,0.001,0.000,0.001,0.000,16.7,4.1,13
10/01/2015,11:00,82,4.9,18.2,1.4,31.0,60.4,0.001,0.000,0.001,0.000,18.0,6.5,13
10/01/2015,12:00,88,5.0,17.9,1.4,30.8,60.4,0.001,0.001,0.002,0.000,18.8,6.6,12
10/01/2015,13:00,80,4.7,18.5,1.3,31.0,58.8,0.001,0.001,0.002,0.000,21.5,9.0,11
10/01/2015,14:00,83,4.5,17.6,1.3,30.8,60.4,0.001,0.001,0.002,0.000,11.2,-0.3,11
10/01/2015,15:00,86,4.4,17.5,1.3,30.6,60.8,0.001,0.000,0.001,0.000,12.2,2.3,12
10/01/2015,16:00,82,4.5,17.6,1.4,29.8,64.9,0.001,0.000,0.001,0.000,14.9,4.0,13
10/01/2015,17:00,86,3.7,16.7,1.2,28.7,66.5,0.001,0.000,0.001,0.000,19.4,9.1,13
10/01/2015,18:00,95,3.7,16.2,1.2,27.5,72.4,0.001,0.001,0.002,0.000,33.6,20.8,14
10/01/2015,19:00,95,2.9,16.4,1.0,26.8,74.6,0.001,0.004,0.004,0.000,23.6,8.9,16
10/01/2015,20:00,98,3.0,15.3,0.9,26.6,75.3,0.001,0.004,0.004,0.000,20.9,6.5,15
