Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Air Temperature (degC),Relative Humidity (%),Nitrogen Oxide (ppm),Nitrogen Dioxide (ppm),Nitrogen Oxides (ppm),Sulfur Dioxide (ppm),PM10 (ug/m^3),PM2.5 (ug/m^3),Bsp (Mm^-1)
08/10/2015,12:00,87,6.9,15.5,1.9,26.3,59.3,0.000,0.001,0.001,0.001,48.4,10.3,23
08/10/2015,13:00,95,7.3,14.4,2.0,26.3,58.5,0.001,0.001,0.001,0.001,52.7,9.1,22
08/10/2015,14:00,96,6.5,16.1,1.8,25.9,59.4,0.001,0.001,0.002,0.001,48.5,9.6,21
08/10/2015,15:00,99,6.7,15.0,1.9,25.7,58.3,0.000,0.001,0.001,0.001,41.4,8.4,21
08/10/2015,16:00,100,5.8,15.1,1.6,25.3,56.3,0.001,0.001,0.002,0.001,34.2,8.6,19
08/10/2015,17:00,103,5.0,13.9,1.4,24.2,61.9,0.001,0.006,0.007,0.002,28.6,6.7,20
08/10/2015,18:00,103,5.3,14.3,1.7,23.0,68.0,0.000,0.002,0.002,0.001,29.1,9.1,22
08/10/2015,19:00,115,4.4,14.9,1.4,22.4,68.8,0.022,0.015,0.037,0.014,28.1,9.3,22
08/10/2015,20:00,127,3.7,17.7,1.5,22.5,63.4,0.004,0.008,0.011,0.011,23.4,8.1,20
08/10/2015,21:00,132,3.5,15.0,1.3,22.0,62.8,0.000,0.003,0.003,0.002,20.9,7.3,17
08/10/2015,22:00,138,3.1,15.2,1.1,21.6,62.9,0.000,0.004,0.004,0.001,17.6,6.3,17
08/10/2015,23:00,138,2.5,16.9,1.0,21.1,65.6,0.000,0.003,0.003,0.001,18.6,7.9,18
09/10/2015,00:00,138,2.5,14.6,0.9,20.4,69.4,,,,,18.2,6.6,
09/10/2015,01:00,140,3.2,17.1,1.1,20.6,72.1,0.000,0.010,0.010,0.001,17.4,6.8,20
09/10/2015,02:00,127,2.7,24.0,1.2,20.0,78.1,0.001,0.006,0.007,0.001,19.2,7.6,22
09/10/2015,03:00,121,2.6,25.4,0.9,18.8,87.0,0.004,0.010,0.014,0.004,19.0,7.5,24
09/10/2015,04:00,149,1.8,17.8,0.7,18.3,89.0,0.001,0.009,0.009,0.002,15.4,5.9,26
09/10/2015,05:00,152,1.9,16.8,0.7,18.4,86.6,0.004,0.013,0.017,0.001,18.1,8.1,26
09/10/2015,06:00,147,2.9,17.6,1.1,19.7,82.0,0.004,0.010,0.013,0.001,21.6,7.7,26
09/10/2015,07:00,133,3.9,18.1,1.2,21.5,73.2,0.001,0.003,0.004,0.003,19.7,7.0,23
09/10/2015,08:00,116,4.6,19.3,1.4,22.8,70.0,0.042,0.024,0.065,0.028,21.8,7.7,25
09/10/2015,09:00,105,6.0,17.6,2.0,24.8,60.4,0.004,0.004,0.008,0.004,26.5,10.9,19
09/10/2015,10:00,101,6.4,16.6,1.8,25.6,56.1,0.001,0.002,0.003,0.001,26.2,10.4,17
09/10/2015,11:00,98,6.2,18.8,1.7,25.0,59.7,0.000,0.000,0.000,0.001,24.6,8.1,19
09/10/2015,12:00,90,5.9,17.7,1.9,25.3,60.7,0.000,0.001,0.001,0.001,28.6,10.1,22
09/10/2015,13:00,101,6.6,16.2,2.0,26.2,51.0,0.001,0.000,0.000,0.001,26.8,9.4,16
09/10/2015,14:00,102,6.4,15.5,1.8,25.7,51.8,0.000,0.000,0.000,0.001,20.8,5.0,14
09/10/2015,15:00,104,5.7,17.2,1.6,24.9,57.3,0.001,0.003,0.004,0.002,22.8,6.7,15
09/10/2015,16:00,100,5.2,14.9,1.5,24.0,60.4,0.001,0.003,0.004,0.002,23.3,8.1,15
09/10/2015,17:00,107,4.2,15.4,1.4,23.3,64.3,0.014,0.010,0.023,0.010,23.6,7.0,16
09/10/2015,18:00,113,4.0,14.6,1.2,22.0,69.5,0.011,0.016,0.027,0.013,23.9,8.2,16
09/10/2015,19:00,123,3.1,16.6,1.2,21.7,71.3,0.043,0.031,0.074,0.034,18.4,5.0,16
09/10/2015,20:00,134,1.9,15.4,0.7,21.3,73.0,0.001,0.007,0.008,0.006,20.5,6.9,19
09/10/2015,21:00,140,1.8,15.4,0.6,20.8,75.8,0.000,0.006,0.006,0.005,22.3,7.7,21
09/10/2015,22:00,146,2.4,16.3,0.8,20.4,77.7,0.001,0.002,0.003,0.001,18.8,5.4,20
09/10/2015,23:00,155,3.1,18.2,1.1,19.9,81.3,0.000,0.003,0.003,0.001,16.7,7.3,16
10/10/2015,00:00,158,2.5,18.7,1.1,18.7,90.7,,,,,8.9,5.0,
10/10/2015,01:00,158,2.0,19.1,0.8,18.7,90.7,0.000,0.004,0.004,0.000,3.9,2.0,5
10/10/2015,02:00,162,3.4,16.5,1.1,18.8,89.5,0.001,0.002,0.002,0.001,2.8,0.4,6
10/10/2015,03:00,157,3.2,17.2,1.0,18.4,91.7,0.000,0.002,0.002,0.001,2.7,0.9,5
10/10/2015,04:00,150,2.5,15.1,1.0,17.9,95.1,0.001,0.008,0.009,0.001,4.3,2.3,7
10/10/2015,05:00,160,2.1,17.1,1.0,18.0,94.5,0.002,0.008,0.010,0.001,5.2,2.3,12
10/10/2015,06:00,162,2.8,18.1,1.0,18.4,92.8,0.001,0.002,0.003,0.000,8.0,3.2,16
10/10/2015,07:00,150,3.0,19.5,1.1,19.1,89.6,0.002,0.005,0.006,0.000,9.7,4.5,18
10/10/2015,08:00,136,2.8,24.3,1.6,20.9,82.2,0.003,0.006,0.009,0.001,12.3,3.7,21
10/10/2015,09:00,114,5.5,17.7,1.7,24.0,62.0,0.016,0.012,0.028,0.013,17.5,5.4,14
10/10/2015,10:00,109,5.3,18.2,1.6,25.3,54.7,0.006,0.006,0.012,0.008,19.9,9.4,11
10/10/2015,11:00,96,5.9,17.0,1.6,25.9,54.1,0.002,0.003,0.004,0.002,18.3,7.8,11
10/10/2015,12:00,94,5.7,16.9,1.6,25.9,56.5,0.000,0.001,0.001,0.001,18.5,5.5,11
10/10/2015,13:00,89,6.5,15.7,1.8,25.5,56.2,0.001,0.000,0.001,0.001,20.2,7.4,9
10/10/2015,14:00,89,6.3,15.2,1.8,24.9,58.5,0.000,0.001,0.001,0.001,22.8,9.2,10
10/10/2015,15:00,94,5.9,15.3,1.8,24.3,61.8,0.000,0.000,0.000,0.001,17.7,4.9,11
10/10/2015,16:00,98,5.8,15.4,1.5,23.5,61.4,0.000,0.001,0.001,0.001,21.1,6.1,10
10/10/2015,17:00,100,5.1,15.3,1.6,22.2,66.5,0.000,0.001,0.001,0.001,19.5,4.6,10
10/10/2015,18:00,104,4.0,16.8,1.5,21.4,69.3,0.000,0.002,0.002,0.001,17.8,4.8,10
10/10/2015,19:00,107,4.2,14.6,1.4,21.2,68.8,0.000,0.000,0.000,0.001,16.4,4.2,9
10/10/2015,20:00,109,3.9,14.9,1.2,21.2,68.3,0.001,0.003,0.004,0.002,13.3,2.5,8
10/10/2015,21:00,136,2.5,23.2,0.9,20.7,73.0,0.004,0.013,0.017,0.007,15.1,4.3,10
10/10/2015,22:00,152,1.7,16.7,0.6,19.3,80.1,0.000,0.006,0.006,0.002,14.2,3.6,12
10/10/2015,23:00,141,2.2,15.4,0.7,19.8,77.8,0.000,0.004,0.004,0.004,12.1,3.0,11
11/10/2015,00:00,148,1.6,18.2,0.6,19.3,79.5,,,,,9.7,2.3,
11/10/2015,01:00,158,1.5,13.9,0.5,19.1,78.5,0.000,0.006,0.006,0.003,11.8,4.5,8
11/10/2015,02:00,151,1.6,17.3,0.5,19.1,78.1,0.000,0.004,0.004,0.002,9.1,2.2,8
11/10/2015,03:00,154,2.1,16.9,0.6,19.0,78.8,0.000,0.007,0.007,0.002,9.6,2.3,9
11/10/2015,04:00,152,1.7,14.8,0.5,18.5,81.1,0.001,0.009,0.010,0.003,10.1,3.2,9
11/10/2015,05:00,154,2.0,12.8,0.7,18.2,82.5,0.001,0.006,0.006,0.002,9.5,3.0,9
11/10/2015,06:00,148,1.9,19.1,0.8,18.7,81.7,0.001,0.007,0.008,0.002,8.8,3.1,8
11/10/2015,07:00,125,2.3,18.3,0.8,20.4,73.4,0.007,0.012,0.018,0.013,8.8,3.5,6
11/10/2015,08:00,100,3.7,21.3,1.1,22.2,62.3,0.005,0.008,0.013,0.008,9.9,3.6,6
11/10/2015,09:00,74,4.1,17.7,1.2,23.8,50.3,0.000,0.000,0.000,0.001,10.2,4.0,5
11/10/2015,10:00,87,4.5,21.3,1.4,25.3,43.6,0.000,0.000,0.000,0.000,8.1,2.3,4
11/10/2015,11:00,71,4.0,19.7,1.3,25.8,43.9,0.000,0.000,0.000,0.001,11.1,6.0,3
11/10/2015,12:00,78,4.4,17.6,1.3,25.7,44.8,0.000,0.000,0.000,0.001,11.5,5.7,4
11/10/2015,13:00,80,4.5,18.6,1.4,25.8,43.3,0.000,0.000,0.000,0.001,6.1,1.1,3
11/10/2015,14:00,86,4.8,20.3,1.5,25.2,48.7,0.000,0.000,0.000,0.001,8.5,3.3,4
11/10/2015,15:00,85,4.7,19.4,1.3,24.5,50.7,0.000,0.000,0.000,0.001,11.5,5.0,4
11/10/2015,16:00,81,4.0,16.4,1.1,23.8,52.9,0.000,0.000,0.000,0.001,8.9,3.7,4
11/10/2015,17:00,80,3.2,16.9,1.1,22.6,55.6,0.000,0.000,0.000,0.001,8.8,3.6,4
11/10/2015,18:00,90,2.3,19.1,0.9,21.2,65.4,0.000,0.000,0.000,0.001,7.1,1.6,5
11/10/2015,19:00,95,2.3,18.0,1.1,20.9,69.5,0.000,0.000,0.000,0.001,8.4,2.5,5
11/10/2015,20:00,119,1.8,14.5,0.6,20.4,72.5,0.000,0.003,0.003,0.002,11.4,3.3,6
11/10/2015,21:00,108,1.5,19.9,0.6,20.1,73.0,0.000,0.003,0.003,0.001,13.1,1.6,6
11/10/2015,22:00,100,2.0,16.5,0.8,20.2,72.7,0.000,0.001,0.001,0.001,14.2,1.7,5
11/10/2015,23:00,129,1.1,23.3,0.4,19.4,75.4,0.001,0.006,0.006,0.001,14.3,3.0,7
12/10/2015,00:00,287,1.5,10.9,0.5,15.8,86.9,,,,,15.1,3.9,
12/10/2015,01:00,283,2.1,10.9,0.4,15.2,89.5,0.000,0.004,0.004,0.001,7.1,1.3,5
12/10/2015,02:00,271,2.2,13.4,0.5,15.1,90.1,0.001,0.005,0.005,0.001,7.7,2.3,11
12/10/2015,03:00,272,2.0,12.0,0.4,15.5,88.1,0.001,0.004,0.004,0.001,12.9,7.3,47
12/10/2015,04:00,277,1.9,11.4,0.5,14.7,89.9,0.001,0.006,0.007,0.001,21.2,15.2,65
12/10/2015,05:00,268,2.5,11.2,0.5,14.6,90.1,0.007,0.008,0.015,0.001,26.0,20.4,102
12/10/2015,06:00,268,2.3,13.4,0.6,16.4,84.9,0.007,0.009,0.016,0.002,42.0,33.9,200
12/10/2015,07:00,278,1.0,115.6,1.1,20.1,74.8,0.007,0.009,0.016,0.004,57.2,47.7,131
12/10/2015,08:00,89,2.4,29.5,0.8,23.5,63.4,0.001,0.001,0.002,0.003,28.4,19.9,14
12/10/2015,09:00,73,2.7,25.9,0.9,24.7,54.9,0.001,0.001,0.001,0.002,9.9,3.7,7
12/10/2015,10:00,74,2.5,32.0,0.9,25.5,54.6,0.001,0.000,0.001,0.002,12.8,6.9,6
12/10/2015,11:00,75,3.4,21.2,1.1,25.8,54.2,0.000,0.000,0.000,0.001,11.9,6.1,5
12/10/2015,12:00,89,4.5,17.2,1.2,25.7,56.0,0.000,0.000,0.000,0.001,10.6,5.2,5
12/10/2015,13:00,86,4.8,16.3,1.2,25.5,57.8,0.000,0.000,0.000,0.001,9.3,3.6,4
12/10/2015,14:00,62,3.2,29.7,1.4,26.3,53.4,0.000,0.000,0.000,0.001,10.2,4.9,5
12/10/2015,15:00,40,3.0,20.2,1.0,25.6,53.5,0.000,0.001,0.001,0.001,10.9,4.9,5
12/10/2015,16:00,34,2.8,20.5,1.0,24.4,58.5,0.000,0.000,0.000,0.001,10.3,4.7,5
12/10/2015,17:00,34,2.3,18.4,0.9,22.5,67.8,0.000,0.001,0.001,0.001,10.4,4.3,6
12/10/2015,18:00,23,1.4,23.8,0.8,20.9,74.5,0.000,0.001,0.001,0.001,9.5,2.6,7
12/10/2015,19:00,19,0.6,36.8,0.4,19.8,79.7,0.000,0.001,0.001,0.001,10.1,2.2,7
12/10/2015,20:00,331,0.3,129.4,0.3,18.4,85.4,0.003,0.009,0.012,0.001,12.1,2.4,10
12/10/2015,21:00,280,0.6,13.5,0.3,16.8,89.7,0.030,0.016,0.046,0.001,20.2,2.7,13
12/10/2015,22:00,290,1.0,10.3,0.3,15.9,92.7,0.014,0.014,0.028,0.001,19.2,3.2,12
12/10/2015,23:00,298,1.4,10.4,0.3,15.4,94.7,0.006,0.012,0.018,0.001,15.0,2.5,13
13/10/2015,00:00,299,1.0,10.0,0.2,14.9,95.6,,,,,12.8,3.7,
13/10/2015,01:00,288,1.8,12.0,0.4,14.9,96.5,0.003,0.009,0.012,0.001,12.2,5.4,21
13/10/2015,02:00,291,1.4,10.7,0.4,14.7,96.5,0.002,0.007,0.009,0.001,12.4,6.1,23
13/10/2015,03:00,296,0.8,16.0,0.3,13.8,96.9,0.006,0.008,0.014,0.001,13.6,7.7,25
13/10/2015,04:00,270,1.3,14.1,0.4,14.5,97.7,0.006,0.015,0.021,0.001,45.3,38.7,695
13/10/2015,05:00,274,1.3,21.0,0.6,14.3,97.3,0.019,0.018,0.037,0.001,164.2,153.6,711
13/10/2015,06:00,281,1.4,19.2,0.6,16.1,95.0,0.012,0.021,0.033,0.001,182.9,170.3,1237
13/10/2015,07:00,290,1.1,26.7,0.4,19.5,85.3,0.011,0.032,0.043,0.002,396.3,381.8,1422
13/10/2015,08:00,61,1.5,41.7,0.7,23.9,66.6,0.004,0.009,0.012,0.002,331.6,316.8,296
13/10/2015,09:00,44,2.6,25.4,0.9,25.8,53.5,0.006,0.007,0.013,0.001,44.0,33.8,40
13/10/2015,10:00,76,3.8,23.3,1.3,26.1,59.0,0.000,0.002,0.002,0.001,27.7,19.9,100
13/10/2015,11:00,87,4.3,16.4,1.2,26.2,61.8,0.000,0.001,0.001,0.001,21.4,14.5,15
13/10/2015,12:00,69,3.6,31.1,1.3,27.2,56.4,0.000,0.000,0.000,0.001,12.5,6.0,10
13/10/2015,13:00,44,3.3,22.6,1.1,27.2,52.9,0.000,0.001,0.001,0.001,11.4,4.9,7
13/10/2015,14:00,43,3.1,22.7,1.0,26.7,54.7,0.000,0.001,0.001,0.001,11.1,4.9,8
13/10/2015,15:00,38,3.2,18.6,1.0,25.5,57.8,0.000,0.001,0.001,0.001,12.3,6.1,9
13/10/2015,16:00,36,2.6,19.6,0.9,24.6,59.1,0.000,0.000,0.000,0.001,11.4,5.4,8
13/10/2015,17:00,27,1.9,21.2,0.8,23.0,66.8,0.000,0.001,0.001,0.001,12.7,5.8,8
13/10/2015,18:00,33,1.0,22.4,0.5,21.2,76.6,0.000,0.001,0.001,0.001,11.7,3.5,9
13/10/2015,19:00,33,0.5,33.0,0.3,20.2,83.4,0.000,0.003,0.003,0.001,13.7,2.5,10
13/10/2015,20:00,298,0.5,33.3,0.4,18.8,87.4,0.014,0.015,0.029,0.001,20.6,4.3,15
13/10/2015,21:00,290,1.0,14.0,0.3,17.7,90.8,0.012,0.015,0.027,0.001,24.6,6.2,14
13/10/2015,22:00,295,1.2,11.8,0.3,16.9,93.5,0.007,0.012,0.019,0.001,21.1,6.1,15
13/10/2015,23:00,297,0.9,35.7,0.4,16.3,94.9,0.005,0.011,0.016,0.001,15.5,5.5,14
14/10/2015,00:00,301,0.8,21.0,0.4,15.5,96.2,,,,,15.5,5.7,
14/10/2015,01:00,296,1.1,15.9,0.3,15.3,97.1,0.009,0.009,0.017,0.001,28.8,16.8,70
14/10/2015,02:00,292,1.2,14.5,0.4,15.3,97.4,0.011,0.009,0.020,0.001,24.2,17.3,79
14/10/2015,03:00,273,1.9,14.8,0.5,16.2,96.5,0.007,0.013,0.019,0.001,68.2,58.2,459
14/10/2015,04:00,271,1.8,14.5,0.6,16.8,95.5,0.001,0.008,0.009,0.001,86.0,77.3,214
14/10/2015,05:00,285,1.2,19.8,0.4,16.2,95.5,0.016,0.011,0.027,0.001,55.0,47.5,164
14/10/2015,06:00,289,1.2,15.2,0.3,17.3,95.2,0.017,0.013,0.030,0.001,46.8,38.1,195
14/10/2015,07:00,145,1.0,72.7,1.1,21.2,81.8,0.007,0.015,0.022,0.005,76.3,64.8,257
14/10/2015,08:00,89,3.7,19.4,1.2,24.1,68.3,0.002,0.004,0.006,0.004,51.6,43.9,17
14/10/2015,09:00,79,3.9,19.9,1.1,25.4,61.3,0.001,0.001,0.002,0.001,14.9,7.4,7
14/10/2015,10:00,71,4.1,17.9,1.3,25.7,60.1,0.001,0.000,0.001,0.001,12.8,4.4,7
14/10/2015,11:00,72,4.6,18.6,1.2,25.7,59.2,0.000,0.000,0.000,0.001,8.7,3.5,6
14/10/2015,12:00,76,4.6,18.5,1.1,26.0,58.8,0.000,0.000,0.000,0.001,8.2,3.5,6
14/10/2015,13:00,86,4.6,17.6,1.3,26.1,57.4,0.000,0.000,0.000,0.001,9.6,4.8,6
14/10/2015,14:00,87,4.8,15.9,1.3,25.4,59.3,0.000,0.000,0.000,0.001,10.7,5.5,6
14/10/2015,15:00,81,4.5,15.9,1.2,24.9,63.2,0.000,0.000,0.000,0.001,12.4,7.1,5
14/10/2015,16:00,82,4.7,15.1,1.3,24.1,65.8,0.000,0.000,0.000,0.001,12.5,7.0,6
14/10/2015,17:00,81,3.9,15.6,1.2,22.7,70.4,0.000,0.000,0.000,0.001,9.0,3.0,6
14/10/2015,18:00,85,3.9,15.0,1.3,21.8,74.0,0.000,0.000,0.000,0.001,7.6,1.1,7
14/10/2015,19:00,93,3.6,15.2,1.1,21.8,77.3,0.000,0.002,0.002,0.001,11.5,3.6,10
14/10/2015,20:00,103,3.3,15.0,1.0,21.9,75.9,0.000,0.002,0.002,0.001,15.1,4.3,10
14/10/2015,21:00,105,3.2,14.7,1.0,21.7,73.4,0.000,0.002,0.002,0.001,11.8,1.7,9
14/10/2015,22:00,116,2.4,15.9,0.8,21.3,73.3,0.000,0.000,0.000,0.001,10.3,0.3,7
14/10/2015,23:00,156,1.9,15.4,0.6,20.5,77.1,0.001,0.011,0.012,0.002,28.8,13.1,204
15/10/2015,00:00,155,2.2,18.3,0.7,20.5,76.1,,,,,82.5,62.7,
15/10/2015,01:00,134,1.8,19.2,0.9,19.7,81.4,0.020,0.021,0.041,0.010,86.6,74.0,112
15/10/2015,02:00,158,1.4,17.6,0.5,19.1,83.2,0.009,0.017,0.026,0.007,31.0,19.0,132
15/10/2015,03:00,150,1.3,15.2,0.5,18.8,82.1,0.001,0.019,0.019,0.002,75.8,55.2,240
15/10/2015,04:00,145,1.3,20.0,0.6,18.6,82.1,0.001,0.019,0.020,0.001,76.5,59.1,181
15/10/2015,05:00,144,1.9,17.7,0.7,19.0,82.0,0.004,0.016,0.019,0.003,59.7,42.7,83
15/10/2015,06:00,137,2.7,15.4,1.0,20.4,77.5,0.008,0.015,0.023,0.007,22.3,12.3,23
15/10/2015,07:00,117,3.7,20.5,1.3,22.3,68.0,0.017,0.016,0.033,0.019,13.6,5.4,11
15/10/2015,08:00,104,4.8,18.3,1.4,24.1,58.6,0.001,0.001,0.001,0.002,13.0,4.5,8
15/10/2015,09:00,97,5.2,18.8,1.4,24.7,57.7,0.001,0.001,0.001,0.002,12.6,4.5,8
15/10/2015,10:00,85,5.3,18.0,1.6,25.3,55.1,0.000,0.000,0.000,0.001,15.3,6.8,8
15/10/2015,11:00,77,5.4,16.7,1.5,25.4,54.2,,,,,20.0,10.2,
15/10/2015,12:00,74,5.1,16.9,1.4,25.6,55.5,,,,,14.5,6.1,
15/10/2015,13:00,78,5.1,17.9,1.4,25.7,56.0,0.000,0.000,0.000,0.001,11.5,4.2,11
15/10/2015,14:00,77,5.2,16.0,1.7,25.2,58.3,0.000,0.000,0.000,0.001,13.1,5.3,11
15/10/2015,15:00,83,5.0,16.6,1.3,24.6,62.0,0.000,0.000,0.000,0.001,14.6,6.0,10
15/10/2015,16:00,92,5.1,15.5,1.4,23.8,65.0,0.001,0.000,0.001,0.001,13.9,6.1,11
15/10/2015,17:00,98,4.2,15.1,1.2,22.6,71.7,0.000,0.002,0.002,0.001,14.0,3.9,13
15/10/2015,18:00,106,3.5,15.9,1.1,21.7,73.2,0.000,0.001,0.001,0.001,18.8,5.3,12
15/10/2015,19:00,112,3.2,15.3,1.0,21.4,73.2,0.001,0.003,0.003,0.002,16.7,5.9,11
15/10/2015,20:00,114,2.5,14.6,0.8,21.1,74.4,0.000,0.004,0.004,0.002,13.9,6.2,11
15/10/2015,21:00,122,2.5,17.6,1.0,21.1,75.4,0.002,0.015,0.017,0.006,11.9,4.5,11
15/10/2015,22:00,138,2.1,13.5,0.6,20.5,78.5,0.000,0.004,0.004,0.004,11.3,3.9,15
15/10/2015,23:00,146,1.7,15.2,0.6,19.9,80.4,0.000,0.010,0.010,0.002,17.1,5.9,26
16/10/2015,00:00,157,1.8,14.9,0.5,19.7,80.6,,,,,21.2,10.4,
16/10/2015,01:00,155,2.0,12.9,0.6,19.4,81.1,0.000,0.006,0.006,0.001,34.0,18.7,42
16/10/2015,02:00,151,2.3,11.5,0.6,19.2,82.7,0.001,0.003,0.003,0.001,32.1,14.9,37
16/10/2015,03:00,158,2.7,16.0,1.1,19.3,83.4,0.000,0.002,0.002,0.001,25.9,13.5,55
16/10/2015,04:00,158,2.7,16.7,1.0,19.2,84.4,0.001,0.003,0.003,0.001,26.9,18.0,59
16/10/2015,05:00,161,2.3,18.8,0.9,19.1,85.3,0.002,0.005,0.006,0.001,24.6,16.4,45
16/10/2015,06:00,162,2.9,16.6,1.0,20.2,81.7,0.002,0.004,0.006,0.001,22.0,14.3,35
16/10/2015,07:00,139,3.4,21.6,1.1,22.0,74.7,0.003,0.004,0.006,0.001,20.0,11.6,20
16/10/2015,08:00,114,4.5,19.0,1.5,23.7,67.6,0.026,0.014,0.040,0.015,11.9,6.6,9
16/10/2015,09:00,101,4.8,19.1,1.3,24.9,61.7,0.010,0.010,0.019,0.008,8.2,2.8,9
16/10/2015,10:00,94,5.1,20.9,1.4,25.7,57.9,0.000,0.001,0.001,0.001,8.2,2.5,8
16/10/2015,11:00,79,5.1,17.1,1.4,26.1,58.7,0.000,0.001,0.001,0.001,10.7,3.4,10
16/10/2015,12:00,81,5.1,17.0,1.4,25.7,57.7,0.000,0.000,0.000,0.001,9.2,2.6,10
16/10/2015,13:00,77,4.9,18.0,1.5,25.7,58.6,0.000,0.000,0.000,0.001,11.7,5.2,10
16/10/2015,14:00,77,4.9,17.0,1.5,25.5,62.2,0.000,0.000,0.000,0.001,12.1,5.4,12
16/10/2015,15:00,80,4.7,17.8,1.3,25.0,62.4,0.000,0.000,0.000,0.001,13.6,6.0,12
16/10/2015,16:00,84,3.9,19.1,1.2,24.6,63.4,0.000,0.000,0.000,0.001,15.4,7.0,12
16/10/2015,17:00,92,3.9,16.2,1.1,23.1,64.7,0.000,0.001,0.001,0.001,16.4,7.7,12
16/10/2015,18:00,98,3.3,15.3,1.1,21.9,72.1,0.000,0.002,0.002,0.001,17.7,5.8,14
16/10/2015,19:00,102,3.0,15.5,0.9,21.8,73.9,0.000,0.001,0.001,0.001,16.9,4.2,14
16/10/2015,20:00,113,2.6,16.1,0.9,21.6,74.1,0.000,0.005,0.005,0.002,14.5,2.9,14
16/10/2015,21:00,134,2.2,17.3,0.8,21.4,76.4,0.000,0.011,0.011,0.004,16.3,5.5,20
16/10/2015,22:00,150,1.7,16.6,0.6,20.7,77.2,0.000,0.012,0.012,0.001,18.0,6.9,26
16/10/2015,23:00,161,1.8,17.9,0.7,20.2,78.1,0.000,0.007,0.007,0.001,18.3,7.3,23
17/10/2015,00:00,171,3.0,14.6,0.8,20.3,77.7,,,,,16.9,7.5,
17/10/2015,01:00,170,2.6,18.6,1.0,20.1,78.8,0.001,0.003,0.003,0.001,19.5,11.3,29
17/10/2015,02:00,172,1.6,27.4,0.7,19.4,81.6,0.001,0.006,0.007,0.001,22.6,13.5,39
17/10/2015,03:00,157,1.9,17.7,0.7,19.1,82.9,0.000,0.002,0.002,0.001,25.7,14.9,46
17/10/2015,04:00,161,2.2,20.6,0.9,19.2,83.2,0.001,0.002,0.003,0.000,23.2,13.4,35
17/10/2015,05:00,164,2.0,22.0,0.9,19.1,84.0,0.001,0.004,0.005,0.001,19.8,10.9,37
17/10/2015,06:00,160,2.3,19.2,0.9,20.6,79.2,0.001,0.003,0.004,0.001,21.5,12.2,29
17/10/2015,07:00,133,2.9,21.7,1.1,22.5,71.3,0.003,0.004,0.007,0.001,19.8,8.5,16
17/10/2015,08:00,117,4.2,19.8,1.6,23.9,61.4,0.008,0.008,0.015,0.008,14.4,6.4,9
17/10/2015,09:00,97,4.8,18.6,1.4,25.3,54.9,0.003,0.004,0.007,0.004,11.3,5.0,8
17/10/2015,10:00,79,5.1,19.2,1.5,26.0,53.6,0.002,0.001,0.003,0.003,13.2,3.5,8
17/10/2015,11:00,77,5.7,16.7,1.6,26.1,52.7,0.000,0.000,0.000,0.001,16.0,6.5,8
17/10/2015,12:00,78,5.5,16.7,1.4,26.3,50.2,0.000,0.001,0.001,0.001,14.5,6.2,7
17/10/2015,13:00,77,5.1,17.8,1.6,25.9,57.1,0.000,0.000,0.000,0.001,11.3,4.0,9
17/10/2015,14:00,82,5.0,18.2,1.5,25.4,59.5,0.000,0.000,0.000,0.001,13.0,4.7,9
17/10/2015,15:00,82,5.4,16.5,1.7,25.0,61.0,0.000,0.000,0.000,0.001,11.6,3.2,9
17/10/2015,16:00,76,4.6,16.6,1.5,24.4,64.9,0.000,0.000,0.000,0.001,11.3,3.6,10
17/10/2015,17:00,82,3.0,20.0,1.3,23.2,70.5,0.000,0.000,0.000,0.001,13.3,4.7,11
17/10/2015,18:00,93,2.7,17.7,1.0,21.8,75.8,0.000,0.001,0.001,0.001,13.0,4.0,11
17/10/2015,19:00,99,2.1,20.2,0.8,21.5,77.1,0.000,0.003,0.003,0.002,12.6,2.7,11
17/10/2015,20:00,111,2.1,16.5,0.8,21.4,78.5,0.000,0.002,0.002,0.002,14.1,2.6,12
17/10/2015,21:00,114,1.7,18.0,0.7,21.1,79.8,0.000,0.001,0.001,0.001,17.6,5.4,12
17/10/2015,22:00,157,1.5,17.4,0.5,20.5,81.9,0.000,0.006,0.006,0.001,20.1,4.6,21
17/10/2015,23:00,163,1.5,15.9,0.5,20.1,82.9,0.000,0.005,0.005,0.002,33.0,7.8,25
18/10/2015,00:00,170,1.1,23.2,0.5,19.8,83.0,,,,,28.8,6.4,
18/10/2015,01:00,192,1.0,32.6,0.7,18.1,88.5,0.001,0.007,0.008,0.001,24.0,8.4,20
18/10/2015,02:00,209,1.2,38.5,0.6,18.9,86.8,0.001,0.003,0.004,0.001,19.7,8.0,28
18/10/2015,03:00,200,1.1,43.7,0.7,18.5,87.8,0.000,0.003,0.003,0.001,20.9,9.0,39
18/10/2015,04:00,251,1.0,61.2,0.8,17.2,91.4,0.001,0.003,0.004,0.001,25.8,13.9,51
18/10/2015,05:00,161,1.5,27.2,0.8,19.3,87.0,0.001,0.003,0.004,0.001,26.4,14.7,37
18/10/2015,06:00,156,2.4,22.4,0.9,20.6,82.5,0.002,0.004,0.005,0.001,27.4,11.1,28
18/10/2015,07:00,128,3.5,21.3,1.2,22.2,74.4,0.008,0.009,0.017,0.004,19.8,7.6,17
