Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Air Temperature (degC),Relative Humidity (%),Rainfall (mm),Barometric Pressure (hPa),Ozone (ppm),Nitrogen Oxide (ppm),Nitrogen Dioxide (ppm),Nitrogen Oxides (ppm)
01/01/2015,00:00,44,0.1,98.2,0.3,25.1,83.4,0.0,1009,,,,
01/01/2015,01:00,272,0.3,110.9,0.4,24.5,87.0,0.0,1009,0.009,0.000,0.005,0.005
01/01/2015,02:00,117,1.5,49.9,1.3,23.8,84.5,0.0,1009,0.016,0.000,0.003,0.003
01/01/2015,03:00,80,1.0,32.9,0.4,23.1,83.6,0.0,1009,0.023,0.000,0.000,0.000
01/01/2015,04:00,56,0.2,112.1,0.3,22.5,87.3,0.0,1010,0.018,0.000,0.002,0.002
01/01/2015,05:00,286,0.5,51.6,0.3,22.4,88.4,0.0,1010,0.013,0.000,0.003,0.003
01/01/2015,06:00,220,0.6,36.8,0.3,23.8,83.4,0.0,1011,0.018,0.000,0.002,0.002
01/01/2015,07:00,80,1.5,40.7,1.0,26.3,77.1,0.0,1011,0.017,0.000,0.001,0.001
01/01/2015,08:00,76,2.6,21.2,0.9,27.5,72.5,0.0,1011,0.016,0.000,0.000,0.000
01/01/2015,09:00,65,2.4,26.3,1.1,28.5,67.3,0.0,1011,0.019,0.000,0.000,0.000
01/01/2015,10:00,59,2.3,35.3,1.3,29.7,58.7,0.0,1011,0.023,0.000,0.000,0.000
01/01/2015,11:00,52,0.4,102.3,1.1,29.3,61.4,0.0,1011,0.025,0.000,0.001,0.001
01/01/2015,12:00,75,2.3,45.2,1.4,29.8,58.0,0.0,1010,0.024,0.000,0.000,0.000
01/01/2015,13:00,69,2.6,31.9,1.2,30.7,52.4,0.0,1009,0.025,0.000,0.000,0.000
01/01/2015,14:00,72,3.8,24.8,1.3,31.0,52.9,0.0,1009,0.024,0.000,0.000,0.000
01/01/2015,15:00,78,4.1,18.0,1.4,30.5,56.6,0.0,1008,0.019,0.000,0.000,0.000
01/01/2015,16:00,77,4.9,13.3,1.3,29.5,60.2,0.0,1008,0.017,0.000,0.000,0.000
01/01/2015,17:00,79,4.4,10.3,1.1,28.6,62.0,0.0,1009,0.015,0.000,0.000,0.000
01/01/2015,18:00,74,3.9,11.8,0.9,27.5,67.5,0.0,1010,0.013,0.000,0.000,0.000
01/01/2015,19:00,86,2.3,13.1,0.9,26.1,75.3,0.0,1011,0.009,0.000,0.001,0.001
01/01/2015,20:00,92,1.5,14.5,0.5,25.4,78.7,0.0,1012,0.008,0.000,0.001,0.001
01/01/2015,21:00,84,1.5,16.1,0.6,24.9,81.7,0.0,1012,0.007,0.000,0.001,0.001
01/01/2015,22:00,140,0.3,55.1,0.4,24.0,85.1,0.0,1012,0.004,0.001,0.003,0.003
01/01/2015,23:00,185,0.1,92.9,0.3,23.0,89.3,0.0,1012,0.002,0.001,0.003,0.004
02/01/2015,00:00,209,0.2,104.8,0.4,22.7,90.5,0.0,1012,,,,
02/01/2015,01:00,298,0.6,41.5,0.4,22.2,91.3,0.0,1011,0.001,0.004,0.004,0.008
02/01/2015,02:00,220,0.5,36.2,0.3,22.1,92.0,0.0,1011,0.001,0.006,0.002,0.008
02/01/2015,03:00,232,0.5,14.3,0.2,22.1,92.3,0.0,1011,0.001,0.007,0.002,0.009
02/01/2015,04:00,270,0.7,25.7,0.3,21.8,92.6,0.0,1012,0.001,0.008,0.002,0.010
02/01/2015,05:00,222,0.8,17.6,0.2,22.0,93.0,0.0,1013,0.002,0.008,0.001,0.009
02/01/2015,06:00,239,0.4,73.5,0.4,23.7,90.2,0.0,1013,0.003,0.004,0.002,0.006
02/01/2015,07:00,74,1.4,29.5,0.9,26.4,75.6,0.0,1014,0.009,0.001,0.001,0.002
02/01/2015,08:00,38,1.1,46.1,0.7,27.2,67.6,0.0,1014,0.013,0.000,0.000,0.000
02/01/2015,09:00,68,1.4,50.0,0.9,28.5,62.3,0.0,1014,0.017,0.000,0.000,0.000
02/01/2015,10:00,79,3.5,20.6,1.3,29.2,56.8,0.0,1014,0.021,0.000,0.000,0.000
02/01/2015,11:00,82,4.1,15.3,1.2,29.1,55.9,0.0,1014,0.020,0.000,0.000,0.000
02/01/2015,12:00,79,4.2,15.3,1.5,29.2,53.9,0.0,1013,0.022,0.000,0.000,0.000
02/01/2015,13:00,78,5.0,17.3,1.5,29.3,58.6,0.0,1012,0.017,0.000,0.000,0.000
02/01/2015,14:00,77,5.1,14.8,1.4,29.0,57.7,0.0,1012,0.017,0.000,0.000,0.000
02/01/2015,15:00,72,4.5,11.7,1.1,28.0,62.0,0.0,1012,0.015,0.000,0.000,0.000
02/01/2015,16:00,84,4.6,11.3,1.3,27.4,65.6,0.0,1012,0.016,0.000,0.000,0.000
02/01/2015,17:00,80,4.5,10.5,1.0,26.8,66.6,0.0,1013,0.013,0.000,0.000,0.000
02/01/2015,18:00,83,3.2,9.5,0.9,26.3,69.7,0.0,1014,0.012,0.000,0.000,0.000
02/01/2015,19:00,87,2.0,10.2,0.5,25.4,74.9,0.0,1014,0.010,0.000,0.000,0.000
02/01/2015,20:00,95,0.8,16.6,0.4,24.7,79.4,0.0,1015,0.007,0.000,0.001,0.001
02/01/2015,21:00,97,0.6,31.6,0.4,24.1,82.6,0.0,1015,0.005,0.000,0.002,0.002
02/01/2015,22:00,129,0.1,81.2,0.1,23.6,84.7,0.0,1015,0.004,0.000,0.003,0.003
02/01/2015,23:00,250,0.3,61.0,0.2,23.3,86.5,0.0,1015,0.002,0.001,0.004,0.005
03/01/2015,00:00,227,0.3,69.5,0.3,22.8,88.5,0.0,1014,,,,
03/01/2015,01:00,243,0.6,20.8,0.2,22.6,90.2,0.0,1013,0.001,0.004,0.003,0.007
03/01/2015,02:00,246,0.5,33.9,0.2,22.3,91.0,0.0,1013,0.001,0.005,0.004,0.009
03/01/2015,03:00,258,0.6,30.4,0.3,22.2,91.6,0.0,1013,0.001,0.006,0.003,0.009
03/01/2015,04:00,236,0.4,51.4,0.3,22.3,91.8,0.0,1014,0.001,0.005,0.003,0.008
03/01/2015,05:00,234,1.0,36.5,0.5,22.5,91.3,0.0,1014,0.001,0.005,0.002,0.007
03/01/2015,06:00,194,0.6,59.0,0.5,23.6,87.7,0.0,1015,0.004,0.002,0.002,0.004
03/01/2015,07:00,121,1.2,29.4,0.6,25.3,79.2,0.0,1015,0.009,0.000,0.001,0.001
03/01/2015,08:00,78,3.4,16.4,1.2,26.2,72.9,0.0,1015,0.013,0.000,0.001,0.001
03/01/2015,09:00,85,3.5,19.2,1.5,26.9,67.7,0.0,1015,0.017,0.000,0.000,0.000
03/01/2015,10:00,86,3.4,19.4,1.2,27.8,62.2,0.0,1015,0.019,0.000,0.000,0.000
03/01/2015,11:00,83,4.1,17.1,1.4,28.2,59.2,0.0,1015,0.021,0.000,0.000,0.000
03/01/2015,12:00,74,4.4,17.5,1.3,28.7,56.5,0.0,1014,0.021,0.000,0.000,0.000
03/01/2015,13:00,72,3.6,19.3,1.3,28.7,54.9,0.0,1014,0.022,0.000,0.000,0.000
03/01/2015,14:00,80,3.9,17.0,1.4,29.2,52.3,0.0,1013,0.023,0.000,0.000,0.000
03/01/2015,15:00,79,3.9,15.2,1.1,29.0,52.5,0.0,1013,0.022,0.000,0.000,0.000
03/01/2015,16:00,84,4.2,15.1,1.5,28.4,54.4,0.0,1013,0.022,0.000,0.000,0.000
03/01/2015,17:00,89,3.5,12.0,1.3,26.8,62.4,0.0,1013,0.019,0.000,0.000,0.000
03/01/2015,18:00,88,2.8,12.6,0.9,25.9,66.6,0.0,1014,0.017,0.000,0.000,0.000
03/01/2015,19:00,85,2.1,9.1,0.4,24.9,73.5,0.0,1014,0.015,0.000,0.001,0.001
03/01/2015,20:00,83,1.0,33.7,0.6,24.2,77.4,0.0,1015,0.012,0.000,0.001,0.001
03/01/2015,21:00,201,0.2,61.8,0.2,23.4,81.6,0.0,1015,0.007,0.000,0.002,0.002
03/01/2015,22:00,76,1.0,33.9,0.5,23.1,84.0,0.0,1015,0.009,0.000,0.002,0.002
03/01/2015,23:00,76,0.3,101.3,0.4,22.6,85.9,0.0,1014,0.009,0.000,0.002,0.002
04/01/2015,00:00,232,0.4,35.2,0.2,21.9,88.1,0.0,1014,,,,
04/01/2015,01:00,116,0.5,60.7,0.5,21.3,90.3,0.0,1013,0.003,0.000,0.002,0.002
04/01/2015,02:00,129,0.6,32.6,0.4,22.1,84.5,0.0,1013,0.009,0.000,0.001,0.001
04/01/2015,03:00,138,0.7,40.5,0.4,22.8,76.1,0.0,1013,0.014,0.000,0.000,0.000
04/01/2015,04:00,193,0.9,18.5,0.3,22.4,79.9,0.0,1013,0.012,0.000,0.001,0.001
04/01/2015,05:00,212,0.9,17.0,0.3,22.4,82.5,0.0,1014,0.009,0.000,0.002,0.002
04/01/2015,06:00,194,1.1,22.4,0.3,23.0,79.8,0.0,1014,0.011,0.000,0.002,0.002
04/01/2015,07:00,137,0.9,52.6,0.7,25.2,65.5,0.0,1014,0.018,0.000,0.000,0.000
04/01/2015,08:00,96,2.4,26.6,1.0,26.0,57.2,0.0,1014,0.021,0.000,0.000,0.000
04/01/2015,09:00,94,2.1,32.1,1.0,26.7,53.4,0.0,1014,0.023,0.000,0.000,0.000
04/01/2015,10:00,114,2.0,36.6,1.0,27.5,52.1,0.0,1013,0.024,0.000,0.000,0.000
04/01/2015,11:00,104,2.4,36.2,1.2,28.0,51.0,0.0,1013,0.026,0.000,0.000,0.000
04/01/2015,12:00,102,2.3,37.3,1.2,28.6,48.6,0.0,1012,0.027,0.000,0.000,0.000
04/01/2015,13:00,98,2.3,38.2,1.2,28.7,47.6,0.0,1011,0.029,0.000,0.000,0.000
04/01/2015,14:00,82,4.3,18.3,1.7,28.2,52.4,0.0,1011,0.026,0.000,0.000,0.000
04/01/2015,15:00,80,5.2,15.1,1.4,27.8,52.8,0.0,1010,0.024,0.000,0.000,0.000
04/01/2015,16:00,80,4.8,13.5,1.4,27.5,52.4,0.0,1010,0.023,0.000,0.000,0.000
04/01/2015,17:00,84,4.4,13.1,1.3,26.4,56.4,0.0,1010,0.021,0.000,0.000,0.000
04/01/2015,18:00,85,3.2,10.6,1.0,25.1,63.2,0.0,1011,0.018,0.000,0.000,0.000
04/01/2015,19:00,84,2.0,10.4,0.7,24.0,69.6,0.0,1012,0.016,0.000,0.001,0.001
04/01/2015,20:00,51,0.4,121.1,0.4,23.1,74.3,0.0,1012,0.013,0.000,0.001,0.001
04/01/2015,21:00,196,0.2,88.3,0.2,22.6,76.5,0.0,1013,0.010,0.000,0.003,0.003
04/01/2015,22:00,238,0.5,30.2,0.2,21.6,81.0,0.0,1013,0.006,0.000,0.005,0.005
04/01/2015,23:00,261,0.6,41.0,0.3,20.9,84.5,0.0,1012,0.003,0.001,0.007,0.008
05/01/2015,00:00,240,0.4,83.3,0.4,20.4,86.7,0.0,1011,,,,
05/01/2015,01:00,218,0.7,18.6,0.3,20.1,87.9,0.0,1011,0.002,0.001,0.005,0.006
05/01/2015,02:00,211,1.4,11.0,0.2,20.1,87.5,0.0,1010,0.003,0.001,0.004,0.005
05/01/2015,03:00,238,0.8,18.6,0.3,19.7,88.2,0.0,1010,0.003,0.000,0.005,0.005
05/01/2015,04:00,228,1.4,11.2,0.3,19.4,88.5,0.0,1011,0.003,0.001,0.004,0.005
05/01/2015,05:00,222,1.3,15.1,0.4,19.5,87.2,0.0,1011,0.005,0.001,0.004,0.004
05/01/2015,06:00,218,2.0,10.2,0.5,21.2,79.9,0.0,1012,0.010,0.001,0.002,0.003
05/01/2015,07:00,200,1.6,35.6,0.8,24.4,69.1,0.0,1012,0.016,0.001,0.001,0.002
05/01/2015,08:00,101,0.9,53.3,0.7,25.7,66.4,0.1,1012,0.019,0.000,0.000,0.000
05/01/2015,09:00,106,0.8,117.5,1.2,25.4,71.6,0.4,1012,0.019,0.000,0.000,0.000
05/01/2015,10:00,74,1.6,41.1,0.9,26.1,67.0,0.0,1012,0.017,0.000,0.001,0.001
05/01/2015,11:00,73,2.3,49.5,1.3,26.3,65.2,0.3,1012,0.018,0.000,0.001,0.001
05/01/2015,12:00,59,2.0,47.5,1.4,22.6,84.6,12.7,1012,0.016,0.000,0.001,0.001
05/01/2015,13:00,355,0.6,107.8,1.2,21.8,89.2,16.0,1012,0.014,0.000,0.000,0.000
05/01/2015,14:00,271,0.8,53.2,0.6,22.2,90.5,1.6,1011,0.011,0.001,0.002,0.003
05/01/2015,15:00,211,0.9,37.2,0.5,23.7,87.3,0.0,1011,0.012,0.001,0.001,0.002
05/01/2015,16:00,80,1.1,135.7,1.4,24.3,82.5,1.5,1011,0.012,0.001,0.001,0.001
05/01/2015,17:00,88,1.3,58.0,1.5,23.1,86.2,3.9,1011,0.011,0.000,0.000,0.000
05/01/2015,18:00,132,0.8,59.1,0.8,23.5,84.7,0.0,1012,0.008,0.000,0.001,0.001
05/01/2015,19:00,128,1.0,27.5,0.5,22.9,81.0,0.0,1013,0.011,0.000,0.000,0.000
05/01/2015,20:00,195,0.7,59.5,0.8,22.4,85.8,0.0,1013,0.005,0.000,0.003,0.003
05/01/2015,21:00,186,0.8,70.5,0.8,21.9,89.2,0.0,1013,0.009,0.000,0.001,0.001
05/01/2015,22:00,216,1.3,15.4,0.3,21.5,90.4,0.0,1013,0.008,0.000,0.001,0.001
05/01/2015,23:00,223,1.0,20.4,0.2,21.4,91.6,0.0,1013,0.004,0.000,0.002,0.002
06/01/2015,00:00,232,0.7,38.9,0.4,21.2,92.0,0.9,1012,,,,
06/01/2015,01:00,218,0.8,18.2,0.3,21.0,92.2,0.0,1012,0.002,0.001,0.003,0.003
06/01/2015,02:00,217,1.1,13.5,0.2,20.7,92.3,0.0,1011,0.003,0.000,0.003,0.003
06/01/2015,03:00,214,1.1,20.6,0.2,20.6,92.0,0.0,1012,0.003,0.000,0.002,0.002
06/01/2015,04:00,226,1.0,24.2,0.3,20.6,91.9,0.0,1012,0.002,0.001,0.003,0.004
06/01/2015,05:00,211,1.0,25.5,0.5,21.1,90.6,0.0,1013,0.004,0.001,0.003,0.003
06/01/2015,06:00,185,1.3,24.1,0.6,22.7,86.3,0.0,1013,0.008,0.001,0.001,0.002
06/01/2015,07:00,139,2.2,26.3,1.0,24.8,75.1,0.0,1014,0.013,0.000,0.000,0.000
06/01/2015,08:00,132,2.5,24.8,1.0,25.8,69.8,0.0,1014,0.014,0.000,0.001,0.001
06/01/2015,09:00,117,2.7,25.5,1.3,26.7,61.9,0.0,1014,0.015,0.000,0.000,0.000
06/01/2015,10:00,108,3.3,20.3,1.2,27.2,54.3,0.0,1014,0.015,0.000,0.000,0.000
06/01/2015,11:00,109,3.2,21.5,1.3,27.7,51.8,0.0,1014,0.016,0.000,0.000,0.000
06/01/2015,12:00,94,4.2,18.4,1.8,27.9,50.0,0.0,1013,0.018,0.000,0.000,0.000
06/01/2015,13:00,94,3.7,23.2,1.7,28.2,46.9,0.0,1013,0.019,0.000,0.000,0.000
06/01/2015,14:00,102,3.4,19.5,1.5,28.0,49.2,0.0,1013,0.017,0.000,0.000,0.000
06/01/2015,15:00,115,3.1,21.2,1.3,27.0,56.9,0.0,1012,0.016,0.000,0.000,0.000
06/01/2015,16:00,125,3.1,21.4,1.3,26.7,54.5,0.0,1012,0.016,0.000,0.000,0.000
06/01/2015,17:00,114,3.1,21.1,1.4,26.4,50.5,0.0,1013,0.017,0.000,0.000,0.000
06/01/2015,18:00,110,1.8,19.8,0.9,25.1,57.2,0.0,1014,0.015,0.000,0.000,0.000
06/01/2015,19:00,134,1.5,20.1,0.7,24.1,63.3,0.0,1014,0.015,0.000,0.000,0.000
06/01/2015,20:00,152,1.1,23.5,0.5,23.7,67.8,0.0,1014,0.012,0.000,0.000,0.000
06/01/2015,21:00,149,1.6,22.3,0.7,23.5,69.3,0.0,1014,0.012,0.000,0.000,0.000
06/01/2015,22:00,161,1.2,17.1,0.4,22.8,71.2,0.0,1014,0.011,0.000,0.000,0.000
06/01/2015,23:00,173,1.0,29.6,0.3,22.2,73.8,0.0,1014,0.009,0.000,0.002,0.002
07/01/2015,00:00,198,1.2,21.2,0.3,21.3,77.6,0.0,1013,,,,
07/01/2015,01:00,228,1.0,12.9,0.3,19.9,84.4,0.0,1012,0.002,0.003,0.004,0.007
07/01/2015,02:00,222,1.2,10.9,0.2,19.4,86.1,0.0,1012,0.002,0.001,0.003,0.004
07/01/2015,03:00,229,1.5,8.8,0.3,19.2,85.2,0.0,1012,0.004,0.001,0.003,0.004
07/01/2015,04:00,230,1.6,7.3,0.2,19.0,84.0,0.0,1012,0.005,0.000,0.003,0.003
07/01/2015,05:00,203,0.9,49.5,0.6,19.3,83.1,0.0,1013,0.005,0.001,0.002,0.003
07/01/2015,06:00,181,1.5,18.3,0.5,21.4,76.6,0.0,1013,0.009,0.001,0.002,0.003
07/01/2015,07:00,203,1.5,35.6,0.7,23.3,70.4,0.0,1013,0.011,0.002,0.002,0.004
07/01/2015,08:00,126,2.4,26.4,1.0,25.1,60.7,0.0,1014,0.018,0.000,0.000,0.000
07/01/2015,09:00,114,2.4,27.3,1.2,24.3,67.9,0.0,1014,0.017,0.000,0.000,0.000
07/01/2015,10:00,122,1.6,26.7,0.9,22.7,79.2,0.0,1014,0.016,0.000,0.000,0.000
07/01/2015,11:00,111,2.7,25.3,1.3,24.0,69.7,0.0,1014,0.019,0.000,0.000,0.000
07/01/2015,12:00,128,2.3,30.5,1.1,24.2,68.9,0.0,1014,0.021,0.000,0.000,0.000
07/01/2015,13:00,108,2.2,26.1,1.0,23.8,72.4,0.0,1013,0.019,0.000,0.000,0.000
07/01/2015,14:00,130,2.1,24.9,1.3,23.1,76.3,0.0,1013,0.019,0.000,0.000,0.000
07/01/2015,15:00,137,1.4,35.9,0.8,23.8,70.2,0.0,1012,0.018,0.000,0.000,0.000
07/01/2015,16:00,95,2.2,22.8,1.0,24.7,68.0,0.0,1012,0.020,0.000,0.001,0.001
07/01/2015,17:00,108,1.7,24.7,0.9,25.0,63.2,0.0,1012,0.020,0.000,0.001,0.001
07/01/2015,18:00,102,1.5,20.3,0.8,24.2,61.4,0.0,1013,0.019,0.000,0.000,0.000
07/01/2015,19:00,111,1.1,16.0,0.5,23.4,63.7,0.0,1013,0.017,0.000,0.001,0.001
07/01/2015,20:00,145,0.6,32.2,0.3,22.5,67.5,0.0,1013,0.013,0.000,0.002,0.002
07/01/2015,21:00,230,0.5,43.8,0.2,21.2,74.3,0.0,1013,0.006,0.000,0.005,0.005
07/01/2015,22:00,238,0.6,18.2,0.1,19.5,83.5,0.0,1013,0.002,0.003,0.009,0.011
07/01/2015,23:00,226,1.2,11.0,0.2,19.7,82.6,0.0,1013,0.003,0.001,0.005,0.006
08/01/2015,00:00,235,1.2,12.3,0.3,19.6,82.1,0.0,1012,,,,
08/01/2015,01:00,227,1.3,12.1,0.2,19.7,79.7,0.0,1012,0.006,0.001,0.004,0.005
08/01/2015,02:00,228,1.6,8.9,0.3,19.2,80.9,0.0,1011,0.008,0.001,0.003,0.003
08/01/2015,03:00,221,1.6,7.2,0.3,18.9,81.3,0.0,1011,0.009,0.000,0.002,0.002
08/01/2015,04:00,225,1.7,6.6,0.3,18.7,82.6,0.0,1012,0.009,0.000,0.002,0.002
08/01/2015,05:00,218,1.7,28.1,0.6,18.9,82.5,0.0,1012,0.010,0.000,0.002,0.002
08/01/2015,06:00,219,0.8,37.4,0.5,19.9,80.4,0.0,1012,0.010,0.001,0.002,0.003
08/01/2015,07:00,238,1.2,17.9,0.5,21.9,74.5,0.0,1012,0.012,0.002,0.002,0.003
08/01/2015,08:00,85,2.0,60.5,1.7,23.2,73.9,0.0,1012,0.014,0.001,0.001,0.002
08/01/2015,09:00,122,2.1,24.5,1.1,24.5,66.5,0.0,1012,0.017,0.001,0.001,0.001
08/01/2015,10:00,95,1.7,41.4,1.0,26.1,60.7,0.0,1011,0.019,0.000,0.000,0.000
08/01/2015,11:00,76,1.9,29.9,0.9,26.5,60.3,0.0,1011,0.023,0.000,0.001,0.001
08/01/2015,12:00,76,4.0,16.9,1.7,26.5,60.5,0.0,1010,0.020,0.000,0.001,0.001
08/01/2015,13:00,90,3.5,17.6,1.4,26.4,60.6,0.0,1010,0.017,0.000,0.000,0.000
08/01/2015,14:00,88,3.4,17.7,1.3,26.8,56.9,0.0,1010,0.018,0.000,0.000,0.000
08/01/2015,15:00,81,3.8,14.5,1.3,26.5,57.0,0.0,1009,0.017,0.000,0.000,0.000
08/01/2015,16:00,95,3.7,17.6,1.4,25.9,64.3,0.0,1009,0.016,0.000,0.000,0.000
08/01/2015,17:00,80,4.4,11.9,1.2,24.1,71.0,0.0,1009,0.015,0.000,0.000,0.000
08/01/2015,18:00,66,2.3,13.6,0.9,23.8,74.2,0.0,1010,0.014,0.000,0.000,0.000
08/01/2015,19:00,89,1.0,38.7,0.5,23.2,82.5,0.0,1010,0.009,0.000,0.003,0.003
08/01/2015,20:00,,0.0,105.0,0.1,23.1,85.1,0.0,1010,0.006,0.000,0.003,0.003
08/01/2015,21:00,87,0.3,28.1,0.1,22.9,85.6,0.0,1011,0.004,0.000,0.003,0.003
08/01/2015,22:00,21,0.2,150.3,0.1,22.7,83.3,0.0,1010,0.007,0.000,0.002,0.002
08/01/2015,23:00,197,0.7,14.9,0.3,22.3,86.1,0.0,1009,0.003,0.000,0.003,0.003
09/01/2015,00:00,209,0.9,15.7,0.3,21.5,87.3,0.0,1009,,,,
09/01/2015,01:00,242,0.6,19.8,0.1,20.6,88.4,0.0,1008,0.001,0.001,0.004,0.005
09/01/2015,02:00,245,0.6,15.8,0.1,19.8,90.6,0.0,1008,0.001,0.001,0.004,0.005
09/01/2015,03:00,261,0.5,24.3,0.1,19.3,91.4,0.0,1008,0.001,0.002,0.004,0.006
09/01/2015,04:00,235,0.6,21.4,0.2,19.0,91.8,0.0,1009,0.000,0.004,0.003,0.007
09/01/2015,05:00,231,1.2,11.8,0.4,19.0,91.9,0.0,1009,0.002,0.004,0.003,0.007
09/01/2015,06:00,218,1.6,13.1,0.5,20.8,86.7,0.0,1010,0.005,0.003,0.003,0.006
09/01/2015,07:00,215,1.1,48.1,0.6,23.8,74.8,0.0,1010,0.010,0.002,0.001,0.003
09/01/2015,08:00,77,0.5,77.5,0.7,26.3,62.1,0.0,1010,0.016,0.000,0.001,0.001
09/01/2015,09:00,93,1.1,64.8,0.9,27.1,58.2,0.0,1009,0.021,0.000,0.000,0.000
09/01/2015,10:00,101,1.6,48.2,1.2,28.0,54.0,0.0,1009,0.025,0.000,0.001,0.001
09/01/2015,11:00,63,2.6,27.0,1.1,28.7,51.0,0.0,1008,0.028,0.000,0.000,0.000
09/01/2015,12:00,73,3.7,17.8,1.3,29.2,51.8,0.0,1008,0.026,0.000,0.001,0.001
09/01/2015,13:00,54,3.8,25.9,1.4,28.6,56.1,0.0,1007,0.024,0.000,0.001,0.001
09/01/2015,14:00,78,5.2,12.6,1.3,28.4,57.8,0.0,1006,0.021,0.000,0.000,0.000
09/01/2015,15:00,76,4.7,16.3,1.3,28.2,57.2,0.0,1006,0.019,0.000,0.000,0.000
09/01/2015,16:00,73,4.4,17.7,1.3,27.6,59.3,0.0,1006,0.017,0.000,0.000,0.000
09/01/2015,17:00,74,4.5,14.3,1.2,26.3,67.4,0.0,1007,0.014,0.000,0.000,0.000
09/01/2015,18:00,79,3.7,11.5,1.0,25.4,71.3,0.0,1007,0.012,0.000,0.000,0.000
09/01/2015,19:00,83,2.7,8.9,0.8,24.5,76.3,0.0,1008,0.011,0.000,0.001,0.001
09/01/2015,20:00,86,1.0,18.4,0.5,23.7,82.2,0.0,1008,0.008,0.000,0.002,0.002
09/01/2015,21:00,149,0.2,81.0,0.2,22.8,86.1,0.0,1008,0.004,0.000,0.003,0.003
09/01/2015,22:00,240,0.1,84.8,0.2,22.1,88.8,0.0,1009,0.002,0.001,0.003,0.003
09/01/2015,23:00,267,0.4,50.5,0.3,21.6,90.3,0.0,1008,0.001,0.003,0.006,0.009
10/01/2015,00:00,197,0.3,48.4,0.2,21.4,91.2,0.0,1008,,,,
10/01/2015,01:00,79,0.2,46.4,0.1,21.0,91.9,0.0,1008,0.001,0.003,0.002,0.005
10/01/2015,02:00,224,0.4,35.3,0.2,20.5,92.3,0.0,1007,0.000,0.004,0.002,0.006
10/01/2015,03:00,236,0.6,17.0,0.2,20.3,92.5,0.0,1008,0.001,0.007,0.002,0.009
10/01/2015,04:00,233,0.9,11.0,0.3,20.2,92.7,0.0,1008,0.001,0.006,0.003,0.008
10/01/2015,05:00,246,0.6,58.5,0.4,20.6,92.7,0.0,1009,0.002,0.004,0.003,0.007
10/01/2015,06:00,207,1.1,18.7,0.4,22.1,89.1,0.0,1009,0.004,0.003,0.003,0.006
10/01/2015,07:00,102,1.0,50.6,0.7,25.2,74.4,0.0,1009,0.012,0.001,0.001,0.002
10/01/2015,08:00,56,1.2,35.0,0.8,25.8,70.4,0.0,1009,0.016,0.000,0.001,0.001
10/01/2015,09:00,54,2.3,29.2,1.3,26.8,60.8,0.0,1009,0.018,0.000,0.000,0.000
10/01/2015,10:00,66,3.1,23.5,1.0,28.3,50.8,0.0,1008,0.021,0.000,0.000,0.000
10/01/2015,11:00,81,3.1,24.3,1.3,28.9,50.6,0.0,1008,0.021,0.000,0.000,0.000
10/01/2015,12:00,79,3.6,22.1,1.2,29.0,49.8,0.0,1007,0.021,0.000,0.000,0.000
10/01/2015,13:00,69,3.9,23.5,1.4,29.6,45.4,0.0,1007,0.021,0.000,0.000,0.000
10/01/2015,14:00,78,4.3,19.0,1.4,29.2,50.8,0.0,1007,0.019,0.000,0.000,0.000
10/01/2015,15:00,71,4.3,17.6,1.2,28.9,52.0,0.0,1006,0.018,0.000,0.000,0.000
10/01/2015,16:00,83,4.0,16.0,1.5,28.3,54.8,0.0,1007,0.017,0.000,0.000,0.000
10/01/2015,17:00,80,4.6,11.1,1.0,27.5,57.9,0.0,1007,0.015,0.000,0.000,0.000
10/01/2015,18:00,74,3.5,10.3,0.9,26.4,63.9,0.0,1008,0.013,0.000,0.000,0.000
10/01/2015,19:00,62,2.2,13.4,0.8,25.4,72.0,0.0,1008,0.012,0.000,0.001,0.001
10/01/2015,20:00,85,1.0,22.3,0.6,24.5,78.8,0.0,1009,0.009,0.000,0.001,0.001
10/01/2015,21:00,126,0.3,59.5,0.2,23.2,84.8,0.0,1009,0.004,0.000,0.002,0.002
10/01/2015,22:00,77,0.2,48.9,0.1,22.4,87.7,0.0,1009,0.003,0.000,0.004,0.004
10/01/2015,23:00,220,0.4,40.3,0.2,21.7,89.8,0.0,1008,0.002,0.001,0.004,0.004
11/01/2015,00:00,239,0.4,37.6,0.2,21.3,91.2,0.0,1008,,,,
11/01/2015,01:00,219,0.8,16.6,0.3,21.1,91.8,0.0,1007,0.001,0.003,0.003,0.006
11/01/2015,02:00,223,0.8,42.5,0.5,21.3,91.1,0.0,1007,0.001,0.002,0.003,0.005
11/01/2015,03:00,271,0.6,20.5,0.3,21.3,90.7,0.0,1006,0.001,0.001,0.004,0.005
11/01/2015,04:00,229,0.8,17.7,0.2,21.1,91.1,0.0,1007,0.001,0.002,0.004,0.005
11/01/2015,05:00,228,1.1,15.4,0.4,21.2,90.7,0.0,1007,0.002,0.002,0.003,0.004
11/01/2015,06:00,225,0.9,22.8,0.4,22.1,87.6,0.0,1008,0.004,0.002,0.002,0.004
11/01/2015,07:00,227,1.6,18.1,0.6,24.3,79.9,0.0,1008,0.008,0.002,0.002,0.003
11/01/2015,08:00,188,0.9,56.5,0.7,26.4,71.0,0.0,1008,0.013,0.000,0.001,0.001
