Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Air Temperature (degC),Relative Humidity (%),Rainfall (mm),Barometric Pressure (hPa),Sulfur Dioxide (ppm),PM10 (ug/m^3),PM2.5 (ug/m^3)
02/01/2015,16:00,75,4.7,22.2,28.8,69.6,0.0,1018,0.001,11.2,2.2
02/01/2015,17:00,87,4.6,18.4,28.3,71.8,0.0,1018,0.000,13.9,4.1
02/01/2015,18:00,84,4.8,18.8,27.7,73.9,0.0,1019,0.000,12.8,3.8
02/01/2015,19:00,83,4.8,18.8,27.4,74.6,0.0,1019,0.001,12.0,3.1
02/01/2015,20:00,80,4.6,18.8,27.4,75.6,0.0,1020,0.001,11.7,2.8
02/01/2015,21:00,81,4.6,19.7,27.3,76.6,0.0,1020,0.001,11.6,2.1
02/01/2015,22:00,79,4.2,19.4,27.3,76.2,0.0,1020,0.001,11.4,2.6
02/01/2015,23:00,77,3.9,22.3,27.2,76.6,0.0,1020,0.001,10.6,1.2
03/01/2015,00:00,71,4.0,19.6,27.1,76.7,0.0,1019,0.000,9.3,-0.3
03/01/2015,01:00,64,3.8,23.5,26.9,77.7,0.0,1018,,11.3,1.3
03/01/2015,02:00,71,3.7,21.0,26.9,78.0,0.0,1018,0.000,11.7,1.5
03/01/2015,03:00,71,3.7,19.4,26.9,76.9,0.0,1018,0.000,12.9,2.3
03/01/2015,04:00,79,4.0,18.5,26.9,76.5,0.0,1019,0.000,14.2,3.5
03/01/2015,05:00,81,3.4,21.3,27.0,76.8,0.0,1019,0.000,17.0,4.7
03/01/2015,06:00,87,4.3,19.1,27.0,77.6,0.0,1020,0.001,17.6,4.3
03/01/2015,07:00,87,5.1,17.5,27.0,77.0,0.0,1020,0.000,18.9,4.6
03/01/2015,08:00,85,4.5,19.5,26.6,80.1,0.1,1020,0.000,20.8,5.0
03/01/2015,09:00,89,4.7,20.8,27.4,76.0,0.0,1021,0.000,19.2,5.9
03/01/2015,10:00,85,4.4,20.7,27.8,73.0,0.0,1021,0.001,20.5,5.0
03/01/2015,11:00,82,4.5,20.5,27.6,72.3,0.0,1020,0.000,16.9,4.9
03/01/2015,12:00,61,4.9,19.6,28.5,69.9,0.0,1020,0.000,16.6,-0.1
03/01/2015,13:00,64,4.5,20.4,29.0,65.5,0.0,1019,0.001,18.8,4.4
03/01/2015,14:00,60,4.3,21.0,28.5,66.4,0.0,1019,0.001,18.3,4.1
03/01/2015,15:00,56,4.4,19.3,28.7,66.1,0.0,1018,0.001,20.7,6.0
03/01/2015,16:00,62,4.3,19.7,28.7,66.3,0.0,1018,0.000,19.9,4.0
03/01/2015,17:00,66,4.5,21.5,28.2,67.7,0.0,1018,0.000,22.7,7.8
03/01/2015,18:00,83,3.8,21.1,27.1,71.5,0.0,1019,0.001,20.4,5.7
03/01/2015,19:00,82,3.9,19.3,26.9,72.8,0.0,1019,0.000,18.7,4.0
03/01/2015,20:00,67,4.2,22.6,26.5,74.9,0.0,1020,0.000,16.4,4.0
03/01/2015,21:00,76,4.2,18.1,26.5,73.7,0.0,1020,0.001,16.3,3.7
03/01/2015,22:00,73,4.2,21.3,26.3,74.1,0.0,1020,0.001,15.8,2.3
03/01/2015,23:00,70,4.6,19.6,26.2,72.3,0.0,1019,0.001,13.8,1.7
04/01/2015,00:00,89,4.2,15.4,25.9,72.7,0.0,1019,0.001,13.7,1.2
04/01/2015,01:00,87,4.3,15.8,25.6,74.2,0.0,1018,,13.4,2.5
04/01/2015,02:00,100,4.4,14.0,25.5,70.4,0.0,1018,0.001,11.6,1.0
04/01/2015,03:00,106,4.3,13.9,25.4,71.3,0.0,1018,0.001,14.5,2.3
04/01/2015,04:00,107,4.5,13.3,25.3,67.4,0.0,1018,0.001,10.3,2.4
04/01/2015,05:00,114,4.3,17.5,25.7,63.0,0.0,1019,0.001,10.6,1.6
04/01/2015,06:00,111,4.2,15.4,26.6,60.6,0.0,1019,0.000,11.2,2.0
04/01/2015,07:00,104,3.9,17.1,26.9,60.7,0.0,1019,0.000,13.8,3.3
04/01/2015,08:00,115,4.2,19.2,27.5,58.5,0.0,1019,0.001,15.6,1.4
04/01/2015,09:00,118,4.4,24.9,28.0,58.4,0.0,1019,0.001,14.7,2.7
04/01/2015,10:00,122,4.8,18.4,28.0,60.0,0.0,1019,0.001,23.7,2.7
04/01/2015,11:00,117,5.4,16.7,28.6,57.4,0.0,1018,0.001,12.2,2.6
04/01/2015,12:00,113,4.6,23.2,28.9,54.7,0.0,1018,0.001,14.7,2.7
04/01/2015,13:00,91,4.8,21.6,28.8,58.7,0.0,1017,0.001,12.3,-0.4
04/01/2015,14:00,76,4.9,23.9,28.9,60.8,0.0,1016,0.001,15.1,1.6
04/01/2015,15:00,80,5.3,19.0,28.7,61.5,0.0,1016,0.001,15.4,3.0
04/01/2015,16:00,88,4.8,18.9,28.3,62.4,0.0,1016,0.001,13.9,3.1
04/01/2015,17:00,88,4.5,20.3,27.6,64.7,0.0,1016,0.000,15.9,4.2
04/01/2015,18:00,107,4.7,15.0,26.6,67.0,0.0,1016,0.000,13.4,4.6
04/01/2015,19:00,107,4.3,15.5,26.1,67.9,0.0,1017,0.000,12.1,3.5
04/01/2015,20:00,111,4.0,18.3,25.9,69.2,0.0,1017,0.001,13.5,3.2
04/01/2015,21:00,112,3.6,17.9,25.9,71.2,0.0,1017,0.001,13.8,3.1
04/01/2015,22:00,110,3.9,14.0,25.8,71.3,0.0,1017,0.000,9.8,1.4
04/01/2015,23:00,113,3.7,14.9,25.8,73.3,0.0,1017,0.000,10.2,0.5
05/01/2015,00:00,115,4.1,15.1,25.6,74.4,0.0,1016,0.001,5.4,-1.3
05/01/2015,01:00,120,3.5,16.8,25.4,74.3,0.0,1016,,3.7,-2.4
05/01/2015,02:00,149,2.9,30.4,25.1,75.9,0.0,1015,0.002,6.4,-0.1
05/01/2015,03:00,197,2.7,49.6,23.9,81.1,0.0,1015,0.003,9.4,2.1
05/01/2015,04:00,231,3.5,25.9,23.5,83.6,0.0,1016,0.021,34.6,9.1
05/01/2015,05:00,212,3.3,24.3,23.3,83.5,0.0,1016,0.008,30.8,6.1
05/01/2015,06:00,209,3.9,19.1,24.9,78.2,0.0,1017,0.001,25.8,2.8
05/01/2015,07:00,154,4.5,20.9,26.6,74.2,0.0,1017,0.006,23.3,9.1
05/01/2015,08:00,139,5.4,14.9,27.1,72.6,0.0,1017,0.001,12.6,2.1
05/01/2015,09:00,123,3.4,31.9,26.4,75.9,0.6,1017,0.001,9.4,0.4
05/01/2015,10:00,115,4.1,25.2,26.9,78.9,0.0,1017,0.001,13.8,5.7
05/01/2015,11:00,71,3.8,41.3,27.0,75.8,0.0,1017,0.001,10.0,0.1
05/01/2015,12:00,63,3.4,111.5,27.4,73.6,0.0,1017,0.002,15.4,5.5
05/01/2015,13:00,90,5.0,20.0,28.7,64.3,0.0,1016,0.001,13.2,1.4
05/01/2015,14:00,111,4.9,21.2,26.4,76.4,1.0,1016,0.001,15.3,2.5
05/01/2015,15:00,97,4.9,15.6,27.5,70.0,0.0,1016,0.001,14.5,3.8
05/01/2015,16:00,99,4.7,16.8,27.5,70.1,0.0,1016,0.000,15.4,3.0
05/01/2015,17:00,110,5.1,16.3,27.0,72.2,0.0,1016,0.001,15.4,3.3
05/01/2015,18:00,110,4.6,14.9,26.0,78.4,0.0,1017,0.001,17.1,5.1
05/01/2015,19:00,111,4.0,14.4,26.3,77.1,0.0,1017,0.001,15.4,3.6
05/01/2015,20:00,117,4.0,15.1,26.4,77.1,0.0,1018,0.001,15.1,2.4
05/01/2015,21:00,87,4.3,23.3,25.1,81.1,0.8,1018,0.001,14.9,0.0
05/01/2015,22:00,113,5.1,13.6,25.3,78.4,0.0,1018,0.000,12.3,4.2
05/01/2015,23:00,113,5.0,14.1,25.9,77.3,0.0,1017,0.000,13.2,1.9
06/01/2015,00:00,124,4.4,16.3,25.7,76.8,0.0,1017,0.001,12.4,2.4
06/01/2015,01:00,127,4.5,15.3,25.7,76.0,0.0,1016,,13.2,1.3
06/01/2015,02:00,122,4.5,15.1,25.7,76.2,0.0,1016,0.001,14.1,1.8
06/01/2015,03:00,135,4.1,21.2,25.4,77.9,0.0,1016,0.003,16.5,4.2
06/01/2015,04:00,123,4.3,16.9,24.8,80.4,0.0,1017,0.001,13.2,2.1
06/01/2015,05:00,121,5.3,24.7,24.7,77.4,0.0,1018,0.001,8.6,3.0
06/01/2015,06:00,118,3.9,20.5,25.3,78.5,0.0,1018,0.001,19.6,5.2
06/01/2015,07:00,121,5.2,15.5,26.7,71.3,0.0,1018,0.001,14.9,3.9
06/01/2015,08:00,118,5.6,15.1,27.5,66.3,0.0,1019,0.001,15.5,3.3
06/01/2015,09:00,120,5.9,16.3,28.0,63.2,0.0,1019,0.000,12.0,2.0
06/01/2015,10:00,128,6.1,17.6,28.2,62.2,0.0,1019,0.001,16.0,3.3
06/01/2015,11:00,132,6.7,14.1,28.5,59.8,0.0,1019,0.001,11.2,2.2
06/01/2015,12:00,133,7.1,13.3,28.6,59.0,0.0,1019,0.000,12.7,1.1
06/01/2015,13:00,132,7.3,13.8,28.6,58.3,0.0,1018,0.001,15.4,2.8
06/01/2015,14:00,132,7.3,13.1,28.4,57.2,0.0,1018,0.001,19.1,1.3
06/01/2015,15:00,132,7.0,14.5,28.2,56.3,0.0,1017,0.001,17.7,2.1
06/01/2015,16:00,134,7.1,13.5,27.9,58.3,0.0,1018,0.001,19.7,3.8
06/01/2015,17:00,134,6.9,12.5,27.2,60.8,0.0,1018,0.001,17.5,4.3
06/01/2015,18:00,138,7.0,11.6,26.4,63.4,0.0,1019,0.001,14.9,3.6
06/01/2015,19:00,140,6.7,10.7,26.0,66.7,0.0,1019,0.001,14.1,3.1
06/01/2015,20:00,133,5.9,12.9,25.8,65.4,0.0,1019,0.001,13.3,2.0
06/01/2015,21:00,139,7.1,12.2,25.8,63.4,0.0,1019,0.001,9.1,2.1
06/01/2015,22:00,135,6.1,12.7,25.6,63.1,0.0,1019,0.001,13.6,1.3
06/01/2015,23:00,142,5.5,16.1,25.3,67.0,0.0,1018,0.003,14.3,1.7
07/01/2015,00:00,167,3.2,19.1,24.0,72.3,0.0,1018,0.006,17.2,2.7
07/01/2015,01:00,175,3.6,16.3,23.5,75.1,0.0,1017,,13.5,1.9
07/01/2015,02:00,171,4.4,16.5,23.2,76.7,0.0,1017,0.011,16.4,4.5
07/01/2015,03:00,192,3.5,19.4,22.5,81.7,0.0,1017,0.001,14.7,3.4
07/01/2015,04:00,198,4.0,15.3,22.4,83.2,0.0,1017,0.001,12.4,3.5
07/01/2015,05:00,200,4.8,15.7,22.2,84.3,0.0,1018,0.006,17.8,3.2
07/01/2015,06:00,173,5.4,17.2,24.8,74.7,0.0,1018,0.036,20.6,10.7
07/01/2015,07:00,164,6.3,18.6,26.2,69.6,0.0,1018,0.032,19.5,11.0
07/01/2015,08:00,149,8.0,12.2,26.5,69.3,0.0,1019,0.011,17.0,5.8
07/01/2015,09:00,140,8.1,10.2,26.1,68.7,0.0,1019,0.002,8.1,2.9
07/01/2015,10:00,139,7.4,12.4,24.9,79.4,0.4,1019,0.001,9.8,1.1
07/01/2015,11:00,146,7.2,14.0,23.4,92.2,0.7,1019,0.003,6.1,1.6
07/01/2015,12:00,155,5.8,11.6,23.4,90.7,0.1,1019,0.015,6.7,5.1
07/01/2015,13:00,140,6.1,14.1,25.2,72.7,0.0,1018,0.002,-1.9,1.5
07/01/2015,14:00,140,6.6,10.1,26.4,64.4,0.0,1017,0.001,8.1,0.4
07/01/2015,15:00,146,7.4,13.3,25.2,70.3,0.0,1017,0.002,9.1,1.0
07/01/2015,16:00,149,5.1,9.5,24.9,72.0,0.0,1017,0.004,9.7,1.2
07/01/2015,17:00,138,5.7,11.7,25.8,70.5,0.0,1017,0.001,16.3,7.7
07/01/2015,18:00,139,6.4,10.4,25.7,67.9,0.0,1018,0.001,12.7,3.7
07/01/2015,19:00,151,5.9,7.4,25.1,66.1,0.0,1018,0.002,12.0,3.3
07/01/2015,20:00,157,5.6,8.0,24.6,67.7,0.0,1018,0.012,13.9,3.7
07/01/2015,21:00,167,4.8,16.7,24.1,70.1,0.0,1018,0.025,19.2,7.9
07/01/2015,22:00,187,3.4,18.4,23.1,73.8,0.0,1018,0.004,14.6,3.5
07/01/2015,23:00,194,3.1,16.8,22.4,76.8,0.0,1018,0.001,11.8,1.0
08/01/2015,00:00,167,2.2,30.5,21.8,79.6,0.0,1017,0.001,18.4,2.1
08/01/2015,01:00,207,4.0,10.1,21.3,81.5,0.0,1016,,31.6,3.4
08/01/2015,02:00,215,4.9,5.3,21.1,82.5,0.0,1016,0.001,16.2,2.7
08/01/2015,03:00,217,5.3,5.8,21.0,83.1,0.0,1016,0.001,13.4,2.9
08/01/2015,04:00,213,5.0,6.2,20.6,83.5,0.0,1016,0.001,13.4,1.8
08/01/2015,05:00,209,4.5,8.6,20.9,83.1,0.0,1017,0.001,24.3,6.9
08/01/2015,06:00,212,4.6,8.0,22.1,79.6,0.0,1017,0.001,30.1,4.2
08/01/2015,07:00,168,5.1,23.2,24.6,74.9,0.0,1017,0.009,26.5,9.5
08/01/2015,08:00,144,6.5,10.1,25.1,75.8,0.0,1017,0.001,8.7,3.5
08/01/2015,09:00,147,6.1,12.7,25.5,75.2,0.0,1017,0.006,4.8,1.7
08/01/2015,10:00,132,5.1,15.0,26.4,71.3,0.0,1017,0.001,6.8,1.6
08/01/2015,11:00,125,5.3,15.9,27.1,67.8,0.0,1016,0.001,6.3,2.2
08/01/2015,12:00,90,4.3,36.7,25.0,78.5,0.1,1016,0.001,7.5,1.1
08/01/2015,13:00,353,3.5,117.7,25.2,81.1,0.0,1016,0.007,10.0,3.7
08/01/2015,14:00,63,3.6,109.5,26.5,72.0,0.0,1015,0.002,8.5,5.3
08/01/2015,15:00,102,3.0,30.8,26.3,67.7,0.0,1014,0.001,4.2,1.0
08/01/2015,16:00,97,5.9,15.2,26.2,73.3,0.0,1014,0.001,10.2,5.8
08/01/2015,17:00,104,4.7,15.8,26.1,68.8,0.0,1015,0.001,6.3,3.0
08/01/2015,18:00,95,3.3,19.2,25.7,70.0,0.0,1015,0.001,4.1,2.0
08/01/2015,19:00,83,3.7,17.6,25.3,70.3,0.0,1015,0.000,3.8,2.1
08/01/2015,20:00,102,3.3,13.1,25.7,70.3,0.0,1015,0.000,14.0,1.7
08/01/2015,21:00,111,3.3,12.6,25.5,73.7,0.0,1016,0.001,13.4,2.6
08/01/2015,22:00,112,3.3,14.3,25.5,75.2,0.0,1015,0.000,12.3,1.4
08/01/2015,23:00,111,3.0,15.7,25.5,73.5,0.0,1014,0.001,11.4,2.0
09/01/2015,00:00,108,2.1,26.6,25.5,73.7,0.0,1014,0.001,14.4,1.1
09/01/2015,01:00,87,1.9,30.0,25.1,73.1,0.0,1013,,10.2,2.1
09/01/2015,02:00,193,2.4,16.7,24.0,83.9,0.0,1013,0.002,24.3,3.6
09/01/2015,03:00,208,3.1,20.0,23.5,87.0,0.0,1013,0.002,22.5,3.8
09/01/2015,04:00,216,4.1,8.5,22.9,88.6,0.0,1013,0.001,21.0,5.5
09/01/2015,05:00,215,4.4,6.3,22.5,89.0,0.0,1014,0.001,26.5,6.1
09/01/2015,06:00,210,3.4,16.8,23.4,85.4,0.0,1015,0.002,24.6,4.2
09/01/2015,07:00,158,3.6,23.8,26.4,73.8,0.0,1015,0.002,20.9,6.9
09/01/2015,08:00,127,4.0,22.0,27.6,68.3,0.0,1014,0.001,8.9,0.8
09/01/2015,09:00,106,4.0,22.5,28.1,66.7,0.0,1014,0.001,7.7,0.4
09/01/2015,10:00,105,4.5,19.0,27.9,68.0,0.0,1014,0.001,10.2,1.9
09/01/2015,11:00,103,4.6,18.6,28.5,67.3,0.0,1013,0.000,7.9,0.0
09/01/2015,12:00,95,5.6,17.0,29.0,65.3,0.0,1012,0.001,8.2,1.1
09/01/2015,13:00,75,4.9,22.1,29.2,64.5,0.0,1012,0.001,8.8,1.7
09/01/2015,14:00,72,4.9,20.7,29.0,63.0,0.0,1012,0.001,9.1,1.3
09/01/2015,15:00,74,5.0,18.0,28.8,65.0,0.0,1012,0.001,14.4,4.9
09/01/2015,16:00,67,4.7,19.7,28.2,66.5,0.0,1012,0.001,15.3,4.2
09/01/2015,17:00,64,4.6,19.7,27.0,72.7,0.0,1013,0.000,10.9,4.2
09/01/2015,18:00,50,4.4,15.1,26.7,72.8,0.0,1013,0.000,10.0,3.2
09/01/2015,19:00,52,4.2,14.1,26.5,73.3,0.0,1013,0.000,8.3,1.7
09/01/2015,20:00,52,4.3,16.8,26.4,75.1,0.0,1013,0.000,11.8,1.5
09/01/2015,21:00,55,4.2,16.7,26.3,72.7,0.0,1014,0.001,9.9,1.8
09/01/2015,22:00,53,4.5,15.6,26.3,72.2,0.0,1013,0.001,10.0,1.3
09/01/2015,23:00,52,4.4,15.0,26.2,70.9,0.0,1013,0.000,9.4,1.9
10/01/2015,00:00,46,3.5,15.4,25.9,70.3,0.0,1013,,14.1,0.9
10/01/2015,01:00,52,3.1,12.1,25.6,73.6,0.0,1012,0.001,14.0,1.1
10/01/2015,02:00,53,2.7,12.8,25.5,75.1,0.0,1013,0.001,17.1,2.9
10/01/2015,03:00,41,3.7,13.6,25.9,73.4,0.0,1013,0.002,15.9,3.9
10/01/2015,04:00,49,3.1,16.7,26.1,72.5,0.0,1013,0.001,18.7,3.8
10/01/2015,05:00,59,3.9,17.3,26.8,71.0,0.0,1014,0.000,13.5,2.1
10/01/2015,06:00,64,4.4,19.2,27.7,66.4,0.0,1014,0.001,16.4,4.4
10/01/2015,07:00,67,4.6,20.9,28.4,63.0,0.0,1014,0.000,13.2,2.2
10/01/2015,08:00,60,4.5,23.8,28.7,61.8,0.0,1014,0.000,14.2,2.9
10/01/2015,09:00,82,4.4,23.4,29.3,59.5,0.0,1014,0.001,12.6,2.2
10/01/2015,10:00,71,4.4,23.3,29.4,58.5,0.0,1013,0.001,12.0,1.2
10/01/2015,11:00,68,4.7,22.7,29.5,57.6,0.0,1013,0.001,11.6,1.5
10/01/2015,12:00,65,5.1,18.1,29.6,58.8,0.0,1013,0.000,14.2,2.5
10/01/2015,13:00,70,5.3,20.2,29.5,60.7,0.0,1012,0.001,14.2,2.9
10/01/2015,14:00,70,5.3,20.7,29.3,63.9,0.0,1012,0.001,14.6,1.9
10/01/2015,15:00,72,5.0,20.4,28.5,67.2,0.0,1012,0.001,13.0,5.3
10/01/2015,16:00,56,4.9,19.2,27.8,70.9,0.0,1012,0.001,16.1,7.6
10/01/2015,17:00,66,4.0,20.5,27.2,72.5,0.0,1013,0.000,15.7,4.9
10/01/2015,18:00,75,3.4,21.8,26.9,75.3,0.0,1014,0.001,17.8,5.0
10/01/2015,19:00,35,4.4,32.4,26.6,78.9,0.0,1014,0.001,16.3,3.2
10/01/2015,20:00,34,2.9,18.8,25.3,86.6,0.1,1014,0.001,13.2,2.9
10/01/2015,21:00,54,2.3,21.2,25.4,87.8,0.0,1014,0.001,12.4,2.8
10/01/2015,22:00,64,3.0,19.1,25.6,81.8,0.0,1013,0.001,9.4,1.0
10/01/2015,23:00,54,3.2,14.8,25.9,79.0,0.0,1013,0.001,14.0,2.2
11/01/2015,00:00,51,2.8,11.5,26.0,79.1,0.0,1012,,15.7,2.1
11/01/2015,01:00,63,2.5,19.1,25.9,81.2,0.0,1012,0.001,14.8,1.2
11/01/2015,02:00,65,2.1,29.7,25.5,84.0,0.0,1011,0.001,11.2,2.3
11/01/2015,03:00,77,2.6,17.5,25.6,84.4,0.0,1012,0.001,9.9,5.2
11/01/2015,04:00,96,2.8,17.9,25.8,83.5,0.0,1012,0.001,12.4,2.4
11/01/2015,05:00,204,2.3,46.4,25.6,86.2,0.0,1013,0.005,16.9,6.0
11/01/2015,06:00,227,3.6,14.3,25.7,86.7,0.0,1013,0.004,15.2,3.9
11/01/2015,07:00,158,2.2,39.3,26.2,84.5,1.0,1013,0.002,11.4,3.8
11/01/2015,08:00,259,2.5,24.5,25.8,87.6,0.7,1013,0.004,4.9,1.8
11/01/2015,09:00,207,2.3,32.5,27.2,79.9,0.0,1012,0.002,6.9,2.9
11/01/2015,10:00,287,1.5,47.6,28.4,73.2,0.0,1012,0.002,4.0,1.4
11/01/2015,11:00,101,3.6,18.7,28.3,73.3,0.0,1011,0.004,7.8,4.0
11/01/2015,12:00,122,4.4,16.4,27.6,80.4,0.0,1010,0.001,4.4,0.8
11/01/2015,13:00,117,4.4,16.4,27.5,79.8,0.0,1010,0.001,2.6,0.9
11/01/2015,14:00,124,4.2,14.6,27.3,82.1,0.0,1009,0.001,2.7,-0.3
11/01/2015,15:00,99,3.8,21.3,27.9,79.7,0.0,1009,0.001,,
11/01/2015,16:00,73,3.8,19.1,27.6,78.8,0.0,1010,0.001,,
11/01/2015,17:00,61,4.3,18.4,27.3,80.6,0.0,1010,0.001,6.1,3.6
11/01/2015,18:00,60,4.3,18.3,27.0,81.4,0.0,1011,0.001,,
11/01/2015,19:00,52,4.3,14.0,27.0,83.0,0.0,1011,0.001,1.0,-1.5
11/01/2015,20:00,48,3.8,15.8,27.0,82.3,0.0,1012,0.001,9.5,2.1
11/01/2015,21:00,43,3.6,14.5,27.1,82.6,0.0,1011,0.001,3.0,1.1
11/01/2015,22:00,42,3.7,13.9,27.0,83.3,0.0,1011,0.001,,
11/01/2015,23:00,10,3.1,179.9,26.7,82.0,2.0,1010,0.002,,
12/01/2015,00:00,252,2.0,46.5,25.3,87.9,0.9,1009,,9.3,-2.0
12/01/2015,01:00,223,3.1,22.9,25.2,89.5,0.0,1009,0.002,9.1,4.4
12/01/2015,02:00,193,2.8,16.2,24.6,92.2,0.0,1009,0.001,12.7,7.3
12/01/2015,03:00,204,2.8,14.2,24.3,93.1,0.0,1009,0.001,5.7,0.3
12/01/2015,04:00,210,2.7,11.5,24.2,93.6,0.0,1010,0.001,10.1,4.1
12/01/2015,05:00,197,3.0,16.0,24.4,93.7,0.0,1010,0.001,13.6,4.9
12/01/2015,06:00,197,3.2,21.2,25.6,89.5,0.0,1011,0.001,10.2,5.4
12/01/2015,07:00,221,2.7,24.0,26.3,85.1,0.0,1011,0.001,8.8,2.7
12/01/2015,08:00,206,2.8,20.9,27.1,81.6,0.0,1011,0.001,13.0,3.1
12/01/2015,09:00,187,3.0,28.6,28.0,76.5,0.0,1010,0.002,8.9,3.2
12/01/2015,10:00,122,3.6,26.6,28.6,75.2,0.0,1010,0.002,12.2,3.2
12/01/2015,11:00,105,4.1,19.4,28.2,77.0,0.0,1009,0.001,10.7,2.1
12/01/2015,12:00,115,5.3,15.5,28.4,75.8,0.0,1009,0.001,11.4,4.0
12/01/2015,13:00,131,6.5,14.8,26.6,83.7,0.7,1009,0.001,13.3,2.1
12/01/2015,14:00,130,4.3,15.8,25.8,88.7,0.3,1008,0.001,11.4,2.2
12/01/2015,15:00,118,4.2,14.9,26.5,84.1,0.0,1008,0.001,6.6,2.3
12/01/2015,16:00,111,4.6,16.1,26.7,81.6,0.0,1009,0.001,,
12/01/2015,17:00,63,4.2,22.6,26.1,87.1,0.0,1010,0.000,,
12/01/2015,18:00,44,4.1,17.5,25.9,85.6,0.0,1010,0.001,8.8,5.0
12/01/2015,19:00,20,5.0,13.6,26.2,85.6,0.0,1010,0.003,16.2,4.1
12/01/2015,20:00,23,3.6,21.7,26.0,86.9,0.0,1010,0.003,15.4,4.8
12/01/2015,21:00,326,2.6,109.0,25.9,88.1,0.0,1010,0.002,11.3,5.6
12/01/2015,22:00,212,3.3,13.3,24.9,92.3,0.0,1010,0.003,,
12/01/2015,23:00,207,3.6,11.2,24.5,93.1,0.0,1009,0.001,5.8,0.5
13/01/2015,00:00,140,3.0,30.6,24.5,93.2,0.0,1009,,7.7,2.6
