Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Air Temperature (degC),PM10 (ug/m^3),Bsp (Mm^-1)
02/01/2015,23:00,96,3.0,15.6,1.3,29.8,26.6,24
03/01/2015,00:00,89,2.4,16.6,0.8,29.0,6.2,
03/01/2015,01:00,89,2.6,15.6,1.0,29.0,18.9,24
03/01/2015,02:00,121,1.4,16.0,0.5,28.3,20.4,26
03/01/2015,03:00,154,1.0,27.0,0.5,27.8,15.5,19
03/01/2015,04:00,161,1.3,25.0,0.7,27.6,19.2,18
03/01/2015,05:00,155,1.4,19.5,0.6,27.5,13.1,17
03/01/2015,06:00,147,2.1,17.4,0.9,27.9,12.9,16
03/01/2015,07:00,128,2.7,23.8,1.0,28.0,15.5,12
03/01/2015,08:00,143,2.6,17.4,1.1,28.6,19.9,13
03/01/2015,09:00,132,3.5,24.5,1.4,29.3,9.3,8
03/01/2015,10:00,94,3.6,15.7,1.2,28.0,,12
03/01/2015,11:00,102,3.3,18.2,1.1,30.0,13.1,15
03/01/2015,12:00,109,3.8,17.7,1.6,28.5,10.9,19
03/01/2015,13:00,127,3.1,15.2,1.2,29.4,3.7,15
03/01/2015,14:00,101,3.2,21.7,1.4,29.5,,17
03/01/2015,15:00,96,2.9,18.4,1.0,30.1,,11
03/01/2015,16:00,100,3.2,15.9,1.0,30.4,15.2,16
03/01/2015,17:00,106,3.4,19.8,1.4,30.1,20.3,21
03/01/2015,18:00,112,4.0,25.2,4.5,27.3,4.6,16
03/01/2015,19:00,128,3.3,22.1,1.0,27.2,10.0,11
03/01/2015,20:00,107,3.5,36.0,2.1,26.9,2.8,18
03/01/2015,21:00,102,4.0,15.6,1.3,26.6,4.9,26
03/01/2015,22:00,96,3.8,13.0,1.1,26.6,0.8,23
03/01/2015,23:00,94,2.6,15.7,1.0,27.0,11.4,20
04/01/2015,00:00,126,0.9,48.9,0.6,27.0,9.2,
04/01/2015,01:00,185,1.0,30.9,0.5,26.3,,13
04/01/2015,02:00,204,0.8,28.1,0.4,26.1,3.2,14
04/01/2015,03:00,189,0.9,30.9,0.4,26.0,5.0,14
04/01/2015,04:00,176,0.9,24.9,0.4,26.0,10.1,15
04/01/2015,05:00,190,0.8,27.9,0.4,26.1,12.2,19
04/01/2015,06:00,175,0.8,33.8,0.5,26.7,27.5,20
04/01/2015,07:00,156,0.9,38.7,0.7,28.0,26.0,22
04/01/2015,08:00,136,2.3,18.5,0.8,30.5,32.0,27
04/01/2015,09:00,103,3.4,23.7,1.2,32.3,11.0,27
04/01/2015,10:00,102,4.2,17.2,1.2,33.2,16.7,27
04/01/2015,11:00,102,4.6,19.0,1.4,33.2,,22
04/01/2015,12:00,95,4.5,16.0,1.4,33.5,11.0,21
04/01/2015,13:00,92,4.6,18.8,1.4,33.8,23.5,21
04/01/2015,14:00,96,4.4,17.2,1.3,33.6,22.6,22
04/01/2015,15:00,87,4.8,16.9,1.6,33.2,27.6,23
04/01/2015,16:00,93,5.2,14.9,1.6,32.6,19.8,23
04/01/2015,17:00,93,5.2,13.0,1.5,31.7,16.3,22
04/01/2015,18:00,91,4.2,13.7,1.3,30.6,25.7,22
04/01/2015,19:00,94,3.4,14.1,1.0,29.9,31.4,25
04/01/2015,20:00,94,3.4,13.6,0.9,29.7,23.6,24
04/01/2015,21:00,96,3.0,13.7,0.9,29.5,15.5,24
04/01/2015,22:00,109,2.3,16.6,0.9,29.2,24.0,26
04/01/2015,23:00,122,3.3,22.2,1.8,27.1,19.4,21
05/01/2015,00:00,133,1.1,15.3,0.6,26.8,23.9,
05/01/2015,01:00,121,1.5,29.9,1.0,27.1,10.8,18
05/01/2015,02:00,157,1.2,23.7,0.5,27.0,6.1,17
05/01/2015,03:00,165,1.2,23.8,0.6,26.6,10.7,15
05/01/2015,04:00,147,1.5,16.3,0.6,26.6,10.6,18
05/01/2015,05:00,154,1.4,19.1,0.5,26.8,16.2,21
05/01/2015,06:00,151,1.5,18.9,0.6,27.2,24.0,23
05/01/2015,07:00,139,2.5,17.9,0.9,30.1,26.3,27
05/01/2015,08:00,127,2.5,18.9,0.8,30.9,28.5,27
05/01/2015,09:00,113,3.6,18.8,1.2,31.7,12.4,22
05/01/2015,10:00,97,4.0,16.2,1.1,32.0,19.8,21
05/01/2015,11:00,94,4.7,16.7,1.3,32.9,13.4,18
05/01/2015,12:00,96,4.6,17.6,1.4,33.4,18.8,17
05/01/2015,13:00,93,4.4,15.1,1.3,33.1,,15
05/01/2015,14:00,87,4.5,19.6,1.3,33.2,11.6,16
05/01/2015,15:00,92,4.6,15.8,1.4,33.1,25.8,18
05/01/2015,16:00,94,4.0,15.1,1.3,32.0,25.1,21
05/01/2015,17:00,89,3.7,15.7,1.2,31.3,20.0,22
05/01/2015,18:00,90,3.1,16.4,1.0,30.7,29.0,26
05/01/2015,19:00,96,3.3,14.7,1.0,30.3,26.7,27
05/01/2015,20:00,96,3.1,15.2,0.9,30.2,20.1,28
05/01/2015,21:00,96,3.2,13.8,0.9,30.1,21.1,26
05/01/2015,22:00,103,2.7,15.5,0.9,29.9,25.0,28
05/01/2015,23:00,122,2.5,18.8,1.0,29.6,24.8,27
06/01/2015,00:00,148,2.3,16.4,1.0,28.4,20.5,
06/01/2015,01:00,152,1.8,18.0,0.7,27.7,20.2,21
06/01/2015,02:00,124,0.6,53.1,0.5,27.6,14.6,19
06/01/2015,03:00,163,1.5,19.6,0.7,27.4,19.9,19
06/01/2015,04:00,155,2.1,17.3,0.8,27.4,17.4,20
06/01/2015,05:00,152,1.8,18.7,0.7,27.5,18.7,20
06/01/2015,06:00,50,0.5,142.5,0.6,27.6,,20
06/01/2015,07:00,226,0.6,54.9,0.4,28.2,23.8,20
06/01/2015,08:00,163,1.0,65.1,1.0,28.2,22.4,17
06/01/2015,09:00,139,3.6,16.7,1.5,28.8,,13
06/01/2015,10:00,93,3.0,24.1,1.4,27.0,11.5,11
06/01/2015,11:00,114,2.2,24.7,0.9,28.3,18.7,16
06/01/2015,12:00,114,3.2,17.2,1.5,26.9,,11
06/01/2015,13:00,124,3.6,14.4,1.1,27.8,7.3,13
06/01/2015,14:00,125,4.5,16.1,1.4,26.7,,11
06/01/2015,15:00,139,4.0,14.9,1.4,25.6,,10
06/01/2015,16:00,160,2.5,19.0,1.0,25.2,,7
06/01/2015,17:00,150,3.1,18.5,1.2,25.2,,5
06/01/2015,18:00,168,1.5,22.3,0.7,24.8,,4
06/01/2015,19:00,187,0.9,21.7,0.5,24.7,0.8,4
06/01/2015,20:00,210,0.8,20.8,0.4,24.8,5.2,4
06/01/2015,21:00,213,1.5,16.7,0.6,24.8,5.4,3
06/01/2015,22:00,204,1.5,16.2,0.5,24.6,,5
06/01/2015,23:00,199,1.2,18.0,0.6,24.5,2.0,6
07/01/2015,00:00,212,1.3,19.8,0.6,24.2,2.5,
07/01/2015,01:00,203,1.9,16.4,0.8,24.2,7.3,7
07/01/2015,02:00,218,0.8,56.7,0.6,24.7,10.2,8
07/01/2015,03:00,184,0.9,49.2,0.5,24.4,11.4,8
07/01/2015,04:00,224,1.1,28.3,3.6,24.3,11.4,8
07/01/2015,05:00,285,0.5,58.1,0.4,24.5,16.7,8
07/01/2015,06:00,218,0.8,33.5,0.5,24.8,18.3,9
07/01/2015,07:00,163,1.4,28.0,0.6,26.1,22.4,14
07/01/2015,08:00,133,4.0,12.9,1.2,26.9,15.6,15
07/01/2015,09:00,134,4.3,14.5,1.3,29.3,16.0,15
07/01/2015,10:00,118,5.1,16.7,1.7,31.2,9.9,18
07/01/2015,11:00,119,5.8,18.4,2.0,31.5,14.4,20
07/01/2015,12:00,120,4.7,17.4,1.4,31.8,34.1,29
07/01/2015,13:00,111,5.1,17.3,1.7,32.3,28.3,31
07/01/2015,14:00,109,5.6,18.3,2.0,32.5,19.0,29
07/01/2015,15:00,104,5.6,16.2,2.0,32.5,32.6,30
07/01/2015,16:00,100,5.7,14.6,1.9,32.2,30.6,29
07/01/2015,17:00,101,5.1,16.6,1.7,31.2,26.9,30
07/01/2015,18:00,104,4.5,14.8,1.7,30.3,28.0,31
07/01/2015,19:00,105,3.7,15.3,1.4,29.5,37.7,34
07/01/2015,20:00,110,3.6,16.6,1.3,29.2,32.0,33
07/01/2015,21:00,116,3.5,15.8,1.0,28.2,39.5,32
07/01/2015,22:00,129,3.1,11.5,0.8,28.1,33.6,31
07/01/2015,23:00,138,2.2,15.1,0.7,27.6,35.4,31
08/01/2015,00:00,149,1.8,17.9,0.6,26.8,42.5,
08/01/2015,01:00,150,1.7,17.7,0.6,26.0,22.8,27
08/01/2015,02:00,162,1.4,18.1,0.5,25.6,16.5,25
08/01/2015,03:00,144,1.5,22.9,0.6,25.6,17.4,25
08/01/2015,04:00,147,1.8,17.0,0.7,25.8,17.3,26
08/01/2015,05:00,151,1.8,18.7,0.7,25.7,19.5,24
08/01/2015,06:00,154,1.9,19.6,0.7,26.2,20.0,24
08/01/2015,07:00,144,2.1,16.4,0.8,28.1,35.1,26
08/01/2015,08:00,122,2.8,24.7,1.4,29.9,20.1,28
08/01/2015,09:00,112,4.3,18.5,1.5,31.7,26.4,28
08/01/2015,10:00,105,5.1,18.1,1.6,32.2,20.3,24
08/01/2015,11:00,95,5.3,16.8,1.7,32.7,24.4,22
08/01/2015,12:00,96,5.5,16.3,1.7,32.9,23.2,22
08/01/2015,13:00,98,5.4,17.4,1.7,33.1,,21
08/01/2015,14:00,94,5.8,14.5,1.7,32.9,14.9,19
08/01/2015,15:00,92,5.9,15.6,1.7,32.5,24.3,21
08/01/2015,16:00,92,5.2,15.8,1.6,32.2,42.1,25
08/01/2015,17:00,92,5.3,13.6,1.7,31.3,11.9,22
08/01/2015,18:00,92,4.8,13.7,1.4,30.2,37.3,22
08/01/2015,19:00,95,3.7,14.6,1.1,29.4,33.1,25
08/01/2015,20:00,100,3.9,13.7,1.1,29.3,31.5,25
08/01/2015,21:00,100,3.9,13.1,1.2,29.0,25.2,25
08/01/2015,22:00,104,3.4,13.8,1.1,28.8,12.2,22
08/01/2015,23:00,112,2.6,16.3,0.9,28.3,32.8,25
09/01/2015,00:00,122,2.0,28.3,1.1,28.1,34.7,
09/01/2015,01:00,149,1.3,17.1,0.4,26.7,36.4,24
09/01/2015,02:00,158,1.4,18.7,0.4,25.9,43.8,26
09/01/2015,03:00,146,1.5,15.0,0.5,25.6,42.3,24
09/01/2015,04:00,157,1.4,21.4,0.5,25.5,28.6,21
09/01/2015,05:00,134,1.0,33.8,0.5,25.9,12.2,19
09/01/2015,06:00,150,1.5,19.4,0.7,26.3,23.5,20
09/01/2015,07:00,145,2.5,16.7,0.9,29.5,32.6,23
09/01/2015,08:00,120,3.6,18.9,1.2,31.2,27.6,26
09/01/2015,09:00,109,3.8,20.9,1.3,31.8,30.5,27
09/01/2015,10:00,99,4.9,16.3,1.6,32.7,26.0,22
09/01/2015,11:00,94,5.0,15.3,1.4,32.9,30.0,21
09/01/2015,12:00,98,4.8,17.5,1.6,33.1,29.1,23
09/01/2015,13:00,92,4.9,16.6,1.6,33.1,32.0,22
09/01/2015,14:00,95,5.0,15.7,1.5,33.0,,21
09/01/2015,15:00,88,4.8,17.0,1.4,32.9,,19
09/01/2015,16:00,92,4.9,13.6,1.5,32.3,31.6,23
09/01/2015,17:00,94,5.2,13.9,1.5,31.5,27.5,22
09/01/2015,18:00,90,4.6,13.7,1.4,30.5,31.8,24
09/01/2015,19:00,90,4.2,13.0,1.2,29.9,29.7,28
09/01/2015,20:00,91,4.0,13.5,1.1,29.7,29.6,28
09/01/2015,21:00,91,3.3,15.4,1.0,29.5,28.0,29
09/01/2015,22:00,91,2.7,14.8,0.8,29.1,20.9,28
09/01/2015,23:00,98,2.4,13.6,0.8,28.7,31.2,30
10/01/2015,00:00,105,1.7,15.6,0.6,28.3,34.1,
10/01/2015,01:00,105,1.7,16.9,0.6,28.3,31.2,32
10/01/2015,02:00,115,1.1,30.4,0.6,28.1,33.4,32
10/01/2015,03:00,152,0.7,38.7,0.4,27.0,31.1,29
10/01/2015,04:00,103,1.8,14.9,0.7,27.9,27.0,35
10/01/2015,05:00,111,1.6,16.2,0.6,28.0,26.8,34
10/01/2015,06:00,113,1.5,18.1,0.6,28.8,31.6,35
10/01/2015,07:00,148,1.7,20.6,0.7,30.6,43.8,33
10/01/2015,08:00,106,3.5,19.5,1.3,31.6,41.7,32
10/01/2015,09:00,101,3.8,17.0,1.3,32.2,20.9,30
10/01/2015,10:00,99,4.2,18.4,1.4,32.6,13.5,25
10/01/2015,11:00,100,5.0,16.7,1.5,32.9,21.5,23
10/01/2015,12:00,96,5.2,17.8,1.6,33.1,23.6,23
10/01/2015,13:00,97,4.8,16.4,1.4,33.5,29.2,21
10/01/2015,14:00,92,4.5,18.2,1.4,33.3,23.7,21
10/01/2015,15:00,89,4.5,14.9,1.4,33.1,42.5,26
10/01/2015,16:00,94,4.6,16.2,1.4,32.6,39.5,28
10/01/2015,17:00,92,4.4,14.6,1.3,31.8,34.3,30
10/01/2015,18:00,91,3.7,14.6,1.2,30.7,35.6,33
10/01/2015,19:00,92,3.5,13.8,1.1,30.0,18.3,30
10/01/2015,20:00,97,3.6,13.7,1.1,29.7,34.3,30
10/01/2015,21:00,98,3.7,13.5,1.0,29.6,34.2,32
10/01/2015,22:00,99,3.5,13.8,1.0,29.5,33.3,33
10/01/2015,23:00,99,3.7,14.0,1.1,29.4,27.0,33
11/01/2015,00:00,102,3.0,14.4,1.0,29.2,24.8,
11/01/2015,01:00,106,2.4,16.4,0.9,28.9,29.2,33
11/01/2015,02:00,177,0.7,51.7,0.6,27.8,37.3,33
11/01/2015,03:00,229,0.8,28.5,0.4,26.8,37.8,29
11/01/2015,04:00,203,0.7,28.6,0.3,26.1,25.0,26
11/01/2015,05:00,172,1.1,21.6,0.4,25.8,22.8,23
11/01/2015,06:00,165,1.2,23.1,0.6,27.3,38.7,22
11/01/2015,07:00,148,1.7,21.1,0.7,30.2,21.0,24
11/01/2015,08:00,133,1.8,28.8,0.7,32.0,25.5,25
11/01/2015,09:00,105,3.1,21.2,1.2,32.5,,23
11/01/2015,10:00,97,3.3,20.3,1.2,33.3,12.6,19
11/01/2015,11:00,90,3.4,22.3,1.1,33.8,24.9,20
11/01/2015,12:00,86,3.5,24.4,1.2,34.0,,18
11/01/2015,13:00,91,3.2,21.7,1.0,34.3,16.5,15
11/01/2015,14:00,84,3.7,18.3,1.2,34.4,41.1,17
11/01/2015,15:00,83,4.1,19.7,1.3,33.6,55.3,26
11/01/2015,16:00,82,3.8,17.1,1.2,33.0,32.6,26
11/01/2015,17:00,84,4.0,17.1,1.2,32.1,43.0,29
11/01/2015,18:00,83,3.6,15.6,1.3,30.9,36.0,31
11/01/2015,19:00,81,2.9,15.6,0.9,30.1,23.4,32
11/01/2015,20:00,81,2.6,15.0,0.8,30.0,28.2,33
11/01/2015,21:00,85,2.8,16.5,0.9,29.9,22.3,32
11/01/2015,22:00,88,2.7,15.5,0.9,29.7,18.4,29
11/01/2015,23:00,93,2.2,15.0,0.7,29.4,15.9,28
12/01/2015,00:00,94,1.7,16.4,0.5,28.9,25.5,
12/01/2015,01:00,105,1.1,17.1,0.4,28.2,30.4,27
12/01/2015,02:00,121,0.9,28.3,0.4,27.7,24.2,24
12/01/2015,03:00,182,0.8,34.0,0.4,27.2,18.3,27
12/01/2015,04:00,169,1.1,20.4,0.4,26.6,21.5,25
12/01/2015,05:00,171,0.9,23.0,0.4,26.3,23.8,22
12/01/2015,06:00,159,0.9,29.6,0.5,28.1,24.7,20
12/01/2015,07:00,146,1.5,22.0,0.7,30.8,30.5,22
12/01/2015,08:00,125,2.1,19.0,0.6,32.1,27.1,23
12/01/2015,09:00,104,2.4,25.4,0.9,33.0,17.5,21
12/01/2015,10:00,99,3.0,20.3,1.0,33.6,14.9,19
12/01/2015,11:00,91,3.0,23.5,1.0,33.9,29.7,19
12/01/2015,12:00,79,3.7,22.3,1.2,33.8,15.9,21
12/01/2015,13:00,70,3.8,18.5,1.3,33.6,20.0,20
12/01/2015,14:00,74,3.3,20.9,1.3,33.5,17.1,21
12/01/2015,15:00,62,3.3,19.3,1.3,33.2,17.5,20
12/01/2015,16:00,65,3.1,19.5,1.2,32.7,,19
12/01/2015,17:00,63,3.0,19.1,1.1,32.0,,17
12/01/2015,18:00,60,2.2,15.8,0.9,31.0,20.1,18
12/01/2015,19:00,57,1.3,16.5,0.4,30.0,22.5,21
12/01/2015,20:00,78,1.0,20.1,0.4,29.3,25.8,19
12/01/2015,21:00,67,0.3,42.5,0.3,28.6,35.1,22
12/01/2015,22:00,120,0.2,68.2,0.3,28.1,45.7,26
12/01/2015,23:00,255,0.6,29.9,0.3,27.5,27.9,22
13/01/2015,00:00,225,0.4,41.8,0.2,27.2,25.1,
13/01/2015,01:00,260,0.5,27.9,0.2,26.9,30.4,21
13/01/2015,02:00,246,0.5,36.8,0.3,26.8,19.7,20
13/01/2015,03:00,253,0.8,26.1,0.3,26.7,19.8,19
13/01/2015,04:00,260,0.7,31.0,0.4,26.7,12.8,19
13/01/2015,05:00,224,0.5,27.9,0.3,26.4,17.6,18
13/01/2015,06:00,191,0.9,31.1,0.5,28.2,26.6,19
13/01/2015,07:00,160,1.2,24.3,0.6,30.5,13.1,19
13/01/2015,08:00,162,1.2,33.3,0.7,32.4,8.7,17
13/01/2015,09:00,140,0.8,56.2,0.6,34.0,,14
13/01/2015,10:00,159,0.8,72.0,0.8,35.0,,12
13/01/2015,11:00,85,1.1,61.7,0.9,35.4,,13
13/01/2015,12:00,89,1.4,47.3,0.9,35.5,,12
13/01/2015,13:00,89,1.7,56.0,1.3,36.0,,11
13/01/2015,14:00,85,2.9,26.9,1.1,35.4,,11
13/01/2015,15:00,51,2.8,21.9,1.3,34.7,30.9,12
13/01/2015,16:00,51,2.4,24.7,1.1,34.2,18.1,12
13/01/2015,17:00,53,2.6,18.8,1.0,32.8,17.4,14
13/01/2015,18:00,62,2.6,14.7,0.9,31.3,33.7,16
13/01/2015,19:00,55,1.6,16.6,0.6,30.2,33.8,18
13/01/2015,20:00,61,1.3,17.4,0.4,29.7,34.7,20
13/01/2015,21:00,16,0.6,164.5,0.4,29.6,28.7,21
13/01/2015,22:00,28,0.6,31.5,0.3,29.6,24.9,21
13/01/2015,23:00,43,0.8,20.8,0.3,29.3,30.8,22
14/01/2015,00:00,47,0.6,22.8,0.3,28.9,29.6,
14/01/2015,01:00,71,0.4,37.1,0.3,28.2,27.8,24
14/01/2015,02:00,53,0.4,31.9,0.2,27.7,30.4,22
14/01/2015,03:00,55,0.4,34.2,0.2,27.9,20.6,21
14/01/2015,04:00,45,0.2,41.8,0.2,27.5,8.7,19
14/01/2015,05:00,41,0.4,24.4,0.2,27.3,19.5,20
14/01/2015,06:00,62,0.7,22.2,0.4,29.1,37.7,24
14/01/2015,07:00,65,1.1,26.6,0.5,31.5,24.7,24
14/01/2015,08:00,20,1.1,170.7,0.7,33.1,17.5,21
14/01/2015,09:00,317,1.5,31.7,0.9,33.8,17.3,19
14/01/2015,10:00,311,1.3,37.7,0.9,35.5,17.7,21
14/01/2015,11:00,338,1.0,42.6,0.7,35.0,9.7,17
14/01/2015,12:00,347,1.0,48.0,0.8,36.5,23.5,13
14/01/2015,13:00,35,1.5,39.7,1.0,36.9,11.6,12
14/01/2015,14:00,5,1.5,177.7,1.0,36.8,8.6,11
14/01/2015,15:00,17,1.9,35.0,1.2,35.9,19.4,11
14/01/2015,16:00,10,1.9,31.4,1.2,34.5,18.5,13
14/01/2015,17:00,45,2.4,25.0,1.2,33.3,16.5,15
14/01/2015,18:00,30,1.8,27.5,1.0,31.8,26.9,16
14/01/2015,19:00,23,1.0,32.8,0.7,31.0,36.5,23
14/01/2015,20:00,14,0.8,30.8,0.5,30.8,18.8,19
14/01/2015,21:00,22,1.0,25.0,0.4,30.4,15.9,19
14/01/2015,22:00,26,1.0,24.6,0.5,30.1,18.2,20
14/01/2015,23:00,26,1.1,26.2,0.5,30.0,21.3,20
15/01/2015,00:00,27,1.1,26.6,0.6,29.8,19.6,
15/01/2015,01:00,18,1.2,24.3,0.6,29.7,12.8,19
15/01/2015,02:00,7,1.0,32.4,0.5,29.6,10.8,18
15/01/2015,03:00,360,0.7,40.6,0.5,29.4,7.6,18
15/01/2015,04:00,349,0.4,41.9,0.3,29.1,9.2,16
15/01/2015,05:00,87,0.4,44.0,0.2,28.2,19.0,18
15/01/2015,06:00,133,0.5,18.7,0.2,28.7,32.7,17
15/01/2015,07:00,135,0.7,28.4,0.3,31.3,25.8,17
15/01/2015,08:00,1,0.2,115.1,0.5,33.2,23.8,19
15/01/2015,09:00,340,0.6,57.2,0.5,33.7,11.8,17
15/01/2015,10:00,4,1.0,178.6,0.7,35.2,10.3,15
15/01/2015,11:00,7,1.3,184.0,1.0,35.5,22.2,15
15/01/2015,12:00,2,1.3,48.1,1.0,36.3,14.2,15
15/01/2015,13:00,17,1.7,39.5,1.1,36.1,11.9,13
15/01/2015,14:00,14,1.6,175.1,1.1,35.8,,12
15/01/2015,15:00,20,1.9,30.4,1.1,35.2,18.2,13
15/01/2015,16:00,19,2.0,33.2,1.2,35.1,31.8,12
15/01/2015,17:00,26,1.7,28.2,1.0,34.0,36.9,16
15/01/2015,18:00,27,1.7,26.0,1.0,32.4,24.1,15
15/01/2015,19:00,38,1.2,26.5,0.6,31.2,24.8,19
15/01/2015,20:00,23,1.0,27.0,0.7,31.1,19.1,18
15/01/2015,21:00,28,1.0,24.9,0.5,30.8,22.0,17
15/01/2015,22:00,10,0.6,33.8,0.4,30.8,20.9,17
15/01/2015,23:00,20,0.5,37.7,0.3,30.7,16.6,17
16/01/2015,00:00,32,0.4,43.0,0.3,30.7,18.8,
16/01/2015,01:00,131,0.5,42.5,0.3,30.1,20.2,20
16/01/2015,02:00,155,0.5,35.7,0.2,29.8,22.5,20
16/01/2015,03:00,196,0.8,33.3,0.4,29.8,19.9,20
16/01/2015,04:00,212,2.3,29.5,1.9,29.0,,12
16/01/2015,05:00,191,1.8,24.7,0.9,27.9,,7
16/01/2015,06:00,163,1.1,28.5,0.6,28.5,17.1,13
16/01/2015,07:00,106,0.2,119.6,0.5,29.0,26.9,30
16/01/2015,08:00,274,1.1,31.8,0.5,30.0,19.7,19
16/01/2015,09:00,35,0.9,51.0,0.7,32.3,,18
16/01/2015,10:00,47,1.7,29.3,0.8,33.0,,24
16/01/2015,11:00,43,1.9,28.3,0.9,34.3,,19
16/01/2015,12:00,58,2.2,26.1,1.0,34.3,,16
16/01/2015,13:00,59,1.3,35.2,0.8,35.1,,14
16/01/2015,14:00,77,0.7,63.9,0.6,36.2,,13
16/01/2015,15:00,53,1.8,26.4,1.1,35.3,10.7,13
16/01/2015,16:00,54,2.3,22.3,1.0,34.9,,12
16/01/2015,17:00,49,2.5,18.5,1.0,33.4,12.8,12
16/01/2015,18:00,43,1.3,24.3,0.7,32.0,10.4,13
16/01/2015,19:00,16,0.9,33.5,0.6,31.5,12.5,14
16/01/2015,20:00,265,0.8,56.7,0.7,31.1,16.9,17
16/01/2015,21:00,252,0.5,84.4,0.4,29.8,21.2,16
16/01/2015,22:00,239,2.5,24.0,1.9,28.7,7.7,17
16/01/2015,23:00,217,1.3,51.5,1.1,26.5,,6
17/01/2015,00:00,190,0.8,36.9,0.6,26.8,0.1,
17/01/2015,01:00,189,1.4,33.1,0.9,26.9,,4
17/01/2015,02:00,197,0.8,39.1,0.7,26.8,1.2,4
17/01/2015,03:00,267,1.0,23.9,0.5,27.0,7.0,4
17/01/2015,04:00,231,0.9,22.8,0.4,27.1,5.6,4
17/01/2015,05:00,247,0.8,30.7,0.4,27.1,4.2,4
17/01/2015,06:00,268,0.8,21.7,0.4,27.3,17.4,3
17/01/2015,07:00,256,1.5,19.6,0.7,28.9,8.3,3
17/01/2015,08:00,262,2.0,21.8,0.8,31.2,,2
17/01/2015,09:00,255,1.4,34.2,0.7,33.4,,2
17/01/2015,10:00,274,1.4,33.2,0.6,34.4,,2
17/01/2015,11:00,290,1.1,45.8,0.8,36.3,5.1,2
17/01/2015,12:00,284,1.1,46.0,0.7,36.5,,2
17/01/2015,13:00,176,0.6,58.3,0.5,35.9,3.7,2
17/01/2015,14:00,101,0.8,49.3,0.5,36.3,6.4,3
