Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Air Temperature (degC),Relative Humidity (%),Rainfall (mm),Barometric Pressure (hPa),Nitrogen Oxide (ppm),Nitrogen Dioxide (ppm),Nitrogen Oxides (ppm),Sulfur Dioxide (ppm),PM10 (ug/m^3),PM2.5 (ug/m^3),Bsp (Mm^-1)
02/01/2015,08:00,65,5.1,11.7,1.2,27.9,68.8,0.0,1013,0.000,0.001,0.001,0.000,9.6,0.6,
02/01/2015,09:00,67,6.2,11.9,1.0,28.5,64.2,0.0,1013,0.000,0.000,0.000,0.000,13.8,2.1,
02/01/2015,10:00,68,6.4,11.3,1.2,28.7,65.3,0.0,1013,0.000,0.001,0.001,0.000,16.1,3.0,
02/01/2015,11:00,67,6.8,12.3,1.1,28.7,64.0,0.0,1012,0.000,0.001,0.001,0.000,20.4,5.3,
02/01/2015,12:00,65,6.4,13.9,1.1,28.9,61.6,0.0,1012,0.001,0.001,0.002,0.000,19.4,3.9,
02/01/2015,13:00,75,6.1,15.3,1.0,28.7,63.5,0.0,1012,0.002,0.002,0.003,0.000,21.1,5.4,
02/01/2015,14:00,67,6.2,14.3,1.1,28.8,63.3,0.0,1011,0.002,0.002,0.004,0.000,22.5,6.0,
02/01/2015,15:00,65,6.7,10.1,1.2,28.6,63.3,0.0,1011,0.001,0.002,0.002,0.000,16.7,0.5,
02/01/2015,16:00,74,5.9,14.8,1.0,28.2,64.6,0.0,1011,0.002,0.002,0.004,0.000,18.0,2.7,
02/01/2015,17:00,88,6.0,10.7,1.0,28.0,66.6,0.0,1011,0.003,0.004,0.007,0.001,18.9,4.8,
02/01/2015,18:00,84,6.7,10.0,1.2,27.7,69.1,0.0,1011,0.008,0.008,0.016,0.001,18.6,5.1,
02/01/2015,19:00,86,6.3,11.0,1.2,27.4,72.1,0.0,1012,0.008,0.009,0.017,0.002,16.7,1.7,
02/01/2015,20:00,88,6.7,6.7,1.2,27.5,69.9,0.0,1013,0.000,0.001,0.001,0.000,18.2,2.4,
02/01/2015,21:00,95,6.5,8.4,1.2,27.5,68.9,0.0,1013,0.000,0.000,0.000,0.000,18.2,4.5,
02/01/2015,22:00,90,6.4,7.5,1.0,27.4,69.6,0.0,1013,0.000,0.000,0.000,0.000,16.2,2.7,
02/01/2015,23:00,91,5.6,8.8,1.1,27.2,69.4,0.0,1013,0.000,0.001,0.001,0.000,16.7,3.0,
03/01/2015,00:00,89,5.7,7.2,1.2,27.0,68.5,0.0,1012,,,,,17.8,3.3,
03/01/2015,01:00,75,5.9,10.1,1.1,26.8,68.4,0.0,1012,0.001,0.004,0.004,0.001,17.8,2.6,
03/01/2015,02:00,76,4.9,9.2,1.1,26.8,68.1,0.0,1011,0.001,0.004,0.004,0.000,25.4,6.3,
03/01/2015,03:00,79,4.6,9.0,0.9,26.8,68.3,0.0,1012,0.001,0.005,0.005,0.001,26.5,6.3,
03/01/2015,04:00,88,4.7,8.7,1.1,26.7,68.6,0.0,1012,0.001,0.005,0.005,0.001,23.5,5.2,
03/01/2015,05:00,89,5.7,8.0,1.2,26.8,68.6,0.0,1012,0.002,0.005,0.006,0.001,19.0,3.1,
03/01/2015,06:00,89,5.8,9.4,1.1,27.2,67.1,0.0,1013,0.003,0.004,0.007,0.001,20.6,6.1,
03/01/2015,07:00,92,6.9,10.0,1.1,27.7,64.4,0.0,1013,0.002,0.002,0.004,0.001,22.6,8.7,
03/01/2015,08:00,88,6.6,10.0,1.3,27.9,63.0,0.0,1013,0.003,0.003,0.006,0.001,19.6,6.8,
03/01/2015,09:00,79,6.1,13.2,1.2,28.2,59.9,0.0,1014,0.003,0.002,0.005,0.001,19.1,5.8,
03/01/2015,10:00,90,6.6,11.8,1.3,28.4,59.1,0.0,1014,0.001,0.002,0.003,0.000,19.8,6.3,
03/01/2015,11:00,92,6.5,12.5,1.0,28.7,57.0,0.0,1014,0.002,0.001,0.003,0.000,14.0,1.9,
03/01/2015,12:00,91,6.4,13.7,1.5,28.8,56.8,0.0,1013,0.001,0.001,0.002,0.000,16.7,5.3,
03/01/2015,13:00,65,6.7,14.9,1.1,28.6,57.2,0.0,1012,0.001,0.001,0.002,0.000,17.7,5.4,
03/01/2015,14:00,86,6.7,13.4,1.1,28.5,58.8,0.0,1012,0.002,0.002,0.004,0.000,17.6,4.9,
03/01/2015,15:00,76,6.4,10.9,1.2,28.4,58.8,0.0,1011,0.003,0.003,0.005,0.001,17.2,3.9,
03/01/2015,16:00,91,6.8,12.0,1.2,28.2,61.9,0.0,1011,0.001,0.002,0.003,0.000,16.1,1.4,
03/01/2015,17:00,92,7.3,8.4,1.1,27.9,64.8,0.0,1011,0.001,0.001,0.002,0.000,17.9,4.5,
03/01/2015,18:00,90,7.3,8.6,1.3,27.5,66.6,0.0,1012,0.000,0.001,0.001,0.000,17.7,3.9,
03/01/2015,19:00,93,7.4,8.3,1.4,26.9,70.7,1.3,1013,0.000,0.001,0.001,0.000,21.0,7.1,
03/01/2015,20:00,85,6.1,8.2,1.4,26.6,72.0,0.0,1013,0.002,0.006,0.008,0.001,16.5,3.1,
03/01/2015,21:00,91,5.9,7.8,1.0,26.8,71.6,0.0,1013,0.000,0.002,0.002,0.000,18.7,2.7,
03/01/2015,22:00,89,6.0,8.4,1.1,26.9,68.9,0.0,1013,0.004,0.006,0.010,0.002,25.9,7.7,
03/01/2015,23:00,92,5.7,8.3,1.0,26.9,68.4,0.0,1013,0.000,0.001,0.001,0.000,25.6,6.2,
04/01/2015,00:00,93,6.0,7.6,0.9,26.8,65.4,0.0,1012,,,,,27.8,8.6,
04/01/2015,01:00,89,5.6,8.8,1.2,26.7,64.8,0.0,1011,0.000,0.002,0.002,0.000,25.2,6.3,
04/01/2015,02:00,92,4.7,10.2,1.2,26.5,67.4,0.0,1011,0.000,0.003,0.003,0.001,25.7,7.2,
04/01/2015,03:00,107,3.2,23.9,1.3,26.3,67.8,0.0,1011,0.000,0.000,0.000,0.000,23.5,6.1,
04/01/2015,04:00,129,2.8,12.3,1.2,25.1,75.1,0.8,1011,0.000,0.001,0.001,0.000,22.1,6.1,
04/01/2015,05:00,139,1.8,17.5,0.8,23.8,82.4,0.0,1012,0.000,0.001,0.001,0.000,11.1,-1.5,
04/01/2015,06:00,139,2.3,15.1,0.7,24.6,78.2,0.0,1012,0.000,0.001,0.001,0.000,13.2,2.1,
04/01/2015,07:00,128,4.1,15.0,1.2,26.1,70.5,0.0,1012,0.000,0.000,0.000,0.000,19.6,6.9,
04/01/2015,08:00,109,6.0,9.8,1.4,27.2,63.1,0.0,1013,0.000,0.001,0.001,0.001,18.0,3.8,
04/01/2015,09:00,95,7.2,11.6,1.3,27.7,59.4,0.0,1012,0.000,0.001,0.001,0.000,18.2,4.8,
04/01/2015,10:00,96,7.0,13.0,1.3,28.0,58.3,0.0,1012,0.001,0.006,0.007,0.000,22.6,9.1,
04/01/2015,11:00,83,7.1,13.2,1.2,28.4,56.8,0.0,1012,0.000,0.001,0.001,0.000,21.1,7.7,
04/01/2015,12:00,89,8.0,10.9,1.2,28.7,52.3,0.0,1011,0.001,0.002,0.003,0.000,17.8,4.5,
04/01/2015,13:00,88,8.7,9.0,1.3,28.7,50.2,0.0,1010,0.000,0.001,0.001,0.000,20.1,7.0,
04/01/2015,14:00,87,8.6,10.9,1.3,28.5,50.6,0.0,1010,0.003,0.003,0.006,0.001,18.2,5.7,
04/01/2015,15:00,87,8.6,10.2,1.5,28.3,50.8,0.0,1009,0.001,0.001,0.002,0.000,16.1,4.5,
04/01/2015,16:00,85,8.3,10.3,1.4,28.0,52.5,0.0,1009,0.004,0.004,0.008,0.002,17.0,5.6,
04/01/2015,17:00,84,7.9,9.2,1.3,27.5,56.9,0.0,1009,0.006,0.007,0.012,0.002,17.0,6.0,
04/01/2015,18:00,90,6.7,8.6,1.0,27.0,62.9,0.0,1010,0.002,0.003,0.005,0.000,14.3,2.9,
04/01/2015,19:00,102,5.3,8.5,1.1,26.8,64.1,0.0,1011,0.002,0.004,0.006,0.000,14.3,1.9,
04/01/2015,20:00,105,4.9,7.1,0.9,26.6,63.8,0.0,1011,0.000,0.001,0.001,0.000,14.4,1.7,
04/01/2015,21:00,106,4.5,8.6,1.2,26.4,62.0,0.0,1011,0.000,0.000,0.000,0.000,18.0,5.8,
04/01/2015,22:00,110,3.9,14.5,1.5,26.4,64.4,0.0,1011,0.000,0.000,0.000,0.000,14.0,2.3,
04/01/2015,23:00,138,2.1,18.8,0.7,25.5,68.9,0.0,1011,0.000,0.000,0.000,0.001,14.3,2.2,
05/01/2015,00:00,156,1.9,13.8,0.6,24.6,70.7,0.0,1010,,,,,13.5,2.3,
05/01/2015,01:00,153,2.4,13.1,0.8,24.2,73.1,0.0,1009,0.000,0.001,0.001,0.000,13.7,2.8,
05/01/2015,02:00,147,2.1,15.7,0.7,23.9,75.3,0.0,1009,0.000,0.000,0.000,0.000,15.3,5.6,
05/01/2015,03:00,141,2.1,14.1,0.6,23.7,76.4,0.0,1009,0.000,0.000,0.000,0.000,11.2,1.4,
05/01/2015,04:00,140,2.8,11.6,0.8,23.7,77.3,0.0,1009,0.000,0.001,0.001,0.000,11.3,1.7,
05/01/2015,05:00,134,2.3,11.8,0.6,23.7,77.9,0.0,1009,0.000,0.003,0.003,0.000,11.7,3.1,
05/01/2015,06:00,140,2.5,15.4,0.8,24.8,73.6,0.0,1010,0.001,0.001,0.002,0.000,12.5,3.8,
05/01/2015,07:00,128,3.2,15.8,0.9,26.3,67.6,0.0,1010,0.001,0.001,0.002,0.002,11.5,1.4,
05/01/2015,08:00,116,4.7,14.5,1.1,27.2,64.1,0.0,1010,0.000,0.001,0.001,0.004,15.1,3.8,
05/01/2015,09:00,101,5.6,12.7,1.1,27.7,59.4,0.0,1011,0.000,0.001,0.001,0.001,14.2,4.7,
05/01/2015,10:00,98,5.8,13.6,1.0,28.2,57.5,0.0,1010,0.001,0.002,0.003,0.000,11.2,3.1,
05/01/2015,11:00,94,6.6,13.0,1.1,28.5,55.5,0.0,1010,0.001,0.001,0.002,0.000,15.1,6.5,
05/01/2015,12:00,92,7.3,10.7,1.1,28.2,58.3,0.0,1010,0.001,0.001,0.002,0.000,13.4,4.6,
05/01/2015,13:00,90,6.7,10.7,1.1,27.9,54.9,0.0,1009,0.001,0.002,0.003,0.000,17.4,3.4,
05/01/2015,14:00,93,5.7,11.8,1.0,27.9,60.2,0.0,1009,0.001,0.001,0.002,0.000,18.6,5.4,
05/01/2015,15:00,87,6.7,10.7,1.2,27.7,59.0,0.0,1008,0.001,0.001,0.002,0.000,19.8,5.2,
05/01/2015,16:00,95,6.6,9.2,1.1,27.6,60.3,0.0,1008,0.001,0.001,0.002,0.000,14.6,0.8,
05/01/2015,17:00,97,6.3,9.3,1.0,27.5,60.7,0.0,1009,0.002,0.003,0.005,0.001,17.7,4.0,
05/01/2015,18:00,97,5.7,10.2,1.0,27.2,63.9,0.0,1009,0.001,0.002,0.003,0.000,18.4,5.4,
05/01/2015,19:00,112,4.7,10.8,1.2,27.0,63.7,0.0,1010,0.001,0.002,0.002,0.001,13.7,0.5,
05/01/2015,20:00,118,4.2,9.4,1.0,26.6,66.6,0.0,1010,0.001,0.002,0.002,0.005,17.7,4.9,
05/01/2015,21:00,126,3.7,10.0,0.9,26.2,68.1,0.0,1010,0.000,0.001,0.001,0.004,16.4,3.1,
05/01/2015,22:00,133,2.9,13.3,0.8,25.8,70.0,0.0,1010,0.000,0.000,0.000,0.000,14.4,1.2,
05/01/2015,23:00,145,2.4,15.0,0.9,25.1,72.4,0.0,1010,0.000,0.000,0.000,0.000,11.4,0.6,
06/01/2015,00:00,145,2.4,17.7,0.9,24.7,73.7,0.0,1009,,,,,10.8,1.5,
06/01/2015,01:00,147,2.4,14.3,0.8,24.4,73.8,0.0,1009,0.000,0.001,0.001,0.000,10.6,1.5,
06/01/2015,02:00,144,2.8,14.5,0.9,24.2,75.8,0.0,1008,0.000,0.000,0.000,0.000,7.8,-1.9,
06/01/2015,03:00,142,2.7,15.8,1.0,24.1,77.9,0.0,1009,0.001,0.001,0.001,0.000,8.9,1.1,
06/01/2015,04:00,138,3.1,13.6,1.0,23.8,78.5,0.3,1009,0.000,0.001,0.001,0.000,7.5,1.3,
06/01/2015,05:00,136,2.7,16.3,0.8,23.3,82.3,0.1,1010,0.000,0.002,0.002,0.000,8.6,4.6,
06/01/2015,06:00,143,2.4,20.1,0.8,23.7,80.8,0.0,1010,0.002,0.002,0.003,0.000,9.0,5.4,
06/01/2015,07:00,132,3.0,14.6,0.9,24.6,77.2,0.0,1011,0.001,0.002,0.003,0.000,10.2,4.9,
06/01/2015,08:00,124,3.8,14.0,1.1,25.7,71.3,0.0,1011,0.001,0.001,0.002,0.000,9.1,1.9,
06/01/2015,09:00,110,5.2,17.3,1.6,26.4,68.8,0.4,1011,0.001,0.002,0.003,0.002,11.7,2.5,
06/01/2015,10:00,103,4.5,24.2,3.2,25.9,73.2,0.0,1011,0.001,0.001,0.002,0.002,13.2,3.8,
06/01/2015,11:00,102,7.2,17.6,2.4,27.3,62.2,0.0,1011,0.001,0.002,0.003,0.000,17.4,4.3,
06/01/2015,12:00,113,5.0,29.1,2.6,27.3,63.9,0.0,1010,0.002,0.002,0.004,0.001,17.4,3.6,
06/01/2015,13:00,93,8.8,11.4,1.7,28.5,57.7,0.0,1010,0.001,0.001,0.002,0.000,26.3,6.6,
06/01/2015,14:00,93,8.9,12.4,1.7,28.2,58.9,0.0,1010,0.001,0.001,0.002,0.000,23.9,5.7,
06/01/2015,15:00,108,6.9,14.5,2.0,27.5,60.1,0.0,1009,0.001,0.002,0.003,0.003,20.7,3.8,
06/01/2015,16:00,106,6.0,15.9,1.9,27.1,64.3,0.2,1009,0.004,0.003,0.007,0.002,22.1,6.8,
06/01/2015,17:00,113,5.7,12.7,1.4,26.6,63.1,0.0,1010,0.004,0.003,0.007,0.003,19.1,3.9,
06/01/2015,18:00,107,7.1,9.8,1.4,27.0,62.0,0.0,1011,0.003,0.003,0.006,0.001,20.5,6.6,
06/01/2015,19:00,122,3.9,15.4,1.5,26.3,65.8,0.0,1011,0.003,0.003,0.006,0.001,21.8,6.5,
06/01/2015,20:00,143,2.2,16.2,0.7,25.6,68.7,0.0,1012,0.001,0.002,0.002,0.000,18.9,4.3,
06/01/2015,21:00,147,2.6,14.0,0.9,25.0,69.9,0.0,1012,0.000,0.001,0.001,0.000,17.0,3.4,
06/01/2015,22:00,148,2.8,12.9,0.9,24.8,69.1,0.0,1011,0.000,0.001,0.001,0.000,16.1,2.1,
06/01/2015,23:00,144,2.8,12.0,0.8,24.1,73.2,0.0,1011,0.000,0.000,0.000,0.000,14.8,1.6,
07/01/2015,00:00,143,2.6,12.9,0.8,23.8,73.2,0.0,1010,,,,,17.4,6.2,
07/01/2015,01:00,149,2.7,14.2,0.8,23.6,74.6,0.0,1009,0.000,0.001,0.001,0.000,11.2,0.8,
07/01/2015,02:00,146,3.1,14.6,1.0,23.4,75.7,0.0,1009,0.000,0.000,0.000,0.000,10.5,-0.3,
07/01/2015,03:00,141,3.1,15.3,1.1,23.2,77.1,0.0,1009,0.001,0.001,0.001,0.000,10.9,1.4,
07/01/2015,04:00,143,3.0,13.4,1.0,23.0,76.2,0.0,1010,0.000,0.001,0.001,0.000,14.0,6.1,
07/01/2015,05:00,141,3.4,12.5,1.0,23.0,77.0,0.0,1010,0.000,0.001,0.001,0.000,6.9,1.2,
07/01/2015,06:00,133,3.3,14.9,1.2,23.8,74.2,0.0,1011,0.001,0.001,0.002,0.000,7.8,1.1,
07/01/2015,07:00,131,4.1,14.6,1.1,25.2,67.6,0.0,1011,0.001,0.001,0.002,0.000,9.1,-0.6,
07/01/2015,08:00,122,4.5,13.9,1.2,25.4,68.2,0.2,1011,0.000,0.001,0.001,0.000,11.0,0.6,
07/01/2015,09:00,117,3.5,19.4,1.3,25.8,70.5,0.0,1011,0.001,0.002,0.002,0.002,13.0,3.1,
07/01/2015,10:00,104,7.8,9.6,1.6,27.7,59.3,0.0,1011,0.003,0.006,0.009,0.001,20.6,6.4,
07/01/2015,11:00,99,7.8,10.5,1.4,27.9,59.4,0.0,1011,0.002,0.002,0.004,0.000,22.3,7.0,
07/01/2015,12:00,91,8.6,12.6,1.4,28.2,56.7,0.0,1011,0.002,0.002,0.003,0.000,24.1,4.6,
07/01/2015,13:00,93,8.3,13.9,1.7,28.0,56.1,0.0,1010,0.001,0.002,0.003,0.000,19.6,0.7,
07/01/2015,14:00,102,7.6,12.4,1.5,28.0,57.5,0.0,1010,0.001,0.001,0.002,0.000,16.7,3.0,
07/01/2015,15:00,104,8.2,8.5,1.4,27.4,60.4,0.0,1009,0.001,0.001,0.002,0.000,17.7,4.0,
07/01/2015,16:00,99,6.9,10.6,1.5,26.9,63.2,0.0,1010,0.002,0.002,0.003,0.000,19.2,5.4,
07/01/2015,17:00,96,7.7,8.0,1.4,27.3,60.5,0.0,1010,0.003,0.005,0.007,0.001,20.4,4.8,
07/01/2015,18:00,102,6.5,8.1,1.3,26.9,59.5,0.0,1011,0.003,0.007,0.010,0.001,21.2,3.5,
07/01/2015,19:00,107,6.0,8.0,1.3,26.3,60.5,0.0,1011,0.002,0.005,0.007,0.000,22.1,5.6,
07/01/2015,20:00,114,4.5,11.4,1.4,26.0,61.8,0.0,1011,0.000,0.001,0.001,0.001,21.1,5.3,
07/01/2015,21:00,132,2.9,11.1,0.9,25.2,64.3,0.0,1012,0.000,0.000,0.000,0.000,22.8,7.4,
07/01/2015,22:00,143,2.1,14.8,0.6,24.5,63.3,0.0,1012,0.000,0.001,0.001,0.000,16.8,3.7,
07/01/2015,23:00,135,1.9,12.7,0.5,24.2,65.7,0.0,1011,0.000,0.000,0.000,0.000,17.2,4.2,
08/01/2015,00:00,142,2.0,13.6,0.7,23.7,66.7,0.0,1010,,,,,15.9,2.2,
08/01/2015,01:00,158,2.0,14.4,0.7,23.2,68.0,0.0,1010,0.000,0.001,0.001,0.000,13.8,0.3,
08/01/2015,02:00,173,1.9,12.7,0.5,22.9,68.9,0.0,1009,0.000,0.000,0.000,0.000,15.2,1.6,
08/01/2015,03:00,172,1.8,13.9,0.5,22.7,70.3,0.0,1009,0.002,0.002,0.004,0.000,16.8,3.8,
08/01/2015,04:00,147,2.4,20.2,0.9,23.2,69.3,0.0,1010,0.000,0.001,0.001,0.000,19.5,6.6,
08/01/2015,05:00,149,2.8,15.7,0.9,23.2,70.9,0.0,1010,0.000,0.002,0.002,0.000,20.0,8.2,
08/01/2015,06:00,141,3.2,15.0,1.2,24.0,67.7,0.0,1010,0.001,0.002,0.002,0.000,13.8,2.3,
08/01/2015,07:00,140,4.2,14.9,1.0,25.1,64.9,0.0,1010,0.001,0.001,0.001,0.000,13.7,3.3,
08/01/2015,08:00,133,3.9,14.2,1.2,25.3,66.1,0.0,1011,0.000,0.001,0.001,0.000,12.7,3.8,
08/01/2015,09:00,130,3.9,21.1,1.3,26.1,65.1,0.0,1011,0.000,0.001,0.001,0.001,10.2,3.7,
08/01/2015,10:00,103,5.9,15.0,1.9,27.5,57.5,0.0,1010,0.000,0.001,0.001,0.002,13.7,4.0,
08/01/2015,11:00,92,6.3,16.1,1.5,27.6,58.9,0.0,1010,0.002,0.006,0.008,0.001,16.9,5.3,
08/01/2015,12:00,90,7.7,10.9,1.2,28.3,52.8,0.0,1009,0.002,0.002,0.004,0.000,19.7,5.4,
08/01/2015,13:00,90,7.7,12.5,1.3,28.2,54.9,0.0,1009,0.000,0.001,0.001,0.000,21.4,4.4,
08/01/2015,14:00,87,7.8,10.0,1.3,28.4,54.0,0.0,1008,0.001,0.001,0.002,0.000,14.1,-0.7,
08/01/2015,15:00,88,8.8,9.1,1.3,28.0,58.4,0.0,1007,0.001,0.000,0.001,0.000,15.5,0.5,
08/01/2015,16:00,88,8.7,9.4,1.4,27.8,57.9,0.0,1007,0.001,0.001,0.002,0.001,14.9,1.0,
08/01/2015,17:00,87,8.2,9.2,1.1,27.3,61.2,0.0,1008,0.001,0.002,0.003,0.001,17.1,4.4,
08/01/2015,18:00,91,7.6,7.8,1.2,26.8,63.4,0.0,1008,0.001,0.003,0.004,0.000,16.0,5.3,
08/01/2015,19:00,96,6.4,11.0,1.6,26.4,67.5,0.0,1009,0.001,0.003,0.003,0.000,17.6,7.5,
08/01/2015,20:00,110,4.5,9.5,1.0,26.2,68.3,0.0,1009,0.000,0.001,0.001,0.001,13.9,1.1,
08/01/2015,21:00,111,4.5,9.5,1.1,26.3,67.3,0.0,1009,0.000,0.001,0.001,0.002,18.5,3.1,
08/01/2015,22:00,100,4.9,9.1,1.2,26.3,65.6,0.0,1009,0.000,0.000,0.000,0.000,16.8,1.9,
08/01/2015,23:00,109,4.2,20.1,1.6,25.9,64.5,0.0,1008,0.000,0.000,0.000,0.000,16.4,2.6,
09/01/2015,00:00,146,2.1,15.2,0.6,24.6,72.6,0.0,1008,,,,,17.1,2.9,
09/01/2015,01:00,152,1.8,18.2,0.6,24.1,73.6,0.0,1007,0.000,0.001,0.001,0.001,14.6,0.6,
09/01/2015,02:00,147,1.0,59.9,0.7,23.7,77.7,1.5,1007,0.000,0.001,0.001,0.000,12.2,-1.1,
09/01/2015,03:00,163,1.6,12.0,0.4,23.0,79.4,0.0,1007,0.002,0.002,0.004,0.000,16.5,5.7,
09/01/2015,04:00,151,1.8,15.4,0.6,23.2,77.6,0.0,1007,0.000,0.002,0.002,0.000,14.1,3.0,
09/01/2015,05:00,136,2.2,14.0,0.7,23.5,75.6,0.0,1008,0.001,0.002,0.003,0.000,12.1,0.5,
09/01/2015,06:00,125,3.3,11.4,0.9,24.3,73.1,0.0,1008,0.001,0.001,0.002,0.001,12.3,0.8,
09/01/2015,07:00,114,3.4,13.2,0.9,25.8,68.1,0.0,1009,0.002,0.002,0.004,0.005,12.9,0.5,
09/01/2015,08:00,103,6.3,10.9,1.5,26.8,63.5,0.0,1008,0.001,0.001,0.002,0.003,18.5,3.6,
09/01/2015,09:00,98,6.6,11.6,1.4,27.3,61.8,0.0,1008,0.001,0.001,0.002,0.000,15.5,1.4,
09/01/2015,10:00,93,7.7,11.6,1.3,27.7,57.0,0.0,1008,0.001,0.001,0.002,0.000,15.1,0.3,
09/01/2015,11:00,90,7.9,12.4,1.3,28.1,54.4,0.0,1008,0.001,0.002,0.003,0.000,17.0,2.4,
09/01/2015,12:00,96,8.0,9.6,1.2,28.0,57.3,0.0,1007,0.002,0.002,0.003,0.001,18.5,4.5,
09/01/2015,13:00,93,8.3,9.1,1.2,28.0,59.0,0.0,1007,0.001,0.001,0.001,0.000,25.0,10.0,
09/01/2015,14:00,89,7.9,13.4,1.3,28.2,56.3,0.0,1006,0.001,0.002,0.003,0.001,18.9,2.7,
09/01/2015,15:00,92,7.8,12.8,1.3,28.0,56.2,0.0,1006,0.001,0.002,0.003,0.001,19.1,4.3,
09/01/2015,16:00,91,7.6,9.2,1.2,27.7,60.2,0.0,1006,0.002,0.002,0.003,0.001,18.0,4.0,
09/01/2015,17:00,92,7.2,9.5,1.2,27.3,60.9,0.0,1006,0.002,0.003,0.005,0.001,23.9,8.2,
