Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Air Temperature (degC),Relative Humidity (%),Rainfall (mm),Sulfur Dioxide (ppm)
05/07/2013,22:00,,,,,16.9,97.8,0.0,0.001
05/07/2013,23:00,,,,,17.1,98.2,0.0,0.001
06/07/2013,00:00,,,,,16.3,98.3,0.0,0.001
06/07/2013,01:00,,,,,15.8,98.8,0.0,
06/07/2013,02:00,,,,,16.1,99.4,0.0,0.000
06/07/2013,03:00,,,,,16.6,99.9,0.0,0.000
06/07/2013,04:00,,,,,15.6,100.0,0.0,0.000
06/07/2013,05:00,,,,,15.7,100.0,0.0,0.000
06/07/2013,06:00,,,,,16.3,100.0,0.2,0.001
06/07/2013,07:00,,,,,17.1,100.0,0.0,0.001
06/07/2013,08:00,,,,,18.0,100.0,0.0,0.001
06/07/2013,09:00,,,,,20.9,90.6,0.0,0.000
06/07/2013,10:00,,,,,23.7,73.4,0.0,0.000
06/07/2013,11:00,,,,,25.1,69.2,0.0,0.000
06/07/2013,12:00,,,,,26.1,64.8,0.0,0.001
06/07/2013,13:00,,,,,26.2,64.1,0.0,0.000
06/07/2013,14:00,,,,,26.7,63.7,0.0,0.000
06/07/2013,15:00,,,,,25.6,66.4,0.0,0.000
06/07/2013,16:00,,,,,24.4,70.7,0.0,0.000
06/07/2013,17:00,,,,,23.0,79.1,0.0,0.000
06/07/2013,18:00,,,,,22.5,83.2,0.0,0.001
06/07/2013,19:00,,,,,21.8,86.3,0.0,0.001
06/07/2013,20:00,,,,,22.1,85.8,0.0,0.001
06/07/2013,21:00,,,,,22.3,84.8,0.0,0.001
06/07/2013,22:00,,,,,22.3,83.2,0.0,0.001
06/07/2013,23:00,,,,,22.3,83.1,0.0,0.001
07/07/2013,00:00,,,,,22.1,84.4,0.0,0.001
07/07/2013,01:00,,,,,21.9,85.7,0.0,
07/07/2013,02:00,,,,,21.7,86.3,0.0,0.001
07/07/2013,03:00,,,,,21.9,83.7,0.0,0.002
07/07/2013,04:00,,,,,21.9,83.5,0.0,0.002
07/07/2013,05:00,,,,,21.1,85.9,0.0,0.001
07/07/2013,06:00,,,,,21.7,83.6,0.0,0.001
07/07/2013,07:00,,,,,22.2,80.9,0.0,0.002
07/07/2013,08:00,,,,,23.8,70.8,0.0,0.001
07/07/2013,09:00,,,,,24.7,66.3,0.0,0.001
07/07/2013,10:00,,,,,25.3,63.1,0.0,0.002
07/07/2013,11:00,,,,,26.0,59.6,0.0,0.002
07/07/2013,12:00,,,,,26.6,58.3,0.0,0.001
07/07/2013,13:00,,,,,26.4,56.9,0.0,0.001
07/07/2013,14:00,,,,,25.9,56.0,0.0,0.001
07/07/2013,15:00,,,,,25.5,56.0,0.0,0.001
07/07/2013,16:00,,,,,24.3,61.9,0.0,0.001
07/07/2013,17:00,,,,,22.9,67.6,0.0,0.002
07/07/2013,18:00,,,,,22.1,74.4,0.0,0.002
07/07/2013,19:00,,,,,21.4,78.2,0.0,0.002
07/07/2013,20:00,,,,,20.6,79.9,0.0,0.002
07/07/2013,21:00,,,,,21.6,74.1,0.0,0.001
07/07/2013,22:00,,,,,21.6,72.9,0.0,0.002
07/07/2013,23:00,,,,,21.4,73.2,0.0,0.002
08/07/2013,00:00,,,,,21.5,74.7,0.0,0.001
08/07/2013,01:00,,,,,21.4,74.7,0.0,
08/07/2013,02:00,,,,,21.2,75.7,0.0,0.002
08/07/2013,03:00,,,,,21.6,73.6,0.0,0.001
08/07/2013,04:00,,,,,21.1,76.0,0.0,0.001
08/07/2013,05:00,,,,,20.9,77.0,0.0,0.001
08/07/2013,06:00,,,,,20.5,78.5,0.0,0.001
08/07/2013,07:00,,,,,22.2,71.7,0.0,0.001
08/07/2013,08:00,,,,,23.5,66.1,0.0,0.000
08/07/2013,09:00,,,,,24.3,61.6,0.0,0.000
08/07/2013,10:00,,,,,24.6,59.9,0.0,0.000
08/07/2013,11:00,,,,,24.8,59.8,0.0,0.000
08/07/2013,12:00,,,,,26.0,52.2,0.0,0.000
08/07/2013,13:00,,,,,25.9,51.1,0.0,0.000
08/07/2013,14:00,,,,,25.3,53.4,0.0,0.000
08/07/2013,15:00,,,,,24.3,58.5,0.0,0.000
08/07/2013,16:00,,,,,23.5,61.8,0.0,0.001
08/07/2013,17:00,,,,,22.9,62.9,0.0,0.001
08/07/2013,18:00,,,,,22.1,67.4,0.0,0.001
08/07/2013,19:00,,,,,21.7,69.4,0.0,0.001
08/07/2013,20:00,,,,,21.7,69.2,0.0,0.001
08/07/2013,21:00,,,,,20.6,71.7,0.0,0.001
08/07/2013,22:00,,,,,20.3,69.0,0.0,0.001
08/07/2013,23:00,,,,,19.8,69.0,0.0,0.000
09/07/2013,00:00,,,,,20.1,68.1,0.0,0.001
09/07/2013,01:00,,,,,20.2,68.3,0.0,
09/07/2013,02:00,,,,,19.9,72.4,0.0,0.001
09/07/2013,03:00,,,,,19.2,75.3,0.0,0.000
09/07/2013,04:00,,,,,18.5,74.4,0.0,0.001
09/07/2013,05:00,,,,,18.2,75.1,0.0,0.001
09/07/2013,06:00,,,,,18.5,73.0,0.0,0.001
09/07/2013,07:00,,,,,20.3,64.9,0.0,0.001
09/07/2013,08:00,,,,,21.7,56.6,0.0,0.001
09/07/2013,09:00,,,,,22.6,50.8,0.0,0.002
09/07/2013,10:00,,,,,23.3,49.2,0.0,0.001
09/07/2013,11:00,,,,,24.3,44.9,0.0,0.001
09/07/2013,12:00,,,,,24.8,41.9,0.0,0.001
09/07/2013,13:00,,,,,24.5,41.8,0.0,0.001
09/07/2013,14:00,,,,,25.3,37.1,0.0,0.001
09/07/2013,15:00,,,,,24.5,41.2,0.0,0.001
09/07/2013,16:00,,,,,23.3,53.4,0.0,0.001
09/07/2013,17:00,,,,,22.2,56.6,0.0,0.002
09/07/2013,18:00,,,,,21.5,56.0,0.0,0.002
09/07/2013,19:00,,,,,20.2,59.7,0.0,0.002
09/07/2013,20:00,,,,,20.0,59.1,0.0,0.001
09/07/2013,21:00,,,,,20.1,58.2,0.0,0.002
09/07/2013,22:00,,,,,20.2,58.2,0.0,0.001
09/07/2013,23:00,,,,,19.8,61.3,0.0,0.001
10/07/2013,00:00,,,,,20.0,62.7,0.0,0.002
10/07/2013,01:00,,,,,20.1,63.0,0.0,
10/07/2013,02:00,,,,,20.3,63.2,0.0,0.002
10/07/2013,03:00,,,,,20.3,63.6,0.0,0.002
10/07/2013,04:00,,,,,20.2,64.8,0.0,0.002
10/07/2013,05:00,,,,,20.2,65.8,0.0,0.002
10/07/2013,06:00,,,,,19.0,65.5,0.0,0.002
10/07/2013,07:00,,,,,19.4,65.7,0.0,0.002
10/07/2013,08:00,,,,,20.8,67.0,0.0,0.002
10/07/2013,09:00,,,,,21.4,66.2,0.0,0.002
10/07/2013,10:00,,,,,22.3,61.1,0.0,0.002
10/07/2013,11:00,,,,,23.3,58.0,0.0,0.002
10/07/2013,12:00,,,,,23.2,57.5,0.0,0.001
10/07/2013,13:00,,,,,24.6,50.5,0.0,0.001
10/07/2013,14:00,,,,,25.4,44.0,0.0,0.002
10/07/2013,15:00,,,,,25.3,47.1,0.0,0.002
10/07/2013,16:00,,,,,23.4,60.5,0.0,0.001
10/07/2013,17:00,,,,,22.2,66.6,0.0,0.002
10/07/2013,18:00,,,,,21.9,66.1,0.0,0.003
10/07/2013,19:00,,,,,21.4,64.0,0.0,0.002
10/07/2013,20:00,,,,,20.7,65.8,0.0,0.002
10/07/2013,21:00,,,,,20.8,66.6,0.0,0.003
10/07/2013,22:00,,,,,20.4,69.9,0.0,0.002
10/07/2013,23:00,,,,,20.3,69.2,0.0,0.002
11/07/2013,00:00,,,,,19.7,70.3,0.0,0.001
11/07/2013,01:00,,,,,19.5,71.5,0.0,
11/07/2013,02:00,,,,,19.7,70.7,0.0,0.001
11/07/2013,03:00,,,,,19.6,71.6,0.0,0.000
11/07/2013,04:00,,,,,20.3,69.2,0.0,0.000
11/07/2013,05:00,,,,,20.3,68.3,0.0,0.000
11/07/2013,06:00,,,,,20.2,69.8,0.0,0.000
11/07/2013,07:00,,,,,20.9,66.8,0.0,0.000
11/07/2013,08:00,,,,,21.8,63.5,0.0,0.001
11/07/2013,09:00,,,,,22.7,61.5,0.0,0.002
11/07/2013,10:00,,,,,24.1,57.0,0.0,0.001
11/07/2013,11:00,,,,,24.4,55.7,0.0,0.001
11/07/2013,12:00,,,,,24.8,52.3,0.0,0.001
11/07/2013,13:00,,,,,25.1,52.0,0.0,0.001
11/07/2013,14:00,,,,,24.7,51.5,0.0,0.001
11/07/2013,15:00,,,,,23.7,56.8,0.0,0.001
11/07/2013,16:00,,,,,23.0,57.6,0.0,0.001
11/07/2013,17:00,,,,,22.4,60.3,0.0,0.001
11/07/2013,18:00,,,,,21.8,62.2,0.0,0.001
11/07/2013,19:00,,,,,21.2,64.4,0.0,0.001
11/07/2013,20:00,,,,,20.7,66.0,0.0,0.001
11/07/2013,21:00,,,,,20.5,66.8,0.0,0.001
11/07/2013,22:00,,,,,19.9,71.6,0.0,0.001
11/07/2013,23:00,,,,,18.9,80.4,0.0,0.001
12/07/2013,00:00,,,,,18.9,79.5,0.0,0.001
12/07/2013,01:00,,,,,19.4,75.0,0.0,
12/07/2013,02:00,,,,,19.8,70.7,0.0,0.001
12/07/2013,03:00,,,,,19.2,73.4,0.0,0.001
12/07/2013,04:00,,,,,18.9,78.1,0.0,0.001
12/07/2013,05:00,,,,,18.1,85.0,0.0,0.001
12/07/2013,06:00,,,,,17.6,85.9,0.0,0.001
12/07/2013,07:00,,,,,18.5,81.5,0.0,0.001
12/07/2013,08:00,,,,,19.9,75.3,0.0,0.001
12/07/2013,09:00,,,,,21.3,68.1,0.0,0.002
12/07/2013,10:00,,,,,22.1,65.5,0.0,0.002
12/07/2013,11:00,,,,,22.9,63.6,0.0,0.001
12/07/2013,12:00,,,,,24.1,57.9,0.0,0.001
12/07/2013,13:00,,,,,23.9,57.8,0.0,0.001
12/07/2013,14:00,,,,,24.0,57.0,0.0,0.001
12/07/2013,15:00,,,,,24.2,56.1,0.0,0.001
12/07/2013,16:00,,,,,23.4,58.8,0.0,0.001
12/07/2013,17:00,,,,,22.1,67.1,0.0,0.002
12/07/2013,18:00,,,,,20.8,73.5,0.0,0.002
12/07/2013,19:00,,,,,20.6,73.9,0.0,0.002
12/07/2013,20:00,,,,,20.7,68.3,0.0,0.002
12/07/2013,21:00,,,,,20.5,66.0,0.0,0.002
12/07/2013,22:00,,,,,19.5,69.8,0.0,0.001
12/07/2013,23:00,,,,,19.3,70.2,0.0,0.001
13/07/2013,00:00,,,,,18.8,72.3,0.0,0.001
13/07/2013,01:00,,,,,18.3,74.1,0.0,
13/07/2013,02:00,,,,,17.9,75.9,0.0,0.002
13/07/2013,03:00,,,,,17.7,77.0,0.0,0.001
13/07/2013,04:00,,,,,17.2,78.1,0.0,0.001
13/07/2013,05:00,,,,,16.7,79.4,0.0,0.001
13/07/2013,06:00,,,,,16.7,79.5,0.0,0.001
13/07/2013,07:00,,,,,17.7,74.7,0.0,0.001
13/07/2013,08:00,,,,,20.0,65.9,0.0,0.001
13/07/2013,09:00,,,,,22.4,60.0,0.0,0.002
13/07/2013,10:00,,,,,23.4,55.0,0.0,0.001
13/07/2013,11:00,,,,,23.8,55.4,0.0,0.001
13/07/2013,12:00,,,,,23.6,58.5,0.0,0.001
13/07/2013,13:00,,,,,22.0,69.8,0.0,0.001
13/07/2013,14:00,,,,,23.4,57.1,0.0,0.001
13/07/2013,15:00,,,,,23.5,57.7,0.0,0.001
13/07/2013,16:00,,,,,21.6,71.2,0.0,0.002
13/07/2013,17:00,,,,,19.0,84.5,0.0,0.002
13/07/2013,18:00,,,,,18.7,82.4,0.0,0.001
13/07/2013,19:00,,,,,18.9,78.8,0.0,0.001
13/07/2013,20:00,,,,,18.8,77.3,0.0,0.001
13/07/2013,21:00,,,,,18.7,76.6,0.0,0.001
13/07/2013,22:00,,,,,18.9,75.6,0.0,0.001
13/07/2013,23:00,,,,,18.9,75.5,0.0,0.001
14/07/2013,00:00,,,,,19.2,74.4,0.0,0.001
14/07/2013,01:00,,,,,19.3,72.6,0.0,
14/07/2013,02:00,,,,,18.3,75.3,0.0,0.001
14/07/2013,03:00,,,,,18.1,74.4,0.0,0.000
14/07/2013,04:00,,,,,17.2,77.1,0.0,0.001
14/07/2013,05:00,,,,,17.0,78.2,0.0,0.000
14/07/2013,06:00,,,,,16.1,82.4,0.0,0.001
14/07/2013,07:00,,,,,17.1,78.6,0.0,0.000
14/07/2013,08:00,,,,,19.5,68.9,0.0,0.001
14/07/2013,09:00,,,,,21.7,61.5,0.0,0.001
14/07/2013,10:00,,,,,21.3,65.6,0.0,0.001
14/07/2013,11:00,,,,,21.8,65.3,0.0,0.001
14/07/2013,12:00,,,,,23.7,55.2,0.0,0.001
14/07/2013,13:00,,,,,24.8,50.9,0.0,0.001
14/07/2013,14:00,,,,,24.9,48.6,0.0,0.001
14/07/2013,15:00,,,,,23.6,56.9,0.0,0.001
14/07/2013,16:00,,,,,22.0,64.0,0.0,0.001
14/07/2013,17:00,,,,,21.0,65.7,0.0,0.001
14/07/2013,18:00,,,,,20.6,63.2,0.0,0.001
14/07/2013,19:00,,,,,20.3,66.2,0.0,0.001
14/07/2013,20:00,,,,,19.9,69.5,0.0,0.001
14/07/2013,21:00,,,,,18.5,76.8,0.0,0.001
14/07/2013,22:00,,,,,18.1,77.8,0.0,0.001
14/07/2013,23:00,,,,,18.2,75.4,0.0,0.001
15/07/2013,00:00,,,,,18.6,75.0,0.0,0.001
15/07/2013,01:00,,,,,18.0,77.5,0.0,
15/07/2013,02:00,,,,,17.6,79.0,0.0,0.001
15/07/2013,03:00,,,,,18.1,78.3,0.0,0.001
15/07/2013,04:00,,,,,17.5,80.6,0.0,0.001
15/07/2013,05:00,,,,,17.0,83.2,0.0,0.001
15/07/2013,06:00,,,,,16.8,83.5,0.0,0.001
15/07/2013,07:00,,,,,17.5,80.5,0.0,0.001
15/07/2013,08:00,,,,,19.5,73.9,0.0,0.001
15/07/2013,09:00,,,,,22.9,61.8,0.0,0.001
15/07/2013,10:00,,,,,24.1,57.1,0.0,0.001
15/07/2013,11:00,,,,,24.2,53.1,0.0,0.001
15/07/2013,12:00,,,,,24.5,49.1,0.0,0.001
15/07/2013,13:00,,,,,24.7,44.5,0.0,0.001
15/07/2013,14:00,,,,,24.6,47.9,0.0,0.001
15/07/2013,15:00,,,,,24.5,50.4,0.0,0.001
15/07/2013,16:00,,,,,23.1,56.7,0.0,0.001
15/07/2013,17:00,,,,,22.0,64.3,0.0,0.001
15/07/2013,18:00,,,,,21.2,65.4,0.0,0.001
15/07/2013,19:00,,,,,20.4,70.9,0.0,0.001
15/07/2013,20:00,,,,,20.0,73.4,0.0,0.001
15/07/2013,21:00,,,,,19.3,76.2,0.0,0.001
15/07/2013,22:00,,,,,18.8,78.8,0.0,0.001
15/07/2013,23:00,,,,,18.4,79.9,0.0,0.001
16/07/2013,00:00,,,,,18.0,81.3,0.0,0.001
16/07/2013,01:00,,,,,17.8,82.9,0.0,
16/07/2013,02:00,,,,,17.7,84.4,0.0,0.001
16/07/2013,03:00,,,,,18.2,82.3,0.0,0.000
16/07/2013,04:00,,,,,18.4,82.0,0.0,0.001
16/07/2013,05:00,,,,,17.9,84.9,0.0,0.001
16/07/2013,06:00,,,,,17.9,85.9,0.0,0.001
16/07/2013,07:00,,,,,17.4,91.1,0.0,0.001
16/07/2013,08:00,,,,,17.8,90.8,0.0,0.001
16/07/2013,09:00,,,,,18.1,88.8,0.2,0.001
16/07/2013,10:00,,,,,18.3,91.0,0.2,0.001
16/07/2013,11:00,,,,,19.2,89.7,0.4,0.001
16/07/2013,12:00,,,,,20.0,85.7,0.0,0.001
16/07/2013,13:00,,,,,20.5,83.8,0.0,0.001
16/07/2013,14:00,,,,,21.7,74.4,0.0,0.001
16/07/2013,15:00,,,,,21.6,72.4,0.0,0.001
16/07/2013,16:00,,,,,22.1,66.7,0.0,0.001
16/07/2013,17:00,,,,,21.6,68.2,0.0,0.001
16/07/2013,18:00,,,,,20.4,72.8,0.0,0.001
16/07/2013,19:00,,,,,20.3,73.4,0.0,0.001
16/07/2013,20:00,,,,,20.0,72.3,0.0,0.001
16/07/2013,21:00,,,,,20.1,70.0,0.0,0.001
16/07/2013,22:00,,,,,19.5,74.8,0.0,0.001
16/07/2013,23:00,,,,,19.3,77.0,0.0,0.001
17/07/2013,00:00,,,,,19.3,77.2,0.0,0.001
17/07/2013,01:00,,,,,19.3,78.0,0.0,
17/07/2013,02:00,,,,,19.4,77.7,0.0,0.001
17/07/2013,03:00,,,,,19.6,76.8,0.0,0.001
17/07/2013,04:00,,,,,19.9,76.4,0.0,0.001
17/07/2013,05:00,,,,,19.8,77.0,0.0,0.001
17/07/2013,06:00,,,,,19.3,81.0,0.0,0.001
17/07/2013,07:00,,,,,20.3,76.2,0.0,0.001
17/07/2013,08:00,,,,,21.6,69.4,0.0,0.002
17/07/2013,09:00,,,,,22.8,62.3,0.0,0.002
17/07/2013,10:00,,,,,24.2,56.4,0.0,0.001
17/07/2013,11:00,,,,,25.6,51.5,0.0,0.001
17/07/2013,12:00,,,,,25.8,48.6,0.0,0.002
17/07/2013,13:00,,,,,25.7,50.9,0.0,0.001
17/07/2013,14:00,,,,,25.2,51.5,0.0,0.001
17/07/2013,15:00,,,,,24.2,53.7,0.0,0.001
17/07/2013,16:00,,,,,23.2,58.7,0.0,0.001
17/07/2013,17:00,,,,,21.7,65.7,0.0,0.001
17/07/2013,18:00,,,,,20.3,73.7,0.0,0.001
17/07/2013,19:00,,,,,19.6,80.8,0.0,0.001
17/07/2013,20:00,,,,,19.0,84.1,0.0,0.001
17/07/2013,21:00,,,,,19.2,83.6,0.0,0.001
17/07/2013,22:00,,,,,18.4,85.2,0.0,0.001
17/07/2013,23:00,,,,,18.0,85.8,0.2,0.001
18/07/2013,00:00,,,,,18.3,89.8,0.0,0.001
18/07/2013,01:00,,,,,18.1,88.9,0.0,
18/07/2013,02:00,,,,,19.2,86.5,0.0,0.001
18/07/2013,03:00,,,,,18.2,89.0,0.0,0.001
18/07/2013,04:00,,,,,18.3,90.1,0.0,0.001
18/07/2013,05:00,,,,,18.2,89.8,0.0,0.001
18/07/2013,06:00,,,,,18.3,89.7,0.0,0.001
18/07/2013,07:00,,,,,19.9,85.7,0.0,0.001
18/07/2013,08:00,,,,,22.4,76.7,0.0,
18/07/2013,09:00,,,,,23.8,69.6,0.0,0.001
18/07/2013,10:00,,,,,23.9,69.8,0.0,0.001
18/07/2013,11:00,,,,,25.1,63.9,0.0,0.001
18/07/2013,12:00,,,,,25.8,59.1,0.0,0.001
18/07/2013,13:00,,,,,,,,
18/07/2013,14:00,,,,,,,,
18/07/2013,15:00,,,,,,,,
18/07/2013,16:00,,,,,,,,
18/07/2013,17:00,,,,,,,,
18/07/2013,18:00,,,,,,,,
18/07/2013,19:00,,,,,,,,
18/07/2013,20:00,,,,,,,,
18/07/2013,21:00,,,,,,,,
18/07/2013,22:00,,,,,21.6,77.1,0.0,0.002
18/07/2013,23:00,,,,,21.4,78.5,0.0,0.002
19/07/2013,00:00,,,,,20.9,80.6,0.0,0.001
19/07/2013,01:00,,,,,20.7,81.0,0.0,
19/07/2013,02:00,,,,,20.3,82.4,0.0,0.001
19/07/2013,03:00,,,,,20.3,83.3,0.0,0.001
19/07/2013,04:00,,,,,19.8,85.5,0.0,0.001
19/07/2013,05:00,,,,,19.6,86.5,0.0,0.001
19/07/2013,06:00,,,,,19.7,86.6,0.0,0.001
19/07/2013,07:00,,,,,20.6,83.8,0.0,0.001
19/07/2013,08:00,,,,,21.9,81.9,0.0,0.001
19/07/2013,09:00,,,,,23.2,76.2,0.0,0.000
19/07/2013,10:00,,,,,24.7,66.8,0.0,0.001
19/07/2013,11:00,,,,,25.5,61.0,0.0,0.000
19/07/2013,12:00,,,,,25.6,60.6,0.0,0.000
19/07/2013,13:00,,,,,25.2,62.0,0.0,0.000
19/07/2013,14:00,,,,,25.1,64.3,0.0,0.000
19/07/2013,15:00,,,,,24.2,69.3,0.0,0.000
19/07/2013,16:00,,,,,23.3,73.4,0.0,0.000
19/07/2013,17:00,,,,,22.5,78.5,0.0,0.001
19/07/2013,18:00,,,,,21.7,84.3,0.0,0.002
19/07/2013,19:00,,,,,21.4,87.7,0.0,0.001
19/07/2013,20:00,,,,,21.3,88.7,0.0,0.001
19/07/2013,21:00,,,,,21.4,88.5,0.0,0.000
19/07/2013,22:00,,,,,21.3,88.3,0.0,0.000
19/07/2013,23:00,,,,,21.2,87.2,0.0,0.001
20/07/2013,00:00,,,,,20.8,88.2,0.0,0.001
20/07/2013,01:00,,,,,19.8,91.5,0.0,
20/07/2013,02:00,,,,,19.3,93.8,0.0,0.001
20/07/2013,03:00,,,,,19.0,95.6,0.0,0.000
20/07/2013,04:00,,,,,18.1,97.0,0.0,0.000
20/07/2013,05:00,,,,,18.4,97.8,0.0,0.000
20/07/2013,06:00,,,,,18.3,97.3,0.0,0.001
20/07/2013,07:00,,,,,19.5,96.6,0.0,0.001
20/07/2013,08:00,,,,,22.6,83.7,0.0,0.001
20/07/2013,09:00,,,,,24.4,70.9,0.0,0.000
20/07/2013,10:00,,,,,25.3,64.5,0.0,0.000
20/07/2013,11:00,,,,,25.8,58.3,0.0,0.000
20/07/2013,12:00,,,,,25.6,60.6,0.0,0.000
20/07/2013,13:00,,,,,25.4,62.4,0.0,0.000
20/07/2013,14:00,,,,,25.2,63.1,0.0,0.000
20/07/2013,15:00,,,,,24.3,67.6,0.0,0.000
20/07/2013,16:00,,,,,23.3,75.8,0.0,0.000
20/07/2013,17:00,,,,,21.8,86.3,0.0,0.000
20/07/2013,18:00,,,,,20.7,91.6,0.0,0.001
20/07/2013,19:00,,,,,19.8,94.4,0.0,0.000
20/07/2013,20:00,,,,,18.8,96.3,0.0,0.000
20/07/2013,21:00,,,,,18.9,96.7,0.0,0.000
20/07/2013,22:00,,,,,18.4,97.3,0.0,0.000
20/07/2013,23:00,,,,,17.4,97.6,0.0,0.000
21/07/2013,00:00,,,,,18.0,98.0,0.0,0.000
21/07/2013,01:00,,,,,18.3,97.0,0.0,
21/07/2013,02:00,,,,,18.5,98.2,0.0,0.002
21/07/2013,03:00,,,,,18.1,98.5,0.0,0.001
21/07/2013,04:00,,,,,17.6,98.7,0.0,0.000
21/07/2013,05:00,,,,,17.7,98.3,0.0,0.001
21/07/2013,06:00,,,,,17.5,98.9,0.0,0.000
21/07/2013,07:00,,,,,18.0,99.4,0.0,0.000
21/07/2013,08:00,,,,,20.2,92.0,0.0,0.002
21/07/2013,09:00,,,,,22.7,75.2,0.0,0.001
21/07/2013,10:00,,,,,24.8,62.3,0.0,0.000
21/07/2013,11:00,,,,,26.1,57.2,0.0,0.000
21/07/2013,12:00,,,,,26.1,60.6,0.0,0.000
21/07/2013,13:00,,,,,25.6,62.5,0.0,0.000
21/07/2013,14:00,,,,,25.0,62.2,0.0,0.001
21/07/2013,15:00,,,,,24.0,66.8,0.0,0.000
21/07/2013,16:00,,,,,23.1,72.5,0.0,0.001
21/07/2013,17:00,,,,,21.5,83.3,0.0,0.000
21/07/2013,18:00,,,,,20.4,88.9,0.0,0.001
21/07/2013,19:00,,,,,20.0,90.5,0.0,0.001
21/07/2013,20:00,,,,,19.7,92.5,0.0,0.000
21/07/2013,21:00,,,,,19.7,93.7,0.0,0.000
21/07/2013,22:00,,,,,19.3,94.9,0.0,0.000
21/07/2013,23:00,,,,,19.0,95.4,0.0,0.000
22/07/2013,00:00,,,,,19.5,95.3,0.0,0.001
22/07/2013,01:00,,,,,20.0,93.7,0.0,
22/07/2013,02:00,,,,,19.5,94.1,0.0,0.002
22/07/2013,03:00,,,,,19.2,92.1,0.0,0.001
22/07/2013,04:00,,,,,19.2,92.7,0.0,0.001
22/07/2013,05:00,,,,,19.0,93.8,0.0,0.001
22/07/2013,06:00,,,,,18.2,95.5,0.0,0.001
22/07/2013,07:00,,,,,19.5,93.3,0.0,0.001
22/07/2013,08:00,,,,,21.5,83.9,0.0,0.001
22/07/2013,09:00,,,,,22.8,76.2,0.0,0.001
22/07/2013,10:00,,,,,23.9,68.5,0.0,0.001
22/07/2013,11:00,,,,,25.3,61.6,0.0,0.001
22/07/2013,12:00,,,,,25.3,59.9,0.0,0.001
22/07/2013,13:00,,,,,25.4,57.8,0.0,0.001
22/07/2013,14:00,,,,,25.5,56.9,0.0,0.001
22/07/2013,15:00,,,,,24.8,61.4,0.0,0.001
22/07/2013,16:00,,,,,23.5,68.7,0.0,0.001
22/07/2013,17:00,,,,,22.7,72.1,0.0,0.001
22/07/2013,18:00,,,,,21.8,79.7,0.0,0.001
22/07/2013,19:00,,,,,21.4,82.2,0.0,0.001
22/07/2013,20:00,,,,,21.4,82.4,0.0,0.002
22/07/2013,21:00,,,,,20.7,85.3,0.0,0.002
22/07/2013,22:00,,,,,20.7,85.4,0.0,0.002
22/07/2013,23:00,,,,,20.2,85.1,0.0,0.001
23/07/2013,00:00,,,,,19.9,84.9,0.0,0.000
23/07/2013,01:00,,,,,19.7,86.0,0.0,
23/07/2013,02:00,,,,,19.9,84.6,0.0,0.000
23/07/2013,03:00,,,,,20.6,65.6,0.0,0.000
23/07/2013,04:00,,,,,20.0,43.2,0.0,0.000
23/07/2013,05:00,,,,,19.3,47.9,0.0,0.000
23/07/2013,06:00,,,,,18.7,52.1,0.0,0.000
23/07/2013,07:00,,,,,18.4,53.2,0.0,0.000
23/07/2013,08:00,,,,,18.5,54.1,0.0,0.000
23/07/2013,09:00,,,,,19.1,49.2,0.0,0.000
23/07/2013,10:00,,,,,20.5,46.5,0.0,0.000
23/07/2013,11:00,,,,,20.4,50.8,0.0,0.000
23/07/2013,12:00,,,,,20.2,53.9,0.0,0.000
23/07/2013,13:00,,,,,20.5,51.1,0.0,0.000
23/07/2013,14:00,,,,,20.6,49.9,0.0,0.000
23/07/2013,15:00,,,,,20.3,50.6,0.0,0.000
23/07/2013,16:00,,,,,19.8,52.7,0.0,0.000
23/07/2013,17:00,,,,,19.3,54.1,0.0,0.000
23/07/2013,18:00,,,,,18.8,50.0,0.0,0.000
23/07/2013,19:00,,,,,18.4,55.1,0.0,0.000
23/07/2013,20:00,,,,,18.3,55.9,0.0,0.000
23/07/2013,21:00,,,,,18.7,51.0,0.0,0.000
23/07/2013,22:00,,,,,17.7,57.1,0.0,0.000
23/07/2013,23:00,,,,,15.9,73.8,0.2,0.000
24/07/2013,00:00,,,,,17.2,63.1,0.0,0.001
24/07/2013,01:00,,,,,17.3,60.2,0.0,
24/07/2013,02:00,,,,,17.2,58.1,0.0,0.001
24/07/2013,03:00,,,,,17.1,51.8,0.0,0.001
24/07/2013,04:00,,,,,16.7,50.0,0.0,0.001
24/07/2013,05:00,,,,,16.3,47.9,0.0,0.001
24/07/2013,06:00,,,,,15.4,50.0,0.0,0.001
24/07/2013,07:00,,,,,15.3,51.2,0.0,0.001
24/07/2013,08:00,,,,,16.4,42.9,0.0,0.002
24/07/2013,09:00,,,,,17.3,39.5,0.0,0.001
24/07/2013,10:00,,,,,18.5,35.7,0.0,0.001
24/07/2013,11:00,,,,,19.4,31.9,0.0,0.001
24/07/2013,12:00,,,,,21.3,25.6,0.0,0.001
24/07/2013,13:00,,,,,22.4,21.9,0.0,0.001
24/07/2013,14:00,,,,,22.9,21.5,0.0,0.001
24/07/2013,15:00,,,,,23.2,20.0,0.0,0.001
24/07/2013,16:00,,,,,22.8,19.1,0.0,0.001
24/07/2013,17:00,,,,,20.3,27.1,0.0,0.000
24/07/2013,18:00,,,,,16.8,50.5,0.0,0.000
