Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Air Temperature (degC),Relative Humidity (%),Nitrogen Oxide (ppm),Nitrogen Dioxide (ppm),Nitrogen Oxides (ppm),Sulfur Dioxide (ppm),Carbon Monoxide (ppm),PM10 (ug/m^3),PM2.5 (ug/m^3),Bsp (Mm^-1)
18/02/2013,16:00,162,2.7,14.9,0.8,23.0,91.7,0.000,0.001,0.001,0.001,0.0,1.1,-0.6,
18/02/2013,17:00,170,2.6,13.6,0.8,23.3,90.2,0.000,0.001,0.001,0.001,0.0,1.0,-0.8,
18/02/2013,18:00,170,3.1,12.2,0.9,23.0,90.0,0.000,0.001,0.001,0.001,0.0,1.1,-1.3,
18/02/2013,19:00,168,3.2,12.6,1.0,22.9,88.3,0.000,0.000,0.000,0.001,0.0,1.9,0.2,
18/02/2013,20:00,169,3.7,14.2,1.0,22.9,87.2,0.000,0.000,0.000,0.001,0.0,-1.7,-2.6,
18/02/2013,21:00,164,3.6,14.1,1.2,22.8,87.6,0.000,0.000,0.000,0.001,0.0,1.0,-1.2,
18/02/2013,22:00,168,2.9,13.5,0.8,22.7,88.3,0.000,0.000,0.000,0.001,0.0,2.6,0.7,
18/02/2013,23:00,169,2.5,16.4,0.9,22.3,90.8,0.000,0.000,0.000,0.001,0.0,3.6,1.0,
19/02/2013,00:00,179,3.0,13.4,0.8,21.8,93.2,,,,,,1.8,-0.9,
19/02/2013,01:00,177,3.0,14.0,0.8,21.7,93.0,0.000,0.000,0.000,0.000,0.0,3.1,1.1,
19/02/2013,02:00,188,2.4,14.3,0.7,21.7,92.5,0.000,0.000,0.000,0.000,0.0,0.5,-1.4,
19/02/2013,03:00,165,2.0,15.8,0.6,22.0,91.2,0.000,0.000,0.000,0.001,0.0,6.4,4.0,
19/02/2013,04:00,165,2.4,16.8,0.7,22.0,91.2,0.000,0.000,0.000,0.001,0.0,-0.1,-2.4,
19/02/2013,05:00,177,2.5,16.2,0.8,22.2,90.2,0.000,0.001,0.001,0.001,0.0,-0.5,-2.4,
19/02/2013,06:00,174,1.5,21.3,0.8,22.6,89.3,0.000,0.001,0.001,0.000,0.0,0.3,-2.4,
19/02/2013,07:00,160,1.8,19.2,0.7,23.6,87.0,0.000,0.001,0.001,0.001,0.0,1.5,-1.2,
19/02/2013,08:00,166,2.7,16.6,0.9,25.5,79.5,0.000,0.001,0.001,0.001,0.0,0.2,-1.6,
19/02/2013,09:00,165,2.3,16.3,0.7,26.2,77.7,0.000,0.000,0.000,0.001,0.0,4.6,3.6,
19/02/2013,10:00,210,1.4,34.7,0.6,25.6,82.8,0.000,0.000,0.000,0.001,0.0,3.8,2.5,
19/02/2013,11:00,205,2.6,21.8,1.0,24.2,88.9,0.000,0.001,0.001,0.001,0.0,2.7,0.7,
19/02/2013,12:00,155,1.6,25.1,0.7,27.1,78.0,0.000,0.000,0.000,0.001,0.0,-1.8,-2.5,
19/02/2013,13:00,73,2.0,32.0,0.7,28.5,72.4,0.000,0.000,0.000,0.001,0.0,-0.8,-2.7,
19/02/2013,14:00,42,2.1,22.9,0.7,26.7,77.7,0.001,0.000,0.001,0.001,0.0,4.4,0.8,
19/02/2013,15:00,41,2.2,19.1,0.7,26.1,79.8,0.001,0.000,0.001,0.001,0.0,10.3,6.4,
19/02/2013,16:00,29,1.5,26.8,0.6,25.6,83.4,0.001,0.003,0.004,0.002,0.0,4.9,3.3,
19/02/2013,17:00,37,2.1,18.6,0.7,25.5,84.5,0.000,0.001,0.001,0.001,0.0,5.4,2.4,
19/02/2013,18:00,55,1.3,29.2,0.6,25.0,86.3,0.000,0.001,0.001,0.001,0.0,3.9,2.4,
19/02/2013,19:00,37,0.9,26.9,0.4,24.7,86.8,0.000,0.001,0.001,0.001,0.0,1.1,-1.6,
19/02/2013,20:00,183,0.2,95.3,0.3,24.3,89.8,0.000,0.002,0.002,0.001,0.0,3.7,2.3,
19/02/2013,21:00,180,0.3,60.1,0.3,23.8,91.6,0.000,0.002,0.002,0.001,0.0,3.3,1.4,
19/02/2013,22:00,178,0.6,36.4,0.4,24.0,92.0,0.000,0.003,0.003,0.001,0.1,3.6,-0.1,
19/02/2013,23:00,206,0.9,20.4,0.4,23.9,92.2,0.000,0.001,0.001,0.001,0.0,4.1,0.6,
20/02/2013,00:00,205,1.1,18.2,0.4,23.9,88.8,,,,,,5.7,2.8,
20/02/2013,01:00,189,1.4,12.2,0.5,23.6,88.1,0.000,0.001,0.001,0.001,0.0,5.8,3.1,
20/02/2013,02:00,201,1.1,15.5,0.4,23.1,87.7,0.000,0.000,0.000,0.001,0.0,5.4,0.9,
20/02/2013,03:00,185,1.2,13.4,0.3,23.0,87.0,0.000,0.001,0.001,0.001,0.0,4.4,-0.1,
20/02/2013,04:00,178,1.2,13.8,0.3,22.3,89.8,0.000,0.002,0.002,0.001,0.0,2.9,-1.6,
20/02/2013,05:00,190,0.4,64.4,0.3,21.7,91.2,0.000,0.003,0.003,0.001,0.0,5.1,0.3,
20/02/2013,06:00,184,0.9,22.8,0.4,23.9,83.5,0.002,0.004,0.006,0.001,0.1,6.4,1.1,
20/02/2013,07:00,155,1.1,21.1,0.5,27.4,68.7,0.001,0.001,0.001,0.001,0.0,5.5,1.4,
20/02/2013,08:00,140,1.8,20.8,0.6,28.5,65.1,0.001,0.001,0.002,0.001,0.0,6.2,3.9,
20/02/2013,09:00,116,1.6,43.1,0.9,29.1,63.0,0.000,0.001,0.001,0.000,0.0,3.3,0.4,
20/02/2013,10:00,48,2.7,20.2,0.7,27.4,69.2,0.002,0.001,0.003,0.001,0.0,4.4,0.4,
20/02/2013,11:00,41,2.5,18.6,0.8,27.4,70.5,0.003,0.002,0.005,0.002,0.0,7.9,3.1,
20/02/2013,12:00,48,2.8,20.5,0.9,27.6,71.2,0.002,0.002,0.004,0.002,0.0,10.3,4.0,
20/02/2013,13:00,54,2.8,18.6,0.9,26.8,73.9,0.001,0.000,0.001,0.001,0.0,11.8,5.7,
20/02/2013,14:00,54,2.8,18.7,0.9,27.2,74.3,0.000,0.000,0.000,0.001,0.0,7.9,4.0,
20/02/2013,15:00,51,2.5,20.0,0.9,27.5,72.9,0.001,0.001,0.001,0.002,0.0,3.3,-0.6,
20/02/2013,16:00,48,1.5,26.4,0.6,26.4,76.6,0.001,0.003,0.003,0.002,0.0,8.5,4.9,
20/02/2013,17:00,37,1.5,23.1,0.6,26.2,76.3,0.000,0.002,0.002,0.002,0.0,2.2,-1.6,
20/02/2013,18:00,317,0.4,69.7,0.4,25.9,77.9,0.000,0.001,0.001,0.001,0.0,6.0,2.5,
20/02/2013,19:00,185,0.8,28.1,0.3,24.8,85.2,0.000,0.003,0.003,0.001,0.0,5.0,0.5,
20/02/2013,20:00,186,0.5,28.9,0.2,24.1,87.3,0.000,0.004,0.004,0.001,0.0,7.0,1.7,
20/02/2013,21:00,221,0.6,52.7,0.5,23.4,87.9,0.000,0.002,0.002,0.001,0.0,8.3,4.2,
20/02/2013,22:00,231,0.7,48.0,0.5,23.2,89.0,0.000,0.002,0.002,0.001,0.0,8.9,6.5,
20/02/2013,23:00,179,0.7,23.2,0.3,23.2,88.8,0.000,0.002,0.002,0.001,0.0,4.1,1.9,
21/02/2013,00:00,190,1.0,33.5,0.6,23.7,89.0,,,,,,6.2,3.2,
21/02/2013,01:00,191,1.3,19.0,0.4,23.4,90.2,0.000,0.001,0.001,0.001,0.0,6.1,2.3,
21/02/2013,02:00,183,1.9,15.0,0.5,24.0,85.3,0.000,0.001,0.001,0.001,0.0,5.5,1.3,
21/02/2013,03:00,170,1.5,14.5,0.4,23.5,82.3,0.000,0.000,0.000,0.001,0.0,8.7,4.6,
21/02/2013,04:00,180,0.7,19.8,0.3,23.0,82.5,0.000,0.002,0.002,0.001,0.0,8.7,5.5,
21/02/2013,05:00,205,0.5,13.6,0.1,22.1,86.3,0.000,0.003,0.003,0.001,0.0,6.8,3.5,
21/02/2013,06:00,210,0.6,31.8,0.3,24.8,79.0,0.002,0.003,0.004,0.001,0.1,7.0,3.1,
21/02/2013,07:00,188,1.5,27.0,0.7,27.3,67.1,0.000,0.001,0.001,0.001,0.0,5.4,1.7,
21/02/2013,08:00,174,2.1,24.1,0.7,28.4,58.6,0.000,0.001,0.001,0.001,0.0,7.6,3.9,
21/02/2013,09:00,151,1.8,33.1,0.8,30.2,52.9,0.000,0.000,0.000,0.001,0.0,6.9,2.7,
21/02/2013,10:00,122,1.4,44.8,0.9,31.4,50.3,0.000,0.000,0.000,0.001,0.0,4.7,0.8,
21/02/2013,11:00,39,2.5,26.1,0.8,29.1,59.8,0.000,0.000,0.000,0.001,0.0,6.3,3.1,
21/02/2013,12:00,48,3.0,17.9,0.9,28.7,61.7,0.001,0.001,0.001,0.002,0.0,6.0,3.6,
21/02/2013,13:00,50,3.4,18.2,1.1,28.5,63.9,0.000,0.001,0.001,0.002,0.0,8.9,5.2,
21/02/2013,14:00,47,3.1,20.2,1.1,28.3,66.4,0.001,0.001,0.001,0.002,0.0,12.7,8.8,
21/02/2013,15:00,47,2.8,19.3,1.0,27.4,70.8,0.001,0.002,0.002,0.003,0.0,6.5,2.5,
21/02/2013,16:00,48,3.0,19.0,0.9,27.5,70.4,0.000,0.000,0.000,0.001,0.0,8.8,4.1,
21/02/2013,17:00,27,2.1,23.4,0.8,26.6,73.5,0.000,0.000,0.000,0.001,0.0,8.6,4.2,
21/02/2013,18:00,8,1.4,21.1,0.6,25.8,76.5,0.000,0.000,0.000,0.001,0.0,5.9,1.2,
21/02/2013,19:00,360,1.0,21.2,0.5,25.2,79.7,0.000,0.000,0.000,0.001,0.0,8.8,3.5,
21/02/2013,20:00,349,0.8,42.3,0.4,25.3,80.8,0.000,0.001,0.001,0.001,0.0,7.3,2.1,
21/02/2013,21:00,274,0.7,59.9,0.5,24.7,84.4,0.000,0.003,0.003,0.002,0.0,9.5,3.0,
21/02/2013,22:00,215,0.5,57.5,0.5,23.8,89.5,0.000,0.007,0.007,0.004,0.1,10.4,4.3,
21/02/2013,23:00,209,0.9,53.1,0.6,23.5,89.2,0.000,0.007,0.007,0.002,0.0,7.1,1.0,
22/02/2013,00:00,218,0.4,58.3,0.3,23.0,90.6,,,,,,8.3,3.5,
22/02/2013,01:00,203,0.1,88.8,0.3,23.0,91.6,0.000,0.005,0.005,0.001,0.0,6.1,1.2,
22/02/2013,02:00,181,0.2,64.1,0.2,22.8,92.1,0.000,0.004,0.004,0.001,0.0,8.2,3.8,
22/02/2013,03:00,236,0.8,19.4,0.4,22.6,91.8,0.000,0.003,0.003,0.001,0.0,8.7,4.4,
22/02/2013,04:00,228,1.0,17.4,0.4,22.5,90.8,0.000,0.003,0.003,0.001,0.0,8.2,4.1,
22/02/2013,05:00,228,1.2,13.9,0.4,22.4,90.8,0.000,0.003,0.003,0.001,0.0,7.2,3.1,
22/02/2013,06:00,226,1.1,16.8,0.5,24.3,84.5,0.002,0.004,0.005,0.002,0.0,9.3,4.3,
22/02/2013,07:00,223,1.3,26.0,0.5,26.5,74.8,0.003,0.005,0.007,0.003,0.0,8.5,3.4,
22/02/2013,08:00,200,1.1,46.0,0.5,28.4,64.4,0.001,0.002,0.003,0.002,0.0,7.1,2.6,
22/02/2013,09:00,40,0.7,135.5,0.9,29.6,60.7,0.001,0.001,0.002,0.002,0.0,5.1,0.7,
22/02/2013,10:00,59,2.3,20.8,0.9,28.6,67.3,,,,,,9.9,5.5,
22/02/2013,11:00,45,2.3,27.0,1.0,28.8,67.9,,,,,,11.8,7.4,
22/02/2013,12:00,35,2.4,35.1,1.1,29.5,68.7,0.003,0.004,0.007,0.004,0.0,11.2,6.4,
22/02/2013,13:00,50,3.3,18.9,1.1,28.8,74.9,0.000,0.001,0.001,0.001,0.0,13.7,8.0,
22/02/2013,14:00,35,3.7,19.2,1.3,29.3,75.0,0.000,0.000,0.000,0.002,0.0,8.0,7.3,
22/02/2013,15:00,19,3.1,23.7,1.3,30.0,71.5,0.001,0.002,0.002,0.003,0.0,13.8,10.4,
22/02/2013,16:00,2,3.0,22.7,1.2,29.3,74.4,0.000,0.001,0.001,0.002,0.1,18.0,14.5,
22/02/2013,17:00,357,3.1,21.3,1.3,28.0,79.6,0.000,0.000,0.000,0.001,0.0,14.8,7.9,
22/02/2013,18:00,351,2.5,22.2,1.0,27.2,82.4,0.000,0.002,0.002,0.001,0.0,11.0,4.1,
22/02/2013,19:00,344,2.2,24.8,1.1,27.0,81.6,0.001,0.002,0.003,0.004,0.1,16.2,8.3,
22/02/2013,20:00,328,1.5,25.5,0.7,26.9,78.4,0.000,0.009,0.009,0.025,0.2,13.5,4.6,
22/02/2013,21:00,333,1.2,27.8,0.8,26.1,81.4,0.008,0.017,0.025,0.025,0.1,17.7,8.4,
22/02/2013,22:00,321,1.4,27.9,0.6,25.9,82.7,0.006,0.015,0.021,0.041,0.2,22.7,9.5,
22/02/2013,23:00,332,1.0,40.3,0.7,25.6,84.9,0.007,0.020,0.026,0.032,0.2,19.7,8.9,
23/02/2013,00:00,307,1.2,42.6,0.8,25.5,85.1,,,,,,17.1,7.8,
23/02/2013,01:00,279,0.7,46.8,0.5,24.9,86.0,0.000,0.005,0.005,0.004,0.0,9.3,1.1,
23/02/2013,02:00,243,0.4,67.0,0.3,24.1,88.5,0.004,0.014,0.018,0.005,0.1,4.9,-2.8,
23/02/2013,03:00,222,0.2,83.3,0.3,23.2,91.2,0.000,0.007,0.007,0.002,0.0,5.3,-0.3,
23/02/2013,04:00,186,0.3,64.9,0.2,22.8,92.6,0.001,0.010,0.011,0.001,0.1,11.1,6.8,
23/02/2013,05:00,213,0.2,64.4,0.2,22.5,92.9,0.000,0.006,0.006,0.001,0.0,10.9,6.5,
23/02/2013,06:00,38,0.2,173.5,0.3,24.8,86.3,0.001,0.003,0.004,0.002,0.1,7.6,3.8,
23/02/2013,07:00,35,0.2,98.5,0.4,28.3,74.1,0.004,0.006,0.009,0.007,0.1,10.5,5.6,
23/02/2013,08:00,298,1.1,47.7,0.6,28.5,73.5,0.011,0.008,0.019,0.022,0.1,12.2,5.5,
23/02/2013,09:00,15,2.1,31.5,1.1,28.4,75.8,0.013,0.009,0.021,0.010,0.0,15.0,7.4,
23/02/2013,10:00,23,3.1,18.3,1.0,28.5,74.4,0.000,0.000,0.000,0.001,0.0,15.1,6.6,
23/02/2013,11:00,35,2.6,22.3,0.9,29.5,72.8,0.000,0.000,0.000,0.001,0.0,14.4,6.0,
23/02/2013,12:00,35,3.0,23.2,1.1,29.7,73.6,0.000,0.000,0.000,0.001,0.1,12.5,7.3,
23/02/2013,13:00,12,3.1,175.1,1.1,29.2,75.1,0.000,0.000,0.000,0.001,0.0,13.0,8.2,
23/02/2013,14:00,11,3.1,179.6,1.3,29.1,76.0,0.000,0.000,0.000,0.001,0.0,8.4,3.1,
23/02/2013,15:00,11,3.1,180.1,1.1,29.5,73.4,0.000,0.000,0.000,0.001,0.0,7.8,3.4,
23/02/2013,16:00,28,3.0,17.6,1.1,28.3,78.6,0.000,0.000,0.000,0.001,0.0,13.2,8.9,
23/02/2013,17:00,29,2.5,20.4,0.9,27.4,83.1,0.000,0.000,0.000,0.001,0.0,6.2,1.4,
23/02/2013,18:00,15,1.9,20.2,0.7,26.9,84.6,0.000,0.000,0.000,0.001,0.0,11.3,7.1,
23/02/2013,19:00,18,1.9,21.0,0.7,26.7,85.4,0.000,0.001,0.001,0.001,0.0,7.2,2.1,
23/02/2013,20:00,18,1.7,22.0,0.7,26.7,85.3,0.000,0.000,0.000,0.001,0.0,5.3,0.5,
23/02/2013,21:00,14,1.4,23.2,0.6,26.5,86.3,0.000,0.000,0.000,0.001,0.0,7.1,2.7,
23/02/2013,22:00,4,1.1,23.6,0.4,26.3,87.0,0.000,0.000,0.000,0.001,0.0,4.7,0.5,
23/02/2013,23:00,10,0.7,169.7,0.4,26.1,88.1,0.000,0.000,0.000,0.001,0.0,1.2,-2.4,
24/02/2013,00:00,33,1.2,20.1,0.5,26.0,88.7,,,,,,0.3,-3.3,
24/02/2013,01:00,47,1.5,26.1,0.7,26.1,87.7,0.000,0.000,0.000,0.001,0.0,2.7,-0.9,
24/02/2013,02:00,74,1.3,21.3,0.5,26.1,88.2,0.000,0.001,0.001,0.001,0.0,3.9,0.7,
24/02/2013,03:00,73,1.5,16.4,0.5,26.1,87.7,0.000,0.001,0.001,0.001,0.0,5.2,1.3,
24/02/2013,04:00,93,1.4,24.2,0.5,25.9,87.8,0.000,0.003,0.003,0.002,0.0,7.9,3.7,
24/02/2013,05:00,137,1.2,20.5,0.4,25.5,89.9,0.000,0.001,0.001,0.001,0.0,4.1,0.1,
24/02/2013,06:00,157,1.5,15.3,0.4,25.3,91.5,0.000,0.000,0.000,0.001,0.1,6.8,3.3,
24/02/2013,07:00,150,1.7,15.1,0.5,25.9,89.7,0.000,0.000,0.000,0.001,0.0,5.5,1.6,
24/02/2013,08:00,136,1.8,17.4,0.7,25.9,90.0,0.000,0.001,0.001,0.001,0.1,2.2,-1.9,
24/02/2013,09:00,98,2.7,25.5,1.4,26.4,88.4,0.000,0.001,0.001,0.001,0.1,8.6,4.8,
24/02/2013,10:00,32,4.6,18.4,1.8,25.2,89.1,0.000,0.000,0.000,0.001,0.0,13.7,4.6,
24/02/2013,11:00,25,2.7,27.7,1.1,24.3,90.5,0.000,0.000,0.000,0.001,0.0,18.5,3.0,
24/02/2013,12:00,63,2.1,23.5,0.8,24.9,82.8,0.000,0.000,0.000,0.001,0.0,16.7,1.6,
24/02/2013,13:00,74,2.2,19.6,0.7,25.3,82.2,0.000,0.001,0.001,0.001,0.0,9.1,1.3,
24/02/2013,14:00,64,1.6,19.6,0.5,25.5,82.0,0.001,0.002,0.003,0.002,0.0,7.4,2.9,
24/02/2013,15:00,98,1.8,23.8,0.8,24.9,84.3,0.000,0.002,0.002,0.002,0.1,4.1,-0.4,
24/02/2013,16:00,72,1.2,36.4,0.6,24.6,86.0,0.000,0.001,0.001,0.001,0.0,0.8,-2.6,
24/02/2013,17:00,158,0.7,51.0,0.5,24.4,86.3,0.000,0.002,0.002,0.001,0.0,1.9,-1.2,
24/02/2013,18:00,130,1.4,19.2,0.7,24.1,85.1,0.000,0.002,0.002,0.001,0.0,2.5,-0.7,
24/02/2013,19:00,139,1.2,32.9,0.8,23.7,84.4,0.000,0.000,0.000,0.001,0.0,2.8,-0.8,
24/02/2013,20:00,155,1.3,29.0,0.6,23.1,89.1,0.000,0.000,0.000,0.001,0.0,2.9,-0.9,
24/02/2013,21:00,182,1.0,17.3,0.4,23.0,91.4,0.000,0.000,0.000,0.001,0.0,3.1,-0.5,
24/02/2013,22:00,185,1.1,14.1,0.4,23.0,91.6,0.000,0.000,0.000,0.001,0.0,6.1,3.2,
24/02/2013,23:00,185,1.2,18.6,0.4,23.0,92.4,0.000,0.001,0.001,0.001,0.0,4.4,1.6,
25/02/2013,00:00,189,1.4,18.8,0.5,23.0,92.5,,,,,,4.0,0.2,
25/02/2013,01:00,195,1.5,16.5,0.5,22.9,92.4,0.000,0.000,0.000,0.001,0.0,1.8,-1.6,
25/02/2013,02:00,184,1.5,13.6,0.4,22.7,93.3,0.000,0.000,0.000,0.001,0.0,6.2,2.6,
25/02/2013,03:00,172,1.5,16.4,0.4,22.6,93.7,0.000,0.000,0.000,0.001,0.0,5.5,1.8,
25/02/2013,04:00,169,1.6,14.6,0.5,22.5,93.7,0.000,0.000,0.000,0.001,0.0,0.4,-3.9,
25/02/2013,05:00,178,1.8,13.2,0.5,22.5,94.1,0.000,0.001,0.001,0.001,0.0,-1.2,-4.8,
25/02/2013,06:00,186,1.7,15.9,0.4,22.8,94.0,0.000,0.002,0.002,0.001,0.0,,,
25/02/2013,07:00,171,1.8,14.7,0.6,23.7,91.5,0.000,0.002,0.002,0.001,0.0,3.7,1.6,
25/02/2013,08:00,140,1.6,26.4,0.6,26.9,81.2,0.001,0.001,0.002,0.001,0.1,1.7,-0.1,
25/02/2013,09:00,108,2.0,25.5,0.9,28.8,72.4,0.000,0.000,0.000,0.001,0.1,3.6,1.8,
25/02/2013,10:00,96,2.8,19.4,1.0,28.0,76.7,0.000,0.000,0.000,0.001,0.1,1.6,-0.4,
25/02/2013,11:00,91,2.3,24.5,0.8,27.2,81.5,0.000,0.000,0.000,0.001,0.0,0.7,-1.8,
25/02/2013,12:00,65,2.6,20.4,0.8,27.9,78.7,0.000,0.000,0.000,0.001,0.1,4.7,1.7,
25/02/2013,13:00,59,3.3,17.9,1.1,27.2,80.2,0.000,0.000,0.000,0.001,0.0,3.8,1.3,
25/02/2013,14:00,71,2.6,18.8,0.9,26.9,79.5,0.002,0.001,0.002,0.002,0.0,1.8,-0.1,
25/02/2013,15:00,81,2.5,22.5,1.1,26.6,81.9,0.000,0.000,0.000,0.001,0.0,3.2,1.6,
25/02/2013,16:00,82,1.8,27.1,1.2,24.6,91.5,0.000,0.000,0.000,0.001,0.0,8.5,4.1,
25/02/2013,17:00,77,4.1,16.4,1.4,25.4,88.4,0.000,0.000,0.000,0.001,0.0,9.7,1.0,
25/02/2013,18:00,70,5.0,16.7,1.7,25.0,89.2,0.000,0.000,0.000,0.001,0.0,16.9,4.8,
25/02/2013,19:00,81,3.9,16.9,1.5,25.3,86.3,0.000,0.000,0.000,0.001,0.0,17.5,3.5,
25/02/2013,20:00,78,4.0,15.7,1.3,26.1,81.9,0.000,0.000,0.000,0.001,0.0,20.5,5.0,
25/02/2013,21:00,94,3.6,18.8,1.4,25.9,84.5,0.000,0.000,0.000,0.001,0.0,26.2,9.1,
25/02/2013,22:00,89,4.3,17.6,1.6,25.5,87.1,0.000,0.000,0.000,0.001,0.0,20.2,3.0,
25/02/2013,23:00,85,4.3,16.7,1.7,26.1,83.9,0.000,0.000,0.000,0.001,0.0,18.0,0.7,
26/02/2013,00:00,76,3.9,16.9,1.3,26.5,80.6,,,,,,25.7,5.5,
26/02/2013,01:00,81,3.6,15.8,1.2,26.5,79.5,0.000,0.002,0.002,0.002,0.0,27.1,7.9,
26/02/2013,02:00,82,3.6,14.9,1.3,26.4,80.7,0.000,0.000,0.000,0.001,0.0,23.2,5.9,
26/02/2013,03:00,161,1.8,23.2,0.6,24.2,88.9,0.000,0.000,0.000,0.001,0.0,17.8,4.0,
26/02/2013,04:00,173,1.6,20.2,0.5,23.0,93.3,0.000,0.000,0.000,0.001,0.0,12.2,3.4,
26/02/2013,05:00,110,2.0,49.7,1.5,23.0,93.5,0.000,0.000,0.000,0.001,0.0,17.1,6.3,
26/02/2013,06:00,145,2.1,26.5,1.0,22.8,94.9,0.000,0.001,0.001,0.001,0.0,15.0,5.9,
26/02/2013,07:00,153,2.7,17.3,1.1,22.3,94.3,0.000,0.001,0.001,0.001,0.0,7.0,2.9,
26/02/2013,08:00,167,2.9,15.1,0.9,24.3,87.5,0.000,0.001,0.001,0.001,0.0,6.9,3.0,
26/02/2013,09:00,154,3.3,13.9,1.1,26.7,81.1,0.001,0.000,0.001,0.001,0.0,4.0,0.1,
26/02/2013,10:00,88,3.0,40.5,1.7,23.8,90.5,0.000,0.000,0.000,0.001,0.0,4.9,0.3,
26/02/2013,11:00,129,2.3,21.3,0.9,23.1,94.1,0.001,0.001,0.001,0.001,0.0,13.8,6.9,
26/02/2013,12:00,158,2.8,12.6,0.8,22.8,94.0,0.000,0.001,0.001,0.001,0.0,5.4,-0.1,
26/02/2013,13:00,169,2.6,12.3,0.8,22.7,92.7,0.000,0.000,0.000,0.001,0.0,5.7,3.3,
26/02/2013,14:00,148,1.6,20.4,0.7,22.7,93.5,0.001,0.002,0.002,0.001,0.0,3.4,1.2,
26/02/2013,15:00,126,0.9,55.9,0.8,22.9,94.7,0.001,0.003,0.004,0.001,0.1,5.0,3.1,
26/02/2013,16:00,132,1.4,26.9,0.8,23.1,93.4,0.000,0.001,0.001,0.001,0.0,3.8,1.7,
26/02/2013,17:00,148,2.1,16.7,0.7,23.1,92.0,0.000,0.001,0.001,0.001,0.0,2.6,-2.8,
26/02/2013,18:00,169,2.1,11.9,0.6,22.4,93.4,0.000,0.000,0.000,0.001,0.0,5.4,1.4,
26/02/2013,19:00,174,2.1,12.9,0.6,22.2,92.3,0.000,0.000,0.000,0.001,0.0,6.1,2.2,
26/02/2013,20:00,137,1.7,40.6,0.8,22.4,92.5,0.000,0.000,0.000,0.001,0.0,,,
26/02/2013,21:00,105,3.9,24.0,2.3,22.3,94.9,0.000,0.000,0.000,0.001,0.0,4.0,-3.2,
26/02/2013,22:00,160,2.7,12.8,0.9,22.1,95.3,0.000,0.000,0.000,0.001,0.0,6.7,-3.5,
26/02/2013,23:00,166,2.3,13.2,0.7,22.2,95.1,0.000,0.000,0.000,0.001,0.0,0.6,-4.3,
27/02/2013,00:00,159,1.6,61.7,1.1,22.4,95.0,,,,,,5.0,-0.2,
27/02/2013,01:00,162,2.6,12.1,0.8,22.7,95.1,0.000,0.000,0.000,0.001,0.0,6.3,-0.9,
27/02/2013,02:00,109,1.4,51.8,0.9,23.0,95.6,0.000,0.000,0.000,0.001,0.0,9.5,1.8,
27/02/2013,03:00,173,1.9,35.4,0.9,22.4,95.7,0.000,0.000,0.000,0.001,0.0,5.1,0.3,
27/02/2013,04:00,134,2.5,22.3,1.0,22.3,96.1,0.000,0.000,0.000,0.001,0.0,0.0,-3.7,
27/02/2013,05:00,140,2.3,20.5,0.9,22.3,95.9,0.000,0.001,0.001,0.001,0.0,6.8,0.1,
27/02/2013,06:00,172,2.4,14.0,0.7,22.1,95.7,0.000,0.000,0.000,0.000,0.0,5.9,1.0,
27/02/2013,07:00,152,2.0,51.5,1.0,22.5,95.6,0.000,0.001,0.001,0.001,0.0,6.7,4.7,
27/02/2013,08:00,151,2.4,12.3,0.6,23.7,94.7,0.001,0.002,0.002,0.001,0.0,7.0,1.2,
27/02/2013,09:00,135,2.6,17.8,1.0,25.0,90.5,0.000,0.000,0.000,0.001,0.0,14.1,3.7,
27/02/2013,10:00,115,3.5,20.5,1.5,26.2,82.7,0.000,0.000,0.000,0.001,0.0,23.4,6.1,
27/02/2013,11:00,108,4.0,19.6,1.5,27.0,79.0,0.001,0.000,0.001,0.001,0.0,32.9,9.1,
27/02/2013,12:00,104,4.5,18.8,1.8,27.0,77.6,0.000,0.000,0.000,0.001,0.0,31.1,7.7,
27/02/2013,13:00,111,4.2,19.8,1.7,28.2,74.6,0.000,0.000,0.000,0.001,0.0,29.3,6.5,
27/02/2013,14:00,108,4.2,19.2,1.7,28.6,72.7,0.000,0.000,0.000,0.001,0.0,27.9,5.7,
27/02/2013,15:00,109,4.0,20.6,1.7,27.9,74.1,0.000,0.000,0.000,0.001,0.0,29.3,8.7,
27/02/2013,16:00,119,4.0,19.6,1.6,26.9,77.4,0.000,0.000,0.000,0.001,0.0,28.9,8.9,
27/02/2013,17:00,123,4.0,17.3,1.6,26.5,78.2,0.000,0.000,0.000,0.001,0.0,26.2,5.5,
27/02/2013,18:00,127,3.0,17.8,1.2,25.9,79.4,0.000,0.000,0.000,0.001,0.0,25.1,3.0,
27/02/2013,19:00,133,2.3,17.1,0.9,25.5,81.0,0.000,0.000,0.000,0.001,0.0,29.1,5.8,
27/02/2013,20:00,141,1.9,15.9,0.7,24.9,83.0,0.000,0.000,0.000,0.001,0.0,23.9,1.5,
27/02/2013,21:00,150,1.7,13.9,0.5,24.2,85.2,0.000,0.000,0.000,0.001,0.0,15.3,-1.5,
27/02/2013,22:00,157,1.7,9.5,0.4,23.9,88.6,0.000,0.000,0.000,0.001,0.0,13.8,-0.9,
27/02/2013,23:00,157,1.5,12.7,0.4,24.1,87.9,0.000,0.000,0.000,0.001,0.0,22.6,5.0,
