Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Sulfur Dioxide (ppm)
13/03/2013,20:00,82,0.8,33.1,0.5,0.000
13/03/2013,21:00,129,1.1,32.6,0.8,0.000
13/03/2013,22:00,145,1.2,20.8,0.7,0.000
13/03/2013,23:00,132,1.0,26.6,0.6,0.000
14/03/2013,00:00,164,0.9,28.5,0.4,
14/03/2013,01:00,161,0.3,75.8,0.3,0.001
14/03/2013,02:00,164,0.6,35.4,0.4,0.000
14/03/2013,03:00,135,0.3,80.7,0.3,0.000
14/03/2013,04:00,152,0.3,97.6,0.5,0.000
14/03/2013,05:00,222,0.2,129.7,0.2,0.000
14/03/2013,06:00,354,0.2,70.0,0.2,0.000
14/03/2013,07:00,357,0.2,170.7,0.2,0.000
14/03/2013,08:00,301,0.5,41.1,0.2,0.000
14/03/2013,09:00,5,1.4,35.3,0.8,0.001
14/03/2013,10:00,13,0.8,168.5,0.8,0.001
14/03/2013,11:00,88,1.3,67.6,1.3,0.001
14/03/2013,12:00,115,1.4,52.5,1.3,0.000
14/03/2013,13:00,123,1.5,57.4,1.4,0.000
14/03/2013,14:00,141,2.5,33.4,1.6,0.000
14/03/2013,15:00,127,1.9,34.0,1.3,0.000
14/03/2013,16:00,134,1.8,37.7,1.3,0.000
14/03/2013,17:00,151,2.7,28.0,1.7,0.000
14/03/2013,18:00,156,2.6,17.2,1.3,0.000
14/03/2013,19:00,142,1.4,25.6,1.0,0.000
14/03/2013,20:00,137,1.3,27.6,0.8,0.000
14/03/2013,21:00,156,1.1,20.6,0.5,0.000
14/03/2013,22:00,167,0.8,13.8,0.4,0.000
14/03/2013,23:00,174,0.7,9.1,0.2,0.000
15/03/2013,00:00,144,0.3,84.1,0.3,
15/03/2013,01:00,166,0.8,12.6,0.3,0.001
15/03/2013,02:00,162,1.2,8.9,0.4,0.000
15/03/2013,03:00,166,1.6,9.5,0.5,0.001
15/03/2013,04:00,146,0.7,36.6,0.4,0.001
15/03/2013,05:00,172,0.9,39.4,0.5,0.001
15/03/2013,06:00,183,0.8,17.1,0.4,0.000
15/03/2013,07:00,183,0.6,12.9,0.2,0.000
15/03/2013,08:00,93,0.4,76.7,0.6,0.000
15/03/2013,09:00,69,1.7,41.2,1.1,0.001
15/03/2013,10:00,76,2.0,42.9,1.4,0.001
15/03/2013,11:00,85,2.0,49.7,1.6,0.000
15/03/2013,12:00,111,1.9,44.4,1.4,0.000
15/03/2013,13:00,132,2.2,36.4,1.5,0.000
15/03/2013,14:00,99,1.5,47.1,1.3,0.000
15/03/2013,15:00,128,1.7,42.6,1.2,0.000
15/03/2013,16:00,95,1.7,44.3,1.3,0.000
15/03/2013,17:00,109,1.7,38.7,1.2,0.000
15/03/2013,18:00,135,1.7,25.6,1.1,0.000
15/03/2013,19:00,119,1.2,29.3,0.8,0.000
15/03/2013,20:00,131,1.3,22.5,0.8,0.000
15/03/2013,21:00,150,1.1,23.2,0.6,0.000
15/03/2013,22:00,164,1.0,12.3,0.5,0.000
15/03/2013,23:00,175,0.7,14.1,0.2,0.000
16/03/2013,00:00,154,0.2,91.2,0.6,
16/03/2013,01:00,152,0.3,73.5,0.3,0.000
16/03/2013,02:00,129,0.3,82.3,0.3,0.001
16/03/2013,03:00,95,0.6,49.7,0.5,0.000
16/03/2013,04:00,135,0.6,49.2,0.5,0.000
16/03/2013,05:00,166,0.8,29.5,0.4,0.000
16/03/2013,06:00,186,0.5,48.4,0.4,0.001
16/03/2013,07:00,159,0.2,65.9,0.3,0.000
16/03/2013,08:00,3,0.1,118.3,0.5,0.001
16/03/2013,09:00,17,2.3,28.5,1.0,0.001
16/03/2013,10:00,40,2.6,26.5,1.3,0.000
16/03/2013,11:00,53,2.0,49.2,1.3,0.000
16/03/2013,12:00,74,2.3,38.1,1.5,0.000
16/03/2013,13:00,116,1.8,43.4,1.3,0.000
16/03/2013,14:00,93,1.8,43.2,1.4,0.000
16/03/2013,15:00,81,1.8,42.1,1.3,0.000
16/03/2013,16:00,89,1.3,59.3,1.4,0.000
16/03/2013,17:00,94,1.6,41.3,1.1,0.000
16/03/2013,18:00,120,1.3,34.5,1.0,0.000
16/03/2013,19:00,119,1.1,30.3,0.7,0.000
16/03/2013,20:00,147,1.2,25.7,0.5,0.000
16/03/2013,21:00,131,1.3,25.2,0.8,0.000
16/03/2013,22:00,160,1.1,30.3,0.5,0.000
16/03/2013,23:00,173,0.8,15.3,0.4,0.000
17/03/2013,00:00,153,0.6,42.5,0.6,
17/03/2013,01:00,144,0.3,84.8,0.5,0.001
17/03/2013,02:00,172,0.1,123.6,0.5,0.000
17/03/2013,03:00,45,0.4,106.9,0.5,0.000
17/03/2013,04:00,167,0.7,62.8,0.9,0.000
17/03/2013,05:00,165,2.2,8.4,0.7,0.000
17/03/2013,06:00,167,2.1,9.5,0.6,0.000
17/03/2013,07:00,165,2.0,11.6,0.7,0.000
17/03/2013,08:00,164,1.8,21.9,0.9,0.000
17/03/2013,09:00,160,0.5,96.9,0.7,0.001
17/03/2013,10:00,334,0.2,103.7,0.5,0.000
17/03/2013,11:00,34,1.0,65.6,1.0,0.000
17/03/2013,12:00,132,1.1,62.5,1.0,0.000
17/03/2013,13:00,173,1.4,57.8,1.3,0.000
17/03/2013,14:00,134,1.2,59.8,1.1,0.000
17/03/2013,15:00,130,1.5,45.4,1.0,0.000
17/03/2013,16:00,157,2.2,27.1,1.2,0.000
17/03/2013,17:00,161,2.3,28.9,1.3,0.000
17/03/2013,18:00,152,2.5,16.9,1.2,0.000
17/03/2013,19:00,151,2.0,14.9,1.0,0.000
17/03/2013,20:00,148,2.2,14.0,1.0,0.000
17/03/2013,21:00,150,2.5,11.8,1.1,0.000
17/03/2013,22:00,146,2.8,14.5,1.5,0.000
17/03/2013,23:00,143,2.5,16.2,1.3,0.000
18/03/2013,00:00,141,2.3,20.3,1.2,
18/03/2013,01:00,139,2.2,18.7,1.2,0.000
18/03/2013,02:00,142,2.6,16.0,1.3,0.000
18/03/2013,03:00,140,2.4,16.1,1.2,0.000
18/03/2013,04:00,136,2.3,20.5,1.3,0.001
18/03/2013,05:00,137,1.7,24.9,1.0,0.000
18/03/2013,06:00,140,1.6,23.7,0.9,0.000
18/03/2013,07:00,143,1.8,29.2,1.2,0.000
18/03/2013,08:00,123,1.6,36.5,1.0,0.000
18/03/2013,09:00,116,1.5,38.5,1.0,0.000
18/03/2013,10:00,90,1.8,36.1,1.2,0.000
18/03/2013,11:00,124,1.7,36.5,1.1,0.000
18/03/2013,12:00,133,1.8,40.8,1.2,0.000
18/03/2013,13:00,149,1.9,42.6,1.4,0.000
18/03/2013,14:00,162,1.4,63.6,1.3,0.000
18/03/2013,15:00,184,1.9,53.7,1.4,0.000
18/03/2013,16:00,166,2.0,36.9,1.2,0.006
18/03/2013,17:00,154,1.8,35.1,1.2,0.001
18/03/2013,18:00,166,2.8,16.5,1.1,0.001
18/03/2013,19:00,159,2.4,13.1,1.0,0.000
18/03/2013,20:00,155,2.0,14.4,1.0,0.000
18/03/2013,21:00,151,2.1,11.9,0.9,0.000
18/03/2013,22:00,156,2.4,10.5,0.9,0.000
18/03/2013,23:00,152,1.9,12.3,0.9,0.000
19/03/2013,00:00,153,2.5,12.9,1.0,
19/03/2013,01:00,159,2.7,9.1,0.9,0.001
19/03/2013,02:00,157,2.4,10.0,1.0,0.000
19/03/2013,03:00,158,2.2,11.7,1.0,0.000
19/03/2013,04:00,164,1.8,10.6,0.7,0.000
19/03/2013,05:00,163,1.9,10.1,0.7,0.000
19/03/2013,06:00,162,1.5,13.2,0.7,0.000
19/03/2013,07:00,158,1.8,18.7,0.9,0.000
19/03/2013,08:00,153,2.6,13.8,1.2,0.000
19/03/2013,09:00,148,2.3,19.6,1.2,0.001
19/03/2013,10:00,101,1.6,41.3,1.0,0.001
19/03/2013,11:00,151,1.4,44.8,1.0,0.000
19/03/2013,12:00,174,1.3,59.7,1.2,0.000
19/03/2013,13:00,157,1.0,86.1,1.2,0.002
19/03/2013,14:00,190,1.5,56.9,1.3,0.003
19/03/2013,15:00,198,1.8,38.0,1.2,0.021
19/03/2013,16:00,175,2.0,36.1,1.2,0.028
19/03/2013,17:00,171,2.2,26.1,1.1,0.007
19/03/2013,18:00,163,2.0,18.4,1.0,0.002
19/03/2013,19:00,168,1.4,11.2,0.5,0.001
19/03/2013,20:00,165,1.4,8.6,0.5,0.000
19/03/2013,21:00,162,1.6,7.4,0.5,0.001
19/03/2013,22:00,162,1.8,7.4,0.5,0.001
19/03/2013,23:00,162,1.7,8.1,0.5,0.002
20/03/2013,00:00,159,2.0,11.8,0.7,
20/03/2013,01:00,160,2.4,8.4,0.8,0.001
20/03/2013,02:00,156,1.8,9.9,0.7,0.001
20/03/2013,03:00,160,1.9,9.9,0.7,0.001
20/03/2013,04:00,163,1.3,12.7,0.5,0.001
20/03/2013,05:00,162,0.9,14.4,0.4,0.001
20/03/2013,06:00,161,1.5,9.9,0.6,0.001
20/03/2013,07:00,167,1.8,11.0,0.7,0.000
20/03/2013,08:00,155,2.2,18.9,1.0,0.001
20/03/2013,09:00,151,2.9,16.1,1.3,0.001
20/03/2013,10:00,129,1.6,43.0,1.1,0.001
20/03/2013,11:00,91,1.1,59.1,0.9,0.001
20/03/2013,12:00,93,0.7,83.0,0.9,0.001
20/03/2013,13:00,170,1.0,65.6,0.9,0.001
20/03/2013,14:00,168,1.1,77.7,1.2,0.000
20/03/2013,15:00,241,0.4,97.2,0.8,0.001
20/03/2013,16:00,130,0.5,88.7,0.8,0.001
20/03/2013,17:00,119,0.9,66.7,0.8,0.000
20/03/2013,18:00,67,0.6,74.1,0.6,0.000
20/03/2013,19:00,63,0.8,28.2,0.4,0.000
20/03/2013,20:00,37,0.4,40.6,0.2,0.000
20/03/2013,21:00,38,0.4,142.8,0.3,0.000
20/03/2013,22:00,61,2.3,21.1,1.2,0.000
20/03/2013,23:00,52,1.9,22.8,1.0,0.001
21/03/2013,00:00,51,2.9,20.5,1.3,
21/03/2013,01:00,57,2.5,25.4,1.2,0.000
21/03/2013,02:00,52,2.2,22.6,1.2,0.000
21/03/2013,03:00,43,2.3,18.4,1.1,0.000
21/03/2013,04:00,43,2.4,15.7,1.1,0.000
21/03/2013,05:00,41,2.4,14.3,1.0,0.000
21/03/2013,06:00,40,2.1,17.0,0.9,0.000
21/03/2013,07:00,61,2.2,16.5,1.0,0.000
21/03/2013,08:00,59,2.6,15.9,1.0,0.000
21/03/2013,09:00,37,2.9,18.7,1.3,0.001
21/03/2013,10:00,45,3.1,24.8,1.4,0.001
21/03/2013,11:00,24,2.5,33.3,1.3,0.001
21/03/2013,12:00,50,1.6,55.6,1.3,0.000
21/03/2013,13:00,140,0.9,76.0,1.0,0.000
21/03/2013,14:00,164,1.2,76.1,1.4,0.000
21/03/2013,15:00,137,1.0,63.4,1.0,0.000
21/03/2013,16:00,138,1.1,71.8,1.1,0.000
21/03/2013,17:00,143,1.3,49.4,0.9,0.000
21/03/2013,18:00,94,0.9,51.2,0.7,0.000
21/03/2013,19:00,83,0.6,39.4,0.4,0.000
21/03/2013,20:00,205,0.3,79.2,0.3,0.000
21/03/2013,21:00,196,0.7,27.2,0.4,0.000
21/03/2013,22:00,196,0.5,30.4,0.2,0.000
21/03/2013,23:00,191,0.3,55.1,0.2,0.001
22/03/2013,00:00,196,0.1,89.2,0.2,
22/03/2013,01:00,179,0.6,21.3,0.2,0.001
22/03/2013,02:00,171,0.6,12.0,0.2,0.000
22/03/2013,03:00,183,0.8,18.2,0.3,0.000
22/03/2013,04:00,197,0.5,37.3,0.3,0.000
22/03/2013,05:00,157,0.3,60.6,0.3,0.002
22/03/2013,06:00,62,1.4,22.2,0.7,0.000
22/03/2013,07:00,38,1.4,29.6,0.8,0.001
22/03/2013,08:00,29,2.9,17.1,1.3,0.000
22/03/2013,09:00,15,3.8,20.5,1.4,0.001
22/03/2013,10:00,358,3.3,25.1,1.6,0.001
22/03/2013,11:00,19,2.7,30.7,1.4,0.001
22/03/2013,12:00,17,3.0,29.6,1.6,0.000
22/03/2013,13:00,20,1.6,47.5,1.1,0.000
22/03/2013,14:00,8,1.5,164.3,1.1,0.000
22/03/2013,15:00,17,1.9,45.1,1.3,0.000
22/03/2013,16:00,346,1.5,33.4,1.0,0.000
22/03/2013,17:00,190,2.2,41.6,1.4,0.046
22/03/2013,18:00,158,1.1,62.9,1.3,0.007
22/03/2013,19:00,98,0.4,87.0,0.4,0.001
22/03/2013,20:00,167,0.2,79.9,0.3,0.002
22/03/2013,21:00,44,0.1,147.2,0.1,0.003
22/03/2013,22:00,191,0.5,37.6,0.3,0.003
22/03/2013,23:00,156,1.6,21.0,0.9,0.005
23/03/2013,00:00,162,2.3,24.9,1.3,
23/03/2013,01:00,161,2.6,10.0,1.0,0.001
23/03/2013,02:00,171,0.3,93.4,0.5,0.001
23/03/2013,03:00,330,0.3,59.9,0.2,0.001
23/03/2013,04:00,354,1.2,165.5,0.4,0.000
23/03/2013,05:00,336,0.7,25.6,0.3,0.001
23/03/2013,06:00,285,0.3,58.9,0.2,0.002
23/03/2013,07:00,223,0.3,67.4,0.2,0.001
23/03/2013,08:00,63,0.3,95.9,0.5,0.001
23/03/2013,09:00,64,1.2,49.6,0.9,0.001
23/03/2013,10:00,26,2.5,29.0,1.2,0.001
23/03/2013,11:00,14,2.4,30.3,1.3,0.001
23/03/2013,12:00,44,2.0,45.3,1.3,0.001
23/03/2013,13:00,27,1.3,155.0,1.1,0.000
23/03/2013,14:00,63,1.2,69.1,1.2,0.000
23/03/2013,15:00,52,1.7,56.9,1.2,0.000
23/03/2013,16:00,56,2.6,57.7,2.3,0.000
23/03/2013,17:00,183,1.8,19.8,1.0,0.006
23/03/2013,18:00,178,0.8,40.1,0.5,0.000
23/03/2013,19:00,177,1.0,24.8,0.5,0.000
23/03/2013,20:00,199,0.5,58.2,0.4,0.000
23/03/2013,21:00,334,0.4,37.1,0.2,0.000
23/03/2013,22:00,107,0.1,124.7,0.2,0.001
23/03/2013,23:00,51,0.8,62.0,0.9,0.002
24/03/2013,00:00,12,2.4,21.7,1.0,
24/03/2013,01:00,344,2.6,22.5,1.4,0.001
24/03/2013,02:00,329,1.5,19.1,0.9,0.001
24/03/2013,03:00,307,0.7,26.2,0.4,0.001
24/03/2013,04:00,250,1.0,26.1,0.5,0.001
24/03/2013,05:00,212,1.7,18.9,0.8,0.003
24/03/2013,06:00,176,2.2,15.7,0.8,0.007
24/03/2013,07:00,163,3.2,11.1,1.1,0.003
24/03/2013,08:00,161,2.4,16.4,1.1,0.001
24/03/2013,09:00,163,2.3,15.3,1.1,0.001
24/03/2013,10:00,158,1.0,57.3,0.9,0.001
24/03/2013,11:00,65,1.1,59.8,1.0,0.001
24/03/2013,12:00,42,2.2,35.4,1.2,0.001
24/03/2013,13:00,36,1.6,47.9,1.2,0.001
24/03/2013,14:00,64,1.6,43.5,1.1,0.000
24/03/2013,15:00,71,1.4,50.3,1.1,0.000
24/03/2013,16:00,56,1.8,44.8,1.3,0.000
24/03/2013,17:00,75,1.7,40.3,1.2,0.000
24/03/2013,18:00,85,0.9,48.9,0.7,0.001
24/03/2013,19:00,108,0.5,60.4,0.5,0.000
24/03/2013,20:00,140,0.7,31.5,0.4,0.000
24/03/2013,21:00,98,0.4,58.5,0.3,0.001
24/03/2013,22:00,81,0.6,45.8,0.4,0.000
24/03/2013,23:00,70,0.7,49.9,0.5,0.000
25/03/2013,00:00,329,0.3,54.6,0.4,
25/03/2013,01:00,153,0.4,53.4,0.6,0.001
25/03/2013,02:00,165,1.2,24.0,0.6,0.001
25/03/2013,03:00,154,1.0,11.7,0.5,0.000
25/03/2013,04:00,166,1.1,10.2,0.4,0.001
25/03/2013,05:00,154,0.9,10.7,0.3,0.001
25/03/2013,06:00,110,0.7,36.2,0.5,0.001
25/03/2013,07:00,79,1.4,29.7,1.0,0.000
25/03/2013,08:00,49,2.6,21.2,1.2,0.001
25/03/2013,09:00,32,3.6,14.5,1.3,0.001
25/03/2013,10:00,30,3.1,20.4,1.3,0.001
25/03/2013,11:00,31,3.0,29.6,1.5,0.001
25/03/2013,12:00,37,2.8,33.7,1.5,0.000
25/03/2013,13:00,39,3.8,28.2,1.9,0.000
25/03/2013,14:00,40,3.7,26.3,1.8,0.000
25/03/2013,15:00,41,3.3,29.6,1.8,0.000
25/03/2013,16:00,45,3.7,23.2,1.6,0.000
25/03/2013,17:00,48,2.8,22.8,1.4,0.000
25/03/2013,18:00,53,2.3,23.2,1.1,0.000
25/03/2013,19:00,63,1.5,19.0,0.8,0.000
25/03/2013,20:00,77,0.6,33.6,0.4,0.000
25/03/2013,21:00,78,0.5,38.5,0.3,0.000
25/03/2013,22:00,204,0.2,90.7,0.2,0.000
25/03/2013,23:00,260,0.2,82.3,0.4,0.000
26/03/2013,00:00,322,0.1,117.5,0.6,
26/03/2013,01:00,170,0.8,18.2,0.4,0.001
26/03/2013,02:00,152,0.2,70.4,0.2,0.002
26/03/2013,03:00,331,0.4,65.5,0.4,0.002
26/03/2013,04:00,359,0.4,165.0,0.2,0.002
26/03/2013,05:00,343,0.7,17.8,0.2,0.004
26/03/2013,06:00,17,0.5,43.3,0.2,0.007
26/03/2013,07:00,106,0.1,101.1,0.1,0.007
26/03/2013,08:00,15,0.4,160.8,0.2,0.003
26/03/2013,09:00,324,0.7,33.7,0.4,0.003
26/03/2013,10:00,341,2.2,27.1,1.3,0.002
26/03/2013,11:00,343,2.3,26.4,1.2,0.001
26/03/2013,12:00,13,2.0,169.0,1.4,0.001
26/03/2013,13:00,34,2.1,46.9,1.5,0.000
26/03/2013,14:00,21,3.2,27.6,1.8,0.000
26/03/2013,15:00,41,2.9,23.5,1.4,0.000
26/03/2013,16:00,62,2.5,29.2,1.4,0.000
26/03/2013,17:00,49,2.6,24.5,1.2,0.000
26/03/2013,18:00,40,2.6,20.5,1.2,0.000
26/03/2013,19:00,26,1.7,14.1,0.6,0.000
26/03/2013,20:00,26,0.8,30.7,0.5,0.000
26/03/2013,21:00,95,0.4,51.0,0.3,0.000
26/03/2013,22:00,331,0.4,53.7,0.5,0.000
26/03/2013,23:00,283,0.1,91.9,0.1,0.000
27/03/2013,00:00,338,0.5,34.0,0.3,
27/03/2013,01:00,323,0.4,39.1,0.2,0.000
27/03/2013,02:00,346,0.9,12.9,0.2,0.001
27/03/2013,03:00,349,0.9,19.5,0.3,0.001
27/03/2013,04:00,357,0.5,160.1,0.2,0.001
27/03/2013,05:00,10,0.3,187.8,0.3,0.001
27/03/2013,06:00,20,0.2,79.2,0.2,0.001
27/03/2013,07:00,346,0.2,82.1,0.2,0.001
27/03/2013,08:00,338,0.6,37.7,0.4,0.000
27/03/2013,09:00,321,1.0,27.9,0.5,0.001
27/03/2013,10:00,343,2.1,24.5,1.1,0.001
27/03/2013,11:00,347,2.1,28.3,1.2,0.001
27/03/2013,12:00,5,1.9,178.0,1.4,0.000
27/03/2013,13:00,24,2.2,41.0,1.5,0.000
27/03/2013,14:00,27,2.1,35.4,1.3,0.000
27/03/2013,15:00,55,1.9,40.5,1.2,0.000
27/03/2013,16:00,28,2.6,28.6,1.4,0.000
27/03/2013,17:00,32,2.7,22.6,1.2,0.000
27/03/2013,18:00,32,2.2,19.7,1.0,0.000
27/03/2013,19:00,33,2.2,18.2,0.8,0.000
27/03/2013,20:00,28,1.7,17.0,0.8,0.000
27/03/2013,21:00,21,1.3,20.3,0.5,0.000
27/03/2013,22:00,333,0.4,43.9,0.3,0.000
27/03/2013,23:00,55,0.5,49.5,0.4,0.000
28/03/2013,00:00,51,1.5,23.0,0.8,
28/03/2013,01:00,43,0.9,33.7,0.5,0.000
28/03/2013,02:00,18,0.6,167.5,0.4,0.000
28/03/2013,03:00,18,0.9,172.5,0.7,0.000
28/03/2013,04:00,298,0.5,27.1,0.2,0.001
28/03/2013,05:00,320,0.4,57.8,0.3,0.001
28/03/2013,06:00,270,0.3,75.7,0.2,0.001
28/03/2013,07:00,343,0.4,54.2,0.3,0.001
28/03/2013,08:00,333,0.9,23.7,0.5,0.000
28/03/2013,09:00,303,0.9,29.9,0.4,0.001
28/03/2013,10:00,290,0.5,70.0,0.5,0.006
28/03/2013,11:00,272,0.5,73.1,0.6,0.021
28/03/2013,12:00,330,0.6,68.1,0.9,0.078
28/03/2013,13:00,187,1.4,48.3,1.0,0.038
28/03/2013,14:00,131,0.7,90.3,1.3,0.015
28/03/2013,15:00,158,1.3,68.9,1.4,0.001
28/03/2013,16:00,49,1.2,41.4,0.9,0.000
28/03/2013,17:00,64,0.5,92.4,0.7,0.000
28/03/2013,18:00,93,1.1,40.8,0.8,0.000
28/03/2013,19:00,80,1.2,29.2,0.7,0.000
28/03/2013,20:00,73,1.4,24.8,0.8,0.000
28/03/2013,21:00,56,2.1,19.1,1.0,0.000
28/03/2013,22:00,62,1.5,20.0,0.8,0.000
28/03/2013,23:00,61,1.4,29.1,0.8,0.000
29/03/2013,00:00,86,0.4,48.9,0.3,
29/03/2013,01:00,87,0.3,70.7,0.3,0.000
29/03/2013,02:00,52,0.3,99.4,0.4,0.001
29/03/2013,03:00,64,1.4,21.7,0.7,0.000
29/03/2013,04:00,51,1.2,25.6,0.8,0.000
29/03/2013,05:00,65,0.9,35.5,0.5,0.001
29/03/2013,06:00,71,1.1,33.8,0.7,0.000
29/03/2013,07:00,71,1.5,26.2,0.9,0.000
29/03/2013,08:00,45,2.0,27.8,1.0,0.001
29/03/2013,09:00,30,2.7,16.6,1.1,0.000
29/03/2013,10:00,34,2.5,22.2,1.1,0.000
29/03/2013,11:00,26,3.3,16.4,1.5,0.000
29/03/2013,12:00,29,2.4,29.7,1.3,0.000
29/03/2013,13:00,27,1.9,33.1,1.2,0.000
29/03/2013,14:00,20,1.9,34.3,1.2,0.000
29/03/2013,15:00,4,1.0,178.1,0.9,0.000
29/03/2013,16:00,7,1.5,171.9,0.9,0.000
29/03/2013,17:00,1,1.2,167.8,0.8,0.000
29/03/2013,18:00,325,0.9,15.7,0.4,0.000
29/03/2013,19:00,305,0.6,10.9,0.1,0.000
29/03/2013,20:00,317,0.7,12.6,0.3,0.000
29/03/2013,21:00,12,0.4,158.8,0.1,0.000
29/03/2013,22:00,49,0.4,31.9,0.2,0.001
29/03/2013,23:00,77,0.4,39.8,0.2,0.001
30/03/2013,00:00,138,0.1,71.2,0.4,
30/03/2013,01:00,42,0.2,89.6,0.2,0.002
30/03/2013,02:00,119,0.2,115.4,0.3,0.002
30/03/2013,03:00,15,0.4,171.2,0.5,0.004
30/03/2013,04:00,2,0.2,130.1,0.3,0.005
30/03/2013,05:00,39,0.6,48.9,0.4,0.014
30/03/2013,06:00,30,0.5,37.6,0.2,0.011
30/03/2013,07:00,40,0.7,19.9,0.3,0.007
30/03/2013,08:00,320,0.4,58.3,0.4,0.002
30/03/2013,09:00,286,0.7,32.8,0.3,0.003
30/03/2013,10:00,273,1.0,29.5,0.4,0.018
30/03/2013,11:00,303,1.2,34.3,0.7,0.008
30/03/2013,12:00,287,1.1,30.9,0.7,0.007
30/03/2013,13:00,273,0.8,27.0,0.4,0.002
30/03/2013,14:00,270,0.7,51.0,0.6,0.002
30/03/2013,15:00,333,0.7,142.1,0.7,0.004
30/03/2013,16:00,298,0.4,54.0,0.4,0.007
30/03/2013,17:00,271,0.1,120.2,0.3,0.007
30/03/2013,18:00,198,0.5,37.4,0.3,0.007
30/03/2013,19:00,,0.0,132.3,0.1,0.004
30/03/2013,20:00,,0.0,104.0,0.1,0.003
30/03/2013,21:00,212,0.2,50.4,0.1,0.002
30/03/2013,22:00,17,0.2,134.9,0.1,0.002
30/03/2013,23:00,345,0.3,28.4,0.1,0.002
31/03/2013,00:00,344,0.4,19.0,0.3,
31/03/2013,01:00,313,0.6,41.5,0.3,0.001
31/03/2013,02:00,262,0.9,22.9,0.4,0.002
31/03/2013,03:00,278,0.6,34.7,0.4,0.001
31/03/2013,04:00,263,0.6,43.7,0.4,0.001
31/03/2013,05:00,239,1.0,25.5,0.6,0.010
31/03/2013,06:00,230,1.3,20.4,0.7,0.022
31/03/2013,07:00,221,1.5,17.2,0.8,0.005
31/03/2013,08:00,153,2.1,24.9,1.2,0.006
31/03/2013,09:00,167,2.6,19.6,1.3,0.001
31/03/2013,10:00,168,2.2,23.8,1.1,0.001
31/03/2013,11:00,170,1.8,39.8,1.2,0.001
31/03/2013,12:00,171,1.8,45.5,1.3,0.001
31/03/2013,13:00,169,2.1,32.9,1.4,0.001
31/03/2013,14:00,175,2.8,19.4,1.3,0.000
31/03/2013,15:00,163,1.8,29.2,1.0,0.000
31/03/2013,16:00,162,2.2,22.8,1.1,0.000
31/03/2013,17:00,160,2.5,18.3,1.2,0.000
31/03/2013,18:00,156,2.3,20.7,1.2,0.000
31/03/2013,19:00,160,3.2,11.0,1.2,0.001
31/03/2013,20:00,159,3.3,9.9,1.3,0.000
31/03/2013,21:00,159,2.8,11.0,1.1,0.000
31/03/2013,22:00,155,2.1,15.4,1.0,0.000
31/03/2013,23:00,149,2.8,13.4,1.4,0.000
01/04/2013,00:00,149,2.3,15.4,1.1,
01/04/2013,01:00,151,2.4,14.8,1.3,0.000
01/04/2013,02:00,152,2.7,16.2,1.3,0.001
01/04/2013,03:00,154,2.7,14.6,1.3,0.000
01/04/2013,04:00,161,2.7,12.4,1.1,0.001
01/04/2013,05:00,157,2.7,11.5,1.0,0.001
01/04/2013,06:00,159,2.7,15.6,1.2,0.000
01/04/2013,07:00,156,2.3,19.3,1.2,0.000
01/04/2013,08:00,154,3.3,13.3,1.4,0.000
01/04/2013,09:00,152,3.0,16.8,1.4,0.000
01/04/2013,10:00,152,2.7,20.3,1.5,0.001
01/04/2013,11:00,150,2.0,33.1,1.3,0.000
01/04/2013,12:00,147,1.7,41.3,1.2,0.000
01/04/2013,13:00,167,2.2,32.9,1.4,0.000
01/04/2013,14:00,171,2.3,41.6,1.4,0.000
01/04/2013,15:00,173,2.5,34.6,1.5,0.000
01/04/2013,16:00,174,2.9,23.3,1.4,0.000
01/04/2013,17:00,151,1.7,31.6,1.1,0.000
01/04/2013,18:00,155,2.2,25.1,1.2,0.000
01/04/2013,19:00,152,2.8,13.6,1.5,0.000
01/04/2013,20:00,157,2.4,12.9,1.2,0.000
01/04/2013,21:00,157,2.8,14.3,1.4,0.000
01/04/2013,22:00,155,2.6,15.3,1.2,0.000
01/04/2013,23:00,148,2.6,17.4,1.4,0.000
02/04/2013,00:00,151,3.1,15.1,1.4,
02/04/2013,01:00,150,3.0,14.8,1.4,0.000
02/04/2013,02:00,149,3.2,12.6,1.6,0.001
02/04/2013,03:00,151,2.7,14.4,1.3,0.001
02/04/2013,04:00,147,2.3,20.1,1.2,0.000
02/04/2013,05:00,151,2.7,18.9,1.4,0.000
02/04/2013,06:00,149,1.9,26.2,1.0,0.000
02/04/2013,07:00,139,1.8,32.2,1.1,0.000
02/04/2013,08:00,127,2.0,32.2,1.3,0.000
02/04/2013,09:00,130,2.3,24.7,1.3,0.001
02/04/2013,10:00,135,2.3,33.8,1.4,0.001
02/04/2013,11:00,138,1.7,46.5,1.3,0.000
02/04/2013,12:00,154,2.1,38.7,1.4,0.001
02/04/2013,13:00,163,2.1,36.8,1.3,0.000
02/04/2013,14:00,144,1.6,49.8,1.3,0.000
02/04/2013,15:00,149,1.8,46.0,1.4,0.000
02/04/2013,16:00,155,2.3,31.4,1.4,0.000
02/04/2013,17:00,148,2.4,25.4,1.4,0.000
02/04/2013,18:00,143,1.6,24.7,1.0,0.000
02/04/2013,19:00,155,2.2,11.2,0.9,0.000
02/04/2013,20:00,152,2.3,9.6,0.9,0.000
02/04/2013,21:00,153,2.5,9.3,0.9,0.000
