Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Air Temperature (degC),Sulfur Dioxide (SO2) (ppm),PM10 (µg/m^3)
16/01/2011,21:00,331,1.5,21.4,0.5,33.6,0.000,9.1
16/01/2011,22:00,321,0.7,71.4,0.7,33.5,0.003,8.4
16/01/2011,23:00,291,0.7,70.7,0.6,33.4,0.016,18.9
17/01/2011,00:00,203,1.4,23.3,0.7,32.2,,4.6
17/01/2011,01:00,178,1.4,22.9,0.7,31.7,0.001,
17/01/2011,02:00,173,2.1,21.0,0.9,30.8,0.001,6.2
17/01/2011,03:00,158,2.1,18.0,0.8,30.2,0.001,5.4
17/01/2011,04:00,157,1.3,21.2,0.6,29.9,0.001,
17/01/2011,05:00,159,0.7,23.0,0.3,29.8,0.000,3.2
17/01/2011,06:00,85,0.7,40.6,0.4,30.1,0.000,5.4
17/01/2011,07:00,105,1.3,27.9,0.6,30.8,0.000,2.8
17/01/2011,08:00,112,2.1,27.4,1.0,32.6,0.000,0.9
17/01/2011,09:00,77,2.2,31.1,1.1,35.0,0.000,2.0
17/01/2011,10:00,57,2.4,31.1,1.2,37.8,0.000,0.6
17/01/2011,11:00,32,1.8,35.8,1.0,38.7,0.001,2.7
17/01/2011,12:00,82,1.3,51.2,0.8,38.6,0.002,
17/01/2011,13:00,27,1.4,50.9,0.9,40.0,0.002,
17/01/2011,14:00,284,1.7,55.3,1.3,33.9,,
17/01/2011,15:00,138,2.2,43.1,1.3,31.9,,
17/01/2011,16:00,165,1.1,48.3,0.8,31.2,0.006,8.1
17/01/2011,17:00,17,0.8,141.9,0.7,30.2,0.004,8.1
17/01/2011,18:00,353,1.0,169.5,0.4,29.6,0.002,6.9
17/01/2011,19:00,356,1.2,22.5,0.6,29.4,0.002,6.9
17/01/2011,20:00,6,1.1,177.3,0.4,29.2,0.001,8.4
17/01/2011,21:00,20,1.0,21.9,0.4,29.1,0.001,7.4
17/01/2011,22:00,10,1.0,22.0,0.4,29.1,0.000,5.4
17/01/2011,23:00,21,0.5,26.8,0.3,28.9,0.000,5.4
18/01/2011,00:00,9,0.5,157.0,0.3,28.8,,4.9
18/01/2011,01:00,353,0.7,29.0,0.3,28.9,0.001,5.7
18/01/2011,02:00,27,0.5,37.6,0.3,28.8,0.001,9.1
18/01/2011,03:00,32,0.4,27.0,0.2,28.7,0.001,8.1
18/01/2011,04:00,54,0.5,54.6,0.4,28.7,0.001,5.9
18/01/2011,05:00,155,0.5,42.2,0.4,28.6,0.001,8.6
18/01/2011,06:00,169,0.9,26.4,0.5,29.0,0.001,8.6
18/01/2011,07:00,166,0.5,89.4,0.7,30.6,0.015,7.4
18/01/2011,08:00,343,1.0,36.4,0.6,32.6,0.037,24.2
18/01/2011,09:00,322,1.4,30.8,0.6,33.9,0.013,15.9
18/01/2011,10:00,305,0.7,74.4,0.6,35.1,0.070,13.5
18/01/2011,11:00,81,0.2,146.1,0.5,36.6,0.008,7.1
18/01/2011,12:00,198,0.6,86.1,0.8,36.1,0.003,5.9
18/01/2011,13:00,194,2.1,29.3,1.0,35.5,0.005,8.1
18/01/2011,14:00,163,2.2,29.0,1.1,35.9,0.004,
18/01/2011,15:00,188,1.3,38.7,0.8,36.8,0.007,9.6
18/01/2011,16:00,155,1.7,32.1,0.8,37.4,0.004,6.2
18/01/2011,17:00,113,1.5,31.1,0.9,36.5,0.002,0.8
18/01/2011,18:00,101,1.0,65.7,1.0,34.7,0.002,12.8
18/01/2011,19:00,192,0.6,57.7,0.6,32.0,0.031,21.0
18/01/2011,20:00,227,0.5,87.2,0.9,31.3,0.023,16.6
18/01/2011,21:00,310,1.1,43.0,0.6,30.5,0.054,18.9
18/01/2011,22:00,354,1.3,22.5,0.6,30.5,0.022,9.8
18/01/2011,23:00,116,0.3,77.4,0.5,30.4,0.011,11.6
19/01/2011,00:00,32,0.8,32.0,0.5,30.6,,
19/01/2011,01:00,29,0.9,25.5,0.4,30.6,0.002,
19/01/2011,02:00,349,0.8,35.4,0.4,30.5,0.001,3.1
19/01/2011,03:00,6,0.8,173.9,0.4,30.3,0.001,5.4
19/01/2011,04:00,58,1.1,30.5,0.7,30.0,0.000,2.9
19/01/2011,05:00,70,0.7,46.9,0.5,29.5,0.000,4.2
19/01/2011,06:00,58,0.7,36.7,0.5,29.5,0.000,6.4
19/01/2011,07:00,33,1.0,27.3,0.6,30.9,0.000,9.3
19/01/2011,08:00,347,1.8,26.3,0.8,32.6,0.000,5.9
19/01/2011,09:00,350,1.0,48.8,0.8,34.8,0.000,0.6
19/01/2011,10:00,341,0.6,168.9,0.6,35.9,0.000,2.2
19/01/2011,11:00,60,0.8,64.1,0.7,37.1,0.000,
19/01/2011,12:00,106,0.7,64.2,0.7,36.8,0.000,
19/01/2011,13:00,77,0.6,84.1,0.7,37.9,0.000,
19/01/2011,14:00,139,1.1,62.8,1.0,37.5,0.000,
19/01/2011,15:00,207,1.6,39.0,0.8,37.0,0.008,
19/01/2011,16:00,152,1.5,46.2,0.9,39.0,0.016,
19/01/2011,17:00,112,2.1,45.6,1.3,37.4,0.001,4.2
19/01/2011,18:00,2,1.7,176.4,0.9,36.7,0.000,
19/01/2011,19:00,8,1.2,173.8,0.5,33.4,0.000,
19/01/2011,20:00,13,1.4,19.3,0.5,31.8,0.000,
19/01/2011,21:00,11,1.1,174.7,0.6,30.9,0.000,
19/01/2011,22:00,29,1.2,41.1,0.9,30.7,0.000,3.3
19/01/2011,23:00,344,1.5,28.4,0.7,30.3,0.000,6.3
20/01/2011,00:00,344,1.1,29.0,0.5,29.8,,4.7
20/01/2011,01:00,337,0.5,50.8,0.4,29.9,0.005,7.9
20/01/2011,02:00,354,0.6,30.6,0.3,29.8,0.002,6.7
20/01/2011,03:00,331,0.9,25.6,0.3,29.5,0.002,9.3
20/01/2011,04:00,152,0.3,100.9,0.4,29.0,0.008,16.5
20/01/2011,05:00,162,0.9,23.0,0.4,28.6,0.006,8.1
20/01/2011,06:00,186,0.7,36.3,0.4,29.0,0.001,7.6
20/01/2011,07:00,173,1.5,25.7,0.6,30.6,0.001,7.8
20/01/2011,08:00,225,1.6,30.1,0.7,32.4,0.023,
20/01/2011,09:00,220,1.7,37.3,0.8,34.2,0.028,
20/01/2011,10:00,176,1.7,45.7,1.0,36.0,0.002,
20/01/2011,11:00,166,2.1,33.7,1.1,37.3,0.001,
20/01/2011,12:00,143,1.9,41.1,1.1,38.5,0.000,
20/01/2011,13:00,157,2.0,39.8,1.0,39.7,0.000,
20/01/2011,14:00,163,2.5,28.5,1.1,40.2,0.000,
20/01/2011,15:00,175,2.4,39.4,1.2,40.3,0.000,
20/01/2011,16:00,169,3.1,23.8,1.3,40.3,0.000,
20/01/2011,17:00,177,2.6,23.6,1.3,40.4,0.000,
20/01/2011,18:00,163,2.3,23.5,1.0,39.8,0.000,4.8
20/01/2011,19:00,135,1.8,11.9,0.7,36.8,0.000,4.9
20/01/2011,20:00,175,0.5,29.7,0.4,34.4,0.000,10.6
20/01/2011,21:00,163,0.7,21.2,0.2,32.6,0.000,14.0
20/01/2011,22:00,167,0.9,23.4,0.5,32.0,0.000,
20/01/2011,23:00,171,0.8,17.4,0.3,30.7,0.000,9.8
21/01/2011,00:00,164,1.0,11.4,0.3,29.5,,9.6
21/01/2011,01:00,155,0.8,32.7,0.4,28.6,0.000,5.9
21/01/2011,02:00,151,0.3,46.7,0.2,28.0,0.000,1.5
21/01/2011,03:00,67,0.2,74.3,0.3,27.4,0.000,1.3
21/01/2011,04:00,342,0.5,139.9,0.7,27.3,0.001,7.4
21/01/2011,05:00,354,0.8,138.8,0.7,27.8,0.004,19.8
21/01/2011,06:00,82,0.5,32.7,0.2,27.3,0.003,28.4
21/01/2011,07:00,124,0.3,50.9,0.2,30.0,0.025,25.3
21/01/2011,08:00,158,0.3,79.1,0.3,33.1,0.159,30.6
21/01/2011,09:00,191,0.8,63.3,0.7,35.8,0.049,
21/01/2011,10:00,168,1.1,52.0,0.7,37.4,0.008,
21/01/2011,11:00,151,1.4,57.2,1.0,39.2,0.001,
21/01/2011,12:00,190,1.6,46.2,1.0,39.7,0.000,
21/01/2011,13:00,161,1.2,65.6,1.0,40.5,0.000,2.5
21/01/2011,14:00,140,1.2,73.2,1.3,41.2,0.000,1.6
21/01/2011,15:00,153,0.6,106.7,0.9,41.7,0.000,
21/01/2011,16:00,155,1.1,65.2,1.1,41.4,0.000,
21/01/2011,17:00,156,1.6,47.6,1.0,41.2,0.001,2.7
21/01/2011,18:00,88,1.2,43.0,0.8,41.3,0.000,
21/01/2011,19:00,68,0.8,27.8,0.4,37.3,0.000,13.0
21/01/2011,20:00,339,0.4,146.6,0.5,35.2,0.000,14.5
21/01/2011,21:00,29,0.4,40.7,0.3,34.5,0.000,55.1
21/01/2011,22:00,95,1.1,34.8,0.8,34.3,0.000,10.5
21/01/2011,23:00,80,1.0,24.7,0.5,33.8,0.000,10.8
22/01/2011,00:00,72,1.0,29.4,0.5,33.3,,13.2
22/01/2011,01:00,110,2.3,20.7,1.2,33.1,0.002,10.8
22/01/2011,02:00,86,3.1,23.7,1.6,31.1,0.001,11.3
22/01/2011,03:00,57,1.7,36.1,1.0,29.9,0.001,
22/01/2011,04:00,60,2.1,28.7,1.2,29.4,0.001,9.7
22/01/2011,05:00,24,1.1,164.2,0.6,28.8,0.001,9.2
22/01/2011,06:00,84,0.7,55.1,0.5,29.1,0.001,8.1
22/01/2011,07:00,60,0.8,56.5,0.7,31.0,0.001,5.1
22/01/2011,08:00,68,2.3,23.1,1.0,33.2,0.001,7.9
22/01/2011,09:00,75,2.0,33.6,1.0,34.7,0.001,5.7
22/01/2011,10:00,39,1.9,29.5,0.9,37.3,0.001,8.9
22/01/2011,11:00,47,1.9,34.7,1.0,38.7,0.001,2.7
22/01/2011,12:00,61,2.0,38.0,1.0,39.2,0.001,
22/01/2011,13:00,55,2.0,39.0,1.2,40.3,0.001,
22/01/2011,14:00,79,2.3,36.4,1.3,40.3,0.001,
22/01/2011,15:00,84,2.5,33.5,1.3,40.2,0.000,
22/01/2011,16:00,101,2.4,29.1,1.3,39.6,0.001,
22/01/2011,17:00,114,2.5,27.2,1.1,38.9,0.001,
22/01/2011,18:00,102,1.9,29.5,0.9,38.6,0.001,7.6
22/01/2011,19:00,104,1.7,21.1,0.7,36.4,0.001,8.9
22/01/2011,20:00,115,1.5,17.7,0.6,35.6,0.001,11.0
22/01/2011,21:00,112,1.4,20.5,0.6,35.1,0.001,8.7
22/01/2011,22:00,102,1.2,26.3,0.6,34.5,0.000,6.4
22/01/2011,23:00,103,1.2,23.3,0.7,33.8,0.000,5.4
23/01/2011,00:00,77,0.4,48.2,0.5,32.5,,6.4
23/01/2011,01:00,87,0.3,52.4,0.3,31.2,0.000,6.6
23/01/2011,02:00,108,1.4,21.7,0.8,31.5,0.000,1.8
23/01/2011,03:00,103,1.5,28.6,0.8,31.7,0.000,6.4
23/01/2011,04:00,75,0.9,32.7,0.6,30.7,0.000,8.6
23/01/2011,05:00,66,0.8,23.9,0.4,29.9,0.000,7.9
23/01/2011,06:00,71,0.9,23.2,0.4,29.4,0.000,11.8
23/01/2011,07:00,70,1.6,21.8,0.8,31.5,0.000,9.8
23/01/2011,08:00,66,2.6,21.6,1.0,33.4,0.000,9.3
23/01/2011,09:00,56,2.1,30.0,1.1,35.4,0.000,6.5
23/01/2011,10:00,69,1.4,48.1,0.9,37.0,0.000,
23/01/2011,11:00,104,2.4,39.2,1.3,37.7,0.000,
23/01/2011,12:00,127,3.0,30.1,1.4,38.2,0.000,
23/01/2011,13:00,120,2.9,25.8,1.3,38.7,0.000,
23/01/2011,14:00,123,2.8,30.8,1.5,39.5,0.001,
23/01/2011,15:00,136,2.8,31.7,1.5,39.2,0.000,
23/01/2011,16:00,103,2.5,32.4,1.1,39.1,0.000,5.4
23/01/2011,17:00,102,2.5,26.4,1.2,39.1,0.000,4.4
23/01/2011,18:00,111,2.2,23.4,0.9,38.1,0.000,7.1
23/01/2011,19:00,102,1.4,28.5,0.9,36.1,0.000,13.5
23/01/2011,20:00,71,0.8,23.5,0.4,34.5,0.000,13.4
23/01/2011,21:00,63,1.1,25.8,0.6,33.7,0.000,9.8
23/01/2011,22:00,55,1.2,25.3,0.6,33.4,0.000,10.6
23/01/2011,23:00,40,0.8,36.8,0.5,32.7,0.000,8.1
24/01/2011,00:00,36,0.2,154.3,0.3,31.1,,9.8
24/01/2011,01:00,52,0.3,53.8,0.2,30.0,0.001,10.1
24/01/2011,02:00,72,0.4,36.4,0.2,29.3,0.001,12.0
24/01/2011,03:00,96,0.3,48.9,0.2,28.6,0.001,13.7
24/01/2011,04:00,65,0.7,19.0,0.4,28.7,0.001,1.8
24/01/2011,05:00,64,1.1,17.8,0.4,28.8,0.001,7.6
24/01/2011,06:00,63,1.3,18.4,0.5,29.1,0.001,8.8
24/01/2011,07:00,61,1.1,26.7,0.6,31.6,0.001,11.2
24/01/2011,08:00,48,1.6,28.0,0.6,34.6,0.001,10.7
24/01/2011,09:00,35,1.5,32.0,0.8,36.4,0.000,10.2
24/01/2011,10:00,19,1.3,26.7,0.6,38.1,0.001,4.3
24/01/2011,11:00,64,1.4,55.1,1.0,38.7,0.000,5.1
24/01/2011,12:00,53,2.0,39.2,1.2,40.1,0.000,2.6
24/01/2011,13:00,81,2.6,36.4,1.3,40.2,0.000,2.9
24/01/2011,14:00,80,2.3,38.9,1.2,40.6,0.001,4.0
24/01/2011,15:00,66,2.3,37.0,1.4,41.1,0.001,3.7
24/01/2011,16:00,58,2.2,35.8,1.3,41.1,0.001,3.2
24/01/2011,17:00,57,2.2,29.7,1.3,40.5,0.001,7.1
24/01/2011,18:00,51,2.0,26.0,1.1,39.8,0.001,11.5
24/01/2011,19:00,31,1.0,23.0,0.5,36.1,0.001,19.6
24/01/2011,20:00,26,0.8,25.1,0.4,34.4,0.001,14.8
24/01/2011,21:00,338,1.0,156.2,0.5,33.4,0.001,13.6
24/01/2011,22:00,319,1.1,10.8,0.3,32.3,0.001,31.1
24/01/2011,23:00,331,0.6,41.5,0.4,31.6,0.001,20.6
25/01/2011,00:00,24,0.2,151.5,0.2,30.1,,20.1
25/01/2011,01:00,78,0.3,43.9,0.2,29.4,0.001,14.7
25/01/2011,02:00,95,0.2,62.6,0.2,28.9,0.000,9.9
25/01/2011,03:00,158,0.5,12.6,0.2,28.1,0.001,16.7
25/01/2011,04:00,157,0.6,12.3,0.2,27.7,0.001,15.5
25/01/2011,05:00,149,0.5,31.1,0.3,27.3,0.001,17.9
25/01/2011,06:00,68,0.1,75.8,0.2,27.5,0.001,25.9
25/01/2011,07:00,155,0.5,32.6,0.3,29.9,0.001,26.7
25/01/2011,08:00,108,0.6,52.9,0.4,34.1,0.001,
25/01/2011,09:00,31,0.7,61.1,0.6,37.2,0.001,3.4
25/01/2011,10:00,326,1.7,45.0,1.0,38.6,0.001,4.2
25/01/2011,11:00,340,1.3,158.0,0.9,39.8,0.001,4.7
25/01/2011,12:00,34,1.4,51.5,1.1,41.1,0.001,5.1
25/01/2011,13:00,61,1.6,52.5,1.1,41.6,0.001,
25/01/2011,14:00,46,2.0,40.5,1.4,42.9,0.001,8.6
25/01/2011,15:00,77,2.7,34.9,1.4,42.1,0.001,10.6
25/01/2011,16:00,66,2.6,30.9,1.3,42.3,0.001,9.3
25/01/2011,17:00,83,3.0,30.1,1.4,41.2,0.001,11.5
25/01/2011,18:00,76,2.5,27.9,1.4,40.4,0.001,14.2
25/01/2011,19:00,56,1.7,19.1,0.8,37.5,0.001,15.4
25/01/2011,20:00,54,1.1,21.8,0.6,36.1,0.001,14.2
25/01/2011,21:00,53,0.6,20.9,0.3,34.5,0.001,19.2
25/01/2011,22:00,65,0.4,26.0,0.2,33.4,0.001,13.0
25/01/2011,23:00,153,0.1,78.8,0.2,32.5,0.001,12.3
26/01/2011,00:00,31,0.2,29.1,0.1,32.0,,13.0
26/01/2011,01:00,51,0.2,33.7,0.2,31.6,0.001,12.3
26/01/2011,02:00,136,0.3,45.0,0.3,30.9,0.001,16.9
26/01/2011,03:00,160,0.6,18.8,0.2,30.3,0.001,14.4
26/01/2011,04:00,140,0.3,52.4,0.2,29.8,0.001,14.5
26/01/2011,05:00,134,0.4,50.2,0.3,29.5,0.001,12.8
26/01/2011,06:00,149,0.5,22.6,0.2,29.3,0.001,19.3
26/01/2011,07:00,,,,,,,
26/01/2011,08:00,245,1.4,36.8,0.7,34.6,0.234,44.7
26/01/2011,09:00,213,1.3,38.5,0.7,36.1,0.015,5.7
26/01/2011,10:00,137,0.6,81.4,0.6,38.6,0.061,6.4
26/01/2011,11:00,57,1.2,65.8,1.1,40.9,0.026,16.3
26/01/2011,12:00,92,2.2,34.0,1.3,41.2,0.005,9.8
26/01/2011,13:00,81,2.1,39.6,1.3,41.0,0.005,7.0
26/01/2011,14:00,70,2.6,36.8,1.6,43.0,0.001,5.3
26/01/2011,15:00,76,2.5,33.8,1.3,43.3,0.001,8.0
26/01/2011,16:00,104,2.2,45.1,1.3,42.1,0.001,8.0
26/01/2011,17:00,80,1.9,37.7,1.0,42.3,0.000,9.7
26/01/2011,18:00,74,1.6,32.7,0.9,41.7,0.001,11.4
26/01/2011,19:00,35,0.8,26.0,0.7,39.2,0.001,20.6
26/01/2011,20:00,17,0.5,33.9,0.4,38.3,0.001,32.3
26/01/2011,21:00,336,0.9,23.2,0.3,37.3,0.001,24.5
26/01/2011,22:00,351,0.6,158.1,0.4,36.1,0.001,21.3
26/01/2011,23:00,1,0.4,170.6,0.2,35.4,0.001,22.6
27/01/2011,00:00,326,0.8,19.9,0.3,35.1,,20.9
27/01/2011,01:00,5,0.7,159.4,0.4,34.6,0.001,21.0
27/01/2011,02:00,11,0.5,168.3,0.2,34.1,0.001,19.1
27/01/2011,03:00,208,0.4,87.0,0.4,33.1,0.001,20.9
27/01/2011,04:00,25,0.5,182.4,0.6,31.9,0.002,
27/01/2011,05:00,22,0.1,116.9,0.3,31.6,0.001,17.9
27/01/2011,06:00,125,0.4,59.1,0.3,31.0,0.002,16.4
27/01/2011,07:00,140,0.4,28.6,0.2,33.2,0.021,29.9
27/01/2011,08:00,326,0.5,73.2,0.5,36.8,0.043,32.5
27/01/2011,09:00,8,1.4,179.4,0.8,39.0,0.009,20.5
27/01/2011,10:00,31,1.5,36.8,0.8,40.6,0.001,3.7
27/01/2011,11:00,31,1.5,39.9,1.0,41.8,0.001,6.3
27/01/2011,12:00,85,1.7,51.8,1.1,41.9,0.001,6.6
27/01/2011,13:00,81,1.8,47.5,1.2,42.3,0.001,7.3
27/01/2011,14:00,103,2.9,33.5,1.5,42.3,0.001,6.1
27/01/2011,15:00,97,2.9,37.9,1.7,42.5,0.001,9.0
27/01/2011,16:00,86,3.6,26.6,1.5,42.5,0.001,8.6
27/01/2011,17:00,93,3.3,25.0,1.5,41.7,0.001,12.0
27/01/2011,18:00,73,3.0,25.5,1.3,41.4,0.001,11.8
27/01/2011,19:00,62,2.5,20.7,1.3,38.7,0.001,14.7
27/01/2011,20:00,66,1.7,25.6,0.9,37.5,0.001,14.5
27/01/2011,21:00,62,1.4,21.6,0.7,36.7,0.001,14.8
27/01/2011,22:00,61,1.5,24.4,0.9,35.8,0.001,12.0
27/01/2011,23:00,64,1.5,21.7,0.7,35.1,0.001,10.6
28/01/2011,00:00,60,1.4,20.3,0.6,34.1,,8.3
28/01/2011,01:00,59,1.4,21.7,0.7,33.4,0.001,6.9
28/01/2011,02:00,64,0.8,29.1,0.5,32.5,0.001,9.4
28/01/2011,03:00,353,0.2,153.1,0.3,31.7,0.001,9.6
28/01/2011,04:00,47,0.7,38.4,0.4,31.6,0.001,4.1
28/01/2011,05:00,50,0.7,30.2,0.5,31.2,0.001,7.6
28/01/2011,06:00,86,0.5,33.7,0.3,30.3,0.001,8.6
28/01/2011,07:00,71,1.1,28.3,0.8,32.5,0.001,13.3
28/01/2011,08:00,60,1.8,31.3,0.9,35.3,0.001,13.5
28/01/2011,09:00,48,2.6,24.3,1.3,37.2,0.001,15.2
28/01/2011,10:00,54,2.4,28.7,1.3,38.8,0.001,6.2
28/01/2011,11:00,71,2.7,30.5,1.4,40.0,0.001,5.9
28/01/2011,12:00,84,2.8,30.5,1.4,40.7,0.001,3.0
28/01/2011,13:00,74,2.8,32.5,1.4,42.0,0.001,
28/01/2011,14:00,101,3.6,25.7,1.6,41.7,0.001,4.2
28/01/2011,15:00,80,3.6,27.9,1.7,42.5,0.000,10.1
28/01/2011,16:00,84,2.8,29.2,1.4,42.6,0.001,11.3
28/01/2011,17:00,72,2.7,27.8,1.2,42.8,0.001,12.5
28/01/2011,18:00,87,2.5,26.7,1.2,41.7,0.001,12.8
28/01/2011,19:00,80,2.3,24.9,1.2,39.2,0.001,12.3
28/01/2011,20:00,58,1.4,20.6,0.7,37.9,0.001,16.9
28/01/2011,21:00,19,0.5,144.6,0.4,36.5,0.001,18.1
28/01/2011,22:00,110,0.2,60.0,0.2,34.9,0.001,26.0
28/01/2011,23:00,165,0.7,20.2,0.3,33.9,0.001,16.2
29/01/2011,00:00,159,0.6,44.9,0.4,33.3,,14.5
29/01/2011,01:00,165,0.6,30.0,0.4,32.8,0.001,14.9
29/01/2011,02:00,162,0.6,47.5,0.4,32.2,0.001,14.5
29/01/2011,03:00,187,0.1,94.9,0.3,31.8,0.001,9.8
29/01/2011,04:00,136,0.1,97.9,0.1,31.3,0.001,14.9
29/01/2011,05:00,156,0.6,23.9,0.3,31.0,0.001,10.8
29/01/2011,06:00,152,0.4,56.9,0.3,31.1,0.001,14.9
29/01/2011,07:00,165,0.7,24.9,0.4,33.3,0.001,18.3
29/01/2011,08:00,78,1.0,39.6,0.6,37.4,0.001,3.7
29/01/2011,09:00,31,0.9,47.7,0.6,39.7,0.001,8.1
29/01/2011,10:00,40,1.3,40.4,0.8,41.6,0.001,13.6
29/01/2011,11:00,99,1.7,41.8,1.1,41.5,0.001,12.4
29/01/2011,12:00,89,1.7,45.1,1.2,43.0,0.001,12.2
29/01/2011,13:00,112,1.4,62.4,1.1,43.1,0.001,11.3
29/01/2011,14:00,88,1.9,45.8,1.2,43.9,0.001,8.7
29/01/2011,15:00,64,1.7,45.4,1.2,44.9,0.001,8.2
29/01/2011,16:00,92,1.3,57.8,1.0,43.4,0.001,7.2
29/01/2011,17:00,195,2.1,67.1,2.2,36.3,0.049,28.1
29/01/2011,18:00,332,2.5,35.4,1.2,33.0,0.006,
29/01/2011,19:00,329,2.1,44.9,1.3,33.7,0.009,19.8
29/01/2011,20:00,4,1.4,157.3,0.9,32.7,0.003,7.1
29/01/2011,21:00,11,1.3,175.3,0.8,32.4,0.001,4.7
29/01/2011,22:00,11,0.5,131.8,0.9,32.0,0.001,5.4
29/01/2011,23:00,32,1.0,150.2,0.9,30.8,0.001,6.0
30/01/2011,00:00,57,2.7,31.5,1.5,29.7,,
30/01/2011,01:00,69,2.0,41.7,1.4,28.8,0.001,
30/01/2011,02:00,52,1.8,29.3,1.1,27.9,0.001,
30/01/2011,03:00,48,0.4,85.9,0.5,27.6,0.001,
30/01/2011,04:00,84,0.1,116.3,0.6,27.7,0.001,
30/01/2011,05:00,3,0.2,150.1,0.3,27.9,0.001,
30/01/2011,06:00,,,,,,,
30/01/2011,07:00,,,,,,,
30/01/2011,08:00,,,,,,,
30/01/2011,09:00,,,,,,,
30/01/2011,10:00,,,,,,,
30/01/2011,11:00,,,,,,,
30/01/2011,12:00,,,,,,,
30/01/2011,13:00,79,2.9,27.9,1.3,37.7,0.001,
30/01/2011,14:00,70,2.8,32.1,1.4,39.2,0.001,
30/01/2011,15:00,64,2.8,30.8,1.4,39.9,0.001,
30/01/2011,16:00,32,2.3,150.8,2.1,34.3,0.001,5.4
30/01/2011,17:00,355,1.1,30.8,0.6,30.5,0.000,
30/01/2011,18:00,332,0.8,30.8,0.4,30.9,0.001,5.7
30/01/2011,19:00,349,0.6,147.9,0.5,30.8,0.001,7.9
30/01/2011,20:00,353,0.5,168.6,0.4,30.6,0.000,
30/01/2011,21:00,352,0.8,30.1,0.4,30.5,0.000,17.9
30/01/2011,22:00,237,0.6,51.0,0.4,30.0,0.035,
30/01/2011,23:00,176,0.5,45.2,0.3,29.2,0.020,
31/01/2011,00:00,193,0.7,25.8,0.3,28.9,,
31/01/2011,01:00,150,0.5,38.6,0.3,28.5,0.002,
31/01/2011,02:00,152,0.5,35.3,0.3,28.2,0.001,5.7
31/01/2011,03:00,158,0.5,29.1,0.3,28.0,0.001,3.7
31/01/2011,04:00,174,0.4,56.9,0.3,28.0,0.001,4.0
31/01/2011,05:00,80,0.4,67.5,0.6,28.2,0.001,
31/01/2011,06:00,83,0.7,31.5,0.5,29.0,0.001,4.2
31/01/2011,07:00,84,2.1,26.4,1.2,30.8,0.001,7.9
31/01/2011,08:00,73,3.0,23.1,1.4,32.9,0.001,12.1
31/01/2011,09:00,70,3.2,24.2,1.5,34.4,0.001,12.0
31/01/2011,10:00,66,2.8,29.3,1.4,36.0,0.001,8.8
31/01/2011,11:00,51,2.4,29.7,1.2,37.6,0.000,
31/01/2011,12:00,45,2.1,36.6,1.2,38.8,0.000,3.7
31/01/2011,13:00,24,1.8,40.5,1.0,39.9,0.001,6.2
31/01/2011,14:00,6,1.7,180.1,1.0,40.4,0.001,33.0
31/01/2011,15:00,350,1.8,43.0,1.1,40.8,0.001,12.3
31/01/2011,16:00,25,1.6,30.9,0.9,40.5,0.000,4.9
31/01/2011,17:00,347,1.6,34.5,0.9,40.6,0.000,2.5
31/01/2011,18:00,13,1.2,174.7,0.6,39.9,0.000,23.7
31/01/2011,19:00,24,0.8,21.2,0.4,36.4,0.000,54.8
31/01/2011,20:00,13,0.7,161.6,0.3,35.1,0.000,48.6
31/01/2011,21:00,353,0.6,32.3,0.4,34.3,0.000,24.0
31/01/2011,22:00,338,0.9,19.1,0.3,33.7,0.000,17.1
31/01/2011,23:00,326,1.4,21.4,0.7,33.3,0.001,7.4
01/02/2011,00:00,322,2.0,26.2,0.9,33.0,,14.2
01/02/2011,01:00,341,1.1,19.0,0.4,32.2,0.001,8.8
01/02/2011,02:00,346,1.0,18.9,0.3,31.7,0.001,7.6
01/02/2011,03:00,11,0.7,21.6,0.3,31.2,0.001,9.6
01/02/2011,04:00,2,0.8,19.1,0.4,30.9,0.001,8.8
01/02/2011,05:00,3,0.7,21.9,0.4,30.6,0.001,13.7
01/02/2011,06:00,17,0.5,166.8,0.3,30.3,0.001,22.5
01/02/2011,07:00,336,1.3,21.2,0.7,31.6,0.001,17.4
01/02/2011,08:00,318,2.4,20.8,0.8,34.0,0.001,11.3
01/02/2011,09:00,304,2.3,27.4,0.9,35.8,0.001,3.9
01/02/2011,10:00,313,1.6,44.6,1.0,37.7,0.001,
01/02/2011,11:00,327,1.8,40.2,1.0,39.5,0.001,
01/02/2011,12:00,35,1.4,46.5,0.9,40.9,0.001,
01/02/2011,13:00,355,1.2,165.1,1.0,41.4,0.001,
01/02/2011,14:00,40,1.5,46.2,0.9,42.2,,
01/02/2011,15:00,17,1.6,154.9,0.9,42.7,0.000,
01/02/2011,16:00,23,1.4,34.8,0.8,42.4,0.000,19.9
01/02/2011,17:00,22,1.4,166.3,0.8,42.3,0.000,15.9
01/02/2011,18:00,35,1.5,24.8,0.7,41.2,0.000,17.1
01/02/2011,19:00,48,1.9,19.8,0.8,37.6,0.000,16.4
01/02/2011,20:00,44,1.2,24.4,0.8,36.5,0.000,15.2
01/02/2011,21:00,22,0.8,23.4,0.4,35.9,0.000,14.0
01/02/2011,22:00,351,0.8,25.5,0.4,35.2,0.000,11.1
01/02/2011,23:00,4,0.7,166.9,0.4,34.4,0.000,12.5
