Date,Time,Wind Direction,Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Air Temperature (degC),Relative Humidity (%RH),Rainfall (mm),Barometric Pressure (hPa),Nitric Oxide (NO) (ppm),Nitrogen Dioxide (NO2) (ppm),Total Oxides of Nitrogen (NOx) (ppm),Sulfur Dioxide (SO2) (ppm),PM10 (µg/m^3),PM2.5 (µg/m^3),Visibility-reducing particles (Mm^-1)
01/01/2010,00:00,100,2.7,11.0,1.2,24.9,78.7,0.0,1010,,,,,6.1,1.0,
01/01/2010,01:00,104,4.7,9.8,1.2,24.1,83.8,0.0,1009,0.001,0.002,0.003,0.001,8.5,0.0,6
01/01/2010,02:00,99,2.7,17.5,0.9,24.1,86.2,0.4,1009,0.004,0.010,0.014,0.001,8.0,3.9,8
01/01/2010,03:00,67,3.1,22.1,0.9,25.5,77.9,0.0,1009,0.001,0.002,0.003,0.001,7.6,1.7,8
01/01/2010,04:00,52,4.2,22.6,1.8,23.6,88.3,7.2,1009,0.001,0.003,0.004,0.001,13.4,4.8,8
01/01/2010,05:00,104,1.9,27.9,0.9,23.1,86.8,0.3,1010,0.008,0.008,0.016,0.002,12.3,5.6,7
01/01/2010,06:00,90,2.0,29.9,1.4,24.5,78.2,0.0,1010,0.007,0.008,0.015,0.003,7.7,1.6,8
01/01/2010,07:00,55,4.1,14.5,1.5,25.6,72.5,1.2,1011,0.003,0.004,0.006,0.001,8.8,0.3,9
01/01/2010,08:00,55,5.3,10.7,1.1,27.1,67.0,0.0,1011,0.002,0.003,0.005,0.001,7.8,-2.7,8
01/01/2010,09:00,55,5.7,12.7,1.0,27.5,62.8,0.0,1011,0.001,0.001,0.002,0.001,14.4,3.0,7
01/01/2010,10:00,53,5.6,13.7,1.2,27.7,60.9,0.0,1011,0.001,0.000,0.001,0.000,12.7,3.9,6
01/01/2010,11:00,58,5.1,18.5,1.1,27.7,61.3,0.0,1011,0.001,0.000,0.001,0.001,11.6,2.1,7
01/01/2010,12:00,66,5.1,19.2,1.1,27.7,62.8,0.0,1010,0.000,0.000,0.000,0.000,7.3,-2.1,7
01/01/2010,13:00,67,5.3,16.0,1.0,27.7,63.0,0.0,1009,0.000,0.001,0.001,0.000,13.9,2.8,7
01/01/2010,14:00,69,5.8,8.5,0.9,27.5,63.2,0.0,1009,0.000,0.000,0.000,0.000,12.4,2.3,7
01/01/2010,15:00,68,5.8,10.9,1.0,27.5,63.8,0.0,1008,0.000,0.000,0.000,0.000,10.9,2.4,7
01/01/2010,16:00,66,5.1,11.6,0.8,27.3,64.5,0.0,1008,0.000,0.000,0.000,0.000,18.5,8.2,8
01/01/2010,17:00,65,5.1,11.3,0.9,27.2,65.1,0.0,1009,0.001,0.000,0.001,0.001,19.2,7.1,9
01/01/2010,18:00,68,4.4,9.7,0.7,26.9,67.9,0.0,1009,0.000,0.001,0.001,0.001,20.2,5.4,10
01/01/2010,19:00,71,3.9,9.1,0.6,26.7,69.4,0.0,1010,0.000,0.000,0.000,0.001,12.5,0.6,10
01/01/2010,20:00,73,3.9,8.9,0.7,26.6,69.7,0.0,1010,0.000,0.001,0.001,0.001,10.1,-1.9,11
01/01/2010,21:00,74,3.3,9.7,0.6,26.6,72.3,0.0,1010,0.000,0.001,0.001,0.001,14.9,-0.2,12
01/01/2010,22:00,70,2.9,8.7,0.6,26.5,72.9,0.0,1010,0.000,0.000,0.000,0.000,10.2,-1.2,11
01/01/2010,23:00,63,2.6,9.0,0.5,26.4,72.5,0.0,1010,0.000,0.000,0.000,0.001,13.8,3.6,11
02/01/2010,00:00,57,2.4,7.0,0.4,26.3,71.9,0.0,1009,,,,,18.1,8.1,
02/01/2010,01:00,54,2.3,8.3,0.4,26.3,72.4,0.0,1009,0.001,0.004,0.004,0.001,15.1,4.6,10
02/01/2010,02:00,60,1.8,21.4,0.5,26.1,75.1,0.1,1008,0.001,0.003,0.004,0.001,16.0,6.2,10
02/01/2010,03:00,28,1.6,31.9,0.5,25.6,78.0,0.0,1008,0.002,0.007,0.009,0.001,12.6,4.3,11
02/01/2010,04:00,146,0.6,64.2,0.5,25.6,78.7,0.0,1008,0.000,0.003,0.003,0.001,10.2,0.9,10
02/01/2010,05:00,206,1.3,12.5,0.3,24.8,83.6,0.0,1009,0.001,0.003,0.004,0.001,10.0,1.2,11
02/01/2010,06:00,198,1.5,16.1,0.4,24.9,84.8,0.0,1009,0.001,0.003,0.004,0.001,10.7,1.5,11
02/01/2010,07:00,114,2.3,17.5,1.0,25.2,84.1,0.0,1010,0.001,0.003,0.004,0.001,12.4,3.8,10
02/01/2010,08:00,127,1.6,31.4,0.7,25.5,79.1,0.0,1010,0.003,0.006,0.009,0.001,12.3,5.0,10
02/01/2010,09:00,137,0.5,84.7,0.8,25.8,76.4,1.8,1010,0.026,0.011,0.036,0.005,5.2,1.4,10
02/01/2010,10:00,80,2.9,30.5,1.1,25.5,79.0,0.0,1009,0.010,0.007,0.016,0.006,2.1,0.2,9
02/01/2010,11:00,71,3.9,16.8,0.8,26.5,76.3,0.0,1009,0.004,0.005,0.008,0.002,5.2,1.9,9
02/01/2010,12:00,66,5.3,10.9,0.9,27.5,69.3,0.0,1008,0.002,0.003,0.004,0.001,10.9,5.5,8
02/01/2010,13:00,56,5.6,9.7,0.9,27.7,69.2,0.0,1008,0.009,0.008,0.016,0.001,14.3,6.5,11
02/01/2010,14:00,46,5.9,11.8,0.9,28.2,64.9,0.0,1007,0.001,0.002,0.003,0.001,16.2,6.2,9
02/01/2010,15:00,43,5.6,10.9,1.1,28.3,62.5,0.0,1006,0.001,0.002,0.003,0.001,17.0,7.1,9
02/01/2010,16:00,43,4.8,9.9,0.8,27.8,63.9,0.0,1006,0.003,0.006,0.008,0.001,14.3,5.9,9
02/01/2010,17:00,29,4.7,11.2,0.8,27.5,65.1,0.0,1007,0.002,0.003,0.005,0.001,14.4,5.5,9
02/01/2010,18:00,22,3.9,11.7,0.8,27.1,68.3,0.0,1007,0.001,0.003,0.004,0.001,11.4,4.3,9
02/01/2010,19:00,19,3.3,10.9,0.7,27.0,70.4,0.0,1008,0.002,0.006,0.008,0.001,14.4,5.9,10
02/01/2010,20:00,14,3.1,11.8,0.7,27.0,71.1,0.0,1008,0.002,0.006,0.007,0.001,13.0,2.5,10
02/01/2010,21:00,13,3.1,8.1,0.6,27.0,69.0,0.0,1008,0.001,0.003,0.004,0.001,10.9,1.8,9
02/01/2010,22:00,325,2.1,137.0,0.6,26.8,72.2,0.0,1009,0.001,0.005,0.006,0.002,10.4,2.0,9
02/01/2010,23:00,284,2.7,9.7,0.6,26.8,68.9,0.0,1008,0.004,0.009,0.013,0.001,14.1,4.7,10
03/01/2010,00:00,357,1.4,14.7,0.5,26.6,71.4,0.0,1008,,,,,13.6,3.2,
03/01/2010,01:00,2,2.6,8.2,0.7,26.5,72.2,0.0,1007,0.004,0.010,0.013,0.000,12.7,2.1,11
03/01/2010,02:00,353,2.6,16.2,0.7,26.2,71.1,0.0,1007,0.001,0.002,0.003,0.000,11.7,2.3,9
03/01/2010,03:00,325,1.8,36.7,0.7,26.0,72.8,0.0,1007,0.000,0.002,0.002,0.000,10.1,1.7,10
03/01/2010,04:00,198,0.8,39.0,0.4,25.2,77.6,0.0,1007,0.001,0.006,0.007,0.000,16.0,8.3,9
03/01/2010,05:00,171,0.5,57.1,0.3,24.6,80.3,0.0,1008,0.002,0.005,0.007,0.000,12.9,5.8,10
03/01/2010,06:00,54,0.5,53.4,0.4,26.7,72.5,0.0,1009,0.006,0.006,0.012,0.000,16.3,8.3,11
03/01/2010,07:00,333,2.8,16.3,1.0,27.5,67.1,0.0,1009,0.001,0.002,0.003,0.000,15.3,7.6,9
03/01/2010,08:00,335,3.3,15.8,0.8,28.2,61.6,0.0,1009,0.000,0.000,0.000,0.000,6.6,-0.3,8
03/01/2010,09:00,23,3.3,161.7,0.8,28.8,59.6,0.0,1009,0.002,0.001,0.003,0.000,12.7,6.1,8
03/01/2010,10:00,38,4.7,14.4,1.1,28.7,63.2,0.0,1008,0.001,0.001,0.001,0.000,8.7,2.2,9
03/01/2010,11:00,38,5.2,13.1,1.0,28.9,63.3,0.0,1008,0.001,0.001,0.002,0.000,10.9,3.4,10
03/01/2010,12:00,40,5.9,10.6,0.9,29.1,62.8,0.0,1007,0.001,0.001,0.002,0.000,9.5,3.1,13
03/01/2010,13:00,33,6.3,9.9,1.1,29.3,62.6,0.0,1007,0.000,0.001,0.001,0.000,19.8,13.8,14
03/01/2010,14:00,38,6.4,8.9,1.0,29.2,62.6,0.0,1006,0.000,0.001,0.001,0.000,15.0,8.9,14
03/01/2010,15:00,34,6.8,13.2,1.0,29.1,63.4,0.0,1005,0.001,0.001,0.001,0.000,6.0,0.2,11
03/01/2010,16:00,25,5.9,10.8,1.1,29.1,61.0,0.0,1005,0.001,0.001,0.002,0.000,9.5,4.0,12
03/01/2010,17:00,16,5.4,8.7,0.9,28.5,63.3,0.0,1006,0.002,0.003,0.004,0.000,7.7,2.6,12
03/01/2010,18:00,15,4.7,9.3,0.8,27.8,68.6,0.0,1007,0.004,0.005,0.008,0.000,9.2,3.4,11
03/01/2010,19:00,336,2.5,135.0,1.0,27.6,71.0,0.0,1007,0.002,0.006,0.007,0.000,11.0,3.2,10
03/01/2010,20:00,13,2.6,11.3,0.5,27.4,72.7,0.0,1008,0.002,0.008,0.009,0.000,14.8,5.0,10
03/01/2010,21:00,322,1.5,136.4,0.5,27.3,73.0,0.0,1009,0.002,0.010,0.012,0.001,10.3,1.0,10
03/01/2010,22:00,21,2.3,10.3,0.4,27.3,73.5,0.0,1009,0.003,0.007,0.010,0.001,14.1,3.0,10
03/01/2010,23:00,19,2.7,11.4,0.7,27.3,73.5,0.0,1008,0.005,0.007,0.011,0.001,11.7,4.0,10
04/01/2010,00:00,7,2.9,9.5,0.5,27.2,73.5,0.0,1008,,,,,16.1,7.7,
04/01/2010,01:00,12,3.1,176.2,0.6,26.9,73.7,0.0,1007,0.002,0.006,0.008,0.002,5.9,-1.4,9
04/01/2010,02:00,12,3.0,9.5,0.7,26.8,74.0,0.0,1007,0.002,0.006,0.008,0.001,9.4,2.2,9
04/01/2010,03:00,13,2.5,10.7,0.6,26.8,73.6,0.0,1007,0.001,0.006,0.007,0.000,19.9,7.6,9
04/01/2010,04:00,14,2.2,8.8,0.5,26.7,73.4,0.0,1008,0.002,0.004,0.006,0.001,5.7,7.8,8
04/01/2010,05:00,33,1.8,23.2,0.6,26.7,67.0,0.0,1008,0.005,0.009,0.014,0.000,17.0,8.5,8
04/01/2010,06:00,2,1.5,18.9,0.8,26.9,71.0,0.0,1009,0.004,0.007,0.011,0.000,15.6,7.8,10
04/01/2010,07:00,34,3.0,16.7,0.7,27.5,68.4,0.0,1010,0.002,0.004,0.006,0.001,16.5,6.3,12
04/01/2010,08:00,53,3.8,15.6,0.9,28.0,65.0,0.0,1010,0.001,0.002,0.003,0.001,6.9,5.7,11
04/01/2010,09:00,70,4.5,14.5,0.8,28.2,62.2,0.0,1010,0.000,0.001,0.001,0.001,11.1,12.4,9
04/01/2010,10:00,101,5.4,10.4,0.9,27.5,66.4,0.0,1010,0.001,0.002,0.003,0.001,19.8,22.3,8
04/01/2010,11:00,125,4.7,15.0,1.2,27.4,67.1,0.0,1010,0.001,0.000,0.001,0.003,24.5,21.7,7
04/01/2010,12:00,132,3.2,18.0,1.0,27.9,62.1,0.0,1010,0.001,0.001,0.002,0.002,15.7,11.0,6
04/01/2010,13:00,106,3.3,18.3,0.8,27.9,61.0,0.0,1009,,,,,,,
04/01/2010,14:00,93,5.0,9.7,0.8,27.5,64.1,0.0,1009,,,,,,,
04/01/2010,15:00,134,3.5,42.4,0.9,27.3,67.6,0.0,1008,,,,,,,
04/01/2010,16:00,158,4.0,15.0,1.1,26.3,69.6,0.0,1008,,,,,,,
04/01/2010,17:00,167,3.3,12.2,0.9,26.2,68.0,0.0,1009,,,,,,,
04/01/2010,18:00,164,3.6,12.1,1.1,26.0,70.2,0.0,1010,,,,,,,
04/01/2010,19:00,173,2.5,22.4,1.5,24.6,79.5,0.0,1011,,,,,,,
04/01/2010,20:00,151,2.0,25.6,0.8,24.7,79.0,0.0,1011,,,,,,,
04/01/2010,21:00,139,2.3,18.3,1.3,25.0,77.1,0.0,1011,,,,,,,
04/01/2010,22:00,151,4.0,14.7,1.3,24.1,79.8,0.0,1011,,,,,,,
04/01/2010,23:00,146,3.7,14.5,1.2,23.6,82.6,0.0,1011,,,,,,,
05/01/2010,00:00,149,2.9,16.3,1.0,23.0,87.7,0.1,1010,,,,,,,
05/01/2010,01:00,149,3.1,14.4,1.1,23.0,88.0,0.0,1010,,,,,,,
05/01/2010,02:00,145,3.5,15.1,1.1,22.9,87.8,0.1,1010,,,,,,,
05/01/2010,03:00,146,2.7,15.4,1.0,22.7,88.8,0.1,1010,,,,,,,
05/01/2010,04:00,148,2.9,15.9,1.0,22.6,88.4,0.0,1010,,,,,,,
05/01/2010,05:00,159,2.6,16.5,1.0,22.8,86.5,0.0,1010,,,,,,,
05/01/2010,06:00,149,2.8,16.9,1.0,23.2,83.5,0.0,1010,,,,,,,
05/01/2010,07:00,156,2.7,18.9,1.0,24.1,80.8,0.0,1011,,,,,,,
05/01/2010,08:00,157,2.3,26.1,1.0,24.7,79.1,0.2,1011,,,,,,,
05/01/2010,09:00,140,2.4,23.6,0.9,25.2,79.4,0.0,1011,,,,,,,
05/01/2010,10:00,131,2.5,21.1,0.9,26.3,73.3,0.0,1011,,,,,,,
05/01/2010,11:00,126,2.4,21.5,0.9,27.1,70.7,0.0,1011,,,,,,,
05/01/2010,12:00,97,2.7,30.2,1.2,27.9,67.1,0.0,1010,,,,,,,
05/01/2010,13:00,82,3.5,23.5,1.1,28.6,63.8,0.0,1009,,,,,,,
05/01/2010,14:00,90,4.7,12.5,1.0,28.8,61.3,0.0,1009,,,,,,,
05/01/2010,15:00,91,5.1,12.3,0.8,28.4,64.8,0.0,1009,,,,,,,
05/01/2010,16:00,88,5.5,17.6,1.1,28.2,67.3,0.0,1009,,,,,,,
05/01/2010,17:00,92,6.2,8.3,0.9,27.7,69.7,0.0,1009,,,,,,,
05/01/2010,18:00,96,5.7,9.1,0.9,27.5,71.8,0.0,1010,,,,,,,
05/01/2010,19:00,182,4.2,20.3,1.4,26.9,74.9,2.4,1010,,,,,,,
05/01/2010,20:00,139,2.1,18.6,0.8,25.3,85.4,0.1,1011,,,,,,,
05/01/2010,21:00,153,2.3,15.3,0.9,25.2,83.9,0.0,1011,,,,,,,
05/01/2010,22:00,161,4.1,11.0,1.2,24.3,86.1,0.0,1011,,,,,,,
05/01/2010,23:00,156,1.9,29.4,1.0,24.1,87.6,0.0,1011,,,,,,,
06/01/2010,00:00,242,0.6,60.2,0.4,24.1,88.5,0.3,1011,,,,,,,
06/01/2010,01:00,198,1.4,26.4,0.8,23.9,89.7,0.5,1010,,,,,,,
06/01/2010,02:00,168,1.8,20.1,0.7,23.8,87.9,0.0,1010,,,,,,,
06/01/2010,03:00,154,1.1,37.7,0.6,23.8,87.1,0.0,1009,,,,,,,
06/01/2010,04:00,153,1.1,33.2,0.5,23.9,86.2,0.0,1010,,,,,,,
06/01/2010,05:00,148,2.4,15.7,0.9,23.5,85.5,0.0,1010,,,,,,,
06/01/2010,06:00,150,2.0,19.3,0.7,23.9,85.9,0.0,1010,,,,,,,
06/01/2010,07:00,147,2.0,22.8,0.8,24.4,83.3,0.0,1011,,,,,,,
06/01/2010,08:00,166,2.2,19.7,0.7,25.2,81.5,0.0,1011,,,,,,,
06/01/2010,09:00,126,2.8,20.0,0.8,26.4,74.4,0.0,1010,,,,,,,
06/01/2010,10:00,116,3.3,17.6,0.9,27.6,68.2,0.0,1010,0.001,0.001,0.002,0.003,,,13
06/01/2010,11:00,96,5.0,11.8,1.0,28.3,63.7,0.0,1010,0.001,0.001,0.002,0.003,4.2,1.5,11
06/01/2010,12:00,87,5.1,13.5,0.9,28.5,63.7,0.0,1009,0.001,0.000,0.001,0.000,16.7,5.5,11
06/01/2010,13:00,88,5.8,11.9,0.9,28.5,62.3,0.0,1009,0.001,0.001,0.001,0.000,16.8,7.2,10
06/01/2010,14:00,92,5.8,11.9,0.9,28.3,63.1,0.0,1008,0.000,0.000,0.000,0.000,3.1,1.3,9
06/01/2010,15:00,140,3.9,49.8,0.9,27.9,67.3,0.0,1008,0.000,0.001,0.001,0.000,,,9
06/01/2010,16:00,171,3.9,17.1,1.7,27.2,70.1,0.0,1008,0.002,0.001,0.003,0.001,,,8
06/01/2010,17:00,155,2.0,17.4,0.7,26.4,75.1,0.0,1008,0.002,0.002,0.003,0.000,7.2,3.2,8
06/01/2010,18:00,169,1.9,21.2,0.7,26.5,75.8,0.0,1009,0.001,0.003,0.004,0.001,14.7,12.4,9
06/01/2010,19:00,177,2.5,16.1,0.9,27.0,70.5,0.0,1009,0.000,0.002,0.002,0.000,13.8,8.2,9
06/01/2010,20:00,164,2.7,14.5,0.9,26.6,72.4,0.0,1009,0.001,0.002,0.003,0.000,13.5,6.8,8
06/01/2010,21:00,146,2.1,16.3,0.6,26.0,77.1,0.0,1009,0.001,0.000,0.001,0.000,15.5,8.3,9
06/01/2010,22:00,151,2.1,15.9,1.1,25.4,80.3,0.9,1009,0.000,0.001,0.001,0.000,15.9,9.6,9
06/01/2010,23:00,139,1.9,17.0,0.7,24.3,87.1,0.0,1009,0.000,0.000,0.000,0.000,9.8,4.5,8
07/01/2010,00:00,178,1.7,18.4,0.5,24.3,85.8,0.0,1008,,,,,16.7,10.3,
07/01/2010,01:00,183,1.7,9.8,0.3,24.2,86.2,0.0,1008,0.001,0.001,0.001,0.000,10.1,3.2,10
07/01/2010,02:00,186,1.9,10.9,0.5,24.1,85.3,0.0,1007,0.000,0.001,0.001,0.000,18.9,9.2,12
07/01/2010,03:00,181,1.5,15.8,0.4,24.2,84.1,0.0,1007,0.001,0.000,0.001,0.000,21.9,11.1,13
07/01/2010,04:00,166,1.5,22.9,0.7,24.5,81.5,0.0,1007,0.000,0.001,0.001,0.000,18.0,6.1,13
07/01/2010,05:00,168,1.6,15.0,0.5,24.4,82.9,0.0,1007,0.002,0.001,0.003,0.000,21.7,9.3,13
07/01/2010,06:00,147,2.6,15.4,1.1,24.9,80.1,0.0,1008,0.002,0.001,0.002,0.000,20.6,9.3,12
07/01/2010,07:00,140,3.4,14.8,1.1,25.5,77.5,0.0,1008,0.001,0.001,0.001,0.000,16.3,4.6,10
07/01/2010,08:00,142,3.2,14.4,1.0,26.1,74.8,0.0,1009,0.001,0.001,0.002,0.000,18.7,7.2,11
07/01/2010,09:00,131,3.2,17.5,1.0,26.6,73.7,0.0,1009,,,,,23.3,10.1,
07/01/2010,10:00,127,3.8,16.0,1.2,27.5,68.7,0.0,1008,,,,,18.2,10.3,
07/01/2010,11:00,138,3.6,19.7,1.2,28.4,63.7,0.0,1008,0.001,0.001,0.002,0.000,14.3,6.0,9
07/01/2010,12:00,128,2.9,20.8,1.0,28.7,62.3,0.0,1007,0.001,0.001,0.002,0.000,16.9,8.3,8
07/01/2010,13:00,113,3.9,20.1,1.2,28.7,62.3,0.0,1007,0.001,0.002,0.003,0.000,7.4,3.1,7
07/01/2010,14:00,173,5.1,15.4,2.7,25.0,81.9,9.7,1007,0.001,0.002,0.002,0.002,20.6,11.3,8
07/01/2010,15:00,160,3.9,13.3,1.4,23.8,88.0,3.1,1007,0.000,0.002,0.002,0.001,5.4,1.6,5
07/01/2010,16:00,154,2.9,16.7,1.0,23.8,86.6,1.1,1007,0.003,0.002,0.005,0.000,4.5,2.6,5
07/01/2010,17:00,163,4.1,11.3,1.4,23.9,85.5,0.7,1008,0.001,0.002,0.003,0.000,8.5,6.6,5
07/01/2010,18:00,162,3.3,13.0,1.2,22.9,84.2,0.2,1009,0.000,0.001,0.001,0.000,6.1,3.9,4
07/01/2010,19:00,151,2.2,16.9,0.8,22.5,85.7,0.4,1010,0.001,0.002,0.002,0.000,4.6,3.4,4
07/01/2010,20:00,160,2.5,12.2,0.8,22.7,88.9,1.5,1010,0.000,0.002,0.002,0.001,6.0,2.8,6
07/01/2010,21:00,141,2.4,15.1,0.8,22.7,89.9,0.4,1010,0.001,0.001,0.001,0.000,7.8,4.1,5
07/01/2010,22:00,173,3.2,13.2,0.9,22.9,88.7,0.4,1010,0.000,0.000,0.000,0.001,-2.6,-2.9,6
07/01/2010,23:00,181,4.0,25.2,2.3,22.9,87.3,2.3,1010,0.000,0.001,0.001,0.001,0.0,-1.4,8
08/01/2010,00:00,107,3.1,21.2,1.9,22.4,85.8,3.6,1010,,,,,7.9,-0.6,
08/01/2010,01:00,80,5.7,8.2,1.2,23.5,76.7,0.1,1009,0.000,0.002,0.002,0.001,11.6,0.8,10
08/01/2010,02:00,81,4.4,12.1,1.1,24.4,70.1,0.0,1009,0.000,0.003,0.003,0.001,,,10
08/01/2010,03:00,85,3.8,11.0,0.9,25.0,66.1,0.0,1009,0.002,0.015,0.016,0.003,14.3,3.1,9
08/01/2010,04:00,89,3.2,16.0,1.2,25.2,67.3,0.0,1009,0.000,0.010,0.010,0.002,9.7,-0.3,10
08/01/2010,05:00,123,2.6,35.3,1.0,24.8,71.9,0.0,1009,0.001,0.006,0.006,0.002,11.2,1.7,10
08/01/2010,06:00,130,2.2,13.4,0.6,23.9,75.9,0.0,1010,0.001,0.002,0.003,0.002,12.1,1.3,10
08/01/2010,07:00,129,2.7,12.3,0.7,24.7,73.7,0.0,1010,0.001,0.002,0.002,0.004,12.8,2.6,10
08/01/2010,08:00,128,2.8,12.6,0.7,25.3,72.3,0.0,1011,0.000,0.002,0.002,0.006,10.9,1.0,10
08/01/2010,09:00,129,3.0,13.6,0.8,25.9,70.4,0.0,1011,0.001,0.003,0.004,0.004,14.6,4.3,9
08/01/2010,10:00,107,4.0,22.8,1.5,26.3,68.6,1.4,1011,0.001,0.002,0.002,0.004,11.9,4.4,8
08/01/2010,11:00,104,3.4,22.6,2.3,23.5,86.0,7.2,1011,0.002,0.005,0.007,0.001,13.9,5.3,10
08/01/2010,12:00,105,4.0,14.7,2.5,22.7,86.1,1.5,1011,0.001,0.003,0.004,0.001,8.2,2.6,8
08/01/2010,13:00,124,3.0,19.5,1.8,23.8,84.9,0.4,1010,0.001,0.003,0.004,0.003,1.7,-1.3,9
08/01/2010,14:00,171,2.9,20.0,1.3,24.1,78.2,0.8,1010,0.001,0.003,0.004,0.004,1.7,1.3,8
08/01/2010,15:00,179,3.9,21.4,2.5,25.7,75.7,0.0,1009,0.001,0.002,0.003,0.002,11.2,7.4,9
08/01/2010,16:00,182,6.4,9.3,1.4,26.7,66.6,0.0,1009,0.001,0.002,0.003,0.001,13.1,4.4,7
08/01/2010,17:00,172,4.3,12.7,1.5,26.1,67.8,0.0,1010,0.001,0.002,0.003,0.003,8.6,-0.1,9
08/01/2010,18:00,177,4.4,13.2,1.4,26.3,69.7,0.0,1011,0.001,0.001,0.002,0.001,16.8,5.3,11
08/01/2010,19:00,166,3.3,13.0,1.0,25.8,72.0,0.0,1011,0.000,0.002,0.002,0.001,17.0,7.3,11
08/01/2010,20:00,162,3.0,13.6,0.9,25.6,70.5,0.0,1012,0.001,0.000,0.001,0.002,16.9,5.2,12
08/01/2010,21:00,154,2.7,14.3,0.8,25.2,71.7,0.0,1012,0.000,0.000,0.000,0.001,14.4,4.1,11
08/01/2010,22:00,158,3.7,13.8,1.3,25.0,72.1,0.0,1012,0.000,0.000,0.000,0.001,17.5,8.0,10
08/01/2010,23:00,156,3.2,13.0,1.0,24.8,73.3,0.0,1012,0.000,0.000,0.000,0.001,14.3,4.8,10
09/01/2010,00:00,142,2.7,12.7,0.8,24.4,75.4,0.0,1011,,,,,10.0,1.1,
09/01/2010,01:00,143,2.6,11.5,0.8,24.1,77.7,0.0,1011,0.000,0.000,0.000,0.000,8.9,0.0,11
09/01/2010,02:00,137,3.1,12.2,0.9,23.9,78.3,0.0,1011,0.000,0.000,0.000,0.000,14.3,4.2,10
09/01/2010,03:00,144,2.8,13.8,0.8,23.6,79.7,0.0,1011,0.000,0.000,0.000,0.000,18.2,6.6,10
09/01/2010,04:00,143,3.2,13.0,0.9,23.3,81.7,0.0,1011,0.000,0.000,0.000,0.000,14.7,3.5,10
09/01/2010,05:00,148,2.9,12.6,0.9,23.3,81.6,0.0,1011,0.001,0.000,0.001,0.001,12.0,1.8,9
09/01/2010,06:00,142,3.6,15.1,1.2,24.3,77.0,0.0,1012,0.000,0.001,0.001,0.000,6.1,-0.7,9
09/01/2010,07:00,128,4.4,13.6,1.4,25.6,71.5,0.0,1013,0.000,0.000,0.000,0.000,7.7,1.8,9
09/01/2010,08:00,122,5.4,12.1,1.3,26.5,67.2,0.0,1013,0.000,0.000,0.000,0.001,,,9
09/01/2010,09:00,109,7.6,12.7,1.7,27.4,59.0,0.0,1013,0.000,0.000,0.000,0.002,12.4,3.5,8
09/01/2010,10:00,102,8.6,10.7,1.5,28.2,55.2,0.0,1013,0.002,0.001,0.002,0.001,15.4,5.1,8
09/01/2010,11:00,98,8.9,10.4,1.4,28.6,53.0,0.0,1012,0.000,0.000,0.000,0.001,16.1,6.3,8
09/01/2010,12:00,97,9.4,9.3,1.6,28.7,52.0,0.0,1012,0.000,0.001,0.001,0.000,10.9,1.7,8
09/01/2010,13:00,98,8.8,11.2,1.5,28.7,51.1,0.0,1011,0.001,0.000,0.001,0.001,14.3,4.1,9
09/01/2010,14:00,89,8.9,9.9,1.4,28.2,54.3,0.0,1011,0.000,0.000,0.000,0.001,21.1,8.9,9
09/01/2010,15:00,89,9.0,10.4,1.4,28.0,57.8,0.0,1011,0.000,0.000,0.000,0.001,14.8,3.8,9
09/01/2010,16:00,88,9.4,9.5,1.4,27.6,61.8,0.0,1011,0.000,0.000,0.000,0.000,17.5,5.0,10
09/01/2010,17:00,94,8.7,9.7,1.2,27.4,63.8,0.0,1011,0.000,0.000,0.000,0.000,19.4,4.5,11
09/01/2010,18:00,186,7.7,8.5,1.4,26.8,61.0,0.0,1012,0.000,0.000,0.000,0.000,14.7,1.5,10
09/01/2010,19:00,181,5.9,8.0,1.3,26.3,62.0,0.0,1012,0.000,0.000,0.000,0.001,18.4,6.0,10
09/01/2010,20:00,173,4.3,11.7,1.4,25.9,63.5,0.0,1013,0.000,0.000,0.000,0.003,18.2,5.4,10
09/01/2010,21:00,153,2.5,15.6,0.9,25.5,64.7,0.1,1013,0.000,0.000,0.000,0.001,14.9,2.3,11
09/01/2010,22:00,158,2.7,12.3,0.8,25.1,65.6,0.0,1013,0.000,0.000,0.000,0.000,13.3,1.9,10
09/01/2010,23:00,141,1.8,19.7,0.6,24.6,67.6,0.0,1013,0.000,0.001,0.001,0.000,15.6,4.4,10
10/01/2010,00:00,170,1.6,12.8,0.4,24.0,70.6,0.0,1012,,,,,14.5,5.0,
10/01/2010,01:00,174,1.6,13.2,0.4,23.5,73.6,0.0,1012,0.000,0.001,0.001,0.001,9.5,-0.2,10
10/01/2010,02:00,186,1.6,14.3,0.4,22.9,78.0,0.0,1011,0.000,0.001,0.001,0.001,13.3,4.5,9
10/01/2010,03:00,156,1.9,17.8,0.7,22.9,80.0,0.1,1011,0.000,0.001,0.001,0.000,14.5,6.2,9
10/01/2010,04:00,168,2.2,14.5,0.7,22.9,79.9,0.0,1011,0.000,0.000,0.000,0.000,13.4,5.4,8
10/01/2010,05:00,184,2.0,10.9,0.5,22.6,81.5,0.0,1011,0.000,0.000,0.000,0.000,10.0,3.3,9
10/01/2010,06:00,137,2.3,24.5,1.0,23.8,77.5,0.0,1012,0.000,0.000,0.000,0.001,10.9,3.9,8
