Date,Time,Wind Direction,Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Air Temperature (degC),Relative Humidity (%RH),Rainfall (mm),Barometric Pressure (hPa),Nitric Oxide (NO) (ppm),Nitrogen Dioxide (NO2) (ppm),Total Oxides of Nitrogen (NOx) (ppm),Sulfur Dioxide (SO2) (ppm),PM10 (µg/m^3),PM2.5 (µg/m^3),Visibility-reducing particles (Mm^-1)
22/04/2010,15:00,110,4.2,11.7,1.5,25.9,64.8,0.0,1012,0.004,0.004,0.008,0.003,,,11
22/04/2010,16:00,116,3.1,14.3,1.3,25.7,64.8,0.0,1012,0.010,0.012,0.021,0.011,20.6,4.6,12
22/04/2010,17:00,120,2.4,13.4,1.1,24.9,64.5,0.0,1012,0.001,0.001,0.002,0.002,11.4,-2.3,10
22/04/2010,18:00,121,1.5,19.0,0.7,24.1,67.1,0.0,1013,0.000,0.004,0.004,0.002,15.0,1.8,11
22/04/2010,19:00,129,1.4,23.1,0.7,23.8,64.3,0.0,1013,0.000,0.005,0.005,0.002,9.4,-3.9,10
22/04/2010,20:00,124,1.5,23.4,0.7,23.4,67.1,0.0,1014,0.000,0.004,0.004,0.003,10.9,-2.8,10
22/04/2010,21:00,127,1.5,20.8,0.7,23.4,68.5,0.0,1014,0.000,0.006,0.006,0.004,12.6,-0.7,10
22/04/2010,22:00,132,1.5,31.7,0.9,23.3,70.4,0.0,1014,0.000,0.003,0.003,0.004,15.1,0.4,10
22/04/2010,23:00,140,1.2,36.2,0.7,23.0,72.2,0.0,1013,0.000,0.001,0.001,0.002,15.1,1.2,10
23/04/2010,00:00,142,1.1,37.3,0.7,22.9,73.1,0.0,1013,,,,,17.0,3.1,
23/04/2010,01:00,147,1.0,41.0,0.7,22.8,74.7,0.0,1013,0.000,0.000,0.000,0.001,19.6,7.4,9
23/04/2010,02:00,139,1.0,39.1,0.7,22.5,76.6,0.0,1012,0.000,0.000,0.000,0.000,13.9,2.6,9
23/04/2010,03:00,144,1.0,38.7,0.7,22.5,77.5,0.0,1012,0.000,0.000,0.000,0.000,20.0,10.4,9
23/04/2010,04:00,142,1.0,40.0,0.7,22.6,77.3,0.0,1012,0.000,0.000,0.000,0.000,14.0,4.6,8
23/04/2010,05:00,122,1.5,22.6,0.7,22.5,78.4,0.0,1013,0.000,0.001,0.001,0.001,10.5,0.6,9
23/04/2010,06:00,127,1.4,22.9,0.8,22.7,78.2,0.0,1013,0.001,0.004,0.004,0.003,,,9
23/04/2010,07:00,133,1.5,31.6,1.0,22.8,77.3,0.0,1014,0.001,0.003,0.004,0.003,15.1,5.3,8
23/04/2010,08:00,135,1.4,31.3,0.8,23.7,72.7,0.0,1014,0.001,0.001,0.002,0.002,12.4,2.0,8
23/04/2010,09:00,119,2.2,22.6,1.2,24.3,70.2,0.0,1015,0.003,0.004,0.006,0.003,9.2,-1.5,8
23/04/2010,10:00,117,2.9,14.0,1.2,25.3,66.4,0.0,1014,0.020,0.011,0.031,0.019,11.0,-2.0,9
23/04/2010,11:00,112,2.8,20.6,1.4,26.0,64.0,0.0,1014,0.013,0.009,0.022,0.015,20.6,8.1,9
23/04/2010,12:00,110,2.6,19.2,1.1,25.5,66.7,0.0,1013,0.006,0.006,0.011,0.007,25.9,12.2,9
23/04/2010,13:00,124,1.7,32.2,1.1,26.0,65.4,0.0,1012,0.012,0.009,0.021,0.013,15.6,4.0,8
23/04/2010,14:00,93,4.2,16.5,1.6,26.1,65.2,0.0,1012,0.005,0.005,0.009,0.006,14.0,3.2,9
23/04/2010,15:00,99,3.4,19.1,1.6,25.8,66.0,0.0,1011,0.006,0.005,0.011,0.006,20.0,5.5,9
23/04/2010,16:00,106,2.9,13.0,1.1,25.2,68.2,0.0,1012,0.001,0.000,0.001,0.001,9.5,-3.8,9
23/04/2010,17:00,110,1.8,13.0,0.8,24.7,71.6,0.0,1012,0.002,0.007,0.008,0.001,16.5,1.8,11
23/04/2010,18:00,118,1.3,12.7,0.5,23.9,75.5,0.0,1013,0.001,0.006,0.006,0.001,,,11
23/04/2010,19:00,122,1.4,13.8,0.6,23.6,76.9,0.0,1014,0.000,0.003,0.003,0.001,20.5,1.4,11
23/04/2010,20:00,123,1.4,14.3,0.6,23.5,75.7,0.0,1014,0.002,0.008,0.009,0.005,14.7,1.5,9
23/04/2010,21:00,125,1.3,21.1,0.5,23.2,76.1,0.0,1014,0.022,0.016,0.038,0.019,11.6,0.3,9
23/04/2010,22:00,129,1.3,22.1,0.7,23.0,78.0,0.0,1014,0.008,0.014,0.022,0.012,9.8,-1.2,9
23/04/2010,23:00,130,1.1,22.9,0.5,22.6,79.8,0.0,1014,0.000,0.004,0.004,0.004,10.3,-0.9,8
24/04/2010,00:00,139,1.0,31.2,0.6,22.3,80.7,0.0,1013,,,,,9.7,0.3,
24/04/2010,01:00,145,0.8,37.0,0.5,21.8,81.7,0.0,1012,0.000,0.000,0.000,0.001,8.7,1.2,6
24/04/2010,02:00,160,0.8,45.6,0.7,21.7,82.0,0.0,1012,0.000,0.000,0.000,0.000,3.9,-3.2,6
24/04/2010,03:00,159,0.9,46.5,0.8,21.6,82.6,0.0,1011,0.000,0.000,0.000,0.000,9.5,2.5,5
24/04/2010,04:00,147,0.9,39.3,0.7,21.2,82.8,0.0,1011,0.000,0.000,0.000,0.000,9.1,2.1,5
24/04/2010,05:00,137,0.9,32.7,0.5,21.0,83.3,0.0,1012,0.000,0.000,0.000,0.000,4.5,-0.4,5
24/04/2010,06:00,136,0.8,36.3,0.5,21.2,82.4,0.0,1013,0.000,0.000,0.000,0.000,10.2,4.6,5
24/04/2010,07:00,141,1.0,36.2,0.7,22.6,76.6,0.0,1013,0.000,0.000,0.000,0.000,5.9,0.4,5
24/04/2010,08:00,151,0.9,48.1,0.7,23.9,72.6,0.0,1014,0.001,0.000,0.001,0.001,2.9,-1.6,5
24/04/2010,09:00,110,1.3,55.6,1.3,25.4,67.7,0.0,1014,0.011,0.007,0.018,0.011,6.8,0.7,6
24/04/2010,10:00,96,2.9,21.1,1.1,26.2,64.7,0.0,1014,0.010,0.008,0.018,0.011,8.2,0.9,6
24/04/2010,11:00,87,3.6,14.3,1.1,26.5,63.6,0.0,1013,0.003,0.002,0.004,0.002,9.4,1.9,6
24/04/2010,12:00,87,3.9,13.9,1.2,26.4,63.3,0.0,1012,0.001,0.000,0.001,0.001,6.9,-0.1,6
24/04/2010,13:00,97,2.9,14.2,0.9,26.6,63.8,0.0,1011,0.000,0.000,0.000,0.000,,,6
24/04/2010,14:00,92,2.4,17.8,0.9,26.8,63.3,0.0,1011,0.000,0.000,0.000,0.001,12.2,5.7,7
24/04/2010,15:00,85,2.5,14.7,0.8,26.8,63.1,0.0,1011,0.000,0.000,0.000,0.001,11.4,4.4,7
24/04/2010,16:00,84,2.1,17.1,0.7,26.3,67.5,0.0,1011,0.000,0.000,0.000,0.001,9.8,2.2,7
24/04/2010,17:00,113,1.0,23.3,0.6,25.0,75.8,0.0,1011,0.000,0.000,0.000,0.001,16.7,6.9,8
24/04/2010,18:00,168,0.4,38.3,0.2,23.5,83.4,0.0,1012,0.000,0.000,0.000,0.000,10.6,-0.2,8
24/04/2010,19:00,173,0.4,38.3,0.3,23.5,86.4,0.0,1013,0.000,0.004,0.004,0.001,10.1,1.6,8
24/04/2010,20:00,168,0.5,35.5,0.4,23.5,88.4,0.0,1013,0.000,0.002,0.002,0.000,8.5,1.6,7
24/04/2010,21:00,145,0.3,46.2,0.3,23.1,89.1,0.0,1013,0.000,0.002,0.002,0.001,6.1,-1.1,8
24/04/2010,22:00,177,0.4,44.6,0.3,23.4,89.1,0.0,1013,0.000,0.004,0.004,0.000,12.5,0.6,9
24/04/2010,23:00,189,0.3,29.7,0.2,23.4,88.6,0.0,1013,0.000,0.003,0.003,0.000,11.4,-0.1,7
25/04/2010,00:00,135,0.3,61.6,0.3,22.9,89.9,0.0,1012,,,,,5.6,-1.6,
25/04/2010,01:00,257,0.1,98.6,0.3,22.5,90.8,0.0,1012,0.000,0.002,0.002,0.000,8.5,1.1,11
25/04/2010,02:00,203,0.4,65.7,0.4,22.4,91.0,0.0,1011,0.000,0.002,0.002,0.000,6.9,1.3,9
25/04/2010,03:00,241,0.2,80.1,0.3,22.2,90.9,0.0,1011,0.000,0.003,0.003,0.001,9.1,3.1,8
25/04/2010,04:00,196,0.1,105.6,0.3,22.1,91.3,0.0,1011,0.000,0.002,0.002,0.000,7.5,2.8,9
25/04/2010,05:00,211,0.3,65.2,0.3,21.6,91.7,0.0,1012,0.000,0.003,0.003,0.000,5.1,0.7,8
25/04/2010,06:00,70,0.1,111.3,0.3,21.5,91.9,0.0,1012,0.001,0.002,0.003,0.000,10.1,6.2,9
25/04/2010,07:00,163,0.5,51.7,0.4,22.7,90.8,0.0,1013,0.002,0.001,0.003,0.001,7.3,3.1,8
25/04/2010,08:00,138,0.6,49.9,0.6,25.5,76.7,0.0,1013,0.007,0.005,0.012,0.007,6.4,-1.2,10
25/04/2010,09:00,77,1.2,50.4,0.7,26.4,68.6,0.0,1013,0.008,0.006,0.013,0.003,12.2,3.4,10
25/04/2010,10:00,72,0.9,63.0,0.8,27.5,62.4,0.0,1013,0.001,0.001,0.002,0.001,16.7,7.4,9
25/04/2010,11:00,53,1.1,44.3,0.7,28.0,61.5,0.0,1012,0.000,0.000,0.000,0.000,14.5,6.6,10
25/04/2010,12:00,39,1.2,42.9,0.7,28.5,59.3,0.0,1011,0.000,0.000,0.000,0.001,14.2,5.3,10
25/04/2010,13:00,60,2.1,23.6,1.0,28.2,62.0,0.0,1010,0.000,0.000,0.000,0.001,11.4,3.6,10
25/04/2010,14:00,58,1.6,33.8,0.7,27.8,67.3,0.0,1010,0.000,0.000,0.000,0.000,12.6,3.1,10
25/04/2010,15:00,30,1.7,28.6,0.8,27.8,66.9,0.0,1010,0.000,0.000,0.000,0.000,16.3,6.5,10
25/04/2010,16:00,17,1.4,24.0,0.7,27.2,68.1,0.0,1010,0.001,0.000,0.001,0.000,9.8,1.6,10
25/04/2010,17:00,354,0.4,131.6,0.4,25.8,75.3,0.0,1011,0.001,0.000,0.001,0.000,18.2,9.2,9
25/04/2010,18:00,272,0.9,23.2,0.4,24.4,82.5,0.0,1011,0.000,0.000,0.000,0.000,16.9,9.3,12
25/04/2010,19:00,270,0.8,24.4,0.3,24.0,84.9,0.0,1012,0.000,0.000,0.000,0.000,10.2,1.7,11
25/04/2010,20:00,260,0.5,51.1,0.4,23.0,87.8,0.0,1013,0.000,0.000,0.000,0.000,7.3,0.4,11
25/04/2010,21:00,285,0.6,49.3,0.5,22.5,89.4,0.0,1013,0.000,0.000,0.000,0.000,10.2,4.0,8
25/04/2010,22:00,285,0.6,44.7,0.4,22.5,89.9,0.0,1012,0.001,0.000,0.001,0.000,9.0,3.4,7
25/04/2010,23:00,296,0.5,85.7,0.6,22.2,90.9,0.0,1012,0.000,0.000,0.000,0.000,,,6
26/04/2010,00:00,295,0.7,29.7,0.3,22.8,90.7,0.0,1012,,,,,,,
26/04/2010,01:00,195,0.5,61.3,0.7,22.9,89.7,0.0,1012,0.000,0.000,0.000,0.000,,,7
26/04/2010,02:00,182,0.4,63.0,0.4,22.5,90.5,0.4,1012,0.000,0.003,0.003,0.000,9.5,3.2,9
26/04/2010,03:00,163,0.4,123.9,0.6,22.3,90.6,0.0,1012,0.000,0.001,0.001,0.000,7.7,1.2,9
26/04/2010,04:00,185,1.5,26.8,1.0,22.9,71.2,0.0,1012,0.000,0.000,0.000,0.000,7.2,-0.8,8
26/04/2010,05:00,180,1.5,39.9,1.0,22.6,65.9,0.0,1013,0.000,0.000,0.000,0.000,10.4,-1.3,7
26/04/2010,06:00,163,0.9,50.9,0.8,21.8,64.8,0.0,1014,0.000,0.000,0.000,0.000,11.6,-0.1,7
26/04/2010,07:00,160,1.0,49.5,0.9,22.2,55.1,0.0,1014,0.000,0.000,0.000,0.000,8.4,-1.9,6
26/04/2010,08:00,174,1.4,45.7,1.1,22.7,48.6,0.0,1015,0.000,0.000,0.000,0.000,8.0,-1.0,5
26/04/2010,09:00,151,1.0,44.6,0.8,23.3,45.2,0.0,1016,0.000,0.000,0.000,0.000,7.7,0.5,5
26/04/2010,10:00,167,1.1,45.5,0.9,24.4,42.0,0.0,1016,0.000,0.000,0.000,0.000,,,4
26/04/2010,11:00,134,1.2,56.5,1.1,25.4,39.9,0.0,1015,0.003,0.003,0.006,0.003,9.0,1.6,5
26/04/2010,12:00,80,4.0,14.3,1.4,25.8,41.0,0.0,1014,0.005,0.007,0.012,0.007,7.7,-1.1,5
26/04/2010,13:00,83,4.0,12.5,1.1,25.8,44.7,0.0,1014,0.002,0.004,0.006,0.005,7.6,0.6,5
26/04/2010,14:00,86,3.7,13.7,1.1,25.7,47.5,0.0,1014,0.002,0.003,0.005,0.003,8.6,1.2,5
26/04/2010,15:00,89,3.5,12.6,1.1,25.6,49.9,0.0,1014,0.000,0.000,0.000,0.002,14.4,6.4,6
26/04/2010,16:00,91,2.8,13.2,0.9,24.9,56.7,0.0,1014,0.000,0.000,0.000,0.000,14.6,5.1,8
26/04/2010,17:00,106,1.9,12.1,0.7,23.7,66.6,0.0,1015,0.000,0.000,0.000,0.000,12.6,-0.3,12
26/04/2010,18:00,108,2.7,11.7,1.0,23.3,67.7,0.0,1015,0.001,0.002,0.003,0.000,16.3,-0.8,12
26/04/2010,19:00,112,2.3,10.4,0.9,22.9,70.0,0.0,1016,0.001,0.005,0.006,0.000,18.9,-0.6,13
26/04/2010,20:00,111,2.2,12.3,0.9,22.8,70.3,0.0,1016,0.002,0.006,0.008,0.000,24.5,4.9,13
26/04/2010,21:00,126,1.1,21.7,0.6,22.2,71.7,0.0,1017,0.001,0.010,0.011,0.004,23.1,5.6,13
26/04/2010,22:00,130,0.9,27.0,0.5,21.6,71.0,0.0,1017,0.013,0.025,0.037,0.020,22.6,6.2,13
26/04/2010,23:00,130,1.0,29.8,0.6,21.0,71.2,0.0,1017,0.001,0.006,0.007,0.005,14.3,-1.0,13
27/04/2010,00:00,134,0.9,29.6,0.5,20.4,72.3,0.0,1016,,,,,13.3,-1.9,
27/04/2010,01:00,140,0.7,40.6,0.5,20.2,72.3,0.0,1016,0.000,0.000,0.000,0.002,22.8,8.4,14
27/04/2010,02:00,130,0.7,39.3,0.5,19.8,73.5,0.0,1015,0.000,0.000,0.000,0.000,17.0,1.8,13
27/04/2010,03:00,139,0.7,45.1,0.5,19.6,74.1,0.0,1015,0.000,0.000,0.000,0.000,18.8,4.2,13
27/04/2010,04:00,143,0.8,39.0,0.6,19.7,72.9,0.0,1015,0.001,0.000,0.001,0.000,11.7,0.0,12
27/04/2010,05:00,143,0.8,36.3,0.5,19.8,71.8,0.0,1016,0.000,0.000,0.000,0.000,14.4,-0.1,12
27/04/2010,06:00,140,0.9,33.8,0.6,19.8,71.4,0.0,1016,0.000,0.000,0.000,0.000,25.5,10.3,12
27/04/2010,07:00,143,0.8,38.1,0.6,20.5,68.2,0.0,1016,0.000,0.000,0.000,0.000,19.1,6.5,11
27/04/2010,08:00,137,0.9,35.8,0.6,21.7,65.1,0.0,1017,0.002,0.005,0.007,0.005,13.2,0.1,12
27/04/2010,09:00,121,0.9,43.8,0.6,22.7,62.6,0.0,1017,0.011,0.013,0.024,0.015,19.2,4.0,12
27/04/2010,10:00,112,1.4,42.7,1.1,24.0,59.7,0.0,1017,0.017,0.015,0.031,0.018,23.4,7.0,12
27/04/2010,11:00,88,2.9,22.9,1.2,24.5,58.1,0.0,1016,0.013,0.013,0.026,0.012,25.4,7.5,14
27/04/2010,12:00,81,3.4,13.6,0.9,24.1,60.8,0.0,1015,0.002,0.003,0.005,0.002,25.1,3.2,12
27/04/2010,13:00,92,2.5,17.9,0.9,23.9,62.7,0.0,1015,0.000,0.000,0.000,0.001,15.5,-1.7,12
27/04/2010,14:00,95,2.2,16.3,0.8,24.0,63.6,0.0,1014,0.000,0.000,0.000,0.000,,,11
27/04/2010,15:00,93,1.7,17.9,0.7,23.9,64.2,0.0,1014,0.000,0.000,0.000,0.000,20.0,2.6,11
27/04/2010,16:00,101,1.2,15.0,0.5,23.4,68.4,0.0,1014,0.000,0.000,0.000,0.000,21.3,6.9,10
27/04/2010,17:00,116,0.7,51.2,0.6,22.7,71.2,0.0,1015,0.000,0.000,0.000,0.000,13.7,1.2,10
27/04/2010,18:00,214,0.3,40.4,0.2,21.5,77.9,0.0,1015,0.000,0.000,0.000,0.000,10.3,-1.2,9
27/04/2010,19:00,205,0.5,44.8,0.3,21.0,80.3,0.0,1016,0.000,0.000,0.000,0.000,6.4,-3.3,7
27/04/2010,20:00,172,0.3,72.3,0.3,20.5,83.0,0.0,1016,0.000,0.000,0.000,0.000,,,6
27/04/2010,21:00,195,0.5,59.4,0.4,20.7,81.2,0.0,1016,0.000,0.000,0.000,0.000,5.0,-0.9,6
27/04/2010,22:00,147,0.2,83.5,0.4,19.7,85.4,0.0,1016,0.000,0.000,0.000,0.000,,,5
27/04/2010,23:00,163,0.4,54.1,0.3,20.5,80.3,0.0,1015,0.000,0.002,0.002,0.000,,,7
28/04/2010,00:00,200,0.1,99.2,0.2,20.3,80.3,0.0,1015,,,,,,,
28/04/2010,01:00,166,0.4,118.4,0.5,20.1,79.8,0.0,1015,0.000,0.001,0.001,0.001,7.4,0.3,7
28/04/2010,02:00,155,0.5,53.3,0.4,20.5,75.4,0.0,1015,0.000,0.001,0.001,0.001,15.6,6.5,8
28/04/2010,03:00,183,0.4,61.3,0.5,20.3,75.3,0.0,1014,0.000,0.001,0.001,0.000,13.0,2.5,7
28/04/2010,04:00,182,0.3,97.6,0.6,20.0,76.7,0.0,1015,0.000,0.002,0.002,0.001,9.5,0.6,7
28/04/2010,05:00,178,0.6,57.1,0.5,20.3,74.0,0.0,1015,0.000,0.001,0.001,0.001,20.2,10.6,7
28/04/2010,06:00,180,0.4,62.1,0.5,20.0,75.7,0.0,1016,0.001,0.001,0.001,0.000,17.9,7.4,7
28/04/2010,07:00,198,0.4,64.3,0.4,20.4,77.2,0.0,1016,0.001,0.002,0.002,0.001,14.8,6.1,6
28/04/2010,08:00,163,0.5,49.4,0.4,21.7,72.2,0.0,1017,0.000,0.000,0.000,0.000,15.1,5.3,8
28/04/2010,09:00,164,0.7,45.7,0.5,23.0,68.9,0.0,1017,0.001,0.001,0.002,0.002,13.9,-0.8,8
28/04/2010,10:00,151,0.6,46.4,0.5,23.6,68.1,0.0,1017,0.001,0.001,0.002,0.002,15.8,3.8,8
28/04/2010,11:00,97,2.0,26.6,0.9,24.6,62.1,0.0,1016,0.007,0.007,0.013,0.010,14.4,2.5,8
28/04/2010,12:00,81,2.8,18.2,0.9,24.6,59.8,0.0,1015,0.002,0.003,0.005,0.004,18.3,5.9,7
28/04/2010,13:00,91,1.9,23.4,0.8,24.5,62.6,0.0,1014,0.000,0.000,0.000,0.000,12.1,1.4,6
28/04/2010,14:00,85,2.2,15.4,0.8,24.7,60.6,0.0,1014,0.000,0.000,0.000,0.000,,,6
28/04/2010,15:00,90,1.4,22.8,0.8,24.7,60.3,0.0,1014,0.000,0.000,0.000,0.000,12.3,2.7,5
28/04/2010,16:00,179,0.3,45.9,0.3,24.5,63.5,0.0,1015,0.000,0.000,0.000,0.000,8.3,0.6,5
28/04/2010,17:00,217,0.6,41.5,0.4,22.7,73.7,0.0,1015,0.000,0.000,0.000,0.000,10.8,4.4,5
28/04/2010,18:00,199,0.4,37.2,0.4,21.4,78.7,0.0,1016,0.001,0.000,0.001,0.000,7.6,3.7,4
28/04/2010,19:00,230,0.4,40.0,0.2,20.5,83.3,0.0,1016,0.000,0.000,0.000,0.000,1.2,-3.7,6
28/04/2010,20:00,192,0.2,63.7,0.2,20.2,85.8,0.0,1017,0.000,0.000,0.000,0.000,7.6,1.5,5
28/04/2010,21:00,246,0.2,70.0,0.3,20.0,86.8,0.0,1017,0.000,0.000,0.000,0.000,,,4
28/04/2010,22:00,226,0.2,68.5,0.3,19.4,89.0,0.0,1017,0.000,0.000,0.000,0.000,,,4
28/04/2010,23:00,200,0.1,85.7,0.2,19.0,90.2,0.0,1017,0.000,0.000,0.000,0.000,,,4
29/04/2010,00:00,255,0.3,74.1,0.4,19.3,88.2,0.0,1016,,,,,,,
29/04/2010,01:00,268,0.2,66.1,0.2,18.8,89.7,0.0,1016,0.000,0.001,0.001,0.000,5.1,0.5,4
29/04/2010,02:00,163,0.5,41.3,0.5,20.0,84.9,0.0,1015,0.000,0.004,0.004,0.001,9.8,2.7,5
29/04/2010,03:00,166,0.6,39.0,0.5,20.4,82.1,0.0,1015,0.000,0.001,0.001,0.001,3.1,-2.1,5
29/04/2010,04:00,172,0.6,34.4,0.5,20.8,81.1,0.0,1015,0.000,0.000,0.000,0.001,6.7,2.0,5
29/04/2010,05:00,167,0.6,36.4,0.5,20.8,80.9,0.0,1015,0.000,0.000,0.000,0.000,18.6,11.8,5
29/04/2010,06:00,162,0.7,43.6,0.6,20.2,82.5,0.0,1016,0.001,0.001,0.001,0.000,16.8,10.6,5
29/04/2010,07:00,168,0.6,45.0,0.5,20.5,82.2,0.0,1017,0.001,0.001,0.002,0.000,15.3,8.2,6
29/04/2010,08:00,169,0.7,47.4,0.6,22.6,75.8,0.0,1017,0.000,0.000,0.000,0.000,5.9,-0.8,5
29/04/2010,09:00,175,0.9,46.7,0.7,24.3,69.9,0.0,1017,0.006,0.004,0.010,0.005,9.2,0.3,6
29/04/2010,10:00,95,2.4,26.3,1.3,25.4,65.9,0.0,1017,0.009,0.010,0.019,0.010,17.1,6.8,7
29/04/2010,11:00,84,2.9,16.6,0.8,25.8,62.0,0.0,1016,0.002,0.002,0.004,0.003,12.5,1.0,6
29/04/2010,12:00,91,2.7,16.8,0.9,25.6,62.8,0.0,1015,0.000,0.000,0.000,0.001,7.2,-1.5,6
29/04/2010,13:00,78,2.7,14.1,0.8,25.8,61.0,0.0,1014,0.001,0.001,0.002,0.003,11.6,1.6,6
29/04/2010,14:00,88,2.0,17.9,0.9,26.3,57.2,0.0,1014,0.001,0.001,0.001,0.001,6.7,0.4,6
29/04/2010,15:00,68,2.0,17.5,0.7,25.8,63.9,0.0,1014,,,,,5.6,1.3,
29/04/2010,16:00,60,1.5,28.3,0.9,25.1,69.7,0.0,1014,0.000,0.000,0.000,0.000,1.9,-1.3,6
29/04/2010,17:00,213,0.4,44.4,0.2,24.0,76.6,0.0,1014,0.000,0.000,0.000,0.000,9.8,2.4,6
29/04/2010,18:00,198,0.6,22.4,0.3,22.9,82.0,0.0,1015,0.000,0.000,0.000,0.000,7.0,1.2,5
29/04/2010,19:00,215,0.1,91.2,0.2,22.4,85.8,0.0,1015,0.000,0.000,0.000,0.000,-0.6,-4.4,5
29/04/2010,20:00,196,0.3,51.0,0.2,22.2,87.7,0.0,1016,0.000,0.000,0.000,0.000,1.7,-2.0,4
29/04/2010,21:00,177,0.2,53.5,0.2,22.1,88.8,0.0,1016,0.000,0.000,0.000,0.000,7.8,3.5,5
29/04/2010,22:00,262,0.2,93.4,0.2,21.9,88.9,0.0,1016,0.000,0.000,0.000,0.000,6.5,1.6,5
29/04/2010,23:00,210,0.2,71.0,0.2,21.5,90.4,0.0,1016,0.000,0.000,0.000,0.000,7.3,3.2,5
30/04/2010,00:00,244,0.3,56.9,0.2,21.3,91.2,0.0,1016,,,,,3.5,-0.6,
30/04/2010,01:00,215,0.2,68.1,0.2,20.8,91.6,0.0,1015,0.000,0.000,0.000,0.000,11.1,6.7,5
30/04/2010,02:00,239,0.2,45.6,0.2,20.4,92.1,0.0,1015,0.000,0.000,0.000,0.000,6.3,3.2,5
30/04/2010,03:00,264,0.3,54.9,0.2,20.1,92.5,0.0,1015,0.000,0.000,0.000,0.000,-1.2,-1.6,4
30/04/2010,04:00,231,0.4,52.8,0.3,20.2,92.6,0.0,1015,0.000,0.000,0.000,0.000,3.5,1.0,5
30/04/2010,05:00,219,0.7,37.4,0.4,20.3,92.5,0.0,1015,0.000,0.001,0.001,0.000,2.1,0.5,6
30/04/2010,06:00,230,0.4,53.3,0.3,20.2,92.4,0.0,1016,0.000,0.001,0.001,0.000,1.7,-4.1,9
30/04/2010,07:00,247,0.3,65.8,0.3,20.7,91.4,0.0,1017,0.001,0.001,0.002,0.000,6.9,0.4,8
30/04/2010,08:00,180,0.7,47.9,0.6,23.2,79.7,0.0,1017,0.001,0.000,0.001,0.000,3.6,-0.3,6
30/04/2010,09:00,182,0.8,49.2,0.5,25.1,68.6,0.0,1017,0.005,0.004,0.009,0.006,6.6,-0.7,7
30/04/2010,10:00,129,0.5,75.2,0.6,26.1,62.5,0.0,1017,0.015,0.010,0.025,0.017,14.3,3.0,11
30/04/2010,11:00,108,0.8,50.7,0.7,26.1,63.3,0.0,1016,0.007,0.009,0.016,0.010,,,10
30/04/2010,12:00,82,1.9,31.9,0.9,26.7,59.3,0.0,1015,0.004,0.006,0.010,0.007,16.2,2.8,10
30/04/2010,13:00,73,2.7,24.5,1.1,26.8,57.4,0.0,1014,0.006,0.010,0.016,0.009,19.2,5.3,10
30/04/2010,14:00,83,2.6,17.7,0.8,26.6,60.0,0.0,1014,0.001,0.003,0.004,0.005,15.0,2.7,8
30/04/2010,15:00,86,2.6,18.7,1.0,26.1,63.4,0.0,1014,0.000,0.000,0.000,0.001,16.1,8.4,7
30/04/2010,16:00,82,2.0,16.0,0.9,25.2,66.9,0.0,1015,0.000,0.000,0.000,0.000,4.6,-2.4,6
30/04/2010,17:00,99,0.6,60.1,0.5,23.9,71.4,0.0,1015,0.000,0.000,0.000,0.000,10.3,3.2,6
30/04/2010,18:00,202,0.7,11.8,0.3,22.6,76.9,0.0,1016,0.000,0.000,0.000,0.000,7.7,1.1,5
30/04/2010,19:00,202,0.5,17.9,0.2,21.9,84.0,0.0,1016,0.000,0.000,0.000,0.000,3.3,-1.5,5
30/04/2010,20:00,203,0.4,27.9,0.2,21.2,87.3,0.0,1017,0.001,0.000,0.001,0.000,,,5
30/04/2010,21:00,209,0.1,60.5,0.1,20.4,89.7,0.0,1017,0.000,0.000,0.000,0.000,-0.8,-3.8,5
30/04/2010,22:00,191,0.1,80.9,0.2,20.3,91.1,0.0,1017,0.001,0.000,0.001,0.000,1.8,-2.4,6
30/04/2010,23:00,196,0.2,73.9,0.2,20.4,91.4,0.0,1017,0.000,0.000,0.000,0.000,12.1,4.6,5
01/05/2010,00:00,174,0.3,73.9,0.3,20.4,91.9,0.0,1017,,,,,5.9,1.9,
01/05/2010,01:00,170,0.4,52.3,0.4,20.7,90.7,0.0,1017,0.000,0.000,0.000,0.000,,,6
01/05/2010,02:00,175,0.3,54.6,0.4,20.6,87.9,0.0,1016,0.000,0.000,0.000,0.001,,,6
01/05/2010,03:00,167,0.6,41.7,0.5,20.2,86.5,0.0,1016,0.000,0.000,0.000,0.000,9.8,5.9,7
01/05/2010,04:00,166,0.7,41.3,0.6,19.9,85.5,0.0,1016,0.000,0.000,0.000,0.000,4.7,1.5,7
01/05/2010,05:00,162,0.7,43.6,0.6,19.9,85.2,0.0,1017,0.000,0.000,0.000,0.000,9.0,3.3,7
01/05/2010,06:00,149,0.7,44.5,0.6,20.4,83.7,0.0,1017,0.000,0.000,0.000,0.000,7.5,3.9,7
01/05/2010,07:00,155,0.8,44.6,0.6,21.5,78.9,0.0,1018,0.000,0.000,0.000,0.000,,,9
01/05/2010,08:00,159,1.0,43.2,0.7,23.0,71.8,0.0,1018,0.000,0.000,0.000,0.000,10.7,4.6,11
01/05/2010,09:00,182,1.4,36.2,0.9,24.0,68.1,0.0,1019,0.000,0.000,0.000,0.000,9.0,1.2,15
