Date,Time,Wind Direction,Wind Speed (m/s),Wind Sigma Theta (degrees),Wind Speed Std Dev (m/s),Air Temperature (degC),Ozone (ppm),Nitric Oxide (NO) (ppm),Nitrogen Dioxide (NO2) (ppm),Total Oxides of Nitrogen (NOx) (ppm),Sulfur Dioxide (SO2) (ppm),PM10 (µg/m^3)
12/01/2010,16:00,74,2.7,24.9,1.6,32.0,0.018,0.002,0.002,0.003,,22.4
12/01/2010,17:00,79,2.8,21.6,1.6,30.9,0.016,0.002,0.001,0.003,,20.0
12/01/2010,18:00,82,2.8,20.7,1.5,29.6,0.018,0.001,0.001,0.002,,21.2
12/01/2010,19:00,94,1.5,23.8,0.9,28.6,0.016,0.001,0.002,0.003,,19.8
12/01/2010,20:00,96,1.5,26.8,1.0,28.0,0.018,0.000,0.002,0.002,,23.2
12/01/2010,21:00,101,1.5,26.9,0.9,27.7,0.017,0.000,0.001,0.001,,22.3
12/01/2010,22:00,125,0.7,34.2,0.4,26.7,0.013,0.001,0.005,0.006,,26.5
12/01/2010,23:00,114,0.6,40.1,0.4,26.2,0.014,0.001,0.004,0.004,,19.9
13/01/2010,00:00,109,0.9,31.4,0.6,26.2,,,,,,12.9
13/01/2010,01:00,122,1.0,36.2,0.6,26.6,0.014,0.001,0.001,0.002,,15.3
13/01/2010,02:00,153,0.5,41.1,0.3,25.5,0.012,0.000,0.002,0.002,,14.8
13/01/2010,03:00,207,0.4,29.2,0.2,24.9,0.012,0.000,0.002,0.002,,15.2
13/01/2010,04:00,279,0.2,74.5,0.3,24.8,0.010,0.000,0.003,0.003,,14.6
13/01/2010,05:00,212,0.4,46.7,0.3,24.4,0.007,0.001,0.004,0.005,,14.7
13/01/2010,06:00,109,0.8,38.1,0.6,26.6,0.009,0.002,0.005,0.006,,18.0
13/01/2010,07:00,113,1.1,38.8,0.8,29.9,0.014,0.003,0.003,0.006,,20.3
13/01/2010,08:00,134,1.0,51.8,0.7,29.5,0.016,0.002,0.004,0.006,,23.4
13/01/2010,09:00,105,1.6,40.8,1.1,31.4,0.020,0.001,0.002,0.003,,18.7
13/01/2010,10:00,91,2.1,36.5,1.4,33.4,0.021,0.002,0.001,0.003,,21.0
13/01/2010,11:00,68,2.6,24.4,1.4,33.2,0.019,0.001,0.001,0.002,,20.1
13/01/2010,12:00,61,2.8,22.8,1.6,32.7,0.020,0.002,0.002,0.003,,19.9
13/01/2010,13:00,58,2.9,24.3,1.5,32.7,0.021,0.002,0.001,0.002,,18.6
13/01/2010,14:00,52,2.8,22.0,1.4,31.9,0.022,0.002,0.001,0.003,,22.4
13/01/2010,15:00,58,3.0,22.3,1.6,32.3,0.018,0.001,0.001,0.002,,19.5
13/01/2010,16:00,72,2.5,25.4,1.4,32.0,0.017,0.002,0.001,0.003,,23.4
13/01/2010,17:00,67,2.6,25.1,1.2,31.0,0.019,0.001,0.001,0.002,,22.6
13/01/2010,18:00,59,2.5,20.2,1.2,29.4,0.021,0.001,0.001,0.002,,25.0
13/01/2010,19:00,63,1.9,19.5,1.1,28.7,0.021,0.001,0.001,0.002,,22.0
13/01/2010,20:00,79,0.9,23.8,0.5,28.2,0.021,0.001,0.002,0.003,,22.2
13/01/2010,21:00,109,0.6,35.1,0.3,27.5,0.016,0.000,0.006,0.006,,19.8
13/01/2010,22:00,121,0.6,36.0,0.4,27.4,0.017,0.000,0.004,0.004,,20.6
13/01/2010,23:00,82,0.4,34.0,0.3,26.8,0.018,0.000,0.002,0.002,,17.2
14/01/2010,00:00,139,0.3,67.9,0.2,26.0,,,,,,15.2
14/01/2010,01:00,112,0.4,48.5,0.2,25.8,0.013,0.001,0.005,0.006,,15.2
14/01/2010,02:00,47,0.1,123.1,0.1,25.4,0.013,0.000,0.005,0.005,,15.9
14/01/2010,03:00,216,0.2,63.2,0.2,25.1,0.011,0.000,0.006,0.006,,17.0
14/01/2010,04:00,200,0.2,77.9,0.2,25.5,0.009,0.001,0.004,0.005,,15.6
14/01/2010,05:00,227,0.2,86.5,0.2,25.0,0.005,0.002,0.007,0.009,,14.8
14/01/2010,06:00,265,0.2,79.7,0.3,25.9,0.005,0.010,0.010,0.020,,21.0
14/01/2010,07:00,202,0.2,95.4,0.4,30.5,0.015,0.004,0.006,0.009,,17.1
14/01/2010,08:00,85,1.1,44.9,0.8,31.6,0.025,0.003,0.003,0.006,,23.2
14/01/2010,09:00,83,1.1,44.8,0.8,31.3,0.024,0.002,0.003,0.005,,23.1
14/01/2010,10:00,55,2.2,29.3,1.1,33.0,0.023,0.001,0.001,0.002,,17.8
14/01/2010,11:00,44,2.0,26.1,1.0,33.4,0.021,0.001,0.001,0.001,,7.8
14/01/2010,12:00,21,2.9,23.1,1.2,33.0,0.025,0.001,0.002,0.002,,19.4
14/01/2010,13:00,36,3.1,20.1,1.2,32.9,0.025,0.001,0.001,0.002,,15.5
14/01/2010,14:00,28,3.5,18.4,1.3,32.6,0.019,0.001,0.001,0.002,,11.5
14/01/2010,15:00,29,3.2,17.8,1.2,32.4,0.017,0.001,0.001,0.002,,13.3
14/01/2010,16:00,36,3.2,17.2,1.3,31.7,0.019,0.001,0.001,0.001,,18.1
14/01/2010,17:00,48,2.7,20.0,1.2,30.6,0.021,0.002,0.001,0.003,,19.9
14/01/2010,18:00,52,2.2,18.1,1.1,29.5,0.017,0.001,0.002,0.003,,14.2
14/01/2010,19:00,62,1.5,21.1,0.8,29.0,0.015,0.001,0.002,0.003,,15.1
14/01/2010,20:00,79,1.2,17.4,0.6,28.5,0.013,0.001,0.002,0.003,,12.3
14/01/2010,21:00,78,1.1,20.7,0.6,28.4,0.014,0.001,0.002,0.003,,14.1
14/01/2010,22:00,84,1.2,20.5,0.6,28.3,0.016,0.001,0.001,0.002,,13.1
14/01/2010,23:00,112,0.7,33.9,0.4,28.0,0.015,0.000,0.002,0.002,,14.2
15/01/2010,00:00,153,0.4,55.7,0.3,27.3,,,,,,10.0
15/01/2010,01:00,63,0.2,99.2,0.3,27.3,0.011,0.000,0.003,0.003,,15.0
15/01/2010,02:00,92,0.3,57.0,0.2,26.6,0.010,0.000,0.004,0.004,,11.7
15/01/2010,03:00,31,0.3,51.7,0.3,26.1,0.008,0.000,0.003,0.003,,12.7
15/01/2010,04:00,217,0.3,54.8,0.2,25.7,0.006,0.001,0.004,0.005,,14.1
15/01/2010,05:00,240,0.1,117.5,0.2,25.4,0.005,0.001,0.006,0.007,,12.5
15/01/2010,06:00,146,0.4,67.3,0.3,26.8,0.006,0.010,0.009,0.019,,23.4
15/01/2010,07:00,127,0.8,51.6,0.6,30.8,0.012,0.003,0.004,0.007,,20.1
15/01/2010,08:00,131,0.9,57.2,0.8,32.4,0.022,0.002,0.002,0.004,,14.3
15/01/2010,09:00,119,1.1,55.5,0.9,33.8,0.024,0.002,0.002,0.003,,16.1
15/01/2010,10:00,105,0.9,62.6,0.8,33.6,0.019,0.001,0.001,0.002,,14.4
15/01/2010,11:00,64,1.0,63.9,1.0,34.9,0.018,0.001,0.001,0.002,,8.1
15/01/2010,12:00,39,1.4,49.5,1.0,35.1,0.020,0.001,0.001,0.002,,14.5
15/01/2010,13:00,52,1.5,41.0,1.1,35.3,0.023,0.001,0.001,0.002,,14.9
15/01/2010,14:00,41,2.9,19.6,1.3,34.0,0.020,0.002,0.001,0.002,,17.5
15/01/2010,15:00,52,3.1,23.5,1.5,33.0,0.023,0.002,0.001,0.002,,20.2
15/01/2010,16:00,64,2.6,25.2,1.4,33.1,0.017,0.002,0.001,0.003,,10.3
15/01/2010,17:00,68,2.4,22.5,1.4,32.3,0.014,0.002,0.001,0.003,,10.3
15/01/2010,18:00,71,2.5,19.1,1.3,30.7,0.020,0.001,0.001,0.002,,14.4
15/01/2010,19:00,75,2.4,19.8,1.3,29.9,0.017,0.001,0.001,0.002,,9.3
15/01/2010,20:00,86,1.9,22.2,1.0,29.6,0.016,0.001,0.000,0.001,,10.0
15/01/2010,21:00,82,2.2,19.1,1.1,29.2,0.017,0.001,0.001,0.001,,9.3
15/01/2010,22:00,86,1.7,18.8,0.9,28.6,0.014,0.001,0.001,0.001,,8.2
15/01/2010,23:00,82,1.4,18.6,0.7,28.1,0.013,0.000,0.001,0.001,,5.1
16/01/2010,00:00,105,1.1,30.2,0.7,27.6,,,,,,2.2
16/01/2010,01:00,112,1.2,31.8,0.7,27.3,0.011,0.000,0.001,0.001,,4.2
16/01/2010,02:00,138,0.9,46.3,0.7,27.6,0.012,0.000,0.001,0.001,,3.7
16/01/2010,03:00,149,0.6,48.8,0.6,27.7,0.010,0.000,0.002,0.002,,5.5
16/01/2010,04:00,148,0.5,45.2,0.4,27.8,0.010,0.000,0.001,0.001,,6.7
16/01/2010,05:00,206,0.3,56.4,0.3,26.7,0.010,0.001,0.002,0.002,,8.1
16/01/2010,06:00,255,0.4,52.6,0.3,27.3,0.010,0.001,0.003,0.004,,8.9
16/01/2010,07:00,186,0.2,99.2,0.4,30.1,0.014,0.002,0.001,0.003,,8.6
16/01/2010,08:00,185,0.8,56.3,0.6,32.3,0.016,0.001,0.001,0.002,,10.1
16/01/2010,09:00,179,0.8,62.7,0.8,33.9,0.017,0.001,0.001,0.002,,10.6
16/01/2010,10:00,118,0.8,57.9,0.6,33.2,0.014,0.001,0.001,0.002,,11.3
16/01/2010,11:00,152,0.5,83.1,0.7,33.6,0.018,0.002,0.002,0.004,,11.4
16/01/2010,12:00,53,0.7,72.6,0.7,34.5,0.021,0.000,0.002,0.002,,14.9
16/01/2010,13:00,71,1.4,50.0,1.2,33.6,0.020,0.001,0.001,0.002,,15.0
16/01/2010,14:00,55,2.3,26.0,1.2,33.9,0.025,0.001,0.001,0.002,,15.0
16/01/2010,15:00,54,2.5,24.1,1.2,33.0,0.020,0.001,0.000,0.001,,11.2
16/01/2010,16:00,53,2.6,20.6,1.3,32.5,0.018,0.001,0.001,0.002,,15.4
16/01/2010,17:00,75,2.5,26.1,1.4,31.4,0.015,0.002,0.000,0.002,,10.8
16/01/2010,18:00,72,2.3,19.4,1.2,30.2,0.015,0.001,0.001,0.002,,16.6
16/01/2010,19:00,75,1.9,21.9,1.1,29.6,0.013,0.001,0.001,0.002,,13.5
16/01/2010,20:00,83,1.3,21.2,0.8,29.5,0.013,0.001,0.001,0.002,,15.7
16/01/2010,21:00,83,1.6,22.9,1.0,29.1,0.015,0.001,0.000,0.001,,16.0
16/01/2010,22:00,89,1.4,24.0,0.8,29.2,0.017,0.001,0.000,0.000,,20.9
16/01/2010,23:00,82,1.1,26.8,0.7,29.1,0.012,0.001,0.001,0.001,,17.4
17/01/2010,00:00,90,1.1,35.8,0.7,28.4,,,,,,16.4
17/01/2010,01:00,115,0.3,95.8,0.5,27.9,0.013,0.001,0.001,0.001,,12.5
17/01/2010,02:00,229,0.7,39.7,0.4,26.9,0.015,0.000,0.002,0.002,,7.1
17/01/2010,03:00,263,0.4,65.0,0.3,26.6,0.013,0.000,0.003,0.003,,7.8
17/01/2010,04:00,253,0.5,33.1,0.3,26.4,0.010,0.000,0.004,0.004,,9.8
17/01/2010,05:00,215,0.7,19.2,0.3,26.3,0.008,0.001,0.004,0.005,,
17/01/2010,06:00,222,0.5,31.0,0.3,27.0,0.008,0.002,0.005,0.007,,
17/01/2010,07:00,84,0.4,64.3,0.4,31.1,0.013,0.002,0.001,0.003,,
17/01/2010,08:00,246,0.1,106.5,0.4,31.4,0.022,0.000,0.001,0.001,,11.8
17/01/2010,09:00,27,0.8,52.8,0.7,32.7,,0.001,0.001,0.002,,18.6
17/01/2010,10:00,21,0.5,180.6,0.7,34.8,,0.001,0.000,0.001,,17.9
17/01/2010,11:00,4,1.5,38.9,1.0,33.5,,0.000,0.002,0.002,,17.2
17/01/2010,12:00,8,3.0,173.7,1.0,32.8,,0.001,0.002,0.002,,18.9
17/01/2010,13:00,32,2.6,24.8,1.0,33.7,,0.001,0.001,0.002,,16.3
17/01/2010,14:00,44,3.0,16.4,1.2,33.4,,0.000,0.001,0.001,,10.1
17/01/2010,15:00,41,2.9,18.4,1.3,32.6,,0.001,0.001,0.002,,9.7
17/01/2010,16:00,46,3.3,17.4,1.4,31.8,,0.001,0.001,0.001,,18.7
17/01/2010,17:00,40,2.6,19.1,1.1,30.7,,0.001,0.002,0.003,,17.9
17/01/2010,18:00,23,2.0,18.8,0.7,30.0,,0.001,0.002,0.002,,16.1
17/01/2010,19:00,42,1.9,16.4,0.8,29.5,,0.001,0.002,0.002,,16.9
17/01/2010,20:00,34,2.2,17.8,0.8,29.3,,0.000,0.001,0.001,,16.4
17/01/2010,21:00,27,2.2,16.2,0.8,29.3,,0.000,0.000,0.000,,14.9
17/01/2010,22:00,27,1.6,16.8,0.5,29.2,,0.000,0.001,0.001,,14.9
17/01/2010,23:00,358,1.1,27.0,0.5,29.2,,0.000,0.000,0.000,,12.7
18/01/2010,00:00,9,1.8,174.7,0.6,29.3,,,,,,10.9
18/01/2010,01:00,18,1.6,172.3,0.8,29.2,,0.000,0.000,0.000,,12.3
18/01/2010,02:00,2,0.9,20.6,0.4,29.0,,0.000,0.000,0.000,,12.6
18/01/2010,03:00,250,0.6,33.9,0.4,28.7,,0.001,0.000,0.001,,11.3
18/01/2010,04:00,233,0.6,58.6,0.5,28.2,,0.000,0.001,0.001,,9.9
18/01/2010,05:00,267,0.5,44.3,0.3,27.9,,0.000,0.003,0.003,,13.7
18/01/2010,06:00,34,0.1,101.9,0.2,28.5,,0.004,0.006,0.010,,
18/01/2010,07:00,213,0.3,78.4,0.3,30.7,,0.005,0.006,0.010,,
18/01/2010,08:00,219,0.4,89.2,0.5,33.6,,0.003,0.003,0.006,,21.1
18/01/2010,09:00,339,0.4,158.9,0.4,35.1,,0.003,0.004,0.007,,16.3
18/01/2010,10:00,17,1.6,32.7,0.9,35.0,,0.002,0.004,0.005,,19.5
18/01/2010,11:00,6,2.7,176.4,1.0,34.0,,0.001,0.002,0.003,,21.0
18/01/2010,12:00,9,2.8,175.5,0.9,33.8,,0.001,0.002,0.003,,15.4
18/01/2010,13:00,350,2.5,19.8,1.0,34.7,,0.000,0.001,0.001,,14.4
18/01/2010,14:00,349,2.5,25.1,1.0,34.1,,0.001,0.001,0.002,,10.5
18/01/2010,15:00,1,3.2,16.5,1.0,32.8,,0.000,0.001,0.001,,13.1
18/01/2010,16:00,1,3.4,16.5,1.1,31.8,,0.001,0.001,0.002,,13.4
18/01/2010,17:00,3,3.7,17.5,1.2,31.6,,0.001,0.002,0.002,,12.6
18/01/2010,18:00,2,3.8,16.0,1.2,30.8,,0.000,0.001,0.001,,12.9
18/01/2010,19:00,1,2.7,16.7,0.9,30.5,,0.000,0.001,0.001,,12.4
18/01/2010,20:00,0,2.6,14.3,0.9,30.3,,0.000,0.001,0.001,,12.3
18/01/2010,21:00,358,1.8,18.5,0.7,30.2,,0.000,0.000,0.000,,12.0
18/01/2010,22:00,337,1.7,32.2,0.9,30.4,,0.000,0.001,0.001,,8.4
18/01/2010,23:00,31,1.0,32.6,0.5,30.0,,0.000,0.001,0.001,,6.3
19/01/2010,00:00,68,0.2,74.6,0.3,29.4,,,,,,8.3
19/01/2010,01:00,131,0.4,48.1,0.3,28.8,,0.000,0.003,0.003,,
19/01/2010,02:00,188,0.2,57.1,0.2,28.4,,0.000,0.003,0.003,,
19/01/2010,03:00,96,0.1,87.1,0.2,28.1,,0.000,0.004,0.004,,
19/01/2010,04:00,97,0.3,60.6,0.2,27.9,,0.001,0.004,0.005,,
19/01/2010,05:00,72,0.3,53.5,0.2,27.5,,0.002,0.008,0.010,,
19/01/2010,06:00,65,0.5,30.2,0.3,28.1,,0.017,0.011,0.027,,
19/01/2010,07:00,64,1.1,26.7,0.6,31.5,,0.005,0.004,0.008,,
19/01/2010,08:00,49,1.0,38.4,0.6,33.5,,0.002,0.002,0.004,,
19/01/2010,09:00,46,1.5,32.8,0.9,34.0,,0.002,0.002,0.004,,15.1
19/01/2010,10:00,37,2.0,22.1,0.9,34.3,,0.001,0.002,0.003,,15.2
19/01/2010,11:00,13,2.4,20.8,0.9,34.2,,,,,,17.1
19/01/2010,12:00,8,2.6,170.7,1.0,34.5,,0.000,0.002,0.002,,18.5
19/01/2010,13:00,17,2.3,28.4,1.1,34.8,,0.001,0.001,0.001,,12.9
19/01/2010,14:00,41,2.6,22.1,1.2,34.7,,0.001,0.002,0.003,,9.8
19/01/2010,15:00,20,2.4,21.7,1.0,34.2,,0.001,0.002,0.003,,12.4
19/01/2010,16:00,357,2.5,23.9,0.9,33.5,,0.000,0.002,0.002,,17.6
19/01/2010,17:00,9,2.9,179.9,1.0,32.0,,0.001,0.003,0.003,,13.3
19/01/2010,18:00,3,2.7,15.3,0.9,30.9,,0.000,0.002,0.002,,15.1
19/01/2010,19:00,10,3.0,14.6,1.0,30.6,,0.000,0.002,0.002,,9.0
19/01/2010,20:00,13,2.4,17.1,0.8,30.4,,0.000,0.001,0.001,,9.9
19/01/2010,21:00,13,1.6,173.3,0.7,30.3,,0.000,0.001,0.001,,6.0
19/01/2010,22:00,46,1.1,16.2,0.5,30.1,,0.000,0.002,0.002,,7.2
19/01/2010,23:00,57,1.2,21.7,0.7,29.9,,0.000,0.001,0.001,,6.8
20/01/2010,00:00,118,0.4,61.5,0.4,29.6,,,,,,5.8
20/01/2010,01:00,104,0.3,50.5,0.3,29.2,,0.001,0.002,0.002,,5.9
20/01/2010,02:00,100,0.5,31.4,0.2,29.0,,0.000,0.003,0.003,,7.5
20/01/2010,03:00,111,0.3,55.8,0.2,28.8,,0.000,0.003,0.003,,11.9
20/01/2010,04:00,170,0.1,85.5,0.2,28.7,,0.001,0.003,0.004,,10.5
20/01/2010,05:00,118,0.6,42.2,0.4,28.8,,0.001,0.004,0.005,,9.7
20/01/2010,06:00,131,0.6,41.0,0.5,29.2,,0.002,0.006,0.008,,
20/01/2010,07:00,113,1.0,36.0,0.7,31.6,,0.003,0.005,0.008,,
20/01/2010,08:00,104,1.2,49.1,0.9,33.1,,0.002,0.003,0.005,,
20/01/2010,09:00,82,1.5,34.5,1.0,33.4,,0.002,0.002,0.004,,3.0
20/01/2010,10:00,63,1.8,32.7,1.0,33.4,,0.001,0.003,0.004,,11.3
20/01/2010,11:00,56,1.8,29.7,1.0,33.6,,0.002,0.002,0.004,,19.9
20/01/2010,12:00,71,1.5,37.7,1.0,35.1,,0.001,0.001,0.002,,21.9
20/01/2010,13:00,44,2.7,21.9,1.3,34.6,,0.001,0.003,0.004,,23.4
20/01/2010,14:00,27,3.1,18.5,1.2,33.8,,0.001,0.002,0.003,,17.5
20/01/2010,15:00,39,2.6,19.8,1.2,33.7,,0.002,0.003,0.004,,15.9
20/01/2010,16:00,50,2.6,23.6,1.3,32.7,,0.001,0.002,0.003,,17.7
20/01/2010,17:00,57,2.7,22.3,1.3,31.6,,0.002,0.002,0.004,,17.3
20/01/2010,18:00,78,2.5,20.5,1.3,30.6,,0.001,0.002,0.003,,19.1
20/01/2010,19:00,84,2.3,19.4,1.2,30.2,,0.001,0.002,0.003,,24.2
20/01/2010,20:00,97,1.4,29.0,0.8,30.0,,0.000,0.002,0.002,,20.0
20/01/2010,21:00,100,1.2,26.7,0.7,29.9,,0.000,0.002,0.002,,18.8
20/01/2010,22:00,93,0.9,24.9,0.5,29.5,,0.001,0.002,0.003,,20.9
20/01/2010,23:00,106,0.9,33.7,0.6,29.2,,0.000,0.001,0.001,,20.5
21/01/2010,00:00,111,0.9,28.2,0.6,28.8,,,,,,21.9
21/01/2010,01:00,96,1.2,23.2,0.7,28.8,,0.000,0.001,0.001,,26.2
21/01/2010,02:00,103,1.0,30.3,0.6,28.6,,0.000,0.000,0.000,,26.6
21/01/2010,03:00,123,0.6,42.5,0.4,28.3,,0.000,0.002,0.002,,24.1
21/01/2010,04:00,124,0.7,34.7,0.5,27.9,,0.000,0.003,0.003,,26.7
21/01/2010,05:00,128,0.7,43.9,0.5,27.8,,0.000,0.005,0.005,,27.0
21/01/2010,06:00,133,0.8,48.3,0.6,28.4,,0.001,0.007,0.007,,29.1
21/01/2010,07:00,128,1.1,48.1,0.8,30.9,,0.002,0.004,0.006,,28.4
21/01/2010,08:00,125,1.3,53.1,1.0,32.7,,0.002,0.004,0.006,,29.3
21/01/2010,09:00,95,1.7,41.2,1.2,34.3,,0.002,0.002,0.003,,26.7
21/01/2010,10:00,91,1.7,40.3,1.3,34.5,,0.001,0.002,0.003,,29.2
21/01/2010,11:00,76,2.2,33.3,1.4,34.7,,0.001,0.001,0.002,,31.2
21/01/2010,12:00,59,2.8,27.3,1.6,35.0,,0.001,0.001,0.002,,30.7
21/01/2010,13:00,48,3.1,21.4,1.4,33.7,,0.001,0.001,0.002,,31.3
21/01/2010,14:00,50,3.1,24.3,1.5,34.3,,0.001,0.001,0.002,,30.0
21/01/2010,15:00,44,3.1,18.0,1.4,33.7,,0.001,0.001,0.002,,33.4
21/01/2010,16:00,74,2.6,24.8,1.4,33.7,,0.002,0.001,0.003,,26.0
21/01/2010,17:00,75,2.6,24.4,1.5,32.5,,0.001,0.002,0.003,,39.9
21/01/2010,18:00,82,2.3,24.2,1.3,30.9,,0.001,0.002,0.003,,41.4
21/01/2010,19:00,83,2.8,19.7,1.5,30.1,,0.000,0.002,0.002,,37.5
21/01/2010,20:00,91,2.0,20.7,1.1,29.7,,0.000,0.003,0.003,,34.8
21/01/2010,21:00,105,1.7,25.8,0.9,29.2,,0.000,0.001,0.001,,31.8
21/01/2010,22:00,93,2.4,23.2,1.4,29.1,,0.000,0.001,0.001,,28.6
21/01/2010,23:00,98,2.1,26.5,1.3,28.7,,0.000,0.001,0.001,,24.9
22/01/2010,00:00,101,1.5,26.2,1.0,28.4,,,,,,23.5
22/01/2010,01:00,114,1.1,34.8,0.8,28.1,,0.000,0.000,0.000,,23.0
22/01/2010,02:00,120,0.8,45.7,0.6,27.7,,0.000,0.001,0.001,,24.8
22/01/2010,03:00,139,0.6,55.0,0.6,27.6,,0.000,0.001,0.001,,25.5
22/01/2010,04:00,148,0.7,50.5,0.6,27.2,,0.000,0.001,0.001,,24.0
22/01/2010,05:00,143,0.6,49.3,0.6,27.2,,0.000,0.001,0.001,,25.5
22/01/2010,06:00,208,0.7,40.1,0.5,27.4,,0.001,0.004,0.005,,22.8
22/01/2010,07:00,183,0.5,64.7,0.5,28.8,,0.002,0.007,0.009,,27.2
22/01/2010,08:00,131,0.8,52.9,0.7,30.0,,0.002,0.006,0.008,,30.5
22/01/2010,09:00,149,0.9,60.5,0.9,31.9,,0.002,0.004,0.005,,30.4
22/01/2010,10:00,108,1.8,42.4,1.2,32.4,,0.002,0.003,0.005,,27.7
22/01/2010,11:00,95,1.9,29.2,1.2,31.4,,0.002,0.003,0.005,,30.1
22/01/2010,12:00,94,2.2,30.6,1.3,32.1,,0.001,0.003,0.004,,30.8
22/01/2010,13:00,96,2.1,32.5,1.3,32.9,,0.001,0.002,0.003,,22.8
22/01/2010,14:00,80,2.4,25.9,1.6,32.3,,0.002,0.003,0.005,,30.3
22/01/2010,15:00,86,2.4,25.1,1.4,32.0,,0.002,0.003,0.004,,21.0
22/01/2010,16:00,90,2.2,24.7,1.3,31.6,,0.001,0.003,0.004,,22.4
22/01/2010,17:00,103,1.7,31.4,1.1,31.1,,0.002,0.003,0.005,,25.4
22/01/2010,18:00,101,1.6,25.2,0.9,30.5,,0.001,0.003,0.004,,21.7
22/01/2010,19:00,81,1.3,24.4,0.8,29.8,,0.001,0.004,0.004,,25.8
22/01/2010,20:00,83,2.1,22.6,1.2,29.8,,0.000,0.001,0.001,,28.6
22/01/2010,21:00,106,1.3,37.3,1.0,28.5,,0.000,0.001,0.001,,25.3
22/01/2010,22:00,95,1.3,35.5,0.8,28.5,,0.000,0.002,0.002,,23.3
22/01/2010,23:00,87,0.6,51.4,0.5,28.4,,0.000,0.003,0.003,,21.2
23/01/2010,00:00,110,0.9,39.2,0.6,28.4,,,,,,16.4
23/01/2010,01:00,115,1.4,36.4,0.9,28.2,,0.001,0.001,0.001,,12.4
23/01/2010,02:00,123,0.8,51.0,0.7,28.0,,0.000,0.001,0.001,,14.0
23/01/2010,03:00,130,0.7,50.3,0.7,28.2,,0.000,0.001,0.001,,15.8
23/01/2010,04:00,150,0.6,61.7,0.6,28.0,,0.000,0.001,0.001,,20.1
23/01/2010,05:00,198,0.2,82.6,0.2,27.2,,0.001,0.004,0.005,,18.6
23/01/2010,06:00,126,0.5,46.3,0.5,27.7,,0.002,0.006,0.007,,18.7
23/01/2010,07:00,122,0.9,47.8,0.8,29.9,,0.001,0.003,0.004,,50.6
23/01/2010,08:00,127,1.2,56.8,1.0,31.1,,0.001,0.001,0.002,,22.7
23/01/2010,09:00,134,1.2,53.5,1.0,32.8,,0.002,0.002,0.003,,20.0
23/01/2010,10:00,111,1.4,44.6,1.0,32.8,,0.002,0.002,0.004,,16.7
23/01/2010,11:00,206,1.3,38.2,1.0,33.5,,0.001,0.003,0.003,,23.0
23/01/2010,12:00,211,1.2,43.1,0.9,34.7,,0.003,0.002,0.005,,17.8
23/01/2010,13:00,179,0.7,58.2,0.7,34.6,,0.002,0.004,0.005,,19.1
23/01/2010,14:00,82,1.1,56.5,0.9,33.7,,0.001,0.002,0.003,,25.1
23/01/2010,15:00,51,1.6,27.1,0.8,33.4,,0.000,0.002,0.002,,22.6
23/01/2010,16:00,84,0.6,74.9,0.7,34.5,,0.000,0.002,0.002,,16.0
23/01/2010,17:00,79,1.6,35.6,1.1,33.3,,0.001,0.002,0.003,,32.8
23/01/2010,18:00,91,1.5,37.1,1.0,32.2,,0.001,0.003,0.003,,25.9
23/01/2010,19:00,121,1.4,40.8,1.0,31.8,,0.000,0.003,0.003,,18.3
23/01/2010,20:00,109,1.3,40.1,0.9,31.1,,0.000,0.002,0.002,,25.2
23/01/2010,21:00,134,1.4,50.0,1.2,30.6,,0.000,0.001,0.001,,18.6
23/01/2010,22:00,115,1.3,45.5,1.1,30.3,,0.000,0.002,0.002,,15.2
23/01/2010,23:00,109,1.5,31.8,1.0,30.6,,0.000,0.001,0.001,,11.6
24/01/2010,00:00,132,1.2,46.7,1.0,30.6,,,,,,9.9
24/01/2010,01:00,131,1.1,56.7,1.1,30.5,,0.000,0.001,0.001,,18.5
24/01/2010,02:00,119,1.9,37.4,1.3,29.3,,0.000,0.000,0.000,,17.8
24/01/2010,03:00,129,0.7,68.3,0.8,28.5,,0.000,0.001,0.001,,11.7
24/01/2010,04:00,145,1.0,53.0,0.8,28.2,,0.000,0.000,0.000,,16.9
24/01/2010,05:00,165,0.9,46.7,0.7,27.0,,0.000,0.000,0.000,,12.3
24/01/2010,06:00,150,0.9,56.0,0.8,27.7,,0.000,0.000,0.000,,10.9
24/01/2010,07:00,160,1.0,51.5,0.9,28.7,,0.000,0.001,0.001,,9.4
24/01/2010,08:00,150,1.0,55.2,1.0,28.6,,0.001,0.001,0.001,,12.2
24/01/2010,09:00,156,1.0,51.3,0.9,29.4,,0.001,0.001,0.002,,9.8
24/01/2010,10:00,139,0.8,58.9,0.7,29.6,,0.001,0.002,0.003,,9.7
24/01/2010,11:00,128,1.1,64.3,1.3,30.4,,0.002,0.001,0.003,,10.5
24/01/2010,12:00,112,2.1,48.6,1.8,31.7,,0.002,0.001,0.003,,15.0
24/01/2010,13:00,99,2.3,39.4,1.7,31.9,,0.002,0.001,0.002,,11.9
24/01/2010,14:00,102,2.5,37.0,1.7,33.0,,0.002,0.000,0.002,,13.1
24/01/2010,15:00,98,3.1,29.1,2.1,32.4,,0.002,0.000,0.002,,11.7
24/01/2010,16:00,110,2.2,44.4,1.6,30.4,,0.002,0.001,0.003,,15.2
24/01/2010,17:00,111,2.7,35.4,1.9,31.0,,0.001,0.001,0.002,,17.7
